Department,SGH - CODE  ,SGH NAME ,Price 2021,SGH Service type,LOS
DERMATOLOGY,FMDER-0296,HAIR REMOVAL FACE (CHROMOLITE MACHINE),830.5920000000001,service,
DERMATOLOGY,FMDER-0297,HAIR REMOVAL WHOLE BODY(CHROMOLITE MACHINE),2764.3140000000003,service,
DERMATOLOGY,FMDER-0298,TEST DOSE (CHROMOLITE MACHINE),285.516,service,
DERMATOLOGY,FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,201.159,service,
DERMATOLOGY,FMDER-4004,ONE LASER PULSE,402.318,service,
DERMATOLOGY,MTDER-0001,ELECTROCAUTERY-SMALL AREA G.A.,188.18099999999998,service,
DERMATOLOGY,MTDER-0004,ELECTROCAUTERY-EXTRA LARGE    AREA,1745.5409999999997,service,
DERMATOLOGY,MTDER-0005,SKIN GRAFTING SMALL AREA,2621.556,service,
DERMATOLOGY,MTDER-0009,ERBIUM - SMALL AREA,830.5920000000001,service,
DERMATOLOGY,MTDER-0010,ERBIUM - MEDIUM AREA,2621.556,service,
DERMATOLOGY,MTDER-0011,ERBIUM - LARGE AREA,4334.652,service,
DERMATOLOGY,MTDER-0012,ERBIUM - EXTRA LARGE AREA,5191.2,service,
DERMATOLOGY,MTDER-0013,VASCULAR LASER - SMALL,1745.5409999999997,service,
DERMATOLOGY,MTDER-0014,VASCULAR LASER MEDIUM,2621.556,service,
DERMATOLOGY,MTDER-0015,VASCULAR LASER LARGE,3296.412,service,
DERMATOLOGY,MTDER-0028,HYDRADERMIE MACHINE(1x) facialSmall Area,142.758,service,
DERMATOLOGY,MTDER-0029,HYDRADERMIE MACHINE(4x) facialSmall Area,389.34,service,
DERMATOLOGY,MTDER-0030,HYDRADERMIE MACHINE(1x) facialMedium Area,175.203,service,
DERMATOLOGY,MTDER-0031,HYDRADERMIE MACHINE(4x) facialMedium Area,512.631,service,
DERMATOLOGY,MTDER-0032,HYDRADERMIE MACHINE(1x) facialLarge Area,421.785,service,
DERMATOLOGY,MTDER-0034,MULTI-ZONES(1x) Body TreatmentSmall Area,214.137,service,
DERMATOLOGY,MTDER-0035,MULTI ZONES(12X)Body TreatmentSmall Area (Package Deal),2076.48,service,
DERMATOLOGY,MTDER-0036,MULTI ZONES(1x) Body TreatmentMedium Area,421.785,service,
DERMATOLOGY,MTDER-0037,MULTI ZONES(12X)Body TreatmentMedium Area (Package Deal),4120.514999999999,service,
DERMATOLOGY,MTDER-0038,MULTI ZONES(1x) Body TreatmentLarge Area,596.988,service,
DERMATOLOGY,MTDER-0039,MULTI ZONES(12X)Body TreatmentLarge Area (Package Deal),5768.721,service,
E. N. T.,EXENT-0001,TONSILECTOMY,648.9,service,
E. N. T.,EXENT-0004,ASPIRATION OF HAEMAOTMAY (L.A),506.14199999999994,service,
E. N. T.,EXENT-0008,EXCISION OF KELOID (L.A.),350.406,service,
E. N. T.,EXENT-0014,MYRINGOTOMY AND GROMMET INSERTION UNILAT. G.A.,519.12,service,
E. N. T.,EXENT-0023,CONTROL OF EPISTAXSIS BY ANT. PACKING (G.A.),512.631,service,
E. N. T.,EXENT-0024,CONTROL OF EPISTAXSIS BY ANT. & POST PACK (G.A.),512.631,service,
E. N. T.,EXENT-0028,REMOVAL OF NASAL PACK (G.A.),512.631,service,
E. N. T.,EXENT-0032,CONTROL OF GHE AFTER ADENOIDECTOMY OUTSIDE SGH (L.A.),506.14199999999994,service,
E. N. T.,FMENT-0036,DEVICE OF SENSO-HEARING,5725.893599999999,service,
E. N. T.,FMENT-1000,DAY CARE SUPERVISION,350.406,service,
E. N. T.,FMENT3014,POST OPERATIVE EVALUATION OF OSAS,1148.5529999999999,service,
E. N. T.,FMENTD0001,ESOPHAGOSCOPY,1752.0300000000002,service,
E. N. T.,FMENTD0002,ESOPHAGOSCOPY & DILATATION,2258.172,service,
E. N. T.,FMENTD0003,OESOPHAGOSCOPY FOR F.B.REMOVAL,2258.172,service,
E. N. T.,FMENTD0004,BRONCHOSCOPY FOR F.B. REMOVAL,3763.62,service,
E. N. T.,FMENTD0005,REMOVAL OF FOREIGN BODY FROM,3607.884,service,
E. N. T.,FMENTD0006,SWABBING OF TRACHEA,1505.4479999999999,service,
E. N. T.,FMENTD0007,TRIPLE ENDOSCOPY (E-B-L),3607.884,service,
E. N. T.,FMENTD0008,TRIPLE ENDOSCOPY & BIOPSY,4210.0632000000005,service,
E. N. T.,FMENTE0001,AUDIOMETRY (PURE TONE + SP),596.988,service,
E. N. T.,FMENTE0002,AUDIOMETRY - PURE TONE,402.318,service,
E. N. T.,FMENTE0003,AUDIOMETRY - SPEECH,402.318,service,
E. N. T.,FMENTE0004,IMPEDANCEMETRY (T + ART + ARD),506.14199999999994,service,
E. N. T.,FMENTE0005,TYMPANOMETRY,389.34,service,
E. N. T.,FMENTE0007,ELECTRONYSTAMOGRAPHY - ENG,1180.998,service,
E. N. T.,FMENTE0008,FACIAL NERVE EXCITABILITY TEST,596.988,service,
E. N. T.,FMENTE0009,BRAINSTEM EVOKED RESP. A.,1732.563,service,
E. N. T.,FMENTE0010,ELECTROCHOCHLEOGRAPHY,1356.201,service,
E. N. T.,FMENTE0011,PLAY AUDIOMETRY,596.988,service,
E. N. T.,FMENTE0013,OTOACOUSTIC EMISSION TEST,577.5210000000001,service,
E. N. T.,FMENTE0014,NEURO-OTOLOGICAL HEARING TEST,752.7239999999999,service,
E. N. T.,FMENTE0015,IMPEDANCEMETRY STUDY,655.389,service,
E. N. T.,FMENTE0018,HEARING AID UNITRON (PROGRAM.),3997.224,service,
E. N. T.,FMENTE0020,CALORIC TEST FOR VERTIGO,817.614,service,
E. N. T.,FMENTE0021,TRASIENT EVOKED OAE (PED.),201.159,service,
E. N. T.,FMENTE0023,SIMPLE MYRINGO PLASTY,2044.0349999999999,service,
E. N. T.,FMENTE0025,TINNITUS MATCHING & MASKING,363.384,service,
E. N. T.,FMENTE0026,VOICE DISORDER SESSION,577.5210000000001,service,
E. N. T.,FMENTE0027,HEARING AID FITTING COLIBRIE I I,2089.458,service,
E. N. T.,FMENTE0028,HEARUNG AID FITTING COLIBRIE I I,2089.458,service,
E. N. T.,FMENTE0030,TINNITUS MATCHING,363.384,service,
E. N. T.,FMENTE0031,TINNITUS MASKING,181.692,service,
E. N. T.,FMENTE0032,FITTING HEARING AID AUDIOFLE 120,3997.224,service,
E. N. T.,FMENTE0035,CANALITH REPOSITIONING MANEUVE R FOR BENIGH PAROXYSMAL POSTIO,713.7900000000001,service,
E. N. T.,FMENTE0036,DEVICE OF SENSO-HEARING AID,5725.893599999999,service,
E. N. T.,FMENTE0037,FITTING OF COMPACT DIGIFOCUS   HEARING AID,9233.847,service,
E. N. T.,FMENTE0038,FITTING OF FM SYSTEM FOR       HEARING IMPAIRMENT,11517.975,service,
E. N. T.,FMENTE0039,TINNITUS RETRAINING THERAPHY,350.406,service,
E. N. T.,FMENTE0040,AUDITORY TRAINING SESSION,350.406,service,
E. N. T.,FMENTE0041,ALLERGY PRICK TEST,616.4549999999999,service,
E. N. T.,FMENTE0042,TYPANOMETRIC  STUDY,317.96099999999996,service,
E. N. T.,FMENTE0044,MODIFIED CANALITH REPOSITIONING MANUEVER,545.076,service,
E. N. T.,FMENTE2001,PIERCING OF EARLOBE,116.802,service,
E. N. T.,FMENTE2002,PIERCING OF EARLOBE & INSERTN  OF EARING,188.18099999999998,service,
E. N. T.,FMENTE2003,REPAIR OF EARING TEAR OF EAR   LOBE,609.966,service,
E. N. T.,FMENTE2004,SUTURE OF LACERATION OF EXTRNL EAR (PER SUTURE),188.18099999999998,service,
E. N. T.,FMENTE2005,ASPIRATION OF HEMATOMA,609.966,service,
E. N. T.,FMENTE2006,DRAINAGE OF AURICULAR ABSCESS  AND DEBRIDEMENT,953.8829999999999,service,
E. N. T.,FMENTE2007,EXCISION OF PRE-AURICULAR CYST,3763.62,service,
E. N. T.,FMENTE2008,EXCISION OF PRE-AURICULAR -,3763.62,service,
E. N. T.,FMENTE2009,EXCISION OF PRE-AURICULAR -,3831.1056,service,
E. N. T.,FMENTE2010,INJECTION OF KELOID - SMALL,304.983,service,
E. N. T.,FMENTE2011,INJECTION OF KELOID - LARGE,454.22999999999996,service,
E. N. T.,FMENTE2012,EXCISION OF KELOID,1505.4479999999999,service,
E. N. T.,FMENTE2013,SURGICAL CORRECTN OF PROMINENT,4807.0512,service,
E. N. T.,FMENTE2014,PARTIAL EXCISION & RECONSRUCTN,3763.62,service,
E. N. T.,FMENTE3001,EAR WASH - UNILATERAL,201.159,service,
E. N. T.,FMENTE3002,EAR WASH - BILATERAL,317.96099999999996,service,
E. N. T.,FMENTE3004,TREATMENT OF OTOMYCOSIS-BILAT.,506.14199999999994,service,
E. N. T.,FMENTE3005,DEBRIDEMENT & INSERTION OF     OTO-WICK,64.89,service,
E. N. T.,FMENTE3006,INCISION OF ABSCESS OF EXTERNL EAR CANAL,395.82899999999995,service,
E. N. T.,FMENTE3008,REMVAL OF FOREIGN BODY WITHOUT INCISN-W/O MICROSCOPE-IMPACTED,454.22999999999996,service,
E. N. T.,FMENTE3009,REMOVAL OF FOREIGN BODY WITH,1206.954,service,
E. N. T.,FMENTE3010,REMOVAL OF FOREIGN BODY WITH,1732.563,service,
E. N. T.,FMENTE3011,DEBRIDEMENT - EAR INFECTION,304.983,service,
E. N. T.,FMENTE3012,DEBRIDEMENT - EAR INFECTION,454.22999999999996,service,
E. N. T.,FMENTE3013,MIC. EXCISION OF EXOSTOSIS,3763.62,service,
E. N. T.,FMENTE3014,RECONSTRUCTION OF EXTERNAL EAR,3763.62,service,
E. N. T.,FMENTE3015,REMOVAL OF EXTERNAL EAR POLYP,1505.4479999999999,service,
E. N. T.,FMENTE3016,BIOPSY OF EXTERNAL EAR,532.0980000000001,service,
E. N. T.,FMENTE3017,MICROSCOPIC EXAMINATION UNILAT,201.159,service,
E. N. T.,FMENTE3018,MICROSCOPIC EXAMINATION BILAT,317.96099999999996,service,
E. N. T.,FMENTE3020,VESTIBULAR ASSESTMENT,1323.7559999999999,service,
E. N. T.,FMENTE3021,FITTING OF NOISE GENERATOR,3296.412,service,
E. N. T.,FMENTE3022,FITTING OF DIGITAL SIEMENS HEARING AID,5762.232,service,
E. N. T.,FMENTE3023,HEARING AID FITTING A,2141.37,service,
E. N. T.,FMENTE3024,HEARING AID FITTING B,2673.4680000000003,service,
E. N. T.,FMENTE3025,HEARING AID FITTING C,3341.835,service,
E. N. T.,FMENTE3026,HEARING AID,4010.202,service,
E. N. T.,FMENTE3027,HEARING AID PROGRAMABLE,3742.8552,service,
E. N. T.,FMENTE3028,HEARING AID DIGITAL,4277.5488000000005,service,
E. N. T.,FMENTE3029,BASSION HEARING AID,16040.808,service,
E. N. T.,FMENTE3030,HEARING AIDS,3744.1530000000002,service,
E. N. T.,FMENTE4001,MYRINGOTOMY - UNILATERAL,609.966,service,
E. N. T.,FMENTE4002,MYRINGOTOMY - BILATERAL,1206.954,service,
E. N. T.,FMENTE4003,MYRINGOTOMY ANS ASPIRATION OF,759.213,service,
E. N. T.,FMENTE4004,MYRINGOTOMY AND ASPIRATION OF,1505.4479999999999,service,
E. N. T.,FMENTE4005,MYRINGOTOMY & GROMMET-UNILAT.,1297.8,service,
E. N. T.,FMENTE4006,MYRINGOTOMY & GROMMET-BILAT.,1810.4309999999998,service,
E. N. T.,FMENTE4007,REMOVAL OF GROMMET-UNILATERAL,201.159,service,
E. N. T.,FMENTE4008,REMOVAL OF GROMMET-BILATERAL,233.604,service,
E. N. T.,FMENTE4009,MIDDLE EAR SURGERY-IMPAIRED,4210.0632000000005,service,
E. N. T.,FMENTE4010,MASTOIDECTOMY - SIMPLE,2855.1600000000003,service,
E. N. T.,FMENTE4011,MASTOIDECTOMY - OTHERS,4801.860000000001,service,
E. N. T.,FMENTE4012,CLOSURE OF MASTOID FISTULA,4807.0512,service,
E. N. T.,FMENTE4013,MASTOIDECTOMY - RADICAL,5840.1,service,
E. N. T.,FMENTE4014,MASTOIDECTOMY - REVISION,5840.1,service,
E. N. T.,FMENTE4015,MASTOID - TYMPANOPLASTY,5840.1,service,
E. N. T.,FMENTE4016,TYMPANOPLASTY - TYPE I,4801.860000000001,service,
E. N. T.,FMENTE4017,TYMPANOPLASTY - TYPE II,4023.1800000000003,service,
E. N. T.,FMENTE4018,TYMPANOPLASTY - TYPE  III,4023.1800000000003,service,
E. N. T.,FMENTE4019,TYMPANOPLASTY - TYPE IV,4801.860000000001,service,
E. N. T.,FMENTE4020,TYMPANOPLASTY - TYPE V,4801.860000000001,service,
E. N. T.,FMENTE4021,REVISION TYMPANOPLASTY,6229.44,service,
E. N. T.,FMENTE4022,STAPEDECTOMY,5191.2,service,
E. N. T.,FMENTE4023,REVISION STAPEDECTOMY,7220.9592,service,
E. N. T.,FMENTE4024,MYRINGOTOMY AD ASP. OF FLUID,609.966,service,
E. N. T.,FMENTE4025,MYRINGOTOMY & ASP. OF FLUIDS,1206.954,service,
E. N. T.,FMENTE4026,DRESSING OF WOUND (MEDIUM),84.357,service,
E. N. T.,FMENTE4027,DRESSING OF WOUND (LARGE),123.291,service,
E. N. T.,FMENTE4028,REMOVAL OF SUTURES,89.22375000000001,service,
E. N. T.,FMENTE4029,INFRA TEMPORAL FOSSA APPROACH TYPE A,34067.25,service,
E. N. T.,FMENTE5001,LABYRINTHECTOMY,3607.884,service,
E. N. T.,FMENTE5002,DECOMPRESSION OF TEMPORAL,7220.9592,service,
E. N. T.,FMENTE5003,EAR MOULD,350.406,service,
E. N. T.,FMENTE5004,HEARING AID FITTING,624.56625,service,
E. N. T.,FMENTE5005,FREE FIELD AUDIOMETRY,648.9,service,
E. N. T.,FMENTE6001,POLITZERIZATION,201.159,service,
E. N. T.,FMENTE6002,CATHETERIZATION OF EUSTACHIAN  TUBE,532.0980000000001,service,
E. N. T.,FMENTE6003,HEARING AID  M35,3380.769,service,
E. N. T.,FMENTE6004,HEARING AID M36,3263.9669999999996,service,
E. N. T.,FMENTE6005,HEARING AID M49-0,3484.5930000000003,service,
E. N. T.,FMENTE6007,HEARING AID PHILIPS M47,3263.9669999999996,service,
E. N. T.,FMENTE6008,HEARING AID M60-OL,2958.9840000000004,service,
E. N. T.,FMENTE6009,HEARING AID PHILIPS M60-OR,2958.9840000000004,service,
E. N. T.,FMENTE6020,HEARING AID PHILIPS S46-O,3380.769,service,
E. N. T.,FMENTE6022,HEARING AID PHILIPS S47,3166.6319999999996,service,
E. N. T.,FMENTE6025,LASER STAPEDECTOMY,6359.22,service,
E. N. T.,FMENTE6026,COCHLEAR IMPLANT SURGERY,16540.461000000003,service,
E. N. T.,FMENTE6028,REVIS.A MAP - COCHLEAR IMPLANT,512.631,service,
E. N. T.,FMENTE6029,PROMONTORY STIMULATION TEST,668.3670000000001,service,
E. N. T.,FMENTE6030,HEARING AID - BOSCH STAR 33 PP,2647.5119999999997,service,
E. N. T.,FMENTE6034,COCHLEAR FUNCTION MONITORING,350.406,service,
E. N. T.,FMENTE6036,DIGITAL HEARING AID (UNILATERAL),4614.9768,service,
E. N. T.,FMENTE6037,INTRATYMPANIC INFUSSION OF CORTICOSTIROID OR GENTAMICYN,830.5920000000001,service,
E. N. T.,FMENTE6038,PROGRAMMABLE HEARING AID FITTING (BASIC),3432.681,service,
E. N. T.,FMENTE6039,HEARING THRESHOLD BY ABR,1174.509,service,
E. N. T.,FMENTE6040,HEARING AID COUNCELING SELECTION AND FITTING,1096.641,service,
E. N. T.,FMENTE6041,LOCAL SPINAL INFELTRATION,772.191,service,
E. N. T.,FMENTE6042,BROAD BAND NOSE GENERATOR,2569.644,service,
E. N. T.,FMENTE6043,HEARING AID SENSO PLUS,9337.671,service,
E. N. T.,FMENTE6045,VIDEO NYSTAGMOGRAPHY(VNG),1180.998,service,
E. N. T.,FMENTE6046,FITTING FO COCHLEAR IMPLANT SPEECH PROCESSOR,58446.423,service,
E. N. T.,FMENTE6047,VEMP VESTIBULAR EVOKED MYOGENIC POTENTIAL,973.35,service,
E. N. T.,FMENTG0001,FASHION OF THE SKIN FLAP,1362.69,service,
E. N. T.,FMENTG0002,TRANSFER OF SKIN FLAP,1090.152,service,
E. N. T.,FMENTK0001,TRACHEOTOMY,3010.8959999999997,service,
E. N. T.,FMENTK0002,CHANGE OF TRACHEOSTOMY TUBA,506.14199999999994,service,
E. N. T.,FMENTK0003,EXCISION OF THYROGLOSSAL CYST,3010.8959999999997,service,
E. N. T.,FMENTK0004,CERVICAL NODE BIOPSY,1927.233,service,
E. N. T.,FMENTK0005,EXCISION OF SUBMANDIBULAR -,3607.884,service,
E. N. T.,FMENTK0006,DRAINAGE OF LUDWIG'S ANGINA,1810.4309999999998,service,
E. N. T.,FMENTK0007,SUB-TOTAL THYROIDECTOMY,3971.2680000000005,service,
E. N. T.,FMENTK0008,CLOSURE OF TRACHEOSTOMY,596.988,service,
E. N. T.,FMENTK0009,PARTIAL THYROIDECTOMY,3504.0600000000004,service,
E. N. T.,FMENTK0010,SELECTIVE NECK DISSECTION,5616.8784,service,
E. N. T.,FMENTK0011,RADICAL NECK DISSECTION,11232.458999999999,service,
E. N. T.,FMENTL0001,DIRECT LARYNGOSCOPY,1505.4479999999999,service,
E. N. T.,FMENTL0002,DIRECT LARYNGOSCOPY W/ REMOVAL,1713.096,service,
E. N. T.,FMENTL0003,DIRECT LARYNGOSCOPY W\ BIOPSY,2206.26,service,
E. N. T.,FMENTL0004,MICRO-LARYNGOSCOPY,2258.172,service,
E. N. T.,FMENTL0005,SURGERY OF VOCAL CORDS,3607.884,service,
E. N. T.,FMENTL0006,EXCISION OF VOCAL CORDS MICRO-,3763.62,service,
E. N. T.,FMENTL0009,EXCISION OF LARYNGOCELE,3607.884,service,
E. N. T.,FMENTL0010,EXCISION OF PHARYNGEAL POUCH,3763.62,service,
E. N. T.,FMENTL0011,DIATHERMY TREATMENT OF,3763.62,service,
E. N. T.,FMENTL0012,SURGERY FOR CA. OF LARYNX -,6011.4096,service,
E. N. T.,FMENTL0013,SURGERY FOR CA.LARYNX - TOTAL,6011.4096,service,
E. N. T.,FMENTL0014,SPEECH THERAPHY SESSION,155.736,service,
E. N. T.,FMENTL0015,INDIRECT LARYNGOSCOPY USING    ENDOSCOPE,201.159,service,
E. N. T.,FMENTL0016,LARYNGOPLASTY,3607.884,service,
E. N. T.,FMENTL0017,SPEACH THERAPY SINGLE,168.714,service,
E. N. T.,FMENTL0018,LASER MIRCOSURGERY OF LARYNX,3315.879,service,
E. N. T.,FMENTL0019,LASER MICROSURGERY OF THE LARY,5289.832799999999,service,
E. N. T.,FMENTL0020,LASER BIOPSY OF THE LARYNX,3315.879,service,
E. N. T.,FMENTL0021,LASER ARETENOIDECTOMY,4012.7976,service,
E. N. T.,FMENTL0022,ADDITIONAL USE OF LASER,940.905,service,
E. N. T.,FMENTL0023,DELAYED SPEECH & LANG.DEVELOP- MENT,480.18600000000004,service,
E. N. T.,FMENTL0025,DEFECT IN ARTICULATION SESSION,577.5210000000001,service,
E. N. T.,FMENTL0026,VOICE DISORDER SESSION,577.5210000000001,service,
E. N. T.,FMENTL0027,SPEECH ASSESTMENT,428.274,service,
E. N. T.,FMENTL0028,STANDARDIZED ARABIC LANGUAGE TEST,402.318,service,
E. N. T.,FMENTL0029,ARTICULATION  TEST,136.269,service,
E. N. T.,FMENTL0030,CHILDHOOD AUTISM RATING  SCALE (CARS),201.159,service,
E. N. T.,FMENTL0031,ILLINOIS TEST OF PSYCHOLIONGUISTIC ABILITIES,538.587,service,
E. N. T.,FMENTL0033,COUNSELLING SESION,136.269,service,
E. N. T.,FMENTL0034,STIMULATION  SESSIONS,272.538,service,
E. N. T.,FMENTL0035,PORTAGE  PROGRAM  FOR  2 WEEKS (2SESSIONS),337.428,service,
E. N. T.,FMENTL0036,PORTAGE  PROGRAM  FOR  1  MONTH  (3SESSIONS),603.477,service,
E. N. T.,FMENTL0039,STANDARDIZED ARABIC LANGUAGE TEST (MULTIPLE),1005.7950000000001,service,
E. N. T.,FMENTL0040,ARTICULATION TEST (TYPE II),473.697,service,
E. N. T.,FMENTL0042,ILLIONOIS TEST OF SPYCHOLIGUISTIC ABLTS (MUL SESSI,1070.685,service,
E. N. T.,FMENTL0045,VOICE THERAPY SESSION (SINGLE),272.538,service,
E. N. T.,FMENTL0046,STUTTERING THERAPY SESSION(SINGLE),272.538,service,
E. N. T.,FMENTL0047,DLD SESSION (SINGLE ),272.538,service,
E. N. T.,FMENTM0001,CONDYLECTOMY,2861.649,service,
E. N. T.,FMENTN0001,SUTURE OF LACERATION OF NOSE   (EACH),149.247,service,
E. N. T.,FMENTN0002,EXCISION OF LIMITED TUMOUR OF,4210.0632000000005,service,
E. N. T.,FMENTN0003,NASOVESTIBULAR CYST,3010.8959999999997,service,
E. N. T.,FMENTN0005,RHINOSCOPY,123.291,service,
E. N. T.,FMENTN0006,ALLERGY PRICK TEST,616.4549999999999,service,
E. N. T.,FMENTN006,ALLERGY PRICK TEST,577.5210000000001,service,
E. N. T.,FMENTN2002,RHINOLITH EXTRACTION,2881.116,service,
E. N. T.,FMENTN2003,CLOSED REDUCTN OF NASAL FRACT.,1868.832,service,
E. N. T.,FMENTN2004,REDUCTION OF NASAL FRACTURE -,188.18099999999998,service,
E. N. T.,FMENTN2005,INCISION & DRAINAGE OF SEPTAL,1226.421,service,
E. N. T.,FMENTN2006,INCISION & DRAINAGE OF SEPTAL,1206.954,service,
E. N. T.,FMENTN2007,CONTROL OF EPISTAXIS BY ANTER- NASAL PACKING,454.22999999999996,service,
E. N. T.,FMENTN2008,CONTROL OF EPISTAXIS BY ANT. &,1505.4479999999999,service,
E. N. T.,FMENTN2009,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - UNILATERAL,155.736,service,
E. N. T.,FMENTN2010,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - BILATERAL,201.159,service,
E. N. T.,FMENTN2011,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - UNILATERAL,304.983,service,
E. N. T.,FMENTN2012,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - BILATERAL,454.22999999999996,service,
E. N. T.,FMENTN2013,CORTICOSTEROID INJ.-TURBINATE,149.247,service,
E. N. T.,FMENTN2014,CAUTERY - SUBMUCOSAL DIATHERMY,454.22999999999996,service,
E. N. T.,FMENTN2015,CAUTERY - SUBMUCOSAL DIATHERMY,759.213,service,
E. N. T.,FMENTN2016,TURBINECTOMY - LATEAL FRACTURE,1752.0300000000002,service,
E. N. T.,FMENTN2017,TURBINECTOMY LATERAL FRACTURE,1752.0300000000002,service,
E. N. T.,FMENTN2018,TURBINECTOMY-CRYOSURGERY-UNILA,609.966,service,
E. N. T.,FMENTN2019,TURBINECTOMY-CRYOSURGERY-BILAT,1057.707,service,
E. N. T.,FMENTN2020,TURBINECTOMY-PARTIAL EXCISION-,1752.0300000000002,service,
E. N. T.,FMENTN2021,TURBINECTOMY-PARTIAL EXCISION,1752.0300000000002,service,
E. N. T.,FMENTN2022,TURBINECTOMY - TOTAL,2076.48,service,
E. N. T.,FMENTN2023,OTHER TURBINECTOMIES (MIDDLE-,1810.4309999999998,service,
E. N. T.,FMENTN2024,PERNASAL REMOVAL OF ALLERGIC,1810.4309999999998,service,
E. N. T.,FMENTN2025,PERNASAL REMOVAL OF ALLERGIC,2258.172,service,
E. N. T.,FMENTN2026,PERNASAL REMOVAL OF POLYPI -,2258.172,service,
E. N. T.,FMENTN2027,PERNASAL REMOVAL OF POLYPI -,3010.8959999999997,service,
E. N. T.,FMENTN2028,PERNASAL REMOVAL OF POLYPI -,2258.172,service,
E. N. T.,FMENTN2029,PERNASAL REMOVAL OF POLYPI -,2258.172,service,
E. N. T.,FMENTN2030,ANTROCHOANAL POLYPECTOMY WITH,3607.884,service,
E. N. T.,FMENTN2031,ANTROCHOANAL POLYPECTOMY WITH-,1810.4309999999998,service,
E. N. T.,FMENTN2032,NASAL ADHISIONS UNILATERAL,1505.4479999999999,service,
E. N. T.,FMENTN2033,NASAL ADHESIONS - BILATERAL,2258.172,service,
E. N. T.,FMENTN2034,DEBRIDEMENT-ATROFIC RHINITIS - UNILATERAL,149.247,service,
E. N. T.,FMENTN2035,DEBRIDEMENT-ATROFIC RHINITIS - BILATERAL,233.604,service,
E. N. T.,FMENTN2036,SILASTIC IMPLANTATION ATROFIC,3607.884,service,
E. N. T.,FMENTN2037,REPAIR OF CHOANAL ATRESIA-UNIL,3763.62,service,
E. N. T.,FMENTN2038,REPAIR OF CHOANAL ATRESIA-BILA,4807.0512,service,
E. N. T.,FMENTN2039,NOSE RECONSTRUCTION-RHINOPLAST,4807.0512,service,
E. N. T.,FMENTN2040,LIMITED RHINOPLASTY,3763.62,service,
E. N. T.,FMENTN2041,AUGMENTATION RHINOPLASTY,3763.62,service,
E. N. T.,FMENTN2042,REVISION OF RHINOPLASTY,4807.0512,service,
E. N. T.,FMENTN2043,RHINOSEPTOPLASTY,4542.3,service,
E. N. T.,FMENTN2044,REVISION RHINOSEPTOPLASTY,6011.4096,service,
E. N. T.,FMENTN2045,SEPTOPLASTY,2855.1600000000003,service,
E. N. T.,FMENTN2046,REVISION SEPTOPLASTY,4217.85,service,
E. N. T.,FMENTN2047,SUBMUCOUS RESECTION OF SEPTUM,1752.0300000000002,service,
E. N. T.,FMENTN2048,REPAIR OF SEPTAL PERFORATION,3607.884,service,
E. N. T.,FMENTN2049,BIOPSY OF NOSE,759.213,service,
E. N. T.,FMENTN2050,SURGERY OFTUMOUR OF NASAL -,3763.62,service,
E. N. T.,FMENTN2051,SURGERY OF TUMOUR OF NASAL -,4807.0512,service,
E. N. T.,FMENTN2052,SURGERY OF TUMOUR OF NASAL -,3763.62,service,
E. N. T.,FMENTN2053,SURGERY OF TUMOUR OF NASAL -,4807.0512,service,
E. N. T.,FMENTN2054,CHANGE OF NASAL SPLINT,84.357,service,
E. N. T.,FMENTN2055,REMOVAL OF NASAL PACK,188.18099999999998,service,
E. N. T.,FMENTN2056,LASER APPLIC.TO INT.TURBINATES,2258.172,service,
E. N. T.,FMENTN2057,LASER APPLIC.TO INFER.TURBINA-,3010.8959999999997,service,
E. N. T.,FMENTN2058,LASER ARETENOIDECTOMY,4012.7976,service,
E. N. T.,FMENTN2059,ENDOS.MEATUS AUTROSTOMY(UNILA-,2258.172,service,
E. N. T.,FMENTN2060,ENDOS.MIDDLE MEATUS AUTROS(BIL,3010.8959999999997,service,
E. N. T.,FMENTN2061,TRANS-NASAL HYPOPHYSECTOMY,13231.071,service,
E. N. T.,FMENTN2062,NASAL SINUSCOPY,162.225,service,
E. N. T.,FMENTN2063,NASAL ENDOSCOPY,155.736,service,
E. N. T.,FMENTN2064,NASAL SINUSCOPY WITH BIOPSY,512.631,service,
E. N. T.,FMENTN2065,INCISSION OF NASAL ABSCESS,304.983,service,
E. N. T.,FMENTN2067,SKIN TEST FOR NASAL ALLERGY,752.7239999999999,service,
E. N. T.,FMENTN2068,CLOSURE OF ORO-NASAL FISTULA,1719.585,service,
E. N. T.,FMENTO0001,SUTURE OF LACERATION OF LIP    (EACH),149.247,service,
E. N. T.,FMENTO0002,SUTURE OF LACERATION OF TONGUE,149.247,service,
E. N. T.,FMENTO0003,SUTURE OF LACERATION OF SOFT - PALATE,713.7900000000001,service,
E. N. T.,FMENTO0004,REPAIR OF PARTIAL CLEFT PALATE,3010.8959999999997,service,
E. N. T.,FMENTO0005,PARTIAL EXCISION OF PALATE,1505.4479999999999,service,
E. N. T.,FMENTO0006,BONY TUMOURS OF THE PALATE,3763.62,service,
E. N. T.,FMENTO0007,UVULECTOMY,1012.2839999999999,service,
E. N. T.,FMENTO0008,FRENOTOMY,1206.954,service,
