SER,SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,VIP & A,B,Unnamed: 8
389.0,2192018,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY WITH D & C, منظار تشخيصي للرحم مع عميلة كحت,5044,5044,
390.0,2192019,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF HEMOVAC, إزالة الهيموفاك,316,316,
391.0,2192020,OBS/GYN ,OBS/GYN SERVICES ,BREAST SUCTIONING, تفريغ الثدى ,340,340,
392.0,2192022,OBS/GYN ,OBS/GYN SERVICES ,CRYO CAUTERIZATION OF CERVIX, كي عنق الرحم : كي قري أولي/إعادة ,534,534,
393.0,2192023,OBS/GYN ,OBS/GYN SERVICES ,NEONATAL SCREENING ,الفحص المبكر لحديثي الولادة,801,801,
394.0,2192024,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY AND LLETZ,منظار عنق الرحم مع اخذ عينه ,2037,2037,
395.0,2192025,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),تركيب هرمون منع الحمل تحت الجلد ,1164,1164,
396.0,2192026,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),ازالة هرمون منع الحمل من تحت الجلد ,582,582,
397.0,2192027,OBS/GYN ,OBS/GYN SERVICES ,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),اختبار تمزق غشاء الحمل المبكر,388,388,
398.0,2192028,OBS/GYN ,OBS/GYN SERVICES ,PRETERM LABOR TEST (PARTO SURE),اختبار الولادة المبكرة,388,388,
399.0,2192029,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,استئصال ورم خارج الرحم عن طريق المنظار - عيادات خارجية,7760,7760,
400.0,2192030,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,عمل منظار رحمي تشخيصي و أخذ خزعة من بطانة الرحم - عيادات خارجية,6984,6984,
401.0,2192031,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,عمل منظار رحمي تشخيصي - عيادات خارجية,5820,5820,
402.0,3112001,GENERAL ,GENERAL  SERVICES,EMERGENCY ROOM FEES FOR OBSERVATION (1-3 HOURS), أجـرة غـرفـة المـلاحظـة بالطـوارئ,194,194,
403.0,3112002,GENERAL ,GENERAL  SERVICES,OBSERVATION ROOM ER 3- 6 HOUR, سرير بالطوارئ لاقل من 6 ساعات,146,146,
404.0,3112003,GENERAL ,GENERAL  SERVICES,OBSERVATION ROOM ER MORE THAN 6 HOUR, ملاحظة بالطوارئ لاكثر من 6 ساعات ,194,194,
405.0,3112004,GENERAL ,GENERAL  SERVICES,I.M. / S.C. INJECTION,حقنه في العضـل ( لا تشمل ثمن الدواء ),15,15,
406.0,3112005,GENERAL ,GENERAL  SERVICES,I.V. INJECTION,حقنه في الوريد ( لا تشمل ثمن الدواء ),25,25,
407.0,3112006,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 250CC I.V.,محـلــول وريــدي 250 سي سي,39,39,
408.0,3112007,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 500CC I.V. ,محـلــول وريــدي 500 سي سي,59,59,
409.0,3112008,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 1000CC ,محـلــول وريــدي 1000 سي سي,83,83,
410.0,3112009,GENERAL ,GENERAL  SERVICES,PRE-EMPLOYMENT CHECK UP, فحـص مـا قـبـل الـتـوظـيـف,340,340,
411.0,3112010,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM 1 DAY (NET PRICE), كشف روتيني عام ليوم واحد,970,970,
412.0,3112011,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM 2 DAYS (NET PRICE), كشف روتيني عام ليومين,2668,2668,
413.0,3112012,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM - CHILDREN, كشف روتيني عام للصغار,728,728,
414.0,3112013,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE LESS THAN 50 KMS, أجرة سيارة الإسعاف لمسافة أقل من 50 كم,388,388,
415.0,3112014,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 50 KMS LESS THAN 100 KMS, أجرة سيارة الإسعاف لمسافة أكثرمن 50 كم و أقل من 100 كم,728,728,
416.0,3112015,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 100 KMS LESS THAN 250 KMS, أجرة سيارة الإسعاف لمسافة أكثرمن 100 كم و أقل من 250 كم,1455,1455,
417.0,3112016,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 250 KMS LESS THAN 500 KMS,أجرة سيارة الإسعاف لمسافة أكثرمن 250 كم و أقل من 500 كم,5820,5820,
418.0,3112017,GENERAL ,GENERAL  SERVICES,AMBULANCE WITH NURSE TO DAMMAM AIRPORT, أجرة سيارة الاسعاف لمطار الدمام مع ممرضة,970,970,
419.0,3112018,GENERAL ,GENERAL  SERVICES,GENERAL PRACTITIONER  BY AMBULANCE W/NURSE (DAMMAM), مرافق ( طبيب طوارىء وممرضة ) الدمام,291,291,
420.0,3112019,GENERAL ,GENERAL  SERVICES,SPECIALIST BY AMBULANCE W/NURSE (DAMMAM), مرافق ( طبيب اخصائى وممرضة ) الدمام,388,388,
421.0,3112020,GENERAL ,GENERAL  SERVICES,NURSE ESCORT (DAMMAM), مرافق ( ممرضة ) الدمام,194,194,
422.0,3112021,GENERAL ,GENERAL  SERVICES,NURSE ESCORT TO PHILIPPINES / INDIA, مـرافـق ( ممـرضـه )  الـفـلـبـيــــن,3395,3395,
423.0,3112022,GENERAL ,GENERAL  SERVICES,ORTHOFIX, مثبت للعظام,1164,1164,
424.0,3112023,GENERAL ,GENERAL  SERVICES,ORTHOFIX RENTAL (PER DAY), إيجـار جهـاز مثـبـت العـظــام,34,34,
425.0,3112024,GENERAL ,GENERAL  SERVICES,MORTUARY RENT PER DAY, أجرة ثلاجة موتى باليوم,291,291,
426.0,3112025,GENERAL ,GENERAL  SERVICES,MEDICAL REPORT, تقرير طبي مفصل,97,97,
427.0,3112026,GENERAL ,GENERAL  SERVICES,CODE BLUE, ( الاستدعاء للحالات الطارئة ( النداء الأزرق,776,776,
428.0,3112027,GENERAL ,GENERAL  SERVICES,BLOOD WARMER, تـدفـئــة الـــدم,97,97,
429.0,3112028,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (MIDDLE EAST), مـرافق طبي - الشرق الأوســط,9700,9700,
430.0,3112029,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (EUROPE & INDIA), مـرافق طبي  - أوروبــــا و الـهـنـد,11640,11640,
431.0,3112030,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (U.S.A. & FAR EAST), مـرافق طبي - أمريكا و الشرق الأقصى,17460,17460,
432.0,3112031,GENERAL ,GENERAL  SERVICES,DRESSING MAJOR, ضـمـاد كـبـيــــــــر,88,88,
433.0,3112032,GENERAL ,GENERAL  SERVICES,DRESSING MEDIUM, ضـمــاد وســـــط,64,64,
434.0,3112033,GENERAL ,GENERAL  SERVICES,DRESSING MINOR, ضـمــا د صـغـيــر,44,44,
435.0,3112034,GENERAL ,GENERAL  SERVICES,BURN DRESSING MINOR (LESS THAN 5%), ضماد خاص  للحروق أقل من 5% من الجسم,122,122,
436.0,3112035,GENERAL ,GENERAL  SERVICES,BURN DRESSING MEDIUM (FROM 5% TO 25%), ضماد خاص للحروق من 5%-25% من الجسم,364,364,
437.0,3112036,GENERAL ,GENERAL  SERVICES,BURN DRESSING MAJOR (MORE THAN 25%), ضماد خاص للحروق أكثر من25% من الجسم,388,388,
438.0,3112037,GENERAL ,GENERAL  SERVICES,SLING, حمالة أزرع للكسور و الرضوض,49,49,
439.0,3112038,GENERAL ,GENERAL  SERVICES,ELASTIC BANDAGE, ربـاط ضـاغـط بـلاسـتيـكـي,49,49,
440.0,3112039,GENERAL ,GENERAL  SERVICES,BANDAGE AC,ربــــــــــاط,59,59,
441.0,3112040,GENERAL ,GENERAL  SERVICES,NEBULIZER,جـهـاز الـبـخـار ( نـيـبولـيـزر ),49,49,
442.0,3112041,GENERAL ,GENERAL  SERVICES,STOMACH WASH,غـسـيـل الـمـعـده,340,340,
443.0,3112042,GENERAL ,GENERAL  SERVICES,ENEMA, حـقـنـه شـرجـيـة,49,49,
447.0,3112046,GENERAL ,GENERAL  SERVICES,DEFIBRILLATOR, صدمه كهربائية لإنعاش القلب,165,165,
448.0,3112047,GENERAL ,GENERAL  SERVICES,ELECTRONIC MONITORING, جهاز مراقبة القلب الكهربائي,165,165,
449.0,3112048,GENERAL ,GENERAL  SERVICES,PACE MAKER, منظم ضربــات القلــب,165,165,
450.0,3112049,GENERAL ,GENERAL  SERVICES,CALORIC TEST WITH ELECTROSTAGMOGRAM, أختبار للسعرات الحرارية بجهاز ستاغمو غرام,485,485,
451.0,3112050,GENERAL ,GENERAL  SERVICES,E.E.G., رسـم مـخ كـهـربـائـي,873,873,
452.0,3112051,GENERAL ,GENERAL  SERVICES,E C T (ELECTRO CONVULSIVE THERAPY), أي . أس . تي جلسات الصدمات الكهربائية,946,946,
453.0,3112052,GENERAL ,GENERAL  SERVICES,AMBULATORY BLOOD PRESSURE MONITOR, قياس مستمر لضغط الدم بالإسعاف,388,388,
454.0,3112053,GENERAL ,GENERAL  SERVICES,IMPEDENCE METER, رسـم قـيـاس الـسـمـع,165,165,
455.0,3112054,GENERAL ,GENERAL  SERVICES,CHEST DRAINAGE SET, جهاز بـذل الغشاء البلوري للصدر,485,485,
456.0,3112055,GENERAL ,GENERAL  SERVICES,INTRA-COSTAL DRAINAGE SET, جهاز بذل الغشاء البللوري للصدر خلال الضلوع,655,655,
457.0,3112056,GENERAL ,GENERAL  SERVICES,CUTDOWN INFUSION LINE, فتح الوريد جراحياً للتغذية الوريدية,330,330,
458.0,3112057,GENERAL ,GENERAL  SERVICES,HUMIDIFIER PER DAY, المرطب اليومي,165,165,
459.0,3112058,GENERAL ,GENERAL  SERVICES,LOCAL INJECTION,حـقـنـة مـوضــعــيــــة,83,83,
460.0,3112059,GENERAL ,GENERAL  SERVICES,EAR PIERCING, تخزيم الاذنين / تقديح الاذنين,83,83,
461.0,3112060,GENERAL ,GENERAL  SERVICES,DIAGNOSTIC THORACOCENTESIS, بـذل الجنب التشخيصي,165,165,
462.0,3112061,GENERAL ,GENERAL  SERVICES,LUMBAR PUNCTURE W/O LABORATORY TEST(S.PUNCTURE), البذل القطني بدون التحليل المخبري,243,243,
463.0,3112062,GENERAL ,GENERAL  SERVICES,COMEDON EXTRACTION, كوميدون,316,316,
464.0,3112063,GENERAL ,GENERAL  SERVICES,TUBIGRIP, رباط انوبى مرن,34,34,
465.0,3112064,GENERAL,GENERAL  SERVICES,HOLTER MONITORING FOR 48 HOURS, جهاز هولتر لمدة 48 ساعة,1358,1358,
466.0,3112065,GENERAL,GENERAL  SERVICES,BLOOD PRESSURE MONITORING 24 HOURS, مراقبة ضغط الدم لمدة 24 ساعة,631,631,
467.0,3112066,GENERAL,GENERAL  SERVICES,PAEDIATRIC ECHOCARDOGRAPHY, تصوير القلب بالموجات الفوق صوتية للاطفال,1455,1455,
468.0,3112067,GENERAL,GENERAL  SERVICES,DOBUTAMIN ECHO, تصوير القلب بالموجات الصوتية باستخدام الدوبامين,1940,1940,
469.0,3112068,GENERAL,GENERAL  SERVICES,TRANSESOPHAGAL ECHO, تصوير القلب عبر المرىء بالموجات الفوق صوتية,1940,1940,
470.0,3112069,GENERAL,GENERAL  SERVICES,EEG UNDER ANAESTHESIA, رسم مخ كهربائي تحت مخدر,1698,1698,
471.0,3112070,GENERAL ,GENERAL  SERVICES,UMBILICAL DRIP THRU UMBILICAL VEINS FOR NEONATES,   تغذية من الحبل السري,437,437,
472.0,3112071,GENERAL ,GENERAL  SERVICES,LUMBAR PUNCTURE FOR NEONATES, بـذل نخـاع حديثي الـولادة,243,243,
473.0,3112072,GENERAL ,GENERAL  SERVICES,SUBDURAL TAP, بـذل تحت الام الجـافيـة,437,437,
474.0,3112073,GENERAL ,GENERAL  SERVICES,JEJUNAL BIOPSY, أخـذ عينـه من الأمعـاء الدقيقــه,485,485,
475.0,3112074,GENERAL ,GENERAL  SERVICES,SKIN TEST, أختبار الجلد للحساسية للأطفال حديثي الولادة,485,485,
476.0,3112075,GENERAL ,GENERAL  SERVICES,P.F.T. & EXERCISE TEST, وظـائف التنفـس مع أختبـار الجهــد,165,165,
477.0,3112076,GENERAL ,GENERAL  SERVICES,PHOTO THERAPY W/O BLOOD (PER DAY), العـلاج الضوئـي للأطفـال ( باليـوم ),165,165,
478.0,3112077,GENERAL ,GENERAL  SERVICES,DOUBLE PHOTO THERAPY W/O BLOOD PER DAY, العلاج الضوئى للاطفال ( ثنائى ) بدون الدم فىاليوم,316,316,
479.0,3112078,GENERAL ,GENERAL  SERVICES,TRIPLE PHOTO THERAPY W/O BLOOD PER DAY, العلاج الضوئى للاطفال ( ثلاثى ) بدون الدم فىاليوم,437,437,
480.0,3112079,GENERAL ,GENERAL  SERVICES,NASAL SUCTION, شـفـط إفـرازات الأنــــــف,83,83,
481.0,3112080,GENERAL ,GENERAL  SERVICES,OXYGEN TENT, خـيـمـة أوكـسـجـيـــــن,388,388,
482.0,3112081,GENERAL ,GENERAL  SERVICES,BONE MARROW ASPIRATION, بذل النخاع,1135,1135,
483.0,3112082,GENERAL ,GENERAL  SERVICES,"BONE MARROW BIOPSY, NEEDLE (INCL. LAB TESTS) ",عينة من النخاع ( مع الفحوص المعملية ),2134,2134,
484.0,3112083,GENERAL ,GENERAL  SERVICES,ABDOMINAL PARACENTHESIS, البذل عن طريق جدار البطن,316,316,
485.0,3112084,GENERAL,GENERAL  SERVICES,ESOHAGEAL MANOMETRY STUDY,فحص قناة البلعوم,3395,3395,
486.0,3112085,GENERAL,GENERAL  SERVICES,ANORECTAL MANOMETRY STUDY,فحص قناة المستقيم,2425,2425,
487.0,3112086,GENERAL,GENERAL  SERVICES,BIOFEEDBACK / 1 SESSION,جلسة رد فعل بيولوجي,825,825,
488.0,3112087,GENERAL,GENERAL  SERVICES,BIOFEEDBACK / 4 SESSIONS,اربع جلسات رد فعل بيولوجي,1940,1940,
489.0,3112088,GENERAL,GENERAL  SERVICES,BONE BIOPSY,  عينه عظـام ,1135,1135,
490.0,3112089,GENERAL,GENERAL  SERVICES,INJECTION BOTOX AS PROPHYLACTIC FOR MIGRAINE,حقن البوتكس لعلاج الصداع النصفي (الشقيقة),970,970,
491.0,3112090,GENERAL,GENERAL  SERVICES,INCISION AND DRAINAGE, شـق جراحي مع تنظيف ,122,122,
492.0,3112091,GENERAL,GENERAL  SERVICES,SUTURING MINOR, خيـاطـة جـروح صغـرى,122,122,
493.0,3112092,GENERAL,GENERAL  SERVICES,SUTURING MAJOR, خيـاطـة جـروح كـبـرى,243,243,
494.0,3112093,GENERAL,GENERAL  SERVICES,EXTRACTION OF NAIL & DRESSING, أستئصـال ظـفـر مـع  الضمــاد,165,165,
495.0,3112094,GENERAL,GENERAL  SERVICES,REMOVAL OF FOREIGN BODY SUPERFICIAL, إزالـة جسم غريـب  (سطحـي ) ,165,165,
496.0,3112095,GENERAL,GENERAL  SERVICES,REMOVAL OF FOREIGN BODY DEEP W/SCREEN, إزالة جسم غريب عميق تحت التنظير الشعاعي,340,340,
497.0,3112096,GENERAL,GENERAL  SERVICES,LOCAL ANAESTHESIA SMALL AREA, تخدير موضعي ( مساحة صغيرة ),73,73,
498.0,3112097,GENERAL,GENERAL  SERVICES,LOCAL ANAESTHESIA LARGE AREA, تخدير موضعي ( مساحة كبيرة ),243,243,
499.0,3112098,GENERAL,GENERAL  SERVICES,CIRCUMCISION NEW BORN 1 DAY  - 3 MONTHS WITH LAB TESTS,عملية طهارة لعمر يوم -  3 شهور مع التحليل,388,388,
500.0,3112099,GENERAL,GENERAL  SERVICES,CIRCUMCISION 3 MONTHS - 1 YEAR  WITH LAB TEST,عملية طهارة لعمر3 شهور- سنه مع التحليل,631,631,
501.0,3112100,GENERAL,GENERAL  SERVICES,CIRCUMCISION 1 YEAR - 10 YEARS WITH LAB TESTS,عملية طهارة لعمر سنه -10 سنوات مع التحليل,776,776,
502.0,3112101,GENERAL,GENERAL  SERVICES,CATHETERIZATION, قـسـطـرة بولية,73,73,
503.0,3112102,GENERAL,GENERAL  SERVICES,FOLLEY CATHETERIZATION, قسطرة فولي,83,83,
504.0,3112103,GENERAL,GENERAL  SERVICES,PILES TREATMENT BY RUBBER BAND APPLICATOR (PILES/ELASTIC),عملية بواسير بالحلقـات المطاطـيـة,1455,1455,
505.0,3112104,GENERAL,GENERAL  SERVICES,SCROTTAL SUPPORT , سـانـد للخصـيـتـيـن,73,73,
506.0,3112105,GENERAL,GENERAL  SERVICES,TRU CUT BIOPSY, أستئصال عينة بإستخدام إبرة اتوماتيكية,1746,1746,
507.0,3112106,GENERAL,GENERAL  SERVICES,INCISION & DRAINAGE OF SMALL ABSCESS, فتح خراج صغير تحت مخدر موضعي,243,243,
508.0,3112107,GENERAL,GENERAL  SERVICES,INCISION & DRAINAGE OF BIG ABSCESS, فتح خراج كبير تحت مخدر موضعي,485,485,
509.0,3112108,GENERAL,GENERAL  SERVICES,EXTRACTION OF INGROWING TOE NAIL, أستخراج مسمار في اللحم من أصبع القدم,485,485,
510.0,3112109,GENERAL,GENERAL  SERVICES,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER L.A.,أزالة كيس دهني صغير تحت تخذير موضعي,2096,2096,
511.0,3112110,GENERAL,GENERAL  SERVICES,MULTIFIRE GIA STAPLER, جهاز خياطة بالتدبيس,1067,1067,
512.0,3112111,GENERAL,GENERAL  SERVICES,WOUND CARE DRESSING SIMPLE / PEDIA,غيار جراحي متقدم بسيط ,97,97,
513.0,3112112,GENERAL,GENERAL  SERVICES,WOUND CARE DRESSING MEDIUM / PEDIA,غيار جراحي متقدم متوسط,194,194,
514.0,3112113,GENERAL,GENERAL  SERVICES,WOUND CARE DRESSING COMPLEX COMPLICATED / PEDIA,غيار جراحي متقدم معقد ,291,291,
515.0,3112114,GENERAL,GENERAL  SERVICES,TCC FIRST APPLICATION ,تركيب جبيرة متقدمة لتخفيف الضغط على التقرحات في القدم,582,582,
516.0,3112115,GENERAL,GENERAL  SERVICES,T.C.C WEEKLY FOLLOW UP SESSIONS ,غيار اسبوعي للجبيرة الخاصة لتخفيف الضغط غلى تقرحات القدم ,194,194,
517.0,3112116,GENERAL,GENERAL  SERVICES,TOE PRESURE,قياس ضغط الدم في اصابع القدم,146,146,
518.0,3112117,GENERAL,GENERAL  SERVICES,TCPO2,قياس نسبة اشباع الاكسجين في الجلد,291,291,
519.0,3112118,GENERAL,GENERAL  SERVICES,ADVANCED VENUS ULCER/ PER DRESSING,غيار متقدم للتقرحات الوريدية,291,291,
520.0,3112119,GENERAL,GENERAL  SERVICES,VASCULAR DOPPLER STUDY,دراسة التدفق الدموي بالشرايين ,97,97,
521.0,3171001,CARDIO VASCULAR,C.V.T.,ECHOCARDIOGRAM PORTABLE ,تصوير القلب بالموجات فوق الصوتية ( المتحرك ),1746,1746,
522.0,3171002,CARDIO VASCULAR,C.V.T.,HOLTER MONITORING PER DAY,أختبار هولتر لمراقبة القلب لمدة 24 ساعة,922,922,
523.0,3171003,CARDIO VASCULAR,C.V.T.,PACEMAKER PER DAY,منظم للقلب  باليوم,534,534,
524.0,3171004,CARDIO VASCULAR,C.V.T.,ARTERIAL PUNCT./LINE SAMPLING,بـذل شرياني / عـيــنـه,340,340,
525.0,3171005,CARDIO VASCULAR,C.V.T.,APPLICATION OF EXTERIOR PACEMAKER,وضع منظم للقلب خـارجـي,194,194,
526.0,3171006,CARDIO VASCULAR,C.V.T.,CPR (TEAM),استدعاء فريـق إنعـاش القـلـب,776,776,
527.0,3171007,CARDIO VASCULAR,C.V.T.,CARDIAC OUTPATIENT MEASUREMENT,قياس القلب بالعيادة الخارجية,534,534,
528.0,3171008,CARDIO VASCULAR,C.V.T.,CARDIOVERSION/DEFIBRILLATION,صدمات كهربائية  لعلاج إضطرابات النظم,3638,3638,
529.0,3171009,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,ANGIOSEAL,انـجيـوسيـــل,2668,2668,
530.0,3171010,CARDIO VASCULAR,C.V.T.,CARE OF TEMPORARY PACEMAKER,العناية بمنظم القلب المـؤقــت,534,534,
531.0,3171011,CARDIO VASCULAR,C.V.T.,CARE OF CHEST DRAIN,العناية بجـهاز بـذل سوائـل الصـدر الـدائـم,437,437,
532.0,3171012,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,CHEST DRAIN INSERTION,وضع أنبـوب لبـذل الصـدر,437,437,
533.0,3171013,CARDIO VASCULAR,C.V.T.,CVP LINE INSERTION,قسطرة الوريد المركـزي و قياس ضغـطــه,146,146,
534.0,3171014,CARDIO VASCULAR,C.V.T.,E.T.SUCTION,شفط السوائل عبر الأنبـوب الرغـامـي,146,146,
535.0,3171015,CARDIO VASCULAR,C.V.T.,INFUSION SYRINGE PUMP,مضخــه محـالـيـل,243,243,
536.0,3171016,CARDIO VASCULAR,C.V.T.,INTUBATION,تنبـيب الحنجـــرة,534,534,
537.0,3171017,CARDIO VASCULAR,C.V.T.,INTUBATION - ELECTIVE,تنبـيب / أنتـقـائــي,534,534,
538.0,3171018,CARDIO VASCULAR,C.V.T.,INSERTION OF SUTURES,تثبيت غـرز جراحيــة,194,194,
539.0,3171019,CARDIO VASCULAR,C.V.T.,INVASIVE PRESSURE MONITORING,مراقبة الضغط الدموي عبـر الجهــاز ,534,534,
540.0,3171020,CARDIO VASCULAR,C.V.T.,MOUTH CARE,العـنـايـة بـالـفـم,83,83,
541.0,3171021,CARDIO VASCULAR,C.V.T.,NG FEEDING 24 HOURS,الأطعمة بطريقة تثبيت الأنف - المعدة,146,146,
542.0,3171022,CARDIO VASCULAR,C.V.T.,NEBULIZATION / HOUR,أعطاء الدواء بالارذاذ / ساعـة ,83,83,
543.0,3171023,CARDIO VASCULAR,C.V.T.,NG TUBE INSERTION,تثبيت الأنـف - المعـدة,146,146,
544.0,3171024,CARDIO VASCULAR,C.V.T.,PERIPHERAL CANNULA INSERTION,وضع قسطرة وردية محيطية,49,49,
545.0,3171025,CARDIO VASCULAR,C.V.T.,PULSE OXIMETRY,قياس الأوكسجين - النبض,146,146,
546.0,3171026,CARDIO VASCULAR,C.V.T.,PR EXAM,الفحص الأصبعي للشرج و المستقيم,243,243,
547.0,3171027,CARDIO VASCULAR,C.V.T.,PRESSURE RELIEVING MATRESS,الفرش المخفف للضغط,340,340,
548.0,3171028,CARDIO VASCULAR,C.V.T.,REMOVAL OF CHEST DRAIN,إزالة تثبيت بـذل الـصـدر,83,83,
549.0,3171029,CARDIO VASCULAR,C.V.T.,REMOVAL OF CENTRAL LINE,إزالة تثبيت الضغط المركزي,83,83,
550.0,3171030,CARDIO VASCULAR,C.V.T.,REMOVAL OF ARTERIAL LINE,إزالة تثبيت الشرايين,49,49,
551.0,3171031,CARDIO VASCULAR,C.V.T.,REMOVAL OF SUTURES,إزالة الخيوط الجراحية,49,49,
552.0,3171032,CARDIO VASCULAR,C.V.T.,REMOVAL OF SHETH (FEMORAL),إزالة الغمـد الفخـذي,146,146,
553.0,3171033,CARDIO VASCULAR,C.V.T.,REMOVAL OF PACING WIRES,إزالـة أسـلاك منظـم القلب,97,97,
554.0,3171034,CARDIO VASCULAR,C.V.T.,SKIN PREPARATION,تحضيـر الجلــد,97,97,
555.0,3171035,CARDIO VASCULAR,C.V.T.,"SPECIMEN INHALATION (SPUT, URI, ET)",أخـذ العينـات ( بصـاق ، بذل........الخ ),54,54,
556.0,3171036,CARDIO VASCULAR,C.V.T.,STEAM INHALATION,استنشاق بخـاري / بـدون أدويـة,97,97,
557.0,3171037,CARDIO VASCULAR,C.V.T.,SWAN GANZ INSERTION,وضع قسطرة سـوان - جـائـز,340,340,
558.0,3171038,CARDIO VASCULAR,C.V.T.,SWAN GANZ CARE,العناية بقسطرة سـوان - جـائـز,534,534,
559.0,3171039,CARDIO VASCULAR,C.V.T.,TEMPERATURE MONITORING (HYPO),مراقبـة الحـرارة ( هبوط الحـرارة ),291,291,
560.0,3171040,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE INSERTION,وضع أنبـوب في  التفمم الرغامي في العنق,534,534,
561.0,3171041,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE CARE,العناية بالتفمم الرغامي في العنـق,291,291,
562.0,3171042,CARDIO VASCULAR,C.V.T.,TPN ADMINISTRATION,التغذيـة الوريـدية الكاملـة ,146,146,
563.0,3171043,CARDIO VASCULAR,C.V.T.,VENTILATOR 24 HOURS WITH SUCTION,استخدام التنفس الصناعي لمدة 24  ساعه مع الشفط,1746,1746,
564.0,3171044,CARDIO VASCULAR,C.V.T.,VENEPUNCTURE,اخذ عينـه وريديـة - نخـز وريـدي,49,49,
565.0,3171045,CARDIO VASCULAR,C.V.T.,IABP - INTRA IORTIC BALLOON PUMP,مضخـة البالون الداخـلي الأبهـري,1455,1455,
566.0,3171046,CARDIO VASCULAR,C.V.T.,MYOCARDIAL BIOPSY,جزعـة من عضلة القلب,5335,5335,
567.0,3171047,CARDIO VASCULAR,C.V.T.,PACEMAKER FLOUROSCOPIC EVALUATION,تقييم عمل منظم ضربات القلب بالومضات,728,728,
568.0,3171048,CARDIO VASCULAR,C.V.T.,PACEMAKER ANALYSIS PROGRAMMING,تحليل عمل منظم ضربات القلب و تنظيميه ,1213,1213,
569.0,3171050,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,BRONCHIAL ARTERY ANGIOGRAPHY,تصوير الشريان الشعبي بالألـوان,8730,8730,
570.0,3171051,CARDIO VASCULAR,C.V.T.,IVUS (INTRAVASCULAR CORONARY ULTRASOUND IMAGING SYSTEM) IF USED WITH PTCA,تصوير بالموجات الصوتية لداخل الشريان التاجي,8245,8245,
571.0,3171052,CARDIO VASCULAR,C.V.T.,FFR (INTRAVASCULAR PRESSURE WIRE SYSTEM) IF USED WITH PTCA,قياس ضغط الدم الداخلي للشريان التاجي,10670,10670,
572.0,3182001,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 3 WARTS, كـي كهربائي للثألوله حتى 3,243,243,
573.0,3182002,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 5 WARTS, كـي كهربائي للثألوله حتى 5,485,485,
574.0,3182003,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF SKIN FOR BIOPSY, استئصال عينه  جلد للفحص النسيجي,170,170,
575.0,3182004,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF MOLE FOR BIOPSY, استئصال شامه لعمل عينه للفحص النسيجي,825,825,
576.0,3182005,DERMATOLOGY ,DERMA. SERVICES ,PUVA THERAPY FOR 1 SESSION, جلسات الأشعة فوق البنفسجية لعلاج البهاق لكل جلسة,83,83,
577.0,3182006,DERMATOLOGY ,DERMA. SERVICES ,INTRA LESIONAL INJECTION, إبرة لثمانية خاصة / حقنه علاجية موضوعية ( ضمن الأفه الجلدية),83,83,
578.0,3182007,DERMATOLOGY ,DERMA. SERVICES ,CHEMOSURGERY, جراحة كيميائية,83,83,
