STANDARD SERVICE CODE,PROVIDERSERVICECODE,PROVIDER SERVICE DESCRIPTION,price 2022,EFFECTIVE DATE,DISCOUNT,Category Code,Group Code
,FMERDA0089,Useofpulseoximeter30mnts.,33.075,2022-01-01,20,P,200
,FMERDA0091,Vitalsignmonitoringmultiparameterhourlyrate,110.25,2022-01-01,20,P,200
,FMERDA0093,E.C.G.Analyzer,132.3,2022-01-01,20,P,200
,FMERDA0095,Rigidsigmaidoscopyw/Oanasthesia,441.0,2022-01-01,20,P,200
,FMERDA0096,Thermalblanketwhite,66.15,2022-01-01,20,P,200
,FMERDA0097,Firsttriageforcardiacenzymemarkers,330.75,2022-01-01,20,P,200
,FMERDA0098,Secondtriagefortoxicdrugscreen,330.75,2022-01-01,20,P,200
,FMERDC0001,Ambulancewithnurse,181.9125,2022-01-01,20,P,211
,FMERDC0002,Ambulancew/Outnurse,551.25,2022-01-01,20,P,211
,FMERDC0003,Ambulancew/Nurse&W/Doctor,975.7125000000001,2022-01-01,20,P,211
,FMERDC0009,Crutchesrentalperweek(Plusdeposit),60.6375,2022-01-01,20,P,200
,FMERDC0010,Walkerrental-Perdayplusdeposit,22.05,2022-01-01,20,P,200
,FMERDC0011,Wheelchairrental-Perday(Deposit500),38.5875,2022-01-01,20,P,200
,FMERDD0001,P.O.P.Tosimplefracture,121.275,2022-01-01,20,P,200
,FMERDD0002,Plasterstrapping(Toefinger),99.22500000000001,2022-01-01,20,P,200
,FMERDD0003,Skintractionw/Thomassplint,490.6125,2022-01-01,20,P,200
,FMERDD0004,Splintforfracture,99.22500000000001,2022-01-01,20,P,200
,FMERDD0005,Tensoplaststrapping,99.22500000000001,2022-01-01,20,P,200
,FMERDD0006,Thomassplintrentalperweekplusdeposit,154.35,2022-01-01,20,P,200
,FMERDE0001,Recovery/Observationper(Hr),60.6375,2022-01-01,20,P,200
,FMERDV0001,Meningitisvaccine,44.1,2022-01-01,20,P,200
,FMERDV0002,Memingitisvaccine(Aramco),27.5625,2022-01-01,20,P,200
,FMERDV0003,Hepatitisbvaccineiner,88.2,2022-01-01,20,P,205
,FMERDV0004,Professorhomevisit,2205.0,2022-01-01,20,P,200
,FMERDV0007,Varilrix(Chickenpox)Vaccine,136.71,2022-01-01,20,P,205
,FMERDV0008,Hepatitis-Avaccine,94.815,2022-01-01,20,P,205
,FMESWT0161,Shockwavetherapy,771.75,2022-01-01,20,P,700
,FMESWT0162,Shockwaveisession,551.25,2022-01-01,20,P,700
,FMESWT0163,Shockwave3session,1378.125,2022-01-01,20,P,700
,FMESWT0164,Shockwave5session,2205.0,2022-01-01,20,P,700
,FMESWT0165,Followupshockwaveisession,385.875,2022-01-01,20,P,700
,FMICU-0001,Warmingblanketperhour,33.075,2022-01-01,20,P,200
,FMICU-0003,Pacemakerperday,578.8125,2022-01-01,20,P,200
,FMICU-0004,Intercostaltubeinsertion,347.2875,2022-01-01,20,P,200
,FMICU-0005,Portableventilator(Oxygen)Perhour,60.6375,2022-01-01,20,P,200
,FMICU-0006,Epiduralinsertion,231.525,2022-01-01,20,P,200
,FMICU-0008,Airmatressperday,60.6375,2022-01-01,20,P,200
,FMICU-0010,Abdominaltapping,231.525,2022-01-01,20,P,200
,FMICU-0011,Changeoftracheotomytube,231.525,2022-01-01,20,P,200
,FMICU-0012,Multiparameter,220.5,2022-01-01,20,P,200
,FMICU-0013,Twinpumpambubag/Use,27.5625,2022-01-01,20,P,200
,FMICU-0014,Useofbloodwarmer,55.125,2022-01-01,20,P,200
,FMICU-0041,Chestphysiotherapy-Op,84.8925,2022-01-01,20,P,200
,FMICU-0042,Chestphysiotherapy-Ip,109.14750000000001,2022-01-01,20,P,200
,FMICU-0104,Nebulizationpersession,84.8925,2022-01-01,20,P,200
,FMICU-0120,Abgextraction,22.05,2022-01-01,20,P,200
,FMICU-0161,Nebulizationforaramcopatientpersession,67.2525,2022-01-01,20,P,200
,FMICU-0162,Aerodyneheaterformchaniclnbuliztionpersesion,110.25,2022-01-01,20,P,200
,FMICU-0163,Nebulizeradaptorforwarmneb,19.845,2022-01-01,20,P,200
,FMICU-0164,Abgheparinizedsyringe,8.82,2022-01-01,20,P,200
,FMICU-0165,Nebulizeradaptorforcoldneb,2045.1375,2022-01-01,20,P,200
,FMICU-0166,Mechanicalventilator24hours,66.15,2022-01-01,20,P,200
,FMICU-0167,Portableventilatoroxylogperhour,66.15,2022-01-01,20,P,200
,FMINT-0006,Abdominalparacentesis,308.7,2022-01-01,20,P,200
,FMINT-0007,Thoracocentesis,429.975,2022-01-01,20,P,200
,FMINT-0008,Percutaneouskidneybiopsy,490.6125,2022-01-01,20,P,200
,FMINT-0026,Pulmonaryfunctiontest,270.1125,2022-01-01,20,P,200
,FMINT-0027,Bencardsensitivitytest,402.4125,2022-01-01,20,P,200
,FMINT-0028,Preliminaryinvestigations,0.0,2022-01-01,20,P,200
,FMINT-0029,Asthmacheckup-1stvisit,744.1875,2022-01-01,20,P,200
,FMINT-0031,Pleuralbiopsy,308.7,2022-01-01,20,P,200
,FMINT-0033,Cont.Subcuta.Insulininfu.Pump,611.8875,2022-01-01,20,P,200
,FMINT-0052,Inhancedrespirometry,231.525,2022-01-01,20,P,200
,FMINT-0053,Mvv,60.6375,2022-01-01,20,P,200
,FMINT-0054,Tlc+Rv,231.525,2022-01-01,20,P,200
,FMINT-0055,Flowvolumeloop,176.4,2022-01-01,20,P,200
,FMINT-0056,Diffusion,292.1625,2022-01-01,20,P,200
,FMINT-0057,Compliance,347.2875,2022-01-01,20,P,200
,FMINT-0058,Airwayresistence&Conductane,231.525,2022-01-01,20,P,200
,FMINT-0059,Thoracicgasvolume,231.525,2022-01-01,20,P,200
,FMINT-0060,Provocationchallenge,578.8125,2022-01-01,20,P,200
,FMINT-0061,Singlebreatho2,176.4,2022-01-01,20,P,200
,FMINT-0062,Maxrespiratorypressure,115.7625,2022-01-01,20,P,200
,FMINT-0065,Diabeticfootcare,60.6375,2022-01-01,20,P,200
,FMINT-0066,Funduspicture,60.6375,2022-01-01,20,P,200
,FMINT-0067,Dooplerexamination,27.5625,2022-01-01,20,P,200
,FMINT-0068,Bloodsugartest,44.1,2022-01-01,20,P,200
,FMINT-0069,Urinetest,27.5625,2022-01-01,20,P,200
,FMINT-0070,Diabeticedu.Prog.(4session),231.525,2022-01-01,20,P,200
,FMINT-0071,Diabeticedu.Prg.(1session),60.6375,2022-01-01,20,P,200
,FMINT-0072,Oxygeninhalation,38.5875,2022-01-01,20,P,200
,FMINT-0073,Skintestfordrug,5.5125,2022-01-01,20,P,200
,FMINT-0074,Peackflowmeter,11.025,2022-01-01,20,P,200
,FMINT-0076,Pulseoxymeter,33.075,2022-01-01,20,P,200
,FMINT-0096,Riyadhbankpromotioncheckup,1433.25,2022-01-01,20,P,200
,FMINT-0097,Diabeticcntrsrvcdiatician+Education),33.075,2022-01-01,20,P,200
,FMINT-0098,Dieticianservice,55.125,2022-01-01,20,P,200
,FMINT-0099,Insulininjectionintheclinic,5.5125,2022-01-01,20,P,200
,FMINT-1002,Continuousglucosemonitoringsystem(Cgms),1653.75,2022-01-01,20,P,200
,FMINT-1003,Hemodialysissession-Hrhfahadbinsalman,413.4375,2022-01-01,20,P,201
,FMINT-1004,Hemodialysis6sessions,2425.5,2022-01-01,20,P,201
,FMINT-1005,Hemodialysis4sessions,2425.5,2022-01-01,20,P,201
,FMIVF-0001,Artificialinseminationofhusband(Aih),611.8875,2022-01-01,20,P,208
,FMIVF-0002,Peritonealoocyteandspermtransfer(Post),4862.025000000001,2022-01-01,20,P,208
,FMIVF-0003,Peritonealoocyteandspermpost-Apackagedeal,1218.2625,2022-01-01,20,P,208
,FMIVF-0004,Peritonealoocyteandspermpost-B-Packagedeal,3649.275,2022-01-01,20,P,208
,FMIVF-0005,Invintrofertilizationbyu/Sdirectedoocyteretrieval,7904.925,2022-01-01,20,P,208
,FMIVF-0006,Ivf-A-Packagedeal(Udor),1218.2625,2022-01-01,20,P,208
,FMIVF-0007,Ivf-B-Packagedeal(Udor),6686.6625,2022-01-01,20,P,208
,FMIVF-0008,Invintrofertilizationbylap-Roscopicoocyteretrieval,9724.050000000001,2022-01-01,20,P,208
,FMIVF-0009,Ivf-A-Packagedeal(Laparosco-Pic),1218.2625,2022-01-01,20,P,208
,FMIVF-0010,Ivf-B-Packagedeal(Laparosco-Pic),8511.300000000001,2022-01-01,20,P,208
,FMIVF-0011,Repeatedivfbylaparoscopicoocyteretrieval,8511.300000000001,2022-01-01,20,P,208
,FMIVF-0012,Repeatedivf-A-Packagedeal(Lap.),1218.2625,2022-01-01,20,P,208
,FMIVF-0013,Repeatedivf-B-Packagedeal(Lap.),7293.0375,2022-01-01,20,P,208
,FMIVF-0014,Gameteintrafallopiantrans-Fer((Gift),9117.675000000001,2022-01-01,20,P,208
,FMIVF-0015,Gift-A-Packagedeal,1218.2625,2022-01-01,20,P,208
,FMIVF-0016,Gift-B-Packagedeal,7904.925,2022-01-01,20,P,208
,FMIVF-0017,Zygoteintrafallopiantrans-Fer(Zift)\,9724.050000000001,2022-01-01,20,P,208
,FMIVF-0018,Zift-A-Packagedeal,1218.2625,2022-01-01,20,P,208
,FMIVF-0019,Zift-B-Packagedeal,8511.300000000001,2022-01-01,20,P,208
,FMIVF-0020,Ivf-Giftcombined,10335.9375,2022-01-01,20,P,208
,FMIVF-0021,Ivf-Gift-A-Packagedeal,1218.2625,2022-01-01,20,P,208
,FMIVF-0022,Ivf-Gift-B-Packagedeal,9117.675000000001,2022-01-01,20,P,208
,FMIVF-0024,Semenassesment,363.825,2022-01-01,20,P,208
,FMIVF-0025,Spermantibodies,551.25,2022-01-01,20,P,208
,FMIVF-0026,Postcoitaltest(Pct),148.8375,2022-01-01,20,P,208
,FMIVF-0027,X-Yseparation,975.7125000000001,2022-01-01,20,P,208
,FMIVF-0028,Sperm-Mucouspenetrationtest,181.9125,2022-01-01,20,P,208
,FMIVF-0029,Vaginalultrasound,242.55,2022-01-01,20,P,208
,FMIVF-0030,Vaginalultrasoundpack.Deal(4-5u/Svaginalscans),611.8875,2022-01-01,20,P,208
,FMIVF-0031,Abdominalultrasound,181.9125,2022-01-01,20,P,208
,FMIVF-0036,I.V.F.Check-Up,270.1125,2022-01-01,20,P,208
,FMIVF-0037,Icsiprogram,7717.5,2022-01-01,20,P,208
,FMIVF-0038,Intrauterineinsiminationwithultrasoundmonitor,1102.5,2022-01-01,20,P,208
,FMIVF-0040,Embryotransfer,606.375,2022-01-01,20,P,208
,FMIVF-0041,Embryofreezing,1102.5,2022-01-01,20,P,208
,FMIVF-0042,Spermfreezing,1102.5,2022-01-01,20,P,208
,FMIVF-0043,Freezingyearlymaintenance,551.25,2022-01-01,20,P,208
,FMIVF-0044,Frozenembryotransfer,1102.5,2022-01-01,20,P,208
,FMIVF-0045,I.V.Fsecondtrial,1653.75,2022-01-01,20,P,208
,FMIVF-0047,U.Soundguidedovariancystaspiration(Ga)1stc,551.25,2022-01-01,20,P,208
,FMIVF-0049,Embryotransferunderg.A.1stclass,330.75,2022-01-01,20,P,208
,FMLAB-0081,Generalcheck-Upi(New),1323.0,2022-01-01,20,L,200
,FMLAB-0082,Generalcheck-Upii(New),2094.75,2022-01-01,20,L,200
,FMLAB-0094,T.Cholesterol+Triglycerides,165.375,2022-01-01,20,L,200
,FMLAB-1006,Singledonorplateletepheresis,3307.5,2022-01-01,20,L,200
,FMLAB-1007,Freshwholeblood500mlrh.Positive,1874.25,2022-01-01,20,L,200
,FMLAB-1008,Freshwholeblood500mlrh.Negative,1984.5,2022-01-01,20,L,200
,FMLAB-1009,Wholeblood500mlrh.Positiveunit,1874.25,2022-01-01,20,L,200
,FMLAB-1010,Wholeblood500mlrh.Negativeunit,1984.5,2022-01-01,20,L,200
,FMLAB-1011,Acidphosphatase-Stain,176.4,2022-01-01,20,L,200
,FMLAB-1012,Activatedclottingtime,159.8625,2022-01-01,20,L,200
,FMLAB-1013,Anti-Bodyscreening,601.965,2022-01-01,20,L,200
,FMLAB-1014,Anti-Thrombiniii,250.2675,2022-01-01,20,L,200
,FMLAB-1015,Bl.Gr.+Rhabo,88.2,2022-01-01,20,L,200
,FMLAB-1016,Bleedingtime(B.T)Template,69.45750000000001,2022-01-01,20,L,200
,FMLAB-1017,Bloodfilmforfilaria,93.7125,2022-01-01,20,L,200
,FMLAB-1018,Bloodfilmformalaria,93.7125,2022-01-01,20,L,200
,FMLAB-1019,Bonemarrowexamination,573.3000000000001,2022-01-01,20,L,200
,FMLAB-1020,Bonemarrowsamplingprocedure,385.875,2022-01-01,20,L,200
,FMLAB-1021,Bonemarrowtrephinesampling,551.25,2022-01-01,20,L,200
,FMLAB-1022,Cbc(Completebloodcount),143.32500000000002,2022-01-01,20,L,200
,FMLAB-1023,Cbcwithautomateddiff.,154.35,2022-01-01,20,L,200
,FMLAB-1024,Clottingtime(C.T),54.02250000000001,2022-01-01,20,L,200
,FMLAB-1025,Factorv,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1026,Factorvii,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1027,Factorviii,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1028,Factorix,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1029,Factorx,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1030,Factorxi,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1031,Factorxii,295.46999999999997,2022-01-01,20,L,200
,FMLAB-1032,Coldagglutininstitre,110.25,2022-01-01,20,L,200
,FMLAB-1033,Coomb'Stest-Direct,136.71,2022-01-01,20,L,200
,FMLAB-1034,Coomb'Stest-Indirect,601.965,2022-01-01,20,L,200
,FMLAB-1035,Crossmatching,248.0625,2022-01-01,20,L,200
,FMLAB-1036,Donorbleeding,99.22500000000001,2022-01-01,20,L,200
,FMLAB-1037,Donorscreening,385.875,2022-01-01,20,L,200
,FMLAB-1038,Esr,77.175,2022-01-01,20,L,200
,FMLAB-1039,Esterasestain,270.1125,2022-01-01,20,L,200
,FMLAB-1040,Bloodfilmforleishmania,93.7125,2022-01-01,20,L,200
,FMLAB-1041,F.D.Ps,540.225,2022-01-01,20,L,200
,FMLAB-1042,Fibrinogen,211.68,2022-01-01,20,L,200
,FMLAB-1043,Freshfrozenplasma(Ffp),716.625,2022-01-01,20,L,200
,FMLAB-1044,Hb.,143.32500000000002,2022-01-01,20,L,200
,FMLAB-1045,Hct.,143.32500000000002,2022-01-01,20,L,200
,FMLAB-1046,Ironstain,176.4,2022-01-01,20,L,200
,FMLAB-1047,Naphtholacetateesterase,176.4,2022-01-01,20,L,200
,FMLAB-1048,Neutrophilalkalinephosphatase(Alp),176.4,2022-01-01,20,L,200
,FMLAB-1049,Non-Specificesterase,176.4,2022-01-01,20,L,200
,FMLAB-1051,Osmoticfragilitytest(Quantitative),352.8,2022-01-01,20,L,200
,FMLAB-1052,Packedredbloodcellsrhpos.Unit,1433.25,2022-01-01,20,L,200
,FMLAB-1053,Packedredbloodcellsrhneg.Unit,1764.0,2022-01-01,20,L,200
,FMLAB-1054,Partialthromboplastintime(Ptt),77.175,2022-01-01,20,L,200
,FMLAB-1055,Periodicacid-Schiff(Pas)Stain,270.1125,2022-01-01,20,L,200
,FMLAB-1056,Peroxidasestain,270.1125,2022-01-01,20,L,200
,FMLAB-1057,Plasmapheresis,2800.35,2022-01-01,20,L,200
,FMLAB-1058,Plateletcount,143.32500000000002,2022-01-01,20,L,200
,FMLAB-1059,Plateletconcentrate(Random),1109.115,2022-01-01,20,L,200
,FMLAB-1060,Hemostaticprofile(Ptpttfibrinogin),358.3125,2022-01-01,20,L,200
,FMLAB-1063,Proteinc,418.95000000000005,2022-01-01,20,L,200
,FMLAB-1064,Proteins,418.95000000000005,2022-01-01,20,L,200
,FMLAB-1065,Prothrombintime(P.T)W/Inr,77.175,2022-01-01,20,L,200
,FMLAB-1066,Reticulocytecount,44.1,2022-01-01,20,L,200
,FMLAB-1067,Rh-Antibodytitre,551.25,2022-01-01,20,L,200
,FMLAB-1068,Rh-Phenotype,165.375,2022-01-01,20,L,200
,FMLAB-1069,Sicklingtest,80.48250000000002,2022-01-01,20,L,200
,FMLAB-1070,Sudanblackstain,253.57500000000002,2022-01-01,20,L,200
,FMLAB-1071,Therapeuticplasmaexchange(Tpe),2546.775,2022-01-01,20,L,200
,FMLAB-1072,Thrombintime,104.73750000000001,2022-01-01,20,L,200
,FMLAB-1073,Wbcstotal&Diff,88.2,2022-01-01,20,L,200
,FMLAB-1075,Leukocytefilter,165.375,2022-01-01,20,L,200
,FMLAB-1077,Filteredwholebloodunit,1543.5,2022-01-01,20,L,200
,FMLAB-1078,Filteredpackedredbloodcellunit,1212.75,2022-01-01,20,L,200
,FMLAB-1079,Neonatalfreshfrozenplasma,1212.75,2022-01-01,20,L,200
,FMLAB-1080,Neonatalbloodunit,303.1875,2022-01-01,20,L,200
,FMLAB-1081,Bonemarrowtrephineneedle,143.32500000000002,2022-01-01,20,L,200
,FMLAB-1083,Followup-Cbc,143.32500000000002,2022-01-01,20,L,200
,FMLAB-1084,D-Dimer,474.07500000000005,2022-01-01,20,L,200
,FMLAB-1085,Antibodyidentification,551.25,2022-01-01,20,L,200
,FMLAB-1087,Leucocytecount(Total),44.1,2022-01-01,20,L,200
,FMLAB-1088,Leucocytecount&Differential,88.2,2022-01-01,20,L,200
,FMLAB-1089,Nitrobluetetrazolium,132.3,2022-01-01,20,L,200
,FMLAB-1090,Totaleosinophilcountnasalsmear,159.8625,2022-01-01,20,L,200
,FMLAB-1091,Totaleosinophilcountsputum,132.3,2022-01-01,20,L,200
,FMLAB-1092,Totaleosinophilcounturine,159.8625,2022-01-01,20,L,200
,FMLAB-1095,Donor-Hemoglobin&Bloodgroup,110.25,2022-01-01,20,L,200
,FMLAB-1098,Venesection,99.22500000000001,2022-01-01,20,L,200
,FMLAB-1100,Plateletconcentrate150ml,1653.75,2022-01-01,20,L,200
,FMLAB-1101,Plateletconcentrate50ml,551.25,2022-01-01,20,L,200
,FMLAB-1112,Scecocheckup,633.9375,2022-01-01,20,L,200
,FMLAB-1113,Inhalationpanel20,1212.75,2022-01-01,20,L,200
,FMLAB-1114,Melanocytesextractionfromskinbiopsy,2205.0,2022-01-01,20,L,200
,FMLAB-1115,Alsalamaircraftv.I.Pcheckup,1433.25,2022-01-01,20,L,200
,FMLAB-1116,Paternitytesting,9922.5,2022-01-01,20,L,200
,FMLAB-1183,Environmentalswab(External),99.22500000000001,2022-01-01,20,L,200
,FMLAB-1500,Cytogeneticsblood(Gen),2205.0,2022-01-01,20,L,200
,FMLAB-1501,Cytogeneticsaminiocentesis(Gen),2205.0,2022-01-01,20,L,200
,FMLAB-1502,Cytogeneticsproductsofconception(Poc),2205.0,2022-01-01,20,L,200
,FMLAB-1504,Cytogeneticscvs,2205.0,2022-01-01,20,L,200
,FMLAB-1505,Tripletestprofile(Downsyndromeprofile),727.65,2022-01-01,20,L,200
,FMLAB-1506,Angelmansyndromechromosome15microdele,1428.84,2022-01-01,20,L,200
,FMLAB-1507,Isochromosomexturnersyndromefish,1428.84,2022-01-01,20,L,200
,FMLAB-1508,Stds2,994.455,2022-01-01,20,L,200
,FMLAB-1509,Stds1,1492.785,2022-01-01,20,L,200
,FMLAB-1510,Pre-Transplantprofile-Ii,7445.1825,2022-01-01,20,L,200
,FMLAB-1511,Haloperidol,560.07,2022-01-01,20,L,200
,FMLAB-1512,Earlydetectionofcancerforovarianc,1428.84,2022-01-01,20,L,200
,FMLAB-1513,Pre-Transplantprofile-I,6578.6175,2022-01-01,20,L,200
,FMLAB-1514,T+Blymphocytedifferentiation,1870.9424999999999,2022-01-01,20,L,200
,FMLAB-1516,C1-Esteraseinhibitor,396.90000000000003,2022-01-01,20,L,200
,FMLAB-1517,Premaritalcheckup(Male),1582.0875,2022-01-01,20,L,200
,FMLAB-1518,Mubarakhospcytologystain,22.05,2022-01-01,20,L,200
,FMLAB-1519,Haemoglobindifferent(A2&F),439.8975,2022-01-01,20,L,200
,FMLAB-1520,Saudicatering(Programiii),467.46,2022-01-01,20,L,200
,FMLAB-1521,Saudicatering(Programi),683.5500000000001,2022-01-01,20,L,200
,FMLAB-1522,Antimony,771.75,2022-01-01,20,L,200
,FMLAB-1523,Paternitytesting(Additionalchild),3307.5,2022-01-01,20,L,200
,FMLAB-1524,Bonemarrowsamplingwithgeneralanaesthesia,606.375,2022-01-01,20,L,200
,FMLAB-1525,Saudicatering(Programii),248.0625,2022-01-01,20,L,200
,FMLAB-1526,Anorexianervosaprofile,1223.775,2022-01-01,20,L,200
,FMLAB-1527,Cancerprofile(Male),985.6350000000001,2022-01-01,20,L,200
,FMLAB-1528,Sabicgeneralcheckupp/D,2094.75,2022-01-01,20,L,200
,FMLAB-1529,Copper(Urine24hr),392.49,2022-01-01,20,L,200
,FMLAB-1530,Metabolicscreen(Urine),1653.75,2022-01-01,20,L,200
,FMLAB-1532,Glubulin,198.45000000000002,2022-01-01,20,L,200
,FMLAB-1533,Igf-1(Somatomedinc),793.8000000000001,2022-01-01,20,L,200
,FMLAB-1534,Novartisresearchprofile,1102.5,2022-01-01,20,L,200
,FMLAB-1535,Swabforinfectioncontrol(Groin),297.675,2022-01-01,20,L,200
,FMLAB-1536,Swabforinfectioncontrol(Umbilical),297.675,2022-01-01,20,L,200
,FMLAB-1537,Swabforinfectioncontrol(Nasal),297.675,2022-01-01,20,L,200
,FMLAB-1538,Abvrockcheckup,1138.8825000000002,2022-01-01,20,L,200
,FMLAB-1539,Preemploymentcheckup,611.8875,2022-01-01,20,L,200
,FMLAB-1540,Packedredbloodcellsrhneg.Ext.,2094.75,2022-01-01,20,L,200
,FMLAB-1541,Endocervicalswabc/S,297.675,2022-01-01,20,L,200
,FMLAB-1542,Skinbiopsyprofile,793.8000000000001,2022-01-01,20,L,200
,FMLAB-1543,Plateletconcentrate100ml,1267.875,2022-01-01,20,L,200
,FMLAB-1544,Princefaisalcheck-Up,2205.0,2022-01-01,20,L,200
,FMLAB-1546,Histopathologyonespecimen(Kfh),2205.0,2022-01-01,20,L,200
,FMLAB-1547,Histopathologytwospecimen(Kfh),4410.0,2022-01-01,20,L,200
,FMLAB-1548,Histopathologythreespecimen(Kfh),6615.0,2022-01-01,20,L,200
,FMLAB-1549,Histopathologyfourspecimen(Kfh),8820.0,2022-01-01,20,L,200
,FMLAB-1550,Cytologysmears(Kfh),551.25,2022-01-01,20,L,200
,FMLAB-1551,Progressivefamilialintrahepaticcholestasis-1,8820.0,2022-01-01,20,L,200
,FMLAB-1552,Progressivefamilialintrahepaticcholestasis-2,8820.0,2022-01-01,20,L,200
,FMLAB-1553,Acuteleukemialymphomapanel(Flowcytometry+Fish,16537.5,2022-01-01,20,L,200
,FMLAB-1554,Her2/Neu-Fish,3307.5,2022-01-01,20,L,200
,FMLAB-1555,Fishchromosomeanomalies,8268.75,2022-01-01,20,L,200
,FMLAB-1556,Succinylacatone(Kfsh),1653.75,2022-01-01,20,L,200
,FMLAB-1557,Varicellazosterigg(Sghstaff),66.15,2022-01-01,20,L,200
,FMLAB-1558,Antimullerianantibodies,716.625,2022-01-01,20,L,200
,FMLAB-1559,Antimusakabs,1102.5,2022-01-01,20,L,200
,FMLAB-1560,Foodpanelksa,1286.6175,2022-01-01,20,L,200
,FMLAB-1561,Inhalationpanelksa,1286.6175,2022-01-01,20,L,200
,FMLAB-2000,Testingbytandemmassspectrometry(Ms/Ms),496.125,2022-01-01,20,L,200
,FMLAB-2001,A.G.Ratio,198.45000000000002,2022-01-01,20,L,200
,FMLAB-2002,Acidphosphatase,66.15,2022-01-01,20,L,200
,FMLAB-2003,Albumin,117.9675,2022-01-01,20,L,200
,FMLAB-2004,Albumin&Globulin,198.45000000000002,2022-01-01,20,L,200
,FMLAB-2005,Alkalinephosphatase,106.9425,2022-01-01,20,L,200
,FMLAB-2006,Ammonia,297.675,2022-01-01,20,L,200
,FMLAB-2007,Amylase,143.32500000000002,2022-01-01,20,L,200
,FMLAB-2008,Bicarbonate,248.0625,2022-01-01,20,L,200
,FMLAB-2009,Bilirubindirect&Total,209.47500000000002,2022-01-01,20,L,200
,FMLAB-2010,Bilirubindirect,117.9675,2022-01-01,20,L,200
,FMLAB-2011,Bilirubintotal,93.7125,2022-01-01,20,L,200
,FMLAB-2012,Bloodgases&Ph(Abg),316.4175,2022-01-01,20,L,200
,FMLAB-2013,C.K.(Cpk),143.32500000000002,2022-01-01,20,L,200
,FMLAB-2014,C.K.Mb,231.525,2022-01-01,20,L,200
,FMLAB-2015,Calcium,106.9425,2022-01-01,20,L,200
,FMLAB-2016,Carbondioxide,110.25,2022-01-01,20,L,200
,FMLAB-2017,Cholesterol,124.58250000000001,2022-01-01,20,L,200
,FMLAB-2018,Cholesterol(Hdl),155.45250000000001,2022-01-01,20,L,200
,FMLAB-2019,Lipidprofile(Cholesteroltriglyceridehdl&Ldl),330.75,2022-01-01,20,L,200
,FMLAB-2020,Cholinesterase(Pseudocholinesterase)(S),165.375,2022-01-01,20,L,200
,FMLAB-2021,Complementc3,340.6725,2022-01-01,20,L,200
,FMLAB-2022,Complementc4,340.6725,2022-01-01,20,L,200
,FMLAB-2023,Creatinine,106.9425,2022-01-01,20,L,200
,FMLAB-2024,Creatinineclearance,253.57500000000002,2022-01-01,20,L,200
,FMLAB-2025,Csfglucose,66.15,2022-01-01,20,L,200
,FMLAB-2026,Csfprotein,66.15,2022-01-01,20,L,200
,FMLAB-2027,D-Xyloseinurine,363.825,2022-01-01,20,L,200
,FMLAB-2028,Electrolytechloride,330.75,2022-01-01,20,L,200
,FMLAB-2029,Electrolytesodium,117.9675,2022-01-01,20,L,200
,FMLAB-2030,Electrolytepotassium,117.9675,2022-01-01,20,L,200
,FMLAB-2031,Electrolytesna&K,231.525,2022-01-01,20,L,200
,FMLAB-2032,Electrolytesnakcl,330.75,2022-01-01,20,L,200
,FMLAB-2033,Proteinelectrophoresis,330.75,2022-01-01,20,L,200
,FMLAB-2034,Haemoglobinelectrophoresis,330.75,2022-01-01,20,L,200
,FMLAB-2035,Lipoproteinelectrophoresis,159.8625,2022-01-01,20,L,200
,FMLAB-2036,Fructosamine,369.33750000000003,2022-01-01,20,L,200
,FMLAB-2037,Ggt,117.9675,2022-01-01,20,L,200
,FMLAB-2038,G6pdh(Quantitative),210.57750000000001,2022-01-01,20,L,200
,FMLAB-2039,G6pdh(Qualitative),149.94000000000003,2022-01-01,20,L,200
,FMLAB-2040,"Glucose""Rbs""",74.97000000000001,2022-01-01,20,L,200
,FMLAB-2041,"Glucose""Fbs""",74.97000000000001,2022-01-01,20,L,200
,FMLAB-2042,"Glucose""Ppbs""",74.97000000000001,2022-01-01,20,L,200
,FMLAB-2043,"Glucose""Fbs&Ppbs""",143.32500000000002,2022-01-01,20,L,200
,FMLAB-2044,"Glucose""Fbs&Rbs&Ppbs""",209.47500000000002,2022-01-01,20,L,200
,FMLAB-2045,Glucosetolerancetest(Ogtt),260.19,2022-01-01,20,L,200
,FMLAB-2046,Glycosylatedhb.(Hba1c),211.68,2022-01-01,20,L,200
,FMLAB-2048,Immunoglobulina.(Iga),260.19,2022-01-01,20,L,200
,FMLAB-2049,Immunoglobuling.(Igg),285.5475,2022-01-01,20,L,200
,FMLAB-2050,Immunoglobulinm.(Igm),285.5475,2022-01-01,20,L,200
,FMLAB-2051,Immunoglobuline.(Ige),285.5475,2022-01-01,20,L,200
,FMLAB-2052,Immunoglobuling.A.&M.,297.675,2022-01-01,20,L,200
,FMLAB-2053,Iron,106.9425,2022-01-01,20,L,200
,FMLAB-2054,Ldh(Lactatedehydrogenase),248.0625,2022-01-01,20,L,200
,FMLAB-2055,Lipase,143.32500000000002,2022-01-01,20,L,200
