Departemnt,code,Discription,Price,SBS
CSS,MS-D-000504,DISSECTING TOOL ADULT DISPOSABLE 2.3 MM X 8CM MIDAS REX # F2-8TA23,1887.9,11289
CSS,MS-D-000506,DRESSING GRASSOLIND STERILE 10X10CM P10 HARTMANN # 4993147,16,99999
CSS,MS-D-000507,DRESSING GRASSOLIND STERILE 10X20CM P30 HARTMANN # 4993368,21,99999
CSS,MS-D-000510,DRESSING TEGADERM IV WTRPROF 10X12 CM,58.1,62004
CSS,MS-D-000513,DRILL BIT ORTHOGNATHIC 1.6MM OSTEONIC # ODB-10,1395,32390
CSS,MS-D-000531,DRESSING TEGADERM CHG 2% SIZE 7.0 X 8.5 CM  3M # 1660R,541.14,62004
CSS,MS-D-000532,DRESSING TEGADERM IV ADVANCED 3.8 X 4.5 CM  3M # 1680,37.03,62004
CSS,MS-D-000533,DRESSING TEGADERM IV ADVANCED 5 X 5.8 CM  3M # 1682,38.73,62004
CSS,MS-D-000538,DRILL RENT FOR ORTHOPEDIC CASE IN OR COLLIBRI # .,2441.25,32390
CSS,MS-D-000542,DRESSING TEGADERM IV ADVANCED 6.5 X 7.0 CM 3M # 1683,38,62004
CSS,MS-D-001017,DISSECTOR 3.5MMX13CM ARTHREX # AR-8350DS,1781.14,11289
CSS,MS-D-001057,DRAPE OPTHALMIC 120x120CM DOUBLE LCP F/CATARACT TIO MEDICAL #EYE,159.5,46697
CSS,MS-D-001062,DEVICE CLOSURE ANGIOSEAL 6FRX0.035MM  TERUMO # 610132,2766.75,58415
CSS,MS-D-001065,DEVICE PIPELINE FLEX EMBOLIZATION W/SHIELD TECH 4X16MM MEDTRONIC # PED2-400-16,79515,64358
CSS,MS-D-001069,DEVICE EMBOLIZATION PIPELINE 4X20MM W/SHEILD TECH  MEDTRONIC # PED2-400-20,119272.5,43978
CSS,MS-D-001070,"DRAPE INCISE ANTIMICROBIAL LOBAN 13X13"" 3M # 6640EZ",455.7,12535
CSS,MS-D-001071,"DRAPE INCISE ANTIMICROBIAL LOBAN 23X23"" 3M # 6648EZ",626.59,12535
CSS,MS-D-001072,"DRAPE SHEET FOR CESAREAN SECTION W/LOBAN 2 INCISE FILM 77 X 115"" 3M # 6697",1139.25,33520
CSS,MS-D-001083,DEVICE PIPELINE W/ SHIELD TECH FLEX EMBOLIZATION MEDTRONIC # PED2-450-25,119272.5,64358
CSS,MS-D-001084,DEVICE PIPELINE WITH SHIELD TECH FLEX EMBOLIZATION MEDTRONIC # PED2-425-20,119272.5,64358
CSS,MS-D-001085,DEVICE SHIELD FLEX EMBOLIZATION PIPELINE MEDTRONIC # PED2-250-14,119272.5,43978
CSS,MS-D-001086,DEVICE SHIELD FLEX EMBOLIZATION PIPELINE MEDTRONIC # PED2-475-20,119272.5,43978
CSS,MS-D-001087,DETACHMENT CONTRILLER DEVICE WDC-1 TERUMO # WDC-1,2278.5,43583
CSS,MS-D-001088,DISTAL FIBULA KIT STANDARD LEFT SIZE3/NEW CLIP CHM # KIT-AL3G,13810.5,43583
CSS,MS-D-001089,"DURAL GRAFT IMPLANT 2 X 2"" CODMAN # 80-1475EL",2278.5,58712
CSS,MS-D-001090,"DURAL GRAFT IMPLANT 1 X 3"" CODMAN # 80-1473EL",2278.5,58712
CSS,MS-D-001091,DRILL BUR ROUND FLUTED 3.0X2.35MM NSK # PDS-2CM-30,1985.55,32390
CSS,MS-D-001092,DRILL BUR DIAMOND 3.0X2.35MM NSK # PDS-2DM-30,1985.55,32390
CSS,MS-D-001099,DOUBLE Y PLATE 10MM M OSTEONIC  # FDY307L06A,3759.53,43583
CSS,MS-D-001118,DRESSING BIOPATCH PROTECTIVE DISK W/CHG 92MG 6-12FR 4.0MM HOLE JOHNSON & JOHNSON # 44150,245,62934
CSS,MS-D-001119,DRESSING BIOPATCH PROTECTIVE DISK W/CHG 52.5MG 6FR 1.5MM HOLE JOHNSON & JOHNSON # 44151,245,62934
CSS,MS-D-001120,DRESSING BIOPATCH PROTECTIVE DISK W/CHG 86.8MG 13-20FR 7MM HOLE JOHNSON & JOHNSON # 44152,569.63,62934
CSS,MS-D-001123,DRILL BIT 1.0MM A8.2301 OSTEONIC A8.2301,1116,11337
CSS,MS-D-001134,DRILL BIT 1.5X85MM IRENE # C52025,742.14,45697
CSS,MS-D-001139,DEVICE RECONSTRUCTION CEREBRAL ARTERY  NITINOL BRAIDED REPO 3.0X15 BALT -FRANCE # SILK3.5X15,89977.5,37335
CSS,MS-D-001146,DEVICE RETRIEVAL ERIC 4X30MM MICRO VENSION #ER174030,47395.13,63174
CSS,MS-D-001160,DRILL BIT CANNULATED 2.1MM OSTEONIC #3D8P.31210,2197.13,11332
CSS,MS-D-001178,DEVICE SOLITAIRE PLATINUM REVASCULARIZATION 4X40MM MEDTRONIC #SFR4-4-40-10,42896.25,61149
CSS,MS-D-001187,DRILL BIT 1.0 SYNTHES # 03.130.120,2512.86,11337
CSS,MS-D-001193,DEVICE PIPELINE W/ SHIELD TECH FLEX EMBOLIZATION MEDTRONIC # PED2-375-20,119272.5,64358
CSS,MS-D-001194,DISC CERVICAL 5MM X 14 MM SOFAMOR # 6971450,37662.91,48164
CSS,MS-E-000019,ELECTRODE HANDLE WITH 2 BOTTON.,3978.83,43583
CSS,MS-E-000068,ELECTRODE SPATULA STRAIGHT ERBE #20191-210/21191-002,562.79,62395
CSS,MS-E-000071,ELECTRODE PACING TEMPORARILY 6FR,1790.25,47852
CSS,MS-E-000097,ELIMINATOR 90 ICW 4.5MM # AC1345-01,2884.58,36542
CSS,MS-E-000115,EPIDURAL KIT 18G PORTEX #100/391/118,722.61,58293
CSS,MS-E-000129,END CAP FOR TEN 3.0MM TO 4.0MM TITANIUM ALLOY,1660.05,63875
CSS,MS-E-000137,ECHELON FLEX 60MM RELOADS STANDARD BLUE ETHICON #ECR60B,2066.11,59871
CSS,MS-E-000138,ECHELON FLEX 60MM RELOADS THICK GREEN ETHICON #ECR60G,2258.43,59871
CSS,MS-E-000148,ENDO CLOSE COVIDIEN# 173022,976.5,43583
CSS,MS-E-000179,EXPERT HN DIA 7X240MMSYNTHES#04.01.228S,7243.19,47875
CSS,MS-E-000183,END CAP FOR TEN 1.5 TO 2.5MM #475.905,1757.7,63875
CSS,MS-E-000186,ENSEAL G2 TISSUE SEALER 35CMETHICON#NSLG2C35A,7020.63,64024
CSS,MS-E-000199,END CAP 19MM X 4 DEGREE SOFAMOR # 9401904,6465.24,16082
CSS,MS-E-000213,END CAP 10 MM L  SYNTHES # 04.004.001,1725.15,63875
CSS,MS-E-000223,END CAP F/TIBIAL NAIL 8 X 13 MM  SYNTHES # 04.004.000,1481.49,63875
CSS,MS-E-000230,EPEDIURAL MINIPACK SYSTEM 1 W/LOCKIT PORTEX # 100/391/128,683.55,61911
CSS,MS-E-000231,ELECTRODE W/CABLE DISPOSABLE F/PATIENT (SCOTCH PLATE) ERBE #20193-083,68,99999
CSS,MS-E-000237,END CAP 8MM LONG SYNTHES # 04.004.004,1411.74,63875
CSS,MS-E-000243,END CAP FOR TEN 3.0 MM #475.900,1933.47,63875
CSS,MS-E-000258,ELECTRODE PAD REM HYDROGYL  NEONATAL 2.7 MM  COVIDIEN # E7512,878.85,61170
CSS,MS-E-000261,END CAP EXT 0 MM L  SYNTHES # 04.027.000S,1078.8,63875
CSS,MS-E-000273,END CAP ZERO LEVEL/CHM MICROMED #3.5161.700,2441.25,63875
CSS,MS-E-000510,END CAP M85/CHM MICROMED #3.5161.105,2197.13,63875
CSS,MS-E-000530,ENDO PATH ECHELON RELOAD 60 MM GOLD W/GRIPPING SURFACE  ETHICON # GST60D,2456.98,35884
CSS,MS-E-000531,ENDO PATH ECHELON RELOAD 60MM GREEN W/GRIPPING SURFACE ETHICON # GST60G,2456.98,35884
CSS,MS-E-000532,ENDO PATH ECHELON RELOAD 60MM BLUE W/GRIPPING SURFACE  ETHICON # GST60B,2456.98,35884
CSS,MS-E-000535,END CAP FOR NAIL MEDGAL BOLAND # 1-100-NC,976.5,63875
CSS,MS-E-000536,END CAP FOR LAG SCREW MEDGAL BOLAND # 1-100-LS,976.5,63875
CSS,MS-E-000547,EMBOLIC STANDARD VISCOSITY SQUID BALT -FRANCE # SQUID12,9765,43583
CSS,MS-E-000548,EMBOLIC LOW VISCOSITY SQUID BALT -FRANCE # SQUID18,9765,43583
CSS,MS-E-000550,ENT KIT GRANULES ENT0001-2 N/A # ENT0001-2,1190.4,44067
CSS,MS-E-000577,E C G PAPER ROLL 21X30CHINA #1833,281.39,16754
CSS,MS-E-000579,EMBOLIC LIQUID PHIL25% MICRO VENTION #LEN10250,11299.5,60449
CSS,MS-F-000011,FEMORAL COMPONENT STD.R1X-SMALLRIGHT,15693.75,33175
CSS,MS-F-000017,FEMORAL COMPONENT STD.MEDIUMRIGHT.,15693.75,33175
CSS,MS-F-000028,FEMORAL COMPONENT TITANIUM SMALL LEFT HIPOKRAT #400012500002 (209.3521),12555,33175
CSS,MS-F-000066,FLEXITAINER 1000ML FLEXIFLO ABBOTT # M240-61 / # AB-0069,113.93,31194
CSS,MS-F-000095,FEMORAL HEAD OXINIUM 12/1428MMS&N #061-71342800,9189.67,64683
CSS,MS-F-000109,FEMORAL COMPONENT RT SIZE F ZIMMER #596401652,13015.35,63995
CSS,MS-F-000125,FIXATOR DYNAMIC AXIAL DAF WITH 135 SQUARE CLAMP LONG,12555,48011
CSS,MS-F-000130,FILTER CARE STAR 48 DRAGER EVITA XL #MP01755,68.36,46816
CSS,MS-F-000131,FILTER VENA TECH LP B.BRAUN AESCULAP AG-CARDIAC #04435125,10253.25,44864
CSS,MS-F-000148,FEMORAL HEAD DIA 28MM ZIMMER #8018-28-14,6123.47,33175
CSS,MS-F-000149,FILTER WIRE ALL SIZES BOSTON SCIENTIFIC # 20105-190,11759.85,44865
CSS,MS-F-000152,FILLER BONE KYPHX DEVICE SOF #F04B,2070.18,47703
CSS,MS-F-000161,FEMORAL STAB POSTERIOR BALANSYS #79.15.0001,14647.5,38156
CSS,MS-F-000181,FEMORAL COMPONENT POST STABILIZED 5 LEFT S&N #71420104,13869.72,63995
CSS,MS-F-000188,FEMORAL POSTERIOR STABILIZED CEMENTED 2.5 LEFT SIGMA DEPUY J&J #1960-40-250,7235,99999
CSS,MS-F-000189,FOOT PIECE 180MM ILIZAROV #7040.2180,3517.43,36295
CSS,MS-F-000203,FORCEP BIPOLAR BLUNTED TIPSANGLED #KATENA-K8-7021,4329.15,43583
CSS,MS-F-000205,FOCUS HARMONICETHICON# FCS9,7120.31,63306
CSS,MS-F-000216,FEMORAL POSTERIOR STABILIZED CEMENTED SIZE 3 LEFT J & J #1960-40-300,12856.32,34203
CSS,MS-F-000222,FEMORAL STEM CEMENTLES CORAIL2 STAN. SIZE 11 J&J # 3L92511,9276.75,33175
CSS,MS-F-000223,FORCEP MARYLAND JAW 37CM COVIDIEN # LF1737,7689.94,47554
CSS,MS-F-000235,FEMORAL COMPONENT LEFT  ZIMMER # 5764-015-51,15693.75,33175
CSS,MS-F-000253,FEMUR L.R.S W/COMPRESS DISTAL JINDAL # 4034.35.201,14647.5,41445
CSS,MS-F-000254,FIBER LASER KARL STORZ #27750273,60542.95,48017
CSS,MS-F-000255,FIBER LASER KARL STORZ #27750272,51998.63,48017
CSS,MS-F-000256,FIBER LASER KARL STORZ #27750271,50778.28,48017
CSS,MS-F-000262,FILTER DIALYSER DIACAP PS 1.8  B.BRAUN # 7203568,569.63,47739
CSS,MS-F-000263,FILTER DIALYSER DIACAP PS 2.0  B.BRAUN # 7203568,634.73,47739
CSS,MS-F-000264,FILTER DIALYSER DIACAP PS 1.5  B.BRAUN # 7203541,585.9,47739
CSS,MS-F-000293,FILLER ONE VOID # AR-13370-4E,4628.2,47254
CSS,MS-F-000307,FEMORAL PS CEMENTED SIZE 4 LEFT J&J # 196040400,12756,38156
CSS,MS-F-000308,FILTER DIALYSER FX100 HIGH FLUX  FRESSENIUS # F00002388,927.68,47739
CSS,MS-F-000313,FILTER WIRE EMBOSHIELD  NAV6 EPS LG ABBOTT #22443-19,10059,99999
CSS,MS-F-000318,FORCEP ENDO GRASPER TOOTHED 5MM DISPOSABLE GRENA # 0208-DG04RX / MOLNLYCKE # 899206,1171.8,35524
CSS,MS-F-000320,FORCEP ENDO GRASPER BABCOCK 5 MM DISPOSABLE GRENA # 0208-DG05RX MOLNLYCKE # 899203,1199.7,35524
CSS,MS-F-000335,FEMORAL POSTERIOR SIZE 2 LEFT STABILIZED CEMENTED J&J # 1960-40-200,12856.32,61271
CSS,MS-F-000340,FIXATOR DYNAMIC AXIAL DAF W/135 ANGELED CLAMP MEDIUM OSTEONIC 40156,10881,48011
CSS,MS-F-000341,FIXATOR DYNAMIC AXIAL DAF W/ T-CLAMP SHORT OSTEONIC 40095,12136.5,48011
CSS,MS-F-000565,FILTRATE BAG 10 LTRS FRESENIUS # N/A,196,56731
CSS,MS-F-000569,FEMORAL ACS COMPONENT 2.5 LEFT IMPLANTCAST # 42006208,31387.5,33175
CSS,MS-F-000579,FEMORAL CEMENTED POSTERIOR STABILIZED 2 R. JOH. & JOH. # 1960-50-200,12856.32,61940
CSS,MS-F-000590,FILTER WIRE EZ 3.5 -5.5X190CM BOSTON # H749201051900,11759.85,44865
CSS,MS-F-000600,FEMORAL ADVANCE STATURE SIZE 2 LEFT  MICRO PORT # KFTCNN2L,15693.75,43583
CSS,MS-F-000603,FEMORAL ADVANCE STATURE RIGHT SIZE 4 WRIGHT # KFTCNN4R,15693.75,43583
CSS,MS-F-000611,FILTER INTRAPUR NEONATE 1.2 B.BRAUN # 4099460,227.85,63471
CSS,MS-F-000612,FILTER INTAPUR LIPID ADULT 1.2 UM B.BRAUN # 4099702,227.85,63471
CSS,MS-F-000621,FEMORAL STATURE ADVANCE SIZE 4 LEFT MICRO PORT # KFTCNN4L,15693.75,33175
CSS,MS-F-000626,FEMORAL CERAMIC CEMENTED S4R ACS PS CHM # 42009114,16949.25,38156
CSS,MS-F-000627,FEMORAL COMPONENT ACS PS S3 L CERAMIC COATED 3L CHM # 42009103,16949.25,33175
CSS,MS-F-000630,FEMORAL CERAMIC CEMENTED ACS PS S4 LEFT CHM # 42009104,16949.25,38156
CSS,MS-F-000631,FIXATION WIRE BOLT SLOTTED CHM # 301025-1525,427.22,48011
CSS,MS-F-000634,FEMORAL COMPONENT SZ 1 L WRIGHT # KFTCNP1R,15693.75,33175
CSS,MS-F-000635,FEMORAL COMPONENT SZ 1L WRIGHT # KFTCNP1L,15693.75,33175
CSS,MS-F-000644,FEMORAL SLEEVE UNIVERSAL 40MM FULL POROUS. JOH. & JOH. # 1294-53-236,15672,99999
CSS,MS-F-000645,FEMORAL COMPONENT SZ 3 L WRIGHT # KFTCNP3L,15693.75,33175
CSS,MS-F-000654,FEMORAL COMPONENT SIZE 2 RIGHT MICRO PORT # KFTCNP2R,15693.75,63995
CSS,MS-F-000674,FEMUR POSTERIOR STABILIZED SIZE 3 LEFT ZIMMER #42-5000-054-01,8568.09,58992
CSS,MS-F-000695,FRAME MICRUS 10 7MMX13.9CM J&J CERENOVUS USA J&J CERENOVUS USA #MFR100713,10497.38,60940
CSS,MS-F-000696,FRAME MICRUS 10 6MMX11.9CM J&J CERENOVUS USA #MFR100611,10497.38,60940
CSS,MS-F-000712,WALKER - FOLDING ALUMINUM,990,99999
CSS,MS-G-000052,GRAFT VASCULAR PTFE SOFT 6MMX40CM #M002004810460/40S06C/40S06,10721.97,35281
CSS,MS-G-000066,GOWN SURGEON XXL/XL REINFORCED.,119.62,11902
CSS,MS-G-000069,GLOVES SURGICAL HEAVY DUTY F/ INFECTED PATIENT SIZE 7.5,113.93,47509
CSS,MS-G-000093,GRAFTON DEMIN BONE MATRIX 0.5CC# C43101,2669.1,47257
CSS,MS-G-000105,GEL DISINFECTANT EZ CLEAN 1000ML,512.66,41550
CSS,MS-G-000117,GRAFT VASCU.SILVER BIFURCATED 16X8MM 40CMB.BRAUN #1108015,10668.26,60467
CSS,MS-G-000154,GRAFT VASCULAR 8.0MMX70CM STD STRIGHT HELEX #V1103064,28633.77,60467
CSS,MS-G-000170,GRAFT VASCU. STRAIGHT W/HILIX 6X70MM B.BRAUN #V1101520,11444.58,60467
CSS,MS-G-000174,GOGGLES PLASTIC,45.57,58376
CSS,MS-G-000181,GLUE BIO PRE-FILLED 5ML F/CARDIAC SURG.CRYOLIFE #BG3505-5-G,4991.05,47784
CSS,MS-G-000192,GRAFTON ORTHOBLEND LARGE 15CC# A44135,10204.43,47257
CSS,MS-G-000223,GRANULES CHRONOS 1.4-2.8X10CCSYNTHES#710.019S,5713.34,17751
CSS,MS-G-000224,GRANULES CHRONOS 2.8-5.6X5CCSYNTHES#710.025S,3303.83,17751
CSS,MS-G-000238,GRANULES CHRONOS 2.8-5.6X10CM60%SYNTHES#710.026S,5713.34,17751
CSS,MS-G-000241,GRAFT VASCULAR GDS 5-8MMX45CMMAQUET#25139,12084.19,35281
CSS,MS-G-000242,GRANULES CHRONOS 2.8-5.6MMX20.0CCSYNTHES # 710.027S,8324.66,17751
CSS,MS-G-000243,GRANULES CHRONOS 2.8-5.6MMX2.5CCSYNTHES#710.024S,3021.86,17751
CSS,MS-G-000245,GRANULES CHRONOS 0.7-1.4MM-60%SYNTHES#710.002S,2050.65,17751
CSS,MS-G-000247,GUIDE WIRE DIA 2.5X200 SYNTHES #310.243,1302,46165
CSS,MS-G-000248,GRAFT BONE INFUSE 8.0ML/LARGESOFAMOR#7510800,84369.6,44692
CSS,MS-G-000249,GRAFT VASCULAR BIFUR GELSOFT 18X9MMX45CM VASC. #631809P/1104586,8886.15,35281
CSS,MS-G-000253,GRAFT VASCULAR PTFE 8X80CM W/SLIDER GDSMAQUET# 22227,9032.63,35281
CSS,MS-G-000254,GRAFT VASCULAR 8X8MM  MAQUET # IGKAX0808RS45/205,9032.63,35281
CSS,MS-G-000257,GRAFT BONE MAGNIFUSE 2.5X10CM SOFAMOR # 7509221INT,49173.75,47257
CSS,MS-G-000258,GRAFT BONE INFUSE 5.6ML MED SOFAMOR # 7510400,79933.5,44692
CSS,MS-G-000259,GRAFT UNI 24X30MM #1106635,11090.25,60467
CSS,MS-G-000260,GRAFT BONE INFUSE 2.5X5CM  SOFAMOR # 7510200,40385.25,44692
CSS,MS-G-000267,GLOVES NITRILE POWDER FREE SMALL,2,56286
CSS,MS-G-000272,GLOVES SURGICAL SIZE 7.0 STERILE LATEX FREE / POWDER FREE SEMPERMED #827056,31,99999
CSS,MS-G-000273,GLOVES SURGICAL SIZE 7.5 STERILE LATEX FREE / POWDER FREE SEMPERMED #827056,10,99999
CSS,MS-G-000274,GLOVES SURGICAL SIZE 8.0 STERILE LATEX FREE / POWDER FREE SEMPERMED #827056801,28,99999
CSS,MS-G-000276,GUIDE WIRE ANGLED HYDROPHILIC 0.035 X 150COLOPLAST # AEAE35,1339.2,46691
CSS,MS-G-000277,GUIDE WIRE J-TIP LUNDERQUIST 0.035 X 80 CMCOLOPLAST # AEJ535,1367.1,46691
CSS,MS-G-000278,GUIDE WIRE MOVABLE CORE 0.035 X150CMCOLOPLAST # AE0A35,1298.75,46691
CSS,MS-G-000279,GUIDE WIRE STIFF PCN 0.038COLOPLAST # AE1138,1269.45,46691
CSS,MS-G-000282,GRAFTON OSTEOCENTRE 2.5 X 10 CM # C42200,29713.5,47257
CSS,MS-G-000283,GRAFTON 1CM X 20 CM  SOFAMOR # 7509212 INT,56497.5,47257
CSS,MS-G-000284,GELFOAM SPONGE SIZE 60X20X7MM CURASPON #CS-060,474.69,48170
CSS,MS-G-000287,GRAFTON PUTTY SUREFUSE DBM 5CC TIKNIMED #SP5,7689.94,47257
CSS,MS-G-000288,GRAFTON PUTTY SUREFUSE DBM 10CC TIKNIMED #SP10,12555,47257
CSS,MS-G-000289,GRAFTON PUTTY SUREFUSE DBM 1CC TIKNIMED #SP1,4129.78,47257
CSS,MS-G-000290,GRAFTON PUTTY SURECHIP DBM 10CC TIKNIMED #BC10,4272.19,47257
CSS,MS-G-000294,GUIDE WIRE DHS 2.5 X 230MM SYNTHES #338.000,673.79,46165
CSS,MS-G-000295,GUIDEWIRE SUPER STIFF C. TIP .035X300CM J TIP MEDTRONIC #H965SCH306010,1367.1,35094
CSS,MS-G-000303,GEL OXIPLEX 3ML FZIOMED # FPC-09006,6550.69,46206
CSS,MS-G-000304,GEL DYNAGRAFT 5CC ISOTIS # 02-2000-050,9952.98,43999
CSS,MS-G-000305,GEL DYNAGRAFT 1CC ISOTIS # 02-2000-010,3394.97,43999
CSS,MS-G-000308,GRAFT SILVER WOVEN STRAIGHT 28MM X 30CM MAQUET #IGW0028-30S,4898.78,35281
CSS,MS-G-000317,GRAFT AORTIC UNI¿STRAUGHT 26 X 30 B.BRAUN #1106643,11090.25,60467
CSS,MS-G-000328,GRAFT VASCULAR PTFE RINGED 6X80CM MAQUET # 25044,10512.02,35281
CSS,MS-G-000336,GRAFT VASCULAR 8MM X 90CM RINGED PTFE THIN WALL ATRIUM # 21231,11686.26,35281
CSS,MS-G-000346,GUIDE WIRE DHS 2.5 X 300 MM SYNTHES #338.002,1668.42,46165
CSS,MS-G-000358,GUIDEWIRE MIRAGE .008X200CM F/ EMBOLIZATION MEDTRONIC EV-103-0608,6872.53,58115
CSS,MS-G-000359,GLUE ONYX KIT18 PACKAGED AVM & TUMOR F/ EMBOLIZATION MEDTRONIC #EV-105-7000-060,11027.48,60939
CSS,MS-G-000362,GLOVES LATEX MEDIUM 18MM THICKNESS POW. FREE,28.71,47509
CSS,MS-G-000363,GLOVES LATEX LARGE 18MM THICKNESS POW. FREE,28.71,47509
CSS,MS-G-000365,GUIDE WIRE NITINOL FOR ACL SIZE 1.1 MM X 38.5 CM  CARL STORS # 28789GW,2896.95,46690
CSS,MS-G-000366,GEL ETHANOL 70% F/HAND SAITIZING 60 ML  NAPHCARE # N0583,136.71,41550
CSS,MS-G-000368,GRAFT TIBIALIS TENDON 0.75 X 27.0CM A TO Z MEDICAL # 1021-12,20297.25,60501
CSS,MS-G-000370,GRAFT TIBIALIS TENDON POSTERIOR  8.5 MM X 24 CM MTF # 400340,18533,99999
CSS,MS-G-000383,GEL GRAFTON DBM 10 CC MEDTRONIC # T41150INT,11215.8,47257
CSS,MS-G-000675,GLOVES SURGEON 8.5 STERILE POWDER FREE,2,99999
CSS,MS-G-000685,GUIDE WIRE COMMAND ES 0.04X300CM #2078175 ABBOTT # 2075175,3124.8,58115
CSS,MS-G-000687,GRAFT POSTERIOR TIBIALIS TENDON MIN. LENGTH DIAMETER 7.5 MM 230. LIFENET # FPOST.TIBIAL,33480,60501
CSS,MS-G-000688,GRAFT BONE PUTT 2.5CC OPTIUM DBM. LIFENET # TPUT02,4545.61,16966
CSS,MS-G-000690,GUIDE WIRE HYDROPHILIC AVIGO 205CM EV3 # 103-0606-200,3987.38,58115
CSS,MS-G-000695,"GRAFT VASCULAR NEO VASCULAR PTEE ,DIA 8MM LENGTH 80CM. B.BRAUN # V1103588",7201,99999
CSS,MS-G-000698,GLENOSPHERE STANDARD 42 MM J&J#1307-60-142 JOH. & JOH. # 1307-60-142,10889.93,33711
CSS,MS-G-000699,GLENOSPHERE ECCENTRIC 38MM  J&J # 1307-60-038 JOH. & JOH. # 1307-60-038,10889.68,33711
CSS,MS-G-000716,GUIDE WIRE NEURO 0.014X200CM SYNCHRO STRYKER # 1341,5696.25,35094
CSS,MS-G-000719,GUIDEWIRE MIRAGE .008X200CM F/ EMBOLIZATION MEDTRONIC # 103-0608,7120.31,58115
CSS,MS-G-000722,GUIDE WIRE 0.14X200MM SLIVER SPEED 10 EV3  MEDTRONIC # 103-0601-200,5553.84,58115
CSS,MS-G-000723,GUIDE WIRE NEURO SYNCHRO .014X300CM  STRYKER # 1331,7120.31,35094
CSS,MS-G-000734,GUDING CATHETER 6FR X 105CM  BALT -FRANCE # FRGMAX6F105-8MP,4984.22,17846
CSS,MS-G-000735,"GUIDEWIRE MICRO HYDROPHILIC 0.008""X 210CM STRAIGHT  BALT -FRANCE # HYBRID10D300",6550.69,35094
CSS,MS-G-000736,GUIDE WIRE 2.5 X 200 MMOSTEONIC #Y1Z.25010,585.9,58115
CSS,MS-G-000742,GUIDE WIRE 1.6 MMOSTEONIC #Y1Z.16010,455.7,58115
CSS,MS-G-000743,"GUIDE WIRE HYDROPHILIC 0.008"" X 210CM BALT -FRANCE # HYBRID008D",5126.63,35094
CSS,MS-G-000744,"GUIDE WIRE HYDROPHILIC 0.007"" X 210CM BALT -FRANCE # HYBRID007D",5126.63,35094
CSS,MS-G-000746,GRAFT VASCULAR FILIXENE GRADUATED WALL PTEF W/ DOUBLE SLIDER GDS 4-6MMX45CM. MAQUET # 25137,7581,99999
CSS,MS-G-000750,GRAFT MED ILIUM STRIPS 15X30MM. LIFENET # ISP MED,6285,99999
CSS,MS-G-000751,GAUGE DEPTH F/SCREW 2.4MM SYNTHES # 319.005,9867.53,58796
CSS,MS-G-000752,GUIDE DRILL UNIVERSAL 2.7MM SYNTHES # 323.260,10326.49,35095
CSS,MS-G-000755,"GUIDE WIRE HYDROPHILIC 0.012"" X 200CM STRAIGHT NITIN -FRANCE # HYBRID1214D LOCAL . # HYBRID1214D",4129.78,35094
CSS,MS-G-000760,GUIDEWIRE THREADED DISPOSABLE 24 MEDTRONIC # 873-004,1674.7,13180
CSS,MS-G-000766,GUIDE WIRE 035/180 STD JUDE # 408009,1302,58115
CSS,MS-G-000767,GUIDER SOFTIP STR XF 7F 90CM 40XF STRYKER # H965100430,2376.15,17846
CSS,MS-G-000769,GLENOSPHERE REVERSE SHOULDER 36MM BIOMET # 115310,8722.59,48093
CSS,MS-G-000770,GLENOSPHERE MINI BASEPLATE 25MM BIOMET # 010000589,10533.65,48091
CSS,MS-G-000774,"GUIDE WIRE HYDROPHILIC 0.008"" X 210CM J TIP NITINOL BALT – FRANCE #HYBRID008J",5126.63,35094
CSS,MS-G-000775,"GUIDE WIRE HYDROPHILIC 0.007"" X 210CM J TIP NITINOL BALT – FRANCE #HYBRID007J",5126.63,35094
CSS,MS-G-000785,Gastrostomy Tube Size 14 fr x 1.5 cm AMT #M1-5-1415,3206.18,35419
CSS,MS-G-000786,Gastrostomy Tube Size 12 fr x 1.5 cm AMT #M1-5-1212,3206.18,35419
CSS,MS-G-000787,Gastrostomy Tube Size 16 fr x 1.5 cm AMT #M1-5-11615,3206.18,35419
CSS,MS-G-000789,GALAXY G3 5MMX15CM J&J CERENOVUS USA #GLY120515,10497.38,60940
CSS,MS-G-000790,GALAXY G3 XSFT 4MMX8CM J&J CERENOVUS USA #GLX120408,10497.38,60940
CSS,MS-G-000791,GALAXY G3 4MMX12CM J&J CERENOVUS USA #GLY120412,10497.38,60940
CSS,MS-G-000792,GALAXY G3 3MMX8CM J&J CERENOVUS USA #GLY120308,10497.38,60940
CSS,MS-G-000793,GALAXY G3 XSFT HEL 2MMX4CM J&J CERENOVUS USA #GLX120204,10497.38,60940
CSS,MS-G-000794,GRAFT FASCIA LATA XS 15 X 30 MM LIFENET #PFL1.5,2105.99,47257
CSS,MS-G-000798,GUIDE WIRE ANGELED HYDROPHILIC 0.035 X 180 X 3 CMMERIT#LWSTDA35180,1339.2,58115
CSS,MS-H-000002,HEAD PROSTHESIS 28X53MM LINK #120-748,1713.76,33175
CSS,MS-H-000003,"HEAD PROSTHESIS ""B"" LUB.D28MM MED.SHORT 49.5MM LINK #120-747",13601.25,33175
CSS,MS-H-000042,HEAD BIPOLAR 52MM #21510052,9765,33695
CSS,MS-H-000061,HEAD BONNETT MIDLINE 25-29CM F&P #BC306-05,482,61197
CSS,MS-H-000062,HEAD BONNETT MIDLINE 29-36CM F&P #BC309-05,430,61197
