Service Code,Service Description,Service Category Description,Nphies Code,Nphies Description,Service Price Up to 2024,Service Price as of 2025,Service Discount,Service Category Code,additional date
7128119,BX HISTOPATH. FORB URINARY BLADDER CYSTECTOMY (PARTIAL),Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity",1500.0,1575.0,20.0,31.0,
7128088,BX HISTOPATH. FORLYMPH NODE + 1 SP STAINS ,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy",610.0,640.5,20.0,31.0,
7128105,BX HISTOPATH. FORM AMPUTATION (ONE FINGER ),Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128104,BX HISTOPATH. FORM AMPUTATION (ONE TOE),Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128103,BX HISTOPATH. FORM BROAD LIGAMENT MASS OR CYST,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128095,BX HISTOPATH. FORM MULTIPLE SCROTAL NODULES (5-10),Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128096,BX HISTOPATH. FORM MYOMECTOMIES MULTIPLE (5-10 FIBROIDS),Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128097,BX HISTOPATH. FORM OVARIAN CYST (ONE SIDE),Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity",840.0,882.0,20.0,31.0,
7128106,BX HISTOPATH. FORM PART OF DIABETIC FOOT,Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128101,BX HISTOPATH. FORM PELVIC CYST (5-10 CM),Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128100,BX HISTOPATH. FORM PELVIC MASS (5-10 CM),Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128093,BX HISTOPATH. FORM PERITONEAL MASS OR CYST (5-10 CM),Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128102,BX HISTOPATH. FORM PLACENTA,Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128094,BX HISTOPATH. FORM PROSTATE TRUS (5-10 SEPARATE CONTAINERS),Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization",840.0,882.0,20.0,31.0,
7128098,BX HISTOPATH. FORM SUBTOTAL HYSTECTOMY,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128099,BX HISTOPATH. FORM UNILATERAL OOPHRECTOMY ± TUBE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",840.0,882.0,20.0,31.0,
7128143,BX HISTOPATH. FORXB ABDOMINAL PELVIC EXCENTRATION,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128144,BX HISTOPATH. FORXB AMBUTATION OF ONE LIMB,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy",2250.0,2362.5,20.0,31.0,
7128137,BX HISTOPATH. FORXB HEMICOLECTOMY + LYMPH NODE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128138,BX HISTOPATH. FORXB HEMICOLECTOMY ± LYMPH NODE + OMENTAL TISSUE  ± SMALL INTESTINE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128140,BX HISTOPATH. FORXB LARYNGECTOMY + LYMPH NODES,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128150,BX HISTOPATH. FORXB LUNG LOBECTOMY  + LN,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128139,BX HISTOPATH. FORXB MANDIBLECTOMY + LYMPH NODES,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128149,BX HISTOPATH. FORXB MODIFIED RADICAL MASTECTOMY + LN ± AXILLARY CLEARANCE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128141,BX HISTOPATH. FORXB NEPHRECTOMY TOTAL,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128146,BX HISTOPATH. FORXB PARTIAL MASTECTOMY + LN ± AXILLARY CLEARANCE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128151,BX HISTOPATH. FORXB PLEURAL COMPLETE DECORTICATION,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128147,BX HISTOPATH. FORXB QUADRECTOMY + LN ± AXILLARY CLEARANCE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128142,BX HISTOPATH. FORXB RADICAL CYSTECTOMY  ± LYMPH NODE,Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity",2250.0,2362.5,20.0,31.0,
7128145,BX HISTOPATH. FORXB RADICAL MASTECTOMY,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
7128148,BX HISTOPATH. FORXB SIMPLE MASTECTOMY + LN ± AXILLARY CLEARANCE,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",2250.0,2362.5,20.0,31.0,
4041016,BYPASS  ARTERY  FEMORO-TIBIAL,Portal Package Deals,32754-02-01,"Femoral to tibial or peroneal artery bypass using composite graft, unilateral",34340.0,36057.0,10.0,88.0,
4041017,BYPASS  ARTERY  POPLITEO-TIBIAL,Portal Package Deals,32763-08-00,Popliteal-tibial bypass using vein,33330.0,34996.5,10.0,88.0,
4041018,BYPASS  IN SITU  FEMORO-TIBIAL ARTERY,Portal Package Deals,32745-00-00,Femoral to proximal tibial or peroneal artery bypass using vein,36360.0,38178.0,10.0,88.0,
4041019,BYPASS  VASCULAR  INTRA-ABDOMINAL,Portal Package Deals,34812-00-00,Other vein bypass using vein,36360.0,38178.0,10.0,88.0,
4051008,BYPASS  VASCULAR-AORTO-ILIAC-FEMORAL,Portal Package Deals,32708-03-00,Aorto-ilio-femoral bypass using synthetic material,36360.0,38178.0,10.0,88.0,
4051009,BYPASS  VASCULAR-AORTO-SUBCLAVIAN-CAROTID,Portal Package Deals,90210-00-00,Repair of subclavian artery by direct anastomosis,36360.0,38178.0,10.0,88.0,
4041020,BYPASS  VASCULAR-INTRATHORACIC,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",36360.0,38178.0,10.0,88.0,
4041021,BYPASS  VASCULAR-RENAL ARTERY,Portal Package Deals,32721-00-00,"Renal bypass using vein, unilateral",41410.0,43480.5,10.0,88.0,
4041015,BYPASS VASCULAR-PERIPHERAL ARTERY,Portal Package Deals,99999-99-99,Unlisted Procedure,30300.0,31815.0,10.0,88.0,
7123004,C & S (CULTURE & SENSITIVITY),Portal Laboratory,73050-40-00,Culture & sensitivity blood,145.0,152.25,20.0,31.0,
7123005,C & S AXILLA,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123006,C & S BLOOD,Portal Laboratory,73050-40-00,Culture & sensitivity blood,135.0,141.75,20.0,31.0,
7123007,C & S CERVICAL SMEAR,Portal Laboratory,73200-00-90,Cytopathology cervical/vaginal requiring interp by physician,135.0,141.75,20.0,31.0,
7123008,C & S CONJUNCTIVA,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123009,C & S EAR DISCHARGE,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123010,C & S GASTRIC ASPIRATE,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123011,C & S PROSTRATE,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123012,C & S PUS,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123013,C & S RECTAL,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123014,C & S SEMEN,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123015,C & S SKIN,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123016,C & S SPUTUM,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123017,C & S STOOL,Portal Laboratory,73050-40-20,Lab test - culture (stool),135.0,141.75,20.0,31.0,
7123018,C & S SWINE FLU (H1N1),Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,150.0,157.5,20.0,31.0,
7123019,C & S THROAT,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123020,C & S UMBILICAL,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123021,C & S URINE,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
7123022,C & S VAGINAL,Portal Laboratory,73050-40-60,Culture bacterial any source anaerobic iso&id,135.0,141.75,20.0,31.0,
6012006,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,Portal Package Deals,99999-99-99,Unlisted Procedure,7899.0,8293.95,10.0,88.0,
6011004,C.R. OF FRACTURES OR DISLOCATIONS WITHOUT ANAESTHESIA WITH APPLICATION OF  POP,Portal Package Deals,99999-99-99,Unlisted Procedure,3069.0,3222.4500000000003,10.0,88.0,
7121109,C-1 ESTERASE INHIBITOR,Portal Laboratory,73050-08-20,Measurement of C1 esterase inhibitor protien -{Q} Profile,415.0,435.75,20.0,31.0,
7121110,C1G COMPLEMENT,Portal Laboratory,73100-12-50,"Complement; functional activity, each component",340.0,357.0,20.0,31.0,
7121111,C1Q COMPLEMENT COMPONENT,Portal Laboratory,73100-12-50,"Complement; functional activity, each component",400.0,420.0,20.0,31.0,
7121112,C2 COMPLEMENT COMPONENT,Portal Laboratory,73100-12-40,C4Complement component,310.0,325.5,20.0,31.0,
7121113,C3 COMPLEMENT,Portal Laboratory,73100-12-50,"Complement; functional activity, each component",340.0,357.0,20.0,31.0,
7129013,C3C COMPLEMENT / FITC,Portal Laboratory,73100-12-40,C4Complement component,400.0,420.0,20.0,31.0,
7129014,C4 / FITC,Portal Laboratory,73100-12-40,C4Complement component,450.0,472.5,20.0,31.0,
7121114,C4 COMPLEMENT,Portal Laboratory,73100-12-40,C4Complement component,340.0,357.0,20.0,31.0,
7121115,C4-D (POLYCLONAL),Portal Laboratory,73100-12-40,C4Complement component,800.0,840.0,20.0,31.0,
7121116,C5 COMPLEMENT COMPONENT,Portal Laboratory,73100-12-50,"Complement; functional activity, each component",310.0,325.5,20.0,31.0,
7121117,C6 COMPLIMENT COMPONENT,Portal Laboratory,73100-12-50,"Complement; functional activity, each component",410.0,430.5,20.0,31.0,
7121118,CA 12-5,Portal Laboratory,73100-14-00,Cancer antigen 125 ca 125,485.0,509.25,20.0,31.0,
7121119,CA 15-3,Portal Laboratory,73100-13-80,Cancer antigen 153 ca 153,485.0,509.25,20.0,31.0,
7121120,CA 19-9,Portal Laboratory,73100-13-90,Cancer antigen 199 ca 199,545.0,572.25,20.0,31.0,
7121121,CA 50,Portal Laboratory,73100-14-00,Cancer antigen 125 ca 125,410.0,430.5,20.0,31.0,
7121122,CA 72-4,Portal Laboratory,73100-13-80,Cancer antigen 153 ca 153,485.0,509.25,20.0,31.0,
7129015,CA-125,Portal Laboratory,73100-14-00,Cancer antigen 125 ca 125,575.0,603.75,20.0,31.0,
4011010,CABG WITH DOUBLE MECHANICAL VALVE  ,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",88850.0,93292.5,10.0,88.0,
4011011,CABG WITH DOUBLE TISSUE VALVE  ,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",74627.0,78358.35,10.0,88.0,
4011012,CABG WITH MECHANICAL AORTIC VALVE   ,Portal Package Deals,38653-04-00,Other intrathoracic procedures on aortic valve with cardiopulmonary bypass,60387.0,63406.350000000006,10.0,88.0,
4011013,CABG WITH MECHANICAL MITRAL VALVE     ,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",61277.0,64340.850000000006,10.0,88.0,
4011014,CABG WITH MITRAL VALVE REPAIR  (NO RING)      ,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",53267.0,55930.350000000006,10.0,88.0,
4011015,CABG WITH MITRAL VALVE REPAIR  (WITH RING)    ,Portal Package Deals,38500-05-00,"Coronary artery bypass, using 1 composite graft",55047.0,57799.350000000006,10.0,88.0,
4011016,CABG WITH TISSUE AORTIC VALVE REPLACEMENT    ,Portal Package Deals,38500-00-00,"Coronary artery bypass, using 1 LIMA graft",55047.0,57799.350000000006,10.0,88.0,
