Service Code,Service Description,Service Type ID,Fee,Discount,Effective Date,Termination Date,Schedule Name,Unnamed: 8
1011021,ORO-ANTRAL FISTULA REPAIR,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
2012011,ENDOSCOPIC SPHINCTEROTOMY WITH STONE CRUSHING,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
3014028,TUBAL LIGATION ON CAUTERIZATION BILATERAL / LAPARASCOPIC,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
5013002,BILATERAL LIGATION OF VARICOCELE,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
5013006,CYSTOCSOPY AND U/S LITHTRIPSY,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
8014019,EXCISION OF CORNEAL TUMOUR WITH,P1   ,8332.5,15.0,2020-03-01 00:00:00,,IP Package,
9031212,VENOGRAPHY-ADRENAL SAMPLING,P1   ,8259.2,15.0,2020-03-01 00:00:00,,IP Package,
2012019,HAEMORRHOIDECTOMY BY STAPPLER,P1   ,8236.5,15.0,2020-03-01 00:00:00,,IP Package,
6013033,REMOVAL INTRA-MEDULLARY NAIL OR INTERLOCKING NAIL,P1   ,8232.5,15.0,2020-03-01 00:00:00,,IP Package,
6013034,"REMOVAL SCREWS, PLATES OR SCREWS WITH PLATES",P1   ,8232.5,15.0,2020-03-01 00:00:00,,IP Package,
4041024,ADDITIONAL DETACHABLE BALLOON / EACH,P1   ,8231.5,15.0,2020-03-01 00:00:00,,IP Package,
6013012,CLOSED/OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE,P1   ,8188.0,15.0,2020-03-01 00:00:00,,IP Package,
9031142,PERIPHERAL INSERTION OF CENTRAL LINE (PICC) .,P1   ,8188.0,15.0,2020-03-01 00:00:00,,IP Package,
7121502,PRENATAL SCREENING FOR HIGH RISK PREGNANCY/CRYPTOGENETIC TEST,OS   ,8100.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
9041003,BURN SCAR - MEDIUM AREA,P1   ,8080.0,15.0,2020-03-01 00:00:00,,IP Package,
9041102,PUNCH GRAFT - MEDIUM AREA,P1   ,8080.0,15.0,2020-03-01 00:00:00,,IP Package,
2012041,VARICOSE VEINS STRIPPING (UNILATERAL),P1   ,8032.5,15.0,2020-03-01 00:00:00,,IP Package,
4021024,TEMPORARY PACEMAKER,P1   ,8010.0,15.0,2020-03-01 00:00:00,,IP Package,
8015008,CXL AVEDRO (TWO EYES),P1   ,8010.0,15.0,2020-03-01 00:00:00,,IP Package,
2172042,CAPSULE ENDOSCOPY,OS   ,8000.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2192029,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,OS   ,8000.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
6128103,THREE UNIT ONLAYS RETAINED BRIDGE,OS   ,8000.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
8015001,ANT CHAMBER PHAKIC LENS,P1   ,7965.5,15.0,2020-03-01 00:00:00,,IP Package,
2012006,COLOSTOMY CLOSURE WITH ANASTOMOSIS,P1   ,7953.75,15.0,2020-03-01 00:00:00,,IP Package,
2012016,EXCISION OF SUBMANDIBULAR GLAND,P1   ,7953.75,15.0,2020-03-01 00:00:00,,IP Package,
2014005,ANAL FISTULA / BRANCHING AND HIGH,P1   ,7953.75,15.0,2020-03-01 00:00:00,,IP Package,
8128078,COMBINED GA-67 AND BONE SCAN,OS   ,7931.25,20.0,2020-03-01 00:00:00,,Main Pricelist,
1011002,MIDDLE MEATUS ANTROSTOMY/BILATERAL,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8011007,IMPLANTATION OF REGULAR IN ENUCULATION OR EVISCERATION,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8011011,ORBITAL TUMOUR EXCISION,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8013001,BALLOON DACRYOPLASTY,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8013003,BILATERAL PROBING WITH SYRINGINGWITHINTUBATION,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8015041,PRK WITH MKM (DISK FLAP),P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
8017001,CYCLOCRYOPEXY,P1   ,7928.5,15.0,2020-03-01 00:00:00,,IP Package,
6012001,ACHILLES TENDON LENGTHENING,P1   ,7898.75,15.0,2020-03-01 00:00:00,,IP Package,
6012003,APPLICATION OF HIP SPICA MUGA WITH UII,P1   ,7898.75,15.0,2020-03-01 00:00:00,,IP Package,
6012006,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,P1   ,7898.75,15.0,2020-03-01 00:00:00,,IP Package,
7012015,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,P1   ,7876.5,15.0,2020-03-01 00:00:00,,IP Package,
9031055,EMBOLIZATION- PERIPHERAL ARTERIES VEIN MALFORMATION,P1   ,7832.0,15.0,2020-03-01 00:00:00,,IP Package,
8013014,RECONSTRUCTION OF LACRIMAL DUCTS WITH TUBE,P1   ,7827.5,15.0,2020-03-01 00:00:00,,IP Package,
6014040,OPEN REDUCTION AND INTERNAL FIXATION FOR FRACTURES OF THE RADIUS WITH SCREWS PLATES,P1   ,7809.75,15.0,2020-03-01 00:00:00,,IP Package,
8014006,BALLOON DACYOPLASTY,P1   ,7777.0,15.0,2020-03-01 00:00:00,,IP Package,
8112072,LASER TRABICULECTOMY / BILATERAL,OS   ,7600.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
1012014,MICRO-LARYNGOSURGERY,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
2012031,POST HAEMORRHOIDECTOMY ANUS STRICTURE,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
3013002,ANTERIOR COLPOPERINEORRHAPHY,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
3014015,CHECKING OF TUBAL PATENCY / LAPARASCOPIC,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
4041014,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
4041065,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
4041089,SPINAL ANGIOGRAM,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
5013056,URETEROSCOPE,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8014004,ANTERIOR CHAMBER WASH,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8014014,CORNEAL IMPLANTATION SECOND STAGE,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8014017,CORNIAL RING,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8014020,GRAFT REPLACMENT (IN-HOSPITAL),P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8017011,SURGICAL P.I. OR S.I.,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8019004,PHOTO. KERA. ASTIGM - PAK VIZX,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
8019005,PHOTOTHERAPEUTIC KERATECTOMY (P.T.K.) ONE EYE,P1   ,7575.0,15.0,2020-03-01 00:00:00,,IP Package,
6012016,SEQUESTRACTOMY OF SMALL BONES,P1   ,7565.0,15.0,2020-03-01 00:00:00,,IP Package,
8015015,FERRARA ICRS (TWO RINGS),P1   ,7565.0,15.0,2020-03-01 00:00:00,,IP Package,
8015044,TORIC ICL PHAKIC LENS,P1   ,7565.0,15.0,2020-03-01 00:00:00,,IP Package,
2012013,EPIGASTRIC HERNIA REPAIR / OPEN,P1   ,7556.06,15.0,2020-03-01 00:00:00,,IP Package,
4021004,CATHETERIZATION RIGHT HEART,P1   ,7548.0,15.0,2020-03-01 00:00:00,,IP Package,
5013007,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,P1   ,7524.5,15.0,2020-03-01 00:00:00,,IP Package,
5013010,CYSTOURETHROSCOPY WITH URETERIC MEATOTOMY,P1   ,7524.5,15.0,2020-03-01 00:00:00,,IP Package,
2172045,PEDIATRIC ENDOSCOPY + GA,OS   ,7500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2182005,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION,OS   ,7500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
8012021,EXCISION OF LID TUMOURWITHHISTOPATHOLOGY ANALYSIS,P1   ,7500.0,15.0,2020-03-01 00:00:00,,IP Package,
8012027,RECONSTRUCTION OF LID LACERATION,P1   ,7500.0,15.0,2020-03-01 00:00:00,,IP Package,
8012029,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),P1   ,7500.0,15.0,2020-03-01 00:00:00,,IP Package,
8015003,ARTISAN PHAKIC LENS,P1   ,7476.0,15.0,2020-03-01 00:00:00,,IP Package,
8019001,INDIRECT LASER TREATMENT FOR RETINAL ABNORMALITIES - ONE EYE,P1   ,7476.0,15.0,2020-03-01 00:00:00,,IP Package,
2172033,"ERCP, W/ SPHINCTEROTOMY - LARGE BALLOON PAPILLARY DILATATION & STONE EXTRACTION W/ SPHINCTEROTOMY,",OS   ,7421.88,20.0,2020-03-01 00:00:00,,Main Pricelist,
3013006,SIMPLE VULVECTOMY,P1   ,7373.0,15.0,2020-03-01 00:00:00,,IP Package,
8015021,IDESIGN CUSTOMIZED LASIK (TWO EYES),P1   ,7342.5,15.0,2020-03-01 00:00:00,,IP Package,
1013024,TYMPANOPLASTY SECOND STAGE,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
2012023,LAPARASCOPY / DIAGNOSTIC,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
3014027,TUBAL LIGATION ON CAUTERIZATION / LAPARASCOPIC,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
5012013,CYSTOURETHROSCOPY WITH VISUAL INTERNAL URETHROTOMY,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
5012029,URETERAL DILATION,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
8011009,ORBITAL EXPLORATION,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
8011010,ORBITAL TUMOUR BIOPSY,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
8014018,EXCISION OF CONJUNCTIVAL TUMOUR,P1   ,7322.5,15.0,2020-03-01 00:00:00,,IP Package,
6012020,TERMINALISATION,P1   ,7275.75,15.0,2020-03-01 00:00:00,,IP Package,
8011003,ENUCLEATION OR EVISCERATION WITH PROSTHETIC IMPLANT,P1   ,7272.0,15.0,2020-03-01 00:00:00,,IP Package,
6012012,REMOVAL OF F.B. SUPERFICIAL,P1   ,7267.5,15.0,2020-03-01 00:00:00,,IP Package,
6012017,"SOFT TISSUE OPERATION (GANGLION, DE QUERANAINE, TRIGGER FINGERS OR TOES; SUPERFICIAL SOFT TISSUE S",P1   ,7231.25,15.0,2020-03-01 00:00:00,,IP Package,
9041075,"EXCISION, CONSTRICTION FINGER WITH MULTIPLE Z-PLASTIES",P1   ,7231.25,15.0,2020-03-01 00:00:00,,IP Package,
1012010,LARYNX LASER SURGERY,P1   ,7221.5,15.0,2020-03-01 00:00:00,,IP Package,
2192030,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,OS   ,7200.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
7121361,"HYPEROXALURIA, PRIMARY (AGXT)",OS   ,7200.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
8128046,TC-99 M DMSA + TC-99 M DTPA,OS   ,7137.5,20.0,2020-03-01 00:00:00,,Main Pricelist,
2012028,COLONOSCOPY / PEDIATRIC,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
2016024,BARIATRIC REVISION / MAJOR,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
6012015,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT OF THE KNEE AND ANGLE,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
8015022,INTACS ICRS (ONE RING),P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
8015025,INTACS SK CORNEAL RING,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9021004,BRONCHOSCOPY WITH TRANSBRONCHIAL LUNG BIOPSY UNDER FLUOROSCOPY WITHOUT HISTOPATHOLOGY TEST,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9021006,THERAPEUTIC BRONCHOSCOPY,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031010,ANGIOPLASTY- UNILATERAL SUPERFICIAL FEMORAL / POPLITEAL ARTERY,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031081,HEPATIC MAPPING AND EMBOLIZATION TWO (2) ARTERIES,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031092,INTRAGASTRIC BALLOON INSERTION UNDER MODERATE SEDATION,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031096,LYMPHANGIOGRAM,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031112,PERCUTANEOUS COMMON BILE DUCT BRUSH BIOPSY,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
9031216,VERTEBRAL - BASILAR ANGIOGRAPHY,P1   ,7120.0,15.0,2020-03-01 00:00:00,,IP Package,
2012035,SPERMATOCELE,P1   ,7070.0,15.0,2020-03-01 00:00:00,,IP Package,
2013027,FISTULA / SURGICAL REVISION,P1   ,7070.0,15.0,2020-03-01 00:00:00,,IP Package,
2172008,EGD/UPPER GI ENDOSCOPY; ESOPHAGIAL VARIESES SCLEROTHERAPY,OS   ,7031.25,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172012,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,OS   ,7031.25,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172014,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION / ELECTROCOAGULATION /ARGON PLASMA COAG,OS   ,7031.25,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172027,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),OS   ,7031.25,20.0,2020-03-01 00:00:00,,Main Pricelist,
2012021,"INGUINAL, UMBILICAL OR FEMORAL HERNIA",P1   ,7025.25,15.0,2020-03-01 00:00:00,,IP Package,
8015040,PRESBYOPIC LASIK ( TWO EYES ),P1   ,7008.75,15.0,2020-03-01 00:00:00,,IP Package,
2122059,VESTIBLUAR TEST BATERY,OS   ,7000.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
6122012,EXCISION OF SUBMANDIBULAR SALIVARY GLAND - OR,OS   ,7000.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
7012016,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,P1   ,6986.5,15.0,2020-03-01 00:00:00,,IP Package,
7121529,QUANTITATIVE MOLECULAR BCR/ABL DIAGONOSTICS,OS   ,6960.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2012034,INCISIONAL HERNIA WITH OR W/O HERNIOPLASTY,P1   ,6956.38,15.0,2020-03-01 00:00:00,,IP Package,
3013005,OVARIAN CYSTECTOMY,P1   ,6936.0,15.0,2020-03-01 00:00:00,,IP Package,
1012018,SUBMANDIBULAR GLAND RESECTION,P1   ,6918.5,15.0,2020-03-01 00:00:00,,IP Package,
8011001,DRILL OF HYDERAL IMPLANT WITH ARTIFICIAL EYE,P1   ,6918.5,15.0,2020-03-01 00:00:00,,IP Package,
8016011,SURGICAL POST. CAPSULOTOMY (DONE OUTSIDE),P1   ,6918.5,15.0,2020-03-01 00:00:00,,IP Package,
6012011,"REMOVAL PLATE , SCREWS OR NAIL",P1   ,6910.5,15.0,2020-03-01 00:00:00,,IP Package,
6013035,REPAIR OF ONE TENDON,P1   ,6897.5,15.0,2020-03-01 00:00:00,,IP Package,
6013036,SKIN GRAFTING OF SMALL AREA (FINGER),P1   ,6897.5,15.0,2020-03-01 00:00:00,,IP Package,
8015042,"RADIAL KERATOTOMY (R.K., ARK, RKT) ONE EYE",P1   ,6897.5,15.0,2020-03-01 00:00:00,,IP Package,
1012009,LASER ASSISTED UVULOPALATOPLASTY (L.A.U.P.),P1   ,6817.5,15.0,2020-03-01 00:00:00,,IP Package,
6031008,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,P1   ,6817.5,15.0,2020-03-01 00:00:00,,IP Package,
6031011,REDUCTION OF FRACTURED ZYGOMATIC ARCH,P1   ,6817.5,15.0,2020-03-01 00:00:00,,IP Package,
8014016,CORNEAL WOUND SUTURING,P1   ,6817.5,15.0,2020-03-01 00:00:00,,IP Package,
3014041,WEDGE RESECTION OF OVARY / LAPAROSCOPIC,P1   ,6786.25,15.0,2020-03-01 00:00:00,,IP Package,
2012002,ADHESIOLYSIS / OPEN,P1   ,6764.0,15.0,2020-03-01 00:00:00,,IP Package,
2015046,PILONIDAL SINSUS EXCISION WITH CLOSURE,P1   ,6764.0,15.0,2020-03-01 00:00:00,,IP Package,
9031069,ESOPHAGEAL DILATATION,P1   ,6764.0,15.0,2020-03-01 00:00:00,,IP Package,
9031107,PERCUTANEOUS ALCOHOL INJECTION,P1   ,6764.0,15.0,2020-03-01 00:00:00,,IP Package,
2012010,ENDOSCOPIC SPHINCTEROTOMY WITH DRAIN INSERTION,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
2012012,ENDOSCOPIC SPHINCTEROTOMY WITH STONE EXTRACTION,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
2012020,HYDROCELE,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
2012027,MASTECTOMY / PARTIAL WITH HISTOPATHOLOGY,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
2012033,ANAL FISTULA / LOW - SIMPLE,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
2012039,VARICOCELES,P1   ,6691.25,15.0,2020-03-01 00:00:00,,IP Package,
6012009,EXTENSOR TENDON REPAIR,P1   ,6675.0,15.0,2020-03-01 00:00:00,,IP Package,
7013003,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL,P1   ,6675.0,15.0,2020-03-01 00:00:00,,IP Package,
8012030,REPAIR OF SIMPLE LIDWITHEXPLORA,P1   ,6675.0,15.0,2020-03-01 00:00:00,,IP Package,
8015037,PHOTOREFRACTIVE KERATECTOMY [P.R.K.] (ONE EYE),P1   ,6675.0,15.0,2020-03-01 00:00:00,,IP Package,
9041087,"GRAFT, SKIN, MUSCLE FLAP, TO BREAST",P1   ,6675.0,15.0,2020-03-01 00:00:00,,IP Package,
8128007,THALLIUM W/EXERCISE,OS   ,6662.5,20.0,2020-03-01 00:00:00,,Main Pricelist,
8128080,GA-76 CITRATE WBS TUMOR IMAGING,OS   ,6662.5,20.0,2020-03-01 00:00:00,,Main Pricelist,
8128083,STRESS-REST MYOCARDIAL PERFUSION SPE,OS   ,6662.5,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172030,"ERCP, W/ SPHINCTEROTOMY - STONE EXTRACTION.",OS   ,6640.63,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172035,"ERCP, W/ SPHINCTEROTOMY - BILIARY STRICTURE DILATATION",OS   ,6640.63,20.0,2020-03-01 00:00:00,,Main Pricelist,
8128073,I-131 120 MCI,OS   ,6618.75,20.0,2020-03-01 00:00:00,,Main Pricelist,
1011005,CAUTERIZATION OF THE NOSE / ENDOSCOPIC,P1   ,6565.0,15.0,2020-03-01 00:00:00,,IP Package,
5012012,CYSTOURETHROSCOPY WITH OTIS URETHROTOMY,P1   ,6565.0,15.0,2020-03-01 00:00:00,,IP Package,
5013013,ENDOSCOPIC REMOVAL OF URETHRAL STONE,P1   ,6565.0,15.0,2020-03-01 00:00:00,,IP Package,
8014030,PTERYGIUM EXCISIONWITHCONJ. GRAFT,P1   ,6565.0,15.0,2020-03-01 00:00:00,,IP Package,
9031044,CT SCAN- GUIDED BIOPSIES,P1   ,6528.0,15.0,2020-03-01 00:00:00,,IP Package,
2122051,SOMNOPLASTY TOUNGE - CLINIC (1ST STAGE),OS   ,6500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
3014043,LABIOPLASTY,P1   ,6500.0,15.0,2020-03-01 00:00:00,,IP Package,
6127004,EXPANSION OF MAXIALLA BY FIXED APPLIANCE,OS   ,6500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
6127035,TREATMENT PLAN - D,OS   ,6500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
8112067,LASER PHOTOCOAGULATION THREE SESSION / BILATERAL,OS   ,6500.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
9041082,FLAP ROTATION,P1   ,6452.5,15.0,2020-03-01 00:00:00,,IP Package,
9041088,"GRAFT, SKIN, PEDICLE, TO BREAST",P1   ,6452.5,15.0,2020-03-01 00:00:00,,IP Package,
2012018,HAEMORRHOIDECTOMY / SURGICAL,P1   ,6419.63,15.0,2020-03-01 00:00:00,,IP Package,
2012030,PILONIDAL SINUS,P1   ,6419.63,15.0,2020-03-01 00:00:00,,IP Package,
9031073,FALLOPIAN TUBE EMBOLIZATION,P1   ,6408.0,15.0,2020-03-01 00:00:00,,IP Package,
9031103,NERVE ROOT BLOCK LUMBAR (BILATERAL – 1 LEVEL),P1   ,6408.0,15.0,2020-03-01 00:00:00,,IP Package,
2012025,MASTECTOMY / GYNAECOMASTIA - MALES (UNI OR BILATERAL),P1   ,6363.0,15.0,2020-03-01 00:00:00,,IP Package,
8128079,GA-67 CITRATE WBS INFECTION IMAGING,OS   ,6343.75,20.0,2020-03-01 00:00:00,,Main Pricelist,
8128086,V/Q SPECT/CT LUNG SCAN,OS   ,6343.75,20.0,2020-03-01 00:00:00,,Main Pricelist,
8015006,CROSSLINKING ( TWO EYES ),P1   ,6341.25,15.0,2020-03-01 00:00:00,,IP Package,
1011027,SEPTOPLASTY,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
3013001,CERVIX AMPUTATION,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
5012022,INGUINAL ORCHIDECTOMY,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
5012028,UNILATERAL ORCHIDOPEXY,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
5013014,EXCISION OF BLADDER ULCER,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
5013038,REPAIR OF FRACTURE PENIS,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
8013002,BILATERAL MEDIAL SPINDLE SURGERY,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
8014022,IOL REPOSITIONING ( OTHER HOSPITAL ),P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
8014032,REMOVAL OF DEEP CORNEAL F.B.,P1   ,6312.5,15.0,2020-03-01 00:00:00,,IP Package,
6022002,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY,P1   ,6264.0,15.0,2020-03-01 00:00:00,,IP Package,
2172007,EGD/UPPER GI ENDOSCOPY; GASTRIC VARIESES INJECTION,OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172009,"EGD/UPPER GI ENDOSCOPY; ESOPHAGUS, DUODENUM. STRICTURE  DILATATION BY BALLOON",OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172010,EGD/UPPER GI ENDOSCOPY; ESOPHAGUS/DUODENUM STENT PLACEMENT.  (IMPLANT NOT INCLUDED),OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172011,EGD/UPPER GI ENDOSCOPY; DILATATION FOR ACHALASIA,OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172013,EGD/UPPER GI ENDOSCOPY; W/ GASTRIC BALLOON PLACEMENT  (IMPLANT NOT INCLUDED),OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172015,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172028,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172032,"ERCP, W/ SPHINCTEROTOMY - BALLOON DILATATION & STONE EXTRACTION.",OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172034,"ERCP, W/ SPHINCTEROTOMY - BILIARY STENT PLACEMENT. (IMPLANT NOT INCLUDED)",OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2172036,"ERCP, W/ SPHINCTEROTOMY - NASO-BILIARY DRAINAGE",OS   ,6250.0,20.0,2020-03-01 00:00:00,,Main Pricelist,
2012029,ENDOSCOPY / PEDIATRIC,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
2012036,ERCP / THERAPEUTIC,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
2015019,CLOSURE OF POSITERIOR ANAL FISSURE WITH A FLAP,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
2015025,INCISION OF PERIANAL ABSCESS / HIGH - COMPLEX,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
2015056,ANAL FISTULOTOMY / SIMPLE,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
4041081,"REVISION, ARTERIOVENOUS FISTULA",P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
4041082,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
6023005,"CORRECTION, SYNDACTYLY",P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
8015014,FERRARA ICRS (ONE RING),P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
8015017,HOLMIUM THERMOKERATOPLASTY LTK,P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
9021011,POLYSOMNOGRAPHY (OVERNIGHT DIAGNOSTIC TEST AND MULTIPLE SLEEP LATENCY TEST),P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
9041084,"GRAFT, SKIN, FULL-THICKNESS, TO BREAST",P1   ,6230.0,15.0,2020-03-01 00:00:00,,IP Package,
3015009,DELIVERY NORMAL FOR TWINS (UNCOMPLICATED),P1   ,6225.83,15.0,2020-03-01 00:00:00,,IP Package,
8012032,SIMPLE LID RECONSTRUCTION,P1   ,6225.0,15.0,2020-03-01 00:00:00,,IP Package,
9041054,"EXCISION LIP FULL THICKNESS,RECONSTRUCTION WITH CROSS FLAP",P1   ,6187.5,15.0,2020-03-01 00:00:00,,IP Package,
9041083,"GRAFT, FULL-THICKNESS SKIN, LIP AND MOUTH",P1   ,6187.5,15.0,2020-03-01 00:00:00,,IP Package,
2012004,ANAL FISSURECTOMY,P1   ,6120.0,15.0,2020-03-01 00:00:00,,IP Package,
9021002,BRONCHOSCOPY WITH BRONCHOALVEOLAR LAVAGE AND BRUSH,P1   ,6120.0,15.0,2020-03-01 00:00:00,,IP Package,
