Service Code,Description,Price 2022 ,Type,LOS
FMERDA0036,SUTURE OF LACERATION TONGUE,140.391027,service,
FMERDA0038,CONSULTANT TO/FROM OTHER HOSPT,421.17297075,service,
FMERDA0040,ER DELIVERY FEE,1659.1660312499998,service,
FMERDA0041,ER DELIVERY FEE FOR CONSULTANT,1129.50915525,service,
FMERDA0042,FIXATION OF AGRYL CATHETER,708.33629475,service,
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,114.86539575,service,
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,172.29803850000002,service,
FMERDA0045,HEALTH CERTIFICATE,223.349301,service,
FMERDA0047,INCISION & DRAINAGE (PEDIA),140.391027,service,
FMERDA0048,INTUBATION FEE,172.29803850000002,service,
FMERDA0050,MINI DRESSING PACK,51.0512625,service,
FMERDA0051,NASAL TUBE SUNCTIONING,19.144251,service,
FMERDA0052,NURSE ESCORT FOR PT. BY AIR    (PER DAY),708.33629475,service,
FMERDA0053,RECTAL TUBE INSERTION,38.288502,service,
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,114.86539575,service,
FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,312.68895525000005,service,
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,114.86539575,service,
FMERDA0057,UNDER WATER DRAINAGE,172.29803850000002,service,
FMERDA0058,VACCINATION FOR CHOLERA (ER),25.52563125,service,
FMERDA0059,AIRWAY,38.288502,service,
FMERDA0060,COLD COMPRESS,70.1955135,service,
FMERDA0061,FLEET CLEANSING ENEMA,38.288502,service,
FMERDA0062,GLUCOTEST,19.144251,service,
FMERDA0063,HOT COMPRESS,70.1955135,service,
FMERDA0064,I.M. OR SUBCUTICULAR INJECTION,6.38138025,service,
FMERDA0065,LARGE DRESSING,114.86539575,service,
FMERDA0066,MEDIUM DRESSING,70.1955135,service,
FMERDA0067,ORDINARY DRESSING,44.66988224999999,service,
FMERDA0068,OXYGEN INHALATION (PER 30 MNS),38.288502,service,
FMERDA0069,TEPID SPONGE BATH,70.1955135,service,
FMERDA0070,SKIN TEST,6.38138025,service,
FMERDA0071,CODE BLUE CALL,210.58643025000003,service,
FMERDA0072,SUTURING 1-3 SUTURES,63.81413325,service,
FMERDA0073,NEBULIZER A/C VENTOLIN,63.81413325,service,
FMERDA0075,SMALL DRESSING,25.52563125,service,
FMERDA0076,E.C.G,114.86539575,service,
FMERDA0079,CHEMOTHERAPY (1) DAY TREAT.ER,280.78194375000004,service,
FMERDA0080,CHEMOTHERAPY (2) DAYS TREA.ER,421.17297075,service,
FMERDA0082,EVALUATION OF BREAST MILK      USING ELECTRONIC BREAST PUMP,31.907011500000003,service,
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,172.29803850000002,service,
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,108.48390524999999,service,
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,140.391027,service,
FMERDA0089,USE OF PULSE OXIMETER 30 MNTS.,38.288502,service,
FMERDA0091,VITAL SIGN MONITORING MULTI    PARAMETER HOURLY RATE,127.62815624999999,service,
FMERDA0093,E.C.G. ANALYZER,153.1537875,service,
FMERDA0094,CODE YELLOW CONSULTATION,150.49124999999998,service,
FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),1129.50915525,service,
FMERDC0009,CRUTCHES RENTAL PER WEEK       (PLUS DEPOSIT),70.1955135,service,
FMERDC0010,WALKER RENTAL - PER DAY PLUS   DEPOSIT,25.52563125,service,
FMERDC0011,WHEELCHAIR RENTAL-PER DAY      (DEPOSIT 500),44.66988224999999,service,
FMERDD0001,P.O.P. TO SIMPLE FRACTURE,140.391027,service,
FMERDD0002,PLASTER STRAPPING (TOE FINGER),114.86539575,service,
FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT,567.94526775,service,
FMERDD0004,SPLINT FOR FRACTURE,114.86539575,service,
FMERDD0005,TENSOPLAST STRAPPING,114.86539575,service,
FMERDD0006,THOMAS SPLINT RENTAL PER WEEK  PLUS DEPOSIT,178.67941875,service,
FMERDE0001,RECOVERY/OBSERVATION PER (HR),70.1955135,service,
FMERDV0001,MENINGITIS VACCINE,51.0512625,service,
FMERDV0002,MEMINGITIS VACCINE (ARAMCO),31.907011500000003,service,
FMERDV0003,HEPATITIS B VACCINE IN ER,102.102525,service,
FMICU-0001,WARMING BLANKET PER HOUR,38.288502,service,
FMICU-0002,DEFIBRILLATOR,210.58643025000003,service,
FMICU-0003,PACEMAKER PER DAY,670.04779275,service,
FMICU-0004,INTERCOSTAL TUBE INSERTION,402.02871975,service,
FMICU-0005,PORTABLE VENTILATOR (OXYGEN)   PER HOUR,70.1955135,service,
FMICU-0006,EPIDURAL INSERTION,268.01918325,service,
FMICU-0008,AIR MATRESS PER DAY,70.1955135,service,
FMICU-0010,ABDOMINAL TAPPING,268.01918325,service,
FMICU-0011,CHANGE OF TRACHEOTOMY TUBE,268.01918325,service,
FMICU-0012,MULTI PARAMETER,255.25631249999998,service,
FMICU-0013,TWIN PUMP AMBU BAG /USE,31.907011500000003,service,
FMICU-0014,USE OF BLOOD WARMER,63.81413325,service,
FMINT-0005,PERCUTANEOUS LIVER BIOPSY,567.94526775,service,
FMINT-0006,ABDOMINAL PARACENTESIS,357.3588375,service,
FMINT-0007,THORACOCENTESIS,497.7498645,service,
FMINT-0008,PERCUTANEOUS KIDNEY BIOPSY,567.94526775,service,
FMINT-0026,PULMONARY FUNCTION TEST,312.68895525000005,service,
FMINT-0027,BENCARD SENSITIVITY TEST,465.84274275,service,
FMINT-0028,PRELIMINARY INVESTIGATIONS,0.0,service,
FMINT-0029,ASTHMA CHECKUP - 1ST VISIT,861.4900822499999,service,
FMINT-0031,PLEURAL BIOPSY,357.3588375,service,
FMINT-0033,CONT.SUBCUTA.INSULIN INFU.PUMP,708.33629475,service,
FMINT-0052,INHANCED RESPIROMETRY,268.01918325,service,
FMINT-0053,M V V,70.1955135,service,
FMINT-0054,T L C + R V,268.01918325,service,
FMINT-0055,FLOW VOLUME LOOP,204.20505,service,
FMINT-0056,DIFFUSION,338.2145865,service,
FMINT-0057,COMPLIANCE,402.02871975,service,
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,268.01918325,service,
FMINT-0059,THORACIC GAS VOLUME,268.01918325,service,
FMINT-0060,PROVOCATION CHALLENGE,670.04779275,service,
FMINT-0061,SINGLE BREATH O2,204.20505,service,
FMINT-0062,MAX RESPIRATORY PRESSURE,134.0095365,service,
FMINT-0065,DIABETIC FOOT CARE,70.1955135,service,
FMINT-0066,FUNDUS PICTURE,70.1955135,service,
FMINT-0067,DOOPLER EXAMINATION,31.907011500000003,service,
FMINT-0068,BLOOD SUGAR TEST,51.0512625,service,
FMINT-0069,URINE TEST,31.907011500000003,service,
FMINT-0070,DIABETIC EDU. PROG.(4 SESSION),268.01918325,service,
FMINT-0071,DIABETIC EDU. PRG. (1 SESSION),70.1955135,service,
FMINT-0072,OXYGEN INHALATION,44.66988224999999,service,
FMINT-0073,SKIN TEST FOR DRUG,6.38138025,service,
FMINT-0074,PEACK FLOW METER,12.762870750000001,service,
FMINT-0076,PULSE OXYMETER,38.288502,service,
FMINT-0087,STRESS TRANOESPHAGEAL ECHO,1531.537875,service,
FMINT-0096,DIABETIC CENTER SERVICE (EDUCA TION),1659.1660312499998,service,
FMINT-0097,DIABETIC CNTR SRVC DIATICIAN +  EDUCATION),38.288502,service,
FMINT-0098,DIETICIAN SERVICE,63.81413325,service,
FMINT-0099,INSULIN INJECTION IN THE CLINI C,6.38138025,service,
FMINTR0009,ADULT MECHANICAL VENTILATOR (24 HRS),848.7272115000001,service,
FMIVF-0001,ARTIFICIAL INSEMINATION OF    HUSBAND (AIH),708.33629475,service,
FMIVF-0002,PERITONEAL OOCYTE AND SPERM   TRANSFER (POST),5628.4017457499995,service,
FMIVF-0003,PERITONEAL OOCYTE AND SPERM   POST-A PACKAGE DEAL,1410.291099,service,
FMIVF-0004,PERITONEAL OOCYTE AND SPERM   POST-B- PACKAGE DEAL,4224.492027,service,
FMIVF-0005,INVINTRO FERTILIZATION BY U/S DIRECTED OOCYTE RETRIEVAL,9150.93885825,service,
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),1410.291099,service,
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),7740.6476490000005,service,
FMIVF-0008,INVINTRO FERTILIZATION BY LAP-ROSCOPIC OOCYTE RETRIEVAL,11256.80338125,service,
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO-PIC ),1410.291099,service,
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO-PIC ),9852.893662499999,service,
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC  OOCYTE RETRIEVAL,9852.893662499999,service,
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL   (LAP.),1410.291099,service,
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL   (LAP.),8442.6025635,service,
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS- FER ( (GIFT),10554.848577,service,
FMIVF-0015,GIFT-A-PACKAGE DEAL,1410.291099,service,
FMIVF-0016,GIFT-B-PACKAGE DEAL,9150.93885825,service,
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS- FER (ZIFT)\,11256.80338125,service,
FMIVF-0018,ZIFT-A-PACKAGE DEAL,1410.291099,service,
FMIVF-0019,ZIFT-B-PACKAGE DEAL,9852.893662499999,service,
FMIVF-0020,IVF-GIFT COMBINED,11965.139675999999,service,
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1410.291099,service,
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,10554.848577,service,
FMIVF-0024,SEMEN ASSESMENT,421.17297075,service,
FMIVF-0025,SPERM ANTIBODIES,638.1407812499999,service,
FMIVF-0026,POST COITAL TEST (PCT),172.29803850000002,service,
FMIVF-0027,X-Y SEPARATION,1129.50915525,service,
FMIVF-0028,SPERM-MUCOUS PENETRATION TEST,210.58643025000003,service,
FMIVF-0030,VAGINAL ULTRA SOUND PACK. DEAL(4-5 U/S VAGINAL SCANS),708.33629475,service,
FMIVF-0031,ABDOMINAL ULTRASOUND,210.58643025000003,service,
FMIVF-0036,I.V.F. CHECK-UP,312.68895525000005,service,
FMIVF-0040,EMBRAYO FREEZING,701.9549145000001,service,
FMLAB-1006,PLATELETS (SINGLE DONOR PLATELET-PHERESIS),3828.8446875,service,
FMLAB-1009,X-WB,2169.67865625,service,
FMLAB-1010,X-WB,2297.3068125,service,
FMLAB-1011,HISTO-ACID PHOSPHATASE-STAIN,204.20505,service,
FMLAB-1013,ANTIBODY SCREENING,696.8497882500001,service,
FMLAB-1014,ANTI-THROMBIN III,289.71594225,service,
FMLAB-1015,BLOOD GROUP & RH Typing  ,102.102525,service,
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,80.405766,service,
FMLAB-1017,BLOOD FILM FOR FILARIA,108.48390524999999,service,
FMLAB-1018,BLOOD FILM FOR MALARIA,108.48390524999999,service,
FMLAB-1019,BONE MARROW EXAMINATION,663.6664125000001,service,
FMLAB-1020,BONE MARROW SAMPLING PROCEDURE,446.698602,service,
FMLAB-1021,BONE MARROW TREPHINE SAMPLING,638.1407812499999,service,
FMLAB-1023,COMPLETE BLOOD COUNT (CBC),178.67941875,service,
FMLAB-1024,CLOTTING TIME (C.T),62.537769,service,
FMLAB-1032,COLD AGGLUTININS TITRE,127.62815624999999,service,
FMLAB-1033,COOMBS TEST-DIRECT,158.25891375,service,
FMLAB-1034,INDIRECT COOMBS (ANTI-BODY SCREENING),696.8497882500001,service,
FMLAB-1036,VENESECTION (THERAPEUTIC BLEEDING),114.86539575,service,
FMLAB-1037,DONOR SCREENING,446.698602,service,
FMLAB-1038,ESR,89.33976449999999,service,
FMLAB-1039,ESTERASE  STAIN,312.68895525000005,service,
FMLAB-1040,SMEAR FOR LEISHMANIA,108.48390524999999,service,
FMLAB-1042,FIBRINOGEN,245.04606,service,
FMLAB-1043,X-FP,829.58307075,service,
FMLAB-1045,HCT.,165.91665824999998,service,
FMLAB-1046,HISTOPATH-IRON STAIN,204.20505,service,
FMLAB-1047,NAPHTHOL ACETATE ESTERASE,204.20505,service,
FMLAB-1049,NON-SPECIFIC ESTERASE,204.20505,service,
FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTITATIVE),408.4101,service,
FMLAB-1052,X-RC+,1659.1660312499998,service,
FMLAB-1053,X-RC-,2042.0504999999998,service,
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME (PTT),89.33976449999999,service,
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS),312.68895525000005,service,
FMLAB-1056,PEROXIDASE STAIN,312.68895525000005,service,
FMLAB-1058,PLATELET COUNT,165.91665824999998,service,
FMLAB-1060,POST OP HEMOSTATIC PROFILE,414.79148024999995,service,
FMLAB-1063,PROTEIN C,484.98699374999995,service,
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,89.33976449999999,service,
FMLAB-1067,RH-ANTIBODY TITRE,638.1407812499999,service,
FMLAB-1068,RH-PHENOTYPE,191.4422895,service,
FMLAB-1069,SICKLING TEST,93.16852650000001,service,
FMLAB-1072,THROMBIN TIME,121.24677600000001,service,
FMLAB-1075,LEUKOCYTE FILTER,191.4422895,service,
FMLAB-1077,X-FB,1786.7941875000001,service,
FMLAB-1078,X-FBC,1403.90971875,service,
FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,1403.90971875,service,
FMLAB-1080,NEONATAL BLOOD UNIT,350.97745725000004,service,
FMLAB-1083,FOLLOW UP - CBC,165.91665824999998,service,
FMLAB-1085,ANTI BODY IDENTIFICATION,638.1407812499999,service,
FMLAB-1088,LEUCOCYTE  COUNT & DIFFERENTIAL,102.102525,service,
FMLAB-1095,DONOR  HEMOGLOBIN & BLOOD GROUP,127.62815624999999,service,
FMLAB-1103,FACTOR VII ACTIVITY,342.04345875,service,
FMLAB-1104,FACTOR VIII ACTIVITY,342.04345875,service,
FMLAB-1106,FACTOR X ACTIVITY,342.04345875,service,
FMLAB-1107,FACTOR XI ACTIVITY,342.04345875,service,
FMLAB-1108,FACTOR XII ACTIVITY,342.04345875,service,
FMLAB-1112,FILTERED PACKED RBCs - N,733.8619259999999,service,
FMLAB-1113,PACKED RBCs RH POSITIVE - N,1403.90971875,service,
FMLAB-1505,"TRIPLE TEST (AFP, E3, HCG)",842.3458312500001,service,
FMLAB-2003,ALBUMIN,136.56215475,service,
FMLAB-2005,ALKALINE PHOSPHATASE,123.799284,service,
FMLAB-2006,AMMONIA,344.59607700000004,service,
FMLAB-2007,AMYLASE,165.91665824999998,service,
FMLAB-2008,BICARBONATE,287.163324,service,
FMLAB-2009,BILIRUBIN DIRECT & TOTAL,242.49355200000002,service,
FMLAB-2010,BILIRUBIN DIRECT,136.56215475,service,
FMLAB-2011,BILIRUBIN TOTAL,108.48390524999999,service,
FMLAB-2012,BLOOD GASES & PH (ABG),366.292836,service,
FMLAB-2013,C.K. (CPK),165.91665824999998,service,
FMLAB-2014,C.K.MB,268.01918325,service,
FMLAB-2016,CARBON DIOXIDE,127.62815624999999,service,
FMLAB-2017,CHOLESTEROL,144.219789,service,
FMLAB-2018,CHOLESTEROL (HDL),179.95567275000002,service,
FMLAB-2019,LIPID PROFILE,382.88446875,service,
FMLAB-2020,CHOLINESTERASE (PSEUDOCHOLINESTRASE) (S),191.4422895,service,
FMLAB-2021,COMPLEMENT (C3),394.37097525,service,
FMLAB-2022,COMPLEMENT (C4),394.37097525,service,
FMLAB-2023,CREATININE,123.799284,service,
FMLAB-2024,CREATININE CLEARANCE,293.5448145,service,
FMLAB-2025,CSF GLUCOSE,76.57689375,service,
FMLAB-2026,CSF PROTEIN,76.57689375,service,
FMLAB-2027,XYLOSE TEST,421.17297075,service,
FMLAB-2028,ELECTROLYTE CHLORIDE,382.88446875,service,
FMLAB-2029,ELECTROLYTE SODIUM,136.56215475,service,
FMLAB-2030,ELECTROLYTE POTASSIUM,136.56215475,service,
FMLAB-2031,ELECTROLYTES NA & K,268.01918325,service,
FMLAB-2032,"ELECTROLYTES NA,K,CL",382.88446875,service,
FMLAB-2033,SERUM PROTEIN ELECTROPHORESIS,382.88446875,service,
FMLAB-2034,HEMOGLOBIN ELECTROPHORESIS,382.88446875,service,
FMLAB-2035,LIPOPROTEIN ELECTROPHORESIS,185.060799,service,
FMLAB-2037,GGT,136.56215475,service,
FMLAB-2040,GLUCOSE RBS,86.78714625,service,
FMLAB-2041,"GLUCOSE ""FBS""",86.78714625,service,
FMLAB-2042,"GLUCOSE ""PPBS""",86.78714625,service,
FMLAB-2043,"GLUCOSE ""FBS & PPBS""",165.91665824999998,service,
FMLAB-2045,OGTT (ADULT NON-PREGNANT),301.20244875,service,
FMLAB-2046,GLYCOSYLATED HB.,245.04606,service,
FMLAB-2048,IMMUNOGLOBULIN A. ( IGA),301.20244875,service,
FMLAB-2049,IMMUNOGLOBULIN G. (IGG),330.55695225,service,
FMLAB-2050,IMMUNOGLOBULIN M. ( IGM),330.55695225,service,
FMLAB-2051,IMMUNOGLOBULIN E. ( IGE),330.55695225,service,
FMLAB-2052,"IMMUNOGLOBULIN G, A & M.",344.59607700000004,service,
FMLAB-2053,IRON,123.799284,service,
FMLAB-2054,LDH (Lactate Dehydrogenase),287.163324,service,
FMLAB-2055,LIPASE,165.91665824999998,service,
FMLAB-2056,MAGNESIUM (S & U),237.38842575,service,
FMLAB-2057,MICROALBUMINURIA,195.2710515,service,
FMLAB-2058,OCCULT BLOOD IN STOOL,89.33976449999999,service,
FMLAB-2060,PHOSPHORUS,63.81413325,service,
FMLAB-2063,PREGNANCY TEST SERUM,223.349301,service,
FMLAB-2064,SGOT (AST),123.799284,service,
FMLAB-2065,SGPT (ALTI),123.799284,service,
FMLAB-2066,SEMEN FRUCTOSE,255.25631249999998,service,
FMLAB-2068,STOOL ANALYSIS,86.78714625,service,
FMLAB-2069,T.I.B.C (TOTAL IRON BINDING CAPACITY),127.62815624999999,service,
FMLAB-2070,TOTAL PROTEINS,123.799284,service,
FMLAB-2072,TRIGLYCERIDES,179.95567275000002,service,
FMLAB-2073,UREA (BUN),114.86539575,service,
FMLAB-2074,UREA CLEARANCE,248.87493225,service,
FMLAB-2075,URIC ACID,114.86539575,service,
FMLAB-2076,URIC ACID CLEARANCE,127.62815624999999,service,
FMLAB-2077,URINE ANALYSIS,89.33976449999999,service,
FMLAB-2078,URINE ALBUMIN,191.4422895,service,
FMLAB-2079,URINE BILE PIGMENTS,51.0512625,service,
FMLAB-2080,URINE UROBILINOGEN,51.0512625,service,
FMLAB-2081,"URINE BENCE JONES PROTEIN(Light Chains ""K&L"")",51.0512625,service,
FMLAB-2082,URINE CALCIUM,114.86539575,service,
FMLAB-2083,URINE CREATININE,114.86539575,service,
FMLAB-2084,URINE KETONES,51.0512625,service,
FMLAB-2085,URINE SUGAR,38.288502,service,
FMLAB-2086,URINE SODIUM,76.57689375,service,
FMLAB-2087,URINE POTASSIUM,76.57689375,service,
FMLAB-2088,URINE AMYLASE,76.57689375,service,
FMLAB-2089,URINE URIC ACID,127.62815624999999,service,
FMLAB-2090,URINE PHOSPHORUS,140.391027,service,
FMLAB-2091,URINE CHLORIDE,102.102525,service,
FMLAB-2095,KETONES AND SUGAR IN URINE,51.0512625,service,
FMLAB-2096,CK ISOENZYMES,153.1537875,service,
FMLAB-2098,URINE UREA NITROGEN,76.57689375,service,
FMLAB-2101,HYDROXY PROLINE,357.3588375,service,
FMLAB-2107,OGTT SCREENING (PREGNANT),112.31277750000001,service,
FMLAB-2108,OGTT CONFIRMATION (PREGNANT),426.278097,service,
FMLAB-2112,CALCIUM,123.799284,service,
FMLAB-3001,17-KETOSTEROIDS,395.64733950000004,service,
FMLAB-3002,17-OXOGENIC STEROIDS,395.64733950000004,service,
FMLAB-3003,AFP (ALPHA FETO PROTEIN),330.55695225,service,
FMLAB-3004,C.E.A.,467.11910700000004,service,
FMLAB-3005,CA  125,474.77674125000004,service,
FMLAB-3006,CA  15-3,474.77674125000004,service,
FMLAB-3007,CA  19-9,474.77674125000004,service,
FMLAB-3008,CA  72-4,459.4613625,service,
FMLAB-3009,CORTISOL,236.11206149999998,service,
FMLAB-3010,ESTRADIOL (E2),331.83320625000005,service,
FMLAB-3011,ESTRIOL / OESTERIOL (E3),255.25631249999998,service,
FMLAB-3012,F.S.H.,373.95047025,service,
FMLAB-3013,FERRITIN,330.55695225,service,
FMLAB-3015,T4 FREE,301.20244875,service,
FMLAB-3016,HCG (HUMAN CHORIONIC GONADOTROPINS),331.83320625000005,service,
FMLAB-3017,HUMAN GROWTH HORMONE,445.42223775,service,
FMLAB-3018,INSULIN,376.5030885,service,
FMLAB-3019,L.H,255.25631249999998,service,
FMLAB-3020,PROGESTERONE,330.55695225,service,
FMLAB-3021,PROLACTIN  (PRL),330.55695225,service,
FMLAB-3022,PSA (TOTAL),460.7376165,service,
FMLAB-3023,T.S.H.,287.163324,service,
FMLAB-3028,TESTOSTERONE,330.55695225,service,
FMLAB-3029,"THYROID PROFILE (TSH, FT3, FT4)",880.63433325,service,
FMLAB-3030,VITAMIN B12 (CYANOCOBALAMIN),382.88446875,SERVICE,
FMLAB-3031,NEONATAL TSH,319.07044575000003,service,
FMLAB-3032,NEONATAL Free T4,319.07044575000003,service,
FMLAB-3033,STIMULATED GROWTH HORMONE,788.74206075,service,
FMLAB-3034,PSA (FREE),488.815866,service,
FMLAB-3036,COMPLEMENT 3 PROACTIVATOR,153.1537875,service,
FMLAB-3045,LEPTIN,537.31451025,service,
FMLAB-3047,STIMULATED GROWTH HORMONE (WITH GLUCOSE),855.108702,service,
FMLAB-3048,PROCALCITONIN,1021.0252499999999,service,
FMLAB-4001,ACETAMINOPHEN,408.4101,service,
FMLAB-4002,ALCOHOL (ETHANOL) (Serum ORUrine),359.91145575,service,
FMLAB-4003,AMPHETAMINE,191.4422895,service,
FMLAB-4004,BARBITURATES,197.82366975000002,service,
FMLAB-4005,BENZODIAZEPINES,408.4101,service,
FMLAB-4006,CANNABINOID,299.92619475000004,service,
FMLAB-4009,COCAINE,319.07044575000003,service,
FMLAB-4010,"COMPLETE DRUG SCREEN (AMP,CANNA,OPI,BENZ, COCAINE)",1212.4675395,service,
FMLAB-4011,DIAZEPAM (VALIUM),670.04779275,service,
FMLAB-4012,DIGOXIN,255.25631249999998,service,
FMLAB-4013,LITHIUM,299.92619475000004,service,
FMLAB-4014,"OPIATES (OPIUM, MORPHIN, HEROIN)",146.77240725,service,
FMLAB-4015,PHENOBARBITONE,299.92619475000004,service,
FMLAB-4016,PHENYTOIN,299.92619475000004,service,
FMLAB-4017,PRIMIDONE,484.98699374999995,service,
FMLAB-4019,THEOPHYLLINE,408.4101,service,
FMLAB-4021,ETHOSUXIMIDE (ZATROTIN),312.68895525000005,service,
FMLAB-4022,LIDOCAINE,338.2145865,service,
FMLAB-4023,N-ACETYLPROCAINAMIDE (NAPA) / PROCAINAMIDE,312.68895525000005,service,
FMLAB-5001,ANTI-NUCLEAR ABS (ANA),330.55695225,service,
FMLAB-5002,ASOT (Antistreptolysin O Titer),245.04606,service,
FMLAB-5004,ANTI-MITOCHONDRIAL ANTIBODY (AMA),209.31017625,service,
FMLAB-5005,ANTI-CMV IgG,467.11910700000004,service,
FMLAB-5006,ANTI-CMV IgM,467.11910700000004,service,
FMLAB-5007,ANTI-RUBELLA IgG,223.349301,service,
FMLAB-5008,ANTI-RUBELLA IgM,223.349301,service,
FMLAB-5009,TOXOPLASMA Abs (IgG),467.11910700000004,service,
FMLAB-5010,TOXOPLASMA Abs (IgM),373.95047025,service,
FMLAB-5011,ANTI- dsDNA ,409.686354,service,
FMLAB-5012,ANTI-SMOOTH MUSCLE,409.686354,service,
FMLAB-5013,ANTI-HAV TOTAL,243.76980600000002,service,
FMLAB-5014,ANTI-HAV IgM,330.55695225,service,
FMLAB-5015,ANTI-Hbc IgG (Hbc Abs.),243.76980600000002,service,
FMLAB-5016,ANTI-Hbc IgM,330.55695225,service,
FMLAB-5017,ANTI-HEPATITIS C (HCV),467.11910700000004,service,
FMLAB-5018,ANTI-HEPATITIS DELTA (IgM),510.51262499999996,service,
FMLAB-5022,BRUCELLA ABS.,216.96792075000002,service,
FMLAB-5023,CRP (C-REACTIVE PROTEIN),216.96792075000002,service,
FMLAB-5024,CAMPYLOBACTOR ABS. (JEJUNI & INTESTINALIS),606.23376975,service,
FMLAB-5026,"CHLAMYDIA TR. ABS. (IGG, IGA)",382.88446875,service,
FMLAB-5027,EBV IGM,510.51262499999996,service,
FMLAB-5028,ECHINOCOCCUS GRANULOSUS Abs.,510.51262499999996,service,
FMLAB-5030,Hbe - Ag,243.76980600000002,service,
FMLAB-5031,Hbe - Ab (ANTI-Hbe),243.76980600000002,service,
FMLAB-5032,HBs - Ab (ANTI-HBs),243.76980600000002,service,
FMLAB-5033,HBs - Ag,243.76980600000002,service,
FMLAB-5035,"""HEPATITIS """"B"""" MARKERS (HBS AG, ANTI-HBS, HBEAG, ANTI-HBE, ANTI-HBC""",778.5318082499999,service,
FMLAB-5039,HERPES I IGG,373.95047025,service,
FMLAB-5040,HERPES II IGG,373.95047025,service,
FMLAB-5041,HERPES VIRUS IGG (TOTAL),612.61515,service,
FMLAB-5042,HERPES VIRUS IGM (TOTAL),319.07044575000003,service,
FMLAB-5043,HIV Ag/Ab,405.857592,service,
FMLAB-5047,MONOSPOT TEST (Infect. Mononucleosis),121.24677600000001,service,
FMLAB-5048,MYCOPLASMA PNEUMONIAE ABS.,587.08951875,service,
FMLAB-5049,R.P.R. OR VDRL,123.799284,service,
FMLAB-5050,RF (RHEUMATOID FACTOR),216.96792075000002,service,
FMLAB-5051,ROTA VIRUS Ag IN STOOL,357.3588375,service,
FMLAB-5052,SCHISTOSOMA ABS. (Bilharzial Abs),357.3588375,service,
FMLAB-5053,TPHA,210.58643025000003,service,
FMLAB-5057,WIDAL TEST,243.76980600000002,service,
FMLAB-5058,"YERSINIA ABS. (IGA, IGG)",593.470899,service,
FMLAB-5062,HERPES I IGM,373.95047025,service,
FMLAB-5063,HERPES II IGM,373.95047025,service,
FMLAB-5064,"HEPATITIS ""E"" VIRUS Abs ",631.759401,service,
FMLAB-5065,HBS AG & HCV AB,446.698602,service,
FMLAB-5066,ACUTE HEPATITIS PROFILE,837.240705,service,
FMLAB-5072,PARIETAL CELL ANTIBODY (PCA),280.78194375000004,service,
FMLAB-5077,PROSTATIC SECRETION EXAM.,266.742819,service,
FMLAB-5078,ROSE WELLER,102.102525,service,
FMLAB-5081,PARVO VIRUS IGG,350.97745725000004,service,
FMLAB-5083,PARVO VIRUS IGM,350.97745725000004,service,
FMLAB-5085,HELICOBACTER PYLORI (STOOL) AG.,316.5178275,service,
FMLAB-5293,LISTERIA DNA BY PCR,350.97745725000004,service,
FMLAB-6001,ACID FAST BACILLI (AFB) SMEAR,165.91665824999998,service,
FMLAB-6003,"BLOOD C/S ( AEROBIC, ANAEROBIC)",373.95047025,service,
FMLAB-6004,BODY FLUID C/S,344.59607700000004,service,
FMLAB-6005,CSF C/S,344.59607700000004,service,
FMLAB-6006,EAR SWAB C/S,344.59607700000004,service,
FMLAB-6007,FUNGUS CULTURE,344.59607700000004,service,
FMLAB-6008,GRAM SMEAR,102.102525,service,
FMLAB-6009,HVS (HIGH VAGINAL SWAB)C/S,344.59607700000004,service,
FMLAB-6010,K.O.H. PREPARATION (FUNGUS EXAMINATION),136.56215475,service,
FMLAB-6011,MOUTH C/S,344.59607700000004,service,
