Service Code,Service Name, Price,NPHIES ID
FMENTE0003,AUDIOMETRY - SPEECH,342,11306-00-00
FMENTE0001,AUDIOMETRY (PURE TONE + SP),507,11306-00-00
FMENTE5005,FREE FIELD AUDIOMETRY,551,11306-00-00
FMENTE0011,PLAY AUDIOMETRY,507,11306-00-00
FMENTE0004,IMPEDANCEMETRY (T + ART + ARD),430,11324-00-01
FMENTE0015,IMPEDANCEMETRY STUDY,557,11324-00-01
FMENTE0042,TYPANOMETRIC  STUDY,270,11324-00-01
FMENTE0007,ELECTRONYSTAMOGRAPHY - ENG,1003,11339-00-00
FMENTE6044,VEMPS VESTIBULAR EVODES MYOGENIC POTENTIALS,750,11339-00-00
FMENTE6045,VIDEO NYSTAGMOGRAPHY(VNG),1003,11339-00-00
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,309,11503-13-00
FMINT-0059,THORACIC GAS VOLUME,309,11503-13-00
FMPDT-0087,"ALLERGY INHALATION PROVOCATION TST,EACH LLGN,INCL.CRTL PTNT",198,11503-17-00
FMINT-0060,PROVOCATION CHALLENGE,744,11503-17-00
FMINT-0052,INHANCED RESPIROMETRY,309,11506-00-00
FMINT-0053,M V V,94,11506-00-00
FMINT-0026,PULMONARY FUNCTION TEST,353,11506-00-00
FMPTD-0121,SPIRO METER AIR INCENTIVE,50,11506-00-00
FMPDT-0181,SPIROMETRY,149,11506-00-00
FMPDT-0182,SPIROMETRY B D,232,11506-00-00
FMPDT-0121,MEASURING OF CENTRAL VENOUS    PRES.INFANT TO 2 YRS-24HRS,248,11600-02-00
FMPDT-0122,MEASURING OF CENTRAL VENOUS    PRESS.-CHILD OVER 2YRS. 24HRS,320,11600-02-00
FMPDT-0076,CONT. MAN CONTROL OF B.P. BY   MONITOR UP TO 24 HRS,557,11600-03-00
FMPDT-0158,PULSE OXIMETER  4  - 12 HOURS,248,11600-03-00
FMPDT-0159,PULSE OXIMETER 12 - 24 HOURS,408,11600-03-00
FMPDT-0070,SCHELLONG-TEST (B.P. TEST),138,11600-03-00
FMPDT-0163,USE OF DINAMAP B/P PEDIATRIC,55,11600-03-00
FMNEP-0035,E.C.G.,200,11700-00-00
FMERDA0093,E.C.G. ANALYZER,176,11700-00-00
FMCAR-0009,E.C.G. FOR INPATIENT,165,11700-00-00
FMOHU-0001,E.C.G. PORTABLE,165,11700-00-00
FMMTR-0003,E.C.G. WITH ERGOMETRY,1097,11700-00-00
FMFMD-0002,ECG,200,11700-00-00
FMNUR-0042,ECG DONE BY NURSE ON THE WARD,138,11700-00-00
FMICU-0007,ECG PORTABLE,165,11700-00-00
FMCAR-0021,48 HOURS AMBULATORY BY MONITORING,772,11708-00-00
FMPDT-0145,CONT. CNTRL.PLSE. ECG 5-12 HRS,408,11708-00-00
FMPDT-0146,CONT.CNTRL.PLSE. ECG 13-24 HRS,706,11708-00-00
FMCARS0030,EXTENDED AMBULATORY ECG MONITORING FOR SEVEN DAYS,1817,11708-00-00
FMNEP-0024,SUDDEN USE OF ECG MONITORING,94,11708-00-00
FMPDT-0144,CONT. CONTRL. PLSE. ECG 1-4 HR,160,11712-00-00
FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),2040,11712-00-00
FMCAR-0007,TREADMILL EXERCISE STRESS TEST,1240,11712-00-00
FMCAT-0001,EXTERNAL PACEMAKER USE/DAY,221,11718-00-00
FMCAT-0038,PERMANENT PACEMAKER PROGRAMMING,221,11718-00-00
FMPDT-0077,CONT. MAN.CONTROL OF PULSE UP  TO 12 HRS,320,11722-00-00
FMPDT-0078,CONT.CONTROL OF PULSE BY       MONITOR UP TO 24 HRS,408,11722-00-00
FMPDT-0010,HEART MONITOR - 24 HOURS,474,11722-00-00
FMPTD-0044,TILT TABLE - IP,149,11724-00-00
FMPTD-0043,TILT TABLE - OP,105,11724-00-00
FMENDE0070,INSERTION OF PH CAPSULE,1218,11810-00-00
FMENDE0019,OESOPHAGEAL PH MONITORING      24 HOURS,1483,11810-00-00
FMENDE0020,OESOPHAGEAL PH MONITORING      3 HOURS,744,11810-00-00
FMENDE0065,OESOPHAGEAL PH MONITORING (24HRS BY CATHETER),1819,11810-00-00
FMENDE0066,OESOPHAGEAL PH MONITORING (48 HRS),2420,11810-00-00
FMENDE0072,PH METRY WIRELESS (48 HRS),3627,11810-00-00
MTURO-0019,COMPLETE URODYNAMIC EVAL. FOR NEUROPATHIC BLADDER,2222,11900-00-00
FMPDT-0013,URINE BAG (COLLECTOR),39,11900-00-00
FMURO-0121,URO DYNAMIC STUDY,910,11900-00-00
FMURO-0129,UROFLOWMETERY,342,11900-00-00
FMNUR-0059,BLADDER IRRIGATION (FLUSHING),50,11921-00-00
FMURO-0054,BLADDER WASHOUT,413,11921-00-00
FMDER-0064,URETHERAL IRRIGATION,105,11921-00-00
FMPDT-0086,"ALLERGY NASAL-PROVOCATION TEST EACH ALLERGN,INCL.CONTROL PTNT",160,12000-00-00
FMENTN0006,ALLERGY PRICK TEST,524,120000000
FMPDT-0020,ALLERGY SKIN TEST (PRICK TEST) 1-5 ALLERGIES,237,12000-00-00
FMPDT-0021,ALLERGY SKIN TEST (PRICK TEST) SIX AND MORE ALLERGIES,320,12000-00-00
FMDER-0031,DERMO TEST,200,12000-00-00
FMLABM0034,RAST - SPECIFIC (8 PANELS),1599,12000-00-00
FMDER-0068,SENSITIVITY TEST,430,12000-00-00
FMENTN2067,SKIN TEST FOR NASAL ALLERGY,639,12000-00-00
FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",507,12021-00-00
FMDER-0023,SKIN PATCH TEST,689,12021-00-00
FMXRY-0704,DBM FOR HAND,165,12306-00-00
FMXRY-0329,OSTEO C.T. FOLLOW UP,1103,12306-00-00
FMENDE0073,H-PYLORI BREATH TEST,458,12533-00-00
FMENDE0074,UBT,342,12533-00-00
FMNEP-0010,CONTINEOUS ARTERO-VEINE HEMO-  DIALYSIS,2949,13100-00-00
FMNEP-0043,HEMODIALYSIS 12 SESSION PACKAGE DEAL,2525,13100-00-00
FMNEP-0041,HEMODIALYSIS ONE SESSION  PACKAGE DEAL,458,13100-00-00
FMNEP-0042,HEMODIALYSIS ONE SESSION PACKAGE DEAL,375,13100-00-00
FMNEP-0013,HEMODIALYSIS TYPE A1 (8SE),5292,13100-00-00
FMNEP-0014,HEMODIALYSIS TYPE A2 (12SE),7718,13100-00-00
FMNEP-0015,HEMODIALYSIS TYPE B1 (24SE),14972,13100-00-00
FMNEP-0016,HEMODIALYSIS TYPE B2 (36SE),21796,13100-00-00
FMNEP-0017,HEMODIALYSIS TYPE C1 (48 SE),28169,13100-00-00
FMINT-0018,HEMODIALYSIS TYPE C2 (72SE),34786,13100-00-00
FMNEP-0026,REG.HEMODIALYSIS STAND.INVEST.,1555,13100-00-00
FMNEP-0002,REGULAR HEMODIALYSIS,744,13100-00-00
FMNEP-0003,REGULAR HEMODIALYSIS W/ STAND.,1114,13100-00-00
FMNEP-0027,URGENT HEMO.(PAT.W/VASC.ACCESS,2321,13100-00-00
FMNEP-0004,URGENT HEMODIALYSIS (PATIENT   HAS VASCULAR ACCESS,1483,13100-00-00
FMNEP-0005,URGENT HEMODIALYSIS + FEMORAL  VEIN SUBCLAVIAN VEIN CATH. VAS,2321,13100-00-00
FMNEP-0029,URGENT PERIT.DIALYS.INTRA.CATH.,4636,13100-06-00
FMNEP-0006,URGENT PERITONEAL DIALYSIS     INTRA PERITONIAL CATHETER,4410,13100-06-00
FMERDA0042,FIXATION OF AGRYL CATHETER,744,13109-00-00
FMSUR-0067,PERMANENT FIXATN OF PERITONEALCATHETER BETW,1538,13109-00-00
FMNEP-0008,TINKOFF CATHETER PLACEMENT,1775,13109-00-00
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC  OOCYTE RETRIEVAL,8099,13212-01-00
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL   (LAP.),1166,13212-01-00
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS- FER ( (GIFT),8678,13215-00-00
FMOBG-0061,GIFT IVF PACKGE DEAL 2ND CLASS,2282,13215-00-00
FMIVF-0015,GIFT-A-PACKAGE DEAL,1166,13215-00-00
FMIVF-0016,GIFT-B-PACKAGE DEAL,7520,13215-00-00
FMIVF-0020,IVF-GIFT COMBINED,9836,13215-00-00
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1166,13215-00-00
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,8678,13215-00-00
FMIVF-0002,PERITONEAL OOCYTE AND SPERM   TRANSFER (POST),4631,13215-00-00
FMOBG-0064,EMBRYO TRANSFER,1654,13215-01-00
FMIVF-0052,EMBRYO TRANSFER (REPEAT),967,13215-01-00
FMIVF-0051,EMBRYO TRANSFER1,1927,13215-01-00
FMIVF-0062,FROZEN THOWED E.T.,2199,13215-01-00
FMIVF-0046,MOCK TRANSFER,252,13215-01-00
FMIVF-0019,ZIFT-B-PACKAGE DEAL,8099,13215-02-00
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS- FER (ZIFT)\,9253,13215-02-00
FMOBG-0062,GIFT IVF PACKGE DEAL 3RD CLASS,1823,13215-03-00
FMOBG-0060,GIFT IVF PACKGE DEAL IST CLASS,3192,13215-03-00
FMXRY-0507,I.V.F. 1 VISIT,342,13215-03-00
FMIVF-0049,ARTIFICIAL INSEMINATION,1158,13221-00-00
FMIVF-0058,ARTIFICIAL INSEMINATION 1,1761,13221-00-00
FMIVF-0001,ARTIFICIAL INSEMINATION OF    HUSBAND (AIH),595,13221-00-00
FMOBG-0066,SEMEN WASH & SWIM UP,240,13221-00-00
FMIVF-0061,ICSI PROCEDURE,10534,13251-00-00
FMIVF-0048,ICSI PROCERDURE,9592,13251-00-00
FMIVF-0060,ICSI WITHOUT E.T.,7024,13251-00-00
FMIVF-0044,ICSI WITOUT ET,5933,13251-00-00
FMCARS0001,CARDIO VERSION (DC SHOCK),1125,13400-00-00
FMOHU-0007,DEFEBRILATOR SHOCK,309,13400-00-00
FMPDT-0092,REANIMATION INCL.RESPIR. &     EXTRATHOR.HT.MSG./CARDIOVERTER,1257,13400-00-00
FMPDT-0081,CHANGE OF I.V.FLUID (BLOOD OR  BLOOD PRODUCT) NEXT BOTTLE,160,13706-01-00
FMPDT-0048,INSERTION OF I.V. BLOOD        BLOOD PRODUCTS W/O BIO TEST,94,13706-01-00
FMNEP-0025,PLASMA PHARESIS (TPE),4636,13750-00-00
FMNEP-0031,PLASMAPHARESIS,1406,13750-00-00
FMLAB-1071,THERAPEUTIC PLASMA EXCHANGE,3859,13750-00-00
FMLAB-1101,THERAPEUTIC PLASMA EXCHANGE (TPE),5909,13750-00-00
FMLAB-1036,DONOR BLEEDING,137,13757-00-00
FMPDT-0025,VENESECTION,298,13757-00-00
FMLAB-6047,CVP TIPS C/S,278,13815-00-00
FMNUR-0022,I.V. CENTRAL CATHETER,154,13815-00-00
FMPDS-0004,VENOUS CUTDOWN,458,13815-00-00
FMPDT-0123,APPLICATN OF JUGULAR OR SUBCLA CATHETER-BABY TO 3YRS,248,13815-01-00
FMNEP-0021,CENTRAL VEIN CATHETER FOR IV,320,13815-01-00
FMNEP-0040,DOUBLE LUMEN INSERTION,1257,13815-01-00
FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,832,13815-01-00
FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,342,13815-01-00
FMSUR-0257,INSERTION OF RT. INT. JUGULAR PERMI-CARTHETER,3258,13815-01-00
FMANA-0017,INSERTION OF SUB_CLAVIAN CATH.,276,13815-01-00
FMNUR-0037,INSERTION OF SUBCLAVIAN CATH.,309,13815-01-00
FMVAS-0021,INSERTION PERMICATH,1985,13815-01-00
FMNEP-0032,PERM CATHETHER FOR HEMODIALYSIS,2106,13815-01-00
FMPTD-0120,ABG EXTRACTION,44,13842-00-00
FMPTD-0116,ABG HEPARINIZED SYRINGE,28,13842-00-00
FMINTR0014,ADULT ABG EXTRACTION,127,13842-00-00
FMPDT-0024,BLOOD EXTRACTN BY DOCTOR FOR   LAB PURPOSES FM JUGULAR VEIN,66,13842-00-00
FMPDT-0023,BLOOD EXTRACTN FOR LAB PURPOSE CUBITAL VN OR PERIPHERAL VN,66,13842-00-00
FMPDT-0057,ENDOTRACHEAL INTUBATION OF NB  & BABY INCL SHORT RESPIRATION,794,13882-00-00
FMPDT-0004,ENDOTRACHEAL INTUBATN OF CHILD INCLUDING SHORT RESPIRATION,706,13882-00-00
FMPTD-0119,PORTABLE VENTILATOR OXYLOG PER HOUR,88,13882-00-00
FMDER-0079,PUVA SECOND COURSE,1273,14050-00-00
FMDER-0080,PUVA SUCCEEDING COURSE,910,14050-00-00
FMDER-0032,PUVA THERAPY,259,14050-00-00
FMDER-0075,PUVA THERAPY PKG 10 SESSIONS,1803,14050-00-00
FMDER-0170,REGIONAL PUVA MOBILE/SESSION,187,14050-00-00
FMDER-0127,UVA REGIONAL SUCEEDING COURSE,838,14050-00-00
FMPTD-0001,ULTRAVIOLET - OP,105,14050-01-00
FMDER-0124,UVL 15 SESSIONS,1637,14050-01-00
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,1637,14050-02-00
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,1152,14050-02-00
FMDER-0033,NARROW BAND THERAPY,187,14050-02-00
MTDER-0013,VASCULAR LASER - SMALL,1483,14100-00-00
MTDER-0014,VASCULAR LASER MEDIUM,2227,14100-00-00
EXDER-0013,VASCULAR LASER SMALL,1125,14100-00-00
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,138,14200-00-00
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,198,14200-00-00
FMPDT-0109,STOMACH WASHING OR INDUCED     VOMITING W/ EXTRACT IPECAC.,408,14200-00-00
FMONC-0010,CANCER THYROID (ABLATIVE DOSE),4261,15000-00-00
FMOPTE0010,TREATMENT WITH BETA RAYS,419,15000-00-00
FMPTD-0002,ULTRAVIOLET - IP,105,15000-00-00
FMENTR0006,RDO. FREQ. APPL. TO INFER. TUR,3360,15342-00-00
FMENTR0004,RDO. FREQ. APPL. TO THE TONGUE,2806,15342-00-00
FMENTR0003,RDO. PREQ. APPL. TO THE PALAT],2806,15342-00-00
FMENTR0005,RDO.FREQ.APPL.TO THE INFER. TU,3360,15342-00-00
FMXRY-0333,C.T. SIMULATION FOLLOW UP,1103,15506-01-00
FMXRY-0332,C.T. SIMULATION WITH CONTRAST,1323,15506-01-00
FMXRY-0331,C.T. SIMULATION WITHOUT CONTRA,1103,15506-01-00
FMONC-0068,HALF BODY 6-8-FRACTION,1830,15600-02-00
FMONC-0062,ONE FRACTION HALF BODY,706,15600-02-00
FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,13974,16015-00-00
FMONC-0017,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PACKAGE,865,16015-00-00
FMONC-0016,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PKG (3 SESSION),695,16015-00-00
FMONC-0014,STRONIUM BETA IRRADIATION,524,16015-00-00
FMONC-0015,STRONIUM BETA IRRADIATION      AFTER OPERATION (EACH SESSION),281,16015-00-00
MTOBG-0004,CERCLOGE SUTURE OF CERVIX,2625,16511-00-00
OBG-0014,Mcdonal Suture,2696,16511-00-00
OBG-0006,Shirodkar Suture,3371,16511-00-00
FMOBG-0152,CERLAGE SUTURE REMOV.W/O ANAES THESIA,240,16512-00-00
FMOBG-0188,REMOVAL OF CERCLAGE SUTURE     (WITH OUT ANESTHISIA),174,16512-00-00
MTOBG-0005,REMOVAL OF CERCLOGE SUTURE,587,16512-00-00
FMOBG-0048,REMOVAL OF INCERCLAGE  SUTURE,480,16512-00-00
FMOBG-0014,LOWER SEG. CAESAREAN SECTION,3043,16520-02-00
FMOBG-0020,LOWER SEG. CAESARIAN SECTION-  TWIN DELIVERY,3647,16520-02-00
FMOBG-0134,LOWER SEG. UTERINE CAESARIAN   SECTION - REPEATED,2737,16520-02-00
OBG-0036,C.S. IUFD Delivery,11235,16520-04-00
OBG-0034,Caesarian Section Twins ,13482,16520-04-00
OBG-0028,Ceasarian Section ,10449,16520-04-00
OBG-0044,Ceasarian Section-Recurrent ,11235,16520-04-00
FMOBG-0019,TRIPLETS DELIVERY,2282,16520-04-00
OBG-0008,D & C / ERPC ,3371,16564-00-00
FMOBG-0022,EVACUATION OF RTND PROD. OF    CONCEPTION,914,16564-00-00
FMOBG-0204,AMNIOCENTESIS,1137,16600-00-00
FMOBG-0215,EARLY OR LATE AMNIOCENTESIS,1426,16600-00-00
FMOBG-0216,CHORIONIC VILLOUS SAMPLE (CVS),1902,16603-00-00
FMOBG-0207,CHORIONIC-VELLOUS SAMPLING,905,16603-00-00
FMDER-0239,BOTOX INJ.FOR HYPERHYDROSIS TESTDOSE,336,18360-01-01
FMDER-0237,BOTOX INJ.FOR WRINKLE DEEP,2106,18360-01-01
FMDER-0240,BOTOX INJ.FOR WRINKLE TEST DOSE,336,18360-01-01
FMDER-0236,BOTOX INJ.HYPERHYDROSIS FOR FACE,1830,18360-01-01
FMNUM-0049,BOTOX INJECTION,265,18360-01-01
FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,232,18360-01-01
FMPDT-0033,INTRACARDIAL INJECTION,198,18360-01-01
FMORT-0777,OZON INJECTION,408,18360-01-01
FMNUR-0043,ENDOTRACHEAL CATHERIZATION,320,22007-00-00
FMSUR-0008,ENDOTRACHEAL INTUBATION,342,22007-00-00
FMNUR-0019,ENDOTRACHEAL TUBE,83,22007-00-00
FMERDA0048,INTUBATION FEE,198,22007-00-00
FMPDTO0004,COLD COMPRESS WITH VOLTAREN,105,22065-00-10
FMNUR-0062,COLD PACK APPLICATION,121,22065-00-10
FMPTD-0004,INFRARED - IP,105,22065-00-40
FMPTD-0003,INFRARED - OP,105,22065-00-40
FMNUR-0032,STEAM INHALATION (EXCLUDING    MEDICINE),88,22065-00-60
FMPTD-2084,STEAM OP-IP,171,22065-00-60
MTNUR-0009,COLD COMPRESS,94,22065-00-90
FMPDTO0005,COLD COMPRESS W/TYLENOL 100MG,105,22065-00-90
FMPDTO0006,COLD COMPRESS W/TYLENOL 200MG.,105,22065-00-90
FMPDTO0007,COLD COMPRESS W/TYLENOL 350MG,105,22065-00-90
FMPTD-2088,ICE PACK LARGE,105,22065-00-90
FMPTD-2089,ICE PACK SMALL,77,22065-00-90
FMPSDH0008,"BURN DRESSING , 5%",187,30010-00-10
FMERDA0008,BURN DRESSING 5 %,248,30010-00-10
FMERDA0011,BURN DRESSING 5 - 10%,320,30010-00-20
MTSUR-0016,DRESSING OF BURNS UP TP 10%,673,30010-00-20
FMPSDH0004,BURN DRESSING > 30 %,1803,30014-00-00
FMPSDH0006,BURN DRESSING 10 - 20%,910,30014-00-00
FMPSDH0005,BURN DRESSING 20 - 30%,1450,30014-00-00
MTPSD-0021,DRESSING  OF BURNS (G.A. 10 %),1483,30014-00-00
MTPSD-0020,DRESSING OF BURNS (G.A. 10%),1191,30014-00-00
FMSUR-0106,DRESSING OF BURNS UPTO 10%AREA,518,30014-00-00
FMPDT-0114,INCISION & REMOVAL OF BLISTER  BY LGE.BURNING/SCALDING SKIN,121,30017-00-10
FMPDT-0113,INCISION & REMOVAL OF BLISTER  BY SMALL BURNING/SCALDING SKIN,121,30017-00-10
MTSUR-0037,2ND SUTURE WITH ANAESTHESIA,1114,30026-00-10
MTSUR-0036,2ND SUTURE WITHOUT ANAESTHESIA,309,30026-00-10
FMORT-0579,2NDARY SUTURING OF WOUND 2ND   GRADE,645,30026-00-10
FMERDA0014,DEEP CUT WOUND MEDIUM ( 5 - 10 STITCHES),248,30026-00-10
FMPSDF0023,FINGER TIO RECONSTRUCTION (GA),744,30026-00-10
MTPSD-0038,FINGER TIP RECONSTRUCTION FOR ONE FINGER (G.A.),1406,30026-00-10
FMPSD-0011,REPAIR OF CUT WOUND,568,30026-00-10
FMPSDE0010,REPAIR OF LACERATIONS OF,2690,30026-00-10
FMPSDF0012,REPAIR OF MINOR LACERATION OF  HAND,1444,30026-00-10
MTPSD-0008,REPAIR OF MINOR LACERATION OF HAND,2222,30026-00-10
MTPSD-0009,REPAIR OF MODERATE LACERATION OF HAND,2222,30026-00-10
FMCTSS0022,REPAIR OF WOUND DEHESENCE,4052,30026-00-10
FMVAS-0040,SECONDARY SUTURES,899,30026-00-10
FMORT-0578,SECONDARY SUTURING OF WOUND 1ST GRADE,650,30026-00-10
FMERDA0029,SUB. CUT WOUND SMALL(3-5 STITCHES),110,30026-00-10
MTSUR-0061,SUPERFICIAL CUT WOUND SMALL (3-5 STITCHES),121,30026-00-10
FMORT-0413,SUPERFICIAL CUT WOUND-SMALL    (3-5 STITCHES),138,30026-00-10
FMSUR-0186,SUPERFICIAL CUT WOUND-SMALL   (3-5 STITCHES),904,30026-00-10
FMERDA0072,SUTURING 1-3 SUTURES,88,30026-00-10
FMORT-0417,DEEP CUT WOUND - MEDIUM        (5-10 STITCHES),353,30026-00-20
FMPSDF0013,REPAIR OF MODERATE LACERATION  OF HAND,2111,30026-00-20
FMERDA0028,SUB.CUT WOUND MEDIUM (5 - 10   STITHES),160,30026-00-20
MTSUR-0060,SUPERFICIAL CUT WOUND MEDIUM (5-10 STITCHES),171,30026-00-20
FMORT-0414,SUPERFICIAL CUT WOUND-MEDIUM   (5-10 STITCHES),198,30026-00-20
FMSUR-0187,SUPERFICIAL CUT WOUND-MEDIUM  (5-10) STITCHES,171,30026-00-20
FMNUR-0018,DEEP CUT WOUND - LARGE         (10 - 20 STITCHES),309,30026-00-30
FMORT-0418,DEEP CUT WOUND - LARGE (10-20 STITCHES),441,30026-00-30
FMSUR-0190,DEEP CUT WOUND LARGE ( 5 - 10 STITCHES),265,30026-00-30
MTSUR-0009,DEEP CUT WOUND LARGE (10-15 STITCHES),270,30026-00-30
FMORT-0416,DEEP CUT WOUND SMALL  3-5 STITCHES,232,30026-00-30
FMSUR-0191,DEEP CUTWOUND LARGE(10 20 ) STICHES,331,30026-00-30
FMPSDF0014,REPAIR OF MAJOR LACERATION OF HAND,2867,30026-00-30
FMORT-0415,SUPERCIAL CUT WOUND - LARGE    (10-20 STITCHES),353,30026-00-30
FMSUR-0188,SUPERFICIAL CUT WOUND-LARGE   (10-20 STITCHES),265,30026-00-30
MTSUR-0011,DEEP CUT WOUND SMALL 3-5 STITCHES,243,30029-00-10
FMENTO0003,SUTURE OF LACERATION OF SOFT - PALATE,606,30029-00-10
DNT-0004,CLOSURE OF  FACIAL LACERATION,7415,30032-00-10
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,154,30032-00-10
FMDNTS0102,REPAIR OF LACERATION  ORAL    MUCOSA (MODERATE),1823,30032-00-10
FMENTE2003,REPAIR OF EARING TEAR OF EAR   LOBE,518,30052-00-01
FMPSDC0007,SUTURE OF LACERATION OF        EXTERNAL EAR,2111,30052-00-01
MTPSD-0011,SUTURE OF LACERATION OF EXTERNAL EAR,2222,30052-00-01
FMENTE2004,SUTURE OF LACERATION OF EXTRNL EAR (PER SUTURE),160,30052-00-01
FMERDA0033,SUTURE OF LACERATN EXTERNL EAR,182,30052-00-01
FMOPTC0013,MAJOR LID LACERATION,1306,30052-01-01
MTOPT-0032,SUTURE OF CUT WOUND 1 STETCH,154,30052-01-01
FMPSDA0010,REPAIR OF BIG DEFECPT OF LOWER LIP,4282,30052-02-00
FMDNTS0098,REPAIR OF LACERATION UPPER OR LOWER LIP (MILD),1825,30052-02-00
FMDNTS0099,REPAIR OF LACERATION UPPER OR LOWER LIP (MODERATE),2526,30052-02-00
FMDNTS0100,REPAIR OF LACERATION UPPER OR LOWER LIP (SEVERE),2737,30052-02-00
FMPSDA0018,REPAIR OF LACERATIONS OF UPPER & LOWER LIP,1836,30052-02-00
FMENTO0001,SUTURE OF LACERATION OF LIP    (EACH),127,30052-02-00
FMERDA0034,SUTURE OF LACERATN OF LIP (EA),127,30052-02-00
FMPSDB0005,REPAIRT OF SOFT TISSUE LACIRATION OF NOSE,2690,30052-03-00
FMENTN0001,SUTURE OF LACERATION OF NOSE   (EACH),127,30052-03-00
FMERDA0035,SUTURE OF LACERATN IN THE NOSE,160,30052-03-00
FMOPTA0011,DRESSING,66,30055-00-00
FMURO-0056,DRESSING OF WOUND,171,30055-00-00
FMDNTS0122,DRESSING OF WOUND (SMALL),176,30055-00-00
FMPSDH0010,WOUND DRESSING MODERATE,143,30055-00-00
FMPDT-0124,APPLICATN DRESSING TO 2NDARY  HEALING SM.INFECTD WOUND 3YRS,72,30055-00-10
FMPDT-0125,APPLICATN OF DRESSING TO SMALL2NDARY HEALING WOUND 4+YRS,72,30055-00-10
MTVAS-0012,DIABETIC FOOT DRESS (SMALL),110,30055-00-10
MTNEU-0007,DRESSING MINOR,66,30055-00-10
FMORT-0422,DRESSING OF SMALL WOUND,83,30055-00-10
MTSUR-0019,DRESSING OF THE WOUND (SMALL),55,30055-00-10
MTVAS-0005,DRESSING OF WOUND (SMALL)-vas_,61,30055-00-10
FMSUR-0192,DRESSING OF WOUNDS (SMALL),55,30055-00-10
MTNUR-0005,DRESSING SMALL,50,30055-00-10
FMERDA0050,MINI DRESSING PACK,77,30055-00-10
FMINT-0063,MINOR DRESSING,50,30055-00-10
FMDER-0083,OCCLUSIVE DRESSING SMALL,99,30055-00-10
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,138,30055-00-10
FMNEU-0063,SMALL DRESSING,77,30055-00-10
FMDER-0092,WOUND  DRESSING SMALL,66,30055-00-10
FMPSDH0011,WOUND DRESSING SMALL,105,30055-00-10
FMORT-0423,DRESING OF WOUND MEDIUM,132,30055-00-20
MTNUR-0006,DRESSING MEDIUM,94,30055-00-20
MTNEU-0006,DRESSING MODERATE,94,30055-00-20
MTSUR-0018,DRESSING OF THE WOUND (MEDIUM),72,30055-00-20
FMDNTS0123,DRESSING OF WOUND (MEDIUM),342,30055-00-20
FMSUR-0193,DRESSSING OF WOUND (MEDIUM),72,30055-00-20
FMERDA0066,MEDIUM DRESSING,94,30055-00-20
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,132,30055-00-20
FMDER-0093,WOUND DRESSING MEDIUM,77,30055-00-20
FMPDT-0126,"APPLICATN OF DRESSING TO LARGE2NDARY,HEALING WOUND UPTO 3YRS",138,30055-00-30
FMPDT-0127,APPLICATN OF DRESSING TO LARGEWOUND 2NDARY HEALING-4+ YEARS,94,30055-00-30
FMNEU-0064,BIG DRESSING,200,30055-00-30
MTVAS-0013,DIABETIC FOOT DRESSING (LARGE),165,30055-00-30
MTNUR-0007,DRESSING LARGE,132,30055-00-30
MTNEU-0005,DRESSING MAJOR,154,30055-00-30
MTSUR-0017,DRESSING OF THE WOUND (LARGE),105,30055-00-30
FMDNTS0124,DRESSING OF WOUND (LARGE),513,30055-00-30
MTVAS-0006,DRESSING OF WOUND (LARGE)-vas-,94,30055-00-30
FMORT-0424,DRESSING OF WOUND LARGE,342,30055-00-30
FMNUR-0006,LARGE DRESSING,154,30055-00-30
FMINT-0064,MAJOR DRESSING,72,30055-00-30
FMDER-0085,OCCLUSIVE DRESSING LARGE,259,30055-00-30
FMPSDA0041,SILICONE GEL SHEET MAJOR SIZE,331,30055-00-30
FMDER-0094,WOUND DRESSING LARGE,105,30055-00-30
FMPSDH0009,WOUND DRESSING MAJOR,187,30055-00-30
FMOPTE0003,NEGLECTED CORNEAL F.B,342,30061-02-01
MTOPT-0012,REMOVAL OF CORNEAL FOREIGN BODY,171,30061-02-01
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,214,30061-02-01
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,198,30061-04-01
