Service Code,Service Name, Price,NPHIES ID
FMXRY-0061,HIPF SCHNEIDER POS. ONE SIDE,165.0,57712-00-11
FMXRY-0062,FEMUR AP. LAT.,132.0,57518-00-11
FMXRY-0063,KNEE AP. LAT.,132.0,57518-01-11
FMXRY-0064,BOTH KNEES AP STANDING,176.0,57518-01-12
FMXRY-0065,"BOTH KNEES AP.,LAT.",319.0,57518-01-12
FMXRY-0066,KNEE AP. LAT.SP.VIEW,187.0,55828-00-01
FMXRY-0067,KNEE TUNNEL FRIK POSITION,132.0,57518-01-11
FMXRY-0068,KNEE STRESS (ONE SIDE),110.0,57518-01-11
FMXRY-0069,SKYLINE VIEW FOR PATELLA,110.0,57518-01-11
FMXRY-0070,TIBIA/FIBULA AP. & LAT. VIEWS ,165.0,57518-02-01
FMXRY-0071,ANKLE AP LATERAL,132.0,57518-03-11
FMXRY-0072,ANKLE AP LATERAL OBL.,165.0,57518-03-11
FMXRY-0073,ANKLE STRESS BOTH SIDES,286.0,57518-03-11
FMXRY-0074,OS-CALSIS (HEEL)TANGENTIAL LAT,132.0,57518-04-11
FMXRY-0075,FOOT AP LAT.,132.0,57518-04-11
FMXRY-0076,"FOOT AP, LAT. & OBL.",231.0,57518-04-21
FMXRY-0077,FOOT TANG/LAT IN STANDING,127.0,57518-04-11
FMXRY-0078,BOTH FEET AP LAT. IND STANDING,242.0,57518-04-12
FMXRY-0079,TOES AP LATERAL OBL.,182.0,57518-04-11
FMXRY-0080,CHEST PA VIEW OR LAT.,88.0,55812-00-00
FMXRY-0081,CHEST PA LAT. VIEWS,143.0,58500-00-20
FMXRY-0082,CHEST PA LAT. & DECUBITUS,297.0,58500-00-20
FMXRY-0083,CHEST PA LAT. OBL.,297.0,58500-00-30
FMXRY-0084,CHEST-LAT W/BARRIUM,220.0,58500-00-10
FMXRY-0085,CHEST APICAL VIEW,160.0,58500-00-10
FMXRY-0086,ABDOMEN FLAT (KUB),99.0,58700-00-00
FMXRY-0087,ABDOMEN ERECT.,99.0,58900-00-90
FMXRY-0088,ABDOMEN FLAT.ERECT/DECUBITUS,286.0,58900-00-30
FMXRY-0089,PELVIMETRY,220.0,59503-00-00
FMXRY-0090,PANORAMA,220.0,97022-00-00
FMXRY-0091,CEPHALOMETRIC 1 VIEW,143.0,57902-00-00
FMXRY-0092,CEPHALOMETRIC 2 VIEWS,220.0,57902-00-00
FMXRY-0093,PANORAMA & CEPHALOMETRIC ONE VIEW,319.0,57902-00-00
FMXRY-0094,PANORAMA & CEPHALOMETRIC TWO VIEW,369.0,57902-00-00
FMXRY-0096,OPERATING ROOM CHARGE  30 MTS,550.0,99999-99-99
FMXRY-0097,FLUROSCOPY CHARGE CHARGE 5 MTS,550.0,60503-00-00
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,160.0,90909-00-00
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,275.0,90909-00-00
FMXRY-0100,COMPLETE LIMB ONE SIDE,319.0,57524-02-01
FMXRY-0101,COMPLETE LIMB BOTH SIDES,605.0,57524-02-02
FMXRY-0102,BABYGRAM,424.0,55700-01-00
FMXRY-0103,WHOLE BODY BONE SURVEY,710.0,58306-00-00
FMXRY-0104,ADDITIONAL CHARGE EACH FILM,83.0,83700-00-00
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,143.0,60503-00-00
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,286.0,60503-00-00
FMXRY-0107,FLUROSCOPY IN O.R. 15 MINUTES,358.0,60503-00-00
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,220.0,57921-00-00
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,319.0,58909-00-00
FMXRY-0202,BA. SWALLOW (ESOP) DOUBLE CONT,330.0,58909-00-00
FMXRY-0203,BA. MEAL (UPPER GIT) DBLE.CONT,550.0,58909-00-00
FMXRY-0204,BA. MEAL(UPPER GIT) SINLE.CONT,770.0,58909-00-00
FMXRY-0205,SMALL BOWELL SERIES DBLE. CONT,770.0,58915-00-00
FMXRY-0206,SMALL BOWEL SERIES SINGLE CONT,550.0,58915-00-00
FMXRY-0207,SMALL VOWEL SERIES + COLON,550.0,58912-01-00
FMXRY-0208,BARIUM ENEMA DOUBLE CONTRAST,660.0,58921-00-00
FMXRY-0209,BARIUM ENEMA SINGLE CONTRAST,605.0,58921-00-00
FMXRY-0210,FLUROSCOPY GUIDED ERCP,726.0,30484-00-00
FMXRY-0211,ORAL CHLOLECCYSTOGRAM,473.0,58924-00-00
FMXRY-0212,I.V. CHOLECYSTOGRAM,517.0,58924-00-00
FMXRY-0213,P.T.C.,1573.0,30440-00-00
FMXRY-0214,OPER. OR POST OP CHOLANGIOGRAM,330.0,58927-00-00
FMXRY-0215,I.V.P.,550.0,58706-00-00
FMXRY-0216,I.V.P. ACUTE/LIMITED SUDY,550.0,58706-00-00
FMXRY-0217,I.V.P.+M.C.U. (COMPLETE STUDY),550.0,58706-00-00
FMXRY-0218,CYSTOGRAM,550.0,60503-00-00
FMXRY-0219,URETHROGRAM,330.0,58718-01-00
FMXRY-0220,RETROGRADE PYELOGRAM,660.0,58715-01-00
FMXRY-0221,NEPHROSTOMY DYE EXAM.,424.0,90909-00-00
FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,572.0,37315-00-00
FMXRY-0223,CERVICAL MYELOGRAM,2255.0,59724-00-00
FMXRY-0224,THORACIC MYELOGRAM,1969.0,59724-00-00
FMXRY-0225,LUMBAR MYELOGRAM,1689.0,59724-00-00
FMXRY-0226,MYELOGRAM COMBINATION,2530.0,59724-00-00
FMXRY-0227,DISCOGRAPHY,2107.0,59700-00-00
FMXRY-0228,CISTERNOGRAPHY,2107.0,90910-00-00
FMXRY-0229,FOR INTRACRANIAL ARTERIES 1ST RN,5665.0,59970-02-00
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,2255.0,59970-02-00
FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,4098.0,59970-02-00
FMXRY-0232,VERTEBRAL ARTERY 1ST RUN,3685.0,59970-02-00
FMXRY-0233,AORTIC ARCH. ANGIOGRAPHY,2200.0,59903-03-00
FMXRY-0234,RENAL/UPPER ABDOMINAL ANGIO.,2239.0,57350-03-00
FMXRY-0235,PELVIC ANGIOGRAM,2200.0,57350-06-00
FMXRY-0236,SELECTIVER ANGIOGRAM EACH VES.,1100.0,59970-04-00
FMXRY-0237,EACH ADDITIONAL RUN,1100.0,59970-02-00
FMXRY-0238,PULMONARY ANGIOGRAPHY,2200.0,59970-04-00
FMXRY-0239,SUPERIOR/INFERIOR CAVOGRAHPY,1210.0,60024-00-00
FMXRY-0243,VENOGRAPHY UYPP/LOW EXTR.1 SID,660.0,59718-00-00
FMXRY-0244,VENOGRAPHY UPP/LOW EXT.BOTH SD,1430.0,59718-00-00
FMXRY-0245,CAVERNOSOGRAM,2118.0,57715-00-00
FMXRY-0246,EPIDEDIMO VASOGRAPHY,2118.0,59736-00-00
FMXRY-0247,LYMPHANGIOGRAPHY BIPEDAL,3146.0,59754-00-00
FMXRY-0250,TOMOGRAPHY 3-6-SLICES,550.0,60100-00-00
FMXRY-0251,TOMOGRAM TMJ/IAC,550.0,56022-00-00
FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,517.0,61320-01-00
FMXRY-0253,FLUORESCOPY GUIDED ASPIRATIN OR BIOPSY,726.0,60503-00-11
FMXRY-0254,MAMMOGRAPHY UNILATERAL,385.0,59303-00-00
FMXRY-0255,MAMMOGRAPHY BILATERAL,660.0,59300-00-00
FMXRY-0256,MAMMOGRAPHY SPECIAL VIEW,275.0,59300-00-00
FMXRY-0257,HYSTERO SALPINGOGRAM (H.S.G),660.0,59712-00-00
FMXRY-0258,SIALOGRAM,550.0,57918-00-00
FMXRY-0259,ARTHOGRAM,1100.0,59751-00-00
FMXRY-0260,SHUNTOGRAPHY,1089.0,99999-99-92
FMXRY-0261,DACRYCYSTOGRAM,605.0,59703-00-00
FMXRY-0262,GALACTOGRAPHY ONE SIDE,847.0,59306-00-00
FMXRY-0263,SKIN FISTULOGRAM - SINOGRAM,550.0,90909-00-00
FMXRY-0264,LIMBAL RING FOR INTR. F.B.,286.0,57924-00-01
FMXRY-0265,VOIDING CYSTOURETEROGRAM(VCUG),330.0,61397-00-00
FMXRY-0266,PANORAMA + CEPHALOMETRIC 1VIEW + TOMOGRAM OF ,726.0,57902-00-00
FMXRY-0267,POST E.S.W.L. FOLLOW UP,358.0,90956-00-00
FMXRY-0269,"RHEUMATOLOGY PROFILE-i: OSTEO CT, MAMMOGRAPHY AND",1210.0,12309-00-00
FMXRY-0270,RHEU.PRFL-I: F-U-OSTEO CT MAMM OGRAPHY AND PELVIC ULTRASOUND,677.0,12309-00-00
FMXRY-0271,RHEU.PRFL-I:F-U-OSTEO CT AND   MAMMOGRAPHY,539.0,12309-00-00
FMXRY-0300,C.T. SKULL W/O CONTRAST,1100.0,97039-00-00
FMXRY-0301,C.T. BRAIN W/O CONTRAST,1100.0,56001-00-00
FMXRY-0302,C.T. BRAIN WITH CONTRAST,1320.0,56007-00-00
FMXRY-0303,C.T. ORBIT/SELLA/INNER EAR W/O CONT,1320.0,56013-00-00
FMXRY-0304,C .T. ORBIT/SELLA/INNER EAR WITH CONT,1320.0,56013-01-00
FMXRY-0305,C.T. NASOPHARYNX,1320.0,56101-00-00
FMXRY-0306,C.T. CHEST MEDIASTINUM  W/O CONT,880.0,56301-00-00
FMXRY-0307,C.T. CHEST MEDASTINUM W/CONTRAST,1100.0,56307-00-00
FMXRY-0308,C.T. CHEST MEDIASTINUM W&W/O CONT.,1540.0,56307-00-00
FMXRY-0312,C.T. ABDOMEN & PELVIS W/O CONTRAST,1100.0,56501-00-00
FMXRY-0313,C.T. ABDOMEN & PELVIS W/ & W/OUT CONT,1760.0,56507-00-00
FMXRY-0314,C.T. LUMBOSACRAL SPINE,1100.0,56223-00-00
FMXRY-0315,C.T. CERVICAL SPINE,1100.0,56220-00-00
FMXRY-0316,C.T. ADDITIONAL SEGMENT,660.0,90912-00-00
FMXRY-0317,C.T. SPINE POST MYELOGRAM,1870.0,90912-00-00
FMXRY-0318,C.T. MODE EAST/DYNAMIC STUSY,1815.0,61417-00-00
FMXRY-0319,C.T. 3D.,1320.0,90912-00-00
FMXRY-0320,C.T. FOLLOW-UP,1100.0,60100-00-00
FMXRY-0321,C.T. PRELIMINARY C.T. ANY ORGAN,990.0,60100-00-00
FMXRY-0322,C.T. FULL EXAM FOR PARANASAL SINUS,1320.0,56022-01-00
FMXRY-0323,C.T. FOR PELVIMETRY,550.0,57201-00-00
FMXRY-0324,C.T. EXTREMITIES W/O CONT.,1100.0,56619-00-02
FMXRY-0325,C.T. EXTREMITIES WITH CONTRAST,2750.0,56625-00-02
FMXRY-0326,C.T. OSTEO ,660.0,12309-00-00
FMXRY-0327,C.T. GUIDED BIOPSY,1650.0,90908-00-11
FMXRY-0328,C.T. POST COLCHICINE,715.0,60100-00-00
FMXRY-0329,C.T. OSTEO FOLLOW-UP,440.0,12309-00-00
FMXRY-0330,C.T. TEMPORO-MANDIBULAR JOINT,1320.0,57362-00-00
FMXRY-0331,C.T. SIMULATION WITHOUT CONTRA ST,1100.0,15506-01-00
FMXRY-0332,C.T. SIMULATION WITH CONTRAST,1320.0,15506-01-00
FMXRY-0333,C.T. SIMULATION FOLLOW UP,550.0,15506-01-00
FMXRY-0362,C.T. URINARY SYSTEM NON-CONTRAST,539.0,56401-00-00
FMXRY-0363,CT SCAN OF MUSCLES,1100.0,90593-00-00
FMXRY-0401,THYROID SCAN W/TECHNITIUM,1650.0,61473-00-00
FMXRY-0403,THYROID SCAN W/R/A/IODINE,2200.0,61473-00-00
FMXRY-0405,THALLIUM W/O EXERCISE,2338.0,61458-00-00
FMXRY-0406,THALLIUM W/EXERCISE,3273.0,61458-00-00
FMXRY-0407,THALLIUM W/ PERSANTINE,1661.0,61458-00-00
FMXRY-0411,LUNG PERFUSION,1650.0,61328-00-00
FMXRY-0412,LUNG VENMTILLATION,1650.0,61340-00-00
FMXRY-0413,LUNG PERFUSION &VENTILLATION,2200.0,61348-00-00
FMXRY-0414,LIVER & SPLEEN SCAN,1650.0,61353-00-00
FMXRY-0415,BILIARY TREE SCAN,770.0,61360-00-00
FMXRY-0416,RENOGRAM & RENAL SCAN,2200.0,56401-00-00
FMXRY-0420,BONE SCAN,1650.0,61421-00-00
FMXRY-0421,WHOLE BODY SCAN W/R/A.IODINE,2200.0,61426-00-00
FMXRY-0422,WHOLE BODY SCAN W/ 67GAL,2200.0,61421-00-00
FMXRY-0423,LACRIMAL DUCT SCINTIGRAPHY,1650.0,61495-00-01
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,517.0,60100-00-00
FMXRY-0430,CSF FLOW STUDY,897.0,61409-00-00
FMXRY-0431,MPS W/TC-99 LABELLED COMPDS ST RESS,1870.0,61302-00-00
FMXRY-0432,MPS W/TC-99 LABELLED COMPDS W/ OUT STRESS,1320.0,61302-01-00
FMXRY-0433,MPS W/THALLUM-201(STESS+REDIST RIBUTION+REINJECTION),1980.0,61437-00-00
FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),1870.0,61310-00-00
FMXRY-0435,FIRST PASS WITHOUT STRESS,897.0,61320-01-00
FMXRY-0436,FIRST PASS UNDER STRESS,1430.0,61320-01-00
FMXRY-0437,GATED ERNA WITHOUT STRESS,1045.0,61313-00-00
FMXRY-0438,GATED ERNA UNDER STRESS,1430.0,61316-00-00
FMXRY-0447,TC-99 m PERTECHNETATE MICTURA  TION CYSTOSCINTIGRAPHY,440.0,61397-00-00
FMXRY-0448,TC-99 m SULFER COLLOID MICTURA TION CYSTOSCINTIGRAPHY,897.0,61397-00-00
FMXRY-0449,SIALOSCINTIGRAPHY,1045.0,61369-00-00
FMXRY-0455,WBS WITH I-131 MIBG,3190.0,61426-00-00
FMXRY-0456,WBS WITH TC-99m (V) DMSA,1045.0,61433-00-00
FMXRY-0457,WBS WITH THALLIUM 201(OR T0-99 M LABELLED COMPOUND),1716.0,61437-00-00
FMXRY-0458,WBS WITH GA-67 SPECT,5500.0,61438-00-00
FMXRY-0461,WBS WITH Tc-99 m NANOCOLLOID,897.0,61433-00-00
FMXRY-0465,LYMPHOSCINTIGRAPHY,1650.0,61469-00-00
FMXRY-0468,I-131 5 MCI,660.0,61426-00-00
FMXRY-0469,I-131 10 MCI,1100.0,61426-00-00
FMXRY-0470,I-I31 29.5MCI,1320.0,61426-00-00
FMXRY-0472,I-I31 50 MCI,1650.0,61426-00-00
FMXRY-0473,I-131 100 MCI,2200.0,61426-00-00
FMXRY-0474,I-131 120 MCI,2750.0,61426-00-00
FMXRY-0475,I-131 (MIBG),16500.0,61426-00-00
FMXRY-0476,SR-86 CI,13200.0,61421-00-00
FMXRY-0480,RADIO ISOTOPE ARTERIO SCLEROSIS PROCEDURE,6600.0,60072-00-00
FMXRY-0500,ULTRASOUND THYROID,330.0,55032-00-00
FMXRY-0502,ULTRASOUND ABDOMEN & PELVIS COMBINED,607.0,55036-00-00
FMXRY-0503,ULTRASOUND BREAST,330.0,55070-00-00
FMXRY-0504,ULTRASOUND SOFT TISSUE,330.0,90908-00-00
FMXRY-0505,ULTRASOUND FOLLOW-UP,308.0,90908-00-00
FMXRY-0506,ULTRASOUND TESTES,330.0,55048-00-00
FMXRY-0507,ULTRASOUND I.V.F. 1 VISIT,275.0,55700-02-00
FMXRY-0508,ULTRASOUND I.V.F. COMPLETE PROGRAM 1ST TIME,644.0,55700-02-00
FMXRY-0509,ULTRASOUND I.V.F. FOLLOW -UP,385.0,55700-02-00
FMXRY-0513,ULTRASOUND DIAGNOSTIC FOR NEONATES,165.0,90908-00-00
FMXRY-0514,ULTRASOUND TRANSRECTAL,550.0,90908-00-00
FMXRY-0515,ULTRASOUND CAROTID DOPPLER,660.0,55294-00-00
FMXRY-0516,ULTRASOUND DOPPLER FOR PERIPHERAL ARTERY ONE SIDE,550.0,55238-00-00
FMXRY-0517,ULTRASOUND DOPPLER FOR PERIPHERAL ARTERY TWO SIDES,825.0,55238-01-00
FMXRY-0518,ULTRASOUND DOPPLER FOR PERIPHERAL VEINS ONE SIDE,550.0,55244-00-00
FMXRY-0519,ULTRASOUND DOPPLER FOR PERIPHERAL VEINS BOTH SIDES,825.0,55244-01-00
FMXRY-0520,ULTRASOUND DOPPLER - PORTAL/HEPATIC VEINS,660.0,90911-00-00
FMXRY-0521,ULTRASOUND PENILE DOPPLER,660.0,55282-00-00
FMXRY-0522,ULTRASOUND TESTIS & DOPPLER FOR VARICOCELE,660.0,55048-00-00
FMXRY-0523,ULTRASOUND PREGNANCY ASSESSMENT & D.U.A.,490.0,55700-02-00
FMXRY-0524,ULTRASOUND DOPPLER FOR UMBLICAL ARTERY (D.U.A.),275.0,55729-01-00
FMXRY-0525,ULTRASOUND TRANSCRANIAL DOPPLER,770.0,55280-00-00
FMXRY-0527,ULTRASOUND DOPPLER FOR VERTEBRO BASILAR W/ DYNA,660.0,55274-00-00
FMXRY-0529,ULTRASOUND DOPPLER FOR MESENTRIC ARTERY,330.0,55276-00-00
FMXRY-0530,ULTRASOUND DOPPLER FOR KIDNEYS,660.0,55036-00-00
FMXRY-0533,ULTRASOUND DOPPLER STUDY FOLLOW UP,308.0,90908-00-00
FMXRY-0535,ULTRASOUND 3D PREGNANCY,550.0,55700-02-00
FMXRY-0536,ULTRASOUND 3D BREAST EXAMINATION,440.0,55070-00-00
FMXRY-0537,ULTRASOUND 3D GUIDED BIOPSY,770.0,90908-00-11
FMXRY-0538,ULTRASOUND 3D FOLLOW-UP STUDY,385.0,90908-00-00
FMXRY-0539,ULTRASOUND VIDEO-TAPE CHARGE,28.0,55032-00-00
FMXRY-0540,ULTRASOUND TRANSVAGINAL,550.0,55065-00-10
FMXRY-0541,ULTRASOUND PREGNANCY,165.0,55700-02-00
FMXRY-0550,HYPOGASTRIC SYMPATHPCTOMY,8800.0,90014-00-00
FMXRY-0551,MRI BREAST UNILATERAL,2200.0,90901-10-11
FMXRY-0552,MRI BREAST BILATERAL,3300.0,90901-10-12
FMXRY-0553,BILIARY STENT,16500.0,90337-00-00
FMXRY-0554,RENAL BICPSY,3300.0,36561-00-01
FMXRY-0600,M.R.I.,1870.0,90901-08-10
FMXRY-0601,M.R.I. D.S.A.,2107.0,90901-08-10
FMXRY-0602,IQAMA INVESTIGATION,61.0,92204-00-00
FMXRY-0603,TELERADIOLOGY CONSULTATION -   MRI SCAN,1870.0,83600-01-60
FMXRY-0604,TELERADIOLOGY CONSULTATION -   CT SCAN,1210.0,83600-01-60
FMXRY-0605,TELERADIOLOGY CONSULTATION -   ULTRASOUND,671.0,83600-01-60
FMXRY-0606,TELERADIOLOGY CONSULTATION -   X-RAY CHEST/ABDOMEN,231.0,58500-00-10
FMXRY-0607,TELERADIOLOGY CONSULTATION -   X-RAY MISC. BONES,297.0,83600-01-60
FMXRY-0608,TELERADIOLOGY CONSULTATION -   X-RAY IVP,462.0,83600-01-60
FMXRY-0609,TELERADIOLOGY CONSULTATION -   X-RAY UPPER GI SERIES,611.0,83600-01-60
FMXRY-0610,TELERADIOLOGY CONSULTATION -   X-RAY LOWER GI SERIES,869.0,83600-01-60
FMXRY-0611,TELERADIOLOGY CONSULTATION -   NUCLEAR MEDICINE SCAN,1067.0,83600-01-60
FMXRY-0612,TELERADIOLOGY CONSULTATION -   X-RAY MAMMOGRAPHY,325.0,83600-01-60
FMXRY-0613,TELERADIOLOGY CONSULTATION -   CINE ANGIOGRAMS,1700.0,83600-01-60
FMXRY-0614,TELEMEDICINE PATIENT MANAGEMEN T CONSULTATION,1535.0,83600-03-40
FMXRY-0615,TELERADIOLOGY CONSULTATION     MYELOGRAM,490.0,83600-01-60
FMXRY-0616,M.R.I. WITH GADOLONIUM,2530.0,90901-08-20
FMXRY-0618,M.R.I. SPECIAL SEQUENCE,1870.0,90901-08-20
FMXRY-0620,M.R.I. PRELIMINARY.,1870.0,90901-08-20
FMXRY-0621,RESTRICTED STUDY,1870.0,60100-00-00
FMXRY-0624,M.R.I. BRAIN W/O CONTRAST,1870.0,90901-00-10
FMXRY-0625,M.R.I. LUMBOSACRAL SPINE W/O CONTRAST,1870.0,90901-03-70
FMXRY-0650,M.R.I NECK SOFT TISSUE,1870.0,90901-02-10
FMXRY-0651,M.R.A CAROTID,1100.0,90902-00-00
FMXRY-0700,WHOLE BODY DBM,770.0,12309-00-00
FMXRY-0701,BDM 2-SEGMENTS,550.0,12306-00-00
FMXRY-0702,BDM 1-SEGMENT,385.0,12306-00-00
FMXRY-0703,FOLLOW-UP [FOR SCINTIGRAPHY PROCEDURES],330.0,61469-00-00
FMXRY-0704,EXERCISE ERNA,5500.0,59903-02-00
FMXRY-0705,ENDOVASCULAR AORTIC ARCH STENT GRAFT,385000.0,33116-00-00
FMXRY-0900,HOME PORTABLE SERVICE,1100.0,83620-00-60
FMXRY-0901,HOME PORTABLE VIEW,550.0,83620-00-60
FMXRY-0902,HOME PORTABLE 2 VIEW,990.0,83620-00-50
FMXRY-0903,ADDITIONAL POSITION,330.0,99999-99-92
FMXRY-0904,HOME ULTRASOUND,1100.0,90908-00-00
FMXRY-0905,HOME DOPPLER ULTRASOUND,3300.0,90908-00-00
FMXRY-0929,UTERINE FIBROID EMBOLIZATION,27500.0,35321-06-00
FMXRY-0977,RENAL CAPTOPRIL,3962.0,55278-00-00
FMXRY-0978,MAMMOSCAN,2477.0,59300-00-00
FMXRY-1002,RADIUM-223 TREATMENT FOR PROSTATIC CARCINOMA MULTIPLE DOSE,500000.0,15338-00-00
FMXRY-1003,PET SCAN DOPAMINE,50000.0,61559-00-00
FMXRY-1004,BOTH WRIST PA & LAT OBLIQUE,440.0,57506-03-22
FMXRY-1011,WHOLE BODY PSMA,11000.0,61523-00-00
FMXRY-1012,MRI ANO-RECTAL PRE & POST CONTRAST,3003.0,61523-00-00
FMXRY-1013,LEFT GASTRIC ARTERY EMBOLIZATION FOR OBESITY,18700.0,35321-05-00
FMXRY-1014,THYROID GLAND NODULE RADIO FREQUENCY ABLATION,16500.0,90041-00-00
FMXRY-1015,BIL.INTERNAL ILIAC ARTERY BALLOONING FOR PLACENTA PREVIA AND ACRETA,33000.0,35309-06-00
FMXRY-1021,DIAGNOSTIC SPINAL ANGIOGRAM W/M SUPER SELECTIONS,30000.0,57350-05-00
FMXRY-1022,MYELOGRAM,4500.0,59724-00-00
FMXRY-1023,CT-MYELOGRAM,7500.0,59724-00-00
FMXRY-1031,CEREBRAL INDIRECT DURAL ARTERIOVENOUS FISTULAE,300000.0,39615-00-00
FMXRY-1032,SPINAL CORD AVM(ARTERIO-VENOUS MALFORMATION),162000.0,40318-00-00
FMXRY-1033,SPINAL ANGIOGRAM-DIAGNOSTIC(COMPLETE EVALUATION),98000.0,57350-05-00
FMXRY-1034,SPINAL DURAL FISTULA EMBOLIZATION,228000.0,35321-10-00
FMXRY-1035,BRAIN AND SPINAL TUMOR EMBOLIZATION,162000.0,35321-02-00
FMXRY-1036,CAROTID-CAVERNOUS FISTULA EMBOLIZATION,332000.0,35321-03-00
FMXRY-1041,HEAD-NECK AVM EMBOLIZATION,150000.0,35321-03-00
FMXRY-1042,COMPLETE CAROTID AND CEREBRAL ANGIOGRAM+ENDOVASCUL,110000.0,59970-02-00
FMXRY-1044,INTRA - CRANIAL BALLON ANGIOPLASTY,162000.0,35303-06-00
FMXRY-1045,INTRA-CRANIAL STENTING,162000.0,35309-06-00
FMXRY-1051,NERVE BLOCK,7000.0,39013-00-00
FMCAT-0006,INTRA-AORTIC BALLOON PUMP USE,660.0,38362-00-00
FMCAT-0033,SYRINGE PUMP,61.0,38306-02-00
FMCAT-0034,INFUSION PUMP,61.0,57350-00-00
FMCAT-0035,HEMOCHROME ACT MACHINE,66.0,59970-02-00
FMCAT-0037,DR. ALAMRI THERAEUTIC CATHLAB(MULTIPLE),4400.0,83640-00-10
FMDER-0002,PROSTATIC MASSAGE,72.0,92131-00-00
FMDER-0003,SVD INJECTION,39.0,90222-00-00
FMDER-0004,SKIN BIOPSY,259.0,30071-00-00
FMDER-0005,LYMPH NODE BIOPSY,385.0,30075-00-00
FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",385.0,12021-00-00
FMDER-0008,CHEMICAL CAUTERY,66.0,41677-00-00
FMDER-0009,AUTO VACCINATION,72.0,92171-00-00
FMDER-0010,TESTICULAR BIOPSY,1144.0,30644-04-00
FMDER-0011,SKIN BIOPSY FOR EM,1276.0,30071-00-00
FMDER-0012,WOOD'S LIGHT EXAM,72.0,42503-00-01
FMDER-0013,ELECTRO-CAUTERY,616.0,30195-06-00
FMDER-0014,INCISION & CRRETAGE,644.0,90661-00-00
FMDER-0015,BASED CELL CARCINOMA,3575.0,31205-00-10
FMDER-0016,SOLAR KERATOSIS,2145.0,30195-02-00
FMDER-0017,DISSEM SUPER KERATOSIS,1914.0,90676-00-00
FMDER-0018,BOWN'S DESEASE,2145.0,30071-00-00
FMDER-0019,CALLOSITIES,715.0,90676-00-00
FMDER-0020,PLANTER WART,165.0,30186-00-01
FMDER-0021,TZANK SHEAR TEST,105.0,73200-01-80
FMDER-0022,PHOTOPATCH TEST,259.0,12000-00-00
FMDER-0023,SKIN PATCH TEST,385.0,12021-00-00
FMDER-0024,ICE CUBE TEST,286.0,99999-99-99
FMDER-0025,PATHOLOGY TEST,259.0,73400-01-50
FMDER-0026,URETHERAL SCRAPPING,127.0,90365-00-00
FMDER-0027,GONOZYME SWAB,330.0,73050-40-80
FMDER-0028,BUCCAL SMEAR,72.0,73200-05-30
FMDER-0029,LESION SMEAR,72.0,73200-02-70
FMDER-0030,VAPOSONE SESSION,127.0,83700-00-00
FMDER-0031,DERMO TEST,127.0,12000-00-00
FMDER-0032,PUVA THERAPY,187.0,14050-00-00
FMDER-0033,NARROW BAND THERAPY,143.0,14050-02-00
FMDER-0034,TRICHOGRAM,330.0,90676-00-00
FMDER-0035,DERMABRASION UNIT,1430.0,45021-01-00
FMDER-0036,SKIN TAG EXCISION PER UNIT,644.0,32142-00-00
FMDER-0037,LOC. SEROFAL VARICOCELECTOMY,644.0,30635-00-01
FMDER-0038,MILIA EXTRACTION,616.0,90676-00-00
FMDER-0039,PODOPHYLLIN APPLICATION,44.0,90660-00-00
FMDER-0040,PHENOL APPLICATION 40%,44.0,90660-00-00
FMDER-0041,INTRADERMAL INJECTION,83.0,96205-19-00
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,66.0,30195-06-00
FMDER-0043,KERATOLITIC APPLICATION - FACE,198.0,30189-01-00
FMDER-0044,KERATOLITIC APPLICATION - ARM,325.0,90660-00-00
FMDER-0045,KERATOLITIC APPLICATION - LEGS,517.0,99999-99-99
FMDER-0046,ACNE SURGERY (COMEDONE EXTRACT,325.0,31205-00-10
FMDER-0047,ULTRAVIOLET EXPOSE,143.0,14050-00-00
FMDER-0048,ZYDERM IMPLANT TEST,424.0,90606-01-00
FMDER-0049,COLLAGEN APPLICATION - ACNE,198.0,99999-99-99
FMDER-0050,COLLAGEN APPLICATION - REGENE- RATION,198.0,90660-00-00
FMDER-0051,HERBAL MASK APPLICATION,143.0,90676-00-00
FMDER-0052,TOPICAL APPLICATION - ALOPECIA LOTION,83.0,99999-99-99
FMDER-0053,TOPICAL APPLICATION - VITILIGO LOTION,83.0,99999-99-99
FMDER-0054,ALOPECIA LOTION 2% - 100CC,1128.0,90660-00-00
FMDER-0055,ALOPECIA LOTION 3% - 100CC,1689.0,45019-00-00
FMDER-0056,ALOPECIA LOTION 5% - 100CC,2662.0,99999-99-99
FMDER-0057,OIL OF BERGAMOT 100CC,286.0,83700-00-00
