Code,Name,Gross Price
FMLAB-2136,PT + PTT + MIXED STUDY,429
FMLAB-2137,ANTI-HEPATITIS DELTA 1gM,715
FMLAB-2138,HIV-Ag/ABS (COMBO),454.3
FMLAB-2139,P.H.,42.9
FMLAB-2140,NEWBORN SCREENING+G6PD QUALI(KFSH),920.7
FMLAB-2141,ANTI THYROGLOBULIN,286
FMLAB-2142,ANTI PEROXIDASE,429
FMLAB-2143,FACTOR XIII,382.8
FMLAB-2146,IMMUNOHISTOCHEMISTRY PANEL (21 MARKERS),10010
FMLAB-2147,IMMUNOHISTOCHEMISTRY PANEL (18 MARKERS),8580
FMLAB-3001,17 - KETOSTEROIDS,443.3
FMLAB-3002,17 - OXOGENIC STEROIDS (17-OGS),443.3
FMLAB-3003,AFP (ALPHA FETOPROTEIN),370.7
FMLAB-3004,CEA,523.6
FMLAB-3005,CA 125,532.4
FMLAB-3006,CA 15-3,532.4
FMLAB-3007,CA 19-9,532.4
FMLAB-3008,CA 72 - 4,514.8
FMLAB-3009,CORTISOL (A.M.),400.4
FMLAB-3010,ESTRADIOL (E2),371.8
FMLAB-3011,ESTRIOL/ OESTRIOL,700.7
FMLAB-3012,F.S.H.,419.1
FMLAB-3013,FERRITIN,370.7
FMLAB-3015,FREE T4,337.7
FMLAB-3016,BETA HCG,371.8
FMLAB-3017,HGH (HUMAN GROWTH HORMONE),649
FMLAB-3018,INSULIN (S),614.9
FMLAB-3019,LH (LUTEINISING HORMONE),286
FMLAB-3020,PROGESTERONE,370.7
FMLAB-3021,PROLACTIN (PRL),370.7
FMLAB-3022,PSA.TOTAL,515.9
FMLAB-3023,T.S.H.,322.3
FMLAB-3025,T4,322.3
FMLAB-3026,TBG (THYROXINE BINDING GLUBULIN),379.5
FMLAB-3028,TESTOSTERONE,370.7
FMLAB-3029,THYROID PROFILE (TSH FT3 & FT4),1026.3
FMLAB-3030,VITMIN B12 (CYANOCOBALAMINE),643.5
FMLAB-3031,NEONATAL TSH,357.5
FMLAB-3032,NEONATAL T4,357.5
FMLAB-3033,STIMULATED GROWTH HORMONE,883.3
FMLAB-3034,PSA FREE,547.8
FMLAB-3036,COMPLEMENT 3 PROACTIVATOR,171.6
FMLAB-3039,LHRH (LH+FSHx6 + TEST),2596
FMLAB-3044,CORTISOL (P.M.),400.4
FMLAB-3045,LEPTIN,601.7
FMLAB-3046,25 - DIHYDROXY CHOLECALCIFEROL,715
FMLAB-3047,STIMULATED GROWTH HORMONE WITH (GLUCOSE),958.1
FMLAB-3048,PROCALCITONIN,1144
FMLAB-4001,ACETAMINOPHEN (PARACETAMOL),843.7
FMLAB-4002,ALCOHOL (ETHANOL) SU,403.7
FMLAB-4003,AMPHETAMINE,214.5
FMLAB-4004,BARBITURATES,222.2
FMLAB-4005,BENZODIAZEPINES,886.6
FMLAB-4006,CANNABINOID (HASHISH),336.6
FMLAB-4007,CARBAMAZEPINE (TEGRETOL),286
FMLAB-4008,CLONAZEPAM (RIVOTRIL),479.6
FMLAB-4009,COCAINE,357.5
FMLAB-4010,COMPLETE DRUG SCREEN (AMPH.CANABIN OPICOC),2406.8
FMLAB-4011,DIAZEPAM (VALIUM),751.3
FMLAB-4012,DIGOXIN (LANOXIN),529.1
FMLAB-4013,LITHIUM,437.8
FMLAB-4014,OPIATES (OPIUM MORPHINE HEROIN),165
FMLAB-4015,PHENOBARBITONE,336.6
FMLAB-4016,PHENYTOIN (EPANUTIN),336.6
FMLAB-4017,PRIMIDONE,543.4
FMLAB-4019,THEOPHYLLINE,843.7
FMLAB-4020,VALPROIC ACID (DEPAKIN),257.4
FMLAB-4021,ETHOSUXIMIDE (ZATROTIN),350.9
FMLAB-4022,LIDOCAINE,379.5
FMLAB-4023,N-ACETYLPROCAINAMIDE (NAPA),350.9
FMLAB-4030,OLIGOCLONAL BAND (CSF/SERUM),1214.4
FMLAB-5001,ANA (ANTI-NUCLEAR ABS),481.8
FMLAB-5002,A.S.O TITER,275
FMLAB-5004,ANTI-MITOCHONDRIAL SUBTYPE M 1-9,304.7
FMLAB-5005,ANTI CMV IgG (CYTOMEGALO VIRUS),523.6
FMLAB-5006,ANTI CMV IgM (CYTOMEGALO VIRUS),523.6
FMLAB-5007,ANTI RUBELLA IgG,250.8
FMLAB-5008,ANTI RUBELLA IgM,250.8
FMLAB-5009,TOXOPLASMA IgG,523.6
FMLAB-5010,TOXOPLASMA IgM,419.1
FMLAB-5011,ANTI DNA DOUBLE STRAND,596.2
FMLAB-5012,ANTI-SMOOTH MUSCLE,596.2
FMLAB-5013,ANTI-HAV TOTAL,272.8
FMLAB-5014,ANTI-HAV IgM,529.1
FMLAB-5015,ANTI-HBc IgG (HBc Ab),272.8
FMLAB-5016,ANTI-HBc IgM,370.7
FMLAB-5017,ANTI-HEPATITIS C (HCV),523.6
FMLAB-5018,ANTI-HEPATITIS DELTA ABS,429
FMLAB-5021,BALADIA CHECK UP,471.9
FMLAB-5022,BRUCELLA ABS.(Titer),243.1
FMLAB-5023,CRP,243.1
FMLAB-5024,CAMPYLOBACTOR ABS. (JEJUNI & INTESTINALIS),679.8
FMLAB-5025,CHLAMYDIA TR. ANTIGEN DETECTION (DIRECT SPECIMEN),429
FMLAB-5026,CHLAMYDIA TR. ABS (IgG IgA),700.7
FMLAB-5027,EPSTEIN BARR VIRUS(Abs),1372.8
FMLAB-5028,ECHINOCOCCUS ABS (HYDATID),743.6
FMLAB-5029,F.T.A. (FLOURESCENT TREPONEMAL ABS),536.8
FMLAB-5030,HBe - Ag,272.8
FMLAB-5031,HBe - ABS (ANTI-HBe),272.8
FMLAB-5032,HBs - ABS (ANTI-HBs),272.8
FMLAB-5033,HBs- Ag,272.8
FMLAB-5034,HCV IgG ABS (IMMUNOBLOT),600.6
FMLAB-5035,HEPATITIS B MARKERS (Hbs Ag Anti-Hbs,1409.1
FMLAB-5036,HEPATITIS DELTA Ag,429
FMLAB-5039,HERPES I (IgG) ABS,544.5
FMLAB-5040,HERPES II ( IgG) ABS,544.5
FMLAB-5041,HERPES VIRUS IgG (TOTAL),686.4
FMLAB-5042,HERPES VIRUS IgM (TOTAL),357.5
FMLAB-5043,HIV,454.3
FMLAB-5044,HIV-WESTERN BLOT,1029.6
FMLAB-5045,IQAMA CHECK UP,810.7
FMLAB-5046,LE TEST,114.4
FMLAB-5047,MONONUCLEOSIS (PAUL BUNNEL) (MONO SPOT),136.4
FMLAB-5048,MYCOPLASMA ABS,929.5
FMLAB-5049,R.P.R. OR VDRL,138.6
FMLAB-5050,RF (RHEUMATOID FACTOR),243.1
FMLAB-5051,ROTA VIRUS AG IN STOOL,400.4
FMLAB-5052,SCHISTOSOMA ABS (BILHARIZIAL ABS),572
FMLAB-5053,T.P.H.A.,536.8
FMLAB-5054,TOXOPLASMA ABS TOTAL,1144
FMLAB-5055,VARICELLA ZOSTER VIRUS ABS (1gG),399.3
FMLAB-5057,WIDAL TEST,272.8
FMLAB-5058,YERSINIA IgA & IgG ABS,665.5
FMLAB-5060,HCV IgM,471.9
FMLAB-5062,HERPES I IgM,544.5
FMLAB-5063,HERPES II IgM,544.5
FMLAB-5064,HEPATITIS E ANTIBODIES HEV (IgG),708.4
FMLAB-5065,HBsAg & HCV ABS,820.6
FMLAB-5066,HAV IgM + HBc IgM,938.3
FMLAB-5067,CMV ANTIBODY (IgM+IgG),829.4
FMLAB-5068,BRUCELLA (IgGIgM),649
FMLAB-5072,PARIETAL CELL ANTIBODY (PCA),409.2
FMLAB-5077,PROSTATIC SECRETION EXAM.,299.2
FMLAB-5078,ROSE WELLER,114.4
FMLAB-5081,PARVO VIRUS IgG,393.8
FMLAB-5082,ANTI-HEPATITIS C (HCV) IgM,443.3
FMLAB-5083,PARVO VIRUS IgM,393.8
FMLAB-5085,HELICOBACTER PYLORI Ag IN STOOL,354.2
FMLAB-5087,ANTI-CCP (CYCLIC CITROLLINATED PEPTIDE ),499.4
FMLAB-5088,CRP AND INTERLEUKIN-6,442.2
FMLAB-5293,LISTIREIA DNA BY PCR,393.8
FMLAB-5294,SEROLOGY SCREENING,1290.3
FMLAB-6001,AFB (ACID FAST BACILLI ) SMEAR,185.9
FMLAB-6003,BLOOD C/S (AEROBIC & ANAROEBIC),419.1
FMLAB-6004,BODY FLUID C/S,386.1
FMLAB-6005,CSF C/S,386.1
FMLAB-6006,EAR SWAB C/S,386.1
FMLAB-6007,FUNGUS CULTURE,386.1
FMLAB-6008,GRAM SMEAR,114.4
FMLAB-6009,HVS C/S (HIGH VAGINAL SWAB) C/S,386.1
FMLAB-6010,K.O.H. PREP. (FUNGUS EXAMINATION),152.9
FMLAB-6011,MOUTH C/S,386.1
FMLAB-6012,NASAL SWAB C/S,214.5
FMLAB-6013,PROSTATIC C/S,386.1
FMLAB-6014,SEMEN ANALYSIS,250.8
FMLAB-6015,SEMEN C/S,386.1
FMLAB-6016,SPERM ABS IN SEMEN (IgA IgG IgM),818.4
FMLAB-6017,SPUTUM C/S,386.1
FMLAB-6018,STOOL C/S,386.1
FMLAB-6019,STOOL AFB,214.5
FMLAB-6020,TB CULTURE ONLY,1531.2
FMLAB-6021,THROAT SWAB C/S,386.1
FMLAB-6022,TUBERCULIN TEST,454.3
FMLAB-6023,URETHRAL DISCHARGE C/S,386.1
FMLAB-6024,URINE C/S,386.1
FMLAB-6025,WET SMEAR EXAMINATION,314.6
FMLAB-6027,EYE C/S,386.1
FMLAB-6029,PLATE FOR AIR EXAMINATION,207.9
FMLAB-6030,SWAB FOR INFECTION CONTROL,386.1
FMLAB-6031,WATER BACTERIOLOGICAL EXAMINATION,629.2
FMLAB-6032,DIARRHEAL PROFILE (STOOL ANA. C/S C.D..ROTO VIRUS,939.4
FMLAB-6034,WOUND SWAB C/S,386.1
FMLAB-6036,FOOD EXAM BACTERIOLOGICAL,182.6
FMLAB-6038,RESPIRATORY SYNCYTIAL VIRUS (RSV).,409.2
FMLAB-6043,C/S OTHER SP. AEROBIC,386.1
FMLAB-6044,C/S OTHER SP. ANAEROBIC,386.1
FMLAB-6047,CVP TIPS C/S,386.1
FMLAB-6052,RECTAL SWAB CULTURE & SENSITIVITY,271.7
FMLAB-6064,BONE MARROW PROFILE,3504.6
FMLAB-6065,IMMUNOHISTOCHEMISTRY PANEL (24 MARKERS),11440
FMLAB-6066,IMMUNOHISTOCHEMISTRY PANEL (27 MARKERS),12870
FMLAB-6067,IMMUNOHISTOCHEMISTRY PANEL (30 MARKER),18590
FMLAB-6068,FACTOR II PROTHROMBIN GENE MUTATION,1366.2
FMLAB-6069,BONE MARROW&TREPHINE SAMPLING & EXMNTN BY EXT DOCT,8580
FMLAB-6070,COMPLEX PSA STRUCTURE (C-PSAPSA RATIOTOTAL PSA),858
FMLAB-6071,POLYMYOSITIS ABS,486.2
FMLAB-6072,HIRSUTISM PROFILE,4460.5
FMLAB-6073,BANK AL-BILAD(PRE EMPLOYMENT CHECKUP),929.5
FMLAB-6074,PEDIATRIC PANEL 20,1620.3
FMLAB-6075,PATERNITY TESTING (COMPLEX CASE),25740
FMLAB-6076,GLUCOSE(F.B.S+AFTER ORAL GLUCOSE LOAD),185.9
FMLAB-6077,GROWTH HORMONE (B),499.4
FMLAB-6078,GROWTH HORMONE (D),499.4
FMLAB-6080,OSMOLALITY (SERUM),327.8
FMLAB-6081,STAFF HBs - Ab (ANTI-HBs),93.5
FMLAB-6082,TREPONEMAL ABS,536.8
FMLAB-6083,TOPIRAMATE,1144
FMLAB-6084,ACYLCARNITIN STRUCTURE,858
FMLAB-6085,SAUDI CATERING PROGRAM(non food handlers),715
FMLAB-6086,POST RENAL TRANSPLANT PROFILE II,3135
FMLAB-6259,CATHETER TIPS/TUBING C/S,386.1
FMLAB-6260,HIV ( SAUDI CATERING COMPANY),454.3
FMLAB-6261,IMMUNOHISTOCHEMISTRY FOR II MARKERS,972.4
FMLAB-6264,SWAB FOR INFECTION CONTROL (AXILLA),386.1
FMLAB-6265,PLATELET FUNCTION ASSAY,1859
FMLAB-7001,ANTI-NATAL PROF. RUBTOXOVDRL AIDSCBC,2326.5
FMLAB-7002,ANTI-NATAL CARE (CBC URINE RBS BL.GR&RH),768.9
FMLAB-7003,ASCETIC FLUID PROFILE,1094.5
FMLAB-7004,BASIC ADMISSION PROFILE (CBCESRURINEGLUCOSE),715
FMLAB-7005,CSF PROFILE,1211.1
FMLAB-7006,CARDIAC ENZYMES PROFILE,975.7
FMLAB-7007,HEPATIC PROFILE (1) TOTAL BILISGOTGGT ALBUMIN),1012
FMLAB-7008,HEPATIC PROFILE (2) TPP.ELEC LDH CHOLESTEROL),1109.9
FMLAB-7009,INFERTILITY PROFILE (MALE) SEMEN TESTOS FSH LH,2565.2
FMLAB-7010,INFERTILITY PROFILE (FEMALE 1) ESTROPRO PRL LH,2307.8
FMLAB-7011,INFERTILITY PROFILE (FEMALE B) PROGESTERONE & PRL,2307.8
FMLAB-7012,LAB CHECK-UP (CBCESRFBSCHOL TRIGCREAALTAST),1300.2
FMLAB-7013,NEONATAL SCREEN,1049.4
FMLAB-7014,NEONATAL PROFILE BL.GRP O,1049.4
FMLAB-7016,OR PROFILE I CHILD UP TO 6 YR CBCABO&R,953.7
FMLAB-7017,OR PROFILE II UP TO 40 YRS CBC KNAHBsA,2354
FMLAB-7018,OR PROFILE III MJR UP TO 40YRS CBCKNA,2511.3
FMLAB-7019,OR PROFILE IV MJR(OVER 40 YRS) CBCKNA,3428.7
FMLAB-7020,PLEURAL FLUID PROFILE,1472.9
FMLAB-7021,PROSTATIC PROFILE (C/S WET SMEAR & GRAM STAIN),839.3
FMLAB-7022,RENAL PROFILE (UREACREATININE NA K URIC ACID),718.3
FMLAB-7023,RHEUMATOLOGY PROFILE RFCRPAS,916.3
FMLAB-7024,SYNOVIAL FLUID PROFILE,1094.5
FMLAB-7025,TORCH TEST PROFILE TOXO RUB,2116.4
FMLAB-7026,INFERTILITY PROFILE FEMALE EOSTRPROGPRL FSHLH,1926.1
FMLAB-7027,HEPATITIS PANEL I ACUTE HBs Ag HBcIgM HAV IgM,3025
FMLAB-7028,HEPATITIS PANEL II ACUTE HBs Ag HCV HAV IgM,4037
FMLAB-7029,AMENORRHEA PRIMARY OVARIAN INSUFICIE,1544.4
FMLAB-7030,AMENORRHEA SECONDARY OVARIAN INSUFICIE,1760
FMLAB-7031,RHEUMATOLOGY PROFILE IST EXAM.,2788.5
FMLAB-7032,SLE PROFILE (DNA ANA IgM C3 & C4),2493.7
FMLAB-7033,MONTHLY RHEUMATOLOGY. FOLLOW UP,5051.2
FMLAB-7034,TRIMESTER RHEUM. FOLLOW UP,2374.9
FMLAB-7035,HYPERTENSION PROFILE,1955.8
FMLAB-7036,METABOLIC BONE DISEASE RHEUM. PROFILE,1347.5
FMLAB-7037,IM LAB. CHECK-UP,1749
FMLAB-7038,NEPHLOMETER RHEUMATOLOGY (RFCRPASOURIC ACID),916.3
FMLAB-7039,NEPHLOMETER RHEUMATOLOGY PROFILE 1ST EXAMINATION,2655.4
FMLAB-7040,MARRIAGE CHECK-UP HB.ELECTROPHORESIS,2453
FMLAB-7041,BODY FLUID PROFILE,1094.5
FMLAB-7042,DIABETIC PROFILE(1) (GLYCO HB CREATI U,785.4
FMLAB-7043,DIABETIC PROFILE(II)(GLYCO HB CREATI U,1448.7
FMLAB-7044,PAEDIATRIC OBESITY PROFILE (CORTISOL,1615.9
FMLAB-7045,GOSI OR PROFILE,1096.7
FMLAB-7046,DIABETIC CHECK UP,2163.7
FMLAB-7047,FULL NATAL PROFILE (HEPATITIS B CTOXO HIV TPHA,1919.5
FMLAB-7048,DIALYSIS PROFILE - I,2998.6
FMLAB-7049,MEDICAL TOWER O.R. PROFILE CBCNAK,629.2
FMLAB-7051,CATH LAB. PROFILE (CREATININE CBCHIVHBs-AgHCV),1624.7
FMLAB-7052,DIALYSIS PROFILE - II,3778.5
FMLAB-7053,OPTHALMOLOGY PROFILE (I)(HBsAG HCV HIVRPR HTLV,2965.6
FMLAB-7054,OPTHALMOLOGY PROFILE (II)(RPR HTLVVHCV-PCP,5761.8
FMLAB-7055,MYELOMA PROFILE (Ca LIVER RENAL IMMUNOEIECTROPH,5028.1
FMLAB-7057,DELIVERY PROFILE I,1698.4
FMLAB-7058,DELIVERY PROFILE II,3392.4
FMLAB-7059,ER PROFILE I (CBCURINE ANALYSIS),294.8
FMLAB-7060,ER PROFILE II (TOTAL BILI SGOTSGPTALK PHOSP.GGT,1195.7
FMLAB-7061,ER PROFILE III (CK. CK-MBTROPONIN),1163.8
FMLAB-7062,ER PROFILE IV (PTPTT),243.1
FMLAB-7063,SYNACTHEN TEST (ACTH STIMULATION),3061.3
FMLAB-7073,ADRENAL PROFILE,1251.8
FMLAB-7074,DEXAMETHOSOME SUPPRESSION TEST(ACTH & CORTISOL,937.2
FMLAB-7075,METABOLIC SYNDROME (PEDIATRIC SCREENING),1987.7
FMLAB-7076,CANCER PROFILE (FEMALE),1371.7
FMLAB-7077,EARLY DETECTION OF DIABETES,1857.9
FMLAB-7078,MRSA SCREEN (CULTURE ONLY),795.3
FMLAB-7079,NEEDLE STICK INJURY SCREEN,2096.6
FMLAB-7080,OR PROFILE DENTAL TONSILLECTOMY,634.7
FMLAB-7081,PITUITARY PROFILE,1492.7
FMLAB-7082,RHEUMATOLOGY FOLLOW UP,713.9
FMLAB-7083,SHORT STATURE PROFILE,1382.7
FMLAB-7084,THYROID PROFILE 1,679.8
FMLAB-7085,THYROID PROFILE 2,1234.2
FMLAB-7086,TORCH IgM PROFILE,1659.9
FMLAB-7087,TORCH IgG PROFILE,2156
FMLAB-7089,HEALTH CLUB CHECK UP,975.7
FMLAB-7091,RIYADH BANK CHECK UP,415.8
FMLAB-7093,SAUDI ARAMCO FIRE FIGHTER CHECK UP,686.4
FMLAB-7094,SAUDI SECURITY PROFILE,715
FMLAB-7095,HEPATITIS B CARRIER PROFILE,1197.9
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,929.5
FMLAB-8002,BODY FLUID CYTOLOGY,337.7
FMLAB-8003,CYTOLOGY - PAP SMEAR,429
FMLAB-8005,EXTRA BLOCKS,128.7
FMLAB-8006,FROZEN SECTIONS,1101.1
FMLAB-8007,GROSS DESCRIPTION ONLY,93.5
FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,858
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,2145
FMLAB-8011,SLIDE SCREENING REFERRAL,786.5
FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,271.7
FMLAB-8013,SPECIAL STAIN (EACH),143
FMLAB-8014,PANEL SPECIAL STAIN(4 OR MORE),657.8
FMLAB-8015,IMMUNOHISTOCHEMISTRY PANEL (3 MARKERS),1720.4
FMLAB-8016,HISTOPATH 2 SMALL SPECIMEN,1287
FMLAB-8028,FULL RENAL BIOPSY PROFILE,9295
FMLAB-8051,IgG QUANTITATIVE (CSF),393.8
FMLAB-8052,IgA (CSF),393.8
FMLAB-8053,IgM (CSF),393.8
FMLAB-8054,OR PROFILE V,2241.8
FMLAB-8055,ROUTINE PROCESSING SAMPLE (MUBARAK HOSPITAL),71.5
FMLAB-8056,EXTRA BLOCK (MUBARAK HOSPITAL),28.6
FMLAB-8061,CHLAMYDIA PNEUMONIA PCR,743.6
FMLAB-8065,MARKER FOR HTR2-NEU BREAST CANCER MARKER,514.8
FMLAB-8070,SLIDE REVIEW,786.5
FMLAB-8073,COMBINED ESTROGEN/PROGESTERONE RECEPTORS (ER/PR),1258.4
FMLAB-8074,IMMUNE STATUS PANEL (RENAL BIOPSY),1258.4
FMLAB-8077,ENVIRONMENTAL CULTURE,429
FMLAB-8079,PLATELET CONCENTRATE 200ML,2860
FMLAB-8080,TESTING BY TANDEM MASS SPECTROMETRY(MS/MS)+G6PD,708.4
FMLAB-8081,MOLECULAR GENETIC TESTING FOR FANCONI ANEMIA,9438
FMLAB-8082,PREPARE YOURSELF FOR RAMADAN,1296.9
FMLAB-8083,PRICKLE CELL DESMOSOMES ABS (PEMPHIGUS),715
FMLAB-8084,IMMUNOHISTOCHEMISTRY FOR I MARKERS,742.5
FMLAB-8085,CSF REPORT,328.9
FMLAB-8086,PLEURAL FLUID REPORT,328.9
FMLAB-8087,BODY FLUID REPORT,328.9
FMLAB-8088,ASCETIC FLUID REPORT,328.9
FMLAB-8089,SYNOVIAL FLUID REPORT,328.9
FMLAB-8090,PROSTATIC ACID PHOSPHATASE (PAP IMMUNOASSAY),572
FMLAB-8091,PRE CATH CHECKUP,2721.4
FMLAB-9001,17 - HYDROXY PROGESTERONE,815.1
FMLAB-9002,A D H-ANTIDIURETIC HORMONE,1065.9
FMLAB-9003,ACETYLCHOLINESTERASE (BLOOD),572
FMLAB-9004,ACETYLCHOLINE RECEPTOR ANTIBODIES,1830.4
FMLAB-9005,ACTH-ADRENOCORTICOTROPHIC HORMONE,1144
FMLAB-9006,ADRENALINE (U or S),1065.9
FMLAB-9007,ALDOLASE,282.7
FMLAB-9008,ALDOSTERONE (S or U),1029.6
FMLAB-9009,ALKALINE LEUKOCYTE PHOSPHATASE (ALP),350.9
FMLAB-9011,ALPHA-1-ANTITRYPSIN PHYNOTYPE,1001
FMLAB-9012,ALUMINUM (S) (U),614.9
FMLAB-9014,AMINO ACID (QUANT) IN URINE OR BLOOD,2988.7
FMLAB-9017,ANGIOSTENSIN-1 CONVERTING ENZYME (ACE),786.5
FMLAB-9018,ANTI DNA SINGLE STRAND,1653.3
FMLAB-9019,ANTI-LIVER SPEC.PROTEIN ABS (LSP),679.8
FMLAB-9020,ANTI-SKELETAL MUSCLE ABS,667.7
FMLAB-9021,ANTIHYALURONIDASE ABS.,465.3
FMLAB-9022,ARYLSULPHATASE A (B&U),1430
FMLAB-9023,BLOOD EXTRACTION HOME VISIT,200.2
FMLAB-9026,PTH-INTACT ( PARATHORMONE),314.6
FMLAB-9027,CALCITONIN,1215.5
FMLAB-9028,CANDIDA ALBICANS ABS (IgA IgG & IgM),915.2
FMLAB-9029,CARDIOLIPIN ABS (ACA),1086.8
FMLAB-9030,CARNITINE (S),379.5
FMLAB-9031,CAROTENE,629.2
FMLAB-9032,CATECHOLAMINE (U) (INCLUDES ADRENALIN & NORADRE,1386
FMLAB-9033,CATECHOLAMINE (P) (INCLUDES ADRENALIN & NORADRE,1125.3
FMLAB-9034,CERULOPLASMIN (S),271.7
FMLAB-9035,COMPLEMENT CH50 / CH 100,737
FMLAB-9036,CHLOMIPRAMINE,443.3
FMLAB-9037,CHOLINESTERASE IN ERYTHROCYTES,315.7
FMLAB-9039,CHROMOSOME ANALYSIS (KARYOTYPING),3660.8
FMLAB-9040,CHROMOSOMAL ANALYSIS{AMNIOTIC FLUID},7150
FMLAB-9041,CHYMOTRYPSIN B,228.8
FMLAB-9042,CITRATE (URINE OR SERUM),1158.3
FMLAB-9043,COMPLEMENT (C2),377.3
FMLAB-9044,COMPLEMENT-C 1 ESTERASE INHIBITOR OR DECAY,546.7
FMLAB-9045,COPPER (SERUM),662.2
FMLAB-9046,LEAD (B U),716.1
FMLAB-9047,CRYOGLOBULIN QUAL (S),214.5
FMLAB-9048,CYCLOSPORIN ASSAY,883.3
FMLAB-9049,DEHYDROEPIANDROSTERONE SULFATE (S) DHEA (S,900.9
FMLAB-9052,DIGITOXIN,543.4
FMLAB-9054,DNA POLYMERASE,800.8
FMLAB-9055,DOCTOR S HOME VISIT,436.7
FMLAB-9059,EXTRACTABLE NUCLEAR ABS (ENA) (ANTI RNP ANTI SM),883.3
FMLAB-9060,FACTOR VIII ASSOCIATED Ag-VIII Ag (VON WILLEBERAND F),382.8
FMLAB-9061,FILARIA ABS.,565.4
FMLAB-9062,FOLIC ACID (S),891
FMLAB-9063,FREE THYROXINE INDEX (FTI),486.2
FMLAB-9065,FREE T3 (FREE TRIIODOTHYRONINE),337.7
FMLAB-9066,GASTRIN (S),389.4
FMLAB-9067,GLUCAGON (P),1287
FMLAB-9068,GOLD,332.2
FMLAB-9069,GONOCOCCAL ABS,500.5
FMLAB-9070,GROWTH HORMONE (HGH),499.4
FMLAB-9071,HAPTOGLOBIN,386.1
FMLAB-9072,HBV-DNA (QUALITATIVE) BY PCR,2230.8
FMLAB-9073,HCV-RNA (QUALITATIVE BY PCR ),2593.8
FMLAB-9075,HEXOSEAMINIDASE A,1158.3
FMLAB-9076,HISTAMINE (SU),1358.5
FMLAB-9077,HLA B 27,1727
FMLAB-9078,HLA FULL TISSUE TYPING,7763.8
FMLAB-9080,5 - HIAA (5-HYDROXY INDOLE ACETIC ACID ),379.5
FMLAB-9081,IMMUNOELECTROPHORESIS,1287
FMLAB-9083,INSULIN C-PEPTIDE,929.5
FMLAB-9085,INSULIN ABS,614.9
FMLAB-9086,ISLET CELL ABS. (ICA),572
FMLAB-9087,LIVER MEMBRANE ABS (B),743.6
FMLAB-9088,LIVER KIDNEY MICROSOMAL ABS (LKM),1043.9
FMLAB-9089,LONG ACTING THYROID STIMULATOR ABS THYROID RECEPT,958.1
FMLAB-9090,MALARIAL ABS,668.8
FMLAB-9092,METANEPHRINE & NORMETANEPHRINE,958.1
FMLAB-9093,THYROID MICROSOMAL ABS (ANTI.TPO),451
FMLAB-9094,MITOCHONDRIAL ABS,737
FMLAB-9095,MUMPS ABS IgG & IgM,400.4
FMLAB-9096,MYOGLOBIN QUANT(S),314.6
FMLAB-9098,MYOGLOBIN QUANT(U),457.6
FMLAB-9100,NICKEL,600.6
FMLAB-9101,5 - NUCLEOTIDASE,376.2
FMLAB-9102,ORGANIC ACIDS (U),2510.2
FMLAB-9103,OSTEOCALCIN,1144
FMLAB-9104,OVARIAN ABS.,486.2
FMLAB-9105,OXALATE (U),486.2
FMLAB-9106,PHENYL ALANIN,300.3
FMLAB-9107,PICK-UP SERVICES,114.4
FMLAB-9108,PKU SCREENING FOR NEONATES,122.1
FMLAB-9109,PLASMA VISCOSITY,572
FMLAB-9110,HCV GENOTYPING,2860
FMLAB-9111,PORPHYRINS (COPRO & URO) EACH (BOTH LINKED),1752.3
FMLAB-9113,PORPHOBILINOGEN (U),772.2
FMLAB-9114,PROCOLLAGEN III-PEPTIDE (P-III-P),679.8
FMLAB-9117,RAST (EACH PANEL),182.6
FMLAB-9118,RAST - SPECIFIC (8 PANELS),1537.8
FMLAB-9120,RENIN (P),800.8
FMLAB-9121,SEX HORMONE BINDING GLOBULIN (SHBG),508.2
FMLAB-9122,SILVER (S & U),800.8
FMLAB-9124,SOMATOMEDIN C (IGF1),965.8
FMLAB-9125,SPERM ABS. (SERUM),1338.7
FMLAB-9126,T3 UPTAKE,344.3
FMLAB-9127,LYMPHOCYTES (CD3 CD4 CD8),1029.6
FMLAB-9128,DENTAL CHECKUP,572
FMLAB-9130,TESTOSTERONE (FREE),943.8
FMLAB-9131,THYROGLOBULIN ABS.,314.6
FMLAB-9132,THYROID STIMULATING IMMUNOGLOBULIN,858
FMLAB-9133,TRANSFERRIN (T),715
FMLAB-9134,TSH SCREENING (FOR NEONATES PAPER),643.5
FMLAB-9135,VANILLMANDELIC ACID (VMA),720.5
FMLAB-9136,VITAMIN B6 (PYRIDOXAL PHOSPHATE),1029.6
FMLAB-9138,VITAMIN D(125 DIHYDROXYCHOLECALCIFEROL),1787.5
FMLAB-9139,VITAMIN D(25-HYDROXY-CHOLECALCIFEROL) (B),1394.8
FMLAB-9140,VITAMIN C ASCORBIC ACID,686.4
FMLAB-9141,VITAMIN E (ALPHA TOCOPHEROL),743.6
FMLAB-9143,WATER CHEMICAL ANALYSIS,679.8
FMLAB-9144,XYLOSE (S or U),679.8
FMLAB-9145,ZINC (S or U),614.9
FMLAB-9146,PYRUVATE (B CSF),429
FMLAB-9147,PROTEIN ELECTROPHORESIS (UCSF),572
FMLAB-9148,GLIADIN ABS(IgAGM),818.4
