CODE,NAME,CODE.1,current price ,price of 1/2/2021
FMENTE3022,FITTING OF DIGITAL SIEMENS HEARING AID,FMENTE3022,4918.0,5409.8
FMENTE3028,HEARING AID DIGITAL,FMENTE3028,11881.818181818182,13070.0
FMENTE4001,MYRINGOTOMY - UNILATERAL,FMENTE4001,515.0,566.5
FMENTE4002,MYRINGOTOMY - BILATERAL,FMENTE4002,1019.0,1120.9
FMENTE4003,MYRINGOTOMY ANS ASPIRATION OF,FMENTE4003,642.0,706.2
FMENTE4004,MYRINGOTOMY AND ASPIRATION OF,FMENTE4004,1268.0,1394.8
FMENTE4005,MYRINGOTOMY & GROMMET-UNILAT.,FMENTE4005,1019.0,1120.9
FMENTE4006,MYRINGOTOMY & GROMMET-BILAT.,FMENTE4006,1527.9999999999998,1680.8
FMENTE4007,REMOVAL OF GROMMET-UNILATERAL,FMENTE4007,128.0,140.8
FMENTE4008,REMOVAL OF GROMMET-BILATERAL,FMENTE4008,202.0,222.2
FMENTE4009,MIDDLE EAR SURGERY-IMPAIRED,FMENTE4009,4435.0,4878.5
FMENTE4010,MASTOIDECTOMY - SIMPLE,FMENTE4010,3798.0,4177.8
FMENTE4011,MASTOIDECTOMY - OTHERS,FMENTE4011,5061.0,5567.1
FMENTE4012,CLOSURE OF MASTOID FISTULA,FMENTE4012,5061.0,5567.1
FMENTE4013,MASTOIDECTOMY - RADICAL,FMENTE4013,6329.0,6961.9
FMENTE4014,MASTOIDECTOMY - REVISION,FMENTE4014,6965.0,7661.5
FMENTE4015,MASTOID - TYMPANOPLASTY,FMENTE4015,6329.0,6961.9
FMENTE4016,TYMPANOPLASTY - TYPE I,FMENTE4016,3798.0,4177.8
FMENTE4017,TYMPANOPLASTY - TYPE II,FMENTE4017,5665.0,6231.5
FMENTE4018,TYMPANOPLASTY - TYPE  III,FMENTE4018,4435.0,4878.5
FMENTE4019,TYMPANOPLASTY - TYPE IV,FMENTE4019,5061.0,5567.1
FMENTE4020,TYMPANOPLASTY - TYPE V,FMENTE4020,5703.000000000001,6273.3
FMENTE4021,REVISION TYMPANOPLASTY,FMENTE4021,6965.0,7661.5
FMENTE4022,STAPEDECTOMY,FMENTE4022,5665.0,6231.5
FMENTE4023,REVISION STAPEDECTOMY,FMENTE4023,7602.0,8362.2
FMENTE4024,MYRINGOTOMY AD ASP. OF FLUID,FMENTE4024,515.0,566.5
FMENTE4025,MYRINGOTOMY & ASP. OF FLUIDS,FMENTE4025,1019.0,1120.9
FMENTE4026,DRESSING OF WOUND (MEDIUM),FMENTE4026,39.09090909090909,43.0
FMENTE4028,REMOVAL OF SUTURES,FMENTE4028,38.0,41.8
FMENTE5001,LABYRINTHECTOMY,FMENTE5001,3798.0,4177.8
FMENTE5002,DECOMPRESSION OF TEMPORAL,FMENTE5002,7602.0,8362.2
FMENTE5003,EAR MOULD,FMENTE5003,223.0,245.3
FMENTE5004,HEARING AID FITTING,FMENTE5004,144.0,158.4
FMENTE5005,FREE FIELD AUDIOMETRY,FMENTE5005,425.0,467.5
FMENTE6001,POLITZERIZATION,FMENTE6001,128.0,140.8
FMENTE6002,CATHETERIZATION OF EUSTACHIAN  TUBE,FMENTE6002,451.99999999999994,497.2
FMENTE6003,HEARING AID  M35,FMENTE6003,2234.0,2457.4
FMENTE6004,HEARING AID M36,FMENTE6004,2159.0,2374.9
FMENTE6005,HEARING AID M49-0,FMENTE6005,2308.0,2538.8
FMENTE6007,HEARING AID PHILIPS M47,FMENTE6007,2159.0,2374.9
FMENTE6008,HEARING AID M60-OL,FMENTE6008,1957.0,2152.7
FMENTE6009,HEARING AID PHILIPS M60-OR,FMENTE6009,1957.0,2152.7
FMENTE6020,HEARING AID PHILIPS S46-O,FMENTE6020,2234.0,2457.4
FMENTE6022,HEARING AID PHILIPS S47,FMENTE6022,2096.0,2305.6
FMENTE6024,FARO REMOTE CONTROL,FMENTE6024,843.9999999999999,928.4
FMENTE6025,LASER STAPEDECTOMY,FMENTE6025,6965.0,7661.5
FMENTE6026,COCHLEAR IMPLANT SURGERY,FMENTE6026,13930.0,15323.0
FMENTE6027,CREAT. MAP - COCHLEAR IMPLANT,FMENTE6027,546.0,600.6
FMENTE6028,REVIS.A MAP - COCHLEAR IMPLANT,FMENTE6028,329.0,361.9
FMENTE6029,PROMONTORY STIMULATION TEST,FMENTE6029,440.0,484.0
FMENTE6030,HEARING AID - BOSCH STAR 33 PP,FMENTE6030,1751.0,1926.1
FMENTE6034,COCHLEAR FUNCTION MONITORING,FMENTE6034,223.0,245.3
FMENTE6036,DIGITAL HEARING AID (UNILATERAL),FMENTE6036,3825.0,4207.5
FMENTE6037,INTRATYMPANIC INFUSSION OF CORTICOSTIROID OR GENTAMICYN,FMENTE6037,546.0,600.6
FMENTE6038,PROGRAMMABLE HEARING AID FITTING (BASIC),FMENTE6038,1802.9999999999998,1983.3
FMENTE6039,HEARING THRESHOLD BY ABR,FMENTE6039,773.0,850.3
FMENTE6040,HEARING AID COUNCELING SELECTION AND FITTING,FMENTE6040,721.0000000000001,793.1
FMENTE6041,LOCAL SPINAL INFELTRATION,FMENTE6041,500.0,550.0
FMENTE6042,BROAD BAND NOSE GENERATOR,FMENTE6042,1750.0,1925.0
FMENTE6043,HEARING AID SENSO PLUS,FMENTE6043,6200.0,6820.0
FMENTE6045,VIDEO NYSTAGMOGRAPHY(VNG),FMENTE6045,1372.7272727272727,1510.0
FMENTE6048,AUDIO BRAIN EVOKED RESPONSE,FMENTE6048,2590.9090909090905,2850.0
FMENTG0001,FASHION OF THE SKIN FLAP,FMENTG0001,1152.0,1267.2
FMENTG0002,TRANSFER OF SKIN FLAP,FMENTG0002,923.0,1015.3
FMENTK0001,TRACHEOTOMY,FMENTK0001,4133.0,4546.3
FMENTK0002,CHANGE OF TRACHEOSTOMY TUBA,FMENTK0002,324.0,356.4
FMENTK0003,EXCISION OF THYROGLOSSAL CYST,FMENTK0003,2536.0,2789.6
FMENTK0004,CERVICAL NODE BIOPSY,FMENTK0004,1268.0,1394.8
FMENTK0005,EXCISION OF SUBMANDIBULAR -,FMENTK0005,3798.0,4177.8
FMENTK0006,DRAINAGE OF LUDWIG'S ANGINA,FMENTK0006,1527.9999999999998,1680.8
FMENTK0007,SUB-TOTAL THYROIDECTOMY,FMENTK0007,4180.0,4598.0
FMENTK0008,CLOSURE OF TRACHEOSTOMY,FMENTK0008,388.00000000000006,426.8
FMENTK0009,PARTIAL THYROIDECTOMY,FMENTK0009,3025.0,3327.5
FMENTL0001,DIRECT LARYNGOSCOPY,FMENTL0001,1268.0,1394.8
FMENTL0002,DIRECT LARYNGOSCOPY W/ REMOVAL,FMENTL0002,2536.0,2789.6
FMENTL0003,DIRECT LARYNGOSCOPY W\ BIOPSY,FMENTL0003,1905.0,2095.5
FMENTL0004,MICRO-LARYNGOSCOPY,FMENTL0004,1905.0,2095.5
FMENTL0005,SURGERY OF VOCAL CORDS,FMENTL0005,3798.0,4177.8
FMENTL0006,EXCISION OF VOCAL CORDS MICRO-,FMENTL0006,3173.0,3490.3
FMENTL0007,MICROSCOPIC SURGERY OF CORAL -,FMENTL0007,4435.0,4878.5
FMENTL0008,OPEN SURGERY FOR CORAL,FMENTL0008,3798.0,4177.8
FMENTL0009,EXCISION OF LARYNGOCELE,FMENTL0009,3798.0,4177.8
FMENTL0010,EXCISION OF PHARYNGEAL POUCH,FMENTL0010,3173.0,3490.3
FMENTL0011,DIATHERMY TREATMENT OF,FMENTL0011,3173.0,3490.3
FMENTL0012,SURGERY FOR CA. OF LARYNX -,FMENTL0012,6329.0,6961.9
FMENTL0013,SURGERY FOR CA.LARYNX - TOTAL,FMENTL0013,6329.0,6961.9
FMENTL0014,SPEECH THERAPHY SESSION,FMENTL0014,96.0,105.6
FMENTL0015,INDIRECT LARYNGOSCOPY USING    ENDOSCOPE,FMENTL0015,128.0,140.8
FMENTL0016,LARYNGOPLASTY,FMENTL0016,3798.0,4177.8
FMENTL0017,SPEACH THERAPY SINGLE,FMENTL0017,144.0,158.4
FMENTL0018,LASER MIRCOSURGERY OF LARYNX,FMENTL0018,4133.0,4546.3
FMENTL0019,LASER MICROSURGERY OF THE LARY,FMENTL0019,5571.0,6128.1
FMENTL0020,LASER BIOPSY OF THE LARYNX,FMENTL0020,2795.9999999999995,3075.6
FMENTL0021,LASER ARETENOIDECTOMY,FMENTL0021,5665.0,6231.5
FMENTL0022,ADDITIONAL USE OF LASER,FMENTL0022,615.0,676.5
FMENTL0023,DELAYED SPEECH & LANG.DEVELOP- MENT,FMENTL0023,308.0,338.8
FMENTL0024,STUTTERING&STAMMERING SESSION,FMENTL0024,376.99999999999994,414.7
FMENTL0025,DEFECT IN ARTICULATION SESSION,FMENTL0025,376.99999999999994,414.7
FMENTN0001,SUTURE OF LACERATION OF NOSE   (EACH),FMENTN0001,128.0,140.8
FMENTN0002,EXCISION OF LIMITED TUMOUR OF,FMENTN0002,4435.0,4878.5
FMENTN0003,NASOVESTIBULAR CYST,FMENTN0003,2536.0,2789.6
FMENTN0004,PROETZ MANOEUVRE (NASAL SINUS,FMENTN0004,128.0,140.8
FMENTN0005,RHINOSCOPY,FMENTN0005,75.0,82.5
FMENTN0006,ALLERGY PRICK TEST,FMENTN0006,403.00000000000006,443.3
FMENTN2001,FOREIGN BODY REMOVAL 1,FMENTN2001,260.0,286.0
FMENTN2002,RHINOLITH EXTRACTION,FMENTN2002,1905.0,2095.5
FMENTN2003,CLOSED REDUCTN OF NASAL FRACT.,FMENTN2003,1268.0,1394.8
FMENTN2004,REDUCTION OF NASAL FRACTURE -,FMENTN2004,2536.0,2789.6
FMENTN2005,INCISION & DRAINAGE OF SEPTAL,FMENTN2005,770.0,847.0
FMENTN2007,CONTROL OF EPISTAXIS BY ANTER- NASAL PACKING,FMENTN2007,388.00000000000006,426.8
FMENTN2008,CONTROL OF EPISTAXIS BY ANT. &,FMENTN2008,1268.0,1394.8
FMENTN2009,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - UNILATERAL,FMENTN2009,96.0,105.6
FMENTN2010,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - BILATERAL,FMENTN2010,128.0,140.8
FMENTN2011,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - UNILATERAL,FMENTN2011,260.0,286.0
FMENTN2012,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - BILATERAL,FMENTN2012,388.00000000000006,426.8
FMENTN2013,CORTICOSTEROID INJ.-TURBINATE,FMENTN2013,128.0,140.8
FMENTN2014,CAUTERY - SUBMUCOSAL DIATHERMY,FMENTN2014,388.00000000000006,426.8
FMENTN2016,TURBINECTOMY - LATEAL FRACTURE,FMENTN2016,642.0,706.2
FMENTN2017,TURBINECTOMY LATERAL FRACTURE,FMENTN2017,1019.0,1120.9
FMENTN2018,TURBINECTOMY-CRYOSURGERY-UNILA,FMENTN2018,515.0,566.5
FMENTN2019,TURBINECTOMY-CRYOSURGERY-BILAT,FMENTN2019,891.0000000000001,980.1
FMENTN2020,TURBINECTOMY-PARTIAL EXCISION-,FMENTN2020,1527.9999999999998,1680.8
FMENTN2021,TURBINECTOMY-PARTIAL EXCISION,FMENTN2021,2032.0,2235.2
FMENTN2022,TURBINECTOMY - TOTAL,FMENTN2022,2536.0,2789.6
FMENTN2023,OTHER TURBINECTOMIES (MIDDLE-,FMENTN2023,1527.9999999999998,1680.8
FMENTN2024,PERNASAL REMOVAL OF ALLERGIC,FMENTN2024,1527.9999999999998,1680.8
FMENTN2026,PERNASAL REMOVAL OF POLYPI -,FMENTN2026,1905.0,2095.5
FMENTN2030,ANTROCHOANAL POLYPECTOMY WITH,FMENTN2030,3798.0,4177.8
FMENTN2031,ANTROCHOANAL POLYPECTOMY WITH-,FMENTN2031,1527.9999999999998,1680.8
FMENTN2032,NASAL ADHISIONS UNILATERAL,FMENTN2032,1268.0,1394.8
FMENTN2033,NASAL ADHESIONS - BILATERAL,FMENTN2033,1905.0,2095.5
FMENTN2034,DEBRIDEMENT-ATROFIC RHINITIS - UNILATERAL,FMENTN2034,128.0,140.8
FMENTN2035,DEBRIDEMENT-ATROFIC RHINITIS - BILATERAL,FMENTN2035,202.0,222.2
FMENTN2036,SILASTIC IMPLANTATION ATROFIC,FMENTN2036,3798.0,4177.8
FMENTN2037,REPAIR OF CHOANAL ATRESIA-UNIL,FMENTN2037,3173.0,3490.3
FMENTN2038,REPAIR OF CHOANAL ATRESIA-BILA,FMENTN2038,5061.0,5567.1
FMENTN2039,NOSE RECONSTRUCTION-RHINOPLAST,FMENTN2039,5061.0,5567.1
FMENTN2040,LIMITED RHINOPLASTY,FMENTN2040,3173.0,3490.3
FMENTN2041,AUGMENTATION RHINOPLASTY,FMENTN2041,3173.0,3490.3
FMENTN2044,REVISION RHINOSEPTOPLASTY,FMENTN2044,6329.0,6961.9
FMENTN2046,REVISION SEPTOPLASTY,FMENTN2046,4435.0,4878.5
FMENTN2047,SUBMUCOUS RESECTION OF SEPTUM,FMENTN2047,2536.0,2789.6
FMENTN2048,REPAIR OF SEPTAL PERFORATION,FMENTN2048,3798.0,4177.8
FMENTN2049,BIOPSY OF NOSE,FMENTN2049,642.0,706.2
FMENTN2050,SURGERY OFTUMOUR OF NASAL -,FMENTN2050,3173.0,3490.3
FMENTN2051,SURGERY OF TUMOUR OF NASAL -,FMENTN2051,5061.0,5567.1
FMENTN2054,CHANGE OF NASAL SPLINT,FMENTN2054,75.0,82.5
FMENTN2055,REMOVAL OF NASAL PACK,FMENTN2055,122.0,134.2
FMENTN2056,LASER APPLIC.TO INT.TURBINATES,FMENTN2056,1905.0,2095.5
FMENTN2057,LASER APPLIC.TO INFER.TURBINA-,FMENTN2057,2536.0,2789.6
FMENTN2059,ENDOS.MEATUS AUTROSTOMY(UNILA-,FMENTN2059,1905.0,2095.5
FMENTN2060,ENDOS.MIDDLE MEATUS AUTROS(BIL,FMENTN2060,2536.0,2789.6
FMENTN2061,TRANS-NASAL HYPOPHYSECTOMY,FMENTN2061,11145.0,12259.5
FMENTN2062,NASAL SINUSCOPY,FMENTN2062,101.0,111.1
FMENTN2063,NASAL ENDOSCOPY,FMENTN2063,96.0,105.6
FMENTN2064,NASAL SINUSCOPY WITH BIOPSY,FMENTN2064,260.0,286.0
FMENTN2065,INCISSION OF NASAL ABSCESS,FMENTN2065,260.0,286.0
FMENTN2066,ADDT'L CODE FOR PHOTO,FMENTN2066,43.0,47.3
FMENTN2067,SKIN TEST FOR NASAL ALLERGY,FMENTN2067,489.0,537.9
FMENTN2068,CLOSURE OF ORO-NASAL FISTULA,FMENTN2068,1449.0,1593.9
FMENTO0001,SUTURE OF LACERATION OF LIP    (EACH),FMENTO0001,128.0,140.8
FMENTO0002,SUTURE OF LACERATION OF TONGUE,FMENTO0002,128.0,140.8
FMENTO0003,SUTURE OF LACERATION OF SOFT - PALATE,FMENTO0003,308.0,338.8
FMENTO0004,REPAIR OF PARTIAL CLEFT PALATE,FMENTO0004,2536.0,2789.6
FMENTO0005,PARTIAL EXCISION OF PALATE,FMENTO0005,1268.0,1394.8
FMENTO0006,BONY TUMOURS OF THE PALATE,FMENTO0006,3173.0,3490.3
FMENTO0007,UVULECTOMY,FMENTO0007,853.9999999999999,939.4
FMENTO0008,PRENOTOMY,FMENTO0008,1019.0,1120.9
FMENTO0009,REMOVAL OF FOREIGN BODY-THROAT,FMENTO0009,202.0,222.2
FMENTO0010,FOREIGN BODY EXTRACTION-MOUTH,FMENTO0010,202.0,222.2
FMENTO0011,CAUTERIZATION OF MOUTH ULCER - CHEMICAL,FMENTO0011,388.00000000000006,426.8
FMENTO0012,CAUTERIZATION OF MOUTH ULCER - CRYOCAUTERY,FMENTO0012,642.0,706.2
FMENTO0013,MARSUPIALIZATION OF SALIVARY,FMENTO0013,1905.0,2095.5
FMENTO0014,REMOVAL OF CALCULUS FROM -,FMENTO0014,1268.0,1394.8
FMENTO0015,LASER UVULECTOMY,FMENTO0015,1449.0,1593.9
FMENTO0016,LASER EXCISSION OF MALIGNANT,FMENTO0016,5061.0,5567.1
FMENTO0017,SUPERFICIAL PAROTIDECTOMY,FMENTO0017,3490.9999999999995,3840.1
FMENTO0018,SUBMANDIBULAR SAILADERECTOMY,FMENTO0018,2795.9999999999995,3075.6
FMENTO0019,GLOSSOPLASTY,FMENTO0019,3025.0,3327.5
FMENTP0001,NASOPHARYNGOSCOPY,FMENTP0001,101.0,111.1
FMENTP0002,NASOPHARYNGEAL EXAM. & BIOPSY,FMENTP0002,1268.0,1394.8
FMENTP0003,ADENOIDECTOMY,FMENTP0003,891.0000000000001,980.1
FMENTP0004,REVISION ADENOIDECTOMY,FMENTP0004,1527.9999999999998,1680.8
FMENTP0005,ADENOTONSILLECTOMY,FMENTP0005,1268.0,1394.8
FMENTP0006,CONTROL OF HAEMORRHAGE AFTER -,FMENTP0006,324.0,356.4
FMENTP2001,REMOVAL OF TONSILLO-LITHS -,FMENTP2001,202.0,222.2
FMENTP2002,REMOVAL OF TONSILLO-LITHS-,FMENTP2002,1019.0,1120.9
FMENTP2003,INCISION & DRAINAGE OF TONSIL-,FMENTP2003,324.0,356.4
FMENTP2004,INCISION & DRAINAGE OF PERIT-,FMENTP2004,324.0,356.4
FMENTP2005,INCISION & DRAINAGE OF RETRO-,FMENTP2005,1268.0,1394.8
FMENTP2006,INCISION & DRAINAGE OF PARA-,FMENTP2006,2536.0,2789.6
FMENTP2007,TONSILLECTOMY UNDER 12 YEARS,FMENTP2007,1019.0,1120.9
FMENTP2008,TONSILLECTOMY - 12 YEAR & OVER,FMENTP2008,1268.0,1394.8
FMENTP2009,EXCISION OF LINGUAL TONSIL,FMENTP2009,1268.0,1394.8
FMENTP2010,EXCISION OF TONSILAR TAG,FMENTP2010,1268.0,1394.8
FMENTP2011,TONSILLECTOMY FOR BENIGN TUMOR,FMENTP2011,2536.0,2789.6
FMENTP2012,CONTROL OF HAEMORRHAGE AFTER-,FMENTP2012,388.00000000000006,426.8
FMENTP2015,ORAL BIOPSY,FMENTP2015,388.00000000000006,426.8
FMENTP2017,EXCISION OF VALLECULAR CYST,FMENTP2017,2536.0,2789.6
FMENTP2018,PALATOPHARYNGOPLASTY,FMENTP2018,5061.0,5567.1
FMENTP3001,HYPOPHARYNGOSCOPY UNDER L.A.,FMENTP3001,642.0,706.2
FMENTP3002,HYPOPHARYNGOSCOPY UNDER G.A.,FMENTP3002,1268.0,1394.8
FMENTP3003,HYPOPHARYNGOSCOPY WITH REMOVAL,FMENTP3003,1905.0,2095.5
FMENTP3004,HYPOPHARYNGOSCOPY WITH BIOPSY,FMENTP3004,1527.9999999999998,1680.8
FMENTP3005,LASER TONSILLECTOMY,FMENTP3005,1905.0,2095.5
FMENTP3006,LASER PALATOPLASTY,FMENTP3006,6329.0,6961.9
FMENTP3007,LASER EXCISSION OF BENIGN TUM.,FMENTP3007,3173.0,3490.3
FMENTP3008,CRICO-PHARYNGEAL MYOTOMY,FMENTP3008,4180.0,4598.0
FMENTP3009,LASER EXCISSION OR LINGUAL,FMENTP3009,2414.0,2655.4
FMENTP3010,EXCISION OF ELONGATED STYLOID,FMENTP3010,1692.9999999999998,1862.3
FMENTP3011,LASER ASSISTED UVULOPALATOPLAS,FMENTP3011,3279.0000000000005,3606.9
FMENTP3013,PRE-OPERATIVE EVALUATION OF,FMENTP3013,1093.0,1202.3
FMENTP3014,POST OPERATIVE EVALUATION OF,FMENTP3014,770.0,847.0
FMENTP3015,PRE & POST EVALUATION OF OSAS,FMENTP3015,1639.0,1802.9
FMENTP3016,C P A P,FMENTP3016,1969.0,2165.9
FMENTR0001,RADIO FREQENCY APPLIACATION TO,FMENTR0001,1639.0,1802.9
FMENTR0002,RADIO FREQUENCY APPLICATION TO,FMENTR0002,2186.0,2404.6
FMENTR0003,RDO. PREQ. APPL. TO THE PALAT],FMENTR0003,2186.0,2404.6
FMENTR0004,RDO. FREQ. APPL. TO THE TONGUE,FMENTR0004,2186.0,2404.6
FMENTR0005,RDO.FREQ.APPL.TO THE INFER. TU,FMENTR0005,3279.0000000000005,3606.9
FMENTR0006,RDO. FREQ. APPL. TO INFER. TUR,FMENTR0006,3279.0000000000005,3606.9
FMENTR0007,RDO. PREQ.APPL. INFR. TURB. TO,FMENTR0007,4372.0,4809.2
FMENTS0001,ANTRAL PUNCTURE + WASH-UNILAT.,FMENTS0001,388.00000000000006,426.8
FMENTS0002,ANTRAL PUNCTURE + WASH-BILAT.,FMENTS0002,642.0,706.2
FMENTS0003,INTRANASAL ANTROSTOMY-BILAT.,FMENTS0003,2605.0,2865.5
FMENTS0004,INTRANASAL ANTROSTOMY -UNILAT.,FMENTS0004,891.0000000000001,980.1
FMENTS0005,ANTRAL SINUSCOPY - UNILATERAL,FMENTS0005,891.0000000000001,980.1
FMENTS0006,ANTRAL SINUSCOPY - BILATERAL,FMENTS0006,1527.9999999999998,1680.8
FMENTS0007,EXCISION OF LESION MAXILLARY,FMENTS0007,1268.0,1394.8
FMENTS0008,EXCISN OF LESION OF MAXILLARY,FMENTS0008,1527.9999999999998,1680.8
FMENTS0010,TRANSANTRAL APPROACH FOR CORR-,FMENTS0010,3173.0,3490.3
FMENTS0011,BIOPSY OF MAXILLIARY SINUS,FMENTS0011,1268.0,1394.8
FMENTS0012,RADICAL MAXILLECTOMY,FMENTS0012,7602.0,8362.2
FMENTS0013,REPAIR OF ORO-ANTRAL FISTULA,FMENTS0013,3798.0,4177.8
FMENTS0014,ETHMOID SINUSCOPY,FMENTS0014,1072.0,1179.2
FMENTS0015,TRANSNASAL ETHMOIDECTOMY,FMENTS0015,3173.0,3490.3
FMENTS0016,TREPHINE OF THE FRONTAL SINUS,FMENTS0016,1268.0,1394.8
FMENTS0017,EXTERNAL OPERATION ON FRONTAL,FMENTS0017,5061.0,5567.1
FMENTS0018,BONY TUMOURS OF NASAL SINUSES-,FMENTS0018,5061.0,5567.1
FMENTS0019,BONY TUMPURS OF NASAL SINUSES-,FMENTS0019,7602.0,8362.2
FMENTS0020,ENDOSCOPIC SINUS SURGERY,FMENTS0020,5665.0,6231.5
FMENTS0022,FUNCTIONAL ENDOSCOPIC SINUS,FMENTS0022,2297.0,2526.7
FMENTS0023,SPECCH PROCESSOR OF COCHLEAR IMPLAN,FMENTS0023,5465.0,6011.5
FMERD-0001,E.R. CONSULTATION,FMERD-0001,200.0,220.0
FMERD-0002,VIDEO RECORDING,FMERD-0002,64.0,70.4
FMERD-1000,DAY CARE SUPERVISION,FMERD-1000,189.0909090909091,208.0
FMERD-1001,ER REFERRAL TO OTHER CLINICS,FMERD-1001,100.0,110.0
FMERDA0001,ABCESS  INCISSION SUFERCIAL,FMERDA0001,122.0,134.2
FMERDA0002,ABSCESS INCISION DEEP,FMERDA0002,180.99999999999997,199.1
FMERDA0003,ENDOTRACHEAL INTUBATION,FMERDA0003,245.0,269.5
FMERDA0004,INCISN & DRAINGE OF PARONYCHIA,FMERDA0004,180.99999999999997,199.1
FMERDA0005,REMOVAL OF NAIL,FMERDA0005,180.99999999999997,199.1
FMERDA0006,REMOVAL OF STICHES,FMERDA0006,38.0,41.8
FMERDA0007,REMOVL OF FOREIGN BODY (SIMPLE,FMERDA0007,489.0,537.9
FMERDA0008,BURN DRESSING 5 %,FMERDA0008,180.99999999999997,199.1
FMERDA0009,BURN DRESSING 10 - 20%,FMERDA0009,610.0,671.0
FMERDA0010,BURN DRESSING 20 - 30%,FMERDA0010,971.0,1068.1
FMERDA0011,BURN DRESSING 5 - 10%,FMERDA0011,245.0,269.5
FMERDA0012,CATHETERIZATION,FMERDA0012,91.0,100.1
FMERDA0013,DEEP CUT WOUND LARGE (10 - 20  STITCHES),FMERDA0013,245.0,269.5
FMERDA0014,DEEP CUT WOUND MEDIUM ( 5 - 10 STITCHES),FMERDA0014,180.99999999999997,199.1
FMERDA0015,DEEP CUT WOUND SMALL ( 3 - 5   STITCHES),FMERDA0015,122.0,134.2
FMERDA0016,ENDOTRACHEAL TUBE,FMERDA0016,38.0,41.8
FMERDA0017,I.V. CANULA,FMERDA0017,32.0,35.2
FMERDA0018,I.V. CENTRAL CATHETER,FMERDA0018,101.0,111.1
FMERDA0019,I.V. FLUID INSERTION,FMERDA0019,64.0,70.4
FMERDA0020,I.V. INJECTION,FMERDA0020,13.0,14.3
FMERDA0026,CARDIAC MONITORING(PER 30 MIN),FMERDA0026,64.0,70.4
FMERDA0027,SUB.CUT WOUND LARGE (10-20     STITCHES,FMERDA0027,180.99999999999997,199.1
FMERDA0028,SUB.CUT WOUND MEDIUM (5 - 10   STITHES),FMERDA0028,122.0,134.2
FMERDA0029,SUB. CUT WOUND SMALL(3-5 STITCHES),FMERDA0029,80.0,88.0
FMERDA0030,CONTROL OF EPISTAXIS BY        ANTERIOR NASAL PACKING,FMERDA0030,308.0,338.8
FMERDA0031,CONTROL OF EPISTAXIS BY ANTE-  ROPOST NASAL PACKING,FMERDA0031,971.0,1068.1
FMERDA0032,FOREIGN BODY REMOVAL,FMERDA0032,245.0,269.5
FMERDA0033,SUTURE OF LACERATN EXTERNL EAR,FMERDA0033,139.0,152.9
FMERDA0034,SUTURE OF LACERATN OF LIP (EA),FMERDA0034,91.0,100.1
FMERDA0035,SUTURE OF LACERATN IN THE NOSE,FMERDA0035,122.0,134.2
FMERDA0036,SUTURE OF LACERATION TONGUE,FMERDA0036,122.0,134.2
FMERDA0037,CHECK-UP FOOD HANDLER,FMERDA0037,245.0,269.5
FMERDA0038,CONSULTANT TO/FROM OTHER HOSPT,FMERDA0038,361.0,397.1
FMERDA0039,DEFIBRILLATOR,FMERDA0039,180.99999999999997,199.1
FMERDA0040,ER DELIVERY FEE,FMERDA0040,1422.0000000000002,1564.2
FMERDA0041,ER DELIVERY FEE FOR CONSULTANT,FMERDA0041,971.0,1068.1
FMERDA0042,FIXATION OF AGRYL CATHETER,FMERDA0042,610.0,671.0
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,FMERDA0043,101.0,111.1
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,FMERDA0044,149.0,163.9
FMERDA0045,HEALTH CERTIFICATE,FMERDA0045,197.0,216.7
FMERDA0046,HOME TREATMENT (NURSE+PROCEDUR,FMERDA0046,64.0,70.4
FMERDA0047,INCISION & DRAINAGE (PEDIA),FMERDA0047,122.0,134.2
FMERDA0048,INTUBATION FEE,FMERDA0048,149.0,163.9
FMERDA0049,MARITAL COUNSELLING,FMERDA0049,149.0,163.9
FMERDA0050,MINI DRESSING PACK,FMERDA0050,48.0,52.8
FMERDA0051,NASAL TUBE SUNCTIONING,FMERDA0051,17.0,18.7
FMERDA0052,NURSE ESCORT FOR PT. BY AIR    (PER DAY),FMERDA0052,610.0,671.0
FMERDA0053,RECTAL TUBE INSERTION,FMERDA0053,38.0,41.8
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,FMERDA0054,101.0,111.1
FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,FMERDA0055,271.0,298.1
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,FMERDA0056,101.0,111.1
FMERDA0057,UNDER WATER DRAINAGE,FMERDA0057,149.0,163.9
FMERDA0058,VACCINATION FOR CHOLERA (ER),FMERDA0058,26.999999999999996,29.7
FMERDA0059,AIRWAY,FMERDA0059,38.0,41.8
FMERDA0060,COLD COMPRESS,FMERDA0060,64.0,70.4
FMERDA0061,FLEET CLEANSING ENEMA,FMERDA0061,38.0,41.8
FMERDA0062,GLUCOTEST,FMERDA0062,17.0,18.7
FMERDA0063,HOT COMPRESS,FMERDA0063,64.0,70.4
FMERDA0064,I.M. OR SUBCUTICULAR INJECTION,FMERDA0064,7.000000000000001,7.7
