SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,REVISED PRICES,5
2152021,RESPIRATORY,RESPIRATORY THERAPY,BODY PLETHYSMOGRAPH (BODY BOX),1000.0,773
2152022,RESPIRATORY,RESPIRATORY THERAPY,BODY PLETHYSMOGRAPH (BODY BOX) WITH SPIROMETER,2200.0,774
2152023,RESPIRATORY,RESPIRATORY THERAPY,FRACTION OF EXHALED NITRIC OXIDE,400.0,775
2152024,RESPIRATORY,RESPIRATORY THERAPY,IPPB WITH BROCHODILATOR AND MUCOLYTIC AGENT,55.0,776
2152025,RESPIRATORY,RESPIRATORY THERAPY,MECHANICAL VENTILATOR / PER DAY,350.0,777
2152026,RESPIRATORY,RESPIRATORY THERAPY,MECHANICAL VENTILATOR - BIPAP  PER DAY ,1187.5,778
2152027,RESPIRATORY,RESPIRATORY THERAPY,NIV (NON-INVASIVE VENTILATION) THERAPY,550.0,779
2152028,RESPIRATORY,RESPIRATORY THERAPY,NONEMERGENT/NONINVASIVE POSITIVE PRESSURE VENTILATION (NPPV) / HOUR ,156.25,780
2152029,RESPIRATORY,RESPIRATORY THERAPY,PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION / SMALL VOLUME NEBULIZER / MDI ,68.75,781
2152030,RESPIRATORY,RESPIRATORY THERAPY,PORTABLE VENTILATOR (PER HOUR),250.0,782
2152031,RESPIRATORY,RESPIRATORY THERAPY,VENTILATOR TUBING & ACCESSORIES (ADULT),70.0,783
2152032,RESPIRATORY,RESPIRATORY THERAPY,VENTILATOR TUBING & ACCESSORIES (NEONATAL),260.0,784
2152033,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION (SEPARATE PROCEDURE); NASOTRACHEAL SUCTIONING ,106.25,785
2152034,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION PLACEMENT OR CHANGE - EXTUBATION OF AIRWAY ,62.5,786
2152035,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION PLACEMENT OR CHANGE OF IN-LINE SUCTION CATHETER. ,562.5,787
2152036,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION SUCTIONING OF ARTIFICIAL AIRWAY TUBE CARE ,106.25,788
2152037,RESPIRATORY,RESPIRATORY THERAPY,CHEST PHYSIOTHERAPY/ FLUTTER INITIAL ,160.0,789
2152038,RESPIRATORY,RESPIRATORY THERAPY,BREATHING EXERCISE,35.0,790
2152039,RESPIRATORY,RESPIRATORY THERAPY,"CONTINUOUS BILEVEL POSITIVE AIRWAY PRESSURE VENTILATION, NON-EMERGENT INITIATION AND MANAGEMENT / DAY ",687.5,791
2152040,RESPIRATORY,RESPIRATORY THERAPY,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION; / DAY ,625.0,792
2152041,RESPIRATORY,RESPIRATORY THERAPY,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION; CONTINIUOS ,93.75,793
2152042,RESPIRATORY,RESPIRATORY THERAPY,"CONTINUOUS NEGATIVE PRESSURE VENTILATION (CNP), INITIATION AND MANAGEMENT / HOUR ",131.25,794
2152043,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL TUBE, RESTABILIZATION ",812.5,795
2152044,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, MONITOR CUFF PRESSURE/PROCEDURE CARE ",62.5,796
2152045,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT / REMOVAL OF ASSISTIVE SPEECH VALVE ",62.5,797
2152046,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT OF NASAL AIRWAY ",62.5,798
2152047,RESPIRATORY,RESPIRATORY THERAPY,"HIGH FREQUENCY VENTILATION ASSIST AND MANAGEMENT, INITIATION OF PRESSURE OR VOLUME PRESET VENTILATORS FOR ASSISTED OR CONTROLLED BREATHING / HOUR ",250.0,799
2152048,RESPIRATORY,RESPIRATORY THERAPY,INHALED NITRIC OXIDE / HOUR ,250.0,800
2152049,RESPIRATORY,RESPIRATORY THERAPY,INTRAPULMONARY SURFACTANT ADMINISTRATION BY A PHYSICIAN THROUGH ENDOTRACHEAL TUBE ,312.5,801
2152050,RESPIRATORY,RESPIRATORY THERAPY,"INTUBATION, ENDOTRACHEAL, EMERGENCY PROCEDURE / RT ",625.0,802
2152051,RESPIRATORY,RESPIRATORY THERAPY,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRACHEOSCOPY; DIAGNOSTIC, NEWBORN ",598.75,803
2152052,RESPIRATORY,RESPIRATORY THERAPY,MANIPULATION / POSITIONING TO FACILITATE LUNG FUNCTION; INITIAL DEMONSTRATION AND/OR EVALUATION ,156.25,804
2152053,RESPIRATORY,RESPIRATORY THERAPY,"MANIPULATION CHEST WALL, SUCH AS CUPPING, PERCUSSING, AND VIBRATION TO FACILITATE LUNG FUNCTION; SUBSEQUENT ",160.0,805
2152054,RESPIRATORY,RESPIRATORY THERAPY,RT TRANSPORT PER HOUR,125.0,806
2152055,RESPIRATORY,RESPIRATORY THERAPY,"SPIROMETER, NONELECTRONIC, INCLUDES ALL ACCESSORIES ",227.5,807
2152056,RESPIRATORY,RESPIRATORY THERAPY,"SPUTUM, OBTAINING SPECIMEN, AEROSOL INDUCED TECHNIQUE (SEPARATE PROCEDURE) ",250.0,808
2152057,RESPIRATORY,RESPIRATORY THERAPY,SUCTIONING OF ARTIFICIAL AIRWAY WITH IN-LINE SUCTION CATHETER ,31.25,809
2152058,RESPIRATORY,RESPIRATORY THERAPY,TRACHEOSTOMY TUBE CARE/G. SURGERY ,250.0,810
2152059,RESPIRATORY,RESPIRATORY THERAPY,"VENTILATION ASSISTMENT, INITIATION OF PRESSURE VENTILATORS /OBSERVATION, INITIAL DAY ",750.0,811
2152060,RESPIRATORY,RESPIRATORY THERAPY,VENTILATION ASSISTMENT AND MANAGEMENT; EACH SUBSEQUENT DAY ,250.0,812
2162001,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 1 - I.Q. - ADULT / CHILD,550.0,813
2162002,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ORGANICITY,275.0,814
2162003,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - SCHIZOPHRENIA,275.0,815
2162004,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - DEPRESSION,275.0,816
2162005,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ANXIETY,275.0,817
2162006,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - OCD,275.0,818
2162007,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PANIC & PHOBIA,275.0,819
2162008,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PERSONALITY,275.0,820
2162009,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - PSYCHOSOCIAL ,200.0,821
2162010,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SLEEP,200.0,822
2162011,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SELF SATISFACTION,200.0,823
2162012,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - OTHER SCALES,200.0,824
2162013,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY BRIEF PER SESSION,175.0,825
2162014,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (BEHAVIOUR) PER SESSION,175.0,826
2162015,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (SPEECH) PER SESSION,175.0,827
2162016,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COGNITIVE) PER SESSION,175.0,828
2162017,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COUPLE) PER SESSION,175.0,829
2162018,PSYCHIATRY,PSYCO THERAPY,CHILD ANXIETY MANIFEST LEVEL,225.0,830
2162019,PSYCHIATRY,PSYCO THERAPY,CHILD BEHAVIOUR CHECK LIST,175.0,831
2162020,PSYCHIATRY,PSYCO THERAPY,MIDDLE SEX SCALE,275.0,832
2162021,PSYCHIATRY,PSYCO THERAPY,MMPI SUB SCALE,275.0,833
2162022,PSYCHIATRY,PSYCO THERAPY,SELF ESTEEM INVENTORY,175.0,834
2162023,PSYCHIATRY,PSYCO THERAPY,BECK DEPRESSION INVENTORY,275.0,835
2162024,PSYCHIATRY,PSYCO THERAPY,PERFORMANCE ANXIETY SCALE,275.0,836
2162025,PSYCHIATRY,PSYCO THERAPY,SELF ASSESSMENT SCALE,275.0,837
2162026,PSYCHIATRY,PSYCO THERAPY,EATING DISORDER SCALE,325.0,838
2162027,PSYCHIATRY,PSYCO THERAPY,BULIMIA NERVOSA SCALE,275.0,839
2162028,PSYCHIATRY,PSYCO THERAPY,ANOREXIA NERVOSA SCALE,275.0,840
2162029,PSYCHIATRY,PSYCO THERAPY,BENDER GESTALAT SCALE,260.0,841
2162030,PSYCHIATRY,PSYCO THERAPY,A D H D SCALE,325.0,842
2162031,PSYCHIATRY,PSYCO THERAPY,BRIEF PSYCHOTHERAPY 6 SESSIONS,780.0,843
2162032,PSYCHIATRY,PSYCO THERAPY,BEHAVIOUR THERAPY 6 SESSIONS,780.0,844
2162033,PSYCHIATRY,PSYCO THERAPY,RELAXATION THERAPY,325.0,845
2162034,PSYCHIATRY,PSYCO THERAPY,CARS SCALE FOR AUTISM,400.0,846
2162035,PSYCHIATRY,PSYCO THERAPY,TAT TEST OF PERSONALITY,210.0,847
2162036,PSYCHIATRY,PSYCO THERAPY,COMPLETE SENTENCE TEST OF PERSONALITY,210.0,848
2172001,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DIAGNOSTIC W/O BIOPSY,1500.0,849
2172002,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/BIOPSY, SINGLE/MULTIPLE",3125.0,850
2172003,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/POLYPECTOMY,3125.0,851
2172004,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ MUCOSAL RESECTION,3906.25,852
2172005,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/FOREIGN BODY EXTRACTION,3906.25,853
2172006,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/ BAND LIGATION, ESOPHAGIAL ",2500.0,854
2172007,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; GASTRIC VARIESES INJECTION,6250.0,855
2172008,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGIAL VARIESES SCLEROTHERAPY,7031.25,856
2172009,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; ESOPHAGUS, DUODENUM. STRICTURE  DILATATION BY BALLOON ",6250.0,857
2172010,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGUS/DUODENUM STENT PLACEMENT.  (IMPLANT NOT INCLUDED),6250.0,858
2172011,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DILATATION FOR ACHALASIA ,6250.0,859
2172012,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,7031.25,860
2172013,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ GASTRIC BALLOON PLACEMENT  (IMPLANT NOT INCLUDED),6250.0,861
2172014,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION / ELECTROCOAGULATION /ARGON PLASMA COAGULATION),7031.25,862
2172015,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),6250.0,863
2172016,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE PLACEMENT (PEG),5468.75,864
2172017,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE REPLACEMENT (PEG),1562.5,865
2172018,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / PUSH (DIAGNOSTIC / THERAPITIC),5468.75,866
2172019,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / DOUBLE BALLOON ,5468.75,867
2172020,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / CAPSULE ENDOSCOPY (ENTEROSCOPY & COLONOSCOPY),8593.75,868
2172021,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",3906.25,869
2172022,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONSCOPY WITH BIOPSY ,4687.5,870
2172023,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, W/ POLYPECTOMY",4687.5,871
2172024,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ MUCOSAL RESECTION (EMR),4687.5,872
2172025,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ STRICTURE DILATATION ,4687.5,873
2172026,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ METALIC STENT PLACEMENT (IMPLANT NOT INCLUDED),5468.75,874
2172027,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),7031.25,875
2172028,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),6250.0,876
2172029,GASTRO-ENTEROLOGY,ENDOSCOPY ,ERCP DIAGNOSTIC - W/ BRUSH BIOPSY & CYTOLOGY,5859.375,877
2172030,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - STONE EXTRACTION.",6640.625,878
2172031,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, MECHANICAL LITHOTRIPSY FOR STONE W/ OR W/O SPHINCTEROTOMY",10156.25,879
2172032,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BALLOON DILATATION & STONE EXTRACTION. ",6250.0,880
2172033,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - LARGE BALLOON PAPILLARY DILATATION & STONE EXTRACTION W/ SPHINCTEROTOMY,",7421.875,881
2172034,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STENT PLACEMENT. (IMPLANT NOT INCLUDED)",6250.0,882
2172035,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STRICTURE DILATATION",6640.625,883
2172036,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - NASO-BILIARY DRAINAGE",6250.0,884
2172037,GASTRO-ENTEROLOGY,ENDOSCOPY ,PROCTOSCOPY,175.0,885
2172038,GASTRO-ENTEROLOGY,ENDOSCOPY ,REGID SIGMAIDOSCOPY,675.0,886
2172039,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDDOSCOPY DIAGNOSTIC,700.0,887
2172040,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDOSCOPY DIAGNOSTIC + BIOPSY,1000.0,888
2172041,GASTRO-ENTEROLOGY,ENDOSCOPY ,HEAT PROBE COAGULATION,700.0,889
2172042,GASTRO-ENTEROLOGY,ENDOSCOPY ,CAPSULE ENDOSCOPY,8000.0,890
2172043,GASTRO-ENTEROLOGY,ENDOSCOPY ,ARGON PLASMA COAGULATION,4600.0,891
2172044,GASTRO-ENTEROLOGY,ENDOSCOPY ,EMG ELECTROMYOGRAPHY OF ANORECTUM,5000.0,892
2172045,GASTRO-ENTEROLOGY,ENDOSCOPY ,PEDIATRIC ENDOSCOPY + GA,7500.0,893
2172046,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUBMUCOSAL DISSECTION  ,12000.0,894
2172047,GASTRO-ENTEROLOGY,ENDOSCOPY ,PYLO TEST FOR H.PYLORI,350.0,895
2172048,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (CLOSE FISTULA) (OR PERFORATION),13000.0,896
2172049,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (REDUCTION OF DILATED POUCH OR STOMACH) POST SLEEVE,13000.0,897
2172050,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (PRIMARY),14000.0,898
2172051,GASTRO-ENTEROLOGY,ENDOSCOPY ,SMART BALLOON - BARIATRIC,16000.0,899
2182003,NEPHROLOGY,HAEMODIALYSIS,PERITONEAL DIALYSIS ,3500.0,900
2182004,NEPHROLOGY,HAEMODIALYSIS,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION,4500.0,901
2182005,NEPHROLOGY,HAEMODIALYSIS,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION,7500.0,902
2182006,NEPHROLOGY,HAEMODIALYSIS,PLASMA PHERESIS / EXCHANGE PER SESSION,3500.0,903
2182007,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF CENTRAL VASCULAR CATHETER(FEMORAL/SUBCLAVIAN/JUGULAR),5500.0,904
2182008,NEPHROLOGY,HAEMODIALYSIS,SODIUM PROFILING,455.0,905
2182009,NEPHROLOGY,HAEMODIALYSIS,ACTIVATED CLOTTING TIME,40.0,906
2182010,NEPHROLOGY,HAEMODIALYSIS,ULTRA FILTRATION PROFILING,475.0,907
2182011,NEPHROLOGY,HAEMODIALYSIS,DEFORAXAMINE TESTING,475.0,908
2182012,NEPHROLOGY,HAEMODIALYSIS,"COAGULATION PROFILE COMPLETE (PT, PTT, CT)",850.0,909
2182013,NEPHROLOGY,HAEMODIALYSIS,"HEPATITIS PROFILE (HP, B, HP-C & HIV)",850.0,910
2182014,NEPHROLOGY,HAEMODIALYSIS,CENTRAL VENOUS PRESSURE MONITORING,175.0,911
2182015,NEPHROLOGY,HAEMODIALYSIS,PERMANENT PERITONEAL CATHETER,2450.0,912
2182016,NEPHROLOGY,HAEMODIALYSIS,ACUTE PERITONEAL CATHETER,1300.0,913
2182017,NEPHROLOGY,HAEMODIALYSIS,DIALYSER ,400.0,914
2182018,NEPHROLOGY,HAEMODIALYSIS,SODIUM BICARBONATE ( LITRE),200.0,915
2182019,NEPHROLOGY,HAEMODIALYSIS,ACID CONCENTRATE ( LITRE),25.0,916
2182020,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF PERMA CATH TUNNEL LINE,6000.0,917
2182021,NEPHROLOGY,HAEMODIALYSIS,REVISION SUBCLAVIAN / JUGULAR CATH,1300.0,918
2182022,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF PERMA CATH,750.0,919
2182023,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF SUBCLAVIAN / JUGULAR / FEMORAL CATH,275.0,920
2182024,NEPHROLOGY,HAEMODIALYSIS,PERMICATH MANIPULATION,5500.0,921
2182025,NEPHROLOGY,HAEMODIALYSIS,"VASCATH ,  JUGULAR - FEMORAL  OR  SUBCLAVIAN",6000.0,922
2192001,OBS/GYN ,OBS/GYN SERVICES ,DELIVERY ROOM CHARGES,250.0,923
2192002,OBS/GYN ,OBS/GYN SERVICES ,ASSISTED DELIVERY (FORCEPS / VACUUM) ADDED TO THE MAIN CODE,1562.5,924
2192003,OBS/GYN ,OBS/GYN SERVICES ,INDUCTION OF LABOR (IOL),1312.5,925
2192004,OBS/GYN ,OBS/GYN SERVICES ,SUTURING OF VAGINAL TEAR,175.0,926
2192005,OBS/GYN ,OBS/GYN SERVICES ,EPISIOTOMY,175.0,927
2192006,OBS/GYN ,OBS/GYN SERVICES ,ARTIFICIAL RUPTURE MEMBRANE ARM,175.0,928
2192007,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY PER HOUR (FETAL HEART),325.0,929
2192008,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY MAXIMUM CHARGE (FETAL HEART),520.0,930
2192009,OBS/GYN ,OBS/GYN SERVICES ,CAUTERIZATION OF CERVIX,250.0,931
2192010,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF IUCD,675.0,932
2192011,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF IUCD,150.0,933
2192012,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF RING PESSARY - HODGE PESSARY,60.0,934
2192013,OBS/GYN ,OBS/GYN SERVICES ,AMNIOSCOPY,275.0,935
2192014,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITHOUT BIOPSY ,500.0,936
2192015,OBS/GYN ,OBS/GYN SERVICES ,ANTI-D INJECTION ,350.0,937
2192016,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITH BIOPSY ,850.0,938
2192017,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY,2750.0,939
2192018,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY WITH D & C,5200.0,940
2192019,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF HEMOVAC,325.0,941
2192020,OBS/GYN ,OBS/GYN SERVICES ,BREAST SUCTIONING,350.0,942
2192022,OBS/GYN ,OBS/GYN SERVICES ,CRYO CAUTERIZATION OF CERVIX,550.0,943
2192023,OBS/GYN ,OBS/GYN SERVICES ,NEONATAL SCREENING ,825.0,944
2192024,OBS/GYN ,OBS/GYN SERVICES ,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,2100.0,945
2192025,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),1200.0,946
2192026,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),600.0,947
2192027,OBS/GYN ,OBS/GYN SERVICES ,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),400.0,948
2192028,OBS/GYN ,OBS/GYN SERVICES ,PRETERM LABOR TEST (PARTO SURE),400.0,949
2192029,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,8000.0,950
2192030,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,7200.0,951
2192031,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,6000.0,952
1112054,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FULL PAYMENT - NET,5000.0,953
1112055,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET,3125.0,954
1112056,OBS/GYN ,OBS/GYN SERVICES ,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET,1875.0,955
3192001,IVF,IVF SERVICES ,RETROGRADE EJACULATION,900.0,956
3192002,IVF,IVF SERVICES ,INTRA UTERINE INSEMINATION (IUI),2000.0,957
3192003,IVF,IVF SERVICES ,"SALINE INSTILLATION ""HYCOSY"" PROCEDURE",650.0,958
3192004,IVF,IVF SERVICES ,CYST ASPIRATION,1250.0,959
3192005,IVF,IVF SERVICES ,FREEZING TESTICULAR TISSUE,2000.0,960
3192006,IVF,IVF SERVICES ,PRE IMPLANTATION GENETIC SCREENING (PGS) PER EMBRYO,1300.0,961
3192007,IVF,IVF SERVICES ,SAMPLE PREPARATION FOR IUI,800.0,962
3192008,IVF,IVF SERVICES ,SPERM PREPARATION,500.0,963
9112001,ONCOLOGY,ONCOLOGY SERVICES,"ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, NON HORMONAL ANTI NEOPLASTIC",600.0,964
9112002,ONCOLOGY,ONCOLOGY SERVICES,"HORMONAL THERAPY ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, HORMONAL ANTI NEOPLASTIC",400.0,965
9112003,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 1 HOUR",250.0,966
9112004,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS, ADDL EACH HOUR ",750.0,967
9112005,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 2 HOURS",500.0,968
9112006,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 3 HOURS",750.0,969
9112007,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 4 HOURS",3750.0,970
9112008,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 5 HOURS",4500.0,971
9112009,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 6 HOURS",5250.0,972
9112010,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHEAPY ADMINISTRATION 8 - 24 HOURS,2000.0,973
9112011,ONCOLOGY,ONCOLOGY SERVICES,INTRATHECAL CHEMOTHERAPY ADMINISTRATION,5000.0,974
9112012,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHERAPY PREPARATION,500.0,975
9112013,ONCOLOGY,ONCOLOGY SERVICES,FLUSHING OF PORT. CATH,300.0,976
9112014,ONCOLOGY,ONCOLOGY SERVICES,INTRA-ARTERIAL CHEMOTHERAPY,2000.0,977
9112015,ONCOLOGY,ONCOLOGY SERVICES,INTRA-PERITONEAL CHEMOTHERAPY,2000.0,978
3182001,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 3 WARTS,250.0,979
3182002,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 5 WARTS,500.0,980
3182003,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF SKIN FOR BIOPSY,175.0,981
3182004,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF MOLE FOR BIOPSY,850.0,982
3182005,DERMATOLOGY ,DERMA. SERVICES ,PUVA THERAPY FOR 1 SESSION,85.0,983
3182006,DERMATOLOGY ,DERMA. SERVICES ,INTRA LESIONAL INJECTION,85.0,984
