Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,2026 Price,2027 Price,Discount 3 years contract
FMLAB-6038,Respiratory Syncytial Virus Screen,Lab,73100-25-60,-,556.47,598.20525,634.097565,0.15
FMLAB-9437,RETICULIN ABS IGA & IGG,Lab,73100-01-70,-,490.92,527.739,559.4033400000001,0.15
FMLAB-1066,RETICULOCYTE COUNT,Lab,73100-01-30,-,101.43,109.03725,115.579485,0.15
FMLABM0092,RETICULOCYTE HEMOGLOBIN CONTENT (CHr),Lab,73100-01-30,-,77.18,82.9685,87.94661,0.15
FMLAB-9153,RETINOL BINDING PROTEIN,Lab,83700-00-00,-,154.81,166.42075,176.405995,0.15
FMLAB-9703,Reverse T3,Lab,73050-36-60,-,534.16,574.222,608.67532,0.15
FMLAB-1053,RH(D) Packed Red Blood Cells,Lab,73250-01-20,-,1439.29,1547.23675,1640.070955,0.15
FMLAB-1067,Rh-Antibody Titre,Lab,73250-00-00,-,277.54,298.3555,316.25683,0.15
FMLAB-1009,Rhesus (Rh) Factor 500Ml,Lab,73250-00-60,-,1608.05,1728.65375,1832.372975,0.15
FMLAB-5050,Rheumatoid Factor (RF),Lab,73100-17-80,-,200.83,215.89225,228.845785,0.15
FMLAB-9704,"Rheumatoid Factor IgA, IgG & IgM",Lab,73100-17-70,-,900.95,968.52125,1026.632525,0.15
FMLAB-1068,Rh-Phenotype,Lab,73250-01-30,-,178.52,191.909,203.42354,0.15
FMLAB-9705,RIBONUCLEASE,Lab,73100-01-40,-,490.92,527.739,559.4033400000001,0.15
fmlab-1340,Ribosomal Abs,Lab,73050-42-50,-,817.27,878.56525,931.279165,0.15
FMLAB-9706,RICKETTSIA ABS,Lab,73100-25-70,-,490.92,527.739,559.4033400000001,0.15
FMLAB-9707,RIFAMPICIN,Lab,73300-09-70,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-9708,RITALIN (METHLPHENIDATE),Lab,73300-08-10,-,638.76,686.6669999999999,727.8670199999999,0.15
FMLAB-9710,ROHYPNOL (FLUNITRAZEPAM),Lab,73300-06-70,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-5078,ROSE WELLER,Lab,73100-05-20,-,140.86,151.4245,160.50997,0.15
FMLAB-5051,Rota Virus Ag In Stool,Lab,73050-49-90,-,338.9,364.3174999999999,386.17655,0.15
FMLAB-6851,ROUTINE CULTURE MYCOLOGY,Lab,73050-41-50,-,130.0,139.75,148.135,0.15
FMLAB-8012,Routine Processing Specimens,Lab,73200-00-20,-,262.2,281.865,298.7769,0.15
FMLAB-5049,RPR OR VDRL,Lab,73100-18-70,-,124.12,133.429,141.43474,0.15
FMLAB-9711,Rubella Abs,Lab,73100-25-90,-,189.67,203.89525,216.128965,0.15
FMLABM0137,RYANODINE RECEPTOR ABS,Lab,73250-00-20,-,385.88,414.821,439.71026,0.15
FMLAB-9984,Saccharomyces Cerevisiae Abs,Lab,73250-00-20,-,715.46,769.1195,815.2666700000001,0.15
FMLAB-9338,Salicylates (Acetysalicylic Acid),Lab,73300-09-70,-,500.68,538.231,570.52486,0.15
FMLAB-9162,SALICYLATES (U  S),Lab,73050-39-70,-,292.88,314.846,333.73676,0.15
FMLAB-9712,Salmonella Abs,Lab,73100-26-10,-,638.76,686.6669999999999,727.8670199999999,0.15
FMLAB-9713,SANDFLY FEVER VIRUS ABS IGG/IGM,Lab,73050-39-70,-,2221.7,2388.3275,2531.62715,0.15
FMLAB9995,SARS COV2 (COVID-19) Antigen - POCT,Lab,73100-15-10,-,105.0,112.875,119.6475,0.15
FMLAB-7056,SAUDI CATERING DRUG SCREEN,Lab,73300-03-60,-,386.32,415.294,440.21164,0.15
FMLAB-9714,Scc (Squamous Cell Carcinoma Ag),Lab,73200-03-80,-,702.91,755.62825,800.965945,0.15
FMLAB-5052,Schistosoma Abs. (Bilharzial Abs),Lab,73250-00-20,-,170.15,182.91125,193.885925,0.15
FMLAB-9715,SCL 70 Abs,Lab,73250-00-20,-,324.96,349.3319999999999,370.2919199999999,0.15
FMLAB-9235,SECRETIN CHANELLEGE TEST,Lab,73050-15-00,-,2425.5,2607.4125,2763.85725,0.15
FMLAB-9716,Selenium,Lab,73050-32-60,-,662.46,712.1445,754.8731700000001,0.15
FMLAB-6014,Semen Analysis,Lab,73400-03-30,-,163.18,175.4185,185.94361,0.15
FMLAB-6015,Semen C/S,Lab,73050-40-81,-,324.96,349.3319999999999,370.2919199999999,0.15
FMLAB-2066,Semen Fructose,Lab,73050-13-60,-,154.81,166.42075,176.405995,0.15
FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),Lab,73050-32-70,-,417.0,448.275,475.1715,0.15
FMLAB-9222,Serum Alkaline Phosphatase B,Lab,73100-07-70,-,549.0,590.175,625.5855,0.15
FMLAB-2318,Serum B-CROSSLAPS (CTX),Lab,73050-40-00,-,475.0,510.625,541.2625,0.15
FMLAB-2031,serum electrolyte test Sodium & Potassium,Lab,73000-00-30,-,185.49,199.40175,211.365855,0.15
FMLABM0133,Serum Immunoelectrophoresis (Immunofixation),Lab,73100-14-80,-,662.46,712.1445,754.8731700000001,0.15
FMLABM0113,SERUM OSMOLALITY,Lab,73050-26-10,-,562.716,604.9197,641.2148820000001,0.15
FMLAB-9121,Sex Hormone Binding Globulin (SHBG),Lab,73050-32-80,-,594.13,638.68975,677.0111350000001,0.15
FMLAB-9991,Sexually Transmitted Diseases (Stds) Panel,Lab,73100-20-30,-,1373.0,1475.975,1564.5335,0.15
FMLAB-2064,SGOT(AST),Lab,73050-35-90,-,87.318,93.86685,99.498861,0.15
FMLAB-2065,Sgpt (Alt),Lab,73050-36-00,-,89.0,95.675,101.4155,0.15
FMLAB-9717,Shigella Abs,Lab,73100-26-30,-,514.63,553.22725,586.4208850000001,0.15
FMLAB-9718,SIALIC ACID,Lab,73050-32-90,-,450.48,484.266,513.32196,0.15
FMLAB-1069,Sickling Test,Lab,73100-09-15,-,139.47,149.93025,158.926065,0.15
FMLAB-9122,SILVER (S  U),Lab,73050-39-70,-,940.0,1010.5,1071.13,0.15
FMLAB-9723,SIROLIMUS (RAPAMUNE),Lab,73300-02-80,-,937.13,1007.41475,1067.859635,0.15
fmvas-0092,Skin Preparation,Lab,73050-44-80,-,100.0,107.5,113.95,0.15
FMLAB-9123,SKIN PRICK TEST,Lab,73100-18-40,-,940.0,1010.5,1071.13,0.15
FMERDA0070,Skin Test,Lab,73100-18-20,-,30.45,32.73375,34.697775,0.15
FMLAB-8070,Slide Review,Lab,73200-07-10,-,220.0,236.5,250.69,0.15
FMLAB-8011,Slide Screening Referral,Lab,73200-07-60,-,408.64,439.288,465.64528,0.15
FMLAB-9720,Small Bowel Mucosa Abs,Lab,73050-14-10,-,295.0,317.125,336.1525,0.15
FMLAB-2302,SODIUM 24 HOURS URINE,Lab,73050-33-20,-,142.0,152.65,161.809,0.15
FMLAB-2029,Sodium In Serum,Lab,73050-33-10,-,124.12,133.429,141.43474,0.15
FMLAB-2300,SODIUM PROFILING,Lab,73050-33-10,-,362.0,389.15,412.499,0.15
FMLAB-2310,SODIUM STOOL,Lab,73050-33-30,-,107.0,115.025,121.9265,0.15
FMLAB-2086,Sodium Urine,Lab,73050-33-20,-,124.12,133.429,141.43474,0.15
FMLAB-9252,Soluble Liver Ag,Lab,73250-00-20,-,408.64,439.288,465.64528,0.15
FMLAB-9124,Somatomedin C (Igf1),Lab,73050-33-40,-,675.0,725.625,769.1625,0.15
FMLAB-8013,Special Stain (Each),Lab,73200-08-50,-,163.18,175.4185,185.94361,0.15
FMLAB-9725,Specific Gravity,Lab,73050-33-70,-,500.68,538.231,570.52486,0.15
FMLAB-6016,"Sperm Abs In Semen (IgA, IgG, IgM)",Lab,73400-03-80,-,417.0,448.275,475.1715,0.15
FMLAB-9125,Sperm Abs. (Serum),Lab,73400-03-80,-,631.78,679.1635,719.91331,0.15
FMLABM0101,SPHINGOMYELINASE,Lab,73050-39-70,-,496.13,533.33975,565.340135,0.15
FMLAB-9898,SPINAL MUSCULAR ATROPHY  (SMN 2),Lab,73050-39-70,-,3307.5,3555.5625,3768.89625,0.15
FMLAB-6017,SPUTUM C/S,Lab,73050-40-82,-,324.96,349.3319999999999,370.2919199999999,0.15
fmlab-1316,"Sputum, Obtaining Specimen, Aerosol Induced Technique (Separate Procedure)",Lab,73400-01-30,-,186.0,199.95,211.947,0.15
FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La),Lab,73100-10-70,-,730.8,785.6099999999999,832.7466,0.15
FMLAB-3033,Stimulated Growth Hormone,Lab,73000-02-60,-,923.27,992.5152499999999,1052.066165,0.15
FMLAB-3047,STIMULATED GROWTH HORMONE (WITH GLUCOSE),Lab,73000-02-60,-,992.25,1066.66875,1130.668875,0.15
FMLAB-8091,STONE FORMATION TEST(BLOOD),Lab,73350-06-00,-,551.25,592.59375,628.1493750000001,0.15
FMLAB-6019,Stool Afb,Lab,73050-40-20,-,163.18,175.4185,185.94361,0.15
FMLAB-2068,Stool Analysis,Lab,73050-44-60,-,47.42,50.9765,54.03509,0.15
FMLAB-6018,STOOL C/S,Lab,73050-40-10,-,325.24,349.633,370.61098,0.15
FMLAB-9729,STRATUM SPINOSUM (SPINY CELL) ABS,Lab,73050-39-70,-,500.68,538.231,570.52486,0.15
FMLAB-9730,STRIATED MUSCLE ABS,Lab,73250-00-20,-,336.11,361.31825,382.997345,0.15
FMLAB-1119,STRONGYLOIDES IgG ABS,Lab,73250-00-20,-,418.95,450.37125,477.393525,0.15
FMLAB-9731,SUBSTANCE  S,Lab,73300-09-70,-,1037.63,1115.45225,1182.379385,0.15
FMLAB-1070,SUDAN BLACK STAIN,Lab,73200-07-20,-,338.9,364.3174999999999,386.17655,0.15
FMLAB-9890,SULFONYLUREA,Lab,73300-03-70,-,992.25,1066.66875,1130.668875,0.15
FMLAB-9733,SULTIAM (OSPOLOT),Lab,73300-06-00,-,418.4,449.78,476.7668,0.15
FMLAB-8017,Surgical Pathology V,Lab,73200-06-90,-,2297.0,2469.275,2617.4315,0.15
FMLAB-2102,SWEAT CHLORIDE TEST,Lab,73400-01-40,-,523.0,562.225,595.9585000000001,0.15
FMLAB-9329,SYNOVIAL FLUID CRYSTAL,Lab,73400-00-90,-,75.31,80.95824999999999,85.81574499999999,0.15
FMLABM0125,SYNTHETASES ANTIBODIES,Lab,73050-39-70,-,826.88,888.896,942.22976,0.15
FMLAB-9980,T.N.F (Tumor Necrosis Factor),Lab,73100-13-70,-,634.57,682.1627500000001,723.0925150000002,0.15
FMLAB-9734,T3 Abs,Lab,73050-36-50,-,490.92,527.739,559.4033400000001,0.15
FMLAB-9735,T3 LIA,Lab,73050-36-40,-,347.27,373.31525,395.714165,0.15
FMLAB-9126,T3 UPTAKE,Lab,73050-36-30,-,292.88,314.846,333.73676,0.15
FMLAB-9736,T4 Abs,Lab,73050-35-30,-,500.68,538.231,570.52486,0.15
FMLAB-9127,"T4/T8 Lymphocytes (CD3, CD4, CD8)",Lab,73100-16-90,-,1223.12,1314.854,1393.74524,0.15
FMLAB-4029,TACROLIMUS (FK 506),Lab,73300-02-90,-,882.0,948.15,1005.039,0.15
FMLAB-9737,TAENIA ABS (CYSTERCICOSIS),Lab,73050-43-20,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-9250,Tb (Mycobacterium Tuberculosis) By Pcr,Lab,73050-56-20,-,1653.75,1777.78125,1884.448125,0.15
FMLAB-9738,Tb Culture (CSF),Lab,73050-56-40,-,1433.25,1540.74375,1633.188375,0.15
FMLAB-9280,Tb Pcr & Culture,Lab,73050-56-40,-,2306.0,2478.95,2627.687,0.15
FMLAB-3026,TBG (Thyroid Binding Globulin),Lab,73050-35-40,-,369.59,397.30925,421.147805,0.15
FMLAB-9130,Testosterone (Free),Lab,73050-34-40,-,347.27,373.31525,395.714165,0.15
FMLAB-9286,Tetanus Abs.,Lab,73100-26-40,-,386.32,415.294,440.21164,0.15
FMLAB-9741,TETRAHYDROALDOSTERONE,Lab,73050-01-40,-,1560.63,1677.67725,1778.337885,0.15
FMLAB-4019,THEOPHYLLINE,Lab,73300-03-00,-,277.54,298.3555,316.25683,0.15
FMLABM0136,THIOPURINE METHYL TRANSFERASE ENZYME ACTIVITY (TPMT),Lab,73050-11-60,-,220.5,237.0375,251.25975,0.15
FMLAB-9743,THIORIDAZINE,Lab,73300-06-30,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-6021,THROAT SWAB C/S,Lab,73050-40-32,-,324.96,349.3319999999999,370.2919199999999,0.15
FMLAB-1072,Thrombin Time,Lab,73100-09-20,-,139.47,149.93025,158.926065,0.15
FMLAB-7086,THROMBOPHILIA SCREENING,Lab,73050-39-70,-,2425.5,2607.4125,2763.85725,0.15
FMLAB-9745,THYMIDE KINASE,Lab,73350-05-80,-,1486.71,1598.21325,1694.106045,0.15
FMLAB-9746,THYMUS ABS (IGA  IGM  IGG),Lab,73100-10-60,-,490.92,527.739,559.4033400000001,0.15
FMLAB-9217,Thyroglobulin,Lab,73050-35-00,-,512.2656,550.6855199999999,583.7266511999999,0.15
FMLAB-9952,Thyroglobulin Antibodies,Lab,73050-35-00,-,363.0,390.225,413.6385,0.15
FMLAB-9749,Thyroid Colloid Abs,Lab,73100-17-20,-,490.92,527.739,559.4033400000001,0.15
FMLAB-9750,Thyroid Microsomal Abs,Lab,73100-17-20,-,189.67,203.89525,216.128965,0.15
FMLAB-6840,THYROID STIMULATING IMMUNOGLO- BULIN,Lab,73050-35-60,-,600.0,645.0,683.7,0.15
FMLAB-2069,TIBC (Total Iron Binding Capacity),Lab,73050-21-20,-,170.15,182.91125,193.885925,0.15
FMLAB-9751,TIN (S.U),Lab,73050-39-70,-,712.67,766.1202499999999,812.087465,0.15
FMLAB-8136,TISSUE TRANSGLUTAMIN IgG (TTG IgG),Lab,73050-11-50,-,606.38,651.8584999999999,690.97001,0.15
FMLABM0138,TITIN ABS,Lab,73250-00-20,-,330.75,355.55625,376.889625,0.15
FMLAB-9752,TOBRAMYCIN,Lab,73300-03-20,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-9753,TOCAINIDE,Lab,73300-03-70,-,500.68,538.231,570.52486,0.15
FMLAB-9754,TOLUENE (U),Lab,73050-39-70,-,507.66,545.7345,578.4785700000001,0.15
FMLABM0174,TOPIRAMATE,Lab,73300-03-30,-,496.13,533.33975,565.340135,0.15
FMLAB-9834,TORCH (Viral Antibodies),Lab,73100-26-60,-,1577.36,1695.662,1797.40172,0.15
FMLAB-6842,TORCH IGG,Lab,73100-13-60,-,466.0,500.95,531.0070000000001,0.15
FMLAB-1201 ,Total & Specific Ige (Against 295 Allergens) Alex2 ,Lab,73050-14-20,-,2000.0,2150.0,2279.0,0.15
FMLAB-9164,Total Acetone,Lab,73050-00-10,-,422.0,453.65,480.869,0.15
FMLAB-9388,Total Bile Acids,Lab,73050-04-10,-,377.95,406.29625,430.674025,0.15
FMLAB-1091,TOTAL EOSINOPHIL COUNT  SPUTUM SMEAR,Lab,73400-01-30,-,246.86,265.3745,281.29697,0.15
FMLAB-1092,TOTAL EOSINOPHIL COUNT  URINE SMEAR,Lab,73150-01-20,-,246.86,265.3745,281.29697,0.15
FMLAB-1093,TOTAL EOSINOPHIL COUNT EY DISC H.,Lab,73400-01-20,-,246.86,265.3745,281.29697,0.15
FMLAB-2048,Total IgA,Lab,73050-14-21,-,200.83,215.89225,228.845785,0.15
FMLAB-2051,Total IgE,Lab,73100-10-10,-,246.86,265.3745,281.29697,0.15
FMLAB-1087,Total Leucocyte Count,Lab,73100-00-10,-,75.31,80.95824999999999,85.81574499999999,0.15
FMLAB-2071,Total Lipids,Lab,73000-00-60,-,124.12,133.429,141.43474,0.15
FMLAB-2070,Total Protein,Lab,73050-30-70,-,101.81,109.44575,116.012495,0.15
FMLAB-3024,Total T3,Lab,73050-36-50,-,128.0,137.6,145.856,0.15
FMLAB-3025,Total T4,Lab,73050-35-10,-,347.27,373.31525,395.714165,0.15
FMLAB-3028,Total Testosterone,Lab,73050-34-50,-,347.27,373.31525,395.714165,0.15
FMLAB-9199,TOXOCARA ABS,Lab,73100-26-50,-,539.73,580.20975,615.022335,0.15
FMLAB-5009,TOXOPLASMA Abs (IgG),Lab,73100-26-50,-,316.59,340.3342499999999,360.7543049999999,0.15
FMLAB-5010,Toxoplasma Abs (IgM),Lab,73100-26-60,-,316.59,340.3342499999999,360.7543049999999,0.15
FMLAB-9757,TOXOPLASMA ABS ISAGA TEST,Lab,73100-26-50,-,377.95,406.29625,430.674025,0.15
FMLAB-5054,TOXOPLASMA ABS TOTAL,Lab,73100-26-50,-,338.9,364.3174999999999,386.17655,0.15
FMLAB-9253,TOXOPLASMA ISAGA,Lab,73100-26-60,-,362.61,389.80575,413.194095,0.15
FMLAB-9758,Toxoplasmosis DNA PCR,Lab,73100-26-50,-,1633.15,1755.63625,1860.974425,0.15
FMLAB-9268,TPA(TISSUE POLYPEPTIDE ANTIGEN),Lab,73350-02-50,-,548.1,589.2075,624.55995,0.15
FMLAB-5053,TPHA,Lab,73100-26-70,-,178.52,191.909,203.42354,0.15
FMLAB-9133,Transferrin,Lab,73050-36-10,-,478.37,514.24775,545.102615,0.15
FMLAB-9761,TRANSKETOLASE ENZYME,Lab,73050-11-60,-,514.63,553.22725,586.4208850000001,0.15
FMLAB-9762,TRAZODONE,Lab,73300-05-60,-,523.0,562.225,595.9585000000001,0.15
fmlab-1309,TREPONEMAL PALLIDUM ANTIBODIES,Lab,73050-47-20,-,338.9,364.3174999999999,386.17655,0.15
FMLAB-9278,TRICHINOSIS AB. IGG & IGM,Lab,73100-26-80,-,615.05,661.1787499999999,700.849475,0.15
FMLAB-9764,TRICHOLORACETIC ACID & TRICHLORETHANOL,Lab,73050-20-00,-,638.76,686.6669999999999,727.8670199999999,0.15
FMLAB-2072,Triglycerides,Lab,73050-36-20,-,142.6194,153.315855,162.5148063,0.15
FMLAB-9765,TRIMIPRAMINE,Lab,73300-05-90,-,523.0,562.225,595.9585000000001,0.15
FMLAB-1209,TRIO Whole exome sequencing analysis,Lab,73350-05-50,-,11000.0,11825.0,12534.5,0.15
FMLAB-1505,TRIPLE TEST (AFP E3 HCG),Lab,73350-06-80,-,490.92,527.739,559.4033400000001,0.15
FMLAB-8054,TROPONIN -  I  (HIGH SENSITIVE),Lab,73050-37-20,-,264.0,283.8,300.828,0.15
FMLAB-9211,TROPONIN I,Lab,73050-36-70,-,362.61,389.80575,413.194095,0.15
FMLAB-9150,TRYPANOSOME ABS.,Lab,73250-00-20,-,478.37,514.24775,545.102615,0.15
FMLABM0142,TRYPSIN,Lab,73050-36-90,-,330.75,355.55625,376.889625,0.15
FMLAB-9998,TRYPTASE,Lab,73050-11-60,-,500.0,537.5,569.75,0.15
FMLAB-3023,TSH (Thyroid Stimulating Hormone),Lab,73050-35-50,-,347.27,373.31525,395.714165,0.15
FMLAB-9766,Tsh Receptor Abs,Lab,73050-35-60,-,846.56,910.0519999999999,964.6551199999999,0.15
FMLAB-9134,Tsh Screening,Lab,73050-35-50,-,192.0,206.4,218.784,0.15
FMLAB-6022,Tuberculin Test,Lab,73811-00-10,-,124.12,133.429,141.43474,0.15
FMLAB-2074,Urea Clearance,Lab,73050-37-60,-,262.2,281.865,298.7769,0.15
FMLAB-2073,Urea Nitrogen (BUN),Lab,73050-37-50,-,93.44,100.448,106.47488,0.15
FMLAB-9768,UREAPLASMA UREALYTICUM ABS,Lab,73250-00-20,-,418.4,449.78,476.7668,0.15
FMLAB-6023,URETHRAL DISCHARGE C/S,Lab,73050-40-33,-,324.96,349.3319999999999,370.2919199999999,0.15
FMDER-0027,Urethral/ Endocervical Swab(Gonozyme),Lab,73050-40-33,-,551.25,592.59375,628.1493750000001,0.15
FMLAB-2308,URIC ACID 24 HOURS URINE,Lab,73050-37-80,-,142.0,152.65,161.809,0.15
FMLAB-2076,Uric Acid Clearance,Lab,73050-37-70,-,163.18,175.4185,185.94361,0.15
FMLAB-2075,Uric Acid In Serum,Lab,73050-37-70,-,110.6028,118.89801,126.0318906,0.15
FMLAB-2089,Uric Acid In Urine,Lab,73050-37-80,-,139.47,149.93025,158.926065,0.15
FMLAB-2078,Urine Albumin,Lab,73050-00-80,-,132.49,142.42675,150.972355,0.15
FMLAB-2077,Urine Analysis,Lab,73150-00-60,-,58.65299999999999,63.05197499999999,66.8350935,0.15
FMLAB-2079,Urine Bile Pigments,Lab,73050-38-00,-,71.13,76.46475,81.052635,0.15
FMLAB-6024,Urine Culture & Sensitivity (C/S),Lab,73050-41-10,-,324.96,349.3319999999999,370.2919199999999,0.15
FMLABM0066,URINE HEMOCYSTAIN,Lab,73050-19-70,-,551.25,592.59375,628.1493750000001,0.15
FMLAB-2084,Urine Ketones,Lab,73050-00-00,-,71.13,76.46475,81.052635,0.15
FMLABM0069,URINE METABOLIC STUDY,Lab,73000-00-00,-,661.5,711.1125,753.7792499999999,0.15
FMLAB-2062,Urine Pregnancy Test,Lab,73150-01-00,-,71.13,76.46475,81.052635,0.15
FMLAB10159,URINE PROTEIN ELECTROPHORESIS,Lab,73050-31-00,-,292.88,314.846,333.73676,0.15
FMLABM0079,URINE TOXIC AND ESSENTIAL ELEMENTS,Lab,73150-00-60,-,441.0,474.075,502.5195,0.15
FMLAB-2098,Urine Urea Nitrogen,Lab,73050-37-40,-,132.49,142.42675,150.972355,0.15
FMLAB-2080,Urine Urobilinogen,Lab,73050-38-00,-,62.76,67.467,71.51502,0.15
FMLAB-9769,UROPORPHYRINOGEN 1SYNTHASE,Lab,73050-39-70,-,867.48,932.5409999999999,988.49346,0.15
FMLAB-9770,UROPORPHYRINS (F),Lab,73050-28-80,-,344.48,370.316,392.5349600000001,0.15
FMLAB-6354,VAINAL SMEAR (FOR TRICHOMONAS & MONILIA),Lab,73050-60-10,-,112.0,120.4,127.624,0.15
FMLAB-4020,Valproic Acid (Depakin),Lab,73300-00-90,-,277.83,298.66725,316.587285,0.15
FMLAB-9771,VANADIUM (S.U),Lab,73050-39-70,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-9309,Vancomycin Level,Lab,73300-03-40,-,810.3,871.0724999999999,923.3368499999999,0.15
FMLAB-8096,"Vancomycin Peak, Serum",Lab,73300-03-40,-,522.0,561.15,594.819,0.15
FMLAB-8095,VANCOMYCIN TROUGH LEVEL,Lab,73300-03-40,-,522.0,561.15,594.819,0.15
FMLAB-9135,Vanillmandelic Acid (VMA),Lab,73050-38-30,-,292.88,314.846,333.73676,0.15
FMLAB-9307,Varicella Zoster (IgG & IgM),Lab,73100-26-90,-,931.63,1001.50225,1061.592385,0.15
FMLAB-5055,Varicella Zoster Abs,Lab,73100-26-90,-,551.25,592.59375,628.1493750000001,0.15
FMLAB-9396,Varicella Zoster DNA (PCR),Lab,73100-26-90,-,1575.0,1693.125,1794.7125,0.15
FMLAB-9772,VASCULAR ABS,Lab,73250-00-20,-,500.68,538.231,570.52486,0.15
FMLAB-9773,VERAPIMIL,Lab,73300-03-70,-,1185.46,1274.3695,1350.83167,0.15
FMLAB-9306,Very Long Chain Fatty Acids,Lab,73050-13-00,-,1168.73,1256.38475,1331.767835,0.15
FMLAB-8217,Vigabatrin DRUG LEVEL,Lab,73300-03-70,-,493.0,529.975,561.7735,0.15
FMLAB-9775,VIP (Vasoactive Intestinal Polypeptide),Lab,73050-38-40,-,931.63,1001.50225,1061.592385,0.15
FMLAB-9777,VISCOSITY,Lab,73100-09-70,-,490.92,527.739,559.4033400000001,0.15
FMLAB-9190,Vitamin A (Retinol),Lab,73050-38-60,-,362.61,389.80575,413.194095,0.15
FMLAB-9275,Vitamin B1 (Thiamine),Lab,73050-34-70,-,386.32,415.294,440.21164,0.15
FMLAB-9137,Vitamin B12 (Cyanocobalamine),Lab,73050-10-40,-,417.0,448.275,475.1715,0.15
FMLAB10327,VITAMIN B2 (RIBOFLAVIN),Lab,73050-32-50,-,275.63,296.30225,314.080385,0.15
FMLAB-9136,Vitamin B6 (Pyridoxal Phosphate),Lab,73050-31-60,-,742.35,798.02625,845.907825,0.15
FMLAB-9140,Vitamin C (Ascorbic Acid),Lab,73050-03-80,-,793.56,853.0769999999999,904.2616199999999,0.15
FMLAB-9138,"Vitamin D (1,25 Dihydroxycholicalciferol)",Lab,73050-11-30,-,826.35,888.32625,941.625825,0.15
FMLAB-9139,Vitamin D (25-Hydroxy-Cholecalciferol),Lab,73050-05-30,-,450.0,483.75,512.775,0.15
FMLAB-9141,Vitamin E (Tocopherol),Lab,73050-35-70,-,563.44,605.698,642.03988,0.15
FMLAB-9779,Vitamin K1,Lab,73050-38-80,-,2163.12,2325.354,2464.87524,0.15
FMLAB-4789,VLDL CHOLESTEROL,Lab,73050-23-70,-,170.0,182.75,193.715,0.15
FMLAB00516,Voriconazole - Serum {Q},Lab,73300-03-70,-,426.0,457.95,485.427,0.15
FMLAB-1251,VULVAL SWAB C/S,Lab,73050-40-80,-,153.0,164.475,174.3435,0.15
FMLAB-6031,Water Bacteriological Examination,Lab,73050-40-40,-,615.05,661.1787499999999,700.849475,0.15
FMLAB-9143,WATER CHEMICAL ANALYSIS,Lab,83700-00-00,-,662.46,712.1445,754.8731700000001,0.15
FMLAB-1073,WBCs Total & Diff,Lab,73100-00-10,-,115.76,124.442,131.90852,0.15
FMLAB-9271,WEIL FELIX TEST (RICKETTSIA ABS),Lab,73100-25-70,-,231.51,248.87325,263.805645,0.15
FMLABM0128,WEST NILE VIRUS RNA PCR,Lab,73100-27-10,-,1323.0,1422.225,1507.5585,0.15
FMLAB-6025,Wet Smear Test,Lab,73050-44-70,-,85.07,91.45024999999998,96.93726499999998,0.15
FMLAB-1210,Whole exome sequencing analysis,Lab,73350-05-27,-,6600.0,7095.0,7520.700000000001,0.15
FMLAB-1211,Whole genome sequencing analysis,Lab,73350-05-50,-,10000.0,10750.0,11395.0,0.15
FMLAB-5057,Widal Test,Lab,73100-26-10,-,262.2,281.865,298.7769,0.15
FMLAB-6026,WOUND SWAB C/S,Lab,73050-40-90,-,324.96,349.3319999999999,370.2919199999999,0.15
FMLAB-2027,Xylose Test,Lab,73050-39-00,-,662.46,712.1445,754.8731700000001,0.15
FMLAB-9578,YELLOW FEVER VIRUS IMMUNE STATUS,Lab,73100-09-90,-,605.28,650.6759999999999,689.71656,0.15
FMLAB-5058,YERSINIA ABS. (IGA  IGG),Lab,73350-06-00,-,647.12,695.654,737.39324,0.15
FMLAB-7085,ZERONA -2,Lab,73300-03-70,-,441.0,474.075,502.5195,0.15
FMLAB-9786,Zinc ( Urine ),Lab,73050-39-10,-,400.27,430.29025,456.107665,0.15
FMLAB-0321,ZINC PROTOPORPHYRINS,Lab,73050-28-80,-,556.47,598.20525,634.097565,0.15
FMLAB-9145,Zinc(Serum),Lab,73050-39-10,-,400.27,430.29025,456.107665,0.15
FMLAB-6263,ZOLPIDEM (Stilnox),Lab,73300-03-70,-,551.25,592.59375,628.1493750000001,0.15
FMDER-0021,TZANK SMEAR TEST,Lab,73200-01-80,-,146.44,157.423,166.86838,0.15
FMLAB-7048,"Dialysis Panel (urea , CBC , HCV Ab, HIV , albumin , phosphrus , creatinine , calcium, ferritin)",Lab,73050-39-70,-,440.0,473.0,501.3800000000001,0.15
FMLAB-1192,(Anti-neuronal nuclear autoantibody type 3 )ANNA 3 - SERUM/CSF,Lab,73050-20-50,-,325.0,349.375,370.3375,0.15
FMLAB-1191,ANTI RI (Anti-neuronal nuclear autoantibody type 2 ) ANNA 2 - SERUM/CSF,Lab,73050-20-50,-,325.0,349.375,370.3375,0.15
FMLAB-1906,CANDIDA AURIS SCREENING,Lab,73100-20-10,-,140.0,150.5,159.53,0.15
FMENDE0062,Clo - Urease Test,Lab,73100-20-00,-,150.0,161.25,170.925,0.15
