HCP Name,S. Type,Code,Provider Service Description,Prie,Discount,LOS
SGH Madina,PD,2015051,ANAL SPHENECTER STENOSIS REPAIR WITH FLAP,13200,0.15,2
SGH Madina,PD,2015052,PARASTOMAL HERNIAREPAIR,13200,0.15,2
SGH Madina,PD,2015053,TRANSVERSE COLON RESECTION,21250,0.15,3
SGH Madina,PD,2015054,RIGHT HEMI-COLECTOMY,17600,0.15,2
SGH Madina,PD,2015055,SIGMOID COLON RESECTION,17600,0.15,2
SGH Madina,PD,2015056,ANAL FISTULOTOMY / SIMPLE ,6230,0.15,1
SGH Madina,PD,2015057,SMALL TO SMALL INTESTINE ANASTOMOSIS,13200,0.15,2
SGH Madina,PD,2015058,TOTAL COLECTOMY,28750,0.15,3
SGH Madina,PD,2015059,TOTAL COLON RESECTION,36000,0.15,3
SGH Madina,PD,2015060,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED,39160,0.15,4
SGH Madina,PD,2016001,BARIATRIC OPERATION REVISION,3720,0.15,1
SGH Madina,PD,2016002,BILIO-PANCREATIC DIVERSION (BPD) (SCOPINARO PROCEDURE ),37380,0.15,3
SGH Madina,PD,2016003,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,42720,0.15,4
SGH Madina,PD,2016004,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,42720,0.15,4
SGH Madina,PD,2016005,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,48060,0.15,4
SGH Madina,PD,2016006,DIAGNOSTIC LAPAROSCOPY POST BARIATRIC SURGERY ,8800,0.15,1
SGH Madina,PD,2016007,BAND REMOVAL / LAPAROSCOPIC,17600,0.15,1
SGH Madina,PD,2016008,BAND REMOVAL WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,21250,0.15,2
SGH Madina,PD,2016009,GASTRIC BANDING / LAPAROSCOPIC ,31500,0.15,2
SGH Madina,PD,2016010,GASTRIC BANDING WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,36490,0.15,3
SGH Madina,PD,2016011,MINI GASTRIC BYPASS / LAPAROSCOPIC ,34200,0.15,2
SGH Madina,PD,2016012,MINI GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,39160,0.15,3
SGH Madina,PD,2016013,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,39160,0.15,3
SGH Madina,PD,2016014,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,44500,0.15,3
SGH Madina,PD,2016015,NISSEN FUDOPLICATION / LAPAROSCOPIC ,25500,0.15,3
SGH Madina,PD,2016016,ROUX-EN-Y GASTRIC BYPASS / LAPAROSCOPIC ,34200,0.15,3
SGH Madina,PD,2016017,ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,39160,0.15,3
SGH Madina,PD,2016018,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,39160,0.15,3
SGH Madina,PD,2016019,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL LAPAROSCOPIC ,44500,0.15,4
SGH Madina,PD,2016020,SLEEVE GASTRECTOMY / LAPAROSCOPIC ,25000,0.15,3
SGH Madina,PD,2016021,SLEEVE GASTRECTOMY WITH BAND REMOVAL / LAPAROSCOPIC ,30000,0.15,3
SGH Madina,PD,2016022,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,39160,0.15,3
SGH Madina,PD,2016023,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,44500,0.15,3
SGH Madina,PD,2016024,BARIATRIC REVISION / MAJOR ,7120,0.15,1
SGH Madina,PD,2016025,GASTRIC BYPASS POUCH RESIZING FOLLOWING REGAIN,34200,0.15,3
SGH Madina,PD,2016026,GASTRIC BYPASS COMMON LIMB SHORTENING FOLLOWING REGAIN,34200,0.15,3
SGH Madina,PD,2016027,ROUX-EN-Y GASTRIC BYPASS TOTAL REVERSAL,34200,0.15,3
SGH Madina,PD,3011001,CERVICAL CIRCLAGE / SHIRODKAR SUTURE,3060,0.15,D/C
SGH Madina,PD,3011002,CERVICAL POLYPECTOMY,2856,0.15,D/C
SGH Madina,PD,3011003,D WITH C WITH BIOPSY,3060,0.15,1
SGH Madina,PD,3011004,DOUGLAS POUCH ABSCESS DRAINAGE,4848,0.15,1
SGH Madina,PD,3011005,EXCISION OF BARTHOLIN'S CYST,3060,0.15,1
SGH Madina,PD,3011006,EXTERNAL CEPHALIC VERSION (ECV),2275,0.15,D/C
SGH Madina,PD,3011007,HYMENOTOMY / HYMENECTOMY,2525,0.15,D/C
SGH Madina,PD,3011008,DIAGNOSTIC LAPARASCOPY (NON-INFERTILITY) ,5656,0.15,1
SGH Madina,PD,3011009,POLYPECTOMY FRACTIONAL CURRETAGE,3162,0.15,1
SGH Madina,PD,3011010,POLYPECTOMY WITH D WITH C,4040,0.15,1
SGH Madina,PD,3011011,REMOVAL OF CIRCLAGE,1530,0.15,0
SGH Madina,PD,3011012,REMOVAL OF IUCD (U.G.A.),1530,0.15,D/C
SGH Madina,PD,3011013,SURGICAL EVACUATION OF UTERUS WITH BIOPSY,3788,0.15,1
SGH Madina,PD,3011014,VAGINAL PERINEAL REPAIR,3788,0.15,1
SGH Madina,PD,3012001,CERVICAL TEAR REPAIR,6060,0.15,1
SGH Madina,PD,3012002,DISSECTION OF SYNOECHEA-ASHERMAN'S SYNDROME / HYSTROSCOPIC  ,15756,0.15,1
SGH Madina,PD,3012003,ENDROETRIAL ABLATION / HYSTROSCOPIC ,14443,0.15,1
SGH Madina,PD,3012004,METROPLASTY-REPAIR OF SEPTATE UTERUS / HYSTROSCOPIC ,15756,0.15,1
SGH Madina,PD,3012005,POLYPECTOMY / HYSTROSCOPIC ,9191,0.15,1
SGH Madina,PD,3012006,REMOVAL OF ENDOMETRIAL FIBROID / HYSTROSCOPIC ,13130,0.15,1
SGH Madina,PD,3012007,POSTERIOR COLPOPERINEORRHAPHY,3825,0.15,1
SGH Madina,PD,3012008,SALPINGECTOMY / SALPINGOSTOMY,4394,0.15,1
SGH Madina,PD,3013001,CERVIX AMPUTATION,6313,0.15,1
SGH Madina,PD,3013002,ANTERIOR COLPOPERINEORRHAPHY,7575,0.15,1
SGH Madina,PD,3013003,VAGINAL CLASSICAL REPAIR,10100,0.15,1
SGH Madina,PD,3013004,OOPHRECTOMY,11363,0.15,1
SGH Madina,PD,3013005,OVARIAN CYSTECTOMY,6936,0.15,1
SGH Madina,PD,3013006,SIMPLE VULVECTOMY,7373,0.15,1
SGH Madina,PD,3014001,ECTOPIC PREGNANCY / LAPARASCOPIC,14645,0.15,2
SGH Madina,PD,3014002,ABDOMINAL COLPOPEXY,15660,0.15,2
SGH Madina,PD,3014003,ABDOMINAL TOTAL HYSTERECTOMY,14519,0.15,2
SGH Madina,PD,3014004,ABDOMINAL SLING FOR CONGENITAL PROLAPSE,14519,0.15,2
SGH Madina,PD,3014005,DIAGNOSTIC LAPARASCOPY WITH CANALIZATION OF TUBE,9343,0.15,1
SGH Madina,PD,3014006,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (BILATERAL),14645,0.15,2
SGH Madina,PD,3014007,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (UNILATERAL),14393,0.15,2
SGH Madina,PD,3014008,EXCISION OF TUBAL ECTOPIC PREGNANCY,9898,0.15,2
SGH Madina,PD,3014009,EXPLORATION WITH RECONSTRUCTION OF FALLOPIAN TUBES,11994,0.15,2
SGH Madina,PD,3014010,FOTHERGILLS OPERATION,10732,0.15,2
SGH Madina,PD,3014011,HYSTERECTOMY,11994,0.15,2
SGH Madina,PD,3014012,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC UILATERAL,13529,0.15,2
SGH Madina,PD,3014013,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC BILATERAL,18360,0.15,2
SGH Madina,PD,3014014,ADHESIOLYSIS WITH OVARIAN CYSTECTOMY WITH NEO-OSTIA OF FALLOPIAN TUBE / LAPAROTOMY,14645,0.15,2
SGH Madina,PD,3014015,CHECKING OF TUBAL PATENCY / LAPARASCOPIC ,7575,0.15,2
SGH Madina,PD,3014016,COAGULATION OF ENDOMETRIOSIS / LAPARASCOPIC ,14645,0.15,2
SGH Madina,PD,3014017,HYSTERECTOMY / LAPARASCOPIC ,15908,0.15,2
SGH Madina,PD,3014018,LASER MYOLISIS / LAPARASCOPIC ,15403,0.15,2
SGH Madina,PD,3014019,OVARIAN CYSTECTOMY WITH ADHESIOLYSIS / LAPARASCOPIC ,14999,0.15,2
SGH Madina,PD,3014020,OVARIAN DRILLING (BILATERAL) / LAPARASCOPIC ,11615,0.15,2
SGH Madina,PD,3014021,OVARIAN DRILLING (UNILATERAL) / LAPARASCOPIC ,9343,0.15,2
SGH Madina,PD,3014022,OVARIAN DRILLING WITH ADHESIOLYSIS / LAPARASCOPIC ,14999,0.15,2
SGH Madina,PD,3014023,REMOVAL OF MISSED IUCD / LAPARASCOPIC ,9343,0.15,2
SGH Madina,PD,3014024,SALPINGECTOMY WITH REMOVAL OF ECTOPIC PREGNANCY / LAPARASCOPIC ,14999,0.15,2
SGH Madina,PD,3014025,SALPINGO-OOPHORECTOMY (BILATERAL) / LAPARASCOPIC ,11868,0.15,2
SGH Madina,PD,3014026,SALPINGO-OOPHORECTOMY (UNILATERAL) / LAPARASCOPIC ,9343,0.15,1
SGH Madina,PD,3014027,TUBAL LIGATION ON CAUTERIZATION / LAPARASCOPIC ,7323,0.15,1
SGH Madina,PD,3014028,TUBAL LIGATION ON CAUTERIZATION BILATERAL / LAPARASCOPIC ,8333,0.15,1
SGH Madina,PD,3014029,OVARIAN CYSTECTOMY (BILATERAL) / LAPARASCOPIC ,14153,0.15,2
SGH Madina,PD,3014030,MYOMECTOMY,10100,0.15,1
SGH Madina,PD,3014031,RADICAL VULVECTOMY,14519,0.15,2
SGH Madina,PD,3014032,RECURRENT MYOMECTOMY   ,14519,0.15,2
SGH Madina,PD,3014033,RECURRENT OVARIAN TUMOUR   ,14519,0.15,2
SGH Madina,PD,3014034,REPAIR OF RECTO-VAGINAL FISTULA   ,15150,0.15,2
SGH Madina,PD,3014035,REPAIR OF VESICO-VAGINAL FISTULA   ,15150,0.15,2
SGH Madina,PD,3014036,VAGINAL COLPSUSPENSION (VSSF),15660,0.15,2
SGH Madina,PD,3014037,VAGINAL HYSTERECTOMY  ,12625,0.15,1
SGH Madina,PD,3014038,VAGINAL SACRO SPINOUS FIXATION,14790,0.15,2
SGH Madina,PD,3014039,VAGINAL SACROSPINOUS HYSTEROPEXY   ,14790,0.15,2
SGH Madina,PD,3014040,WEDGE RESECTION OF OVARY   ,4725,0.15,1
SGH Madina,PD,3014041,WEDGE RESECTION OF OVARY / LAPAROSCOPIC    ,6787,0.15,1
SGH Madina,PD,3014042,ANTERIOR/POSTERIOR COLPOPERINEORRHAPHY WITH MESH (IMPLANT NOT INCLUDED),11250,0.15,2
SGH Madina,PD,3014043,LABIOPLASTY ,6500,0.15,1
SGH Madina,PD,3015001,DELIVERY BREECH WITH NORMAL BABY,5934,0.15,1
SGH Madina,PD,3015002,DELIVERY CAESARIAN WITH NORMAL BABY,12240,0.15,3
SGH Madina,PD,3015003,DELIVERY CAESARIAN FOR TRIPLETS,16413,0.15,4
SGH Madina,PD,3015004,DELIVERY CAESARIAN FOR TWINS,14393,0.15,3
SGH Madina,PD,3015005,DELIVERY CAESARIAN REPEATED (WITH NORMAL BABY),14795,0.15,3
SGH Madina,PD,3015006,L.S.C.S WITH BILATERAL TUB LIGITATION AND REMOVAL OF OVARY ,12750,0.15,3
SGH Madina,PD,3015007,L.S.C.S WITH ABDOMINAL HYSTERECTOMY,15660,0.15,3
SGH Madina,PD,3015008,DELIVERY NORMAL (WITH NORMAL BABY),4973,0.15,1
SGH Madina,PD,3015009,DELIVERY NORMAL FOR TWINS (UNCOMPLICATED),6554,0.15,1
SGH Madina,PD,3015010,DELIVERY VACUUM  (WITH NORMAL BABY),5934,0.15,1
SGH Madina,PD,3021001,ASSISTED HATCHING  ,2346,0.15,1
SGH Madina,PD,3021002,DIGANOSTIC HYSTEROSCOPY  ,4500,0.15,1
SGH Madina,PD,3021003,EMBRYO CRYO STORAGE FEE (3 YEARS)   ,6060,0.15,0
SGH Madina,PD,3021004,EMBRYO CRYO STORAGE FEE (ONE YEAR)  ,2040,0.15,0
SGH Madina,PD,3021005,EMBRYO CRYO STORAGE FEE (TWO YEARS)   ,4040,0.15,0
SGH Madina,PD,3021006,EMRYO TRANSFER  ,2040,0.15,0
SGH Madina,PD,3021007,ENDOMETRIAL ABLATION   ,12120,0.15,1
SGH Madina,PD,3021008,FROZEN EMBRYO REPLACEMENT CYCLE  ,3636,0.15,0
SGH Madina,PD,3021009,HYSTEROSALPINGOGRAPHY IN O.R. (U.G.A.)  ,2778,0.15,D/C
SGH Madina,PD,3021010,ENDOMETRIAL BIOPSY / HYSTEROSCOPIC ,6060,0.15,D/C
SGH Madina,PD,3021011,METROPLASTY / HYSTEROSCOPIC ,12120,0.15,D/C
SGH Madina,PD,3021012,POLYPECTOMY / HYSTEROSCOPIC ,7070,0.15,D/C
SGH Madina,PD,3021013,REMOVAL OF SYNECHIA / HYSTEROSCOPIC ,12120,0.15,D/C
SGH Madina,PD,3021014,MYOMECTOMY / HYSTEROSCOPIC ,12120,0.15,D/C
SGH Madina,PD,3021015,ICSI CYCLE FIRST ATTEMPT   ,18360,0.15,D/C
SGH Madina,PD,3021016,ICSI CYCLE SECOND ATTEMPT   ,16160,0.15,D/C
SGH Madina,PD,3021017,IUI INCLUDING 3 ULTRASOUND WITH URINE TEST   ,2040,0.15,D/C
SGH Madina,PD,3021018,IVF CYCLE FIRST ATTEMPT   ,15300,0.15,D/C
SGH Madina,PD,3021019,IVF CYCLE SECOND ATTEMPT   ,14280,0.15,D/C
SGH Madina,PD,3021020,PRE IMPLANTATION GENETIC SCREEING (PGS) 4 EMBRYOS   ,5555,0.15,D/C
SGH Madina,PD,3021021,TESTICULAR ASPIRATION   ,4545,0.15,D/C
SGH Madina,PD,4011001,AORTIC VALVE / MECHANICAL                                                          ,55937,0.15,3
SGH Madina,PD,4011002,AORTIC VALVE / TISSUE                                                                 ,53267,0.15,3
SGH Madina,PD,4011003,ATRIAL FIBRILLATION BY CRYOTHERAPY ,85000,0.15,4
SGH Madina,PD,4011004,AV FISTULA ANGIOPLASTY,15300,0.15,1
SGH Madina,PD,4011005,"BIOPSY, PERICARDIAM",30300,0.15,2
SGH Madina,PD,4011006,BIVENTRICULAR IMPLANTABLE CARDIAC DEFIBRILLATOR,71200,0.15,4
SGH Madina,PD,4011007,BIVENTRICULAR PERMANENT PACEMAKER CRT-P,62300,0.15,4
SGH Madina,PD,4011008,BLALOCK - TAUSSING SHUNT                                          ,16400,0.15,2
SGH Madina,PD,4011009,"FEMORO-TIBIAL ARTERY BYPASS, IN-SITU, ",62167,0.15,4
SGH Madina,PD,4011010,CABG WITH DOUBLE MECHANICAL VALVE                         ,88850,0.15,4
SGH Madina,PD,4011011,CABG WITH DOUBLE TISSUE VALVE                                                                ,74627,0.15,4
SGH Madina,PD,4011012,CABG WITH MECHANICAL AORTIC VALVE                                                   ,60387,0.15,4
SGH Madina,PD,4011013,CABG WITH MECHANICAL MITRAL VALVE                                                                                     ,61277,0.15,4
SGH Madina,PD,4011014,CABG WITH MITRAL VALVE REPAIR  (NO RING)                                                                                     ,53267,0.15,4
SGH Madina,PD,4011015,CABG WITH MITRAL VALVE REPAIR  (WITH RING)                  ,55047,0.15,4
SGH Madina,PD,4011016,CABG WITH TISSUE AORTIC VALVE REPLACEMENT                                             ,55047,0.15,4
SGH Madina,PD,4011017,CABG WITH TISSUE MITRAL VALVE                                                                                                                                                            ,57717,0.15,4
SGH Madina,PD,4011018,CARDIAC PACEMAKER DEVICE REPLACEMENT-PROCRSEXC,26260,0.15,4
SGH Madina,PD,4011019,CARDIAC PACEMAKER REVISION WITHOUT DEVICE REPLACEMENT,25250,0.15,4
SGH Madina,PD,4011020,CORONARY BYPASS (CABG)        ,45900,0.15,4
SGH Madina,PD,4011021,DIAGNOSTIC EP STUDY ,31500,0.15,2
SGH Madina,PD,4011022,DOUBLE VALVE / MECHANICAL                                                                         ,76407,0.15,4
SGH Madina,PD,4011023,DOUBLE VALVE / TISSUE,66617,0.15,4
SGH Madina,PD,4011024,DUAL CHAMBER PERMANENT PACEMAKER,53400,0.15,4
SGH Madina,PD,4011025,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT ,57850,0.15,4
SGH Madina,PD,4011026,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,57850,0.15,4
SGH Madina,PD,4011027,IMPLANTABLE CARDIORATOR DEFIBRILLATOR,62300,0.15,4
SGH Madina,PD,4011028,IMPLANTATION OF ICD DOUBLE ,66750,0.15,4
SGH Madina,PD,4011029,IMPLANTATION OF ICD SINGLE,62300,0.15,4
SGH Madina,PD,4011030,IMPLANTATION OF PERMANENT PACEMAKER (PPM),16720,0.15,4
SGH Madina,PD,4011031,IMPLANTATION OR EXPLANTATION OF LOOP RECORDER (NOT INCLUDING THE PRICE OF THE IMPLANT),10560,0.15,4
SGH Madina,PD,4011032,THORACOSTOMY TUBE INSERTION,3636,0.15,1
SGH Madina,PD,4011033,INTRA AORTIC BALOON INSERTION     ,11000,0.15,1
SGH Madina,PD,4011034,LIGATION PATENT DUCTUS  ARTERIOSUS (PEDIATRIC)               ,16167,0.15,2
SGH Madina,PD,4011035,LIGATION PATENT DUCTUS ARTERIOSUS (ADULT)                ,26223,0.15,2
SGH Madina,PD,4011036,CARDIAC MASSAGE / OPEN ,3636,0.15,0
SGH Madina,PD,4011037,MITRAL WITH TRICUSPID VALVE REPAIR (WITHOUT RING)                                                  ,44367,0.15,4
SGH Madina,PD,4011038,MITRAL WITH TRICUSPID VALVE REPAIR (WITH RING)                                                      ,48817,0.15,4
SGH Madina,PD,4011039,VALVULOPLASTY / MITRAL WITH BALLOON ,48817,0.15,4
SGH Madina,PD,4011040,MITRAL VALVE / MECHANICAL         ,55937,0.15,4
SGH Madina,PD,4011041,MITRAL VALVE / TISSUE         ,59850,0.15,4
SGH Madina,PD,4011042,MITRAL VALVE REPAIR (WITHOUT RING)                                                         ,44367,0.15,4
SGH Madina,PD,4011043,MITRAL VALVE REPAIR (WITH RING)                                                                 ,44367,0.15,4
SGH Madina,PD,4011044,PACEMAKER ANALYSIS AND REPROGRAMING,600,0.15,0
SGH Madina,PD,4011045,PERICARDIOCENTESIS,6060,0.15,1
SGH Madina,PD,4011046,PERICARDIOTOMY   ,34340,0.15,3
SGH Madina,PD,4011047,PERMANENT CARDIAC PACEMAKER / ACUTE IMPLANTATION,38380,0.15,3
SGH Madina,PD,4011048,PERMANENT PACEMAKER BIVENTRICULAR PLUS ICD (CRTD),80000,0.15,4
SGH Madina,PD,4011049,PERMANENT CARDIAC PACEMAKER  / DUAL CHAMBER,53400,0.15,4
SGH Madina,PD,4011050,PERMANENT PACEMAKET BIVENTRICULAR    ,62300,0.15,4
SGH Madina,PD,4011051,RENAL ANGIOGRAM / BOTH ARTERIES,5400,0.15,1
SGH Madina,PD,4011052,RING IMPLANT / EACH                                                                                                                          ,3735,0.15,0
SGH Madina,PD,4011053,ROTABLATOR APPLICATION,21250,0.15,0
SGH Madina,PD,4011054,SIMPLE OPEN CONGENITAL DEFORMITIES (A.S.D./V.S.D /P.D.A.),42687,0.15,3
SGH Madina,PD,4011055,PERMANENT CARDIAC PACEMAKER / SINGLE CHAMBER ,48950,0.15,4
SGH Madina,PD,4011056,USE OF SUCTION DEVICE (PRIMARY PCI),10560,0.15,0
SGH Madina,PD,4021001,CATHETERIZATION LEFT HEART,9027,0.15,1
SGH Madina,PD,4021002,CATHETERIZATION LEFT HEART WITH GRAFT,11730,0.15,1
SGH Madina,PD,4021003,CATHETERIZATION RIGHT WITH LEFT HEART,13260,0.15,1
SGH Madina,PD,4021004,CATHETERIZATION RIGHT HEART,7548,0.15,1
SGH Madina,PD,4021005,CATHETERIZATION RIGHT HEART WITH SHUNT,8772,0.15,1
SGH Madina,PD,4021006,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY AGIOPLASTY) – SV WITH STENT ,(IMPLANT NOT INCLUDED)",30600,0.15,2
SGH Madina,PD,4021007,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV ,26520,0.15,2
SGH Madina,PD,4021008,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 2 STENT , (PRICE IS  WITHOUT STENT",40800,0.15,2
SGH Madina,PD,4021009,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",40800,0.15,2
SGH Madina,PD,4021010,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 4 STENTS ,",53400,0.15,2
SGH Madina,PD,4021011,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",57850,0.15,2
SGH Madina,PD,4021012,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH STENT ,(IMPLANT NOT INCLUDED)",40000,0.15,2
SGH Madina,PD,4021013,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV,18870,0.15,2
SGH Madina,PD,4021014,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",30600,0.15,2
SGH Madina,PD,4021015,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",30600,0.15,2
SGH Madina,PD,4021016,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",47170,0.15,2
SGH Madina,PD,4021017,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV,29580,0.15,2
SGH Madina,PD,4021018,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",50730,0.15,2
SGH Madina,PD,4021019,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",56070,0.15,2
SGH Madina,PD,4021020,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",60520,0.15,2
SGH Madina,PD,4021021,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",64970,0.15,2
SGH Madina,PD,4021022,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT ,(IMPLANT NOT INCLUDED) ",46280,0.15,2
SGH Madina,PD,4021023,"PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON , EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON",25500,0.15,2
SGH Madina,PD,4021024,TEMPORARY PACEMAKER,8010,0.15,D/C
SGH Madina,PD,4021025,MITRAL BALLOON VALULOPLASTY,40400,0.15,3
SGH Madina,PD,4031001,ATRIAL SEPTAL DEFECT DEVICE CLOSURE (ASD),36000,0.15,3
SGH Madina,PD,4031002,ATRIAL BALLOON SEPTOSTOMY ,17600,0.15,2
SGH Madina,PD,4031003,LEFT ATRIAL APPENDAGE DEVICE CLOSURE ,62300,0.15,4
SGH Madina,PD,4031004,VALVE IMPLANTATION / MELODY ,119000,0.15,5
SGH Madina,PD,4031005,PATENT DUCTUS ARTERIOSUS COIL CLOSURE (PDA),17600,0.15,2
SGH Madina,PD,4031006,PATENT DUCTUS ARTERIOSUS DEVICE CLOSURE (PDA),25500,0.15,2
SGH Madina,PD,4031007,PATENT DUCTUS ARTERIOSUS STENTING (PDA),36000,0.15,2
SGH Madina,PD,4031008,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),25500,0.15,2
SGH Madina,PD,4031009,PULMONARY BALLOON VALVULOPLASTY      ,21250,0.15,3
SGH Madina,PD,4031010,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,127500,0.15,4
SGH Madina,PD,4031011,VENTRICULAR OUTFLOW TRACT STENTING (RVOT) ,40050,0.15,3
SGH Madina,PD,4031012,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD) ,40050,0.15,3
SGH Madina,PD,4041001,"AMPUTATION, ABOVE KNEE",26260,0.15,3
SGH Madina,PD,4041002,"AMPUTATION, BELOW KNEE",26260,0.15,3
SGH Madina,PD,4041003,"AMPUTATION, THROUGH FOOT",22220,0.15,3
SGH Madina,PD,4041004,"AMPUTATION, TOE/S",22220,0.15,2
SGH Madina,PD,4041005,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",39390,0.15,4
SGH Madina,PD,4041006,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,30300,0.15,4
SGH Madina,PD,4041007,"ANGIOPLASTY, PATCH, ARTERY / SYNTHETIC",33330,0.15,3
SGH Madina,PD,4041008,"ANGIOPLASTY, PATCH, ARTERY / TISSUE",33330,0.15,3
SGH Madina,PD,4041009,"ANGIOPLASTY, PATCH, ARTERY / UNSPECIFIED",33330,0.15,3
SGH Madina,PD,4041010,"ANGIOPLASTY, VESSEL, VEIN (IMPLANT NOT INCLUDED)",33330,0.15,3
SGH Madina,PD,4041011,"ARTERIOGRAM, COMPLET",18180,0.15,1
SGH Madina,PD,4041012,"ARTERIOGRAM, INTRAOPERATIVE",18180,0.15,0
SGH Madina,PD,4041013,"ARTERIOVENOSTOMY, FOR RENAL DIALYSIS",30300,0.15,2
SGH Madina,PD,4041014,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,7575,0.15,1
SGH Madina,PD,4041015,BYPASS VASCULAR-PERIPHERAL ARTERY,30300,0.15,2
SGH Madina,PD,4041016,"BYPASS, ARTERY, FEMORO-TIBIAL",34340,0.15,3
SGH Madina,PD,4041017,"BYPASS, ARTERY, POPLITEO-TIBIAL",33330,0.15,3
SGH Madina,PD,4041018,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",36360,0.15,3
SGH Madina,PD,4041019,"BYPASS, VASCULAR, INTRA-ABDOMINAL",36360,0.15,3
SGH Madina,PD,4041020,"BYPASS, VASCULAR-INTRATHORACIC",36360,0.15,3
SGH Madina,PD,4041021,"BYPASS, VASCULAR-RENAL ARTERY",41410,0.15,3
SGH Madina,PD,4041022,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC CATHETETER, GUIDE WIRE AND THE FIRST COIL",33330,0.15,4
SGH Madina,PD,4041023,ADDITIONAL COIL / EACH,8939,0.15,0
SGH Madina,PD,4041024,ADDITIONAL DETACHABLE BALLOON / EACH,8232,0.15,0
