WIPRO CODE,NAME,Price,SBS
MS-C-003695,"CONNECTOR STRADDLER X-TRAVERSE, SPINE CRAFT # ST3000",6860,46453
SMI9584,"CONNECTOR STRAIGHT 1/2"" X 3/8"" CAT # EC-2125S",5880,46453
SMI9586,"CONNECTOR STRAIGHT 1/2, REF # EC2135S",5880,46453
SMI9585,"CONNECTOR STRAIGHT 1/4"" X 1/4"" CAT # EC-2125S",5880,46453
MS-C-000670,CONNECTOR TRANSVERSE 30MM OCT IRENE T03030030,825,46453
SMI9581,"CONNECTOR Y-TYPE 1/2"" X 1/2"" X 1/2"" CAT # EC-2110S",8400,46453
SMI9582,"CONNECTOR Y-TYPE 3/8"" X 1/4"" X 1/4"" CAT # EC-2115S",5880,46453
SMI9580,"CONNECTOR Y-TYPE 3/8"" X 3/8"" X 1/4 "" # EC-2116S",5880,46453
SMI9578,"CONNECTOR Y-TYPE 3/8"" X 3/8"" X 3/8"" CAT # EC-2105S",5880,46453
SMC1036,CONTAINER URINE PLASTIC MALE DISP. 1000CC,29.54,40504
MS-C-003586,CONTROLLER DETACHMENT COIL V-GRIP MICRO VENTION # VG501,1200,60940
MS-C-001425,CORD BIPOLAR REUSABLE #KATENA-K8-7065,2257.5,61873
MS-C-000438,"CORNERSTONE CAGE 5X14X11MM,MEDTRONIC # 6272415",7686.875,47870
MS-C-001904,"CORTEX SCREW 1.0 X 9 MM SELF TAPP , SYNTHES # 200.529",2376.5,56642
MS-C-001489,CORTEX SCREW 3.5x14MM SELF TAPPING SYNTHES #204.814,882,56642
MS-C-000254,CORTICLE SCREW 3.5X24MM,183.75,44420
MS-C-000254,CORTICLE SCREW 3.5X24MM,183.75,44420
MS-C-003946,"COSMOS COMPLEX 8X37,MICRO VENTION #100837CSSR-V",11362.5,43583
SMY1021,"COTTON APPLICATOR 6"" NON STERILE",1.225,63282
SMY1470,"COTTON APPLICATOR 6"" STERILE",4.9,33722
SMA3445,COTTON ROLL 1000 GMS,210,58233
MS-C-003968,"COVER BOOT SHOSE NON WOVEN, JAMJOOM #JM-C2103-L",36.75,15056
MS-C-001083,COVER MICROSCOPE DYRTILR 265CM MOLLER WEDEL #190303,1004.85,12535
SME1103,COVER OVERSHOES,5.53,15056
SMC1068,COVER STERILE F/CAMERA 13X250 KARL STORZ #538X/9050X,110.25,17977
SME1403,CPAP MASK ADULT SIZE # TAIWAN,1102.5,37591
MS-C-001051,CREAM CAVILON 28GM 3M # 3391,514.5,58851
MS-C-001219,CRICOTHYROTOMY KIT PORTEX #100/465/060,1855,45926
MS-C-003663,CROSS LINK MEDTRONIC # 806LT55L60T,5359.375,18020
MS-C-001501,"CRUSHED CANCELLOUS 4MM , DMP # 103045",3521.875,15750
SMY1346,CTG THERMA PAPER 719020,122.5,63034
MS-C-003773,"CUBE 3 HOLE, CHM # 301019-03",2126.25,43583
MS-C-003389,CUBE 6 HOLES # 301002-06,1350,43583
SMD3691,CUFF ADULT FOR BP APPARATUS 8.5X30 CM,392,37326
SMJ1913,CUFF B/P PEDIA REUSABLE (18-26CM) HP #40401B,245,37326
MS-C-001656,CUFF BP DISPOSABLE ALL SIZE (ADULT),682.5,37326
MS-C-004018,CUFF DVT -CALF 43 CM FOR DVT PUMP ACS900 ARJO MIDDLE EAST UK #DVT10,813.75,10969
MS-C-004019,CUFF DVT -CALF 58 CM FOR DVT PUMP ACS900 ARJO MIDDLE EAST UK #DVT20,813.75,44784
MS-C-003834,CUFF DVT CALF MEDIUM DR.LIFE # DS022,1380,44784
MS-C-003833,CUFF DVT THIGH LARGE DR.LIFE # DS013,1395,44784
MS-C-003832,CUFF DVT THIGH MEDIUM DR.LIFE # DS012,1440,44784
MS-C-003608,CUP 52MM MULTIHOLE . JOH. & JOH. # 1217-20-052,9712.5,43167
SMO11324,CUP ACETABULAR 24/41MM LINK #107-210/41,4486.5625,43167
SMO11610,CUP ACETABULAR 24/42MM LINK #107-210/42,6630.3125,61573
SMO11393,CUP ACETABULAR 48MM LINK #107-220/48,4517.1875,41499
MS-C-000401,CUP ACETABULAR CEMENTED 44X28MM-HIPOKRAT-33.1400,19125,43167
MS-C-000492,CUP ACETABULAR CEMENTED 48 X28 MM HIPOKRAT #400012410480,19125,43167
SMO10974,CUP ACETABULAR SIZE 44MM LNK #107-220/44,4382.4375,43167
SMO11016,CUP ACETABULAR SIZE 46MM LINK #107-220/46,4134.375,43167
MS-C-001653,CUP ACETABULAR W/SPACERS 49MM ZIMMER #8005-846-28,8400,43167
MS-C-001146,CUP BIPOLAR LINER 28MM ZIMMER #5001-47-28,8182.7396875,33695
MS-C-001145,CUP BIPOLAR SHELL 47MM ZIMMER #5001-47,8115.625,33695
MS-C-001403,"CUP BIPOLAR SHELL 49MM,ZIMMER#5001-49",8464.903125,33695
MS-C-003672,"CUP CEMENTED MARATHON XLPE 50X32MM, JOH. & JOH. # 9655-13-250",15750,33695
MS-C-001602,"CUP FEMORAL CEMENTLESS 54 MM , IMPPLANTCAST # 02200054",8728.125,33695
MS-C-003532,"CUP HUMERAL PE 38MM STANDARD,J&J#1307-38-209 JOH. & JOH. # 1307-38-209",2839.9,58784
SMC0048,CUP MEDICINE 1 OZ,0.63,58784
SMO11064,CUP VARIO 47MM LINK #107-220/47,5451.25,48088
MS-C-000288,CUP VARIO SIZE 50 X 28MM LINK #107-220/50,7875,48088
MS-C-001919,CURTAIN DISPOSABLE FOR PATIENT ROOM SIZE 4 MTR X 2.5MTR,1260,16216
MS-C-001808,CUTTER FIBER 8.5MM ARTHREX # AR-1204AF-85,3736.25,60377
MS-C-002017,"CUTTER FLIP 10.5 MM , ARTHREX # AR-1204AF-105",2625,44805
MS-C-002112,CUTTER FLIP 7.5MM ARTHREX #AR-1204AF-75,3736.25,44805
MS-C-001724,CUTTER FLIP 8MM ARTHREX #AR-1204AF-80,3736.25,44805
MS-C-002098,CUTTER FLIP 9.5MM ARTHREX #AR-1204AF-95,3736.25,44805
MS-C-001812,CUTTER FLIP 9MM ARTHREX #AR-1204AF-90,3736.25,44805
SMH1605,CUTTER LINEAR 55MM RELOADABLE ETHICON #TLC55,1594,16224
SMH2621,CUTTER LINEAR 75 DISP.ETHICON #TLC75,2982,44805
SMH4587,CUTTER LINER 100MM RELODABLE EITHCON -TLC10,4731.5625,44805
SMO10889,CUTTER LINER ETHICON # TCR 55.,2010.75,44805
SMH4586,CUTTER LINER RELOAD ETHICON # TCR 10,2856,44805
MS-C-000543,CUTTER MENISCUS 6 EA 4.2MM LINV\TEC#9761A,3858.75,60377
SMQ1177,CUTTER STITCH PEHA HARTMANN #999501/8,5.5125,16224
SMI1325,CVP MONITORING SET (MEDIFIX)B.BRAUN #427662/0,306.25,62807
MS-C-000113,CYLINDER OXYGEN WITH GAS SIZE 20 LTR.,1920,47225
SMI9999,D J STENT WITH GUIDE WIRE SIZE 5/7 FR # BIO-TECH,1365,61944
SMI9998,D J STENT WITH GUIDE WIRE SIZE 6 FR # BIO-TECH,1365,61944
MS-D-000192,"DDT FULL SET,SOFAMOR#84147ET",3307.5,43583
MS-D-001087,DETACHMENT CONTRILLER DEVICE WDC-1 TERUMO # WDC-1,2450,43583
MS-D-001062,"DEVICE CLOSURE ANGIOSEAL 6FRX0.035MM , TERUMO # 610132",2975,58415
MS-D-001069,"DEVICE EMBOLIZATION PIPELINE 4X20MM W/SHEILD TECH , MEDTRONIC # PED2-400-20",128250,43978
MS-D-001065,"DEVICE PIPELINE FLEX EMBOLIZATION W/SHIELD TECH 4X16MM, MEDTRONIC # PED2-400-16",85500,64358
MS-D-001193,"DEVICE PIPELINE W/ SHIELD TECH FLEX EMBOLIZATION, MEDTRONIC # PED2-375-20",128250,64358
MS-D-001083,"DEVICE PIPELINE W/ SHIELD TECH FLEX EMBOLIZATION, MEDTRONIC # PED2-450-25",128250,64358
MS-D-001084,"DEVICE PIPELINE WITH SHIELD TECH FLEX EMBOLIZATION, MEDTRONIC # PED2-425-20",128250,64358
MS-D-001139,"DEVICE RECONSTRUCTION CEREBRAL ARTERY , NITINOL BRAIDED, REPO 3.0X15, BALT -FRANCE # SILK3.5X15",96750,37335
MS-D-001146,"DEVICE RETRIEVAL ERIC 4X30MM, MICRO VENSION #ER174030",50962.5,63174
MS-D-001085,DEVICE SHIELD FLEX EMBOLIZATION PIPELINE MEDTRONIC # PED2-250-14,128250,43978
MS-D-001086,DEVICE SHIELD FLEX EMBOLIZATION PIPELINE MEDTRONIC # PED2-475-20,128250,43978
MS-D-001178,DEVICE SOLITAIRE PLATINUM REVASCULARIZATION 4X40MM MEDTRONIC #SFR4-4-40-10,46125,61149
SMI9502,"DIAGNOSTIC GUIDEWIRES, J TIP 0.035",787.5,44839
MS-D-000416,DIALATOR SET DISPOSABLE 9-16MM AMS #720117-01,3500,11260
SML2034,DIALYSER DIACETATE/ BIO 200 POLYSULFONE 2.0 NIP#FB210T,735,36244
MS-D-000148,DIALYSER HELIXONE FX60 HIGH-FLUX FRESENIUS # F00002386,892.5,47062
MS-D-000066,DIALYSER HEMOFLOW POLYSULFONE F7 LOW-FLUX.,787.5,32131
SML1683,DIALYSER HOLLOW FIBER POLYSULFONE 1.3SQM PN6,490,47071
MS-D-000420,DIALYSER POLYSULFONE HI-FLEX 1.9M NIPRO# 15G03B,686,47071
SMI9631,"DIALYSER POLYSULFONE PN8/HPS,1.8 #RKJ24100",612.5,47071
MS-D-000176,DIALYZER FX 80 HIGH FLUX FRESENIUS # 5008881/ # F00002387,861,11260
MS-D-000389,"DIALYZER HIGH FLUX 1.6 , ALLMID # HF6",612.5,11260
MS-D-000069,DIALYZER LOW FLUX F6/F7/F8 FRESENIUS,787.5,11260
MS-D-000302,DIAPER PEDIA X-LARGE ¿ UP TO 25KG,9.8,43583
MS-D-000333,"DILATOR PCN 30FR X 12CM,COLOPLAST # BD3010",3521.875,11265
MS-D-000331,DILATOR URETERIC 4CM X 12FR # BD4144,3255,11265
MS-D-000291,"DILL BIT 2.5X70MM F-RECON PLATE,IRINE#C11001",1088.227,43583
MS-D-001194,DISC CERVICAL 5MM X 14 MM SOFAMOR # 6971450,40497.75,48164
MS-D-000339,DISC CERVICAL 6 X 16 MM SOFAMOR # 6971660,39060,48164
SMF3150,DISINFECTANT ALPROCLEANER 5 LITER,1440,60299
SMF3147,DISINFECTANT ALPROJET-DD 5 LITER,1190,60299
SMF3148,DISINFECTANT ALPROJET-W 5 LITER,1190,60299
SMF3145,DISINFECTANT BIB FORTE 5% 5 LTR,1968,60299
SMF3119,DISINFECTANT PURISTERIL FOR FRESINUS MACHIN,1400,58107
MS-D-000041,DISINFECTANT TABLET PRESEPT 2.5 GRAM (PR25) 100CS #7336 SPR25,901.23,43583
MS-D-000504,"DISSECTING TOOL ADULT DISPOSABLE 2.3 MM X 8CM, MIDAS REX # F2-8TA23",2030,11289
MS-D-001017,DISSECTOR 3.5MMX13CM ARTHREX # AR-8350DS,1915.2,11289
MS-D-000346,DISSECTOR 4.0MM X 13CM #AR-8400DS,2170,11289
MS-D-000147,DISSECTOR ENDO CURVED 5MM ETHICON #5DCD,2555.9205,11289
MS-D-000292,DISSECTOR W/MONOPOLAR CAUTERY 5MM # LA5201-01,5512.5,11289
MS-D-000293,"DISTAL CENTRALIZER 10MM,ZIMMER#7859-10",13500,61271
MS-D-000314,DISTAL FEMUR PLATE 11HOLES #PF 4510-11-2,10237.5,55834
MS-D-001088,DISTAL FIBULA KIT STANDARD LEFT SIZE3/NEW CLIP CHM # KIT-AL3G,14850,43583
MS-D-000128,DORMIA BASKET 3FR 90CM # EXN434,3220,58981
MS-D-001099,"DOUBLE Y PLATE 10MM M, OSTEONIC  # FDY307L06A",4042.5,43583
SMI1932,DRAIN CHEST 1 BOTTLE STERILE 2000CC #R54500/8884-713100,1225,37475
SMI2008,DRAIN CHEST 2 BTL. SET STERILE DEKNATEL #NC-5512/AA-8000/-571299,1225,37475
SMC1039,"DRAINAGE WOUND 400ML 3/32"" 8F",318.5,35824
SMC1040,"DRAINAGE WOUND CH12(SMALL) 3/16"" / 400ML",318.5,11305
SMC1041,"DRAINAGE WOUND CH14 (MIDUM) 1/8""/400 ML.",318.5,11305
SMC1042,"DRAINAGE WOUND CH16 (LARGE) 1/4"" /400 ML",318.5,11305
MS-D-000169,DRAINAGE WOUND.POLYVAC SET 8CH # 9007,318.5,35824
SME1132,DRAPE EMBOSSED PLASTIC OPHTHALMIC 40*50 VISITEC #-58-1071,308.7,46697
MS-D-001070,"DRAPE INCISE ANTIMICROBIAL LOBAN 13X13"" 3M # 6640EZ",490,12535
MS-D-001071,"DRAPE INCISE ANTIMICROBIAL LOBAN 23X23"" 3M # 6648EZ",673.75,12535
SME1298,DRAPE IOBAN 35X17 IMCISE/30X28 INCIFILM PHARMAPLAST/ 3M # 6650(SME1080),220.5,12535
MS-D-001057,DRAPE OPTHALMIC 120x120CM DOUBLE LCP F/CATARACT TIO MEDICAL #EYE,171.5,46697
MS-D-001072,"DRAPE SHEET FOR CESAREAN SECTION W/LOBAN 2 INCISE FILM 77 X 115"" 3M # 6697",1225,33520
SME1139,"DRAPE STERILE 48X118"" F/ZEISS OPMI MD #326071-0000/326070",1260,47783
MS-D-000358,DRAPE SURGICAL 100 X 150CM CARDIVA # CAR-016101205,49,34957
SME1260,DRAPE SURGICAL COVER SIZE 165CMX110CM STERIPHARMA (BIG) #1016,67.375,62934
SME1056,DRAPE SURGICAL COVER STERILE 99X130CM KIMBERLY CLARK -MEDIUM #89111 / #1019,79.625,62934
SME1077,DRAPE SURGICAL STERILE 50X75CM (MAYO COVER),42.875,62934
MS-D-000396,DRAPE VISITEC F/OPTHALMIC SIZE 100X120 # GREEC,171.5,46697
SMA1141,DRESSING 10CMX10CM OMNIFIX #6615 /MAFIX #350200/CURA#30342,128.8,62934
MS-D-001119,"DRESSING BIOPATCH PROTECTIVE DISK W/CHG 52.5MG 6FR 1.5MM HOLE, JOHNSON & JOHNSON # 44151",612.5,62934
MS-D-001120,"DRESSING BIOPATCH PROTECTIVE DISK W/CHG 86.8MG 13-20FR 7MM HOLE, JOHNSON & JOHNSON # 44152",612.5,62934
MS-D-001118,"DRESSING BIOPATCH PROTECTIVE DISK W/CHG 92MG 6-12FR 4.0MM HOLE, JOHNSON & JOHNSON # 44150",612.5,62934
SMA1144,DRESSING ELASTIC 30X10 OMNIFIX/CURA#30345/NEO#217441/4 MEF#313000,379.75,62934
SMA1142,DRESSING HYPAFIX SHEET 15CMX10M #62-421,232.75,16866
SMA1143,DRESSING HYPAFIX SHEET 20CMX10M #350300,269.5,16866
SMA3417,DRESSING IV TEGADERM TRANSP. 6X7CM 3M#1623W/PHARMAPLAST,9.205,62934
SME1264,DRESSING IV. CANNULA FIXATION PORTED S&N #4006/3M1623W,10.4125,64574
MS-D-000158,DRESSING OMNIFIX 20CMX10MTR #HARTTMAN,329.665,62934
MS-D-000329,DRESSING SENSATRACT LARGE GRANUFOAM KCI#M8275053/10,1740,62934
SMA1103,DRESSING SURGICAL 10X30CM MEPORE STER. CURA#30515,31.85,62934
SMA1099,DRESSING SURGICAL 10X8CM CURA#30511 /COSM#1277651,11.515,62184
SMA1098,DRESSING SURGICAL 6X7CM NEO#416/2 /CUR#30510/COS#1277626,7.105,62184
SMA1101,DRESSING SURGICAL 9/10X20CM ARGO /CURAP#30513 / NEOP#217 427/7,18.76,62934
SMA1102,DRESSING SURGICAL MEPORE/URGO 9X25CM MOLNLYCKE,28.175,62934
SMA3416,DRESSING SURGICAL WOUND 10X 8/9CM ARGO CURA# 30511,490,62934
SMA1100,DRESSING SURGICAL WOUND 9/10X15CM MEP#67100/CURA#30512NEO217422/8(SMA3414),14.21,62184
MS-D-000232,DRESSING TEGADERM CHG 2% 8.5X11.5CM 3M #1657R,612.5,62004
MS-D-000531,"DRESSING TEGADERM CHG 2% SIZE 7.0 X 8.5 CM , 3M # 1660R",581.875,62004
MS-D-000532,"DRESSING TEGADERM IV ADVANCED 3.8 X 4.5 CM , 3M # 1680",39.8125,62004
MS-D-000533,"DRESSING TEGADERM IV ADVANCED 5 X 5.8 CM , 3M # 1682",41.65,62004
MS-D-000542,DRESSING TEGADERM IV ADVANCED 6.5 X 7.0 CM 3M # 1683,36.75,62004
MS-D-000510,DRESSING TEGADERM IV WTRPROF 10X12 CM,62.475,62004
SMA2037,DRESSING TEGADERM TRANSPRENT 10 X 12CM 3M #1626W,26.3375,46735
SMA0053,DRESSING TEGADERM WTRPROOF ADHESIVE 5X7CM #3582/PHARMAPLAST,8.575,62004
SMA0050,DRESSING TEGADERM WTRPROOF ADHESIVE 9 X 10CM #3586/PHARMAPLAST,24.5,62004
SMA0051,DRESSING TEGADERM WTRPROOF ADHESIVE 9X15CM #3589/PHARMAPLAST,33.075,62004
SMA0052,DRESSING TEGADERM WTRPROOF ADHESIVE 9X25CM #3591/PHARMAPLAST,58.8,62004
MS-D-000336,"DRILL BIT 1.0 MM , SYNTHES # 513.005",1260,11337
MS-D-001187,DRILL BIT 1.0 SYNTHES # 03.130.120,2702,11337
MS-D-001123,DRILL BIT 1.0MM A8.2301 OSTEONIC A8.2301,1200,11337
MS-D-000107,"DRILL BIT 1.1 MM WITH STOP LENGTH 44.5/8 MM 2-FLUTE, FOR J-LATCH COUPLING # 317.180",2205,11337
MS-D-000226,DRILL BIT 1.1MM SYNTHES #310.110,2100,11337
MS-D-000277,DRILL BIT 1.1MM X 80MM SYNTHES #316.500,1500,11337
MS-D-000253,DRILL BIT 1.5 X 105 MM (01-08198)#,2100,11337
MS-D-000321,DRILL BIT 1.5 X 44.5MM SYNTHES # 317.820,2094.75,11337
MS-D-000392,DRILL BIT 1.5 X 96/82 MM SYNTHES # 310.507,1560,11337
MS-D-000227,DRILL BIT 1.5MM SYNTHES #310.150,2105.25,45697
MS-D-000299,"DRILL BIT 1.5MMX8MM,SYNTHES#03.503.408",2094.75,45697
MS-D-001134,"DRILL BIT 1.5X85MM, IRENE # C52025",798,45697
MS-D-000350,"DRILL BIT 1.8MM LENGTH 100 75MM, 2 FLUTE COUPLING #310.510",2121,45697
MS-D-000341,DRILL BIT 13 X 3.2 X 150MM TIKNIMED,1050,45697
MS-D-000337,"DRILL BIT 2.0 MM , SYNTHES # 323.062",5154.1875,45697
MS-D-000330,"DRILL BIT 2.0 X 67/55 MM , SYNTHES # 513.140",1785,45697
MS-D-000187,DRILL BIT 2.5 MM S.STEEL -ORTHOMED / HANSBIOMED # 4262.4182,1267,45697
MS-D-000212,DRILL BIT 2.5MM DIA L 85MM F/QUICK COUPLILNG JACOBS SYNTHES #310.250,2001.99825,45697
MS-D-000344,DRILL BIT 2.5MM SYNTHES #315.250/C22001 / 324.214,3276.875,45697
MS-D-000186,DRILL BIT 3.2 MM S.STEEL ¿ ORTHOMED,1500,45697
MS-D-000239,"DRILL BIT 3.2MM DIA,L 195MM F/QUICK COUPLING #310-290#",1818,45697
MS-D-000190,DRILL BIT 3.5 MM S.STEEL ¿ ORTHOMED,1008,45697
MS-D-000205,DRILL BIT 3.5MM DIA L 110MM F/QUICK COUPLILNG SYNTHES #310.350,2243.5,32390
MS-D-000347,DRILL BIT 4.2x145MM QUICK COUPLING #03.010.104,2737,32390
MS-D-000191,DRILL BIT 4.5 MM S.STEEL -ORTHOMED,1092,32390
MS-D-000284,"DRILL BIT 5.0MM, ZIMMER #22553550",1362,32390
MS-D-001160,DRILL BIT CANNULATED 2.1MM OSTEONIC #3D8P.31210,2362.5,11332
MS-D-000418,"DRILL BIT CANNULATED 2.7 X 130 MM ,HANSBIOMED # 42624183",4615.1875,11332
MS-D-000419,"DRILL BIT CANNULATED 3.2 X 130 MM ,HANSBIOMED # 42624188",2100,11332
MS-D-000276,DRILL BIT DIA 1.0MM X 44.5MMM SYNTHES #316.451,1890,32390
MS-D-000513,DRILL BIT ORTHOGNATHIC 1.6MM OSTEONIC # ODB-10,1500,32390
MS-D-000137,DRILL BIT W/STOPER 2.8MM IRINE #C09005,2047.5,32390
MS-D-001092,DRILL BUR DIAMOND 3.0X2.35MM NSK # PDS-2DM-30,2135,32390
MS-D-001091,DRILL BUR ROUND FLUTED 3.0X2.35MM NSK # PDS-2CM-30,2135,32390
MS-D-000349,DRILL RENT FOR ORTHO CASE SYNTHES # 30815,1371.426,32390
MS-D-000538,DRILL RENT FOR ORTHOPEDIC CASE IN OR COLLIBRI # .,2625,32390
SMI9925,"DUAL STAGE VENOUS RETURN CATH 34FR/46FR#RDS-61134,CALMED",1190,61630
MS-D-001090,"DURAL GRAFT IMPLANT 1 X 3"" CODMAN # 80-1473EL",2450,58712
MS-D-001089,"DURAL GRAFT IMPLANT 2 X 2"" CODMAN # 80-1475EL",2450,58712
MS-E-000577,"E C G PAPER ROLL 21X30,CHINA #1833",302.575,16754
SMI0140,"E T TUBE O/N SIZE 8.0 CUFFED # 100/199/080,PORTEX .",69.825,64188
SMI1200,"E. T. TUBE ORAL /NASAL , SIZE 4 . 50, CUFFED",69.825,47691
SMI9672,"E. T. TUBE RAE, SIZE 4 . 00, CUFFED",69.825,64188
SMI3403,"E. T. TUBE RAE, SIZE 4 . 50 MM CUFFED",69.825,64188
SMY1752,EAR RING F/BABY GIRL W/FIFFERENT DESIGN CAFLON UK,35.665,33414
SMJ2000,ECG ELECTRODE DISPOSABLE 50/BOX#4527750,32.34,35035
MS-E-000137,ECHELON FLEX 60MM RELOADS STANDARD BLUE ETHICON #ECR60B,2221.625,59871
MS-E-000138,ECHELON FLEX 60MM RELOADS THICK GREEN ETHICON #ECR60G,2428.4155,59871
SMJ0011,ELECTRODE ECG PREGELLED ADULT STERILE DISP.,3.675,35035
SMJ0009,ELECTRODE ECG PREGELLED PEDIATRI STERILE DISP,2.45,35035
SMJ1087,ELECTRODE F/ HP NEONATAL MONITOR HP #139530/3M #2269T,24.5,17460
SMJ2007,ELECTRODE HANDLE W/PATIENT PLATE CABLE #VL2600E COVIDIEN/ 20190-045 ERBE,23887.5,63608
MS-E-000019,ELECTRODE HANDLE WITH 2 BOTTON.,4278.3125,43583
MS-E-000071,ELECTRODE PACING TEMPORARILY 6FR,1925,47852
MS-E-000258,"ELECTRODE PAD REM HYDROGYL , NEONATAL 2.7 MM , COVIDIEN # E7512",945,61170
SMJ1960,ELECTRODE RESTING ECG KENDALL # 31447793,3.675,17460
SMJ1976,ELECTRODE RUBBER 8X12CM W/SPONGE 9X13CM PHYSIO-MED#CHA79968,673.75,61906
MS-E-000068,ELECTRODE SPATULA STRAIGHT ERBE #20191-210/21191-002,605.15,62395
SMH4568,ELECTRODE TEMPORARY PACEMAKER ETHICON # FEP13.,670.74,64611
SMJ1967,ELECTRODS PRE-STERILIZED DCN FOR EMG (37MM) #9013S0031,612.5,99999
MS-E-000097,ELIMINATOR 90 ICW 4.5MM # AC1345-01,3101.7,36542
MS-E-000579,"EMBOLIC LIQUID PHIL25%, MICRO VENTION #LEN10250",12150,60449
MS-E-000548,EMBOLIC LOW VISCOSITY SQUID BALT -FRANCE # SQUID18,10500,43583
MS-E-000547,"EMBOLIC STANDARD VISCOSITY SQUID, BALT -FRANCE # SQUID12",10500,43583
MS-E-000213,"END CAP 10 MM L , SYNTHES # 04.004.001",1855,63875
MS-E-000199,END CAP 19MM X 4 DEGREE SOFAMOR # 9401904,6951.875,16082
MS-E-000237,END CAP 8MM LONG SYNTHES # 04.004.004,1518,63875
MS-E-000261,"END CAP EXT 0 MM L , SYNTHES # 04.027.000S",1160,63875
MS-E-000223,"END CAP F/TIBIAL NAIL 8 X 13 MM , SYNTHES # 04.004.000",1593,63875
MS-E-000536,"END CAP FOR LAG SCREW, MEDGAL BOLAND # 1-100-LS",1050,63875
MS-E-000535,"END CAP FOR NAIL, MEDGAL BOLAND # 1-100-NC",1050,63875
MS-E-000183,END CAP FOR TEN 1.5 TO 2.5MM #475.905,1890,63875
MS-E-000243,END CAP FOR TEN 3.0 MM #475.900,2079,63875
MS-E-000129,END CAP FOR TEN 3.0MM TO 4.0MM TITANIUM ALLOY,1785,63875
MS-E-000510,END CAP M85/CHM MICROMED #3.5161.105,2362.5,63875
MS-E-000273,END CAP ZERO LEVEL/CHM MICROMED #3.5161.700,2625,63875
SMO11608,ENDO BUTTON DIFFERENT SIZES CAT#AMS155.04,2502.5,64640
SMH4608,"ENDO CLIP APPLIER LARGE 6/BOX # 176625,AUTO SUTURE",3346,38143
SMH4609,"ENDO CLIP APPLIER MED/LRG 6/BOX#176615,AUTU SUTURE",1983.345,38143
MS-E-000148,ENDO CLOSE COVIDIEN# 173022,1050,43583
SMH1649,ENDO GIA 30 MULTIFINE 30 ATUOSUTURE #030807L,2012.5,13904
MS-E-000530,"ENDO PATH ECHELON RELOAD 60 MM GOLD W/GRIPPING SURFACE , ETHICON # GST60D",2641.9155,35884
MS-E-000532,"ENDO PATH ECHELON RELOAD 60MM BLUE W/GRIPPING SURFACE , ETHICON # GST60B",2641.9155,35884
MS-E-000531,ENDO PATH ECHELON RELOAD 60MM GREEN W/GRIPPING SURFACE ETHICON # GST60G,2641.9155,35884
SMT10272,"ENDOCLIP MED/LRAGE 10MM #176657,TYCO",2588.25,10904
SMH1513,ENDOCLIP/ LIGACLIP 10MM TITANIUM # 176657/ ER320,2625,65058
SMH1656,ENDOGRASPER 5MM AUTOSUTURE # 174221 / 5DSG.,2625,35884
SMH4605,ENDOPOUCH RETRIEYER 10 MM / ETHICON # POUCH,1320,99999
SMA3411,ENDOTRACHEAL TUBE SIZE 3.5 UNCUFFED,55.125,64188
SMI1053,ENEMA SET ECONOMY #20258-010/228 0001 2,61.25,11583
MS-E-000186,"ENSEAL G2 TISSUE SEALER 35CM,ETHICON#NSLG2C35A",7549.0625,64024
MS-E-000550,ENT KIT GRANULES ENT0001-2 N/A # ENT0001-2,1280,44067
MS-E-000230,EPEDIURAL MINIPACK SYSTEM 1 W/LOCKIT PORTEX # 100/391/128,735,61911
MS-E-000115,EPIDURAL KIT 18G PORTEX #100/391/118,777,58293
SMI1593,"EPIDURAL KIT G16,18 PORTEX #100/391/716/100/391/118.",673.75,58293
MS-E-000179,"EXPERT HN DIA 7X240MM,SYNTHES#04.01.228S",7788.375,47875
SML0505,"EXTENSION SET 32""W/2 PORT/ABBOTT4522-48/#MG-V5404)",36.75,64885
SMD3699,EXTERNAL NASAL SPLINT ALUMINUM .,477.75,35411
SMA0168,EYE PAD 56X70MM #415450/1,4.165,11661
SMA1175,EYE SHIELD PLASTIC STERILE # 21-181S UNIVERSAL LOOK 100 CLEAR W/HOLES G701,36.75,63491
SME1029,FACE MASK GREEN .,5.53,35177
SMU1047,FANGO FOIL PLASTIC TRANSPARENT 500 MICRON,682.5,99999
SMI0151,"FEEDING TUBE 8 FR X 15"" LONG STERILE DISP.",10.43,14221
SMI9914,FEEDING TUBE PVC SIZE 6 #,10.43,14221
MS-F-000569,FEMORAL ACS COMPONENT 2.5 LEFT IMPLANTCAST # 42006208,33750,33175
MS-F-000603,FEMORAL ADVANCE STATURE RIGHT SIZE 4 WRIGHT # KFTCNN4R,16875,43583
MS-F-000600,"FEMORAL ADVANCE STATURE SIZE 2 LEFT , MICRO PORT # KFTCNN2L",16875,43583
MS-F-000579,FEMORAL CEMENTED POSTERIOR STABILIZED 2 R. JOH. & JOH. # 1960-50-200,13824,61940
MS-F-000630,"FEMORAL CERAMIC CEMENTED ACS PS S4 LEFT, CHM # 42009104",18225,38156
MS-F-000626,"FEMORAL CERAMIC CEMENTED S4R ACS PS, CHM # 42009114",18225,38156
MS-F-000627,"FEMORAL COMPONENT ACS PS S3 L CERAMIC COATED 3L, CHM # 42009103",18225,33175
MS-F-000235,"FEMORAL COMPONENT LEFT , ZIMMER # 5764-015-51",16875,33175
MS-F-000181,FEMORAL COMPONENT POST STABILIZED 5 LEFT S&N #71420104,14913.675,63995
