CODE,NAME,Price,LOS,Service Type,Insurance,SBS CODE 1,Code Hyphanated,Description,SBS CODE 2,Code Hyphanated.1,Description.1,SBS CODE 3,Code Hyphanated.2,Description.2,SBS CODE 4,Code Hyphanated.3,Description.3,SBS CODE 5,Code Hyphanated.4,Description.4,SBS CODE 6,Code Hyphanated.5,Description.5
FMLAB-7037,IM LAB. CHECK-UP,1202.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7038,"NEPHLOMETER RHEUMATOLOGY: [RF, CR, ASO, URIC ACID ]",484.0,,service,Total Care PL,731001780,73100-17-80,Rheumatoid factor Quant,,,,,,,,,,,,,,,
FMLAB-7039,"RHEUM. PROF.1st:CBC,ESR,CREAT, UA,GOT, GPT,ALK.PHOS,GGT,TP, URINE&STOOL ,PROT ELECT,CRP,RF,ASO",1184.7,,service,Total Care PL,733500600,73350-06-00,Unlisted mole/path ,,,,,,,,,,,,,,,
FMLAB-7041,BODY FLUID PROFILE,532.4,,service,Total Care PL,732000000,73200-00-00,Body Fluid cytology,,,,,,,,,,,,,,,
FMLAB-7042,"DIABETIC PROFILE(1ST): [GLYCO. HB, CREATININE, UREA, MICROALBUMINURIA ]",374.0,,service,Total Care PL,731001160,73100-11-60,Beta 2 glycoProtein 1  IGGAB,730501000,73050-10-00,Creatinine clearance Test,730503740,73050-37-40,Reagent Strip Test urea nitrogen; semiQuant,730500090,73050-00-90,Microalbumin q Assay,,,,,,
FMLAB-7043,"DIABETIC PROFILE(2ND): [GLYCO HB., CREATININE, UREA, MICROALBUMINURIA,TSH, T4]",595.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7044,PAEDIATRIC OBESITY PROFILE,706.2,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7046,"DIABETIC CHECK-UP [LIPID PROFILE, CREAT, NA, K, GLU,GLYCO HB, MICROALB, GOT, GPT, UREA, URINE]",928.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7047,"FULL NATAL PROFILE: [HBsAg, HCV Ab, TOXOPLASMA TOTAL, HIV, TPHA ]",467.5,,service,Total Care PL,731002660,73100-26-60,Toxoplasma ( IGM ),730000050,73000-00-50,OB Panel,,,,,,,,,,,,
FMLAB-7048,DIALYSIS PROFILE,532.4,,service,Total Care PL,903530000,90353-00-00,Test for haemodialysis adequacy,,,,,,,,,,,,,,,
FMLAB-7051,"CATH LAB. PROFILE: (CREATININE, CBC, HIV, HBsAg, HCV ]",706.2,,service,Total Care PL,730000020,73000-00-20,General Health Panel ,730500920,73050-09-20,Creatine Assay,731002760,73100-27-60,HCV Ab,,,,,,,,,
FMLAB-7053,OPHTHALMOLOGY PROFILE (I),1688.5,,service,Total Care PL,960380000,96038-00-00,Measurement of visual acuity,425030001,42503-00-01,"Ophthalmological examination, unilateral",425030002,42503-00-02,"Ophthalmological examination, bilateral",,,,,,,,,
FMLAB-7054,OPTHALMOLOGY PROFILE (II),1235.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7055,MYELOMA PROFILE,2244.0,,service,Total Care PL,733500600,73350-06-00,Unlisted mole/path ,,,,,,,,,,,,,,,
FMLAB-7056,SAUDI CATERING DRUG SCREEN,732.6,,service,Total Care PL,733000360,73300-03-60,OTC Assay,,,,,,,,,,,,,,,
FMLAB-7059,ER PROFILE (I) CBC + URINE ANALYSIS,614.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7061,ER PROFILE (III): TROPONIN + CK+ CKMB,1700.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7062,ER PROFILE (IV): PT+PTT,657.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7068,X-RENAL PROFILE,1136.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-7092,NEONATAL PROFILE,652.1699829101562,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,426.8,,service,Total Care PL,732000260,73200-02-60,FNA  biopsy  cytology,,,,,,,,,,,,,,,
FMLAB-8002,BODY FLUID CYTOLOGY,269.5,,service,Total Care PL,732000000,73200-00-00,Body Fluid cytology,,,,,,,,,,,,,,,
FMLAB-8003,CYTOLOGY-PAP SMEAR,121.0,,service,Total Care PL,732000120,73200-01-20,Cytology (pap Smear),,,,,,,,,,,,,,,
FMLAB-8005,EXTRA BLOCKS,111.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8006,FROZEN SECTIONS,928.4,,service,Total Care PL,732000800,73200-08-00,Pathology examination of specimen during surgery,,,,,,,,,,,,,,,
FMLAB-8008,HELICOBACTER PYLORI(TISSUE),350.9,,service,Total Care PL,730504880,73050-48-80,H Pylori AG,,,,,,,,,,,,,,,
FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,532.4,,service,Total Care PL,732000640,73200-06-40,Histopathology small specim,,,,,,,,,,,,,,,
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,793.1,,service,Total Care PL,732000690,73200-06-90,Hist.  large specime,,,,,,,,,,,,,,,
FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,234.3,,service,Total Care PL,732000020,73200-00-20,Cell examination of specimen,,,,,,,,,,,,,,,
FMLAB-8013,SPECIAL STAIN (EACH),140.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8014,PANEL SPECIAL STAIN(4 OR MORE),554.4,,service,Total Care PL,732000730,73200-07-30,Z.N.stain (AFB),,,,,,,,,,,,,,,
FMLAB-8016,PROSTATIC TRUCUT BIOPSY,635.8,,service,Total Care PL,732000670,73200-06-70,Histopathology medium specimen,,,,,,,,,,,,,,,
FMLAB-8028,RENAL BIOPSY (EM),3444.1,,service,Total Care PL,365610001,36561-00-01,"Closed biopsy of kidney, unilateral",,,,,,,,,,,,,,,
FMLAB-8051,IGG (CSF),234.3,,service,Total Care PL,730502500,73050-25-00,A CSF Protein,,,,,,,,,,,,,,,
FMLAB-8052,IGA (CSF),234.3,,service,Total Care PL,730503060,73050-30-60,CSF Total Protein,,,,,,,,,,,,,,,
FMLAB-8053,IGM (CSF),234.3,,service,Total Care PL,731001060,73100-10-60,"Immunoglobulins IgA,IgG,IgM ",,,,,,,,,,,,,,,
FMLAB-8065,MARKER FOR HER2-NEU BREAST CANER,724.9,,service,Total Care PL,731001380,73100-13-80,CA- 15-3 (Breast marker),,,,,,,,,,,,,,,
FMLAB-8070,SLIDE REVIEW,269.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8073,COMBINED ESTROGEN/PROGESTERONE RECEPTOR,1062.6,,service,Total Care PL,730503200,73050-32-00,Assay for estrogen receptor,730503210,73050-32-10,Assay for progesterone receptor,,,,,,,,,,,,
FMLAB-8074,IMMUNE STATUS PANEL (RENAL BIOPSY),1062.6,,service,Total Care PL,365610001,36561-00-01,"Closed biopsy of kidney, unilateral",,,,,,,,,,,,,,,
FMLAB-8075,BB PROCEDURE,1721.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8085,IMMUNOHISTOCHEMISTRY PANEL,6809.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8088,HISTOPATH/BIOPSY MULTIPLE SPECM.,3020.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8092,HER2/NEU - FISH,3751.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8093,ONCODEEP,25850.0,,service,Total Care PL,733500640,73350-06-40,Oncology tissue of origin,,,,,,,,,,,,,,,
FMLAB-8096,ONCO-TYPE DX,33000.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-8097,SKIN BIOPSY,1429.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9004,ACETYLCHOLINE RECEPTOR ANTIBODIES,3079.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9008,URINE IMMUNOELECTROPHORESIS (IMMUNOFIXATION) ,532.4,,service,Total Care PL,731001490,73100-14-90,Other immunoelectrophoresis,,,,,,,,,,,,,,,
FMLAB-9023,"BLOOD EXTRACTION ""HOME VISIT""",169.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9024,AMPHIPHYSIN Abs,361.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9026,PTH-INTACT (PARATHORMONE),269.5,,service,Total Care PL,730502670,73050-26-70,PTH,,,,,,,,,,,,,,,
FMLAB-9029,"ANTI CARDIOLIPIN Abs (IgG, IgM).",905.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9034,CERULOPLASMIN (S),414.7,,service,Total Care PL,730500740,73050-07-40,Ceruloplasmin Assay,,,,,,,,,,,,,,,
FMLAB-9047,"CRYOGLOBULIN, QUALITATIVE (S)",169.4,,service,Total Care PL,730501020,73050-10-20,Cryoglobulin,,,,,,,,,,,,,,,
FMLAB-9055,"DOCTOR'S HOME VISIT ""B.E.""",326.7,,service,Total Care PL,836200050,83620-00-50,Home Care GP Consultation  ,,,,,,,,,,,,,,,
FMLAB-9059,EXTRACTABLE NUCLEAR ANTIGEN  ABS (ENA),1815.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9065,T3 FREE,234.3,,service,Total Care PL,730503650,73050-36-50,"Thyroid Hormone, t3 Measurement",,,,,,,,,,,,,,,
FMLAB-9071,HAPTOGLOBIN,210.1,,service,Total Care PL,730501740,73050-17-40,Haptoglobin,,,,,,,,,,,,,,,
FMLAB-9074,HDV RNA By PCR,1588.4,,service,Total Care PL,730505390,73050-53-90,Hcv RNA pcr Quant,,,,,,,,,,,,,,,
FMLAB-9077,"Beta Thalassemia Gene,HBB Mutation /Deletion  Panel",1062.6,,service,Total Care PL,733500280,73350-02-80,HBB subunit beta duplication/deletion variant(s),,,,,,,,,,,,,,,
FMLAB-9081,EPSTEIN BARR VIRUS (EBV) DNA QUANT by PCR,600.6,,service,Total Care PL,731002160,73100-21-60,Epstein-barr nuclear ag,,,,,,,,,,,,,,,
FMLAB-9083,C-PEPTIDE,386.1,,service,Total Care PL,730503920,73050-39-20,C-Peptide (Protein) Level,,,,,,,,,,,,,,,
FMLAB-9085,INSULIN ABS.,478.5,,service,Total Care PL,731001580,73100-15-80,Insulin abs,,,,,,,,,,,,,,,
FMLAB-9091,ORTHO KIN LAB,1651.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9093,MICROSOMAL ABS (THYROID MICROSOMAL ABS)(ANTI TPO),380.6,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9099,RESEARCH CODE,573.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9107,PICK-UP SERVICES,100.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9108, NEONATAL SCREENING FOR (inborn errors of metabolism),519.2,,service,Total Care PL,730503520,73050-35-20,Neonatal Thyroxine,,,,,,,,,,,,,,,
FMLAB-9117,C1-ESTRASE INHIBITOR (PROTEIN),176.0,,service,Total Care PL,730500820,73050-08-20,Serum cholinesterase Assay,,,,,,,,,,,,,,,
FMLAB-9119,REDUCING SUBSTANCE (FAECES OR URINE) CHROMATOGRAPHY,513.7,,service,Total Care PL,730503390,73050-33-90,Stool Reducing Substance,,,,,,,,,,,,,,,
FMLAB-9128,DENTAL CHECKUP,676.5,,service,Total Care PL,970140000,97014-00-00,Dental consultation,,,,,,,,,,,,,,,
FMLAB-9131,THYROGLOBULIN ABS.,380.6,,service,Total Care PL,731002750,73100-27-50,Thyroglobulin abs,,,,,,,,,,,,,,,
FMLAB-9133,TRANSFERRIN (T),199.1,,service,Total Care PL,730503610,73050-36-10,Serum Transferrin/Siderophilin,,,,,,,,,,,,,,,
FMLAB-9137,TRYPTASE,269.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9139,VITAMIN D (25-HYDROXY-CHOLECALCIFEROL),825.0,,service,Total Care PL,730500530,73050-05-30,Vitamin D 25 hydroxy ,,,,,,,,,,,,,,,
FMLAB-9147,ACETONE (Blood),257.4,,service,Total Care PL,733500040,73350-00-40,Acetaldehyde Assay,,,,,,,,,,,,,,,
FMLAB-9154,IONIZED CALCIUM,414.7,,service,Total Care PL,730500540,73050-05-40,Calcitonin Assay,,,,,,,,,,,,,,,
FMLAB-9179,"LACTIC  ACID (LACTATE) (P,CSF)",380.6,,service,Total Care PL,730502170,73050-21-70,Lactate (P),,,,,,,,,,,,,,,
FMLAB-9184,HELICOBACTER PYLORI ABS.(IGG),283.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9185,ANCA,915.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9191,AMIKACIN (AMIKIN),391.6,,service,Total Care PL,733000000,73300-00-00,Amikacin Assay,,,,,,,,,,,,,,,
FMLAB-9201,BRUCELLA ABS (Complement.Fixation.),391.6,,service,Total Care PL,731001990,73100-19-90,Brucellaagglutination,,,,,,,,,,,,,,,
FMLAB-9211,TROPONIN,467.5,,service,Total Care PL,730503670,73050-36-70,Quantitative Troponin (Protein) Analysis,,,,,,,,,,,,,,,
FMLAB-9217,THYROGLOBULIN,437.8,,service,Total Care PL,730503500,73050-35-00,Thyroglobulin Level ,,,,,,,,,,,,,,,
FMLAB-9218,GENTAMICIN  LEVEL,391.6,,service,Total Care PL,733000120,73300-01-20,Gentamicin Assay,,,,,,,,,,,,,,,
FMLAB-9219,IGG SUBCLASSES (1-4),1062.6,,service,Total Care PL,730501430,73050-14-30,IGG 1 2 3 or 4 Each,,,,,,,,,,,,,,,
FMLAB-9234,GONADOTROPIN RELEASING HORMONE (Gn RH),1109.9,,service,Total Care PL,730502390,73050-23-90,Gonadotrophin releasing Hormone Test (female ),,,,,,,,,,,,,,,
FMLAB-9240,CV QUAN & GEN,1751.2,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9244,LUPUS ANTICOAGULANT ABS.,741.4,,service,Total Care PL,731000880,73100-08-80,Lupus anticoagulant,,,,,,,,,,,,,,,
FMLAB-9253,TOXOPLASMA ISAGA TEST,315.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9264,HEPATITIS C GENTYPING,2579.5,,service,Total Care PL,730506090,73050-60-90,HCV genotyping,,,,,,,,,,,,,,,
FMLAB-9273,CRYO PRECIPITATE,2640.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9274,MONOCLONAL IMMUNOGLOBOLIN,993.3,,service,Total Care PL,731001550,73100-15-50,Lambda light chains,,,,,,,,,,,,,,,
FMLAB-9292,IRON BIOPSY LIVER TISSUE,847.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9301,MELANOCYTE CULTURE (SMALL),6612.1,,service,Total Care PL,734000150,73400-01-50,Pathology Tests,,,,,,,,,,,,,,,
FMLAB-9302,MELANOCYTE CULTURE (MEDIUM),9919.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9303,MELANOCYTE CULTURE (LARGE),1202.3,,service,Total Care PL,732000370,73200-03-70,Lymphocyte Tissue Culture ,,,,,,,,,,,,,,,
FMLAB-9304,MELANOCYTE CULTURE (EXTRA LARGE),7813.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9309,VANCOMYCIN LEVEL,578.6,,service,Total Care PL,733000340,73300-03-40,Vancomycin Assay,,,,,,,,,,,,,,,
FMLAB-9325,C1-ESTRASE INHIBITOR (ACTIVITY),304.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9331,LEFLUNOMIDE,333.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9382,HEMOCHROMATOSIS (Gene Mutation),4005.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9437,RETICULIN ABS IGA & IGG,350.9,,service,Total Care PL,731000170,73100-01-70,Reticulated platelet Assay,,,,,,,,,,,,,,,
FMLAB-9455,CYTOMEGALOVIRUS CMV (PCR),2608.699951171875,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9535,HTLV  Ab-I & II,1062.6,,service,Total Care PL,731002250,73100-22-50,HTLV-i  Ab,731002260,73100-22-60,HTLV-ii Ab,,,,,,,,,,,,
FMLAB-9603,MUMPS CULTURE,1062.6,,service,Total Care PL,731002490,73100-24-90,Mumps (ab),,,,,,,,,,,,,,,
FMLAB-9604,MUSCLE AND NERVE BIOPSY,3968.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9676,POST DIALYSIS PROFILE,741.4,,service,Total Care PL,903530000,90353-00-00,Test for haemodialysis adequacy,,,,,,,,,,,,,,,
FMLAB-9757,ASPERGILLUS ANTIGEN(GALACTOMANNAN),269.5,,service,Total Care PL,730504770,73050-47-70,IAAD Aspergillus mlti mthd (IT),,,,,,,,,,,,,,,
FMLAB-9776,PSA (TOTAL & FREE) + RATIO,584.1,,service,Total Care PL,730503030,73050-30-30,PSA (free),,,,,,,,,,,,,,,
FMLAB-9780,CHOLESTEROL (LDL),210.1,,service,Total Care PL,730502380,73050-23-80,L.D.L,,,,,,,,,,,,,,,
FMLAB-9792,CYTOGENETICS LEUKEMIC BLOOD / BONE MARROW,2649.9,,service,Total Care PL,732000480,73200-04-80,Cytogenetics leukemic Blood / bone marrow(karyotyping),,,,,,,,,,,,,,,
FMLAB-9793,CYTOGENETICS CHORIONIC VILLI  (CVS),3186.7,,service,Total Care PL,732000630,73200-06-30,Chromosomal abnormality  Test,,,,,,,,,,,,,,,
FMLAB-9808,FUNGUS  EXAMINATION (SMEAR),111.1,,service,Total Care PL,731002200,73100-22-00,Fungi  Ab,,,,,,,,,,,,,,,
FMLAB-9809,CSF DIRECT AGGLUTINATION,245.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9810,ANTI-HIV I & II,176.0,,service,Total Care PL,731002330,73100-23-30,HIV-1 Ab,731002340,73100-23-40,HIV-2 Ab,,,,,,,,,,,,
FMLAB-9816,EBV IGG,176.0,,service,Total Care PL,731002150,73100-21-50,EBV (Abs),,,,,,,,,,,,,,,
FMLAB-9830,ABUSE DRUG PROFILE,1144.0,,service,Total Care PL,733000970,73300-09-70,Drug(s) or substance(s) 4-6 NOS Assay,733000980,73300-09-80,Drug(s) or substance(s) 7 or more NOS Assay,,,,,,,,,,,,
FMLAB-9833,OBESITY PROFILE,1745.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9837,"ANEMIA PROFILE (CBC, IRON, Ferritin)",724.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9849,CSF GLYCINE,543.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9860,"-CHECK-UP (HCV, HbsAg, HIV)",302.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9861,UNILEVER CHECKUP,566.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9982,SAUDI CATERING PRE-EMPLOYMENT CHECKUP,453.2,,service,Total Care PL,836000210,83600-02-10,Health Screening By Physician,,,,,,,,,,,,,,,
FMLAB-9985,CYSTATIN-C,176.0,,service,Total Care PL,730501060,73050-10-60,Cystatin c,,,,,,,,,,,,,,,
FMLAB-9996,AICO CHECKUP,440.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLAB-9999,MISCELLANEOUS,495.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0008,PROTEIN S,1100.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0020,"(1,25 DIHYDROXYCHOLICALCIFEROL)",948.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0024,BNP (B-NATRIURETIC PEPTIDE),2365.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0031,MOH SAMPLES,15.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0032,FACTOR V LEIDEN (BY PCR),1850.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0037,ANTI-CCP (CYCLIC CITRULLINATED PEPTIDE),1450.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0039,Molecular Detection of Viral Respiratory Tract infection,2730.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0047,SOMATOMEDIN C (IGF1),2786.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0052,D-DIMER,940.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0053,"BETA 2 MICROGLOBULIN (U, S)",1215.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0054,VALPROIC ACID (DEPAKIN),1015.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0056,RETICULOCYTE COUNT,245.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0075,QUANTIFERON TB GOLD,1260.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0112,ANTI-MUSK ABS,1215.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0135,ZINC (BLOOD),472.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0139,INHALANT ALLERGY PANEL,945.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0140,FOOD ALLERGY PANEL,945.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0162,MYELIN OLIGODENDROCYTE GLYCOPROTEIN ABS,679.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMLABM0187,HCV RNA & HBV DNA (PCR) FOR DIALYSIS PATIENT,2520.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMIS-0003,PAYMENT FOR LOSS OF REMOTE,397.1,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMIS-0004,TRAINING FEE,140.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMIS-0005,COMPUTER TRAINING FEE,70.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMIS-0008,Advance Payment for Visa,6011.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMOR-0001,MORGUE PER DAY,170.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMTR-0001,E.C.G.,101.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMMTR-0002,E.E.G.,338.8,,service,Total Care PL,110000000,11000-00-00,Electroencephalography,,,,,,,,,,,,,,,
FMMTR-0007,TREADMILL EXERCISE STRESS TEST,743.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNBD-0001,"NICU I 24 HRS. (VENT.,P-OXIMET ER CAR. MON. O2, INCUBATOR)",2125.2,,service,Total Care PL,920440000,92044-00-00,Other oxygen enrichment,,,,,,,,,,,,,,,
FMNBD-0002,"NICU II 24 HRS.(INCUBATOR,     P-OXIMETER, C. MON. O2+HOOD)",1465.2,,service,Total Care PL,920440000,92044-00-00,Other oxygen enrichment,,,,,,,,,,,,,,,
FMNBD-0003,TICU(INCUBATOR MONITOR OXYGEN),338.8,,service,Total Care PL,920440000,92044-00-00,Other oxygen enrichment,,,,,,,,,,,,,,,
FMNBD-0004,BORROW.OF P.INCUBATOR/VENTILA- TOR,1331.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNBD-0005,JAUNDICE METER,47.3,,service,Total Care PL,304930000,30493-00-00,Biliary manometry,,,,,,,,,,,,,,,
FMNBD-0006,BABY NAME BOOK,70.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNEP-0001,REFERAL FROM OTHER DOCTOR,82.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNEP-0002,REGULAR HEMODIALYSIS,635.8,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0003,REGULAR HEMODIALYSIS W/ STAND.,951.5,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0004,URGENT HEMODIALYSIS (PATIENT   HAS VASCULAR ACCESS,1267.2,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0005,URGENT HEMODIALYSIS + FEMORAL  VEIN SUBCLAVIAN VEIN CATH. VAS,1989.9,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0006,URGENT PERITONEAL DIALYSIS     INTRA PERITONIAL CATHETER,3787.3,,service,Total Care PL,131000600,13100-06-00,"Peritoneal dialysis, short term",,,,,,,,,,,,,,,
FMNEP-0007,REGULAR PERITONEAL DIALYSIS,1267.2,,service,Total Care PL,131000700,13100-07-00,Intermittent peritonl dialysis long term,,,,,,,,,,,,,,,
FMNEP-0008,TINKOFF CATHETER PLACEMENT,1518.0,,service,Total Care PL,131090000,13109-00-00,Ins & fix indwel peritonl cath long term,,,,,,,,,,,,,,,
FMNEP-0009,ARTERIO-VENOUS FISTULA CREAT.,1267.2,,service,Total Care PL,345120000,34512-00-00,Construction AV fistula w graft of vein,,,,,,,,,,,,,,,
FMNEP-0010,CONTINEOUS ARTERO-VEINE HEMO-  DIALYSIS,2526.7,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0011,HEMOPERFUSION (SPECIAL TECHNIQ,4424.2,,service,Total Care PL,131000500,13100-05-00,Haemoperfusion,,,,,,,,,,,,,,,
FMNEP-0012,FOLLOW-UP HAEMODIALYSIS,497.2,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0013,HEMODIALYSIS TYPE A1 (8SE),4546.3,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0014,HEMODIALYSIS TYPE A2 (12SE),6635.2,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0015,HEMODIALYSIS TYPE B1 (24SE),12877.7,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0016,HEMODIALYSIS TYPE B2 (36SE),18748.4,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0017,HEMODIALYSIS TYPE C1 (48 SE),24233.0,,service,Total Care PL,131000000,13100-00-00,Haemodialysis,,,,,,,,,,,,,,,
FMNEP-0018,HEMODIALYSIS TYPE C2 (72 SE),38738.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,700.7,,service,Total Care PL,138150100,13815-01-00,Perc central vein catheterisation,,,,,,,,,,,,,,,
FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,286.0,,service,Total Care PL,138150100,13815-01-00,Perc central vein catheterisation,,,,,,,,,,,,,,,
FMNEP-0021,CENTRAL VEIN CATHETER FOR IV,269.5,,service,Total Care PL,138150100,13815-01-00,Perc central vein catheterisation,,,,,,,,,,,,,,,
FMNEP-0022,SINGLE USE OF VANFLOW CANULA,70.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMNEP-0023,SUDDEN NEED OF OXYGEN IN REG.,70.4,,service,Total Care PL,920440000,92044-00-00,Other oxygen enrichment,,,,,,,,,,,,,,,
FMNEP-0024,SUDDEN USE OF ECG MONITORING,70.4,,service,Total Care PL,117080000,11708-00-00,Ambulatory continuous ECG recording,,,,,,,,,,,,,,,
FMNEP-0025,PLASMA PHARESIS (TPE),3979.8,,service,Total Care PL,137500000,13750-00-00,Therapeutic plasmapheresis,,,,,,,,,,,,,,,
