Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
682,2152045,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT / REMOVAL OF ASSISTIVE SPEECH VALVE ",,59.375,
683,2152046,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT OF NASAL AIRWAY ",,59.375,
684,2152047,RESPIRATORY,RESPIRATORY THERAPY,"HIGH FREQUENCY VENTILATION ASSIST AND MANAGEMENT, INITIATION OF PRESSURE OR VOLUME PRESET VENTILATORS FOR ASSISTED OR CONTROLLED BREATHING / HOUR ",,237.5,
685,2152048,RESPIRATORY,RESPIRATORY THERAPY,INHALED NITRIC OXIDE / HOUR ,,237.5,
686,2152049,RESPIRATORY,RESPIRATORY THERAPY,INTRAPULMONARY SURFACTANT ADMINISTRATION BY A PHYSICIAN THROUGH ENDOTRACHEAL TUBE ,,296.875,
687,2152050,RESPIRATORY,RESPIRATORY THERAPY,"INTUBATION, ENDOTRACHEAL, EMERGENCY PROCEDURE / RT ",,593.75,
688,2152051,RESPIRATORY,RESPIRATORY THERAPY,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRACHEOSCOPY; DIAGNOSTIC, NEWBORN ",,568.8125,
689,2152052,RESPIRATORY,RESPIRATORY THERAPY,MANIPULATION / POSITIONING TO FACILITATE LUNG FUNCTION; INITIAL DEMONSTRATION AND/OR EVALUATION ,,148.4375,
690,2152053,RESPIRATORY,RESPIRATORY THERAPY,"MANIPULATION CHEST WALL, SUCH AS CUPPING, PERCUSSING, AND VIBRATION TO FACILITATE LUNG FUNCTION; SUBSEQUENT ",,152,
691,2152054,RESPIRATORY,RESPIRATORY THERAPY,RT TRANSPORT PER HOUR,,118.75,
692,2152055,RESPIRATORY,RESPIRATORY THERAPY,"SPIROMETER, NONELECTRONIC, INCLUDES ALL ACCESSORIES ",,216.125,
693,2152056,RESPIRATORY,RESPIRATORY THERAPY,"SPUTUM, OBTAINING SPECIMEN, AEROSOL INDUCED TECHNIQUE (SEPARATE PROCEDURE) ",,237.5,
694,2152057,RESPIRATORY,RESPIRATORY THERAPY,SUCTIONING OF ARTIFICIAL AIRWAY WITH IN-LINE SUCTION CATHETER ,,29.6875,
695,2152058,RESPIRATORY,RESPIRATORY THERAPY,TRACHEOSTOMY TUBE CARE/G. SURGERY ,,237.5,
696,2152059,RESPIRATORY,RESPIRATORY THERAPY,"VENTILATION ASSISTMENT, INITIATION OF PRESSURE VENTILATORS /OBSERVATION, INITIAL DAY ",,712.5,
697,2152060,RESPIRATORY,RESPIRATORY THERAPY,VENTILATION ASSISTMENT AND MANAGEMENT; EACH SUBSEQUENT DAY ,,237.5,
698,2162001,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 1 - I.Q. - ADULT / CHILD,,522.5,
699,2162002,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ORGANICITY,,261.25,
700,2162003,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - SCHIZOPHRENIA,,261.25,
701,2162004,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - DEPRESSION,,261.25,
702,2162005,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ANXIETY,,261.25,
703,2162006,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - OCD,,261.25,
704,2162007,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PANIC & PHOBIA,,261.25,
705,2162008,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PERSONALITY,,261.25,
706,2162009,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - PSYCHOSOCIAL ,,190,
707,2162010,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SLEEP,,190,
708,2162011,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SELF SATISFACTION,,190,
709,2162012,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - OTHER SCALES,,190,
710,2162013,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY BRIEF PER SESSION,,166.25,
711,2162014,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (BEHAVIOUR) PER SESSION,,166.25,
712,2162015,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (SPEECH) PER SESSION,,166.25,
713,2162016,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COGNITIVE) PER SESSION,,166.25,
714,2162017,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COUPLE) PER SESSION,,166.25,
715,2162018,PSYCHIATRY,PSYCO THERAPY,CHILD ANXIETY MANIFEST LEVEL,,213.75,
716,2162019,PSYCHIATRY,PSYCO THERAPY,CHILD BEHAVIOUR CHECK LIST,,166.25,
717,2162020,PSYCHIATRY,PSYCO THERAPY,MIDDLE SEX SCALE,,261.25,
718,2162021,PSYCHIATRY,PSYCO THERAPY,MMPI SUB SCALE,,261.25,
719,2162022,PSYCHIATRY,PSYCO THERAPY,SELF ESTEEM INVENTORY,,166.25,
720,2162023,PSYCHIATRY,PSYCO THERAPY,BECK DEPRESSION INVENTORY,,261.25,
721,2162024,PSYCHIATRY,PSYCO THERAPY,PERFORMANCE ANXIETY SCALE,,261.25,
722,2162025,PSYCHIATRY,PSYCO THERAPY,SELF ASSESSMENT SCALE,,261.25,
723,2162026,PSYCHIATRY,PSYCO THERAPY,EATING DISORDER SCALE,,308.75,
724,2162027,PSYCHIATRY,PSYCO THERAPY,BULIMIA NERVOSA SCALE,,261.25,
725,2162028,PSYCHIATRY,PSYCO THERAPY,ANOREXIA NERVOSA SCALE,,261.25,
726,2162029,PSYCHIATRY,PSYCO THERAPY,BENDER GESTALAT SCALE,,247,
727,2162030,PSYCHIATRY,PSYCO THERAPY,A D H D SCALE,,308.75,
728,2162031,PSYCHIATRY,PSYCO THERAPY,BRIEF PSYCHOTHERAPY 6 SESSIONS,,741,
729,2162032,PSYCHIATRY,PSYCO THERAPY,BEHAVIOUR THERAPY 6 SESSIONS,,741,
730,2162033,PSYCHIATRY,PSYCO THERAPY,RELAXATION THERAPY,,308.75,
731,2162034,PSYCHIATRY,PSYCO THERAPY,CARS SCALE FOR AUTISM,,380,
732,2162035,PSYCHIATRY,PSYCO THERAPY,TAT TEST OF PERSONALITY,,199.5,
733,2162036,PSYCHIATRY,PSYCO THERAPY,COMPLETE SENTENCE TEST OF PERSONALITY,,199.5,
734,2172001,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DIAGNOSTIC W/O BIOPSY,,1425,
735,2172002,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/BIOPSY, SINGLE/MULTIPLE",,2968.75,
736,2172003,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/POLYPECTOMY,,2968.75,
737,2172004,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ MUCOSAL RESECTION,,3710.9375,
738,2172005,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/FOREIGN BODY EXTRACTION,,3710.9375,
739,2172006,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/ BAND LIGATION, ESOPHAGIAL ",,2375,
740,2172007,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; GASTRIC VARIESES INJECTION,,5937.5,
741,2172008,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGIAL VARIESES SCLEROTHERAPY,,6679.6875,
742,2172009,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; ESOPHAGUS, DUODENUM. STRICTURE  DILATATION BY BALLOON ",,5937.5,
743,2172010,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGUS/DUODENUM STENT PLACEMENT.  (IMPLANT NOT INCLUDED),,5937.5,
744,2172011,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DILATATION FOR ACHALASIA ,,5937.5,
745,2172012,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,,6679.6875,
746,2172013,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ GASTRIC BALLOON PLACEMENT  (IMPLANT NOT INCLUDED),,5937.5,
747,2172014,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION / ELECTROCOAGULATION /ARGON PLASMA COAGULATION),,6679.6875,
748,2172015,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),,5937.5,
749,2172016,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE PLACEMENT (PEG),,5195.3125,
750,2172017,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE REPLACEMENT (PEG),,1484.375,
751,2172018,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / PUSH (DIAGNOSTIC / THERAPITIC),,5195.3125,
752,2172019,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / DOUBLE BALLOON ,,5195.3125,
753,2172020,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / CAPSULE ENDOSCOPY (ENTEROSCOPY & COLONOSCOPY),,8164.0625,
754,2172021,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",,3710.9375,
755,2172022,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONSCOPY WITH BIOPSY ,,4453.125,
756,2172023,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, W/ POLYPECTOMY",,4453.125,
757,2172024,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ MUCOSAL RESECTION (EMR),,4453.125,
758,2172025,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ STRICTURE DILATATION ,,4453.125,
759,2172026,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ METALIC STENT PLACEMENT (IMPLANT NOT INCLUDED),,5195.3125,
760,2172027,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),,6679.6875,
761,2172028,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),,5937.5,
762,2172029,GASTRO-ENTEROLOGY,ENDOSCOPY ,ERCP DIAGNOSTIC - W/ BRUSH BIOPSY & CYTOLOGY,,5566.40625,
763,2172030,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - STONE EXTRACTION.",,6308.59375,
764,2172031,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, MECHANICAL LITHOTRIPSY FOR STONE W/ OR W/O SPHINCTEROTOMY",,9648.4375,
765,2172032,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BALLOON DILATATION & STONE EXTRACTION. ",,5937.5,
766,2172033,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - LARGE BALLOON PAPILLARY DILATATION & STONE EXTRACTION W/ SPHINCTEROTOMY,",,7050.78125,
767,2172034,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STENT PLACEMENT. (IMPLANT NOT INCLUDED)",,5937.5,
768,2172035,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STRICTURE DILATATION",,6308.59375,
769,2172036,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - NASO-BILIARY DRAINAGE",,5937.5,
770,2172037,GASTRO-ENTEROLOGY,ENDOSCOPY ,PROCTOSCOPY,,166.25,
771,2172038,GASTRO-ENTEROLOGY,ENDOSCOPY ,REGID SIGMAIDOSCOPY,,641.25,
772,2172039,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDDOSCOPY DIAGNOSTIC,,665,
773,2172040,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDOSCOPY DIAGNOSTIC + BIOPSY,,950,
774,2172041,GASTRO-ENTEROLOGY,ENDOSCOPY ,HEAT PROBE COAGULATION,,665,
775,2172042,GASTRO-ENTEROLOGY,ENDOSCOPY ,CAPSULE ENDOSCOPY,,7600,
776,2172043,GASTRO-ENTEROLOGY,ENDOSCOPY ,ARGON PLASMA COAGULATION,,4370,
777,2172044,GASTRO-ENTEROLOGY,ENDOSCOPY ,EMG ELECTROMYOGRAPHY OF ANORECTUM,,4750,
778,2172045,GASTRO-ENTEROLOGY,ENDOSCOPY ,PEDIATRIC ENDOSCOPY + GA,,7125,
779,2172046,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUBMUCOSAL DISSECTION  ,,11400,
780,2172047,GASTRO-ENTEROLOGY,ENDOSCOPY ,PYLO TEST FOR H.PYLORI,,332.5,
781,2172048,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (CLOSE FISTULA) (OR PERFORATION),,12350,
782,2172049,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (REDUCTION OF DILATED POUCH OR STOMACH) POST SLEEVE,,12350,
783,2172050,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (PRIMARY),,13300,
784,2172051,GASTRO-ENTEROLOGY,ENDOSCOPY ,SMART BALLOON - BARIATRIC,,15200,
787,2182003,NEPHROLOGY,HAEMODIALYSIS,PERITONEAL DIALYSIS ,,3325,
788,2182004,NEPHROLOGY,HAEMODIALYSIS,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION,,4275,
789,2182005,NEPHROLOGY,HAEMODIALYSIS,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION,,7125,
790,2182006,NEPHROLOGY,HAEMODIALYSIS,PLASMA PHERESIS / EXCHANGE PER SESSION,,3325,
791,2182007,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF CENTRAL VASCULAR CATHETER(FEMORAL/SUBCLAVIAN/JUGULAR),,5225,
792,2182008,NEPHROLOGY,HAEMODIALYSIS,SODIUM PROFILING,,432.25,
793,2182009,NEPHROLOGY,HAEMODIALYSIS,ACTIVATED CLOTTING TIME,,38,
794,2182010,NEPHROLOGY,HAEMODIALYSIS,ULTRA FILTRATION PROFILING,,451.25,
795,2182011,NEPHROLOGY,HAEMODIALYSIS,DEFORAXAMINE TESTING,,451.25,
796,2182012,NEPHROLOGY,HAEMODIALYSIS,"COAGULATION PROFILE COMPLETE (PT, PTT, CT)",,807.5,
797,2182013,NEPHROLOGY,HAEMODIALYSIS,"HEPATITIS PROFILE (HP, B, HP-C & HIV)",,807.5,
798,2182014,NEPHROLOGY,HAEMODIALYSIS,CENTRAL VENOUS PRESSURE MONITORING,,166.25,
799,2182015,NEPHROLOGY,HAEMODIALYSIS,PERMANENT PERITONEAL CATHETER,,2327.5,
800,2182016,NEPHROLOGY,HAEMODIALYSIS,ACUTE PERITONEAL CATHETER,,1235,
801,2182017,NEPHROLOGY,HAEMODIALYSIS,DIALYSER ,,380,
802,2182018,NEPHROLOGY,HAEMODIALYSIS,SODIUM BICARBONATE ( LITRE),,190,
803,2182019,NEPHROLOGY,HAEMODIALYSIS,ACID CONCENTRATE ( LITRE),,23.75,
804,2182020,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF PERMA CATH TUNNEL LINE,,5700,
805,2182021,NEPHROLOGY,HAEMODIALYSIS,REVISION SUBCLAVIAN / JUGULAR CATH,,1235,
806,2182022,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF PERMA CATH,,712.5,
807,2182023,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF SUBCLAVIAN / JUGULAR / FEMORAL CATH,,261.25,
808,2182024,NEPHROLOGY,HAEMODIALYSIS,PERMICATH MANIPULATION,,5225,
809,2182025,NEPHROLOGY,HAEMODIALYSIS,"VASCATH ,  JUGULAR - FEMORAL  OR  SUBCLAVIAN",,5700,
810,2192001,OBS/GYN ,OBS/GYN SERVICES ,DELIVERY ROOM CHARGES,,237.5,
811,2192002,OBS/GYN ,OBS/GYN SERVICES ,ASSISTED DELIVERY (FORCEPS / VACUUM) ADDED TO THE MAIN CODE,,1484.375,
812,2192003,OBS/GYN ,OBS/GYN SERVICES ,INDUCTION OF LABOR (IOL),,1246.875,
813,2192004,OBS/GYN ,OBS/GYN SERVICES ,SUTURING OF VAGINAL TEAR,,166.25,
814,2192005,OBS/GYN ,OBS/GYN SERVICES ,EPISIOTOMY,,166.25,
815,2192006,OBS/GYN ,OBS/GYN SERVICES ,ARTIFICIAL RUPTURE MEMBRANE ARM,,166.25,
816,2192007,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY PER HOUR (FETAL HEART),,308.75,
817,2192008,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY MAXIMUM CHARGE (FETAL HEART),,494,
818,2192009,OBS/GYN ,OBS/GYN SERVICES ,CAUTERIZATION OF CERVIX,,237.5,
819,2192010,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF IUCD,,641.25,
820,2192011,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF IUCD,,142.5,
821,2192012,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF RING PESSARY - HODGE PESSARY,,57,
822,2192013,OBS/GYN ,OBS/GYN SERVICES ,AMNIOSCOPY,,261.25,
823,2192014,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITHOUT BIOPSY ,,475,
824,2192015,OBS/GYN ,OBS/GYN SERVICES ,ANTI-D INJECTION ,,332.5,
825,2192016,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITH BIOPSY ,,807.5,
826,2192017,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY,,2612.5,
827,2192018,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY WITH D & C,,4940,
828,2192019,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF HEMOVAC,,308.75,
829,2192020,OBS/GYN ,OBS/GYN SERVICES ,BREAST SUCTIONING,,332.5,
830,2192022,OBS/GYN ,OBS/GYN SERVICES ,CRYO CAUTERIZATION OF CERVIX,,522.5,
831,2192023,OBS/GYN ,OBS/GYN SERVICES ,NEONATAL SCREENING ,,783.75,
832,2192024,OBS/GYN ,OBS/GYN SERVICES ,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,,1995,
833,2192025,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),,1140,
834,2192026,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),,570,
835,2192027,OBS/GYN ,OBS/GYN SERVICES ,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),,380,
836,2192028,OBS/GYN ,OBS/GYN SERVICES ,PRETERM LABOR TEST (PARTO SURE),,380,
837,2192029,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,,7600,
838,2192030,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,,6840,
839,2192031,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,,5700,
840,1112054,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FULL PAYMENT - NET,,4750,
841,1112055,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET,,2968.75,
842,1112056,OBS/GYN ,OBS/GYN SERVICES ,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET,,1781.25,
843,3192001,IVF,IVF SERVICES ,RETROGRADE EJACULATION,,855,
844,3192002,IVF,IVF SERVICES ,INTRA UTERINE INSEMINATION (IUI),,1900,
845,3192003,IVF,IVF SERVICES ,"SALINE INSTILLATION ""HYCOSY"" PROCEDURE",,617.5,
846,3192004,IVF,IVF SERVICES ,CYST ASPIRATION,,1187.5,
847,3192005,IVF,IVF SERVICES ,FREEZING TESTICULAR TISSUE,,1900,
848,3192006,IVF,IVF SERVICES ,PRE IMPLANTATION GENETIC SCREENING (PGS) PER EMBRYO,,1235,
849,3192007,IVF,IVF SERVICES ,SAMPLE PREPARATION FOR IUI,,760,
850,3192008,IVF,IVF SERVICES ,SPERM PREPARATION,,475,
851,9112001,ONCOLOGY,ONCOLOGY SERVICES,"ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, NON HORMONAL ANTI NEOPLASTIC",,570,
852,9112002,ONCOLOGY,ONCOLOGY SERVICES,"HORMONAL THERAPY ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, HORMONAL ANTI NEOPLASTIC",,380,
853,9112003,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 1 HOUR",,237.5,
854,9112004,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS, ADDL EACH HOUR ",,712.5,
855,9112005,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 2 HOURS",,475,
856,9112006,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 3 HOURS",,712.5,
857,9112007,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 4 HOURS",,3562.5,
858,9112008,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 5 HOURS",,4275,
859,9112009,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 6 HOURS",,4987.5,
860,9112010,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHEAPY ADMINISTRATION 8 - 24 HOURS,,1900,
861,9112011,ONCOLOGY,ONCOLOGY SERVICES,INTRATHECAL CHEMOTHERAPY ADMINISTRATION,,4750,
862,9112012,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHERAPY PREPARATION,,475,
863,9112013,ONCOLOGY,ONCOLOGY SERVICES,FLUSHING OF PORT. CATH,,285,
864,9112014,ONCOLOGY,ONCOLOGY SERVICES,INTRA-ARTERIAL CHEMOTHERAPY,,1900,
865,9112015,ONCOLOGY,ONCOLOGY SERVICES,INTRA-PERITONEAL CHEMOTHERAPY,,1900,
866,3182001,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 3 WARTS,,237.5,
867,3182002,DERMATOLOGY ,DERMA. SERVICES ,ELECTRIC CAUTERY UP TO 5 WARTS,,475,
868,3182003,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF SKIN FOR BIOPSY,,166.25,
869,3182004,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF MOLE FOR BIOPSY,,807.5,
870,3182005,DERMATOLOGY ,DERMA. SERVICES ,PUVA THERAPY FOR 1 SESSION,,80.75,
871,3182006,DERMATOLOGY ,DERMA. SERVICES ,INTRA LESIONAL INJECTION,,80.75,
872,3182007,DERMATOLOGY ,DERMA. SERVICES ,CHEMOSURGERY,,80.75,
873,3182008,DERMATOLOGY ,DERMA. SERVICES ,ALLERGY SIGN TEST,,247,
874,3182009,DERMATOLOGY ,DERMA. SERVICES ,LOCAL INJECTION ,,80.75,
875,3182010,DERMATOLOGY ,DERMA. SERVICES ,NITROGEN LIQUID ,,166.25,
876,3182011,DERMATOLOGY ,DERMA. SERVICES ,SKIN PRICK TEST,,308.75,
877,3182012,DERMATOLOGY ,DERMA. SERVICES ,PEELING (PER SESSION),,855,
878,3182013,DERMATOLOGY ,DERMA. SERVICES ,ELECTROLYSIS (PER SESSION),,855,
879,3182014,DERMATOLOGY ,DERMA. SERVICES ,SKIN PATCH,,617.5,
880,3182015,DERMATOLOGY ,DERMA. SERVICES ,BLEECHING (PER SESSION),,855,
881,3182016,DERMATOLOGY ,DERMA. SERVICES ,INTRA CORPORAL INJECTION,,190,
882,3182017,DERMATOLOGY ,DERMA. SERVICES ,DERMOGET,,190,
883,3182018,DERMATOLOGY ,DERMA. SERVICES ,MICROPIGMENTATION (PER SESSION),,855,
884,3182019,DERMATOLOGY ,DERMA. SERVICES ,ACNE SURGERY (PER SESSION),,617.5,
885,3182020,DERMATOLOGY ,DERMA. SERVICES ,DERM ABRESSION,,1235,
886,3182021,DERMATOLOGY ,DERMA. SERVICES ,URETHRAL IRRIGATION,,190,
887,3182022,DERMATOLOGY ,DERMA. SERVICES ,TESTICULAR BIOPSY ,,1235,
888,3182023,DERMATOLOGY ,DERMA. SERVICES ,TESTICULAR PUNCTURE,,1235,
889,3182024,DERMATOLOGY ,DERMA. SERVICES ,NARROW BAND NB-UVB,,95,
890,3182025,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG 1 TO 3,,190,
891,3182026,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG 4 TO 10,,380,
892,3182027,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG MORE THAN 10,,617.5,
893,3182028,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF EPIDERMAL CYST,,570,
894,3182029,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF PIOGENIC GRANULOMA,,1235,
895,3182030,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF MUCOCELE,,950,
896,3182031,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF MYXOID CYST,,950,
897,3182032,DERMATOLOGY ,DERMA. SERVICES ,SUTURING WITH SKIN BIOPSY,,617.5,
898,3182033,DERMATOLOGY ,DERMA. SERVICES ,THREAD NON-SURGICAL LIFT,,1425,
899,8121001,RADIOLOGY,X-RAY,ABDOMEN X-RAY 1 VIEW,,128.25,
900,8121002,RADIOLOGY,X-RAY,ABDOMEN X-RAY 2 VIEW,,161.5,
901,8121003,RADIOLOGY,X-RAY,X-RAY ANKLE - 2 VIEWS,,161.5,
