Service Code;Service Description;Service Type;SBS;"Gross Price Applicable Effective
01. Jan.2026 to 31. Dec.2026 (SR )";"Gross Price Applicable Effective 01.
Jan.2027 to 31. Dec.2027 (SR )";"Gross Price Applicable Effective 01. Jan.2028 (SR )
Onward";Service Discount
FMDER-0018;BOWN S DESEASE;OS;30071-00-00;2186.25;2186.25;2186.25;0.2
FMDER-0019;CALLOSITIES;OS;83700-00-00;730;730;730;0.2
FMDER-0020;PLANTER WART;OS;30186-00-01;170;170;170;0.2
FMDER-0021;TZANK SHEAR TEST;OS;73200-01-80;107.5;107.5;107.5;0.2
FMDER-0022;PHOTOPATCH TEST;OS;83700-00-00;265;265;265;0.2
FMDER-0023;SKIN PATCH TEST;OS;12021-00-00;393.75;393.75;393.75;0.2
FMDER-0024;ICE CUBE TEST;OS;99999-99-99;292.5;292.5;292.5;0.2
FMDER-0025;PATHOLOGY TEST;OS;73400-01-50;265;265;265;0.2
FMDER-0026;URETHERAL SCRAPPING;OS;90365-00-00;130;130;130;0.2
FMDER-0027;GONOZYME SWAB;OS;73050-40-80;337.5;337.5;337.5;0.2
FMDER-0028;BUCCAL SMEAR;OS;73200-05-30;73.75;73.75;73.75;0.2
FMDER-0029;LESION SMEAR;OS;83700-00-00;73.75;73.75;73.75;0.2
FMDER-0030;VAPOSONE SESSION;OS;83700-00-00;130;130;130;0.2
FMDER-0031;DERMO TEST;OS;12000-00-00;130;130;130;0.2
FMDER-0032;PUVA THERAPY;OS;14050-00-00;192.5;192.5;192.5;0.2
FMDER-0033;NARROW BAND THERAPY;OS;14050-02-00;147.47;147.47;147.47;0.2
FMDER-0034;Trichogram;OS;83700-00-00;337.5;337.5;337.5;0.2
FMDER-0035;Dermabrasion Unit;OS;45021-01-00;1458.75;1458.75;1458.75;0.2
FMDER-0036;SKIN TAG EXCISION PER UNIT;OS;30195-07-10;657.15;657.15;657.15;0.2
FMDER-0037;LOC. SEROFAL VARICOCELECTOMY;OS;30635-00-02;657.5;657.5;657.5;0.2
FMDER-0038;MILIA EXTRACTION;OS;90676-00-00;628.75;628.75;628.75;0.2
FMDER-0039;PODOPHYLLIN APPLICATION;OS;83700-00-00;46.25;46.25;46.25;0.2
FMDER-0040;PHENOL APPLICATION 40%;OS;90660-00-00;46.25;46.25;46.25;0.2
FMDER-0041;Intradermal injection;OS;30207-00-00;84.08;84.08;84.08;0.2
FMDER-0042;ELECTRO-CAUTERY PER/UNIT;OS;83700-00-00;67.5;67.5;67.5;0.2
FMDER-0043;KERATOLITIC APPLICATION - FACE;OS;83700-00-00;202.5;202.5;202.5;0.2
FMDER-0044;KERATOLITIC APPLICATION - ARM;OS;90660-00-00;331.25;331.25;331.25;0.2
FMDER-0045;KERATOLITIC APPLICATION - LEGS;OS;90660-00-00;528.75;528.75;528.75;0.2
FMDER-0046;ACNE SURGERY (COMEDONE EXTRACT;OS;31205-00-10;331.25;331.25;331.25;0.2
FMDER-0047;ULTRAVIOLET EXPOSE;OS;14050-00-00;147.5;147.5;147.5;0.2
FMDER-0048;ZYDERM IMPLANT TEST;OS;90606-01-00;432.5;432.5;432.5;0.2
FMDER-0049;COLLAGEN APPLICATION - ACNE;OS;99999-99-99;202.5;202.5;202.5;0.2
FMDER-0050;COLLAGEN APPLICATION - REGENE- RATION;OS;90660-00-00;202.5;202.5;202.5;0.2
FMDER-0051;HERBAL MASK APPLICATION;OS;83700-00-00;147.5;147.5;147.5;0.2
FMDER-0052;TOPICAL APPLICATION - ALOPECIA LOTION;OS;99999-99-99;85;85;85;0.2
FMDER-0053;TOPICAL APPLICATION - VITILIGO LOTION;OS;99999-99-99;85;85;85;0.2
FMDER-0054;ALOPECIA LOTION 2% - 100CC;OS;83700-00-00;1151.25;1151.25;1151.25;0.2
FMDER-0055;ALOPECIA LOTION 3% - 100CC;OS;45019-00-00;1721.25;1721.25;1721.25;0.2
FMDER-0056;ALOPECIA LOTION 5% - 100CC;OS;99999-99-99;2713.75;2713.75;2713.75;0.2
FMDER-0057;OIL OF BERGAMOT 100CC;OS;83700-00-00;292.5;292.5;292.5;0.2
FMDER-0058;INFRARED EXPOSURE;OS;83700-00-00;147.5;147.5;147.5;0.2
FMDER-0059;ZYDERM IMPLANT INJECTION;OS;90660-00-00;1951.25;1951.25;1951.25;0.2
FMDER-0061;SAMPLE FR. TESTISE BY NEEDLE;OS;83700-00-00;202.5;202.5;202.5;0.2
FMDER-0062;PATHERGY;OS;83700-00-00;292.5;292.5;292.5;0.2
FMDER-0063;DIATHERMY CURRETAGE;OS;30195-00-00;130;130;130;0.2
FMDER-0064;URETHERAL IRRIGATION;OS;11921-00-00;73.75;73.75;73.75;0.2
FMDER-0065;HAIR SHAFT;OS;83700-00-00;73.75;73.75;73.75;0.2
FMDER-0066;VARICOCELE;OS;30635-00-01;2338.75;2338.75;2338.75;0.2
FMDER-0067;TESTICULAR EXPLORATION;OS;37604-00-00;1301.25;1301.25;1301.25;0.2
FMDER-0068;SENSITIVITY TEST;OS;12000-00-00;331.25;331.25;331.25;0.2
FMDER-0069;SEBACEOUS CYST EXCISSION SMALL;OS;31205-00-10;247.5;247.5;247.5;0.2
FMDER-0071;DEPILATION-SMALL AREA;OS;83700-00-00;215;215;215;0.2
FMDER-0072;DEPILATION -MEDIUM AREA;OS;83700-00-00;421.25;421.25;421.25;0.2
FMDER-0073;DEPILATION-LARGE AREA.;OS;90676-00-00;696.25;696.25;696.25;0.2
FMDER-0075;PUVA THERAPY PKG 10 SESSIONS;OS;14050-00-00;1435;1435;1435;0.2
FMDER-0076;CAPILSTIMULATOR PER SESSION;OS;83700-00-00;215;215;215;0.2
FMDER-0079;PUVA SECOND COURSE;OS;14050-00-00;1010;1010;1010;0.2
FMDER-0080;PUVA SUCCEEDING COURSE;OS;14050-00-00;725;725;725;0.2
FMDER-0081;INCISSI.& DRAIN.ABCS.SUPERFCL.;OS;30223-01-00;96.25;96.25;96.25;0.2
FMDER-0082;INCISSI.& DRAIN ABCSS.-DEEP;OS;30223-01-00;191.46;191.46;191.46;0.2
FMDER-0083;OCCLUSIVE DRESSING SMALL;OS;30055-00-10;67.26;67.26;67.26;0.2
FMDER-0084;OCCLUSIVE DRESSING MEDIUM;OS;30055-00-20;95.73;95.73;95.73;0.2
FMDER-0085;OCCLUSIVE DRESSING LARGE;OS;30055-00-30;191.46;191.46;191.46;0.2
FMDER-0086;EXTRACTION OF MOLLUSCA BODIES AREA;OS;30189-00-00;130;130;130;0.2
FMDER-0087;DERMOJECT INJECTION;OS;83700-00-00;67.5;67.5;67.5;0.2
FMDER-0089;INTRALESIONAL INJECTION;OS;30207-00-00;67.26;67.26;67.26;0.2
FMDER-0090;Subcutaneous Injection;OS;90660-00-00;67.26;67.26;67.26;0.2
FMDER-0091;I.V. INJECTION FMDER-0091;OS;96199-19-00;96.25;96.25;96.25;0.2
FMDER-0094;WOUND DRESSING.;OS;30055-00-30;91.25;91.25;91.25;0.2
FMDER-0095;ERECTILE DISORDERS DETECTION USING DUPPLER APPARATUS;OS;37815-00-00;130;130;130;0.2
FMDER-0096;HYPERPIGMENTATION COURSE;OS;45025-02-00;1301.25;1301.25;1301.25;0.2
FMDER-0097;B.H. ELECTRO - CAUTERY;OS;83700-00-00;85;85;85;0.2
FMDER-0098;B.H. ELECTRO - CAUTERY FMDER-0098;OS;30195-06-00;725;725;725;0.2
FMDER-0099;DOPPLER PROCEDURE;OS;90908-00-00;170;170;170;0.2
FMDER-0100;LASER THERAPY APPLICATION FOR DERMA. & ACUPUNCTURE 10 SESS.;OS;96155-00-00;2146.25;2146.25;2146.25;0.2
FMDER-0101;LASER THERAPY APPLICATION FOR DERMA.& ACUPUNCTURE 7 SESSION;OS;83700-00-00;1222.5;1222.5;1222.5;0.2
FMDER-0102;LASER THERAPY APPLICATION FOR DERMA. & ACUPUNCTURE 5 SESSION;OS;83700-00-00;942.5;942.5;942.5;0.2
FMDER-0103;ACU BLITZ ACUPUNCTURE THERAPY 10 SESSIONS;OS;93173-00-00;1435;1435;1435;0.2
FMDER-0104;ACU BLITZ ACUPUNCTURE THERAPY 7 SESSIONS;OS;93173-00-00;1010;1010;1010;0.2
FMDER-0105;ACU BLITZ ACUPUNCTURE THERAPY 5 SESSIONS;OS;93173-00-00;725;725;725;0.2
FMDER-0106;EUROPEAN ACNE - FACIAL;OS;83700-00-00;725;725;725;0.2
FMDER-0107;THERMAL HOT - MASK TREATMENT FOR MATURE SKIN;OS;83700-00-00;365;365;365;0.2
FMDER-0108;HOT OIL SCALP TREATMENT 10 SES;OS;83700-00-00;1301.25;1301.25;1301.25;0.2
FMDER-0109;HOT OIL SCALP TREATMENT 5 SESS;OS;83700-00-00;725;725;725;0.2
FMDER-0110;HOT OIL SCALP TREATMENT PER SESSION;OS;83700-00-00;226.25;226.25;226.25;0.2
FMDER-0111;DESINCRUSTATION LARGE AREA;OS;83700-00-00;510;510;510;0.2
FMDER-0112;DESINCRUSTATION MEDIUM AREA;OS;83700-00-00;365;365;365;0.2
FMDER-0113;DESINCRUSTATION SMALL AREA;OS;83700-00-00;226.25;226.25;226.25;0.2
FMDER-0114;STRETCH MARK TREATMENT 10 SESS;OS;83700-00-00;1951.25;1951.25;1951.25;0.2
FMDER-0115;STRETCH MARK TREATMENT 5 SESS.;OS;90676-00-00;1111.25;1111.25;1111.25;0.2
FMDER-0116;STRETCH MARK TREATMENT PER TREATMENT;OS;83700-00-00;331.25;331.25;331.25;0.2
FMDER-0117;CELLULITE TREATMENT 10 SESSION;OS;83700-00-00;1951.25;1951.25;1951.25;0.2
FMDER-0118;CELLULITE TREATMENT 5 SESSIONS;OS;83700-00-00;1111.25;1111.25;1111.25;0.2
FMDER-0119;CELLULITE TREATMENT PER TREAT.;OS;83700-00-00;331.25;331.25;331.25;0.2
FMDER-0120;NON - SURGICAL FACE LIFT;OS;45587-00-00;657.5;657.5;657.5;0.2
FMDER-0121;WEIGHT REDUC. BY DEEP HEAT METHOD AND BODY WRAP 10 SESS.;OS;83700-00-00;1951.25;1951.25;1951.25;0.2
FMDER-0123;WEIGHT REDUC. BY DEEP HEAT METHOD AND BODY WRAP PER TREAT;OS;92178-00-90;331.25;331.25;331.25;0.2
FMDER-0124;UVL 15 SESSIONS;OS;14053-08-01;1301.25;1301.25;1301.25;0.2
FMDER-0125;NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS;OS;14050-02-00;1301.25;1301.25;1301.25;0.2
FMDER-0126;NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS;OS;14050-02-00;913.75;913.75;913.75;0.2
FMDER-0127;UVA REGIONAL SUCEEDING COURSE;OS;14050-00-00;657.5;657.5;657.5;0.2
FMDER-0128;LASER THERAPY CELLOTHERM SOFT LASER UNILASER 10 SESSIONS;OS;83700-00-00;1435;1435;1435;0.2
FMDER-0129;LASER THERAPY CELLOTHERM SOFT LASER UNILASER 7 SESSIONS;OS;83700-00-00;1010;1010;1010;0.2
FMDER-0130;MICROPUNCTURE TATTOOING LARGE P.D.;OS;30207-00-00;1951.25;1951.25;1951.25;0.2
FMDER-0131;MICROPUNCTURE TATTOING MEDIUM P.D.;OS;83700-00-00;1301.25;1301.25;1301.25;0.2
FMDER-0132;MICROPUNCTURE TATTOING SMALL P.D.;OS;30207-00-00;657.5;657.5;657.5;0.2
FMDER-0133;LASER TREATMENT LARGE AREA;OS;30195-02-00;2355;2355;2355;0.2
FMDER-0134;LASER TREATMENT MEDIUM AREA;OS;30195-02-00;2052.5;2052.5;2052.5;0.2
FMDER-0135;LASER TREATMENT SMALL AREA;OS;30195-02-00;651.25;651.25;651.25;0.2
FMDER-0136;LASER TEST DOSE;OS;83700-00-00;130;130;130;0.2
FMDER-0137;ADD L FEE FOR COM.OR OVER 3HRS FMDER-0137;OS;83700-00-00;657.5;657.5;657.5;0.2
FMDER-0138;LIQUID NIRTOGEN APPL. SMALL;OS;30195-04-00;67.26;67.26;67.26;0.2
FMDER-0139;LIQUID NITROGEN APPL. MEDIUM;OS;30195-05-10;129.36;129.36;129.36;0.2
FMDER-0140;LIQUID NITROGEN APPL. LARGE;OS;30195-05-20;247.08;247.08;247.08;0.2
FMDER-0141;PODOPHYLLIN APPL. SMALL AREA;OS;83700-00-00;67.5;67.5;67.5;0.2
FMDER-0142;PODOPHYLLIN APPL. MEDIUM AREA;OS;45019-00-00;96.25;96.25;96.25;0.2
FMDER-0143;PODOPHYLLIN APPL. LARGE AREA;OS;83700-00-00;130;130;130;0.2
FMDER-0144;INTRALESIONAL(IL)INJ.SMALL AR.;OS;30207-00-00;73.75;73.75;73.75;0.2
FMDER-0145;INTRALESIONLA(IL)INJ.MED.AREA;OS;30207-00-00;95.73;95.73;95.73;0.2
FMDER-0146;INTRALESIONAL(IL)INJ.LRGE.AREA;OS;30207-00-00;129.36;129.36;129.36;0.2
FMDER-0147;DERMOJET INJECTION-SMALL AREA;OS;83700-00-00;113.75;113.75;113.75;0.2
FMDER-0148;DERMOJET INJECTION-MEDIUM AREA;OS;83700-00-00;170;170;170;0.2
FMDER-0149;DERMOJET INJECTION-LARGE AREA;OS;83700-00-00;282.5;282.5;282.5;0.2
FMDER-0150;I.M. INJECTION WITH MEDICINE;OS;96197-19-00;67.26;67.26;67.26;0.2
FMDER-0151;ANTI-ALLERGIC INJ.COCKTAIL I;OS;83700-00-00;96.25;96.25;96.25;0.2
FMDER-0152;ANTI-ALLERGIC INJ.COCKTAIL II;OS;83700-00-00;130;130;130;0.2
FMDER-0153;INCISS.&DRAIN.ABSCESS-SMALL;OS;96215-00-10;147.49;147.49;147.49;0.2
FMDER-0154;INCISS.&DRAIN. ABSCESS-MEDIUM;OS;30223-01-00;247.08;247.08;247.08;0.2
FMDER-0155;INCISS.&DRAIN. ABSCESS-LARGE;OS;30223-01-20;381.61;381.61;381.61;0.2
FMDER-0156;SEBACEOUS CYST EXCISSION SMALL FMDER-0156;OS;83700-00-00;247.5;247.5;247.5;0.2
FMDER-0157;SEBACEOUS CYST EXCISSION MED.;OS;31205-00-10;628.75;628.75;628.75;0.2
FMDER-0158;SEBACEOUS CYST EXCISSION-LARGE;OS;31205-00-30;1240;1240;1240;0.2
FMDER-0159;ELECTROCAUTERY-SMALL AREA;OS;30195-06-00;130;130;130;0.2
FMDER-0160;ELECTROCAUTERY-MEDIUM;OS;30195-07-10;315;315;315;0.2
FMDER-0161;ELECTROCAUTERY-LARGE AREA;OS;30195-07-20;628.75;628.75;628.75;0.2
FMDER-0162;ELECTROCAUTERY-EXTRA LARGE;OS;30195-07-20;1239.27;1239.27;1239.27;0.2
FMDER-0163;MOLLUSCA BODIES EXTRAC. SMALL;OS;30189-00-00;96.25;96.25;96.25;0.2
FMDER-0164;MOLLUSCA BODIES EXTRAC. MEDIUM;OS;30189-00-00;192.5;192.5;192.5;0.2
FMDER-0165;MOLLUSCA BODIES EXTRAC.LARGE;OS;30189-00-10;247.08;247.08;247.08;0.2
FMDER-0166;MILIA EXTRACTION - SMALL;OS;90676-00-00;226.25;226.25;226.25;0.2
FMDER-0167;MILIA EXTRACTION - MEDIUM;OS;90676-00-00;448.88;448.88;448.88;0.2
FMDER-0168;MILIA EXTRACTION - LARGE;OS;90676-00-00;729.59;729.59;729.59;0.2
FMDER-0169;K.O.H. EXAMINATION;OS;73050-44-70;276.25;276.25;276.25;0.2
FMDER-0170;REGIONAL PUVA MOBILE/SESSION;OS;14050-00-00;147.5;147.5;147.5;0.2
FMDER-0171;MICROPIGMENTATION TEST;OS;90676-00-00;41.25;41.25;41.25;0.2
FMDER-0173;BLEACHING - FACE;OS;99999-99-99;81.25;81.25;81.25;0.2
FMDER-0174;BLEACHING - ARMS;OS;99999-99-99;147.5;147.5;147.5;0.2
FMDER-0175;BLEACHING - LEGS;OS;83700-00-00;215;215;215;0.2
FMDER-0176;BLEACHING - TRUNK;OS;99999-99-99;276.25;276.25;276.25;0.2
FMDER-0177;BLEACHING - WHOLE BODY;OS;99999-99-99;350;350;350;0.2
FMDER-0178;CELLULAR BODY WRAP;OS;99999-99-99;350;350;350;0.2
FMDER-0179;LASER TREATMENT CELLATH./SESS.;OS;30195-02-00;215;215;215;0.2
FMDER-0181;SKIN GRAFTING SMALL AREA;OS;83700-00-00;1861.25;1861.25;1861.25;0.2
FMDER-0182;SKIN GRAFTING MEDIUM AREA;OS;45451-09-00;2718.75;2718.75;2718.75;0.2
FMDER-0183;SKIN GRAFTING LARGE AREA;OS;83700-00-00;3415;3415;3415;0.2
FMDER-0184;SKIN GRAFTING EXTRA LARGE AREA;OS;45451-09-00;4086.25;4086.25;4086.25;0.2
FMDER-0185;MELANOCYTE CULTURE SMALL FMDER-0185;OS;83700-00-00;590;590;590;0.2
FMDER-0186;MYLANOCYTE CULTURE MEDIUM;OS;83700-00-00;910;910;910;0.2
FMDER-0187;MELANOCYTE CULTURE LARGE;OS;83700-00-00;1425;1425;1425;0.2
FMDER-0189;MICRO-DERMABRADER PROCEDURE SMALL;OS;99999-99-99;331.25;331.25;331.25;0.2
FMDER-0190;MICRO-DERMABRADER PROC. MEDIUM;OS;45021-01-00;651.25;651.25;651.25;0.2
FMDER-0191;MICRO-DERMABRADER PROC. LARGE;OS;45021-01-00;1295;1295;1295;0.2
FMDER-0192;MICRO-DERMABRADER PROC. E-LARG;OS;45021-01-00;1945;1945;1945;0.2
FMDER-0193;INTRACORPORAL INJECTION I.C.I;OS;37415-00-00;202.5;202.5;202.5;0.2
FMDER-0194;LASER TREATMENT EXTRA LARGE;OS;30195-03-20;3241.25;3241.25;3241.25;0.2
FMDER-0195;VASCULAR LASER TREATMENT TEST DOSE;OS;14100-00-00;130;130;130;0.2
FMDER-0196;VASCULAR LASER TREATMENT SMALL AREA;OS;99999-99-99;1362.5;1362.5;1362.5;0.2
FMDER-0197;VASCULAR LASER TREATMENT MEDIUM AREA;OS;45027-00-00;2052.5;2052.5;2052.5;0.2
FMDER-0198;VASCULAR LASER TREATMENT LARGE AREA;OS;14106-00-00;2590;2590;2590;0.2
FMDER-0199;BLISTER SCTN DIV. MELANOCYTE CULTURING;OS;73200-03-80;331.25;331.25;331.25;0.2
FMDER-0200;LASER ABLATION SMALL AREA;OS;30192-00-10;651.25;651.25;651.25;0.2
FMDER-0201;LASER ABLATION MEDIUM AREA;OS;30192-00-10;910;910;910;0.2
FMDER-0202;LASER ABLATION LARGE AREA;OS;30192-00-20;1295;1295;1295;0.2
FMDER-0203;LASER ABLATION EXTRA LARGE;OS;30192-00-20;2590;2590;2590;0.2
FMDER-0204;BLISTER TRANSFORMATION SMALL AREA;OS;99999-99-99;651.25;651.25;651.25;0.2
FMDER-0205;BLISTER TRANSFORMATION MEDIUM AREA;OS;30055-00-00;910;910;910;0.2
FMDER-0206;BLISTER TRANSFORMATION LARGE AREA;OS;83700-00-00;1295;1295;1295;0.2
FMDER-0207;BLISTER TRANSFORMATION EXTRA LARGE AREA;OS;83700-00-00;2590;2590;2590;0.2
FMDER-0208;AGE JEUNESSE EYE WRINKLE PER TREATMENT;OS;83700-00-00;331.25;331.25;331.25;0.2
FMDER-0209;AGE JEUNESSE WRINGKLE PD(6TREA TMENT);OS;83700-00-00;1295;1295;1295;0.2
FMDER-0210;AGE JEUNESSE FACE WRINGKLE PER TREATMENT;OS;99999-99-99;590;590;590;0.2
FMDER-0211;AGE JEUNESSE FACE WRINGKLE PD (6 TREATMENT);OS;83700-00-00;2331.25;2331.25;2331.25;0.2
FMDER-0212;MELANOCYTE CULTURE SMALL FMDER-0212;OS;83700-00-00;5605;5605;5605;0.2
FMDER-0213;MYLANOCYTE CULTURE MEDIUM FMDER-0213;OS;83700-00-00;8405;8405;8405;0.2
FMDER-0214;MELANOCYTE CULTURE LARGE FMDER-0214;OS;83700-00-00;11207.5;11207.5;11207.5;0.2
FMDER-0215;MELANOCYTE CULTURE EXTRA-LARGE;OS;90676-00-00;16810;16810;16810;0.2
FMDER-0255;MESOTHERPAY PACKAGE (4 SESSIONS);OS;83700-00-00;1550;1550;1550;0.2
FMDNT-0079;BIOPSY OF BONE (MEDIUM);OS;50200-00-01;1362.5;1362.5;1362.5;0.2
FMDNT-2000;ADDITIONAL FEE FOR COMPLICATED OPERATIONS G.A.;OS;92514-99-00;1362.39;1362.39;1362.39;0.2
FMDNTC0001;ENUCLEATION OF SMALL CYST;OS;83700-00-00;685;685;685;0.2
FMDNTC0002;ENUCLEATION OF MODERATE CYST FMDNTC0002;OS;97213-00-00;1093.75;1093.75;1093.75;0.2
FMDNTC0003;ENUCLEATION OF LARGE CYST;OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0004;MARSUPIALIZATION OF CYST;OS;97379-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0005;PLASTIC CLOSURE OF CHRONIC SKIN FISTULA FMDNTC0005;OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0006;CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMALL);OS;41722-00-00;685;685;685;0.2
FMDNTC0007;CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (LARGE) FMDNTC0007;OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0008;CLOSURE OF CHRONIC ORO-ANTRAL FISTULA FMDNTC0008;OS;83700-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0009;CALDWELL-LUC OPERATION FMDNTC0009;OS;83700-00-00;3407.5;3407.5;3407.5;0.2
FMDNTC0010;ALVEOLOPLASTY ONE JAW;OS;83700-00-00;1228.75;1228.75;1228.75;0.2
FMDNTC0011;ALVEOLOPLASTY 1/2 JAW FMDNTC0011;OS;83700-00-00;551.25;551.25;551.25;0.2
FMDNTC0012;MAX. TUBEROSITY REDUCTION SOFT TISSUE;OS;45829-00-00;276.25;276.25;276.25;0.2
FMDNTC0013;MAX.TUBEROSITY PLASTIC REDUC- TION (BONY);OS;45829-00-00;411.25;411.25;411.25;0.2
FMDNTC0014;REMOVAL OF FLABBY TISSUE ONE JAW FMDNTC0014;OS;83700-00-00;1228.75;1228.75;1228.75;0.2
FMDNTC0015;REMOVAL OF FLABBY TISSUE 1/2 JAW;OS;97338-00-00;551.25;551.25;551.25;0.2
FMDNTC0016;LABIAL FRENECTOMY FMDNTC0016;OS;30281-01-00;685;685;685;0.2
FMDNTC0017;LINGUAL FRENECTOMY (TONGUE TIE );OS;30278-00-00;825;825;825;0.2
FMDNTC0018;REMOVAL OF DENTURE FISSURATUM SMALL;OS;83700-00-00;685;685;685;0.2
FMDNTC0019;REMOVAL OF DENTURE FISSURATUM WITH GRAFT (M.M.);OS;97341-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0020;REMOVAL OF TORES PALATINUS SML FMDNTC0020;OS;45825-00-00;411.25;411.25;411.25;0.2
FMDNTC0021;REMOV. OF TORES PALATINUS LRGE FMDNTC0021;OS;45825-00-00;685;685;685;0.2
FMDNTC0022;REMOV. OF MANDIBULAR TOR.SMLL.;OS;83700-00-00;411.25;411.25;411.25;0.2
FMDNTC0023;REMOV. OF MADIBULAR TOR. LRGE FMDNTC0023;OS;83700-00-00;685;685;685;0.2
FMDNTC0024;VESTIBULOPLASTY 1/2 JAW;OS;45837-01-00;825;825;825;0.2
FMDNTC0025;VESTIBULOPLASTY WITH GRAFT(MM);OS;45837-01-00;825;825;825;0.2
FMDNTC0026;LOWERING OF THE FLOOR OF MOUTH;OS;83700-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0027;RIDGE AUGEMENTATION FMDNTC0027;OS;83700-00-00;4086.25;4086.25;4086.25;0.2
FMDNTC0028;REMOVAL OF SALIVARY CALCUL.ANT;OS;30266-02-00;685;685;685;0.2
FMDNTC0029;REMVAL OF SALIVARY CALCUL.POST;OS;90140-00-00;1026.25;1026.25;1026.25;0.2
FMDNTC0030;ENUCLEATION OF MUCOCELE;OS;30283-00-00;684.32;684.32;684.32;0.2
FMDNTC0031;MARSUPIALIZATION OF RANULA;OS;97379-00-00;685;685;685;0.2
FMDNTC0032;THYROGLOSSAL CYST ENUCL./BRAN P CYST;OS;83700-00-00;1093.75;1093.75;1093.75;0.2
FMDNTC0033;MANIPULATION OF DISLOCATED TMJ FMDNTC0033;OS;83700-00-00;411.25;411.25;411.25;0.2
FMDNTC0034;HERMANN S OPERATION (LUXATED TMJ);OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0035;SURGICAL EXCISION OF INTRA- ORAL TUMOUR SMALL;OS;90141-01-10;410.07;410.07;410.07;0.2
FMDNTC0036;SURGICAL EXCISION OF INTRAORAL TUMOUR MEDIUM;OS;90141-01-10;685;685;685;0.2
FMDNTC0037;SURGICAL EXCISION OF INTRAORAL TUMOUR LARGE;OS;90141-01-10;1362.5;1362.5;1362.5;0.2
FMDNTC0040;REMOVAL OF FOREIGN BODY;OS;92201-00-00;684.32;684.32;684.32;0.2
FMDNTC0041;REMOVAL OF PLATE OR WIRES OF OLD FRACTURE;OS;47930-00-01;685;685;685;0.2
FMDNTC0042;ZYGOMATIC FRACTURE;OS;47762-01-01;2040;2040;2040;0.2
FMDNTC0043;SIMPLE FRACTURE FMDNTC0043;OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0044;COMPOUND FRACTURE;OS;83700-00-00;3407.5;3407.5;3407.5;0.2
FMDNTC0045;COMPLEX FRACTURE;OS;83700-00-00;4765;4765;4765;0.2
FMDNTC0046;INTERMAX. FIXATION TRACTION;OS;52420-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0047;BIOPSY OF SOFT TISSUE;OS;30075-01-01;349.27;349.27;349.27;0.2
FMDNTC0048;BIOPSY OF BONE;OS;50200-00-01;411.25;411.25;411.25;0.2
FMDNTC0050;HEMIGLOSSECTOMY FMDNTC0050;OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0051;TOTAL GLOSSECTOMY FMDNTC0051;OS;83700-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0052;SCAR CORRECTION (SMALL);OS;83700-00-00;685;685;685;0.2
FMDNTC0053;SCAR CORRECTION (MODERATE);OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0054;SCAR CORRECTION (LARGE);OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0055;ROTATION FLAP (SMALL);OS;83700-00-00;685;685;685;0.2
FMDNTC0056;ROTATION FLAP (MODERATE);OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0057;ROTATION FLAP (LARGE);OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0058;TRANSPOSITION FLAP (SMALL);OS;83700-00-00;685;685;685;0.2
FMDNTC0059;TRANSPOSITION FLAP (MODERATE);OS;83700-00-00;1362.5;1362.5;1362.5;0.2
FMDNTC0060;TRANSPOSITION FLAP (LARGE);OS;83700-00-00;2040;2040;2040;0.2
FMDNTC0071;OSTEOTOMY IN THE CONDYLAR NECK;OS;83700-00-00;3407.5;3407.5;3407.5;0.2
FMDNTC0072;EXTRA-ORAL VERTICAL OSTEOTOMY IN THE RAMI;OS;45720-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0073;EXTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE);OS;45720-00-00;2718.75;2718.75;2718.75;0.2
FMDNTC0074;INTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE);OS;45720-00-00;2040;2040;2040;0.2
FMDNTC0075;HORIZONTAL OSTEOTOMY IN THE RAMI;OS;45720-00-00;2451.25;2451.25;2451.25;0.2
FMDNTC0077;OSTECTOMY IN THE BODY OF MADIBLE (Z);OS;45720-02-00;2718.75;2718.75;2718.75;0.2
FMDNTC0078;OSTEOTOMY OF MAXILLA;OS;45720-01-00;2718.75;2718.75;2718.75;0.2
