DEPARTMENT,CODE,SERVICE DESCRIPTION,Price 2022,price 2023,TYPE,LOS
SURGERY CLINIC,FMSUR-0274,ADJ. SILICONE GASTRIC BANDING,3360.56994,3595.8098358,SERVICE,
LABORATORY,FMLAB-9341,ADRENAL  CORTEX ABS,486.1584,520.189488,SERVICE,
Surgical,SUR-0101,Adrenalectomy,17339.6496,18553.425072000002,PKG,6 Days
INTERNAL MEDICINE,FMINTR0009,ADULT MECHANICAL VENTILATOR (24 HRS),1051.31754,1124.9097678,SERVICE,
PHYSIOTHERAPY,FMPTD-0127,ADULT MECHANICAL VENTILATOR ICU (24 HOURS),413.23464000000007,442.1610648000001,SERVICE,
PHYSIOTHERAPY,FMPTD-0122,ADULT TRACHEOSTOMY MASK,36.46188,39.0142116,SERVICE,
OPTHALMOLOGY,FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,2114.7890399999997,2262.8242727999996,SERVICE,
home care,HCPTD-0305,ADVANCED PHYSIOTHERAPY - 12 SESSIONS,8507.771999999999,9103.31604,SERVICE,
home care,HCPTD-0400,ADVANCED PHYSIOTHERAPY - 6 SESSIONS,4375.4256000000005,4681.705392000001,SERVICE,
ORTHOPAEDIC,FMORT-0271,ADVANCEMENT OF TENDON OF HAND,2692.10214,2880.5492898,SERVICE,
PHYSIOTHERAPY,FMPTD-0114,AERODYNE HEATER FOR MECHANICAL NEBULIZATION 24 HRS,145.84752,156.0568464,SERVICE,
LABORATORY,FMLAB-6001,AFB (ACID FAST BACILLI) SMEAR,184.74019199999998,197.67200544,SERVICE,
LABORATORY,FMLAB-3003,AFP (ALPHA FETO PROTEIN),774.81495,829.0519965,SERVICE,
DERMATOLOGY,FMDER-0208,AGE JEUNESSE EYE WRINKLE PER   TREATMENT,474.00444000000005,507.1847508000001,SERVICE,
DERMATOLOGY,FMDER-0211,AGE JEUNESSE FACE WRINGKLE PD  (6 TREATMENT),3214.72242,3439.7529894000004,SERVICE,
DERMATOLOGY,FMDER-0210,AGE JEUNESSE FACE WRINGKLE PER TREATMENT,820.3923000000001,877.8197610000002,SERVICE,
DERMATOLOGY,FMDER-0209,AGE JEUNESSE WRINGKLE PD(6TREA TMENT),1798.78608,1924.7011056000001,SERVICE,
PLASTIC SURGERY,FMPSDJ0030,AGE JUENESSE EYE ZONE,316.00296,338.1231672,SERVICE,
PLASTIC SURGERY,FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,820.3923000000001,877.8197610000002,SERVICE,
DERMATOLOGY,FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,188.38637999999997,201.57342659999998,SERVICE,
INTERNAL MEDICINE,FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,340.31088,364.1326416,SERVICE,
LABORATORY,FMLAB-2003,ALBUMIN,151.9245,162.559215,SERVICE,
LABORATORY,FMLAB-4002,ALCOHOL (ETHANOL) (Serum ORUrine),382.84974000000005,409.6492218000001,SERVICE,
LABORATORY,FMLAB-9007,ALDOLASE,320.864544,343.32506208000007,SERVICE,
LABORATORY,FMLABM0045,ALDOSTERONE (S OR U),904.2546239999999,967.55244768,SERVICE,
LABORATORY,FMLAB-9342,ALDOSTERONE 18-GLUCOCORTICOID,515.327904,551.40085728,SERVICE,
OPTHALMOLOGY,FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,3378.80088,3615.3169416,SERVICE,
LABORATORY,FMLAB-2005,ALKALINE PHOSPHATASE,139.77053999999998,149.5544778,SERVICE,
LABORATORY,FMLAB-9270,ALKALINE PHOSPHATASE ISO ENZYMES,1367.3205,1463.0329350000002,SERVICE,
LABORATORY,FMLAB-9620,ALKALINE PHOSPHATASE-BONE (OSTASE),486.1584,520.189488,SERVICE,
PAEDIATRICS/SUG,FMPDT-0087,"ALLERGY INHALATION PROVOCATION TST,EACH LLGN,INCL.CRTL PTNT",218.77127999999996,234.08526959999998,SERVICE,
PAEDIATRICS/SUG,FMPDT-0086,"ALLERGY NASAL-PROVOCATION TEST EACH ALLERGN,INCL.CONTROL PTNT",176.23242,188.5686894,SERVICE,
PAEDIATRICS/SUG,FMPDT-0020,ALLERGY SKIN TEST (PRICK TEST) 1-5 ALLERGIES,261.31014,279.6018498,SERVICE,
PAEDIATRICS/SUG,FMPDT-0021,ALLERGY SKIN TEST (PRICK TEST) SIX AND MORE ALLERGIES,352.46484,377.1373788,SERVICE,
DERMATOLOGY,FMDER-0054,ALOPECIA LOTION 2% - 100CC,1598.24574,1710.1229418000003,SERVICE,
DERMATOLOGY,FMDER-0055,ALOPECIA LOTION 3% - 100CC,2382.1761600000004,2548.9284912000007,SERVICE,
DERMATOLOGY,FMDER-0056,ALOPECIA LOTION 5% - 100CC,3737.3427,3998.9566890000006,SERVICE,
DERMATOLOGY,FMDER-0262,ALOPECIA MESOTHERAPHY LARGE AREA,887.2390800000001,949.3458156000002,SERVICE,
DERMATOLOGY,FMDER-0260,ALOPECIA MESOTHERAPHY SMALL AREA,449.69652,481.17527640000003,SERVICE,
DERMATOLOGY,FMDER-0261,ALOPECIA MESOTHERAPY MEDIUM AREA,668.4678,715.2605460000001,SERVICE,
LABORATORY,FMLAB-9346,ALPHA 1 ANTI -TRYPSIN (S.U.),204.186528,218.47958496,SERVICE,
LABORATORY,FMLAB-9347,ALPHA 1 GLYCOPROTEIN,121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9685,ALPHA 1-ANTITRYPSIN  (F),423.565506,453.2150914200001,SERVICE,
LABORATORY,FMLAB-9348,ALPHA 2 GLYCOPROTEIN,121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9349,ALPHA 2 MACROGLOBULIN,121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9344,ALPHA AMYLASE (S.U),126.401184,135.24926688000002,SERVICE,
PSYCHIATRY,FMPSYB0064,ALPHA STIM AID BRAIN STIMULATION 1 SESSION,137.8,147.44600000000003,service,
PSYCHIATRY,FMPSYB0065,ALPHA STIM AID BRAIN STIMULATION 12 SESSIONS,1466.192,1568.82544,service,
PSYCHIATRY,FMPSYB0067,ALPHA STIM AID BRAIN STIMULATION 24 SESSIONS,2662.296,2848.65672,service,
LABORATORY,FMLABM0127,ALPHA THALASSEMIA GENETIC ANALYSIS,8874.32,9495.5224,service,
LABORATORY,FMLAB-9010,ALPHA-1-ANTITRYPSIN,602.8364159999999,645.0349651199999,SERVICE,
LABORATORY,FMLAB-9011,ALPHA-1-ANTITRYPSIN PHENOTYPE,515.327904,551.40085728,SERVICE,
LABORATORY,FMLAB-9321,ALPHA-GLUCOSIDASE,267.38712,286.1042184,SERVICE,
LABORATORY,FMLAB-9351,ALPHA-MANNOSIDASE,218.77127999999996,234.08526959999998,SERVICE,
LABORATORY,FMLABM0010,ALUMINUM,474.00444000000005,507.1847508000001,SERVICE,
LABORATORY,FMLAB-9354,ALVEOLAR BASAL MEMBRANE ABS,377.07660899999996,403.47197163,SERVICE,
DENTAL,FMDNTS0042,ALVEOLOPLASTY LOCALIZED,1713.70836,1833.6679452000003,SERVICE,
DENTAL,FMDNTF0004,AMALGAM CORE,577.3131,617.725017,SERVICE,
DENTAL,FMDNTF0003,AMALGAM FILLING > 2 S,498.31236,533.1942252,SERVICE,
DENTAL,FMDNTF0001,AMALGAM FILLING ONE S,309.92598,331.6207986,SERVICE,
DENTAL,FMDNTF0002,AMALGAM FILLING TWO S,388.92672000000005,416.1515904000001,SERVICE,
EMERGENCY,FMERDC0015,AMBULACE W/DOCTOR G.P. & NURSE,2054.01924,2197.8005868,SERVICE,
EMERGENCY,FMERDC0018,AMBULACE W/W/OUT NURSE(RETURN  MEDINA) - MERCEDES BENZ,3415.26276,3654.3311532000002,SERVICE,
EMERGENCY,FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,164.07846,175.56395220000002,SERVICE,
EMERGENCY,FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,480.08142000000004,513.6871194,SERVICE,
EMERGENCY,FMERDC0024,AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE,9565.166519999999,10234.7281764,SERVICE,
EMERGENCY,FMERDC0023,AMBULANCE TO ABHA-KHAMIS WITH  NURSE,6490.21464,6944.5296648,SERVICE,
EMERGENCY,FMERDC0021,AMBULANCE TO DURRAT AL AROUS   WITH NURSE,777.8534400000001,832.3031808000002,SERVICE,
EMERGENCY,FMERDC0025,AMBULANCE TO KONFUDA WITH      NURSE,2783.25684,2978.0848188,SERVICE,
EMERGENCY,FMERDC0026,AMBULANCE TO KUNFUDA DOCTOR    NURSE,4326.80976,4629.6864432,SERVICE,
EMERGENCY,FMERDC0022,AMBULANCE TO NATIONAL GUARD    HOSPITAL WITH NURSE,625.92894,669.7439658000001,SERVICE,
EMERGENCY,FMERDC0020,AMBULANCE TO NORTH ABHOR W/NUR SE,480.08142000000004,513.6871194,SERVICE,
EMERGENCY,FMERDC0006,"AMBULANCE W/ DOCTOR G.P,NURSE  (RETURN TAIF)",2139.09696,2288.8337472,SERVICE,
EMERGENCY,FMERDC0008,AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA),4776.50628,5110.8617196,SERVICE,
EMERGENCY,FMERDC0002,AMBULANCE W/ DOCTOR G.P.& NURS (RETURN JEDDAH),777.8534400000001,832.3031808000002,SERVICE,
EMERGENCY,FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),3415.26276,3654.3311532000002,SERVICE,
EMERGENCY,FMERDC0001,AMBULANCE W/ OR W/OUT NURSE    (RETURN JEDDAH),273.46410000000003,292.60658700000005,SERVICE,
EMERGENCY,FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),1385.5514399999997,1482.5400407999998,SERVICE,
EMERGENCY,FMERDC0019,AMBULANCE W/DOCTOR  G.P. NURSE (RETURN MEDINA) -MERCEDES BENZ,4776.50628,5110.8617196,SERVICE,
EMERGENCY,FMERDC0013,AMBULANCE W/DOCTOR G.P & NURSE (RETURN JEDDAH)-MERCEDES BENZ,777.8534400000001,832.3031808000002,SERVICE,
EMERGENCY,FMERDC0004,AMBULANCE W/DOCTOR G.P.& NURSE,2054.01924,2197.8005868,SERVICE,
EMERGENCY,FMERDC0017,"AMBULANCE W/DOCTOR G.P.,NURSE  (RETURN TAIF) - MERCEDES BENZ",2139.09696,2288.8337472,SERVICE,
EMERGENCY,FMERDC0016,AMBULANCE W/OUT NURSE(RETURN   TAIF) - MERCEDES  BENZ,2054.01924,2197.8005868,SERVICE,
EMERGENCY,FMERDC0014,AMBULANCE W/W/OUT NURSE (RET.  MECCA) - MERCEDES BENZ,1385.5514399999997,1482.5400407999998,SERVICE,
EMERGENCY,FMERDC0012,AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ,273.46410000000003,292.60658700000005,SERVICE,
EMERGENCY,FMERDC0005,AMBULANCE WITHOUT NURSE        (RETURN TAIF),2054.01924,2197.8005868,SERVICE,
LABORATORY,FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN INSUFF.[ FSH, LH, ESTRADAIOL, PROLACTIN]",729.2376,780.2842320000001,SERVICE,
LABORATORY,FMLAB-7030,"AMENORRHEA ""SECONDARY"" OVARIAN INSU[TESTOSTERONE, T4, T3 UPTAKE, TSH]",1257.93486,1345.9903002,SERVICE,
LABORATORY,FMLAB-9191,AMIKACIN (SERUM),689.0,737.23,service,
LABORATORY,FMLAB-9014,AMINO ACIDS (QUANTITATIVE) (URINE or PLASMA),3203.783856,3428.0487259200004,SERVICE,
LABORATORY,FMLAB-9251,AMIODARONE AND DESETHYLAMIODARONE,1220.257584,1305.67561488,SERVICE,
LABORATORY,FMLAB-9267,AMITRIPTYLINE,704.92968,754.2747576,SERVICE,
LABORATORY,FMLAB-2006,AMMONIA,303.849,325.11843,SERVICE,
OBSTETRICS & GYNE,FMOBG-0204,AMNIOCENTESIS,1253.377125,1341.11352375,SERVICE,
OBSTETRICS & GYNE,FMOBG-0136,AMNIOCENTISIS,1253.377125,1341.11352375,SERVICE,
OBSTETRICS & GYNE,FMOBG-0205,AMNIO-INFUSION,998.143965,1068.01404255,SERVICE,
LABORATORY,FMLAB-9791,AMNIOTIC FLUID CHROMSOMAL ANALYSIS,2809.995552,3006.69524064,SERVICE,
OBSTETRICS & GYNE,FMOBG-0074,AMNIOTOMY (ARM),200.54034,214.5781638,SERVICE,
LABORATORY,FMLAB-9818,AMOEBA ANTIBODIES (IHA),160.432272,171.66253104000003,SERVICE,
LABORATORY,FMLABM0151,AMPA 1 RECEPTOR ABS (CSF),314.18399999999997,336.17688,service,
LABORATORY,FMLABM0152,AMPA 1 RECEPTOR ABS (SERUM),314.18399999999997,336.17688,service,
LABORATORY,FMLABM0154,AMPA 2 RECEPTOR ABS (CSF),314.18399999999997,336.17688,service,
LABORATORY,FMLABM0153,AMPA 2 RECEPTOR ABS (SERUM),314.18399999999997,336.17688,service,
LABORATORY,FMLAB-4003,AMPHETAMINE,417.792375,447.03784125000004,SERVICE,
LABORATORY,FMLAB-9358,AMPHOTERICIN SERUM LEVEL,419.31162,448.66343340000003,SERVICE,
ORTHOPAEDIC,FMORT-0319,AMPUTATION & DISARTICULATION   OF THUMB,1409.85936,1508.5495152,SERVICE,
E. N. T.,FMENTE2015,AMPUTATION OF EXTERNAL EAR,3942.7446239999995,4218.73674768,SERVICE,
orthopedic,ORT-0009,Amputation of Finger/Toe,3591.78456,3843.2094792000003,PKG,Day Case
ORTHOPAEDIC,FMORT-0328,AMPUTATION OF FOREFOOT,2114.7890399999997,2262.8242727999996,SERVICE,
ORTHOPAEDIC,FMORT-0335,AMPUTATION OF LEG THRU FEMUR,3378.80088,3615.3169416,SERVICE,
Surgical,SUR-0063,Amputation of Limbs Gangrene,10899.20832,11662.152902400001,PKG,3 Days
orthopedic,ORT-0055,Amputation of Long Bones (Trauma/Congenital),23532.3816,25179.648312,PKG,4 Days
ORTHOPAEDIC,FMORT-0336,AMPUTATION OF THIGH,4501.826784,4816.95465888,SERVICE,
ORTHOPAEDIC,FMORT-0327,AMPUTATION OF TOE,1409.85936,1508.5495152,SERVICE,
ORTHOPAEDIC,FMORT-0317,AMPUTATION OF UPPER LIMB,3378.80088,3615.3169416,SERVICE,
ORTHOPAEDIC,FMORT-0320,AMPUTATION THROUGH CARPALS,2819.71872,3017.0990304,SERVICE,
ORTHOPAEDIC,FMORT-0322,AMPUTATION THROUGH FOREARM,2819.71872,3017.0990304,SERVICE,
ORTHOPAEDIC,FMORT-0323,AMPUTATION THROUGH HUMERUS,2819.71872,3017.0990304,SERVICE,
ORTHOPAEDIC,FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,2114.7890399999997,2262.8242727999996,SERVICE,
LABORATORY,FMLAB-2007,AMYLASE,200.54034,214.5781638,SERVICE,
LABORATORY,FMLAB-9228,AMYLASE ISOENZYMES,455.7735,487.67764500000004,SERVICE,
LABORATORY,FMLAB-9359,AMYLOID A,753.5455199999999,806.2937063999999,SERVICE,
SURGERY CLINIC,MTSUR-0044,ANAL DILATATION UNDER (G.A.),1634.70762,1749.1371534,SERVICE,
PEDIATRIC SURGERY,FMPDS-0037,ANAL FISS.EXCIS.SPHINCTEROTOMY,2558.40858,2737.4971806,SERVICE,
Surgical,SUR-0042,"Anal Fissure Operation ,Sphincterectomy",5883.0954,6294.912078,PKG,2 Days
SURGERY CLINIC,FMSUR-0141,ANASTOMOSIS OF ABDOMINAL VSCLT,7141.666896,7641.58357872,SERVICE,
LABORATORY,FMLAB-9185,ANCA,685.483344,733.46717808,SERVICE,
LABORATORY,FMLAB-9360,ANCYLOSTOMA  ABS,272.248704,291.30611328,SERVICE,
DENTAL LAB,FMDNL-0026,ANDERSON ACTIVATOR,340.31088,364.1326416,SERVICE,
LABORATORY,FMLAB-9361,ANDROSTENDIONE,500.743152,535.79517264,SERVICE,
LABORATORY,FMLAB-9362,ANDROSTERONE,291.69504,312.1136928,SERVICE,
LABORATORY,FMLAB-9837,"ANEMIA PROFILE (CBC, IRON, Ferritin)",777.8534400000001,832.3031808000002,SERVICE,
ANAESTHESIA,FMANA-0063,ANESTHESIA IN MRI,850.7772,910.3316040000001,SERVICE,
X-RAY,FMXRY-0651,ANESTHESIA ONLY,790.0074,845.307918,SERVICE,
neurology,NEU-0032,Aneurysm -Clipping without coils,45516.5802,48702.740814,PKG,10 Days
VASCULAR SURGERY,FMVAS-0011,ANEURYSM EXCISION AND GRAFTING,3986.49888,4265.5538016,SERVICE,
neurology,NEU-0033,Aneurysm- Repair (Other),52018.948800000006,55660.27521600001,PKG,10 Days
NEUROSURGERY,FMNEU-0028,ANEURYSM SURGERY,6417.29088,6866.5012416,SERVICE,
LABORATORY,FMLAB-9806,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELETION BY MULTI-FISH,2528.02368,2704.9853376,SERVICE,
X-RAY,FMXRY-0823,ANGIO ROOM CHARGES (2HRS ABOVE),5512.0,5897.84,service,
X-RAY,FMXRY-0821,ANGIO ROOM CHARGES (30MIN),1653.6,1769.352,service,
X-RAY,FMXRY-0822,ANGIO ROOM CHARGES (60MIN),3307.2,3538.704,service,
LABORATORY,FMLAB-9017,ANGIOSTENSIN-1 CONVERTING ENZYME (ACE),578.5284959999999,619.0254907199999,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0159,ANKEL FOOT ORTHOSIS BELOW KNEE,1598.48,1710.3736000000001,service,
X-RAY,FMXRY-0071,ANKLE AP LATERAL,243.0792,260.094744,SERVICE,
X-RAY,FMXRY-0072,ANKLE AP LATERAL OBL.,303.849,325.11843,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0158,ANKLE FOOT ORTHOSIS ABOVE KNEE,2000.856,2140.91592,service,
ORTHOPAEDIC,FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),3378.80088,3615.3169416,SERVICE,
X-RAY,FMXRY-0073,ANKLE STRESS BOTH SIDES,352.46484,377.1373788,SERVICE,
I.V.F.,FMIVF-0041,ANNUAL FEE,287.137305,307.23691635000006,SERVICE,
PSYCHIATRY,FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),164.07846,175.56395220000002,SERVICE,
ORTHOPAEDIC,FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,5833.9008,6242.273856000001,SERVICE,
ORTHOPAEDIC,FMORT-0767,ANT.RESECTION OF ONE VERTEBRA W/FIXATION,6475.6298879999995,6928.92398016,SERVICE,
OBSTETRICS & GYNE,FMOBG-0096,ANTEFIXATION OF UTERUS,2009.961135,2150.6584144500002,SERVICE,
UROLOGY CLINIC,FMURO-0064,ANTEGRADE PYELOGRAPHY,881.1621,942.8434470000001,SERVICE,
PHYSIOTHERAPY,FMPTD-0093,ANTENATAL & POSTNATAL EX'S.,133.69356,143.0521092,SERVICE,
OBSTETRICS & GYNE,FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,132.17431499999998,141.42651704999997,SERVICE,
ORTHOPAEDIC,FMORT-0745,ANTERIOR CERVICAL CORPECTOMY,6475.6298879999995,6928.92398016,SERVICE,
ORTHOPAEDIC,FMORT-0729,ANTERIOR CERVICAL DISCOTOMY PLATING,3889.2672,4161.515904,SERVICE,
ORTHOPAEDIC,FMORT-0728,ANTERIOR CERVICAL DISCOTOMY W/INTERBODY FUSION,3889.2672,4161.515904,SERVICE,
NEUROSURGERY,FMNEU-0078,ANTERIOR CERVICAL FUSION ONE  LEVEL,6762.463344,7235.835778080001,SERVICE,
NEUROSURGERY,FMNEU-0079,ANTERIOR CERVICAL FUSION TWO  LEVELS,6762.463344,7235.835778080001,SERVICE,
OBG-YN,OBG-0018,Anterior Colpoperrineorrahphy,8050.5516,8614.090212000001,PKG,2 Days
DENTAL,FMDNTP0079,ANTERIOR CROSSBITE APPLIANCE,1439.636562,1540.41112134,SERVICE,
NEUROSURGERY,FMNEU-0108,ANTERIOR DISSECTOMY 2 LEVELS  WITH CAGE,5104.6632,5461.989624,SERVICE,
ORTHOPAEDIC,FMORT-0748,ANTERIOR FIXATION OF THORACIC LUMBAR FRACTURE,8745.381918000001,9357.558652260002,SERVICE,
ORTHOPAEDIC,FMORT-0763,ANTERIOR RELEASE & INSTRUMENTATION FOR SCOLIOSIS,9467.327141999998,10130.04004194,SERVICE,
Surgical,SUR-0104,Anterior Resection,23903.94552,25577.221706400003,PKG,6 Days
SURGERY CLINIC,FMSUR-0015,ANTERIOR RESECTN OF RECTUM W/ SYNCHRONOUS COLOSTOMY,5629.714272000001,6023.794271040001,SERVICE,
ORTHOPAEDIC,FMORT-0654,ANTERIOR SPINAL RELEASE BY     SCOLIOSIS,3889.2672,4161.515904,SERVICE,
NEUROSURGERY,FMNEU-0134,ANTERIOR TEMP LOBECTOMY FOR   EPILEPSY,4594.19688,4915.790661600001,SERVICE,
ORTHOPAEDIC,FMORT-0733,ANTERIOR THORACIC DESICTOMY,3889.2672,4161.515904,SERVICE,
UROLOGY CLINIC,FMURO-0059,ANTERIOR URETHERO-LITHOTOMY,1409.85936,1508.5495152,SERVICE,
OPTHALMOLOGY,FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,3942.7446239999995,4218.73674768,SERVICE,
LABORATORY,FMLAB-9365,ANTI - JO-1,772.9918559999999,827.1012859199999,SERVICE,
LABORATORY,FMLABM0013,"ANTI BASAL MEMBRANE (GLOMERULAR, TUBULAR)",641.729088,686.6501241600001,SERVICE,
LABORATORY,FMLAB-1085,ANTI BODY IDENTIFICATION,821.6076959999999,879.12023472,SERVICE,
LABORATORY,FMLAB-9160,ANTI CENTROMERE ABS.,534.77424,572.2084368,SERVICE,
LABORATORY,FMLAB-9363,"ANTI DNASE (ANTI-STREPTOCOCAL-DNASE B, ANTI STREPTODORNASE B)",194.46336000000002,208.07579520000004,SERVICE,
OBSTETRICS & GYNE,FMOBG-0211,ANTI NATALE CARE PACKAGE DEAL (FOR COMPANY CASH),1317.185415,1409.38839405,SERVICE,
LABORATORY,FMLABM0002,ANTI NEUROMYELITIS OPTICA antibodies,2187.7128000000002,2340.8526960000004,SERVICE,
LABORATORY,FMLAB-9159,ANTI PHOSPHOLIPIDS,1740.447072,1862.2783670400001,SERVICE,
LABORATORY,FMLAB-7104,ANTI PHOSPHOLIPIDS ABS,3026.088,3237.9141600000003,service,
LABORATORY,FMLABM0073,ANTI PLA-2R,1118.1643199999999,1196.4358224,SERVICE,
LABORATORY,FMLAB-9370,ANTI PLATELETS ABS ,1132.749072,1212.0415070400002,SERVICE,
LABORATORY,FMLAB-9371,ANTI PM1 ABS,418.40007299999996,447.68807811,SERVICE,
LABORATORY,FMLABM0071,ANTI POTASSIUM CHANNEL ANTIBODIES (CSF),2449.02294,2620.4545458,SERVICE,
LABORATORY,FMLABM0072,ANTI POTASSIUM CHANNEL ANTIBODIES (SERUM),1586.0917800000002,1697.1182046000004,SERVICE,
LABORATORY,FMLAB-9367,ANTI R1,218.77127999999996,234.08526959999998,SERVICE,
LABORATORY,FMLABM0049,ANTI RETICULIN ABS (IGG & IGA),802.16136,858.3126552,SERVICE,
LABORATORY,FMLAB-9372,ANTI STAPHYLOLYSIN,121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9373,ANTI STERPTOCOCCAL HYALURONIDASE,121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9374,ANTI STREPTOKINASE,165.293856,176.86442592,SERVICE,
LABORATORY,FMLABM0051,ANTI VGCC (Calcium Channel Antibody),3505.2020639999996,3750.5662084799997,SERVICE,
LABORATORY,FMLAB-9368,ANTI YO (PURKINJE CELLS),218.77127999999996,234.08526959999998,SERVICE,
DERMATOLOGY,FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,145.84752,156.0568464,SERVICE,
DERMATOLOGY,FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,188.38637999999997,201.57342659999998,SERVICE,
LABORATORY,FMLAB-1013,ANTIBODY SCREENING,267.38712,286.1042184,SERVICE,
LABORATORY,FMLABM0037,ANTI-CCP (CYCLIC CITRULLINATED PEPTIDE),593.113248,634.63117536,SERVICE,
LABORATORY,FMLAB-5067,Anti-CMV  (IgG & IgM),909.1162079999999,972.7543425599999,SERVICE,
LABORATORY,FMLAB-5005,ANTI-CMV IgG,303.849,325.11843,SERVICE,
LABORATORY,FMLAB-5006,ANTI-CMV IgM,316.00296,338.1231672,SERVICE,
LABORATORY,FMLAB-9214,ANTI-DEPRESSANTS SCREEN,607.698,650.23686,SERVICE,
LABORATORY,FMLAB-5011,ANTI-DNA (IFA),392.572908,420.05301156,SERVICE,
LABORATORY,FMLAB-9018,ANTI-DNA SINGLE STRANDED ABS.,1181.364912,1264.06045584,SERVICE,
LABORATORY,FMLAB-9787,ANTIGEN DETECT. FOR CRYPTOCOCCUS SP.,184.74019199999998,197.67200544,SERVICE,
LABORATORY,FMLAB-9282,ANTI-GLYCOLIPID ANTIBODIES,1434.1672800000001,1534.5589896000001,SERVICE,
LABORATORY,FMLAB-5014,ANTI-HAV IgM,443.61954000000003,474.6729078000001,SERVICE,
LABORATORY,FMLAB-5013,ANTI-HAV TOTAL,228.494448,244.48905936000003,SERVICE,
LABORATORY,FMLAB-5015,ANTI-Hbc IgG (Hbc Abs.),267.38712,286.1042184,SERVICE,
LABORATORY,FMLAB-5016,ANTI-Hbc IgM,377.07660899999996,403.47197163,SERVICE,
LABORATORY,FMLAB-5017,ANTI-HEPATITIS C (HCV),425.3886,455.16580200000004,SERVICE,
LABORATORY,FMLAB-5018,ANTI-HEPATITIS DELTA (IgM),516.5433,552.7013310000001,SERVICE,
LABORATORY,FMLAB-9810,ANTI-HIV I & II,204.186528,218.47958496,SERVICE,
LABORATORY,FMLAB-9364,ANTI-HU,408.069207,436.63405149000005,SERVICE,
LABORATORY,FMLAB-9021,"ANTIHYALURONIDASE ABS. (ANTI-STERPTOCOCCAL HYALURINIDASE""ASH"")",500.743152,535.79517264,SERVICE,
UROLOGY CLINIC,FMURO-0084,ANTI-INCONTINENCE OPERATIONS,9008.515152,9639.11121264,SERVICE,
LABORATORY,FMLAB-9019,ANTI-LIVER SPEC.PROTEIN ABS.,743.822352,795.88991664,SERVICE,
LABORATORY,FMLAB-5004,ANTI-MITOCHONDRIAL ANTIBODY (AMA),516.5433,552.7013310000001,SERVICE,
LABORATORY,FMLABM0038,ANTI-MULLERIAN HORMONE,525.051072,561.80464704,SERVICE,
LABORATORY,FMLABM0112,ANTI-MuSK Abs,887.432,949.5522400000001,service,
LABORATORY,FMLAB-7002,"ANTI-NATAL CARE (CBC, URINE, RBS, BL. GR. & RH)",425.3886,455.16580200000004,SERVICE,
LABORATORY,FMLAB-7001,"ANTI-NATAL PROFILE (RUB, TOXO, VDRL, AIDS, CBC, URINE)",1317.489264,1409.7135124800002,SERVICE,
LABORATORY,FMLAB-5001,ANTI-NUCLEAR ABS (ANA),388.92672000000005,416.1515904000001,SERVICE,
UROLOGY CLINIC,FMURO-0049,ANTI-REFLUX PLASTY,3378.80088,3615.3169416,SERVICE,
LABORATORY,FMLAB-5007,ANTI-RUBELLA IgG,303.849,325.11843,SERVICE,
LABORATORY,FMLAB-5008,ANTI-RUBELLA IgM,388.92672000000005,416.1515904000001,SERVICE,
LABORATORY,FMLAB-9020,ANTI-SKELETAL MUSCLE ABS.,627.144336,671.04443952,SERVICE,
LABORATORY,FMLAB-5012,ANTI-SMOOTH MUSCLE,516.5433,552.7013310000001,SERVICE,
LABORATORY,FMLAB-1014,ANTI-THROMBIN III,228.494448,244.48905936000003,SERVICE,
LABORATORY,FMLABM0018,ANTI-TISSUE TRANSGLUTAMINASE,641.729088,686.6501241600001,SERVICE,
