Internal Code,Item Name,Service Type,NPHIES Code (Hyphenated )2,Price,LOS
FMNEU-3681,INSERTION OF VENTRICULAR RESERVOIR,PKG,39015-01-00,20000.0,(2 days)
FMNEU-3783,Removal SCS electrodes,PKG,36667-00-00,20000.0,(1day)
FMNEU-3784,Removal SCS extension electrodes,PKG,47930-00-01,20000.0,(1day)
FMNEU-3787,Removal ONS electrodes,PKG,47930-00-01,20000.0,(1day)
FMNEU-3788,Removal ONS – extension electrodes,PKG,47930-00-01,20000.0,(1day)
FMNEU-3790,Removal VNS – extension electrodes,PKG,47930-00-01,20000.0,(1day)
FMORT-4229,Resection of the Proximal Humerus,PKG,50230-00-01,20000.0,(3 days)
FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,Service,96130-00-00,20000.0,
FMSUR-3176,LAPARASCOPIC MULITPLE SEGMENTAL RESECTION OF SMALL INTESTINE,PKG,30566-00-00,20000.0,(3 days)
FMSUR-3178,LAPARASCOPIC ILEO CECAL RESECTION,PKG,30515-04-00,20000.0,(2 days)
FMSUR-3180,LAPARASCOPIC RIGHT HEMI COLECTOMY,PKG,32003-03-00,20000.0,(2 days)
FMSUR-3181,RESECTION OF TRANSVERSE COLON,PKG,32012-00-00,20000.0,(2 days)
FMSUR-3182,LEFT HEMI COLECTOMY,PKG,32006-00-00,20000.0,(2 days)
FMSUR-3185,LAPARASCOPIC SIGMOID COLON RESECTION,PKG,32003-02-00,20000.0,(2 days)
FMSUR-3197,LAPARASCOPIC PROCTOPEXY WITH RESECTION,PKG,32075-01-00,20000.0,(2 days)
FMSUR-3198,COLOVAGINAL FISTULA REPAIR,PKG,35596-00-00,20000.0,(2 days)
FMSUR-3227,THORACOSCOPY,PKG,38436-00-00,20000.0,(1day)
FMSUR-3308,Total Reversal of Laparoscopic Roux-en-Y Gastric Bypass,PKG,30512-00-00,20000.0,(3 days)
FMSUR-3309,Resizing of Gastric Bypass Pouch following weight regain,PKG,30514-01-00,20000.0,(2 days)
FMSUR-3313,Laparoscopic Mini Gastric Bypass,PKG,30512-03-00,20000.0,(2 days)
FMSUR-3314,Laparoscopic Roux-en-Y Gastric Bypass,PKG,30512-03-00,20000.0,(2 days)
FMSUR-3318,Laparoscopic Band Removal with Cholecystectomy,PKG,30445-00-00,20000.0,(2 days)
FMSUR-9188,NEONATAL INGUINAL HERNIA REPAIR(OBSTRUCTION)-BILATERAL,Service,30614-03-00,20000.0,
MS-T-001972,Touch care insulin pump A7 (EACH),Medical Device,35983,20000.0,
PKENT-0010,supraglottoplasty,PKG,90160-00-00,20000.0,(2 days)
VAS-0010,FEMORAL ARTERY EMBOLECTOMY,PKG,33806-09-01,19921.0,(5 days)
FMSUR-3238,Laprascopic Repair of Ventral Hernia,PKG,30403-01-00,19920.0,(1day)
FMSUR-3239,Laprascopic Repair of Paraumbilical Hernia,PKG,30617-00-00,19920.0,(1day)
FMSUR-3240,Laparascopic Repair of Incisional Hernia,PKG,30403-00-00,19920.0,(1day)
FMSUR-3241,Laprascopic Repair of Perfurated Duodenal Ulcer,PKG,30509-00-00,19920.0,(2 days)
FMURO-3105,Ileal Ureter,PKG,90358-00-00,19920.0,(2 days)
FMURO-3109,Radical Prostatectomy,PKG,37209-01-00,19920.0,(2 days)
FMURO-3110,Repair of Hypospadias Two Stages,PKG,37827-00-00,19920.0,(1day)
FMURO-3113,Urethroplasty Two stages,PKG,37345-00-00,19920.0,(1day)
FMURO-3114,Vasal Reversal,PKG,37619-01-00,19920.0,(1day)
FMURO-3115,Vasoepididymostomy,PKG,37619-02-00,19920.0,(1day)
FMURO-3116,Vasovasostomy,PKG,37619-00-00,19920.0,(1day)
ORT-0058,"Excision of Malignant Tumors, Bone Graft",PKG,31205-00-10,19778.4,(2 days)
FMOPT-4166,PARSPLANA LENS+VIT.+IOL+ERM,PKG,42725-00-01,19680.0,(1day)
FMCAT-0054,Ablation using 3D mapping system (add-on to FMCAT-0042 ),PKG,38287-01-00,19600.0,(2 days)
FMCAT-0055,Trans-septal Puncture using BRK needle+ sheath  for left sided procedures ( Add-on to FMCAT-0042),PKG,38748-01-00,19600.0,(2 days)
FMORT-0327,AMPUTATION OF TOE,PKG,44338-00-01,19553.600000000002,(1day)
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,PKG,44364-01-01,19553.600000000002,(1day)
FMDNTP0038,Complete Denture Vitalium Type Iii,Service,97711-00-00,19540.0,
FMORW-0029,Stagnara Scoliosis Brace,Service,96092-00-00,19540.0,
FMOBG-3048,Caesarian Delivery for Triplets (uncomplicated),PKG,16520-04-00,19500.0,(1day)
OBG-0044,Caesarian Delivery -  Recurrent ,PKG,16520-00-00,19500.0,(1day)
PKORT-0018,PATELLAR TENDON REPAIR,PKG,47582-00-01,19440.0,(2 days)
FMXRAY1426,IR. IVC FILTER IMPLEMENTATION,PKG,35330-00-01,19360.0,(1day)
PKEND-0008,Endoscopic ultasound linear with Bilateral celiac plexus block,PKG,30688-00-00,19360.0,(1day)
FMORT-0017,BONE LENGHTENING W/BONE GRAFT AT FEMUR,PKG,50303-00-00,19320.0,(2 days)
FMORT-0018,BONE LENGHTENING W/ BONE GRAFT AT TIBIA & FIBULA,PKG,50303-00-00,19320.0,(2 days)
FMORT-0678,"TRI.MALLEOLAR FRACTURE, ANKLE",PKG,47597-00-01,19320.0,(2 days)
FMNEU-3315,Lumber Microdisectomy without fusion : Single Level,PKG,40300-00-00,19200.0,(1day)
FMNEU-3344,CT GUIDED ASPIRATION OF BRAIN ABSCESS,PKG,90908-00-11,19200.0,(2 days)
FMNEU-3639,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - THREE LEVELS,PKG,40336-00-00,19200.0,(1day)
FMOPT-4097,KERAOPLASTY+SECONDARY IOL,PKG,90064-00-01,19200.0,(1day)
FMOPT-4139,SECONDRY IOL+KERATOPLASTY,PKG,42701-00-01,19200.0,(2 days)
FMOPT-4157,PARSPLANA LEN+VIT+SCL. BUCK +IOL,PKG,42725-00-02,19200.0,DAY CASE
FSLAB0017,"COMPINED FOUNDATION ONE CDX , FOUNDATION  Liquid",Service,73200-07-00,19200.0,
FMXRAY-1503,EMBOLIZATION FIRST SERIES,Service,35321-02-00,19096.2,
FMNEU-3799,Nerve neurolysis,PKG,39330-00-00,19080.0,DAY CASE
FMOBG-3045,Caesarian Delivery (With Normal Baby),PKG,16520-00-00,19038.0,(2 days)
FMPTD-0128,SPINE CORE BRACE,Service,96092-00-00,19020.0,
FMOBG-3047,Caesarian Delivery for twins (uncomplicated),PKG,16520-02-00,19000.0,(1day)
FMORW-0110,G-Ii Unloader Adj Knee Brace,Service,96092-00-00,18980.0,
OBG-0042,Ceasarian Section with Abdominal Hysterectomy,PKG,35653-01-00,18975.0,(3 days)
FMSUR-3159,Surgery of intestinal cancer,PKG,90959-00-00,18960.0,(2 days)
ORT-0057,Major Joints Disarticulation,PKG,44367-01-00,18868.0,(2 days)
FMNEU-3333,Repair of simple skull fracture,PKG,39606-01-00,18800.0,(3 days)
FMNEU-3338,Burr hole evacuation of chronic subdural collection – Unilateral,PKG,39012-00-00,18800.0,(2 days)
FMNEU-3697,Insertion of intracranial pressure monitoring catheter,PKG,90007-01-00,18800.0,(1day)
FMNEU-3709,Ventriculo-peritoneal or ventriculo atrial shunt,PKG,40003-00-00,18800.0,(2 days)
FMNEU-3711,Bilateral external ventricular drainage,PKG,39015-00-00,18800.0,(1day)
FMORT-1116,O.R.I.F. THUMB,PKG,90595-00-00,18750.0,(2 days)
SUR-0332,laparoscopic rectopexy with mesh,PKG,32117-00-00,18750.0,(2 days)
FMOPT-4040,BIL. PTOSIS REPAIR+FRESH FASC.,PKG,45623-05-02,18720.0,(1day)
FMOPT-4153,PARSPLANA LENSECTOMY VITRECTOMY+RETINAL DETACHMENT + SCLERAL BUCKLE,PKG,42725-00-02,18720.0,(2 days)
FMOPT-4155,PARSPLANAVITRECTOMY+IOFB+RETINAL DETACHMENT + SCLERAL BUCKLE,PKG,42725-00-02,18720.0,(2 days)
FMOPT-4156,PARSPLANA LEN+VIT+IOL,PKG,42725-00-02,18720.0,(1day)
FMOPT-4167,PPLV+IOL,PKG,42725-00-01,18720.0,(1day)
FMORT-1037,Chemical Neurolysis,Service,39330-00-00,18680.0,
FMDNTO0005,Grade II Malocclussion Total Rem. Stage I,Service,97963-00-00,18604.0,
FMORT-0005,TRANSPLANTATION OF BONE TO UNSPEC. SITE,PKG,48239-00-00,18480.0,(1day)
FMORT-0047,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT TARSALS & METATARSAL,PKG,47921-00-01,18480.0,(1day)
FMORT-0092,OPEN REDUCT OF FRACT W/ INT FIX AT RADIUS & ULNA,PKG,47366-02-01,18480.0,(1day)
FMORT-0099,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT UNSPEC SITE.,PKG,90581-00-01,18480.0,(1day)
FMORT-0101,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT FEMUR,PKG,47525-01-01,18480.0,(1day)
FMORT-0102,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT TIBIA & FIBULA,PKG,90581-00-01,18480.0,(1day)
FMORT-0275,OTHER HAND TENDON TRANSFER OF TRANSPLANT,PKG,46417-00-01,18480.0,(1day)
FMORT-0323,AMPUTATION THROUGH HUMERUS,PKG,44328-01-00,18480.0,(2 days)
FMORT-0378,HIGH TIBIAL OSTEOTOMY W\O GRFT,PKG,48418-00-01,18480.0,(1day)
FMORT-0383,OSTEOTOMY OF SHOULDER,PKG,48412-00-01,18480.0,(1day)
FMORT-0385,OSTEOTOMY OF HUMERUS,PKG,48412-00-01,18480.0,(1day)
FMORT-0566,OPEN REDUCTION & INTERNAL FIXA TION (PINNIG)OF COLES FRACTURE,PKG,47366-02-01,18480.0,(1day)
FMORT-0821,OPEN REDUCTION OF INT. FIX. SUPRACONDYLE,PKG,47459-01-01,18480.0,(1day)
FMORT-0823,ORIF ELBOW / OLECRANON,PKG,47399-01-01,18480.0,(1day)
FMORT-0825,SUTURING OF TEAR MENISCUS USING SUTURING DEVICE,PKG,49542-01-01,18480.0,(1day)
FMSUR-3250,Laparascopic CBD Exploration + Laparascopy Cholecystectomy,PKG,30449-00-00,18480.0,(2 days)
PKNEU-0002,Radio frequency ablation of trigeminal ganglion,PKG,39109-00-00,18413.600000000002,(1day)
FMCAR-3004,Unilateral Endovenous adhesive ablation + Venseal Device,PKG,32520-00-00,18400.0,(1day)
FMENT-3181,PARTIAL LARYNGECTOMY,PKG,41840-00-00,18400.0,(3 days)
FMNEU-3332,Excision of skull vault tumour,PKG,39330-00-00,18400.0,(1day)
FMORT-1048,Chrondal Tissue Graft,Service,49563-00-01,18400.0,
FMSUR-3292,Laparoscopic Gastric Banding,PKG,30511-13-00,18400.0,(1day)
FMSUR-3316,Laparoscopic Band Removal,PKG,90942-01-00,18400.0,(1day)
FMSUR-3379,OESOPHAGOJEUNOSTOMY,PKG,30554-00-00,18400.0,(3 days)
ORT-0086,Hind Quarter Amputation,PKG,44373-00-00,18260.0,(2 days)
ORT-0087,Laminectormy-Level 1,PKG,90024-00-00,18260.0,(2 days)
ORT-0107,Laminectomy- Laser Conclusive,PKG,48654-00-00,18260.0,(1day)
FMOPT-4095,LAMELLAR KERATOPLASTY+SCLEROPLASTY,PKG,90064-00-01,18240.0,(1day)
FMORT-0757,SACRO-ILIAC JOINT ARTHRODESIS,PKG,49300-00-00,18144.0,(1day)
FMORW-0027,Boston Scoliosis Brace,Service,96092-00-00,18084.0,
FMORW-0063,Below Knee Orthosis Leather,Service,96092-00-00,18084.0,
FMORW-0109,G-Ii Unloader Oa Knee Brace,Service,47579-00-01,17793.0,
FMENT-3164,VESTIBULAR NEURECTOMY,PKG,39500-00-00,17760.0,(1day)
FMOPT-4013,ENUCL. WITH HYDROXY. ORBITAL,PKG,42506-00-00,17760.0,(1day)
FMNEP-0015,Hemodialysis Type B1 (24 Session),Service,13100-00-00,17740.0,
FMORW-0038,Forearm Prosthesis Cosmetic,Service,96092-00-00,17684.0,
FMORT-0046,REVISN OF DISPL.OR BROKEN FIX. AT PATELLA,PKG,47585-00-01,17640.0,(1day)
FMORT-0340,THUMB REATTACHEMENT,PKG,46483-00-01,17640.0,(2 days)
FMORT-0609,OSTEOTOMY OF FEMUR,PKG,48424-02-00,17640.0,(1day)
FMOBG-0081,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC BILATERAL,Service,90448-01-00,17625.600000000002,
FMDNT-3006,ENUCLEATION OF CYSTIC LESION + HISTOPATHOLOGY + BONE GRAFT,PKG,83700-00-00,17600.0,(1day)
FMNEU-3635,DISC NUCLEOPLASTY - 3 LEVELS - W/OUT IMPLANT,PKG,90011-02-00,17600.0,(1day)
FMPSDG0009,EXCISION OF SUPERNUMERY BREAST,PKG,31500-00-01,17600.0,(2 days)
FMSUR-3258,Laparascopic Nissen Fundoplication,PKG,30527-00-00,17600.0,(1day)
FMXRAY1370,IR. ANGIOPLASTY OF UPPER LIMB (One SIDE),PKG,35303-06-00,17600.0,(3 days)
FMXRAY1402,IR. Veriscose vein ablation (Two limbs),PKG,32520-00-00,17600.0,(1day)
FMXRAY1431,IR. Myelogram,PKG,59724-00-00,17600.0,(1day)
FMXRAY1451,"IR. Neuro. Additional PRECIPITATED POLYMER (Onyx, Phil)",PKG,90223-01-00,17600.0,DAY CASE
CAR-0025,CATH LAB WITH PTCA MULTI-VESSEL (WITHOUT STENT PRICE) (2-3 Days).,PKG,38303-00-00,17544.8,(3 days)
FMOPT-4272,DEEP LAMELLAR KERATOPLASTY (D. L .KP.) ,PKG,90089-00-01,17541.7,DAY CASE
fmort-2032,"ORIF OF SINGLE BONE EXCEPT FRACTURE NECK, FEMUR, TORCH, FRACTURE AND FRACTURE SPINE (EXCLUDING IMP",PKG,48415-00-01,17529.600000000002,(2 days)
FMSUR-3249,Laparascopic Repair of Epigastric Hernia Bilateral,PKG,30617-01-00,17520.0,(1day)
FMORW-0161,Electric Wheelchair,Service,96092-00-00,17504.0,
FMENT-3180,TOTAL LARYNGECTOMY,PKG,41834-00-00,17280.0,(3 days)
FMENT-3205,PK-FACELIFT & NECKLIFT INCLUDING O.R.ANESHESIA TWO NIGHT IN HOSPITAL,PKG,45587-00-00,17280.0,(1day)
FMENT-3224,"PK-BREAST LIFT - LARGE (NO IMPLANT) INCLUDING O.R, LAB, TWO NIGHT IN HOSPITAL",PKG,90676-00-00,17280.0,(2 days)
FMENT-3226,"PK-BREAST REDUCTION (LARGE) INCLUDING O.R, LAB, TWO NIGHT IN HOSPITAL",PKG,90676-00-00,17280.0,(2 days)
FMENT-3246,PK-FULL ABDOMINOPLASTY - LARGE (SKINCARE) INCLUDING O.R. ANAEASTHESIA TWO NIGHT IN HOSPITAL,PKG,30165-00-00,17280.0,(2 days)
FMENT-3249,PK-LOWER BACK LIFTING INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,PKG,30168-00-00,17280.0,(1day)
FMOPT-4054,BILATERAL MYECTOMY LOWER LID,PKG,90090-00-02,17280.0,(1day)
FMOPT-4149,TOTAL RETINAL DETACHMENT,PKG,90079-00-02,17280.0,(2 days)
FMOPT-4151,PARSPLANA VITRECTOMY+SCLERAL BUCKLE,PKG,42725-00-01,17280.0,(1day)
FMOPT-4152,PARSPLANA VITRECTOMY+RETINAL DETACHMENT,PKG,42725-00-01,17280.0,(1day)
FMOPT-4154,PARSPLANA LENSECTOMY+VIT,PKG,42725-00-01,17280.0,(1day)
FMOPT-4165,PARSPLANA VITRECTOMY+ERM,PKG,42725-00-01,17280.0,(1day)
FMSUR-3163,Embolectomy,PKG,33806-10-01,17280.0,(1day)
FMSUR-3167,Left Hemicolectomy,PKG,32006-00-00,17280.0,(2 days)
FMSUR-3322,ICSI Cycle First Attempt,PKG,13251-00-00,17280.0,(1day)
VAS-0035,Recurrent long and short saphenons vein stripping and ligation or perforatores vein,PKG,32508-00-01,17250.0,(2 days)
FMNEU-3614,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,PKG,90016-01-00,17200.0,DAY CASE
FMNEU-3615,TARSAL TUNNEL RELEASE,PKG,39330-01-01,17200.0,(1day)
URO-0050,Nephroureterectomy,PKG,36531-01-00,17000.0,(4 days)
FMXRAY1393,IR. PERMCATH INSERTION,PKG,13815-01-00,16887.2,(2 days)
FMNEU-3611,COMMON PERONEAL NERVE DECOMPRESSION,PKG,90016-01-00,16800.0,(1day)
FMOPT-4015,IMPL. OF HYDR. ORB. IN ENUCL.,PKG,42509-00-00,16800.0,(1day)
FMORT-0093,OPEN REDUCT OF FRACT W/ INT FIX AT CARPALS & METAC,PKG,47342-01-01,16800.0,(1day)
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,PKG,47624-01-01,16800.0,(1day)
FMORT-0105,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT FEMUR,PKG,47525-00-01,16800.0,(1day)
FMORT-0129,OPEN REDUCT OF DISLOCATION AT HAND & FINGER,PKG,47033-00-01,16800.0,(1day)
FMORT-0133,OPEN REDUCT OF DISLOCATION AT FOOT & TOE,PKG,47072-00-01,16800.0,(1day)
FMORT-0150,BIOPSY-JOINT STRUCTURE OF SPINE,PKG,50100-01-01,16800.0,DAY CASE
FMORT-0151,CLUB FOOT RELEASE,PKG,50321-00-00,16800.0,(1day)
FMORT-0170,COMPLETE OR PARTL. RESECTION OF HIP,PKG,49312-00-00,16800.0,(1day)
FMORT-0171,COMPLETE OF PARTL RESECTION OF KNEE,PKG,90574-01-01,16800.0,(1day)
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),PKG,49712-00-00,16800.0,(1day)
FMORT-0201,TRIPLE ARTHRODESIS (TALUS TO CALCANEUS TO CABOID &NAVICULAR,PKG,49815-00-00,16800.0,(1day)
FMORT-0203,MIDTARSAL FUSION,PKG,44364-00-01,16800.0,(1day)
FMORT-0204,TARSOMETATARSAL FUSION,PKG,49815-00-00,16800.0,(1day)
FMORT-0206,OTHER FUSION OF FOOT,PKG,49845-00-00,16800.0,(1day)
FMORT-0214,METACARPO-CARPAL FUSION,PKG,46303-00-01,16800.0,(1day)
FMORT-0215,METACARPO PHALANGEAL FUSION,PKG,46300-01-01,16800.0,(1day)
FMORT-0283,PLASTIC OPERATION ON HAND W/ OTHER GRAFT OR IMPLANT,PKG,90547-00-01,16800.0,(1day)
FMORT-0284,TRANSFER OF FINGER EXCPT THUMB,PKG,46507-00-01,16800.0,(1day)
FMORT-0289,PLICATION OF FASCIA,PKG,30238-00-00,16800.0,(1day)
FMORT-0384,OSTEOTOMY OF WRIST,PKG,48406-13-01,16800.0,(1day)
FMORT-0386,OSTEOTOMY OF ELBOW,PKG,48412-00-01,16800.0,(1day)
FMORT-0387,OSTEOTOMY OF HAND & FINGER,PKG,46396-00-01,16800.0,(1day)
FMORT-0388,OSTEOTOMY OF KNEE,PKG,48424-06-01,16800.0,(1day)
FMORT-0389,OSTEOTOMY OF ANKLE,PKG,48400-02-01,16800.0,(1day)
FMORT-0402,SALTER DV OSTEOTOMY & CAST,PKG,48424-00-00,16800.0,(1day)
FMORT-0407,PEMBERTON ACETABULAR OSTEOTOMY,PKG,48424-00-00,16800.0,(1day)
FMORT-0475,DISLOC.OR VALGUS DEFORM OF THE ELBOW,PKG,47018-00-01,16800.0,(1day)
FMORT-0496,EXPLORATN LYSIS & NERVE SUTURE OF THE ULNAR,PKG,39300-00-00,16800.0,(1day)
FMORT-0498,TENDON TRANSFER FOR RECURRENT DISLOC. OF PATELLA,PKG,49503-03-00,16800.0,(1day)
FMORT-0544,TENDON TRANSFER AT FOOT,PKG,49812-00-00,16800.0,(1day)
FMORT-0580,REPAIR OF COLLATERAL LATERAL LIGAMENT,PKG,49539-01-01,16800.0,(1day)
FMORT-0646,APPLICATION OF EXTERNAL FIXATO R GRADE I,PKG,50130-00-01,16800.0,(1day)
FMORT-0656,GROIN FLAP,PKG,45206-08-00,16800.0,(2 days)
FMORT-0675,EXPLORATION OF ANY NERVE,PKG,90016-00-00,16800.0,(1day)
FMORT-0682,O.R.& I.F.-FRACT.MED.MALLEOLUS,PKG,47600-01-01,16800.0,(1day)
FMORT-0688,TUNNEL BONE GRAFTING,PKG,48239-00-00,16800.0,(1day)
FMORT-0727,DISCOGRAPHY ( MULITPLE LEVELS ),PKG,59700-00-00,16800.0,(1day)
FMORT-0771,REVISION OF SPINAL WOUNDS,PKG,50620-00-00,16800.0,(1day)
FMORT-0785,VASCULAR REPAIR,PKG,90223-01-00,16800.0,(2 days)
FMORT-0788,STEAM CELL,PKG,83700-00-00,16800.0,(1day)
FMORT-0818,CLOSED REDUCTION OF INT. FIX. SUPRADONDYLE,PKG,47456-01-01,16800.0,(1day)
FMORT-9921,BICEPS TENODESIS,PKG,47963-00-01,16800.0,(1day)
FMORT-9930,HIP ARTHROSCOPY LABRAL REPAIR,PKG,96225-00-00,16800.0,(1day)
FMORT-9935,ARTHROSCOPIC AC JOINT REPAIR,PKG,48951-00-01,16800.0,(1day)
FMSUR-3169,"Trendlenberg Operation, stripping of LSV & Multiple ligation of perforates (Biilateral)",PKG,32508-00-02,16800.0,(1day)
FMSUR-3247,Laparascopic Hernia + Mesh,PKG,30393-00-00,16800.0,(1day)
FMSUR-3261,Laparascopic resection and anastomosis,PKG,30515-04-00,16800.0,(2 days)
FMSUR-3262,Laparascopic resction of diverticulam,PKG,32030-01-00,16800.0,(1day)
FMURO-0144,Tran.Mic.Hyperthermia Treatment 30 Min,Service,92178-00-90,16800.0,
FMURO-3102,Total Cystectomy,PKG,37014-00-00,16800.0,(2 days)
FMURO-3103,Boari Flap,PKG,36579-02-00,16800.0,(1day)
FMURO-3106,Iliocystoplasty,PKG,37047-01-00,16800.0,(1day)
FMURO-3107,Insertion of Penile Prothesis,PKG,37426-00-00,16800.0,(1day)
FMURO-3108,Radical Cystectomy,PKG,37014-00-00,16800.0,(1day)
PKSUR-0018,Single anastomosis duedonoileal bypass (SADI),PKG,30515-04-00,16800.0,(1day)
PKSUR-0019,Removal of Gastric Banding,PKG,90942-00-00,16800.0,(3 days)
FMDER-0293,Zerona Laser (Fat Loss) - 6 Sessions,Service,90676-00-00,16648.0,
NEU-0005,Ventriculo venous or peritoneal shunt,PKG,40003-02-00,16615.2,(3 days)
FMORT-1500,CORRECTION OF CONGENITAL FOOT ANOMALY OR DEFORMITIES DUE TO SPINAL BIFIDA,PKG,90604-00-00,16574.265,(3 days)
FMONC-0028,Metastron C Radioactive Strontium,Service,16015-00-00,16560.0,
FMCAR-0571,ADDITIONAL OCCLUDER ASD,PKG,90223-01-00,16500.0,(2 days)
FMURO-0143,Tran.Mic.Hyperthermia Treatment 45 Min For Prostrate,Service,92178-00-90,16400.0,
FMOPT-4150,PARSPLANA VITRECTOMY,PKG,42725-00-01,16320.0,(1day)
FMSUR-3158,Radical surgery for oral malignancy (cancer tongue/lip),PKG,30275-00-00,16320.0,(2 days)
FMSUR-3162,Parotidectomy,PKG,30247-00-00,16320.0,(2 days)
FMSUR-3166,Right Hemicolectomy,PKG,32003-01-00,16320.0,(2 days)
MTPSD-0059,ZERONA(LASER BODY CONTOURING)COMP. CRSE OF 6 SESS,Service,90676-00-00,16288.0,
FMNEU-3764,BILATERAL CARPAL TUNNEL NEUROLYSIS,PKG,39312-00-00,16200.0,(1day)
FMORT-3008,Distal Clavicle Excision (excluding implants),PKG,90595-00-00,16200.0,(3 days)
FMDNTP0037,Completel Denture Vitalium Type Ii,Service,97711-00-00,16076.0,
NEU-0038,CERVICAL DISCECTOMY RECURRENT (4 Days).,PKG,40333-00-00,16041.6,(4 days)
DNT-0012,CLOSED REDUCTION OF MIDFACE FRACTURES,PKG,90681-00-00,16000.0,(2 days)
DNT-0013,CLOSURE OF ORO-ANTRAL FISTULA,PKG,41722-00-01,16000.0,(3 days)
FMCAR-3028,Balloon atrial septostomy Consumable (rashkined or z5 balloon) 2000SR,PKG,38270-00-00,16000.0,(2 days)
FMCAR-3034,"PDA coil closure (patent ductus arteriosus) Consumable (sheath, wire, catheter and coil)",PKG,38700-00-00,16000.0,(1day)
FMCAR-3086,Rigid bronchoscopy + procedure pediatric (F.B removal or biopsy),PKG,41889-05-01,16000.0,(1day)
FMDNTC101,DISTRACTION OSTEOGENESIS (PER SIDE),PKG,52420-00-00,16000.0,(3 days)
fmlab-1342,BRCA I & II (BREAST CANCER I & II),Service,73350-00-50,16000.0,
FMNEU-3638,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - TWO LEVELS,PKG,40336-00-00,16000.0,(1day)
FMNEU-3649,RADIOFREQUENCY- SACROILIAC JOINT - TWO SIDES,PKG,39323-00-00,16000.0,DAY CASE
FMNEU-3673,LIGATION OF CERVICAL VESSEL FOR INTRACRANIAL ANEURYSM,PKG,39812-00-00,16000.0,(1day)
FMNEU-3776,Intrathecal baclofen injection – screening procedure,PKG,90020-00-00,16000.0,(2 days)
FMNEU-3791,Removal PNS – electrodes,PKG,39136-02-00,16000.0,(1day)
FMNEU-3792,Removal PNS – extension electrodes,PKG,47930-00-01,16000.0,(1day)
FMOBG-3028,C.S. with abdominal hysterectomy,PKG,35653-01-00,16000.0,(1day)
FMOPT-4210,Removal of intraocular Foreign Body,PKG,42569-00-01,16000.0,(3 days)
FMSUR-3175,MULTIPLE SEGMENTAL RESECTION OF (INTESTINE) SMALL BOWEL,PKG,30566-00-00,16000.0,(2 days)
FMSUR-3177,ILEO CECAL RESECTION,PKG,30515-03-00,16000.0,(2 days)
FMSUR-3179,RIGHT HEMI COLECTOMY,PKG,32003-01-00,16000.0,(2 days)
FMSUR-3184,SIGMOID COLON RESECTION,PKG,32003-00-00,16000.0,(2 days)
FMSUR-3189,LAPARASCOPIC SMALL TO SMALL INTESTINAL ANASTOMOSIS,PKG,30515-04-00,16000.0,(1day)
FMSUR-3195,LAPARASCOPIC PROCTOPEXY WITHOUT RESECTION,PKG,30390-00-00,16000.0,(1day)
FMSUR-3196,ABDOMINAL PROCTOPEXY WITH RESECTION,PKG,30075-14-00,16000.0,(1day)
FMSUR-3231,Laparascopic Cholecystectomy,PKG,30445-00-00,16000.0,(2 days)
FMSUR-3266,SILS TAPP (Hernioplasty),PKG,30403-01-00,16000.0,(2 days)
FMSUR-3293,Laparoscopic Sleeve Gastrectomy,PKG,30511-09-00,16000.0,(2 days)
FMURO-3120,Memokath Ureter without stent,PKG,36821-01-00,16000.0,(1day)
ORT-0131,Acromioclavicular Joint Recnstruction,PKG,48921-00-01,16000.0,(3 days)
SUR-0172,Total parathyroidectomy,PKG,30315-01-00,16000.0,(3 days)
URO-0034,FLEXIBLE URETEROSCOPY  + Laser Fragmentation + DJ stent insertion,PKG,36806-02-00,16000.0,(1day)
FMXRAY1366,IR. Angiography UL ARTERIOGRAM (UNILATERAL),PKG,59970-03-00,15998.400000000001,(1day)
FMPSYA0077,Tms X 20 Sessions,Service,96155-00-00,15980.0,
FMORT-0381,VALGUS OSTEOTOMY OF HIP,PKG,48424-00-00,15960.0,(1day)
FMORT-0382,VARUS OSTEOTOMY OF HIP,PKG,48424-00-00,15960.0,(1day)
SUR-0101,Adrenalectomy,PKG,36500-01-00,15947.0,(4 days)
FMXRAY1495,NM. Thyroid (Theraputic I-131 - 80 MCI),Service,61473-00-00,15840.0,
PKEND-0006,Endoscopic ultasound linear with Bilateral celiac plexus neurolysis,PKG,30688-00-00,15840.0,(1day)
FMSUR-4005,"Open , Bilateral salpingoophorectomy",PKG,35713-07-00,15750.0,(3 days)
FMPSYA0063,Tms 20 Sessions,Service,96155-00-00,15744.0,
FMNEU-3710,Unilateral external ventricular drainage,PKG,39015-00-00,15600.0,(2 days)
