S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
,SMA3417,DRESSING IV TEGADERM TRANSP. 6X7CM 3M#1623W/PHARMAPLAST,2517.12,62934,,
177.0,MS-B-001794,"BALL HEAD PROSTHESIS ""B""28MM H/N 1,49.5MM . LINK # 128-747",2503.0,33175,,
178.0,MS-B-001795,BOTTLES SUCTION WITH COVER 1800 LTR FOR SUCTION MACHINE. OXYLITRE # ESS200,2503.0,42446,,
735.0,MS-H-000637,"HEAD BALL PROSTHESIS 32MM MEDIUM TAPER ,12/14.LINK #128-832/02",2503.0,33175,,
804.0,MS-K-000145,KIT FOR PLASMA EXCHANGE TPE CRRT MACHINE INFOMED # TU-304-26,2503.0,46997,,
811.0,MS-K-000221,"KNEE S. KII H14MM,MEDIUM,R3,RT LINK # 318-433/14",2503.0,41065,,
812.0,MS-K-000222,"KNEE S. KII H16MM,MEDIUM,R3,RT LINK # 318-433/16",2503.0,41065,,
1334.0,MS-P-002645,PLATES 6 FOOT STRAIGHT LOCKING OSTEONIC # C1A.16520,2503.0,61573,,
1354.0,MS-P-003299,PLATE STRAIGHT 1.5MMX 6 HOLE. OSTEONIC#A2A.10050,2503.0,61573,,
1663.0,MS-R-000813,ROD THREADED SOFAMOR DANEK 3.5X240MM MEDTRONIC # 7755240,2503.0,61325,,
2045.0,MS-S-004975,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 36CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-202,2503.0,64309,,
873.0,MS-N-000307,NAIL LEFT 11X370MM F1 SANATMETAL #254111370,2486.0,56643,,
874.0,MS-N-000320,NAIL RIGHT 11X355MM F1 SANATMETAL #SAN-254211355,2486.0,56643,,
1152.0,MS-N-001636,NAI-FI 10X370MM LEFT SIDE -SANATMETAL #254110370,2486.0,56643,,
2209.0,MS-S-005854,SUTURE ANCHOR MICRO CORKSCREW FT WITH 2-0 FIBERWIRE ARTHREX # AR-1318FT,2486.0,45062,,
2210.0,MS-S-005855,SUTURE ANCHOR MICRO CORKSCREW FT WITH 4-0 FIBERWIRE ARTHREX # AR-1318FT-40,2486.0,45062,,
365.0,MS-C-003677,CUP BIPOLAR 46MMX28 S.STEEL. HIPOKRAT # 166.0500,2475.0,56642,,
366.0,MS-C-003678,CUP BIPOLAR 42MM X 28 S.STEEL. HIPOKRAT # 166.0100,2475.0,56642,,
642.0,MS-H-000039,"HEAD HUMERAL 15°  DIAMETER:40MM,STAINLESS STEEL.",2475.0,48089,,
870.0,MS-N-000220,NAIL FEMORAL RETROGRADE 10X260MM SANATMETAL #SAN-255010260,2436.0,56643,,
871.0,MS-N-000221,NAIL FEMORAL RETROGRADE 10X300MM SANATMETAL #SAN-255010300,2436.0,56643,,
872.0,MS-N-000223,NAIL FEMORAL RETROGRADE 10X380MM SANATMETAL #SAN-255010380,2436.0,56643,,
,46922,CATHETER BALLOON KIT NEPHROSTOMY 30FR BOSTON #210-118/210-117,2432.002,61503,,
1381.0,MS-P-003670,"POWER RASP,4.0MM X 13CM. ARTHREX # AR-8400PR",2416.0,35095,,
,SMT1012,CANNULA IV VENFLON 22G B.D./DELTA/BROSCO/MAIS/BIOMED,2414.448,64574,,
2139.0,MS-S-005578,SUTURE ANCHOR 3.0MM X 12.7MM KNOTLESS ARTHREX # AR-1938PS,2414.0,45062,,
141.0,MS-B-001680,"BALLON 18""SABER PTA,OPEN ALL SIZES,48002004X#CORDIS CORDIS # 48002004X",2407.0,47732,,
745.0,MS-I-000127,INSERT TIBIAL FIXED BEARING STABILIZED 2.5/8MM XLK SIGMA DEPUY J&J #1581-22-108,2407.0,36027,,
746.0,MS-I-000128,INSERT TIBIAL FIXED BEARING STABILIZED 2.5/10MM XLK SIGMA DEPUY J&J #1581-22-110,2407.0,48068,,
762.0,MS-I-000548,"INSERT TIBIAL FIXED BEARING STABILIZED 2.5/12.5MM,SIGMA #1581-22-112 SIGMA # 1581-22-112",2407.0,48068,,
763.0,MS-I-000549,INSERT TIBIAL FIXED STABILIZED 3/15MM XLK SIGMA DEPUY. JOH. & JOH. # 1581-23-115,2407.0,46585,,
764.0,MS-I-000552,INSERT TIBIA 10MM SZ 3 JOH. & JOH. # 1581-23-110,2407.0,48068,,
768.0,MS-I-000579,INSERT TIBIA 8MM SZ 3- JOH. & JOH. # 1581-23-108,2407.0,46585,,
770.0,MS-I-000584,INSERT TIBIA 12.5MM X 2 JOH. & JOH. # 1581-21-112,2407.0,46585,,
771.0,MS-I-000585,INSERT TIBIA 15MMX2.5 . JOH. & JOH. # 1581-22-115,2407.0,46585,,
772.0,MS-I-000586,INSERT TIBIA 10MM SZ 2. JOH. & JOH. # 1581-21-110,2407.0,46585,,
774.0,MS-I-000595,INSERT TIBIAL FIXED BEARING STABILIZED 3 .12.5MM JOH. & JOH. # 1581-23-112,2407.0,48068,,
785.0,MS-I-000638,"INSERT TIBIAL FIXED BEARING STABILIZED 2.5, 17.5MM. JOH. & JOH. # 1581-22-117",2407.0,46585,,
788.0,MS-I-000646,"INSERT TIBIAL FIXED BEARING STABILIZED 2,15MM P.F.C SIGMA.JOH. & JOH. #1581-21-115",2407.0,46585,,
1352.0,MS-P-003296,PLATE 5 HOLE STRAIGHT TITANIUM OSTEONIC#A2A.10050,2407.0,46649,,
2878.0,MS-T-000645,"TIBIAL INSERT FIXED 4,10MM DEPUY J&J #1581-24-110",2407.0,46585,,
2923.0,MS-T-000966,"TIBIAL INSERT FIXED 2, 8MM BEARING STABILIZED J&J # 1581-21-108",2407.0,46585,,
2930.0,MS-T-001354,"TIBIAL INSERT FIXED STABILIZED SZ 4, 10MM JOH. & JOH. # 1581-24-110",2407.0,46585,,
1191.0,MS-P-000869,PLATE PROXIMAL HUMERUS 3.5 LCP 8HOLESX158 LENGTH A70490815,2352.0,61573,,
1192.0,MS-P-000870,PLATE PROXIMAL HUMERUS 3.5 LCP 10HOLESX184 LENGTH A70491018,2352.0,46536,,
1197.0,MS-P-000918,PLATE PROXIMAL HUMERUS 3.5MM LCP 6 HOLES X 98 LENGTH A70490609 IRINE# A70490609,2352.0,46536,,
905.0,MS-N-000858,NEEDLE FOR DELIVERY SYSTEM (FAST FIX 360 CURVED NDL DELIVERY SYST) SMITH & NEPHEW # 72202468,2332.0,45062,,
105.0,MS-B-001043,BIOCOMPOSITE PUSH LOCK 4.5MMX28MM ARTHREX# AR-1922BCM,2327.0,45027,,
,SMH2734,SUTURE PROLENE 6-0 ETHICON # W8316,2312.604,13909,,
22.0,MS-B-000243,BLADE EVAC 70 XTRA PLASMA WAND F/COBLATOR II #EIC5872-01,2310.0,61817,,
35.0,MS-B-000448,BURR-2 ROSEN D5.0MM FOR HI-LINE XS AESCULAP #GE508R,2310.0,43555,,
38.0,MS-B-000451,BURR-2 DIAMOND D5.0MM FOR HI-LINE XS AESCULAP #GE518R,2310.0,43555,,
45.0,MS-B-000458,BURR-3 ROSEN D5.0MM FOR HI-LINE XS AESCULAP #GE608R,2310.0,43555,,
113.0,MS-B-001133,BALLOON MONO RX VIATRAC PLUS 6X40X135 ABBOTT#1008197-40,2310.0,47732,,
193.0,MS-B-001880,BLADE REFLAX ULTRA 45 WAND FRO TURBINECTOMY SMITH & NEPHEW #AIC 4845-01,2310.0,43665,,
417.0,MS-C-003985,CATHETER PICC PERIPHERAL VASCULAR INSERTED CENTRAL  SINGLE LUMEN 3FR BARD #3173108D,2310.0,36257,,
1808.0,MS-S-003083,SCREW LEGACY 6.5 X 40MM MAS TI MEDTRONIC # 75446540),2310.0,56642,,
2452.0,MS-S-008832,SCREW LEGACY 6.0X40MM  MAS TI . MEDTRONIC # 75446040,2310.0,46651,,
2455.0,MS-S-008835,SCREW LEGACY 5.0X35MM  MAS TI . MEDTRONIC # 75445035,2310.0,56642,,
2456.0,MS-S-008836,SCREW LEGACY 5.0X30MM  MAS TI . MEDTRONIC # 75445030,2310.0,46651,,
2457.0,MS-S-008837,SCREW LEGACY 5.5X35MM  MAS TI . MEDTRONIC # 75445535,2310.0,56642,,
2780.0,MS-S-010298,STEM BIPOLAR HIP CEMENTED ALL SIZES HIPOKRAT # 10.XXXX,2310.0,33695,,
3022.0,MS-W-000489,WIRE CERCLAGE-IC 8MM; TITANIUM FOR RECONSTRUCTION IMPLANTCAST # 00601008,2310.0,61690,,
1874.0,MS-S-004456,SCREW INTERFERANCE BIOCOMPOSITE 9X23MM #AR-1390C,2287.0,58776,,
2091.0,MS-S-005442,SUTURE ANCHOR 3.0MMX14.5MM BIOCOMPOSITE W/2 FIBERWIRE ARTHREX# AR-1934BCF,2280.0,45062,,
2044.0,MS-S-004974,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 46CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-204,2272.0,64309,,
444.0,MS-D-000370,DRILL CANNULATED 10MM #AR- 1214L,2245.0,63681,11332.0,
2944.0,MS-T-001432,TUBING SUCTION GYNE DISP. STORZ #031217-10,2241.0,16779,,
938.0,MS-N-001297,NAIL INTERLOCKING 9X320MM X L FEMORAL NAVIGATOR. IRENE # T40210932,2237.0,56643,,
939.0,MS-N-001298,NAIL INTERLOCKING 9X340MM X L FEMORAL NAVIGATOR. IRENE # T40210934,2237.0,56643,,
940.0,MS-N-001299,NAIL INTERLOCKING 9X360MM X L FEMORAL NAVIGATOR. IRENE # T40210936,2237.0,56643,,
941.0,MS-N-001300,NAIL INTERLOCKING 9X380MM X L FEMORAL NAVIGATOR. IRENE # T40210938,2237.0,56643,,
942.0,MS-N-001301,NAIL INTERLOCKING 9X400MM X L FEMORAL NAVIGATOR. IRENE # T40210940,2237.0,56643,,
943.0,MS-N-001302,NAIL INTERLOCKING 9X420MM X L FEMORAL NAVIGATOR. IRENE # T40210942,2237.0,56643,,
944.0,MS-N-001303,NAIL INTERLOCKING 10X320MM X L FEMORAL NAVIGATOR. IRENE # T40211032,2237.0,56643,,
945.0,MS-N-001304,NAIL INTERLOCKING 10X340MM X L FEMORAL NAVIGATOR. IRENE # T40211034,2237.0,56643,,
946.0,MS-N-001305,NAIL INTERLOCKING 10X360MM X L FEMORAL NAVIGATOR. IRENE # T40211036,2237.0,56643,,
947.0,MS-N-001306,NAIL INTERLOCKING 10X380MM X L FEMORAL NAVIGATOR. IRENE # T40211038,2237.0,56643,,
969.0,MS-N-001333,NAIL INTERLOCKING 10X400MMXL FEMORAL NAVIGATOR . IRENE # T40211040,2237.0,56643,,
970.0,MS-N-001334,NAIL INTERLOCKING 10X420MMXL FEMORAL NAVIGATOR . IRENE # T40211045,2237.0,56643,,
971.0,MS-N-001335,NAIL INTERLOCKING 11X320MMXL FEMORAL NAVIGATOR . IRENE # T40211132,2237.0,56643,,
972.0,MS-N-001336,NAIL INTERLOCKING 11X340MMXL FEMORAL NAVIGATOR . IRENE # T40211134,2237.0,56643,,
973.0,MS-N-001337,NAIL INTERLOCKING 11X360MMXL FEMORAL NAVIGATOR . IRENE # T40211136,2237.0,56643,,
974.0,MS-N-001338,NAIL INTERLOCKING 11X380MMXL FEMORAL NAVIGATOR . IRENE # T40211138,2237.0,56643,,
975.0,MS-N-001339,NAIL INTERLOCKING 11X400MMXL FEMORAL NAVIGATOR . IRENE # T40211140,2237.0,56643,,
976.0,MS-N-001340,NAIL INTERLOCKING 11X420MMXL FEMORAL NAVIGATOR . IRENE # T40211142,2237.0,56643,,
977.0,MS-N-001341,NAIL INTERLOCKING 12X320MMXL FEMORAL NAVIGATOR . IRENE # T40211232,2237.0,56643,,
978.0,MS-N-001342,NAIL INTERLOCKING 12X340MMXL FEMORAL NAVIGATOR . IRENE # T40211234,2237.0,56643,,
979.0,MS-N-001343,NAIL INTERLOCKING 12X360MM X L FEMORAL NAVIGATOR. IRENE # T40211236,2237.0,56643,,
980.0,MS-N-001344,NAIL INTERLOCKING 12X380MM X L FEMORAL NAVIGATOR. IRENE # T40211238,2237.0,56643,,
981.0,MS-N-001345,NAIL INTERLOCKING 12X400MM X L FEMORAL NAVIGATOR. IRENE # T40211240,2237.0,56643,,
982.0,MS-N-001346,NAIL INTERLOCKING 12X420MM X L FEMORAL NAVIGATOR. IRENE # T40211242,2237.0,56643,,
983.0,MS-N-001347,NAIL INTERLOCKING 9X320MM X R FEMORAL NAVIGATOR. IRENE # T40220932,2237.0,56643,,
984.0,MS-N-001348,NAIL INTERLOCKING 9X340MM X R FEMORAL NAVIGATOR. IRENE # T40220934,2237.0,56643,,
985.0,MS-N-001349,NAIL INTERLOCKING 9X360MM X R FEMORAL NAVIGATOR. IRENE # T40220936,2237.0,56643,,
986.0,MS-N-001350,NAIL INTERLOCKING 9X380MM X R FEMORAL NAVIGATOR. IRENE # T40220938,2237.0,56643,,
987.0,MS-N-001351,NAIL INTERLOCKING 9X4000MM X R FEMORAL NAVIGATOR. IRENE # T40220940,2237.0,56643,,
988.0,MS-N-001352,NAIL INTERLOCKING 9X420MM X R FEMORAL NAVIGATOR. IRENE # T40220942,2237.0,56643,,
989.0,MS-N-001353,NAIL INTERLOCKING 10X320MM X R FEMORAL NAVIGATOR. IRENE # T40221032,2237.0,56643,,
990.0,MS-N-001354,NAIL INTERLOCKING 10X340MM X R FEMORAL NAVIGATOR. IRENE # T40221034,2237.0,56643,,
991.0,MS-N-001355,NAIL INTERLOCKING 10X360MM X R FEMORAL NAVIGATOR. IRENE # T40221036,2237.0,56643,,
992.0,MS-N-001356,NAIL INTERLOCKING 10X380MM X R FEMORAL NAVIGATOR. IRENE # T40221038,2237.0,56643,,
993.0,MS-N-001357,NAIL INTERLOCKING 10X400MM X R FEMORAL NAVIGATOR. IRENE # T40221040,2237.0,56643,,
994.0,MS-N-001358,NAIL INTERLOCKING 10X420MM X R FEMORAL NAVIGATOR. IRENE # T40221042,2237.0,56643,,
995.0,MS-N-001359,NAIL INTERLOCKING 11X320MM X R FEMORAL NAVIGATOR. IRENE # T40221132,2237.0,56643,,
996.0,MS-N-001360,NAIL INTERLOCKING 11X340MM X R FEMORAL NAVIGATOR. IRENE # T40221134,2237.0,56643,,
997.0,MS-N-001361,NAIL INTERLOCKING 11X360MM X R FEMORAL NAVIGATOR. IRENE # T40221136,2237.0,56643,,
998.0,MS-N-001362,NAIL INTERLOCKING 11X380MM X R FEMORAL NAVIGATOR. IRENE # T40221138,2237.0,56643,,
999.0,MS-N-001363,NAIL INTERLOCKING 11X400MM X R FEMORAL NAVIGATOR. IRENE # T40221140,2237.0,56643,,
1000.0,MS-N-001364,NAIL INTERLOCKING 11X420MM X R FEMORAL NAVIGATOR. IRENE # T40221142,2237.0,56643,,
1001.0,MS-N-001365,NAIL INTERLOCKING 12X320MM X R FEMORAL NAVIGATOR. IRENE # T40221232,2237.0,56643,,
1002.0,MS-N-001366,NAIL INTERLOCKING 12X340MM X R FEMORAL NAVIGATOR. IRENE # T40221234,2237.0,56643,,
1003.0,MS-N-001367,NAIL INTERLOCKING 12X360MM X R FEMORAL NAVIGATOR. IRENE # T40221236,2237.0,56643,,
1028.0,MS-N-001450,NAIL INTERLOCKING 12X380MM X R FEMORAL NAVIGATOR. IRENE # T40221238,2237.0,56643,,
1029.0,MS-N-001451,NAIL INTERLOCKING 12X400MM X R FEMORAL NAVIGATOR. IRENE # T40221240,2237.0,56643,,
1030.0,MS-N-001452,NAIL INTERLOCKING 12X420MM X R FEMORAL NAVIGATOR. IRENE # T40221242,2237.0,56643,,
2889.0,MS-T-000783,"TEST LUNG DEVICE F/ VENTILATOR LATEX FREE 1,000ML AUTOCLAVABLE DRAGER #MP02400",2235.0,60335,,
744.0,MS-I-000105,IOL IMPLANT ORBITAL POROUS HYDROXY. 14MM CORONET #54-300-14,2228.0,47726,,
,21582,MESH PROLENE 15X15CM ETHICON # PVMM1.,2220.103,99999,,
1113.0,MS-N-001540,NAIL RETROGRADE FEMORAL INTERLOCKING 9X180MM IRENE # T40030918,2205.0,56643,,
1114.0,MS-N-001541,NAIL RETROGRADE FEMORAL INTERLOCKING 9X200M IRENE # T40030920,2205.0,56643,,
1115.0,MS-N-001542,NAIL RETROGRADE FEMORAL INTERLOCKING 9X220 IRENE # T40030922,2205.0,56643,,
1116.0,MS-N-001543,NAIL RETROGRADE FEMORAL INTERLOCKING 9X240MM IRENE # T40030924,2205.0,56643,,
1117.0,MS-N-001544,NAIL RETROGRADE FEMORAL INTERLOCKING 9X260MM IRENE # T40030926,2205.0,56643,,
1118.0,MS-N-001545,NAIL RETROGRADE FEMORAL INTERLOCKING 9X280MM IRENE # T40030928,2205.0,56643,,
1119.0,MS-N-001546,NAIL RETROGRADE FEMORAL INTERLOCKING 9X300MM IRENE # T40030930,2205.0,56643,,
1120.0,MS-N-001547,NAIL RETROGRADE FEMORAL INTERLOCKING 10X180MM IRENE # T40031018,2205.0,56643,,
1121.0,MS-N-001548,NAIL RETROGRADE FEMORAL INTERLOCKING 10X200MM IRENE # T40031020,2205.0,56643,,
1122.0,MS-N-001549,NAIL RETROGRADE FEMORAL INTERLOCKING 10X220MM IRENE # T40031022,2205.0,56643,,
1123.0,MS-N-001550,NAIL RETROGRADE FEMORAL INTERLOCKING 10X240MM IRENE # T40031024,2205.0,56643,,
1124.0,MS-N-001551,NAIL RETROGRADE FEMORAL INTERLOCKING 10X260MM IRENE # T40031026,2205.0,56643,,
1125.0,MS-N-001552,NAIL RETROGRADE FEMORAL INTERLOCKING 10X280MM IRENE # T40031028,2205.0,56643,,
1126.0,MS-N-001553,NAIL RETROGRADE FEMORAL INTERLOCKING 10X300MM IRENE # T40031030,2205.0,56643,,
1127.0,MS-N-001554,NAIL RETROGRADE FEMORAL INTERLOCKING 11X180MM IRENE # T40031118,2205.0,56643,,
1128.0,MS-N-001555,NAIL RETROGRADE FEMORAL INTERLOCKING 11X200MM IRENE # T40031120,2205.0,56643,,
1129.0,MS-N-001556,NAIL RETROGRADE FEMORAL INTERLOCKING 11X220MM IRENE # T40031122,2205.0,56643,,
1130.0,MS-N-001557,NAIL RETROGRADE FEMORAL INTERLOCKING 11X240MM IRENE # T40031124,2205.0,56643,,
1131.0,MS-N-001558,NAIL RETROGRADE FEMORAL INTERLOCKING 11X260MM IRENE # T40031126,2205.0,56643,,
1132.0,MS-N-001559,NAIL RETROGRADE FEMORAL INTERLOCKING 11X280MM IRENE # T40031128,2205.0,56643,,
1133.0,MS-N-001561,NAIL RETROGRADE FEMORAL INTERLOCKING 11X300MM IRENE # T40031130,2205.0,56643,,
1134.0,MS-N-001562,NAIL FEMORAL ANTEGRADE INTERLOCKING 9X340MM IRENE # T40000934,2205.0,56643,,
1135.0,MS-N-001563,NAIL FEMORAL ANTEGRADE INTERLOCKING 9X360MM IRENE # T40000936,2205.0,56643,,
1136.0,MS-N-001564,NAIL FEMORAL ANTEGRADE INTERLOCKING 9X380MM IRENE # T40000938,2205.0,56643,,
1137.0,MS-N-001565,NAIL FEMORAL ANTEGRADE INTERLOCKING 9X400MM IRENE # T40000940,2205.0,56643,,
1138.0,MS-N-001566,NAIL FEMORAL ANTEGRADE INTERLOCKING 9X420MM IRENE # T40000942,2205.0,56643,,
1139.0,MS-N-001567,NAIL FEMORAL ANTEGRADE INTERLOCKING 10X340MM IRENE # T40001034,2205.0,56643,,
1140.0,MS-N-001568,NAIL FEMORAL ANTEGRADE INTERLOCKING 10X360MM IRENE # T40001036,2205.0,56643,,
1141.0,MS-N-001569,NAIL FEMORAL ANTEGRADE INTERLOCKING 10X380MM IRENE # T40001038,2205.0,56643,,
1142.0,MS-N-001570,NAIL FEMORAL ANTEGRADE INTERLOCKING 10X400MM IRENE # T40001040,2205.0,56643,,
1143.0,MS-N-001571,NAIL FEMORAL ANTEGRADE INTERLOCKING 10X420MM IRENE # T40001042,2205.0,56643,,
1144.0,MS-N-001572,NAIL FEMORAL ANTEGRADE INTERLOCKING 11X340MM IRENE # T40001134,2205.0,56643,,
1145.0,MS-N-001573,NAIL FEMORAL ANTEGRADE INTERLOCKING 11X360MM IRENE # T40001136,2205.0,56643,,
1146.0,MS-N-001574,NAIL FEMORAL ANTEGRADE INTERLOCKING 11X380MM IRENE # T40001138,2205.0,56643,,
1147.0,MS-N-001575,NAIL FEMORAL ANTEGRADE INTERLOCKING 11X400MM IRENE # T40001140,2205.0,56643,,
1148.0,MS-N-001576,NAIL FEMORAL ANTEGRADE INTERLOCKING 11X420MM IRENE # T40001142,2205.0,56643,,
2996.0,MS-V-000312,VERSAL-DIAL/COMP TI STD TAPER BIOMET # 118001,2205.0,61004,,
1483.0,MS-P-004539,PLATE LOCKING 5.0 BROAD 10 HOLES X L188 SST. SYNTHES # 226601,2202.0,61573,,
391.0,MS-C-003826,"CUP ACETABULAR W/SNAP POLYETHYLENE CEMENTED D 28,5MM X D56MM. LINK # 101-114",2200.0,56642,,
753.0,MS-I-000202,INTRODUCER SHEATH 4FR X 100CM FORTRESS REINFORCED BIOTRONIK #358815,2200.0,58865,,
765.0,MS-I-000559,INSERT 5-6MM ARTICULAR CONSTRAINED. SMITH&NEPHEW # 71420538,2200.0,33580,,
910.0,MS-N-001226,"NAVICROSS SUPPORT CATHETER 0,035' 4F DIFFERENT SIZES TERUMO # WS*NS350N3HM",2200.0,32151,,
1257.0,MS-P-002457,PASSER STRAIGHT QUICK LASSO 90° ARTHREX# AR-6068-90S,2200.0,57874,,
1652.0,MS-R-000799,ROD TITANIUM 5.5MMX300MM. IMAS # 8452300,2200.0,64253,,
1860.0,MS-S-004250,SENSOR PROBE REUSABLE LNCS F/ PULSE OXIMETER MASIMO#1863,2200.0,31658,,
1895.0,MS-S-004653,SUTURE MENISCAL CINCH DEVICE ARTHREX #AR-4500,2200.0,65038,,
2129.0,MS-S-005552,SENSOR REUSABLE RD SPO2 F/PULSE OXIMETER RADICAL 7 DIGITAL MASIMO # 4050,2200.0,36087,,
2147.0,MS-S-005665,SCREW HEADLESS CANNULATED 2.2 MM X 22 MM LONG TIT. OSTEONIC D1E.22220,2200.0,56642,,
2202.0,MS-S-005844,SCREW HEADLESS CANNULATED 3.0MM TITANIUM. OSTEONIC # D2E.30380,2200.0,56642,,
2208.0,MS-S-005852,SCREW CANNULATED 3.0MM X 24CM HEADLESS TITANIUM. OSTEONIC # D2E.30240,2200.0,56642,,
2932.0,MS-T-001356,"TECROSS BALLON 0,014""DIFFERENT SIZES TERUMO # BD-T1220Q4E",2200.0,44088,,
2949.0,MS-T-001457,TIBIA INSERT 12.5MMX4 STB. JOH. & JOH. # 1581-24-112,2200.0,46585,,
840.0,MS-M-000177,MESH TITANIUM 18x90MM IRENE #T04091890,2192.0,46580,,
841.0,MS-M-000178,MESH TITANIUM 20x90MM IRENE #T04092090,2192.0,46580,,
847.0,MS-M-000274,MESH TTANIUM 10x90MM IRENE # T04091090,2192.0,38161,,
848.0,MS-M-000275,MESH TTANIUM 12x90MM IRENE #T04091290,2192.0,46580,,
849.0,MS-M-000276,MESH TTANIUM 14x90MM IRENE #T04091490,2192.0,46580,,
850.0,MS-M-000277,MESH TITANIUM 16x90MM IRENE #T04091690,2192.0,61765,,
1927.0,MS-S-004794,SENSOR FOR PICCO PV8810-PROAQT 30CM LIN # MCC06882824,2187.0,36561,,
456.0,MS-D-000413,DRILL BIT L26 DIA 1.9MM/CAN/AO/STER HBS 2 MINI KLS MARTIN #26-875-29-71,2178.0,63681,11332.0,
457.0,MS-D-000414,DRILL BIT L28 DIA 1.9MM/CAN/AO/STER HBS 2 MINI KLS MARTIN #26-875-30-71,2178.0,63681,11332.0,
458.0,MS-D-000415,DRILL BIT L30 DIA 1.9MM/CAN/AO/STER HBS 2 MINI KLS MARTIN # 26-875-31-71,2178.0,63681,11332.0,
620.0,MS-G-000386,GRAFT VASCULAR PATCH IMPREGNATED K DV 2 X 9 CM B.BRAUN # 1107403,2178.0,35281,,
1488.0,MS-P-004585,PLATE STRAIGHT 1.5 X10HOLES .OSTEONIC #OST310M10,2177.0,61573,,
204.0,MS-C-000299,CATHETER BALLOON SYMMETRY ALL SIZES.,2176.0,17184,,
1460.0,MS-P-003987,PLATE DISTAL RADIUS 2.7MM V+MEDIUM LEFT 3 HOLES. SANATMETAL # 280114303,2174.0,61689,,
1461.0,MS-P-004005,PLATE VORTEX DISTAL RADIUS -V+ MEDIUM LEFT 5 HOLES SANATMETAL # 280114305,2174.0,46536,,
1469.0,MS-P-004049,PLATE DISTAL RADIUS - V MEDIUM  VORTEX LEFT 3 HOLES #280115303 SANATMETAL # 280115303,2174.0,46536,,
1501.0,MS-P-004648,PLATE RADIUS DISTAL VORTEX LEFT SIDE 5 HOLES V MEDIUM. SANATMETAL #280115305,2174.0,46536,,
1506.0,MS-P-004666,PLATE DISTAL RADIUS VORTEX 4 HOLES RIGHT SIDE.SANATMETAL #280115504,2174.0,61573,,
404.0,MS-C-003932,CORD BIPOLAR HIGH FREQUENCY 400CM F/ AUTOCON III STORZ #UH801,2168.0,45213,,
536.0,MS-E-000538,ELECTRODE NEUTRAL F/ AUTOCON III STORZ #27802,2168.0,33596,,
1224.0,MS-P-001937,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  3 holes×59mm L#A71570305,2165.0,61573,,
1225.0,MS-P-001938,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  5 holes×84mm L#A71570508,2165.0,61573,,
1226.0,MS-P-001939,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5 7 holes×110mm L # A71570711,2165.0,61573,,
1227.0,MS-P-001940,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  9 holes×136mm L # A71570913,2165.0,61573,,
1228.0,MS-P-001941,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  14 holes×201mm L # A71571420,2165.0,61510,58752.0,
1229.0,MS-P-001942,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  3 holes×59mm R # A71580305,2165.0,61573,,
1230.0,MS-P-001943,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  5 holes×84mm R # A71580508,2165.0,61573,,
1231.0,MS-P-001944,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  7 holes×110mm R # A71580711,2165.0,61573,,
1232.0,MS-P-001945,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5  9 holes×136mm R # A71580913,2165.0,61573,,
1233.0,MS-P-001946,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5 14 holes×201mm R # A71581420,2165.0,61573,,
2994.0,MS-V-000295,VAPORISATION SURGMASTER . OLYMPUS # WA22557C,2164.0,63309,,
104.0,MS-B-001030,BALLOON PASEO 14 CATHETER VASCULAR BIOTRONIK #380271,2156.0,47732,,
2140.0,MS-S-005579,SUTURE ANCHOR 3.0MM X 12.2MM WITH #2 FIBERWIRE & #2 TIGERWIRE ARTHREX # AR-1934PS-2,2156.0,45062,,
1323.0,MS-P-002634,PLATE 63.5MM T CERVICAL ANTERIOR IRENE # 60620062,2154.0,46653,,
1324.0,MS-P-002635,PLATE 66MM T CERVICAL ANTERIOR IRENE # 60620065,2154.0,46653,,
1325.0,MS-P-002636,PLATE 68.5MM T CERVICAL ANTERIOR IRENE # 60620068,2154.0,46653,,
1326.0,MS-P-002637,PLATE 71MM T CERVICAL ANTERIOR IRENE # 60620070,2154.0,46653,,
1327.0,MS-P-002638,PLATE 73.5MM T CERVICAL ANTERIOR IRENE # 60620073,2154.0,46653,,
1328.0,MS-P-002639,PLATE 76MM T CERVICAL ANTERIOR IRENE # 60620075,2154.0,46653,,
1329.0,MS-P-002640,PLATE 78.5MM T CERVICAL ANTERIOR IRENE # 60620078,2154.0,46653,,
1330.0,MS-P-002641,PLATE 81MM T CERVICAL ANTERIOR IRENE # 60620080,2154.0,46653,,
