Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,PACKAGES ,Admission Days (LOS),Unnamed: 6,Unnamed: 7,A+ / A / B+ / B
76.0,2014036,GENERAL SURG.,FINE MAJOR SURG,APPENDECTOMY / SILS,0,1,,10032.0
152.0,2014037,GENERAL SURG.,FINE MAJOR SURG,CHOLECYSTECTOMY / SILS ,0,1,,14877.0
153.0,2014038,GENERAL SURG.,FINE MAJOR SURG,HERNIOPLASTY / SILS TAPP ,0,1,,16720.0
77.0,2014039,GENERAL SURG.,FINE MAJOR SURG,VARICOCELECTOMY / SILS ,0,1,,9196.0
154.0,2014040,GENERAL SURG.,FINE MAJOR SURG,SPLENECTOMY LAPARASCOPIC ,0,3,,26647.5
155.0,2014041,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA WITH BOWEL RESECTION AND ANASTOMOSIS,0,2,,14381.099999999999
78.0,2014042,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA W/O RESECTION ANASTOMOSIS,0,2,,12665.4
156.0,2014043,GENERAL SURG.,FINE MAJOR SURG,SUBFASCIAL ENDOSCOPIC PERFORATED STAPLING  / LAPARASCOPIC ,0,2,,11035.199999999999
157.0,2014044,GENERAL SURG.,FINE MAJOR SURG,INTESTINAL CANCER SURGERY,0,3,,19137.75
79.0,2014045,GENERAL SURG.,FINE MAJOR SURG,THYROIDECTOMY / TOTAL,0,2,,13792.812499999998
158.0,2014046,GENERAL SURG.,FINE MAJOR SURG,PELVIC EXACENTRATION / TOTAL ,0,3,,28728.0
159.0,2014047,GENERAL SURG.,FINE MAJOR SURG,PANCREATECTOMY / TOTAL/PARTIAL (WHIPPLE PROCEDURE),0,3,,23740.5
80.0,2014048,GENERAL SURG.,FINE MAJOR SURG,STRIPPING OF LSV WITH MULTIPLE LIGATION OF PERFORATES (BILATERAL) (TRENDLENBERG OPERATION),0,3,,17556.0
160.0,2014049,GENERAL SURG.,FINE MAJOR SURG,VARICOCELECTOMY  / LAPARASCOPIC ,0,1,,9279.6
161.0,2014050,GENERAL SURG.,FINE MAJOR SURG,VENTRAL HERNIA REPAIR  / LAPRASCOPIC  ,0,2,,20106.75
162.0,2015001,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITH RESECTION,0,2,,16720.0
163.0,2015002,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,0,2,,12540.0
82.0,2015003,GENERAL SURG.,COLORECTAL SURG,ABDOMINOPERINEAL RESECTION OF RECTUM,0,2,,38047.5
164.0,2015004,GENERAL SURG.,COLORECTAL SURG,ANAL FISTULOTOMY OR FISTULECTOMY / COMPLEX,0,1,,8360.0
165.0,2015005,GENERAL SURG.,COLORECTAL SURG,ANAL SPHENCTER REPAIR / FEACAL INCONTINENCE,0,1,,12540.0
83.0,2015006,GENERAL SURG.,COLORECTAL SURG,ANOPLASTY,0,1,,3847.5
166.0,2015007,GENERAL SURG.,COLORECTAL SURG,ANORECTAL AGENESIS WITH OR WITHOUT FISTULA OR CLOACAL MALFORMATIONS,0,2,,11495.0
167.0,2015008,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF BOWEL / RECTUM,0,4,,48193.5
84.0,2015009,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF RECTUM WITH OR WITHOUT TEMPORARY STOMA,0,4,,40161.25
168.0,2015010,GENERAL SURG.,COLORECTAL SURG,BOWEL RESCETION FOR COMLICATED DIVERTICULOSIS,0,4,,30780.0
169.0,2015011,GENERAL SURG.,COLORECTAL SURG,CECECTOMY,0,2,,10032.0
85.0,2015012,GENERAL SURG.,COLORECTAL SURG,CECOSTOMY,0,2,,10032.0
170.0,2015013,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF LARGE INTESTINAL STOMA,0,2,,12540.0
171.0,2015014,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF SMALL INTESTINAL STOMA,0,2,,8360.0
86.0,2015015,GENERAL SURG.,COLORECTAL SURG,COLOSTOMY,0,1,,10032.0
172.0,2015016,GENERAL SURG.,COLORECTAL SURG,COLOVAGINAL FISTULA REPAIR,0,2,,20187.5
173.0,2015017,GENERAL SURG.,COLORECTAL SURG,DUODENAL OBSTRUCTION REPAIR / NEONATAL,1,2,,20591.25
87.0,2015018,GENERAL SURG.,COLORECTAL SURG,EXCISION OF THROMBOTIC HAEMORRHOIDS,0,1,,4061.25
174.0,2015019,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF POSITERIOR ANAL FISSURE WITH A FLAP ,0,1,,5918.5
175.0,2015020,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,0,3,,37202.0
88.0,2015021,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / SUBTOTAL-PARTIAL  / LAPAROSCOPIC / COMPLICATED,0,3,,30780.0
176.0,2015022,GENERAL SURG.,COLORECTAL SURG,ILEO-CECAL RESECTION,0,2,,16720.0
177.0,2015023,GENERAL SURG.,COLORECTAL SURG,ILEO-ANAL POUCH CREATION / LAPAROSCOPIC / COMPLICATED,0,3,,37202.0
89.0,2015024,GENERAL SURG.,COLORECTAL SURG,ILEOSTOMY,0,1,,8360.0
178.0,2015025,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS / HIGH - COMPLEX,0,1,,5918.5
179.0,2015026,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS / LOW - SIMPLE,0,1,,4061.25
90.0,2015027,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL EXPLORATION / LAPARASCOPIC ,0,1,,8360.0
180.0,2015028,GENERAL SURG.,COLORECTAL SURG,COLOSTOMY / LAPARASCOPIC ,0,2,,12540.0
181.0,2015029,GENERAL SURG.,COLORECTAL SURG,ILEO-CECAL RESECTION / LAPARASCOPIC ,0,2,,20187.5
91.0,2015030,GENERAL SURG.,COLORECTAL SURG,ILEOSTOMY / LAPARASCOPIC ,0,2,,12540.0
182.0,2015031,GENERAL SURG.,COLORECTAL SURG,LEFT HEMI COLECTOMY / LAPARASCOPIC ,0,2,,24225.0
183.0,2015032,GENERAL SURG.,COLORECTAL SURG,SEGMENTAL RESECTION OF SMALL INTESTINE - MULITPLE  / LAPARASCOPIC ,0,2,,20187.5
92.0,2015033,GENERAL SURG.,COLORECTAL SURG,PROCTOPEXY WITH RESECTION / LAPARASCOPIC ,0,2,,20187.5
184.0,2015034,GENERAL SURG.,COLORECTAL SURG,PROCTOPEXY WITHOUT RESECTION LAPARASCOPIC ,0,2,,16720.0
185.0,2015035,GENERAL SURG.,COLORECTAL SURG,RIGHT HEMI COLECTOMY / LAPARASCOPIC ,0,2,,20187.5
93.0,2015036,GENERAL SURG.,COLORECTAL SURG,SIGMOID COLON RESECTION / LAPARASCOPIC ,0,2,,20187.5
186.0,2015037,GENERAL SURG.,COLORECTAL SURG,SMALL TO SMALL INTESTINE ANASTOMOSIS / LAPARASCOPIC ,0,2,,16720.0
187.0,2015038,GENERAL SURG.,COLORECTAL SURG,ANAL SPHINCTEROTOMY / LEFT LATERAL ,0,1,,5130.0
94.0,2015039,GENERAL SURG.,COLORECTAL SURG,HEMORRHOID / LIGATION,0,0,,1786.0
188.0,2015040,GENERAL SURG.,COLORECTAL SURG,SEGMENTAL RESECTION OF SMALL BOWEL - MULTIPLE ,0,2,,16720.0
189.0,2015041,GENERAL SURG.,COLORECTAL SURG,NEONATAL ESOPHAGIAL ATRESIA/FISTULA,0,2,,12958.0
95.0,2015042,GENERAL SURG.,COLORECTAL SURG,NEONATAL INTESTINAL OBSTRUCTION (INTESTINAL ATRESIA),0,2,,20591.25
190.0,2015043,GENERAL SURG.,COLORECTAL SURG,OMENTECTOMY,0,2,,12934.724999999999
191.0,2015044,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR - MINOR ,0,2,,12958.0
96.0,2015045,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR - MAJOR,0,3,,29925.0
192.0,2015046,GENERAL SURG.,COLORECTAL SURG,PILONIDAL SINSUS EXCISION WITH CLOSURE,0,1,,6764.0
193.0,2015047,GENERAL SURG.,COLORECTAL SURG,PROCTO COLECTOMY WITH ILEAL POUCH ANAL ANASTOMOSIS,0,4,,42275.0
97.0,2015048,GENERAL SURG.,COLORECTAL SURG,PROCTOCOLECTOMY /  / LAPAROSCOPIC / COMPLICATED,0,4,,30780.0
194.0,2015049,GENERAL SURG.,COLORECTAL SURG,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,0,4,,39738.5
195.0,2015050,GENERAL SURG.,COLORECTAL SURG,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,0,2,,12540.0
98.0,2015051,GENERAL SURG.,COLORECTAL SURG,ANAL SPHENECTER STENOSIS REPAIR WITH FLAP,0,2,,12540.0
196.0,2015052,GENERAL SURG.,COLORECTAL SURG,PARASTOMAL HERNIAREPAIR,0,2,,12540.0
197.0,2015053,GENERAL SURG.,COLORECTAL SURG,TRANSVERSE COLON RESECTION,0,3,,20187.5
99.0,2015054,GENERAL SURG.,COLORECTAL SURG,RIGHT HEMI-COLECTOMY,0,2,,16720.0
198.0,2015055,GENERAL SURG.,COLORECTAL SURG,SIGMOID COLON RESECTION,0,2,,16720.0
199.0,2015056,GENERAL SURG.,COLORECTAL SURG,ANAL FISTULOTOMY / SIMPLE ,0,1,,5918.5
100.0,2015057,GENERAL SURG.,COLORECTAL SURG,SMALL TO SMALL INTESTINE ANASTOMOSIS,0,2,,12540.0
200.0,2015058,GENERAL SURG.,COLORECTAL SURG,TOTAL COLECTOMY,0,3,,27312.499999999996
201.0,2015059,GENERAL SURG.,COLORECTAL SURG,TOTAL COLON RESECTION,0,3,,34200.0
101.0,2015060,GENERAL SURG.,COLORECTAL SURG,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED,0,4,,37202.0
202.0,2016001,GENERAL SURG.,BARIATRIC SURG,BARIATRIC OPERATION REVISION,0,1,,3534.0
203.0,2016002,GENERAL SURG.,BARIATRIC SURG,BILIO-PANCREATIC DIVERSION (BPD) (SCOPINARO PROCEDURE ),0,3,,35511.0
102.0,2016003,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,0,4,,40584.0
204.0,2016004,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,0,4,,40584.0
205.0,2016005,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,0,4,,45657.0
103.0,2016006,GENERAL SURG.,BARIATRIC SURG,DIAGNOSTIC LAPAROSCOPY POST BARIATRIC SURGERY ,0,1,,8360.0
206.0,2016007,GENERAL SURG.,BARIATRIC SURG,BAND REMOVAL / LAPAROSCOPIC,0,1,,16720.0
207.0,2016008,GENERAL SURG.,BARIATRIC SURG,BAND REMOVAL WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,2,,20187.5
104.0,2016009,GENERAL SURG.,BARIATRIC SURG,GASTRIC BANDING / LAPAROSCOPIC ,0,2,,29925.0
208.0,2016010,GENERAL SURG.,BARIATRIC SURG,GASTRIC BANDING WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,,34665.5
209.0,2016011,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS / LAPAROSCOPIC ,0,2,,32490.0
105.0,2016012,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,,37202.0
210.0,2016013,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,,37202.0
211.0,2016014,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,0,3,,42275.0
106.0,2016015,GENERAL SURG.,BARIATRIC SURG,NISSEN FUDOPLICATION / LAPAROSCOPIC ,0,3,,24225.0
212.0,2016016,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS / LAPAROSCOPIC ,0,3,,32490.0
213.0,2016017,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,,37202.0
107.0,2016018,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,,37202.0
214.0,2016019,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL LAPAROSCOPIC ,0,4,,42275.0
215.0,2016020,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY / LAPAROSCOPIC ,0,3,,23750.0
108.0,2016021,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,,28500.0
216.0,2016022,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,,37202.0
217.0,2016023,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,0,3,,42275.0
109.0,2016024,GENERAL SURG.,BARIATRIC SURG,BARIATRIC REVISION / MAJOR ,0,1,,6764.0
218.0,2016025,GENERAL SURG.,BARIATRIC SURG,GASTRIC BYPASS POUCH RESIZING FOLLOWING REGAIN,0,3,,32490.0
219.0,2016026,GENERAL SURG.,BARIATRIC SURG,GASTRIC BYPASS COMMON LIMB SHORTENING FOLLOWING REGAIN,0,3,,32490.0
110.0,2016027,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS TOTAL REVERSAL,0,3,,32490.0
220.0,3011001,OBS & GYN,MINOR SURG,CERVICAL CIRCLAGE / SHIRODKAR SUTURE,0,D/C,,3277.4999999999995
221.0,3011002,OBS & GYN,MINOR SURG,CERVICAL POLYPECTOMY,0,D/C,,3058.9999999999995
111.0,3011003,OBS & GYN,MINOR SURG,D WITH C WITH BIOPSY,0,1,,3277.4999999999995
222.0,3011004,OBS & GYN,MINOR SURG,DOUGLAS POUCH ABSCESS DRAINAGE,0,1,,4924.8
223.0,3011005,OBS & GYN,MINOR SURG,EXCISION OF BARTHOLIN'S CYST,0,1,,3180.6
112.0,3011006,OBS & GYN,MINOR SURG,EXTERNAL CEPHALIC VERSION (ECV),0,D/C,,2161.25
224.0,3011007,OBS & GYN,MINOR SURG,HYMENOTOMY / HYMENECTOMY,0,D/C,,2622.0
225.0,3011008,OBS & GYN,MINOR SURG,DIAGNOSTIC LAPARASCOPY (NON-INFERTILITY) ,0,1,,5745.599999999999
113.0,3011009,OBS & GYN,MINOR SURG,POLYPECTOMY FRACTIONAL CURRETAGE,0,1,,3286.6200000000003
226.0,3011010,OBS & GYN,MINOR SURG,POLYPECTOMY WITH D WITH C,0,1,,4104.0
227.0,3011011,OBS & GYN,MINOR SURG,REMOVAL OF CIRCLAGE,0,0,,1658.6999999999998
114.0,3011012,OBS & GYN,MINOR SURG,REMOVAL OF IUCD (U.G.A.),0,D/C,,1658.6999999999998
228.0,3011013,OBS & GYN,MINOR SURG,SURGICAL EVACUATION OF UTERUS WITH BIOPSY,0,1,,3847.5
229.0,3011014,OBS & GYN,MINOR SURG,VAGINAL PERINEAL REPAIR,0,1,,3847.5
115.0,3012001,OBS & GYN,MEDIUM SURG,CERVICAL TEAR REPAIR,0,1,,6087.599999999999
230.0,3012002,OBS & GYN,MEDIUM SURG,DISSECTION OF SYNOECHEA-ASHERMAN'S SYNDROME / HYSTROSCOPIC  ,0,1,,15472.079999999998
231.0,3012003,OBS & GYN,MEDIUM SURG,ENDROETRIAL ABLATION / HYSTROSCOPIC ,0,1,,14554.665
116.0,3012004,OBS & GYN,MEDIUM SURG,METROPLASTY-REPAIR OF SEPTATE UTERUS / HYSTROSCOPIC ,0,1,,15472.079999999998
232.0,3012005,OBS & GYN,MEDIUM SURG,POLYPECTOMY / HYSTROSCOPIC ,0,1,,9129.12
233.0,3012006,OBS & GYN,MEDIUM SURG,REMOVAL OF ENDOMETRIAL FIBROID / HYSTROSCOPIC ,0,1,,12893.4
117.0,3012007,OBS & GYN,MEDIUM SURG,POSTERIOR COLPOPERINEORRHAPHY,0,1,,4096.875
234.0,3012008,OBS & GYN,MEDIUM SURG,SALPINGECTOMY / SALPINGOSTOMY,0,1,,4463.099999999999
235.0,3013001,OBS & GYN,MAJOR SURG,CERVIX AMPUTATION,0,1,,6341.25
118.0,3013002,OBS & GYN,MAJOR SURG,ANTERIOR COLPOPERINEORRHAPHY,0,1,,7609.5
236.0,3013003,OBS & GYN,MAJOR SURG,VAGINAL CLASSICAL REPAIR,0,1,,10032.0
237.0,3013004,OBS & GYN,MAJOR SURG,OOPHRECTOMY,0,1,,11286.0
119.0,3013005,OBS & GYN,MAJOR SURG,OVARIAN CYSTECTOMY,0,1,,7428.999999999999
238.0,3013006,OBS & GYN,MAJOR SURG,SIMPLE VULVECTOMY,0,1,,7406.58
239.0,3014001,OBS & GYN,FINE MAJOR SURG,ECTOPIC PREGNANCY / LAPARASCOPIC,0,2,,14381.099999999999
120.0,3014002,OBS & GYN,FINE MAJOR SURG,ABDOMINAL COLPOPEXY,0,2,,14877.0
240.0,3014003,OBS & GYN,FINE MAJOR SURG,ABDOMINAL TOTAL HYSTERECTOMY,0,2,,14257.125
241.0,3014004,OBS & GYN,FINE MAJOR SURG,ABDOMINAL SLING FOR CONGENITAL PROLAPSE,0,2,,14257.125
121.0,3014005,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH CANALIZATION OF TUBE,0,1,,9196.0
242.0,3014006,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (BILATERAL),0,2,,14381.099999999999
243.0,3014007,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (UNILATERAL),0,2,,14133.15
122.0,3014008,OBS & GYN,FINE MAJOR SURG,EXCISION OF TUBAL ECTOPIC PREGNANCY,0,2,,9831.359999999999
244.0,3014009,OBS & GYN,FINE MAJOR SURG,EXPLORATION WITH RECONSTRUCTION OF FALLOPIAN TUBES,0,2,,11913.0
245.0,3014010,OBS & GYN,FINE MAJOR SURG,FOTHERGILLS OPERATION,0,2,,10659.0
123.0,3014011,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY,0,2,,11913.0
246.0,3014012,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC UILATERAL,0,2,,12852.074999999999
247.0,3014013,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC BILATERAL,0,2,,19665.0
124.0,3014014,OBS & GYN,FINE MAJOR SURG,ADHESIOLYSIS WITH OVARIAN CYSTECTOMY WITH NEO-OSTIA OF FALLOPIAN TUBE / LAPAROTOMY,0,2,,14381.099999999999
248.0,3014015,OBS & GYN,FINE MAJOR SURG,CHECKING OF TUBAL PATENCY / LAPARASCOPIC ,0,2,,7609.5
249.0,3014016,OBS & GYN,FINE MAJOR SURG,COAGULATION OF ENDOMETRIOSIS / LAPARASCOPIC ,0,2,,14381.099999999999
125.0,3014017,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY / LAPARASCOPIC ,0,2,,15620.849999999999
250.0,3014018,OBS & GYN,FINE MAJOR SURG,LASER MYOLISIS / LAPARASCOPIC ,0,2,,15124.949999999999
251.0,3014019,OBS & GYN,FINE MAJOR SURG,OVARIAN CYSTECTOMY WITH ADHESIOLYSIS / LAPARASCOPIC ,0,2,,14728.23
126.0,3014020,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING (BILATERAL) / LAPARASCOPIC ,0,2,,11536.8
252.0,3014021,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING (UNILATERAL) / LAPARASCOPIC ,0,2,,9279.6
253.0,3014022,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING WITH ADHESIOLYSIS / LAPARASCOPIC ,0,2,,14728.23
127.0,3014023,OBS & GYN,FINE MAJOR SURG,REMOVAL OF MISSED IUCD / LAPARASCOPIC ,0,2,,9279.6
254.0,3014024,OBS & GYN,FINE MAJOR SURG,SALPINGECTOMY WITH REMOVAL OF ECTOPIC PREGNANCY / LAPARASCOPIC ,0,2,,14728.23
255.0,3014025,OBS & GYN,FINE MAJOR SURG,SALPINGO-OOPHORECTOMY (BILATERAL) / LAPARASCOPIC ,0,2,,11787.599999999999
128.0,3014026,OBS & GYN,FINE MAJOR SURG,SALPINGO-OOPHORECTOMY (UNILATERAL) / LAPARASCOPIC ,0,1,,9279.6
256.0,3014027,OBS & GYN,FINE MAJOR SURG,TUBAL LIGATION ON CAUTERIZATION / LAPARASCOPIC ,0,1,,7355.849999999999
257.0,3014028,OBS & GYN,FINE MAJOR SURG,TUBAL LIGATION ON CAUTERIZATION BILATERAL / LAPARASCOPIC ,0,1,,8276.4
129.0,3014029,OBS & GYN,FINE MAJOR SURG,OVARIAN CYSTECTOMY (BILATERAL) / LAPARASCOPIC ,0,2,,15158.437499999998
258.0,3014030,OBS & GYN,FINE MAJOR SURG,MYOMECTOMY,0,1,,10032.0
259.0,3014031,OBS & GYN,FINE MAJOR SURG,RADICAL VULVECTOMY,0,2,,14257.125
130.0,3014032,OBS & GYN,FINE MAJOR SURG,RECURRENT MYOMECTOMY   ,0,2,,14257.125
260.0,3014033,OBS & GYN,FINE MAJOR SURG,RECURRENT OVARIAN TUMOUR   ,0,2,,14257.125
261.0,3014034,OBS & GYN,FINE MAJOR SURG,REPAIR OF RECTO-VAGINAL FISTULA   ,0,2,,14877.0
131.0,3014035,OBS & GYN,FINE MAJOR SURG,REPAIR OF VESICO-VAGINAL FISTULA   ,0,2,,14877.0
262.0,3014036,OBS & GYN,FINE MAJOR SURG,VAGINAL COLPSUSPENSION (VSSF),0,2,,14877.0
263.0,3014037,OBS & GYN,FINE MAJOR SURG,VAGINAL HYSTERECTOMY  ,0,1,,12540.0
132.0,3014038,OBS & GYN,FINE MAJOR SURG,VAGINAL SACRO SPINOUS FIXATION,0,2,,14050.5
264.0,3014039,OBS & GYN,FINE MAJOR SURG,VAGINAL SACROSPINOUS HYSTEROPEXY   ,0,2,,14050.5
265.0,3014040,OBS & GYN,FINE MAJOR SURG,WEDGE RESECTION OF OVARY   ,0,1,,4488.75
133.0,3014041,OBS & GYN,FINE MAJOR SURG,WEDGE RESECTION OF OVARY / LAPAROSCOPIC    ,0,1,,6446.9375
118.0,3014042,OBS & GYN,FINE MAJOR SURG,ANTERIOR/POSTERIOR COLPOPERINEORRHAPHY WITH MESH (IMPLANT NOT INCLUDED),0,2,,10687.5
,3014043,OBS & GYN,FINE MAJOR SURG,LABIOPLASTY ,0,1,,6175.0
266.0,3015001,OBS & GYN,DELIVERY,DELIVERY BREECH WITH NORMAL BABY,0,1,,5918.5
267.0,3015002,OBS & GYN,DELIVERY,DELIVERY CAESARIAN WITH NORMAL BABY,0,3,,13109.999999999998
134.0,3015003,OBS & GYN,DELIVERY,DELIVERY CAESARIAN FOR TRIPLETS,0,4,,16302.0
268.0,3015004,OBS & GYN,DELIVERY,DELIVERY CAESARIAN FOR TWINS,0,3,,14050.5
269.0,3015005,OBS & GYN,DELIVERY,DELIVERY CAESARIAN REPEATED (WITH NORMAL BABY),0,3,,14055.012499999997
135.0,3015006,OBS & GYN,DELIVERY,L.S.C.S WITH BILATERAL TUB LIGITATION AND REMOVAL OF OVARY ,0,3,,13224.0
270.0,3015007,OBS & GYN,FINE MAJOR SURG,L.S.C.S WITH ABDOMINAL HYSTERECTOMY,0,3,,14877.0
271.0,3015008,OBS & GYN,DELIVERY,DELIVERY NORMAL (WITH NORMAL BABY),0,1,,5325.9375
136.0,3015009,OBS & GYN,DELIVERY,DELIVERY NORMAL FOR TWINS (UNCOMPLICATED),0,1,,7019.312499999999
272.0,3015010,OBS & GYN,DELIVERY,DELIVERY VACUUM  (WITH NORMAL BABY),0,1,,5918.5
273.0,3021001,OBS & GYN,IVF ,ASSISTED HATCHING  ,0,1,,2464.6799999999994
137.0,3021002,OBS & GYN,IVF ,DIGANOSTIC HYSTEROSCOPY  ,0,1,,4275.0
274.0,3021003,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (3 YEARS)   ,0,0,,6087.599999999999
275.0,3021004,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (ONE YEAR)  ,0,0,,2143.2
138.0,3021005,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (TWO YEARS)   ,0,0,,4104.0
276.0,3021006,OBS & GYN,IVF ,EMRYO TRANSFER  ,0,0,,2143.2
277.0,3021007,OBS & GYN,IVF ,ENDOMETRIAL ABLATION   ,0,1,,12038.4
139.0,3021008,OBS & GYN,IVF ,FROZEN EMBRYO REPLACEMENT CYCLE  ,0,0,,3693.6
278.0,3021009,OBS & GYN,IVF ,HYSTEROSALPINGOGRAPHY IN O.R. (U.G.A.)  ,0,D/C,,2884.2
279.0,3021010,OBS & GYN,IVF ,ENDOMETRIAL BIOPSY / HYSTEROSCOPIC ,0,D/C,,6087.599999999999
140.0,3021011,OBS & GYN,IVF ,METROPLASTY / HYSTEROSCOPIC ,0,D/C,,12038.4
280.0,3021012,OBS & GYN,IVF ,POLYPECTOMY / HYSTEROSCOPIC ,0,D/C,,7102.2
281.0,3021013,OBS & GYN,IVF ,REMOVAL OF SYNECHIA / HYSTEROSCOPIC ,0,D/C,,12038.4
141.0,3021014,OBS & GYN,IVF ,MYOMECTOMY / HYSTEROSCOPIC ,0,D/C,,12038.4
282.0,3021015,OBS & GYN,IVF ,ICSI CYCLE FIRST ATTEMPT   ,0,D/C,,19665.0
283.0,3021016,OBS & GYN,IVF ,ICSI CYCLE SECOND ATTEMPT   ,0,D/C,,16051.199999999999
142.0,3021017,OBS & GYN,IVF ,IUI INCLUDING 3 ULTRASOUND WITH URINE TEST   ,0,D/C,,2143.2
284.0,3021018,OBS & GYN,IVF ,IVF CYCLE FIRST ATTEMPT   ,0,D/C,,16387.5
285.0,3021019,OBS & GYN,IVF ,IVF CYCLE SECOND ATTEMPT   ,0,D/C,,15294.999999999998
143.0,3021020,OBS & GYN,IVF ,PRE IMPLANTATION GENETIC SCREEING (PGS) 4 EMBRYOS   ,0,D/C,,5643.0
286.0,3021021,OBS & GYN,IVF ,TESTICULAR ASPIRATION   ,0,D/C,,4617.0
287.0,4011001,C.V.T.,FINE MAJOR SURG,AORTIC VALVE / MECHANICAL                                                          ,1,3,,53139.674999999996
144.0,4011002,C.V.T.,FINE MAJOR SURG,AORTIC VALVE / TISSUE                                                                 ,1,3,,50603.174999999996
288.0,4011003,C.V.T.,FINE MAJOR SURG,ATRIAL FIBRILLATION BY CRYOTHERAPY ,1,4,,80750.0
289.0,4011004,C.V.T.,FINE MAJOR SURG,AV FISTULA ANGIOPLASTY,0,1,,16387.5
145.0,4011005,C.V.T.,FINE MAJOR SURG,"BIOPSY, PERICARDIAM",0,2,,30780.0
