TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,PRICE,price of 1/2/2021,ADA CODE - ONLY FOR DENTAL,CCHI BS  CODE 1,CCHI BS  CODE 2,CCHI BS  CODE 3,CCHI BS  CODE 4,CCHI BS  CODE 5,CCHI BS  CODE 6,CCHI BS  CODE 7,AUDIT DESCRIPTION,Comment
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0967,CONTRAST MEDIA FOR PROCEDURE 3 VIALS,X-RAY,275,303.0,,,,,,,,,Not Applicable/No codes,no code for supply items
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0968,CONTRAST MEDIA FOR PROCEDURE 4 VIALS,X-RAY,357.5,394.0,,,,,,,,,Not Applicable/No codes,no code for supply items
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0969,CONTRAST MEDIA FOR PROCEDURE 5 VIALS,X-RAY,440,484.0,,,,,,,,,Not Applicable/No codes,no code for supply items
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0970,PAIN BLOCK - UNILATERAL,X-RAY,1650,1815.0,,391000000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0971,PAIN BLOCK - BILATERAL,X-RAY,2200,2420.0,,391000000,,,,,,,,391000000 x 2
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0972,RECURRENT VARICOCELE EMBOLIZATION - UNILATERAL,X-RAY,8800,9680.0,,353211000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0973,RECURRENT VARICOCELE EMBOLIZATION - BILATERAL,X-RAY,14300,15730.0,,353211000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0974,PRE OPERATIONAL EMBOLIZATION,X-RAY,6600,7260.0,,353211000,,,,,,,,"This description can't be accurately matched as it does not include a site. Description should be specific e.g. 'embolisation, transcatheter, blood vessel, renal'"
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0975,USING OF ANGIOGRAPHY MACHINE,X-RAY,1980,2178.0,,,,,,,,,Not Applicable/No codes,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0976,PARATHYOID SCAN,X-RAY,2420,2662.0,,614800000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0977,RENAL CAPTOPRIL,X-RAY,3625.6,3989.0,,552780000,613860000,,,,,,,Neither codes specify captopril scan.
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0978,MAMMOSCAN,X-RAY,2200,2420.0,,593000000,,,,,,,,Assumed bilateral.
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0979,PET SCAN 18F-FDG 14MCI,X-RAY,16500,18150.0,,615230000,,,,,,,,ok with whole body
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0981,PET SCAN-THYROID I-124,X-RAY,22000,24200.0,,909050300,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0982,HEAD AND NECK VASCULAR EMBOLIZATION,X-RAY,60500,66550.0,,353210300,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0983,THALIUM W/PHARMACOLOGICAL STRESS(XRAY),X-RAY,3850,4235.0,,117120000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0984,THALIUM EXERCISE STRESS TEST (XRAY),X-RAY,3850,4235.0,,117120000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0985,UNILATERAL ABLATION OF VARICOSE VEINS,X-RAY,6600,7260.0,,325200000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0986,BILATERAL ABLATION OF VARICOSE VEINS,X-RAY,8800,9680.0,,325200000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0987,HEAD & NECK MALFORMATION EMBOLIZATION,X-RAY,38500,42350.0,,353210300,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0988,PET CT FUSION,X-RAY,7700,8470.0,,,,,,,,,To be Excluded/no specific site documented,"This description can't be matched as it doesn't specify site. This description/code should not be used. Descriptions must specify site e.g. 'PET CT Fusion, lung"""
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0989,PET MRI FUSION,X-RAY,5500,6050.0,,,,,,,,,To be Excluded/no specific site documented,"This description can't be matched as it doesn't specify site. This description/code should not be used. Descriptions must specify site e.g. 'PET MRI Fusion, brain"""
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0990,CEREBRAL SCINTIGRAPHY CT FUSION,X-RAY,3300,3630.0,,909100000,560010000,,,,,,,Imaging Services CCHI codes may need expansion to include these (fusion) scans
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0991,TC99 DMSA,X-RAY,2200,2420.0,,613860100,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0992,TC99 HIDA,X-RAY,2200,2420.0,,613600000,613610000,613690000,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0993,CARDIAC FIRST PASS,X-RAY,2750,3025.0,,613200100,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0995,PERCUTANEOUS GASTROSTOMY,X-RAY,6600,7260.0,,304810000,304830000,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0996,COMBINED CRANIAL AND SPINAL ANGIOGRAPHY,X-RAY,16500,18150.0,,573500000,573500500,,,,,,,Should description read as spiral angiography?
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0997,UNILATERAL SONOMAMMOGRAPHY,X-RAY,770,847.0,,550700000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0998,BILATERAL SONOMAMMOGRAPHY,X-RAY,935,1029.0,,550760000,,,,,,,,
TUIC,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMXRY-0999,ISOTOPE GASTRIC EMPTYING,X-RAY,1650,1815.0,,613810000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACU-0500,SECOND OPINION CONSULTATION,ACCUPT/DERM,110,121.0,,836000060,,,,,,,,Correct if GP consultation. 836000070 if Specialist consultation. 836000080 if Consultant consultation.
TUIC,OTHER PROCEDURES,FMONC-1008,ONE WEEK ONCOLOGY CARE SUPERVISION,ONCOLOGY/NUCLEAR MED,1100,1210.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMONC-1007,3 DAYS CARE ONCOLOGY SUPERVISION,ONCOLOGY/NUCLEAR MED,550,605.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMACUA0000,ACUPUNCTURE CONSULTATION-IN-PT,ACCUPT/DERM,110,121.0,,836000190,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0002,ACUPUNCTURE THERAPY,ACCUPT/DERM,220,242.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0003,TRIGGER POINT INJECTION,ACCUPT/DERM,220,242.0,,931730000,961981900,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0006,HYPNOSIS,ACCUPT/DERM,137.5,152.0,,961030000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0010,STELLATE GANGLION BLOCK,ACCUPT/DERM,1320,1452.0,,182980000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0011,SIMPLE PER.NERVE INJECTION,ACCUPT/DERM,1320,1452.0,,182920001,,,,,,,,neurolytic agent into other peripheral nerve
TUIC,OTHER PROCEDURES,FMACUA0016,ACUPUNCTURE PER SESSION,ACCUPT/DERM,165,182.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0017,ACUPUNCTURE COURSE 10 SESSIONS,ACCUPT/DERM,1336.5,1471.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0018,ACUPUNCTURE COURSE 7 SESSION,ACCUPT/DERM,1083.5,1192.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0019,ACUPUNCTURE COURSE 5 SESSION,ACCUPT/DERM,770,847.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0020,MOXIBUSTION / STICK,ACCUPT/DERM,165,182.0,,999999999,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMACUA0021,CUPPING - AREA,ACCUPT/DERM,93.5,103.0,,836000190,,,,,,,,No KSA code for cupping
TUIC,OTHER PROCEDURES,FMACUA0022,TRIGGER POINT STIMULATION,ACCUPT/DERM,137.5,152.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0023,TRANSNERVE STIMULATION,ACCUPT/DERM,231,255.0,,961550000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0024,SLEEP INDUCING ACUPUNCTURE     FOR INSOMNIA,ACCUPT/DERM,231,255.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0025,ACUPUNCTURE MEDEL,ACCUPT/DERM,11,13.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0026,ACUPUNCTURE FOR OBESCITY,ACCUPT/DERM,440,484.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMACUA0028,DEPILATION H REMOVAL 30 MINS,ACCUPT/DERM,247.5,273.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMADM-0001,LOST PIN CARD,ADMINISTRATION,11,13.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMADM-0003,BREAK OF INSTRUMENT,ADMINISTRATION,1650,1815.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMADM-1005,LOST AND BROKEN ITEMS,ADMINISTRATION,11,13.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMADM-1006,COVER SEAT TOILET PVC HARD - LOULOU - MT9202,ADMINISTRATION,38.5,43.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMADM-1007,BROKEN THERMOS CHINA,ADMINISTRATION,22,25.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMADM-1008,PLATE LUNCH ON SALAD,ADMINISTRATION,16.5,19.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMADM-1009,LOST & DAMAGE ITEMS,ADMINISTRATION,1100,1210.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMANAP0002,LUMBAR PUNCTURE,ANAESTHESIA,269.5,297.0,,390000000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0003,C.P.R. 1ST FOR THE DAY,ANAESTHESIA,1336.5,1471.0,,920520000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0004,C.P.R. 2ND FOR THE DAY,ANAESTHESIA,808.5,890.0,,920520000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0005,C.P.R. 3RD FORTHE DAY,ANAESTHESIA,539,593.0,,920520000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0006,CARDIAC MONITORING/30 MINS,ANAESTHESIA,55,61.0,,920560000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0007,PERICARDIAL TAP,ANAESTHESIA,660,726.0,,383590000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0008,AXILLARY PLEXUS - ANESTHESIA,ANAESTHESIA,330,363.0,,182540001,,,,,,,,bilateral 182540002
TUIC,OTHER PROCEDURES,FMANAP0009,BRACHIAL PLEXUS - ANESTHESIA,ANAESTHESIA,330,363.0,,182540001,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0010,SPINAL ANESTHESIA,ANAESTHESIA,330,363.0,,182163100,,,,,,,,correct if spinal injection of LA
TUIC,OTHER PROCEDURES,FMANAP0011,CAUDAL ANESTHESIA,ANAESTHESIA,330,363.0,,182162900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0012,EPIDURAL ANESTHESIA,ANAESTHESIA,880,968.0,,925089900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0013,EPIDURAL ANALGESIA (LABOUR -   PAIN RELIEF),ANAESTHESIA,880,968.0,,925069900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0014,OXYGEN (O2)  PER HOUR,ANAESTHESIA,66,73.0,,920440000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0015,NITROUS OXIDE (N2O/30 MINS),ANAESTHESIA,55,61.0,,920440000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0016,ENFLURANE (ETHRANE) PER CC,ANAESTHESIA,5.5,7.0,,999999999,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0017,INSERTION OF SUB-CLAVIAN CATH.,ANAESTHESIA,269.5,297.0,,138150000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0018,ARTERIAL LINE,ANAESTHESIA,401.5,442.0,,345240000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0019,TRACHIAL INTUBATION,ANAESTHESIA,165,182.0,,220070000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0020,ARTIFICIAL VENTILATION / HOUR,ANAESTHESIA,110,121.0,,,,,,,,,To be Excluded/no specific site documented,No KSA Billing Code
TUIC,OTHER PROCEDURES,FMANAP0021,NASOGASTRIC TUBE INSERTION,ANAESTHESIA,165,182.0,,920360000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0022,SUPRA-PUBIC CATHETERIZATION,ANAESTHESIA,330,363.0,,370110000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0023,URINE CATHETER INSERTION,ANAESTHESIA,82.5,91.0,,368000000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0024,SWAN GAUZE CATHETER            (PULMONARY CATHETERIZATION),ANAESTHESIA,1650,1815.0,,138180000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0025,EXTERNAL CARDIAC PACING,ANAESTHESIA,2200,2420.0,,999999999,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0026,BLOOD GAS ANALYSIS,ANAESTHESIA,363,400.0,,730501460,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0027,TRACHEAL SUCTION PROCEDURE-DAY,ANAESTHESIA,66,73.0,,901620000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0028,TRACHEOTOMY CARE,ANAESTHESIA,66,73.0,,901640000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0030,OPD ASSISTANT ANAESTHETIST,ANAESTHESIA,181.5,200.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMANAP0031,MASK G. ANAESTHESIA,ANAESTHESIA,363,400.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0032,LOCAL ANAESTHESIA ASSISTANT/HR,ANAESTHESIA,121,134.0,,836700060,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0033,HALOTHANE PER CC,ANAESTHESIA,5.5,7.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0034,PREMEDICATION VISIT,ANAESTHESIA,121,134.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0035,I.V. ANAESTHESIA,ANAESTHESIA,363,400.0,,925159900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0036,I.V. REGIONAL ANAESTHESIA,ANAESTHESIA,363,400.0,,925199900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0037,FORANE INHALATION PER CC,ANAESTHESIA,16.5,19.0,,115031700,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0038,PULSE OXIMETER MONITOR         (OXYGEN MONITORING),ANAESTHESIA,33,37.0,,122030100,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0039,LUMBAR SYMPATHETIC BLOCK,ANAESTHESIA,489.5,539.0,,182960000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0040,MECHANICAL VENTILATION 24/HRS,ANAESTHESIA,731.5,805.0,,138820000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0041,EXAMINATION UNDER ANESTHESIA,ANAESTHESIA,363,400.0,,321710000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0042,MODERATE RISK ANESTHESIA,ANAESTHESIA,610.5,672.0,,925000000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0043,HIGH RISK ANESTHESIA,ANAESTHESIA,1215.5,1338.0,,836700060,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0044,STELLATE GANGLION BLOCK,ANAESTHESIA,242,267.0,,182980000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0045,DINAMAP PER HOUR,ANAESTHESIA,60.5,67.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0046,NORMOCAP 200 PER HOUR,ANAESTHESIA,60.5,67.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0047,NORMOCAP 200 PER 30 MINUTES,ANAESTHESIA,33,37.0,,,,,,,,,To be Excluded/no specific site documented,No KSA Billing Code
TUIC,OTHER PROCEDURES,FMANAP0048,EPIDURAL INJECTION,ANAESTHESIA,60.5,67.0,,900180000,,,,,,,,Only one code required
TUIC,OTHER PROCEDURES,FMANAP0049,CELL SAVER MACHINE,ANAESTHESIA,610.5,672.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0050,I.V. SEDATION,ANAESTHESIA,181.5,200.0,,925159900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0051,CAPNOGRAPH II PER 30 MINUTES,ANAESTHESIA,121,134.0,,115031100,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0052,NITROUS OXIDE-FULL TANK,ANAESTHESIA,550,605.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0053,NITROUS OXIDE - 3/4 TANK,ANAESTHESIA,412.5,454.0,,,,,,,,,To be Excluded/no specific site documented,No KSA Billing Code
TUIC,OTHER PROCEDURES,FMANAP0054,NITROUS OXIDE - 1/2 TANK,ANAESTHESIA,275,303.0,,922100000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0055,NITROUS OXIDE - 1/4 TANK,ANAESTHESIA,137.5,152.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0056,BICORE MONITORING/DAY (PULM.),ANAESTHESIA,671,739.0,,116000100,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0057,EPIDURAL ANAESTHESIA - OPD     (PAIN RELIEF),ANAESTHESIA,891,981.0,,182162700,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0058,SEVOFURANE PER ML.,ANAESTHESIA,6.6,8.0,,99999999999999,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMANAP0060,G.A. ETT ANAESTHESIA,ANAESTHESIA,269.5,297.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP0061,LMA ANAESTHESIA,ANAESTHESIA,550,605.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9901,OPERATION ROOM,ANAESTHESIA,198,218.0,,836700030,,,,,,,,Operating Room Services - First 30 minutes excluding anaesthesia
TUIC,OTHER PROCEDURES,FMANAP9902,ANAESTHETIC DOCTOR,ANAESTHESIA,198,218.0,,836700060,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9908,ENDOTRACHEAL INTUBATION,ANAESTHESIA,242,267.0,,220070000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9909,ACUPUNCHURE/SESSION,ANAESTHESIA,159.5,176.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9910,ACUPUNTURE NEEDLE EACH,ANAESTHESIA,16.5,19.0,,931730000,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9911,CT/MRI G.A. CHARGES,ANAESTHESIA,550,605.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9912, CT/MRI UNDER SEDATIONS,ANAESTHESIA,330,363.0,,925159900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9914,DELIVERY G.A (One Hour),ANAESTHESIA,1232,1356.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMANAP9915,DELIVERY G.A (30 Min),ANAESTHESIA,618.2,681.0,,925149900,,,,,,,,
TUIC,OTHER PROCEDURES,FMCAR-1002,PACE MAKER FOLLOW UP - REMOVAL OF STICHES,CARDIOLOGY,165,182.0,,922000000,117180000,,,,,,,
TUIC,OTHER PROCEDURES,FMCAR-1003,PACE MAKER PROGRAMING,CARDIOLOGY,440,484.0,,117180000,,,,,,,,
TUIC,OTHER PROCEDURES,FMCAT-0006,INTRA-AORTIC BALLOON PUMP USE,CATH LAB,660,726.0,,383620000,,,,,,,,Coded as percutaneous insertion
TUIC,OTHER PROCEDURES,FMCAT-0033,SYRINGE PUMP,CATH LAB,60.5,67.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMCAT-0034,INFUSION PUMP,CATH LAB,60.5,67.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMCAT-0035,HEMOCHROME ACT MACHINE,CATH LAB,66,73.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMCAT-0037,DR. ALAMRI THERAEUTIC CATHLAB(MULTIPLE),CATH LAB,4400,4840.0,,,,,,,,,Not Applicable/No codes,
TUIC,OTHER PROCEDURES,FMCTS-0001,PLEURAL ASPIRATION,CARDIO THORACIC SURGERY,880,968.0,,388030000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0000,DERMATOLOGY CONSULTATION-IN-PT,DERMATOLOGY,126.5,140.0,,836000020,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0001,REFERRAL FROM OTHER DOCTOR-OP,DERMATOLOGY,66,73.0,,836000020,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0002,PROSTATIC MASSAGE,DERMATOLOGY,143,158.0,,921310000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0003,SVD INJECTION,DERMATOLOGY,110,121.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0004,SKIN BIOPSY,DERMATOLOGY,440,484.0,,300710000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0005,LYMPH NODE BIOPSY,DERMATOLOGY,429,472.0,,300750000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",DERMATOLOGY,429,472.0,,120210000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0008,CHEMICAL CAUTERY,DERMATOLOGY,132,146.0,,416770000,,,,,,,,Assumes arrest of nasal haemorrhage by cauterization
TUIC,OTHER PROCEDURES,FMDER-0009,AUTO VACCINATION,DERMATOLOGY,82.5,91.0,,921710000,,,,,,,,Procedure details required.
TUIC,OTHER PROCEDURES,FMDER-0010,TESTICULAR BIOPSY,DERMATOLOGY,1254,1380.0,,306440400,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0011,SKIN BIOPSY FOR EM,DERMATOLOGY,1397,1537.0,,300710000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0012,WOOD'S LIGHT EXAM,DERMATOLOGY,143,158.0,,425030001,425030002,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0013,ELECTRO-CAUTERY,DERMATOLOGY,676.5,745.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0014,INCISION & CRRETAGE,DERMATOLOGY,709.5,781.0,,906610000,301950000,,,,,,,301950000 is curettage for single lesion. 301950100 multiple lesions
TUIC,OTHER PROCEDURES,FMDER-0015,BASED CELL CARCINOMA,DERMATOLOGY,3910.5,4302.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0016,SOLAR KERATOSIS,DERMATOLOGY,2348.5,2584.0,,301950200,,,,,,,,Assumed laser therapy for a single lesion
TUIC,OTHER PROCEDURES,FMDER-0017,DISSEM SUPER KERATOSIS,DERMATOLOGY,2095.5,2306.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0018,BOWN'S DESEASE,DERMATOLOGY,2348.5,2584.0,,300710000,732000380,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0019,CALLOSITIES,DERMATOLOGY,786.5,866.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0020,PLANTER WART,DERMATOLOGY,181.5,200.0,,301860001,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0021,TZANK SHEAR TEST,DERMATOLOGY,209,230.0,,732000180,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0022,PHOTOPATCH TEST,DERMATOLOGY,286,315.0,,,,,,,,,To be Excluded/no specific site documented,TO BE EXCLUDED  AS NOT USED 
TUIC,OTHER PROCEDURES,FMDER-0023,SKIN PATCH TEST,DERMATOLOGY,429,472.0,,120210000,,,,,,,,120210000- correct for epicut (skin) patch test using >=51 allergens
TUIC,OTHER PROCEDURES,FMDER-0024,ICE CUBE TEST,DERMATOLOGY,319,351.0,,999999999,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMDER-0025,PATHOLOGY TEST,DERMATOLOGY,286,315.0,,734000150,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0026,URETHERAL SCRAPPING,DERMATOLOGY,143,158.0,,903650000,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0027,GONOZYME SWAB,DERMATOLOGY,363,400.0,,730504080,,,,,,,,Assumes high vaginal swab
TUIC,OTHER PROCEDURES,FMDER-0028,BUCCAL SMEAR,DERMATOLOGY,143,158.0,,732000530,,,,,,,,
TUIC,OTHER PROCEDURES,FMDER-0029,LESION SMEAR,DERMATOLOGY,143,158.0,,,,,,,,,Not Applicable/No codes,vague description(cannot find a suitable code)
TUIC,OTHER PROCEDURES,FMDER-0030,VAPOSONE SESSION,DERMATOLOGY,143,158.0,,837000000,,,,,,,Not Applicable/No codes,Not Applicable/No codes
TUIC,OTHER PROCEDURES,FMDER-0031,DERMO TEST,DERMATOLOGY,143,158.0,,120000000,,,,,,,,Assumes skin sensitivity test for allergens
TUIC,OTHER PROCEDURES,FMDER-0032,PUVA THERAPY,DERMATOLOGY,203.5,224.0,,140500000,,,,,,,,
