Department,Service Code,Service Description,Final Price,Type,NPHIES Code (Hyphenated )
NEUROSURGERY,FMNEU-3349,CRANIOTOMY AND EVACUATION OF EXTRADURAL COLLECTION,37000.0,PKG,37000
NEUROSURGERY,FMNEU-3350,CRANIOTOMY AND EVACUATION OF SUBDURAL COLLECTION,46000.0,PKG,46000
NEUROSURGERY,FMNEU-3351,CRANIOTOMY AND EVACUATION OF EXTRADURAL + SUBDURAL COLLECTION,64000.0,PKG,64000
NEUROSURGERY,FMNEU-3352,CRANIOTOMY AND EVACUATION OF EXTRADURAL + SUBDURAL COLLECTION + BRAIN ABSCESS,85000.0,PKG,85000
NEUROSURGERY,FMNEU-3355,CT GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION,43000.0,PKG,43000
NEUROSURGERY,FMNEU-3356,STEREOTACTIC GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION/HEMATOMA,55000.0,PKG,55000
NEUROSURGERY,FMNEU-3357,CRANIOTOMY AND DRAINAGE OF INTRACRANIAL CYST,55000.0,PKG,55000
NEUROSURGERY,FMNEU-3358,ENDOSCOPIC DRAINAGE OF INTRACRANIAL CYST,65000.0,PKG,65000
NEUROSURGERY,FMNEU-3360,CRANIOPLASTY,40000.0,PKG,40600-03-00
NEUROSURGERY,FMNEU-3361,RECONSTRUCTION OF THE SKULL BASE,58000.0,PKG,58000
NEUROSURGERY,FMNEU-3365,REMVL OF FOREIGN B.& REPAIRING THE INTRACRANIAL DURA,60000.0,PKG,92138-00-00
NEUROSURGERY,FMNEU-3367,CRANIOTOMY AND EVACUATION OF INTRACEREBELLAR HEMATOMA,59000.0,PKG,30223-00-00
NEUROSURGERY,FMNEU-3369,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,60000.0,PKG,30223-00-00
NEUROSURGERY,FMNEU-3370,ENDOSCOPIC EVACUATION OF INTRAVENTRICULAR HAEMATOMA,60000.0,PKG,30223-00-00
NEUROSURGERY,FMNEU-3375,REPAIR SKULL BASE FOR CSF FISTULA,58000.0,PKG,58000
NEUROSURGERY,FMNEU-3378,BURR HOLE AND BIOPSY OF BRAIN OR MENINGES LESION,30000.0,PKG,30000
NEUROSURGERY,FMNEU-3379,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,36000.0,PKG,36000
NEUROSURGERY,FMNEU-3380,AWAKE CRANIOTOMY FOR BRAIN TUMOUR,75000.0,PKG,75000
NEUROSURGERY,FMNEU-3381,TRANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,95000.0,PKG,95000
NEUROSURGERY,FMNEU-3383,CRANIOTOMY AND EXCISION OF C-P ANGLE TUMOUR,115000.0,PKG,115000
NEUROSURGERY,FMNEU-3386,CRANIOTOMY EXCISION OF SUPERFICIAL CEREBRAL TUMOUR,62000.0,PKG,62000
NEUROSURGERY,FMNEU-3387,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,92000.0,PKG,92000
NEUROSURGERY,FMNEU-3388,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,93000.0,PKG,93000
NEUROSURGERY,FMNEU-3389,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,95000.0,PKG,99999-99-99
NEUROSURGERY,FMNEU-3390,CRANIOTOMY EXCISION OF SUPERFICIAL CEREBELLAR TUMOUR,62000.0,PKG,62000
NEUROSURGERY,FMNEU-3391,CRANIOTOMY EXCISION OF DEEP CEREBELLAR TUMOUR,92000.0,PKG,92000
NEUROSURGERY,FMNEU-3392,CRANIOTOMY EXCISION OF BRAINSTEM TUMOUR,120000.0,PKG,120000
NEUROSURGERY,FMNEU-3393,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,93000.0,PKG,93000
NEUROSURGERY,FMNEU-3394,ENDOSCOPIC BIOPSY OF BRAIN TUMOUR,75000.0,PKG,75000
NEUROSURGERY,FMNEU-3395,STEREOTACTIC BIOPSY OF BRAIN LESION,75000.0,PKG,40801-00-00
NEUROSURGERY,FMNEU-3396,CRANIOTOMY FOR SURGICAL CLIPPING OF CEREBRAL ANEURYSM - ANTERIOR CIRCULATION,125000.0,PKG,125000
NEUROSURGERY,FMNEU-3397,CRANIOTOMY FOR SURGICAL CLIPPING OF CEREBRAL ANEURYSM - POSTERIOR CIRCULATION,145000.0,PKG,145000
NEUROSURGERY,FMNEU-3398,CRAINIOTOMY AND SURGICAL EXCISION OF SUPRATENTORIAL CRANIAL ARTERIO-VENOUS MALFORMATION,125000.0,PKG,125000
NEUROSURGERY,FMNEU-3399,CRAINIOTOMY AND SURGICAL EXCISION OF INFRATENTORIAL CRANIAL ARTERIO-VENOUS MALFORMATION,145000.0,PKG,145000
NEUROSURGERY,FMNEU-3400,CAROTID-CAVERNOUS FISTULA EMBOLIZATION,98000.0,PKG,98000
NEUROSURGERY,FMNEU-3401,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,98000.0,PKG,98000
NEUROSURGERY,FMNEU-3402,ENDOVASCULAR INTERVENTION FOR CEREBRAL ANEURYSM,98000.0,PKG,98000
NEUROSURGERY,FMNEU-3403,Extracranial to intracranial bypass with superficial temporal artery - DIRECT,75000.0,PKG,75000
NEUROSURGERY,FMNEU-3404,Extracranial to intracranial bypass with superficial temporal artery - INDIRECT,75000.0,PKG,75000
NEUROSURGERY,FMNEU-3405,Extracranial to intracranial bypass with saphenous vein graft,95000.0,PKG,95000
NEUROSURGERY,FMNEU-3406,Extracranial to intracranial bypass with radial artery graft,95000.0,PKG,95000
NEUROSURGERY,FMNEU-3407,Reinforcement of cerebral aneurysm,135000.0,PKG,59970-02-00
NEUROSURGERY,FMNEU-3408,Resection of Spinal Cord AVM/Vascular Malformation,98000.0,PKG,98000
NEUROSURGERY,FMNEU-3409,EMBOLIZATION SPINAL VASCULAR MALFORMATION/LESION,98000.0,PKG,98000
NEUROSURGERY,FMNEU-3410,TEMPORAL LOBECTOMY FOR EPILEPSY SURGERY,95000.0,PKG,95000
NEUROSURGERY,FMNEU-3411,CORPUS CALLOSOTOMY FOR EPILEPSY SURGERY,95000.0,PKG,40700-00-00
NEUROSURGERY,FMNEU-3412,CORTICAL RESECTION FOR EPILESPY,90000.0,PKG,90000
NEUROSURGERY,FMNEU-3413,AWAKE CRANITOMY AND CORTICAL RESECTION FOR EPILESPY,11500.0,PKG,11500
NEUROSURGERY,FMNEU-3414,PARTIAL LOBECTOMY FOR EPILEPSY,95000.0,PKG,95000
NEUROSURGERY,FMNEU-3415,HEMISPHERECTOMY,12500.0,PKG,40706-00-00
NEUROSURGERY,FMNEU-3416,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,95000.0,PKG,39700-00-00
NEUROSURGERY,FMNEU-3417,USE OF CORTICAL STMLTR. FOR MAPPING OF EPILEPTIC CORTEX,55000.0,PKG,96050-00-00
NEUROSURGERY,FMNEU-3418,IMPLANTATION OF DEPTH ELECTRODES FOR EPILEPSY,55000.0,PKG,39130-00-00
NEUROSURGERY,FMNEU-3419,SUBDURAL ELECTRODE INSERTION FOR EPILEPSY,55000.0,PKG,40709-00-00
NEUROSURGERY,FMNEU-3420,SUBDURAL STRIP OR GRIDS INSERTION FOR EPILEPSY,55000.0,PKG,39130-00-00
NEUROSURGERY,FMNEU-3421,Endoscopic third ventriculostomy,55000.0,PKG,40012-00-00
NEUROSURGERY,FMNEU-3422,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,55000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3423,VENTRICULO-PERITONEAL OR VENTRICULO-ATRIAL SHUNT INSERTION,35000.0,PKG,40003-02-00
NEUROSURGERY,FMNEU-3424,VENTRICULO-PLEURAL SHUNT INSERTION,35000.0,PKG,40003-01-00
NEUROSURGERY,FMNEU-3425,REVISION OF VENTRICULO-ATRIAL SHUNT,40000.0,PKG,40003-00-00
NEUROSURGERY,FMNEU-3426,REVISION OF VENTRICULO-PLEURAL SHUNT,40000.0,PKG,40009-00-00
NEUROSURGERY,FMNEU-3427,REVISION OF VENTRICULO-PERITONEAL SHUNT,40000.0,PKG,40003-02-00
NEUROSURGERY,FMNEU-3428,REMOVAL OF VENTRICULO-PERITONEAL OR V-ATRIAL SHUNT,30000.0,PKG,40003-02-00
NEUROSURGERY,FMNEU-3429,REMOVAL OF VENTRICULO-PLEURAL SHUNT,30000.0,PKG,40009-03-00
NEUROSURGERY,FMNEU-3430,REMOVAL OF VENTRICULO-PERITONEAL SHUNT,30000.0,PKG,40003-02-00
NEUROSURGERY,FMNEU-3431,STEREOTATIC IMPLANT. OF SHUNT,40000.0,PKG,99999-99-99
NEUROSURGERY,FMNEU-3432,EXCISION/REPAIR OF BASAL ENCEPHACOLE,55000.0,PKG,40109-00-00
NEUROSURGERY,FMNEU-3433,EXCISION OF SKULL VAULT ENCEPHALOCELE,44000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3434,FRONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,95000.0,PKG,45593-02-01
NEUROSURGERY,FMNEU-3435,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,40000.0,PKG,90569-00-01
NEUROSURGERY,FMNEU-3436,CRANIAL VAULT REMODELING FOR CRANIOSYNOSTOIS,95000.0,PKG,45785-03-00
NEUROSURGERY,FMNEU-3437,ENDOSCOPIC SIMPLE SKULL OSTEOTOM FOR CRANIOSYNOSTOSIS,50000.0,PKG,90569-00-01
NEUROSURGERY,FMNEU-3438,DECOMPRESSION OF OPTIC NERVE - OPTIC CANAL PART,85000.0,PKG,42545-01-01
NEUROSURGERY,FMNEU-3439,OPTIC NERVE SHEETH FENESTRATION,95000.0,PKG,42545-00-00
NEUROSURGERY,FMNEU-3440,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,95000.0,PKG,41569-00-00
NEUROSURGERY,FMNEU-3441,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,95000.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3442,MICRO VASCULAR DECOMPRESSION - OTHER CRANIAL NERVES,95000.0,PKG,39112-00-00
NEUROSURGERY,FMNEU-3443,STEREOTACTIC GUIDED THALAMOTOMY FOR MOTOR DISORDER,98000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3444,STEREOTACTIC GUIDED POLIDOTOMY FOR MOTOR DISORDER,98000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3445,INSERTION OF MOTOR CORTEX STIMULATOR (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),75000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3446,STERIOTACTIC INSERTION OF DEEP BRAIN STIMULATOR FOR MOTOR DISORDER (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),125000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3447,INSERTION OF OCCIPITAL NERVE STIMULATOR (ONS) - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),52500.0,PKG,18242-00-01
NEUROSURGERY,FMNEU-3448,INSERTION OF PERIPHERAL NERVE STIMULATOR (PNS) - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),52500.0,PKG,39138-00-00
NEUROSURGERY,FMNEU-3449,SURGICAL INSERTION OF SPINAL CORD STIMULATOR - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),65500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3450,PERCUTANEOUS INSERTION OF SPINAL CORD STIMULATOR - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),58500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3451,INSERTION OF VAGUS NERVE STIMULATOR (VNS) - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),87500.0,PKG,18244-00-01
NEUROSURGERY,FMNEU-3452,TRIGEMINAL NERVE RADIOFREQUENCY RHIZOTOMY,48000.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3453,TRIGEMINAL NERVE BALLOON COMPRESSION W/OUT IMPLANT,48000.0,PKG,39109-01-00
NEUROSURGERY,FMNEU-3454,TRIGEMINAL NERVE CHEMICAL RHIZOTOMY,48000.0,PKG,40330-00-00
NEUROSURGERY,FMNEU-3455,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,60000.0,PKG,90020-00-00
NEUROSURGERY,FMNEU-3457,FILLING OF BACLOFEN PUMP,12500.0,PKG,96209-19-00
NEUROSURGERY,FMNEU-3458,SELECTIVE DORSAL ROOT RHIZOTOMY - ONE LEVEL,62500.0,PKG,40330-00-00
NEUROSURGERY,FMNEU-3459,SELECTIVE DORSAL ROOT RHIZOTOMY - TWO LEVELS,72500.0,PKG,40330-00-00
NEUROSURGERY,FMNEU-3460,SELECTIVE DORSAL ROOT RHIZOTOMY - THREE LEVELS,82500.0,PKG,40330-00-00
NEUROSURGERY,FMNEU-3461,SELECTIVE DORSAL ROOT RHIZOTOMY - MORE THAN THREE LEVELS,92500.0,PKG,90011-06-00
NEUROSURGERY,FMNEU-3462,REMOVAL DBS – EXTENSION ELECTRODES,37500.0,PKG,39136-02-00
NEUROSURGERY,FMNEU-3463,REMOVAL DBS ELECTRODES,37500.0,PKG,39136-02-00
NEUROSURGERY,FMNEU-3464,ADJUSTMENT OF DBS ELECTRODES,37500.0,PKG,39131-02-00
NEUROSURGERY,FMNEU-3465,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),62500.0,PKG,40712-01-00
NEUROSURGERY,FMNEU-3466,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) EXTENSION ELECTRODES,37500.0,PKG,40712-01-00
NEUROSURGERY,FMNEU-3467,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) – EXTENSION ELECTRODES,31250.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3468,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) ELECTRODES,31250.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3469,REMOVAL OF PERIPHERAL NERVE STIMULATOR (PNS) – ELECTRODES,25000.0,PKG,39136-02-00
NEUROSURGERY,FMNEU-3470,REMOVAL OF PERIPHERAL NERVE STIMULATOR (PNS) – EXTENSION ELECTRODES,25000.0,PKG,39136-02-00
NEUROSURGERY,FMNEU-3471,REMOVAL OF SPINAL CORD STIMULATOR (SCS) ELECTRODES,31250.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3472,REMOVAL OF SPINAL CORD STIMULATOR (SCS) EXTENSION ELECTRODES,31250.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3473,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) – EXTENSION ELECTRODES,31250.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3474,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) ELECTRODES,31250.0,PKG,90016-01-00
NEUROSURGERY,FMNEU-3475,ANTERIOR CERVICAL CORPECTOMY AND STABILIZATION - ONE LEVEL W/OUT IMPLANT,78000.0,PKG,40331-00-00
NEUROSURGERY,FMNEU-3476,ANTERIOR CERVICAL CORPECTOMY AND STABILIZATION - TWO LEVELS W/OUT IMPLANT,88000.0,PKG,40335-00-00
NEUROSURGERY,FMNEU-3477,ANTERIOR CERVICAL CORPECTOMY AND STABILIZATION - THREE LEVELS W/OUT IMPLANT,98000.0,PKG,40335-00-00
NEUROSURGERY,FMNEU-3478,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION - ONE LEVEL W/OUT IMPLANT,88000.0,PKG,40348-00-00
NEUROSURGERY,FMNEU-3479,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION - TWO LEVELS W/OUT IMPLANT,95000.0,PKG,40348-00-00
NEUROSURGERY,FMNEU-3480,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION - THREE LEVELS W/OUT IMPLANT,10500.0,PKG,40348-00-00
NEUROSURGERY,FMNEU-3481,ANTEROLATERAL THORACO OR LUMBER APPROACH WITH STABILIZATION – ONE LEVEL W/OUT IMPLANT,95000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3482,ANTEROLATERAL THORACO OR LUMBER APPROACH WITH STABILIZATION – TWO LEVELS W/OUT IMPLANT,105000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3483,ANTEROLATERAL THORACO OR LUMBER APPROACH WITH STABILIZATION – THREE LEVELS W/OUT IMPLANT,115000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3484,POSTERIOLATERAL THORACIC OR LUMBAR CORPECTOMY - ONE LEVEL - W/OUT IMPLANT,78000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3485,POSTERIOLATERAL THORACIC OR LUMBAR CORPECTOMY - TWO LEVELS - W/OUT IMPLANT,88000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3486,POSTERIOLATERAL THORACIC OR LUMBAR CORPECTOMY - THREE LEVELS - W/OUT IMPLANT,98000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3487,CERVICAL DECOMPRESSIVE LAMINECTOMY - 1 LEVEL,50000.0,PKG,90024-00-00
NEUROSURGERY,FMNEU-3488,CERVICAL DECOMPRESSIVE LAMINECTOMY - 2 LEVELS,55000.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3489,CERVICAL DECOMPRESSIVE LAMINECTOMY - 3 LEVELS,60000.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3490,CERVICAL DECOMPRESSIVE LAMINECTOMY - MORE THAN 3 LEVELS,65000.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3491,CERVICAL LAMINOPLASTY - 1 LEVEL W/OUT IMPLANT,65000.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3492,CERVICAL LAMINOPLASTY - 2 LEVELS W/OUT IMPLANT,75000.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3493,CERVICAL LAMINOPLASTY - 3 LEVELS W/OUT IMPLANT,85000.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3494,CERVICAL LAMINOPLASTY - MORE THAN 3 LEVELS W/OUT IMPLANT,95000.0,PKG,90011-01-00
NEUROSURGERY,FMNEU-3495,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION W/OUT IMPLANT,49500.0,PKG,40333-00-00
NEUROSURGERY,FMNEU-3496,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION W/OUT IMPLANT,62000.0,PKG,40333-00-00
NEUROSURGERY,FMNEU-3497,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION W/OUT IMPLANT,73000.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3498,CERVICAL DISCECTOMY ANTERIOR APPROACH – 3 LEVELS WITH FUSION W/OUT IMPLANT,78000.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3499,CERVICAL DISCECTOMY ANTERIOR APPROACH – MORE THAN 3 LEVELS WITH FUSION W/OUT IMPLANT,85000.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3500,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,41500.0,PKG,40331-00-00
NEUROSURGERY,FMNEU-3501,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,47500.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3502,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 3 NERVE ROOTS,52500.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3503,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 3 NERVE ROOTS,60750.0,PKG,40334-00-00
NEUROSURGERY,FMNEU-3504,INSERTION OF CERVICAL DISC PROSTHESIS - ONE LEVEL - W/OUT IMPLANT,70000.0,PKG,48691-00-00
NEUROSURGERY,FMNEU-3505,INSERTION OF CERVICAL DISC PROSTHESIS - TWO LEVELS -W/OUT IMPLANT,85000.0,PKG,48691-01-00
NEUROSURGERY,FMNEU-3506,ATLANTO AXIAL POSTERIOR FUSION W/OUT IMPLANT,85500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3507,POSTERIOR CERVICAL FUSION AND FIXATION - ONE LEVEL W/OUT IMPLANT,70500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3508,POSTERIOR CERVICAL FUSION AND FIXATION - 2 LEVELS W/OUT IMPLANT,85500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3509,POSTERIOR CERVICAL FUSION AND FIXATION - 3 LEVELS W/OUT IMPLANT,95500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3510,POSTERIOR CERVICAL FUSION AND FIXATION - MORE THAN 4 -6 LEVELS W/OUT IMPLANT,115500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3511,ODONTOID SCREW FIXATION - W/OUT IMPLANT,85500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3512,OCCIPITO CERVICAL POSTERIOR FUSION AND FIXATION W/OUT IMPLANT,115500.0,PKG,90011-02-00
NEUROSURGERY,FMNEU-3513,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - ONE LEVEL - W/OUT IMPLANT,70500.0,PKG,40333-00-00
NEUROSURGERY,FMNEU-3514,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - 2 LEVELS - W/OUT IMPLANT,85500.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3515,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - 3 LEVELS - W/OUT IMPLANT,95500.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3516,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - MORE THAN 3 LEVELS - W/OUT IMPLANT,115500.0,PKG,40333-01-00
NEUROSURGERY,FMNEU-3517,TRANS ORAL/TRANS NASAL ODONTOIDECTOMY,98000.0,PKG,90007-01-00
NEUROSURGERY,FMNEU-3518,DECOMPRESSIVE THORACIC LAMINECTOMY - 1 LEVEL,40000.0,PKG,90024-00-00
NEUROSURGERY,FMNEU-3519,DECOMPRESSIVE THORACIC LAMINECTOMY - 2 LEVELS,45000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3520,DECOMPRESSIVE THORACIC LAMINECTOMY - 3 LEVELS,50000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3521,DECOMPRESSIVE THORACIC LAMINECTOMY - MORE THAN 3 LEVELS,55000.0,PKG,40351-00-00
NEUROSURGERY,FMNEU-3522,LATERAL OR POSTEROLATERAL APPROACH AND THORACIC DISCECTOMY - 1 LEVEL,85000.0,PKG,40300-00-00
NEUROSURGERY,FMNEU-3523,LATERAL OR POSTEROLATERAL APPROACH AND THORACIC DISCECTOMY - 2 LEVELS,90000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3524,LATERAL OR POSTEROLATERAL APPROACH AND THORACIC DISCECTOMY - 3 LEVELS,95000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3525,THORACIC DISC EXCISION TRANSPEDICULAR - 1 LEVEL,85000.0,PKG,48691-01-00
NEUROSURGERY,FMNEU-3526,THORACIC DISC EXCISION TRANSPEDICULAR - 2 LEVELS,90000.0,PKG,48691-01-00
NEUROSURGERY,FMNEU-3527,THORACIC DISC EXCISION TRANSPEDICULAR - 3 LEVELS,95000.0,PKG,48691-01-00
NEUROSURGERY,FMNEU-3528,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,60000.0,PKG,40309-00-00
NEUROSURGERY,FMNEU-3529,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,60000.0,PKG,40309-00-00
NEUROSURGERY,FMNEU-3530,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/LUMBAR,45000.0,PKG,40309-00-00
NEUROSURGERY,FMNEU-3531,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/SACRAL,45000.0,PKG,40309-00-00
NEUROSURGERY,FMNEU-3532,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,70000.0,PKG,40312-00-00
NEUROSURGERY,FMNEU-3533,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,65000.0,PKG,40312-00-00
NEUROSURGERY,FMNEU-3534,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,52500.0,PKG,40312-00-00
NEUROSURGERY,FMNEU-3535,EXCISION OF LESIONS INTRASPINAL INTRADURAL/SACRAL,52500.0,PKG,40312-00-00
NEUROSURGERY,FMNEU-3536,EXCISION OF SPINAL CORD TUMOUR,85000.0,PKG,99999-99-99
NEUROSURGERY,FMNEU-3537,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - ONE LEVEL,30000.0,PKG,90024-00-00
NEUROSURGERY,FMNEU-3538,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - TWO LEVELS,34000.0,PKG,90024-01-00
NEUROSURGERY,FMNEU-3539,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - THREE LEVELS,38000.0,PKG,90024-01-00
NEUROSURGERY,FMNEU-3540,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - MORE THAN THREE LEVELS,45000.0,PKG,90024-01-00
NEUROSURGERY,FMNEU-3541,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,35000.0,PKG,90024-00-00
NEUROSURGERY,FMNEU-3542,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,40000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3543,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – THREE LEVELS,45000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3544,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN THREE LEVELS,55000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3545,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,36000.0,PKG,40300-00-00
NEUROSURGERY,FMNEU-3546,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,31000.0,PKG,40300-00-00
NEUROSURGERY,FMNEU-3547,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,47000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3548,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,36000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3549,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,55000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3550,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,47000.0,PKG,40300-01-00
NEUROSURGERY,FMNEU-3551,ENDOSCOPIC LUMBAR DISCECTOMY - ONE LEVEL,40000.0,PKG,40300-00-00
NEUROSURGERY,FMNEU-3552,RE-FENESTRATION/LAMINECTOMY AND MICRODISCECTOMY - ONE LEVEL,40000.0,PKG,90011-06-00
NEUROSURGERY,FMNEU-3553,RE-FENESTRATION/LAMINECTOMY AND MICRODISCECTOMY - TWO LEVELS,45000.0,PKG,90011-06-00
NEUROSURGERY,FMNEU-3554,RE-FENESTRATION/LAMINECTOMY AND MICRODISCECTOMY - THREE LEVELS,50000.0,PKG,90011-06-00
NEUROSURGERY,FMNEU-3555,RE-FENESTRATION/LAMINECTOMY AND MICRODISCECTOMY - MORE THAN THREE LEVELS,60000.0,PKG,90011-06-00
