HCP Name,S. Type,Code,Provider Service Description,Price,Discount 
SGH Madina,OBS/GYN ,2192009,CAUTERIZATION OF CERVIX,250.0,0.2
SGH Madina,OBS/GYN ,2192010,INSERTION OF IUCD,675.0,0.2
SGH Madina,OBS/GYN ,2192011,REMOVAL OF IUCD,150.0,0.2
SGH Madina,OBS/GYN ,2192012,INSERTION OF RING PESSARY - HODGE PESSARY,60.0,0.2
SGH Madina,OBS/GYN ,2192013,AMNIOSCOPY,275.0,0.2
SGH Madina,OBS/GYN ,2192014,COLPOSCOPY WITHOUT BIOPSY ,500.0,0.2
SGH Madina,OBS/GYN ,2192015,ANTI-D INJECTION ,350.0,0.2
SGH Madina,OBS/GYN ,2192016,COLPOSCOPY WITH BIOPSY ,850.0,0.2
SGH Madina,OBS/GYN ,2192017,DIAGNOSTIC HYSTROSCOPY,2750.0,0.2
SGH Madina,OBS/GYN ,2192018,DIAGNOSTIC HYSTROSCOPY WITH D & C,5200.0,0.2
SGH Madina,OBS/GYN ,2192019,REMOVAL OF HEMOVAC,325.0,0.2
SGH Madina,OBS/GYN ,2192020,BREAST SUCTIONING,350.0,0.2
SGH Madina,OBS/GYN ,2192022,CRYO CAUTERIZATION OF CERVIX,550.0,0.2
SGH Madina,OBS/GYN ,2192023,NEONATAL SCREENING ,825.0,0.2
SGH Madina,OBS/GYN ,2192024,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,2100.0,0.2
SGH Madina,OBS/GYN ,2192025,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),1200.0,0.2
SGH Madina,OBS/GYN ,2192026,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),600.0,0.2
SGH Madina,OBS/GYN ,2192027,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),400.0,0.2
SGH Madina,OBS/GYN ,2192028,PRETERM LABOR TEST (PARTO SURE),400.0,0.2
SGH Madina,OBS/GYN ,2192029,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,8000.0,0.2
SGH Madina,OBS/GYN ,2192030,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,7200.0,0.2
SGH Madina,OBS/GYN ,2192031,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,6000.0,0.2
SGH Madina,OBS/GYN ,1112054,ANC PACKAGE DEAL - FULL PAYMENT - NET,5000.0,0.2
SGH Madina,OBS/GYN ,1112055,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET,3125.0,0.2
SGH Madina,OBS/GYN ,1112056,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET,1875.0,0.2
SGH Madina,OBS/GYN ,3192001,RETROGRADE EJACULATION,900.0,0.2
SGH Madina,OBS/GYN ,3192002,INTRA UTERINE INSEMINATION (IUI),2000.0,0.2
SGH Madina,OBS/GYN ,3192003,"SALINE INSTILLATION ""HYCOSY"" PROCEDURE",650.0,0.2
SGH Madina,OBS/GYN ,3192004,CYST ASPIRATION,1250.0,0.2
SGH Madina,OBS/GYN ,3192005,FREEZING TESTICULAR TISSUE,2000.0,0.2
SGH Madina,OBS/GYN ,3192006,PRE IMPLANTATION GENETIC SCREENING (PGS) PER EMBRYO,1300.0,0.2
SGH Madina,OBS/GYN ,3192007,SAMPLE PREPARATION FOR IUI,800.0,0.2
SGH Madina,OBS/GYN ,3192008,SPERM PREPARATION,500.0,0.2
SGH Madina,ONCOLOGY,9112001,"ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, NON HORMONAL ANTI NEOPLASTIC",600.0,0.2
SGH Madina,ONCOLOGY,9112002,"HORMONAL THERAPY ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, HORMONAL ANTI NEOPLASTIC",400.0,0.2
SGH Madina,ONCOLOGY,9112003,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 1 HOUR",250.0,0.2
SGH Madina,ONCOLOGY,9112004,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS, ADDL EACH HOUR ",750.0,0.2
SGH Madina,ONCOLOGY,9112005,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 2 HOURS",500.0,0.2
SGH Madina,ONCOLOGY,9112006,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 3 HOURS",750.0,0.2
SGH Madina,ONCOLOGY,9112007,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 4 HOURS",3750.0,0.2
SGH Madina,ONCOLOGY,9112008,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 5 HOURS",4500.0,0.2
SGH Madina,ONCOLOGY,9112009,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 6 HOURS",5250.0,0.2
SGH Madina,ONCOLOGY,9112010,CHEMOTHEAPY ADMINISTRATION 8 - 24 HOURS,2000.0,0.2
SGH Madina,ONCOLOGY,9112011,INTRATHECAL CHEMOTHERAPY ADMINISTRATION,5000.0,0.2
SGH Madina,ONCOLOGY,9112012,CHEMOTHERAPY PREPARATION,500.0,0.2
SGH Madina,ONCOLOGY,9112013,FLUSHING OF PORT. CATH,300.0,0.2
SGH Madina,ONCOLOGY,9112014,INTRA-ARTERIAL CHEMOTHERAPY,2000.0,0.2
SGH Madina,ONCOLOGY,9112015,INTRA-PERITONEAL CHEMOTHERAPY,2000.0,0.2
SGH Madina,DERMATOLOGY ,3182001,ELECTRIC CAUTERY UP TO 3 WARTS,250.0,0.2
SGH Madina,DERMATOLOGY ,3182002,ELECTRIC CAUTERY UP TO 5 WARTS,500.0,0.2
SGH Madina,DERMATOLOGY ,3182003,EXCISION OF SKIN FOR BIOPSY,175.0,0.2
SGH Madina,DERMATOLOGY ,3182004,EXCISION OF MOLE FOR BIOPSY,850.0,0.2
SGH Madina,DERMATOLOGY ,3182005,PUVA THERAPY FOR 1 SESSION,85.0,0.2
SGH Madina,DERMATOLOGY ,3182006,INTRA LESIONAL INJECTION,85.0,0.2
SGH Madina,DERMATOLOGY ,3182007,CHEMOSURGERY,85.0,0.2
SGH Madina,DERMATOLOGY ,3182008,ALLERGY SIGN TEST,260.0,0.2
SGH Madina,DERMATOLOGY ,3182009,LOCAL INJECTION ,85.0,0.2
SGH Madina,DERMATOLOGY ,3182010,NITROGEN LIQUID ,175.0,0.2
SGH Madina,DERMATOLOGY ,3182011,SKIN PRICK TEST,325.0,0.2
SGH Madina,DERMATOLOGY ,3182012,PEELING (PER SESSION),900.0,0.2
SGH Madina,DERMATOLOGY ,3182013,ELECTROLYSIS (PER SESSION),900.0,0.2
SGH Madina,DERMATOLOGY ,3182014,SKIN PATCH,650.0,0.2
SGH Madina,DERMATOLOGY ,3182015,BLEECHING (PER SESSION),900.0,0.2
SGH Madina,DERMATOLOGY ,3182016,INTRA CORPORAL INJECTION,200.0,0.2
SGH Madina,DERMATOLOGY ,3182017,DERMOGET,200.0,0.2
SGH Madina,DERMATOLOGY ,3182018,MICROPIGMENTATION (PER SESSION),900.0,0.2
SGH Madina,DERMATOLOGY ,3182019,ACNE SURGERY (PER SESSION),650.0,0.2
SGH Madina,DERMATOLOGY ,3182020,DERM ABRESSION,1300.0,0.2
SGH Madina,DERMATOLOGY ,3182021,URETHRAL IRRIGATION,200.0,0.2
SGH Madina,DERMATOLOGY ,3182022,TESTICULAR BIOPSY ,1300.0,0.2
SGH Madina,DERMATOLOGY ,3182023,TESTICULAR PUNCTURE,1300.0,0.2
SGH Madina,DERMATOLOGY ,3182024,NARROW BAND NB-UVB,100.0,0.2
SGH Madina,DERMATOLOGY ,3182025,REMOVAL OF SKIN TAG 1 TO 3,200.0,0.2
SGH Madina,DERMATOLOGY ,3182026,REMOVAL OF SKIN TAG 4 TO 10,400.0,0.2
SGH Madina,DERMATOLOGY ,3182027,REMOVAL OF SKIN TAG MORE THAN 10,650.0,0.2
SGH Madina,DERMATOLOGY ,3182028,REMOVAL OF EPIDERMAL CYST,600.0,0.2
SGH Madina,DERMATOLOGY ,3182029,REMOVAL OF PIOGENIC GRANULOMA,1300.0,0.2
SGH Madina,DERMATOLOGY ,3182030,EXCISION OF MUCOCELE,1000.0,0.2
SGH Madina,DERMATOLOGY ,3182031,REMOVAL OF MYXOID CYST,1000.0,0.2
SGH Madina,DERMATOLOGY ,3182032,SUTURING WITH SKIN BIOPSY,650.0,0.2
SGH Madina,DERMATOLOGY ,3182033,THREAD NON-SURGICAL LIFT,1500.0,0.2
SGH Madina,RADIOLOGY,8121001,ABDOMEN X-RAY 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121002,ABDOMEN X-RAY 2 VIEW,170.0,0.2
SGH Madina,RADIOLOGY,8121003,X-RAY ANKLE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121004,X-RAY ANKLE -3 TO 4 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121005,X-RAY BARIUM ENEMA - 7 VIEWS,700.0,0.2
SGH Madina,RADIOLOGY,8121006,X-RAY BARIUM ENEMA DOUBLE CONTRAST,750.0,0.2
SGH Madina,RADIOLOGY,8121007,X-RAY BARIUM MEAL /FOLLOW THROUGH  - 6 VIEWS,750.0,0.2
SGH Madina,RADIOLOGY,8121008,X-RAY BARIUM MEAL/UPPER G.I.SERIES - 6 VIEWS,500.0,0.2
SGH Madina,RADIOLOGY,8121009,X-RAY BILATERAL LOWER EXTERIMETIES ,690.0,0.2
SGH Madina,RADIOLOGY,8121010,X-RAY BILATERAL UPPER EXTERIMETIES ,690.0,0.2
SGH Madina,RADIOLOGY,8121011,X-RAY BONE AGE (CHILDREN),135.0,0.2
SGH Madina,RADIOLOGY,8121012,X-RAY BOTH KNEES,260.0,0.2
SGH Madina,RADIOLOGY,8121013,X-RAY BOTH KNEES STANDING,170.0,0.2
SGH Madina,RADIOLOGY,8121014,X-RAY CERVICAL SPINE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121015,X-RAY CERVICAL SPINE - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121016,X-RAY CHEST - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121017,X-RAY CHEST - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121018,X-RAY CHEST - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121019,X-RAY CLAVICLE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121020,CYSTOGRAM,350.0,0.2
SGH Madina,RADIOLOGY,8121021,DACRYOCYSTOGRAPHY,715.0,0.2
SGH Madina,RADIOLOGY,8121022,X-RAY DORSAL SPINE/THORACIC SPINE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121023,X-RAY DORSAL SPINE/THORACIC SPINE 4 VIEWS,260.0,0.2
SGH Madina,RADIOLOGY,8121024,X-RAY ELBOW - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121025,X-RAY ELBOW - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121026,X-RAY FEMUR/THIGH - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121027,X-RAY FEMUR/THIGH - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121028,X-RAY FINGER/THUMB - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121029,FISTULOGRAM,595.0,0.2
SGH Madina,RADIOLOGY,8121030,FLOUROSCOPY SCREENING ,65.0,0.2
SGH Madina,RADIOLOGY,8121031,FLUOROSCOPY IN O.R (C-ARM),425.0,0.2
SGH Madina,RADIOLOGY,8121032,X-RAY FOOT - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121033,X-RAY FOOT - 3 TO 4 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121034,X-RAY FOREARM (ULNA/RADIUS) 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121035,X-RAY FOREARM (ULNA/RADIUS) 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121036,X-RAY GASTRIC BANDING ADJUSTMENT,800.0,0.2
SGH Madina,RADIOLOGY,8121037,X-RAY HAND - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121038,X-RAY HAND - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121039,X-RAY HAND - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121040,X-RAY HEEL (CALCANEUM) - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121041,X-RAY HEEL (CALCANEUM) - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121042,X-RAY HIP - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121043,X-RAY HIP - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121044,X-RAY HIP - 3 TO 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121045,X-RAY HUMERUS UPPER ARM - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121046,X-RAY HUMERUS UPPER ARM - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121047,HYSTEROSALPHINGOGRAPHY,595.0,0.2
SGH Madina,RADIOLOGY,8121048,HYSTEROSALPHINGOGRAPHY UNDER ANAESTHESIA,1445.0,0.2
SGH Madina,RADIOLOGY,8121049,I.V.P. (INTRAVENOUS PYELOGRAM) - 7 VIEWS,595.0,0.2
SGH Madina,RADIOLOGY,8121050,INTRA-OPERATIVE CHOLOANGIOGRAM (I.O.C),500.0,0.2
SGH Madina,RADIOLOGY,8121051,X-RAY KNEE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121052,X-RAY KNEE - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121053,X-RAY KUB/ABDOMEN - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121054,X-RAY KUB/ABDOMEN - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121055,X-RAY LEG - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121056,X-RAY LEG - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121057,X-RAY LUMBAR/LUMBO SACRAL SPINE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121058,X-RAY LUMBAR/LUMBO SACRAL SPINE - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121059,MAMMARY DUCTOGRAM / GALACTOGRAM ,900.0,0.2
SGH Madina,RADIOLOGY,8121060,MAMMOGRAPHY (1 BREAST),500.0,0.2
SGH Madina,RADIOLOGY,8121061,MAMMOGRAPHY (2 BREASTS),595.0,0.2
SGH Madina,RADIOLOGY,8121062,X-RAY MANDIBLE/JAW - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121063,X-RAY MANDIBLE/JAW - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121064,X-RAY MANDIBLE/JAW - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121065,X-RAY MASTOIDS - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121066,X-RAY MASTOIDS - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121067,X-RAY MASTOIDS - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121068,MCU (ALONG WITH IVP),250.0,0.2
SGH Madina,RADIOLOGY,8121069,MCU (MICURATUG URETHROGRAM),425.0,0.2
SGH Madina,RADIOLOGY,8121070,X-RAY NASAL BONES/SINUSES - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121071,X-RAY NASAL BONES/SINUSES - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121072,X-RAY NASAL BONES/SINUSES - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121073,X-RAY NECK - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121074,X-RAY NECK - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121075,X-RAY OESOPHAGUS (BARIUM SWALLOW),425.0,0.2
SGH Madina,RADIOLOGY,8121076,X-RAY ORBIT - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121077,X-RAY ORBIT - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121078,X-RAY PATTELA - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121079,X-RAY PELVIS - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121080,X-RAY PELVIS - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121081,X-RAY PORTABLE BILATERAL LOWER EXTERIMETIES ,605.0,0.2
SGH Madina,RADIOLOGY,8121082,X-RAY PORTABLE BILATERAL UPPER EXTERIMETIES ,605.0,0.2
SGH Madina,RADIOLOGY,8121083,X-RAY PORTABLE CHEST X-RAY 1 VIEW,220.0,0.2
SGH Madina,RADIOLOGY,8121084,X-RAY PORTABLE UNILATERAL LOWER EXTERIMETIES ,345.0,0.2
SGH Madina,RADIOLOGY,8121085,X-RAY PORTABLE UNILATERAL UPPER EXTERIMETIES ,345.0,0.2
SGH Madina,RADIOLOGY,8121086,X-RAY PORTABLE X-RAY 1 VIEW,220.0,0.2
SGH Madina,RADIOLOGY,8121087,X-RAY PORTABLE X-RAY 2 VIEW,255.0,0.2
SGH Madina,RADIOLOGY,8121088,X-RAY PORTABLE X-RAY 3 VIEW,285.0,0.2
SGH Madina,RADIOLOGY,8121089,X-RAY PORTABLE X-RAY 4 VIEW,345.0,0.2
SGH Madina,RADIOLOGY,8121090,X-RAY POSTIRIOR NASAL SPACE/FACIAL (NASOPHARYNX),135.0,0.2
SGH Madina,RADIOLOGY,8121091,RETROGRADE (ASCENDING) URETHROGRAM,425.0,0.2
SGH Madina,RADIOLOGY,8121092,RETROGRADE PYELOGRAPHY BILATERAL,595.0,0.2
SGH Madina,RADIOLOGY,8121093,RETROGRADE PYELOGRAPHY UNILATERAL,595.0,0.2
SGH Madina,RADIOLOGY,8121094,X-RAY RIBS - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121095,X-RAY RIBS - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121096,X-RAY SACRO ILIAC JOINT - 2VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121097,X-RAY SACRUM - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121098,X-RAY SCAPHOID - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121099,X-RAY SCAPHOID SERIES,260.0,0.2
SGH Madina,RADIOLOGY,8121100,X-RAY SHOULDER/SCAPULA - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121101,X-RAY SHOULDER/SCAPULA - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121102,X-RAY SHOULDER/SCAPULA - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121103,X-RAY SIALOGRAM ONE SIDE (SALIVARY),425.0,0.2
SGH Madina,RADIOLOGY,8121104,X-RAY SIALOGRAM TWO SIDES (SALIVARY),595.0,0.2
SGH Madina,RADIOLOGY,8121105,X-RAY SINOGRAM,425.0,0.2
SGH Madina,RADIOLOGY,8121106,X-RAY SKELETAL SURVEY,775.0,0.2
SGH Madina,RADIOLOGY,8121107,X-RAY SKULL - 1 VIEW,135.0,0.2
SGH Madina,RADIOLOGY,8121108,X-RAY SKULL - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121109,X-RAY SKULL - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121110,X-RAY SKULL - 4 VIEWS,260.0,0.2
SGH Madina,RADIOLOGY,8121111,STEREOTACTIC BIOPSY OF THE BREAST,6000.0,0.2
SGH Madina,RADIOLOGY,8121112,X-RAY STERNUM - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121113,X-RAY SUBMANDIBULAR GLAND - 1 VIEW,170.0,0.2
SGH Madina,RADIOLOGY,8121114,X-RAY SUBMANDIBULAR GLAND - 3 VIEWS,200.0,0.2
SGH Madina,RADIOLOGY,8121115,T.TUBE CHOLANGLOGRAM,425.0,0.2
SGH Madina,RADIOLOGY,8121116,T.TUBE PYELOGRAM (NEPHROSTOGRAM),425.0,0.2
SGH Madina,RADIOLOGY,8121117,X-RAY TEMPMANDIBULAR JOINT IMAGE - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121118,X-RAY UNILATERAL LOWER EXTERIMETIES ,430.0,0.2
SGH Madina,RADIOLOGY,8121119,X-RAY UNILATERAL UPPER EXTERIMETIES ,430.0,0.2
SGH Madina,RADIOLOGY,8121120,VOIDING URETHROGRAM,595.0,0.2
SGH Madina,RADIOLOGY,8121121,X-RAY WRIST - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121122,X-RAY WRIST - 4 VIEWS,250.0,0.2
SGH Madina,RADIOLOGY,8121123,X-RAY ZYGOMATIC ARCHS - 2 VIEWS,170.0,0.2
SGH Madina,RADIOLOGY,8121124,ADDITIONAL CD COPY,100.0,0.2
SGH Madina,RADIOLOGY,8122001,ULTRASOUND ONE ORGAN,390.0,0.2
SGH Madina,RADIOLOGY,8122002,ULTRASOUND ANY ADDITIONAL ORGAN (EACH),65.0,0.2
SGH Madina,RADIOLOGY,8122003,ANTENATAL SCAN,390.0,0.2
SGH Madina,RADIOLOGY / INTERVENATIONAL,8122004,ULTRASOUND GUIDED BIOPSY,1500.0,0.2
SGH Madina,RADIOLOGY,8122005,ULTRASOUND SCAN FOR BIOPHYSICAL PREGNANCY,850.0,0.2
SGH Madina,RADIOLOGY,8122006,ULTRASOUND GUIDED CV LINE INSERTION,800.0,0.2
SGH Madina,RADIOLOGY,8122007,TRANSRECTAL ULTRASOUND OF PROSTATE / SEMINAL VESCICLES,650.0,0.2
SGH Madina,RADIOLOGY,8122008,TRANSRECTAL ULTRASOUND OF PROSTATE / SEMINAL VESCICLES + BIOPSY,6000.0,0.2
SGH Madina,RADIOLOGY,8122009,TRANSVAGINAL ULTRASOUND,600.0,0.2
SGH Madina,RADIOLOGY,8122010,ULTRASOUND ABDOMEN ,585.0,0.2
SGH Madina,RADIOLOGY,8122011,ULTRASOUND PELVIS,475.0,0.2
SGH Madina,RADIOLOGY,8122012,ULTRASOUND ABDOMEN AND PELVIC,650.0,0.2
SGH Madina,RADIOLOGY,8122013,ULTRASOUND BRAIN,475.0,0.2
SGH Madina,RADIOLOGY,8122014,ULTRASOUND CHEST ,475.0,0.2
SGH Madina,RADIOLOGY,8122015,ULTRASOUND GALL BLADDER ,475.0,0.2
SGH Madina,RADIOLOGY,8122016,ULTRASOUND HIP UNILATERAL,475.0,0.2
SGH Madina,RADIOLOGY,8122017,ULTRASOUND HIP BILATERAL,475.0,0.2
SGH Madina,RADIOLOGY,8122018,ULTRASOUND KUB ,520.0,0.2
SGH Madina,RADIOLOGY,8122019,ULTRASOUND LIVER,475.0,0.2
SGH Madina,RADIOLOGY,8122020,ULTRASOUND LYMPHHONODES ,475.0,0.2
SGH Madina,RADIOLOGY,8122021,ULTRASOUND NECK,475.0,0.2
SGH Madina,RADIOLOGY,8122022,ULTRASOUND ONE BREAST,500.0,0.2
SGH Madina,RADIOLOGY,8122023,ULTRASOUND PANCREAS,475.0,0.2
SGH Madina,RADIOLOGY,8122024,ULTRASOUND PARATHYROID,475.0,0.2
SGH Madina,RADIOLOGY,8122025,ULTRASOUND PELVIS FOR FOLLICLE MONITORING,780.0,0.2
SGH Madina,RADIOLOGY,8122026,ULTRASOUND PROSTATE,475.0,0.2
SGH Madina,RADIOLOGY,8122027,ULTRASOUND RETRO PERITONEUM,475.0,0.2
SGH Madina,RADIOLOGY,8122028,ULTRASOUND SHOULDER ,475.0,0.2
SGH Madina,RADIOLOGY,8122029,ULTRASOUND SPLEEN,475.0,0.2
SGH Madina,RADIOLOGY,8122030,ULTRASOUND TENDON & JOINT (ONE),800.0,0.2
SGH Madina,RADIOLOGY,8122031,ULTRASOUND TENDON & JOINT (TWO),1000.0,0.2
SGH Madina,RADIOLOGY,8122032,ULTRASOUND TESTES ,475.0,0.2
SGH Madina,RADIOLOGY,8122033,ULTRASOUND THYROID ,475.0,0.2
SGH Madina,RADIOLOGY,8122034,ULTRASOUND TWO BREAST ,800.0,0.2
SGH Madina,RADIOLOGY,8122035,ULTRASOUND URINARY BLADDER,475.0,0.2
SGH Madina,RADIOLOGY,8122036,ULTRASOUND UTEREUS & OVARIES ,475.0,0.2
SGH Madina,RADIOLOGY,8122037,ULTRASOUND GUIDED FNA,900.0,0.2
SGH Madina,RADIOLOGY,8122038,SONOHYSTEROGRAPHY,700.0,0.2
SGH Madina,RADIOLOGY,8122039,PORTABLE ULTRASOUND ANTENATAL ,475.0,0.2
SGH Madina,RADIOLOGY,8122040,PORTABLE ULTRASOUND PELVIC ,475.0,0.2
SGH Madina,RADIOLOGY,8122041,PORTABLE ULTRASOUND ABDOMEN ,670.0,0.2
SGH Madina,RADIOLOGY,8122042,PORTABLE ULTRASOUND ABDOMEN AND PELVIC ,735.0,0.2
SGH Madina,RADIOLOGY,8122043,PORTABLE ULTRASOUND BRAIN (TRANSCRANIAL) ,685.0,0.2
SGH Madina,RADIOLOGY,8122044,PORTABLE ULTRASOUND ONE ORGAN (ANY PART),475.0,0.2
SGH Madina,RADIOLOGY,8122045,ULTRASOUND GUIDED INTRA-ARTICULAR INJECTION / ASPIRATION,1125.0,0.2
SGH Madina,RADIOLOGY,8122046,MAMMOGRAPHY WITH BREAST ULTRASOUND / UNILATERAL,1250.0,0.2
SGH Madina,RADIOLOGY,8122047,MAMMOGRAPHY WITH BREAST ULTRASOUND / BILATERAL,1625.0,0.2
SGH Madina,RADIOLOGY,8122048,PRE-NATAL ANOMALY AND ANALYTIC SURVAY ,1250.0,0.2
SGH Madina,RADIOLOGY/MRI,8123001,MRI WITHOUT CONTRAST ,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123002,MRI ADDITIONAL ORGAN,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123003,MRI WITH CONTRAST ,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123004,MRI PELVIMETRY,1100.0,0.0
SGH Madina,RADIOLOGY,8123005,CONTRAST ONLY FOR MRI / CT SCAN ,200.0,0.2
SGH Madina,RADIOLOGY / INTERVENATIONAL,8123006,MRI DIFFUSION / PERFUSION STUDIES,3000.0,0.2
SGH Madina,RADIOLOGY/MRI,8123007,MRI SPECTROMETRY,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123008,MRI UROGRAPHY,1100.0,0.0
SGH Madina,RADIOLOGY / INTERVENATIONAL,8123009,MRI CHOLANGIOGRAPHY (MRCP)/ GALL BLADDER,3000.0,0.2
SGH Madina,RADIOLOGY / INTERVENATIONAL,8123010,MRI ANGIOGRAPHY,3000.0,0.2
SGH Madina,RADIOLOGY / INTERVENATIONAL,8123011,MRI VENOGRAPHY,3000.0,0.2
SGH Madina,RADIOLOGY,8123012,MRI ARTHROGRAPHY WITH CONTRAST,3000.0,0.2
SGH Madina,RADIOLOGY/MRI,8123013,MRI OF THE PITUITARY GLAND WITH CONTRAST,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123014,MRI OF TMJ,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123015,MRI BRAIN,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123016,MRI BRAIN WITH CONTRAST,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123017,MRI NECK WITH CONTRAST,1100.0,0.0
SGH Madina,RADIOLOGY/MRI,8123018,MRI NECK ,1100.0,0.0
