Department,3,DESC,LOS,Type,NPHIES Code (Hyphenated )2,Riyadh,Discount,Riyadh.1
NEUROSURGERY,FMNEU-3601,Posterior Rhizotomy - Lumbar Or Cervical Or Thoracic,1,PKG,90011-02-00,62500,0.05,
NEUROSURGERY,FMNEU-3602,Open Vertebral Body/ Intervertebral Disc Biopsy,2,PKG,90010-00-00,35000,0.05,
NEUROSURGERY,FMNEU-3603,Percutaneous Vertebral Body/ Intervertebral Disc Biopsy,2,PKG,90010-00-00,25000,0.05,
NEUROSURGERY,FMNEU-3604,Remvl Of Foreign B.& Repairing The Intraspinal Dura,2,PKG,90011-01-00,60000,0.05,
NEUROSURGERY,FMNEU-3605,Theco Peritoneal Shunt,1,PKG,40006-00-00,58125,0.05,
NEUROSURGERY,FMNEU-3606,Lumbo Peritoneal Shunt Insertion,2,PKG,40006-00-00,30000,0.05,
NEUROSURGERY,FMNEU-3607,Carpal Tunnel Syndrome Decompression Bilateral,1,PKG,39331-01-02,9500,0.05,
NEUROSURGERY,FMNEU-3608,Carpal Tunnel Syndrome Decompression Unilateral,1,PKG,39331-01-01,6600,0.05,
NEUROSURGERY,FMNEU-3609,Redo Carpal Tunnel Neurolysis - Unilateral,1,PKG,39331-01-01,13500,0.05,
NEUROSURGERY,FMNEU-3610,Redo Carpal Tunnel Neurolysis - Bilateral,1,PKG,39331-01-01,19000,0.05,
NEUROSURGERY,FMNEU-3611,Common Peroneal Nerve Decompression,1,PKG,90016-01-00,21000,0.05,
NEUROSURGERY,FMNEU-3612,Release Of Cubital Tunnel Syndrome,DAY CASE,PKG,39331-01-01,25000,0.05,
NEUROSURGERY,FMNEU-3613,Ulnar Nerve Transposition,1,PKG,39321-00-00,43750,0.05,
NEUROSURGERY,FMNEU-3614,Release Of Ulnar Nerve Entrapment At Wrist,DAY CASE,PKG,90016-01-00,21500,0.05,
NEUROSURGERY,FMNEU-3615,Tarsal Tunnel Release,1,PKG,39330-01-01,21500,0.05,
NEUROSURGERY,FMNEU-3616,Other Peripheral Nerve Decompression In The Upper Limbs,DAY CASE,PKG,90016-01-00,42000,0.05,
NEUROSURGERY,FMNEU-3617,Other Peripheral Nerve Decompression In The Lower Limbs,DAY CASE,PKG,90016-01-00,42000,0.05,
NEUROSURGERY,FMNEU-3618,Brachial Plexus Exploration And Repair,1,PKG,39300-00-00,46500,0.05,
NEUROSURGERY,FMNEU-3619,Repair Of Nerve Injury W/Out Graft,1,PKG,39300-00-00,37500,0.05,
NEUROSURGERY,FMNEU-3620,Repair Of Nerve Injury W/Graft,1,PKG,39318-00-00,51250,0.05,
NEUROSURGERY,FMNEU-3621,Nerve Exploration And Neurolysis/Decompression,1,PKG,90011-01-00,42000,0.05,
NEUROSURGERY,FMNEU-3623,Nerve Transposition,1,PKG,39321-00-00,43750,0.05,
NEUROSURGERY,FMNEU-3625,Neuroma Excision,1,PKG,39324-02-00,43750,0.05,
NEUROSURGERY,FMNEU-3626,Selective Peripheral Neurectomy (One Limb),1,PKG,39324-00-00,30500,0.05,
NEUROSURGERY,FMNEU-3627,Resection Of Peripheral Nerve Tumor,1,PKG,90016-01-00,48750,0.05,
NEUROSURGERY,FMNEU-3628,Resection Of Brachial Plexus Tumor,1,PKG,90016-01-00,60000,0.05,
NEUROSURGERY,FMNEU-3629,Resection Of Lumbosacral Plexus Tumor,2,PKG,90011-02-00,60000,0.05,
NEUROSURGERY,FMNEU-3630,Endoscopic Thoracic Sympathectomy,2,PKG,35003-01-00,45000,0.05,
NEUROSURGERY,FMNEU-3631,Biopsy Of Muscle Or Nerve With Local Anaesthesia,DAY CASE,PKG,30075-01-01,3000,0.05,
NEUROSURGERY,FMNEU-3632,Biopsy Of Muscle Or Nerve With General Anaethesia,1,PKG,90013-00-00,9000,0.05,
NEUROSURGERY,FMNEU-3633,Disc Nucleoplasty - One Level - W/Out Implant,1,PKG,90011-02-00,16000,0.05,
NEUROSURGERY,FMNEU-3634,Disc Nucleoplasty - 2 Levels - W/Out Implant,1,PKG,90011-02-00,19000,0.05,
NEUROSURGERY,FMNEU-3635,Disc Nucleoplasty - 3 Levels - W/Out Implant,1,PKG,90011-02-00,22000,0.05,
NEUROSURGERY,FMNEU-3636,Disc Nucleoplasty - More Than 3 Levels - W/Out Implant,1,PKG,90011-02-00,25000,0.05,
NEUROSURGERY,FMNEU-3637,Cervical/Lumbar Intra Discal Chemonucleolysis - One Level,1,PKG,40336-00-00,16000,0.05,
NEUROSURGERY,FMNEU-3638,Cervical/Lumbar Intra Discal Chemonucleolysis - Two Levels,1,PKG,40336-00-00,20000,0.05,
NEUROSURGERY,FMNEU-3639,Cervical/Lumbar Intra Discal Chemonucleolysis - Three Levels,1,PKG,40336-00-00,24000,0.05,
NEUROSURGERY,FMNEU-3640,Cervical/Lumbar Intra Discal Chemonucleolysis - Four Levels,2,PKG,40336-00-00,29000,0.05,
NEUROSURGERY,FMNEU-3641,Cervical Facets Joint Injection Or Medical Branch Injection,DAY CASE,PKG,18230-01-00,6000,0.05,
NEUROSURGERY,FMNEU-3642,Thoracic Facets Joint Injection Or Medical Branch Injection,DAY CASE,PKG,18230-01-00,6000,0.05,
NEUROSURGERY,FMNEU-3643,Lumbar Facets Joint Injection Or Medical Branch Injection,DAY CASE,PKG,18230-01-00,6000,0.05,
NEUROSURGERY,FMNEU-3644,Epidural Injetcion For Pain Treatment,DAY CASE,PKG,18230-00-00,5000,0.05,
NEUROSURGERY,FMNEU-3645,Sacroiliac Joint Injection - One Side,DAY CASE,PKG,18230-01-00,6000,0.05,
NEUROSURGERY,FMNEU-3646,Sacroiliac Joint Injection - Two Sides,DAY CASE,PKG,18230-01-00,8000,0.05,
NEUROSURGERY,FMNEU-3647,"Radiofrequency- Lumbar, Thoracic Or Cervical Facet Medial Branch Nerve",1,PKG,39323-00-00,16000,0.05,
NEUROSURGERY,FMNEU-3648,Radiofrequency- Sacroiliac Joint - One Side,1,PKG,39323-00-00,16000,0.05,
NEUROSURGERY,FMNEU-3649,Radiofrequency- Sacroiliac Joint - Two Sides,DAY CASE,PKG,39323-00-00,20000,0.05,
NEUROSURGERY,FMNEU-3650,Radiofrequency- Coccygeal Nerves For Coccydynia,1,PKG,39323-00-00,16000,0.05,
NEUROSURGERY,FMNEU-3651,Spinal Nerves Pulse Radiofrequency - One Nerve,1,PKG,39323-00-00,10000,0.05,
NEUROSURGERY,FMNEU-3652,Spinal Nerves Pulse Radiofrequency - Two Nerves,1,PKG,39323-00-00,12000,0.05,
NEUROSURGERY,FMNEU-3653,Spinal Nerves Pulse Radiofrequency - More Than Two Nerves,1,PKG,39323-00-00,14000,0.05,
NEUROSURGERY,FMNEU-3654,Peripheral Nerve Radiofrequency - One Nerve,DAY CASE,PKG,39323-00-00,8000,0.05,
NEUROSURGERY,FMNEU-3655,Peripheral Nerve Radiofrequency - Two Nerves,1,PKG,39323-00-00,10000,0.05,
NEUROSURGERY,FMNEU-3656,Peripheral Nerve Radiofrequency - More Than Two Nerves,1,PKG,39323-00-00,12000,0.05,
NEUROSURGERY,FMNEU-3657,Spinal Nerve Diagnostic Block - One Nerve,DAY CASE,PKG,18216-31-00,5000,0.05,
NEUROSURGERY,FMNEU-3658,Spinal Nerve Diagnostic Block - Two Nerves,DAY CASE,PKG,18216-31-00,6000,0.05,
NEUROSURGERY,FMNEU-3659,Spinal Nerve Diagnostic Block - Three Nerves,1,PKG,18216-31-00,7000,0.05,
NEUROSURGERY,FMNEU-3660,Spinal Nerve Diagnostic Block - More Than Three Nerves,DAY CASE,PKG,18216-31-00,8000,0.05,
NEUROSURGERY,FMNEU-3661,Peripheral Nerve Injection - One Nerve,DAY CASE,PKG,18216-31-00,3000,0.05,
NEUROSURGERY,FMNEU-3662,Peripheral Nerve Injection - 2 Nerves,DAY CASE,PKG,18216-31-00,3500,0.05,
NEUROSURGERY,FMNEU-3663,Peripheral Nerve Injection - 3 Nerves,DAY CASE,PKG,18216-31-00,4000,0.05,
NEUROSURGERY,FMNEU-3664,Peripheral Nerve Injection - More Than 3 Nerves,DAY CASE,PKG,18216-31-00,4500,0.05,
NEUROSURGERY,FMNEU-3665,Discography (One Level),DAY CASE,PKG,59700-00-00,5000,0.05,
NEUROSURGERY,FMNEU-3666,Intra Discal Injections For Pain - One Level,DAY CASE,PKG,18216-31-00,5000,0.05,
NEUROSURGERY,FMNEU-3667,Craniectomy - Posterior Fossa Decompression,3,PKG,40106-01-00,45000,0.05,
NEUROSURGERY,FMNEU-3668,Craniectomy - Decompressive - Fronto Temporo Parietal,4,PKG,18216-31-00,50000,0.05,
NEUROSURGERY,FMNEU-3669,Craniectomy - Decompressive - And Evacuation Of Hematoma,3 including ICU ,PKG,30223-00-00,65000,0.05,
NEUROSURGERY,FMNEU-3670,Craniectomy - Decompressive- And Putting The Skull Bone Flap In The Abdominal Wall,4,PKG,39906-00-00,75000,0.05,
NEUROSURGERY,FMNEU-3671,Craniectomy - Decompressive- And Evacuation Of Hematoma + Putting The Skull Bone Flap In The Abdominal Wall,4 including ICU ,PKG,39906-00-00,85000,0.05,
NEUROSURGERY,FMNEU-3672,Removal Of The Skull Bone Flap From The Abdominal Wall,1,PKG,90007-01-00,15000,0.05,
NEUROSURGERY,FMNEU-3673,Ligation Of Cervical Vessel For Intracranial Aneurysm,1,PKG,39812-00-00,20000,0.05,
NEUROSURGERY,FMNEU-3674,Cerebral Angiography,1,PKG,59970-02-00,15000,0.05,
NEUROSURGERY,FMNEU-3675,Spinal Angiography,1,PKG,90902-03-00,15000,0.05,
NEUROSURGERY,FMNEU-3676,Intraoperative Eeg,DAY CASE,PKG,92011-00-00,10000,0.05,
NEUROSURGERY,FMNEU-3677,Removal Of Subdural Electrodes For Epilepsy,2,PKG,39136-01-00,55000,0.05,
NEUROSURGERY,FMNEU-3678,Insertion Of External Ventricular Drain - Unilateral,1,PKG,39015-00-00,25000,0.05,
NEUROSURGERY,FMNEU-3679,Insertion Of External Ventricular Drain - Bilateral,1,PKG,39015-00-00,30000,0.05,
NEUROSURGERY,FMNEU-3681,Insertion Of Ventricular Reservoir,2,PKG,39015-01-00,25000,0.05,
NEUROSURGERY,FMNEU-3682,Removal Of External Ventricular Drain - Unilateral,1,PKG,90001-00-00,5000,0.05,
NEUROSURGERY,FMNEU-3683,Removal Of External Ventricular Drain - Bilateral,1,PKG,90001-00-00,5000,0.05,
NEUROSURGERY,FMNEU-3684,Removal Of Intracranial Pressure Monitor,1,PKG,90001-02-00,5000,0.05,
NEUROSURGERY,FMNEU-3685,Removal Of Ventricular Reservoir,1,PKG,90001-01-00,10000,0.05,
NEUROSURGERY,FMNEU-3686,Ventricular Taping,1,PKG,39600-00-00,12000,0.05,
NEUROSURGERY,FMNEU-3687,Intraventricular Injection Of Medications ( Antibiotic/Rtpa/Etc),1,PKG,90007-01-00,6000,0.05,
NEUROSURGERY,FMNEU-3688,Insertion Of Cervical Traction Device,1,PKG,47684-00-00,10000,0.05,
NEUROSURGERY,FMNEU-3689,Removal Of Cervical Traction Device,DAY CASE,PKG,47684-00-00,3000,0.05,
NEUROSURGERY,FMNEU-3690,Insertion Of Halo Vest Under Local Anesthesia & C-Arm Guide W/Out Implant,1,PKG,90011-01-00,10000,0.05,
NEUROSURGERY,FMNEU-3691,Removal Of Halo Vest ,DAY CASE,PKG,90011-01-00,3000,0.05,
NEUROSURGERY,FMNEU-3692,Insertion Of Lumbar Drain,1,PKG,40018-00-00,15000,0.05,
NEUROSURGERY,FMNEU-3693,Laparoscopic Assisted Insertion Of Peritoneal Catheter,1,PKG,13109-00-00,15000,0.05,
NEUROSURGERY,FMNEU-3697,Insertion Of Intracranial Pressure Monitoring Catheter,1,PKG,90007-01-00,25000,0.05,
NEUROSURGERY,FMNEU-3734,Re-Laminectomy For Lumbar Canal Stenosis – More Than Two Levels,2,PKG,90011-02-00,38000,0.05,
NEUROSURGERY,FMNEU-3738,Cervical Discectomy Anterior Approach – 1 Level Without Fusion,2,PKG,40300-00-00,44000,0.05,
NEUROSURGERY,FMNEU-3739,Cervical Discectomy Anterior Approach – 1 Level With Fusion,3,PKG,40300-00-00,54000,0.05,
NEUROSURGERY,FMNEU-3754,Posterior Fusion And Stabilization With Out Implant - 6 To 8 Levels,3,PKG,48642-00-00,115000,0.05,
NEUROSURGERY,FMNEU-3755,"Repair Of Meningomyelocele, Minor Defect",2,PKG,40103-00-00,35000,0.05,
NEUROSURGERY,FMNEU-3756,Repair Of Meningomyelocele Major Defect,3,PKG,40103-00-00,47500,0.05,
NEUROSURGERY,FMNEU-3762,Intraoperative Neuro Physiological Monitoring,3,PKG,39603-01-00,15000,0.05,
NEUROSURGERY,FMNEU-3764,Bilateral Carpal Tunnel Neurolysis,1,PKG,39312-00-00,20250,0.05,
NEUROSURGERY,FMNEU-3767,Stereotactic Biopsy Brain,2,PKG,40801-00-00,52500,0.05,
NEUROSURGERY,FMNEU-3769,Spinal Cord Stimulation (excluding implants),,PKG,99999-99-99,125000,0.05,
NEUROSURGERY,FMNEU-3773,Vagal Nerve Stimulator ( Excluding The Implants ),1,PKG,39134-01-00,70000,0.05,
NEUROSURGERY,FMNEU-3774,Subcutaneous Field Stimulation,1,PKG,39134-01-00,40000,0.05,
NEUROSURGERY,FMNEU-3776,Intrathecal Baclofen Injection – Screening Procedure,2,PKG,90020-00-00,20000,0.05,
NEUROSURGERY,FMNEU-3778,Refill Of Intrathecal Pump (Excluding The Medication),1,PKG,96198-19-00,10000,0.05,
NEUROSURGERY,FMNEU-3780,Removal Neuro-Stimulator,1,PKG,39135-00-00,35000,0.05,
NEUROSURGERY,FMNEU-3784,Removal Scs Extension Electrodes,1,PKG,47930-00-01,25000,0.05,
NEUROSURGERY,FMNEU-3790,Removal Vns – Extension Electrodes,1,PKG,47930-00-01,25000,0.05,
NEUROSURGERY,FMNEU-3793,Release Of Carpal Tunnel Syndrome Local Anaesthesia,1,PKG,39331-01-01,9850,0.05,
NEUROSURGERY,FMNEU-3795,Release Of Carpal Tunnel Syndrom General Anaesthesia,1,PKG,39331-01-01,16850,0.05,
NEUROSURGERY,FMNEU-3802,Old Perineural Nerve Repair,1,PKG,39303-00-00,32850,0.05,
Neurology,FMNEU-3803,Neuronavigation Guided Brain Biopsy,4,PKG,40903-01-00,42000,0.05,
Neurology,FMNUR-0105,Cerebral Endovascular Embolization,4,PKG,35412-00-00,150000,0.05,
OB & GYNE,FMOBG-3000,Surgical Evacuation + Biopsy,1,PKG,35643-03-00,4500,0.05,
OB & GYNE,FMOBG-3001,D & C + Biopsy,1,PKG,35640-00-00,4500,0.05,
OB & GYNE,FMOBG-3002,Excision Of Bartholin'S Cyst,1,PKG,35520-00-00,3600,0.05,
OB & GYNE,FMOBG-3003,Vaginal Perineal Repair,1,PKG,90481-00-00,4500,0.05,
OB & GYNE,FMOBG-3004,Shirodkar Suture,DAY CASE,PKG,16511-00-00,3720,0.05,
OB & GYNE,FMOBG-3005,Laparascopy (Not For Infertility Investigations) Diagnostic,1,PKG,35630-00-00,6720,0.05,
OB & GYNE,FMOBG-3006,Polypectomy Fract. Curretage,1,PKG,35633-01-00,3720,0.05,
OB & GYNE,FMOBG-3007,Douglas Pouch Abscess Drainage,1,PKG,30394-00-00,5760,0.05,
OB & GYNE,FMOBG-3008,Cervical Polypectomy,1,PKG,35611-01-00,3360,0.05,
OB & GYNE,FMOBG-3009,Removal Of Iud Under Ga,DAY CASE,PKG,35506-02-00,1800,0.05,
OB & GYNE,FMOBG-3011,Removal Of Circulage / Shirodkar Suture,DAY CASE,PKG,16511-00-00,1800,0.05,
OB & GYNE,FMOBG-3012,Polypectomy With D & C,DAY CASE,PKG,35633-01-00,4800,0.05,
OB & GYNE,FMOBG-3013,Hymenotomy,DAY CASE,PKG,35509-00-00,3000,0.05,
OB & GYNE,FMOBG-3014,External Cephalic Version (Ecv),DAY CASE,PKG,16501-00-00,2500,0.05,
OB & GYNE,FMOBG-3015,Posterior Colpoperineorrhaphy,1,PKG,35571-00-00,5868.72,0.05,
OB & GYNE,FMOBG-3016,Salpingectomy / Salpingostomy,1,PKG,35694-07-00,6663.454875,0.05,
OB & GYNE,FMOBG-3017,Cervical Tear Repair,1,PKG,35618-02-00,7200,0.05,
OB & GYNE,FMOBG-3018,Ovarian Cystectomy,1,PKG,35638-04-00,8160,0.05,
OB & GYNE,FMOBG-3019,Anterior Colpoperineorrhaphy,1,PKG,35570-00-00,9000,0.05,
OB & GYNE,FMOBG-3020,Amputation Of Cervix,1,PKG,35618-03-00,7500,0.05,
OB & GYNE,FMOBG-3021,Simple Vulvectomy,1,PKG,35536-01-00,8760,0.05,
OB & GYNE,FMOBG-3022,Classical Repair,1,PKG,35573-00-00,12000,0.05,
OB & GYNE,FMOBG-3023,Oophrectomy,1,PKG,35713-07-00,13500,0.05,
OB & GYNE,FMOBG-3024,Hysterectomy,2,PKG,35653-01-00,19206.055,0.05,
OB & GYNE,FMOBG-3025,Fothergills Operation,1,PKG,35595-01-00,12750,0.05,
OB & GYNE,FMOBG-3026,Excision Of Tubal (Ectopic Pregnancy),1,PKG,35678-00-00,11760,0.05,
OB & GYNE,FMOBG-3027,Myomectomy,1,PKG,35649-01-00,12000,0.05,
OB & GYNE,FMOBG-3028,C.S. With Abdominal Hysterectomy,1,PKG,35653-01-00,20000,0.05,
OB & GYNE,FMOBG-3029,Vaginal Hysterectomy,2,PKG,35657-00-00,17000,0.05,
OB & GYNE,FMOBG-3030,Repair Of Vesico-Vaginal Fistula,1,PKG,35596-01-00,18000,0.05,
OB & GYNE,FMOBG-3031,Repair Of Recto-Vaginal Fistula,1,PKG,35596-00-00,18000,0.05,
OB & GYNE,FMOBG-3032,Radical Vulvectomy,1,PKG,35548-00-00,17250,0.05,
OB & GYNE,FMOBG-3033,Abdominal Panhysterectomy,2,PKG,35653-01-00,20000,0.05,
OB & GYNE,FMOBG-3034,Recurrent Myomectomy,1,PKG,35649-03-00,17250,0.05,
OB & GYNE,FMOBG-3035,Recurrent Ovarian Tumour,1,PKG,35638-04-00,17250,0.05,
OB & GYNE,FMOBG-3036,Abdominal Sling For Congenital Prolapse,1,PKG,35571-00-00,17250,0.05,
OB & GYNE,FMOBG-3037,Expl. & Reconstruction Of Tubes,1,PKG,90433-01-01,14250,0.05,
OB & GYNE,FMOBG-3038,Abdominal Colpopexy,1,PKG,35597-01-00,18000,0.05,
OB & GYNE,FMOBG-3039,Vaginal Sacrospinous Fixation / Hysteropexy,1,PKG,35568-00-00,17000,0.05,
OB & GYNE,FMOBG-3040,Vaginal Colposcopy,1,PKG,35614-00-00,18000,0.05,
OB & GYNE,FMOBG-3041,Vaginal Sacro Spinous Fixation / Hysteroscopy,1,PKG,35597-00-00,17000,0.05,
OB & GYNE,FMOBG-3042,Normal Delivery (With Normal Baby),1,PKG,90467-00-00,5236.560000000001,0.05,
OB & GYNE,FMOBG-3043,Vacuum Delivery (With Normal Baby),1,PKG,90469-00-00,8000,0.05,
OB & GYNE,FMOBG-3044,Breech Delivery (With Normal Baby),1,PKG,90470-00-00,8000,0.05,
OB & GYNE,FMOBG-3045,Caesarian Delivery (With Normal Baby),3,PKG,16520-00-00,9765,0.05,
OB & GYNE,FMOBG-3046,Normal Delivery For Twins (Uncomplicated),1,PKG,90467-00-00,8500,0.05,
OB & GYNE,FMOBG-3047,Caesarian Delivery For Twins (Uncomplicated),3,PKG,16520-02-00,18000,0.05,
OB & GYNE,FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),3,PKG,16520-04-00,19500,0.05,
OB & GYNE,FMOBG-9910,Vaginal Birth After C.S ( Vpac),2,PKG,83700-00-00,18000,0.05,
Oncology,FMONC-1055,Tumor Ablation By Alcohol,1,PKG,40330-00-00,15000,0.05,
ONCOLOGY/NUCLEAR MED,FMONC-3000,Lumbar Puncture With Intrathecal Chemotherapy Without Medication Under Ga,1,PKG,39000-00-00,6000,0.05,
ONCOLOGY/NUCLEAR MED,FMONC-3001,Bone Marrow Aspiration Without Biopsy Under Ga,1,PKG,99999-99-99,6000,0.05,
ONCOLOGY/NUCLEAR MED,FMONC-3002,Bone Marrow Aspiration With Biopsy Without Histopathology Under Ga,DAY CASE,PKG,30087-00-00,10200,0.05,
Ophthalmology,FMOPT-2003,Cross Linking - Bilateral,1,PKG,42652-00-12,8500,0.05,
Ophthalmology,FMOPT-3003,Lasik For Both Eyes,1,PKG,90064-01-02,9000,0.05,
Ophthalmology,FMOPT-4000,Orbital Exploration,1,PKG,42533-00-01,8700,0.05,
Ophthalmology,FMOPT-4001,Orbital Tumour Biopsy+Histopathology Analysis,1,PKG,42533-01-01,8700,0.05,
Ophthalmology,FMOPT-4002,Orbital Tumour Excision+Histopathology Analysis,1,PKG,42533-01-01,9420,0.05,
Ophthalmology,FMOPT-4003,Reconstruction Of Orbital Base Fracture,1,PKG,45590-00-01,17400,0.05,
Ophthalmology,FMOPT-4004,Exentration,1,PKG,42536-00-01,16200,0.05,
Ophthalmology,FMOPT-4005,Enucleation Or Evisceration Of Eye Ball,1,PKG,42506-00-00,5820,0.05,
Ophthalmology,FMOPT-4006,Enucleation Or Evisceration=Prosth.Implant,1,PKG,42509-00-00,8640,0.05,
Ophthalmology,FMOPT-4007,Posterior Orbital Exploration,1,PKG,42533-00-01,13800,0.05,
Ophthalmology,FMOPT-4008,Posterior Orbital Tumour,1,PKG,42543-00-01,18600,0.05,
Ophthalmology,FMOPT-4009,Optic Nerve Sheath Fenes – Onsf,1,PKG,42548-00-00,17400,0.05,
Ophthalmology,FMOPT-4010,Thyroid Orbital Decompression (One Eye),1,PKG,42545-01-01,18600,0.05,
Ophthalmology,FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),2,PKG,42545-01-02,29400,0.05,
Ophthalmology,FMOPT-4012,Socket Reconstruction,1,PKG,42527-00-01,10200,0.05,
Ophthalmology,FMOPT-4013,Enucl. With Hydroxy. Orbital,1,PKG,42506-00-00,22200,0.05,
Ophthalmology,FMOPT-4014,Implan. Of Reg. In Enuc. Evisc.,1,PKG,42515-00-00,9420,0.05,
Ophthalmology,FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,1,PKG,42509-00-00,21000,0.05,
Ophthalmology,FMOPT-4016,Drill Of Hyder. Imp. With Artif.,1,PKG,90086-00-01,8220,0.05,
Ophthalmology,FMOPT-4017,Repair Of Small Wound Of Lid,DAY CASE,PKG,30052-01-01,1500,0.05,
Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,1,PKG,90060-00-01,6000,0.05,
Ophthalmology,FMOPT-4019,Excision Of Small Lid Growth In O.R.,DAY CASE,PKG,90086-00-01,2580,0.05,
Ophthalmology,FMOPT-4020,Excision Of Chalazion Under G.A.,DAY CASE,PKG,30052-01-01,1860,0.05,
Ophthalmology,FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,1,PKG,31230-00-01,6000,0.05,
Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),1,PKG,42584-00-01,7500,0.05,
Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),1,PKG,45623-05-01,8700,0.05,
Ophthalmology,FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),1,PKG,45626-00-02,6000,0.05,
Ophthalmology,FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),1,PKG,45626-00-01,8700,0.05,
Ophthalmology,FMOPT-4026,Trichiasis Repair (One Eye),DAY CASE,PKG,42587-03-01,4620,0.05,
Ophthalmology,FMOPT-4027,Trichiasis Repair (Both Eyes),DAY CASE,PKG,42587-03-01,7020,0.05,
Ophthalmology,FMOPT-4028,Eye Plastic Surgery,1,PKG,45617-00-01,13020,0.05,
Ophthalmology,FMOPT-4029,Electrolysis For Eye Lashes In O.R.,DAY CASE,PKG,42587-04-01,1140,0.05,
Ophthalmology,FMOPT-4030,Repair Of Simple Lid+Explora,DAY CASE,PKG,30052-01-02,5340,0.05,
Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,1,PKG,45206-00-01,4980,0.05,
Ophthalmology,FMOPT-4032,Complex Lid Reconstruction,1,PKG,90095-00-01,9600,0.05,
Ophthalmology,FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,1,PKG,90095-00-01,13800,0.05,
Ophthalmology,FMOPT-4034,Exci.Multiple Small Lid Grow,DAY CASE,PKG,90084-00-01,2580,0.05,
Ophthalmology,FMOPT-4035,Exci. Of Multi Chalaz. In Or,DAY CASE,PKG,42575-00-01,3712.5,0.05,
Ophthalmology,FMOPT-4036,Exci. Of Lid Tumour With Com. Re,1,PKG,31230-00-01,8700,0.05,
Ophthalmology,FMOPT-4037,Exci. Of Lid Tum=Rec. Us Flao,1,PKG,31230-00-01,13800,0.05,
Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,1,PKG,45623-05-02,18000,0.05,
Ophthalmology,FMOPT-4039,Unilat. Ptosis Repair+Fresh,1,PKG,45623-05-01,15000,0.05,
Ophthalmology,FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,1,PKG,45623-05-02,23400,0.05,
Ophthalmology,FMOPT-4041,Unil. Levator Mus. Recession,1,PKG,45623-02-01,11820,0.05,
Ophthalmology,FMOPT-4042,Bil. Levator Mus. Recession,1,PKG,45623-02-02,18000,0.05,
Ophthalmology,FMOPT-4043,Unilateral Tarsal Strip,1,PKG,45614-01-01,7020,0.05,
Ophthalmology,FMOPT-4044,Bilateral Tarsal Strip,1,PKG,45614-01-02,9540,0.05,
Ophthalmology,FMOPT-4045,Unilateral Tarsal Strip With Graft,1,PKG,42551-00-00,8700,0.05,
Ophthalmology,FMOPT-4046,Bilateral Tarsal Strip With Graft,1,PKG,42551-00-00,12180,0.05,
Ophthalmology,FMOPT-4047,Unilateral Repair Entr. Ectropin,1,PKG,45626-00-01,8700,0.05,
Ophthalmology,FMOPT-4048,Bilateral Repair Entr. Ectropin,1,PKG,45626-00-02,14220,0.05,
Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,1,PKG,90090-00-01,11400,0.05,
Ophthalmology,FMOPT-4050,Bilateral Limited Myectomy Upper Lid,1,PKG,90090-00-02,19020,0.05,
Ophthalmology,FMOPT-4051,Unilateral Full Myectomy Upper Lid,1,PKG,90090-00-01,18600,0.05,
Ophthalmology,FMOPT-4052,Bilateral Full Myectomy Upper Lid,1,PKG,90090-00-02,28800,0.05,
Ophthalmology,FMOPT-4053,Unilateral Full Myectomy Lower Lid,1,PKG,90090-00-01,28200,0.05,
Ophthalmology,FMOPT-4054,Bilateral Myectomy Lower Lid,1,PKG,90090-00-02,21600,0.05,
Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,2,PKG,45625-00-01,10800,0.05,
Ophthalmology,FMOPT-4056,Bilateral Blepharoplasty Upper Lid,1,PKG,45625-00-02,18600,0.05,
Ophthalmology,FMOPT-4057,Unilateral Blepharoplasty Lower Lid,1,PKG,45625-00-01,10200,0.05,
Ophthalmology,FMOPT-4058,Bilateral Blepharoplasty Lower Lid,1,PKG,45625-00-02,15600,0.05,
Ophthalmology,FMOPT-4059,Unilateral Eye Brow Plasty,1,PKG,45587-01-00,10500,0.05,
Ophthalmology,FMOPT-4060,Bilateral Eye Brow Plasty,1,PKG,45588-01-00,15600,0.05,
Ophthalmology,FMOPT-4061,Botulium Toxin Injection,1,PKG,92163-00-00,7020,0.05,
Ophthalmology,FMOPT-4062,Gold Weight Lid Implantation,1,PKG,42869-00-01,11700,0.05,
Ophthalmology,FMOPT-4063,Probing & Syringing Under G.A. (One Eye),DAY CASE,PKG,42614-01-00,2700,0.05,
Ophthalmology,FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),DAY CASE,PKG,42615-01-00,4680,0.05,
