Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,Orthopedics,FMORT-0333,Disarticulation Of Ankle,44361-00-01,PKG,2 DAYS,22320,22320,Current Price
,,,,Orthopedics,FMORT-0347,Revision Of Amputation Stump - (Trimming),44376-00-01,PKG,2 DAYS,9450,9450,Current Price
,,,,Orthopedics,FMORT-0168,Complete Or Partl.Resection Of Synovial Memb.-Wrist,46342-00-01,PKG,1 DAY,9450,9450,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0029,Stagnara Scoliosis Brace,96092-00-00,Service,,19985,19985,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0110,G-Ii Unloader Adj Knee Brace,96092-00-00,Service,,19417,19417,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0109,G-Ii Unloader Oa Knee Brace,47579-00-01,Service,,19417,19417,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0040,Forearm Prosthesis Cosmetic & Work Hook,96092-00-00,Service,,27975,27975,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0041,Upperarm Prosthesis & Elbow Joint Cosmetic,96092-00-00,Service,,27975,27975,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0070,Polio Above Knee Walking Brace Thigh Cuff,96092-00-00,Service,,31970,31970,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0069,Polio Above Knee Walking Brace With Tuber System,96092-00-00,Service,,25982,25982,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0045,Below Knee Prosthesis Without Cuff,96092-00-00,Service,,33972,33972,Current Price
,,,,LABORATORY,FMLAB-2034,Hemoglobin Electrophoresis,73050-18-00,Service,,295,295,Current Price
,,,,LABORATORY,FMLAB-2035,Lipoprotein Electrophoresis,73050-23-30,Service,,295,295,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0104,Bel.Knee Ort.Up 10 Yrs W/Cover,96092-00-00,Service,,1283,1283,Current Price
,,,,Psychiatry ,FMPSYA0004,Taylor`S Anxiety Scale,96037-00-00,Service,,248,248,Current Price
,,,,LABORATORY,FMLAB-2057,Microalbuminuria,73050-00-90,Service,,164,164,Current Price
,,,,LABORATORY,FMLAB-3007,Ca 19-9,73100-13-90,Service,,763,763,Current Price
,,,,LABORATORY,FMLAB-3006,Ca 15-3,73100-13-80,Service,,763,763,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0016,Below Knee Orthosis Age 3 Yrs,96092-00-00,Service,,1124,1124,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0019,Above Knee Orthosis 3 Yrs,96092-00-00,Service,,1124,1124,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0015,Forearm Orthosis With Cover,96092-00-00,Service,,1124,1124,Current Price
,,,,Physiotherapy,FMPTD-2115,PARAPLEGIA P.T. 3 PROCEDURES 12 SESSIONS,95550-03-00,Service,,3344,3344,Current Price
,,,,Dermatology ,FMDER-0264,Celulitis Mesotherapy Medium Area,90676-00-00,Service,,1699,1699,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0056,One Fraction,83700-00-00,Service,,587,587,Current Price
,,,,Psychiatry ,FMPSYC0032,Psychiatry Training One Month,96001-00-00,Service,,1158,1158,Current Price
,,,,Psychiatry ,FMPSYB0063,Hypnotherapy Sissions 10,96103-00-00,Service,,6662,6662,Current Price
,,,,Orthopedics,FMORT-0242,Suture Of Capsule Or Ligament Of Upper Extremity,90582-00-01,PKG,1 DAY,14670,14670,Current Price
,,,,Dermatology ,FMDER-0265,Celulitis Mesotheraphy Large Area,90660-00-00,Service,,2548,2548,Current Price
,,,,Dermatology ,FMDER-0242,Q Swith Laser For Pigmentation Medium Area,99999-99-99,Service,,2195,2195,Current Price
,,,,Plastic Surgery,FMPSDA0026,Q-Switch For Pigmentation And Tatto Medium Area,30207-00-00,Service,,2195,2195,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0009,Thyrotoxicosis (Each Dose),16009-00-00,Service,,2195,2195,Current Price
,,,,Emergency,FMERDA0067,Ordinary Dressing,30055-00-00,Service,,111,111,Current Price
,,,,ENT,FMENTE2005,Aspiration Of Hematoma,30216-00-00,Service,,696,696,Current Price
,,,,,FMPDS-0048,TRACHEO-ESOPHAGEAL FISTULA,43900-00-00,Service,,9994,9994,Current Price
,,,,,FMPDS-0072,INSERTION OF BROVIAC CATHETER,13815-00-00,Service,,1732,1732,Current Price
,,,,Internal medicne,FMINT-0060,PROVOCATION CHALLENGE,11503-17-00,Service,,867,867,Current Price
,,,,Orthopedics,FMORT-0277,Reconstruction Of Thumb Incl. Digital Transfr To Act As Thum,46507-00-01,PKG,1 DAY,36360,36360,Current Price
,,,,Endoscopy,ENT-0034,Functional Endoscopy Sinus Surgery Grade 1 (F.E.S.S.),41764-01-00,PKG,3 Days,6600,6600,Current Price
,,,,NEUROLOGY,FMNUM-0006,Ultrasonography (Brain),55028-00-00,Service,,627,627,Current Price
,,,,Internal medicne,FMINT-0052,INHANCED RESPIROMETRY,11506-00-00,Service,,349,349,Current Price
,,,,OB & GYNE,FMOBG-0066,SEMEN WASH & SWIM UP,13221-00-00,Service,,364,364,Current Price
,,,,Orthopedics,FMORT-0231,Arthroplasty Of Hand & Finger W/O Traction Fixation,46309-00-01,PKG,1 DAY,21690,21690,Current Price
,,,,Dental,FMDNTP0010,Porcelain Jacket Crown,97615-10-00,Service,,2275,2275,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0083,Sitting Brace W/Head Support,96092-00-00,Service,,2115,2115,Current Price
,,,,Orthopedics,FMORT-1027,Genicular Nerve Ablation,50124-01-10,Service,Day Case,8280,8280,Current Price
,,,,Orthopedics,FMORT-1029,Shoulder Joint Denervation,50124-01-10,Service,Day Case,8280,8280,Current Price
,,,,Orthopedics,FMORT-0447,Recons.Of Amp.Finger W/O Graft,46444-00-01,PKG,1 DAY,23490,23490,Current Price
,,,,Orthopedics,FMORT-0514,Hind Quarter Or Fore Quarter Amputation,44373-00-00,PKG,2 DAYS,26100,26100,Current Price
,,,,Orthopedics,FMORT-9930,Hip Arthroscopy Labral Repair,96225-00-00,PKG,2 DAYS,17400,17400,Current Price
,,,,Orthopedics,FMORT-1013,Dorsal Rhizotomy ( Cancer ),40330-00-00,PKG,Day Case,13050,13050,Current Price
,,,,Orthopedics,FMORT-0221,Semitendinosus Advancement,47954-00-01,PKG,1 DAY,13050,13050,Current Price
,,,,Orthopedics,FMORT-0288,Tendesis Of Hand,47963-01-01,PKG,1 DAY,13050,13050,Current Price
,,,,Emergency,FMERDA0093,E.C.G. ANALYZER,11700-00-00,Service,,200,200,Current Price
,,,,Plastic Surgery,FMPSDJ0001,Rotation Flap (Major),45200-00-00,Service,,7762,7762,Current Price
,,,,,FMPDS-0127,RECTAL BIOPSY,32096-00-00,Service, ,3156,3156,Current Price
,,,,ENT,FMENTE0014,Neuro-Otological Hearing Test,96009-00-00,Service,,843,843,Current Price
,,,,Orthopedics,FMORT-1049,Arthroscopic Rotator Cuff. Repair,48960-00-01,Service,3 DAYS,21600,21600,Current Price
,,,,Orthopedics,FMORT-0166,Complete Or Partl.Resection Of Synovial Membr.-Shoulder,48936-00-01,PKG,1 DAY,9600,9600,Current Price
,,,,Orthopedics,FMORT-0167,Complete Or Partl.Resection Of Synovial Memb.-Elbow,48936-00-01,PKG,1 DAY,9600,9600,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0108,Above Knee Ort.3-10Yrs W/Cover,96092-00-00,Service,,1098,1098,Current Price
,,,,Internal medicne,FMINT-0065,DIABETIC FOOT CARE,95550-04-00,Service,,92,92,Current Price
,,,,Radiology ,FMXRAY1317,Doppler. Renal Arteries,55278-00-00,Service, ,1100,1100,Current Price
,,,,Radiology ,FMXRAY1301,Us. Msk (Hip),55816-00-01,Service,,550,550,Current Price
,,,,Radiology ,FMXRAY1302,Us. Msk (Knee),55828-00-01,Service,,550,550,Current Price
,,,,Radiology ,FMXRAY1300,Us. Msk (Wrist),55800-00-01,Service,,550,550,Current Price
,,,,Radiology ,FMXRAY1304,Us. Msk (Muscles),90908-00-00,Service,,550,550,Current Price
,,,,Radiology ,FMXRAY1303,Us. Msk (Ankle),55836-00-01,Service,,550,550,Current Price
,,,,Radiology ,FMXRAY1295,Us. Pediatric. Transfontanel,55028-00-00,Service,,550,550,Current Price
,,,,Physiotherapy,FMPTD-0079,LOCOMOTION THERAPY(12 SESSION),95550-03-00,Service,,8398,8398,Current Price
,,,,Physiotherapy,FMPTD-0087,LOCOMOTION THERAPY - 6S/1W/1M,96130-00-00,Service,,9462,9462,Current Price
,,,,LABORATORY,FMLAB-2016,Carbon Dioxide,73050-06-40,Service,,196,196,Current Price
,,,,UROLOGY,FMURO-3058,Partial Cystectomy,37000-01-00,PKG,8-10 Days,14520,14520,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0046,Below Knee Prosthesis With Cuff,96092-00-00,Service,,45669,45669,Current Price
,,,,Physiotherapy,FMPTD-0088,LOCOMOTION THERAPY - 6S/1W/2M,96130-00-00,Service,,14684,14684,Current Price
,,,,ENT,FMENTE6045,Video Nystagmography(Vng),11339-00-00,Service,,1327,1327,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0047,Below Knee Prosthesis With Cuff Plus Ischiedicus Support,96092-00-00,Service,,38964,38964,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0048,Knee Exarticulation Prosthesis,96092-00-00,Service,,57950,57950,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0049,Knee Extarticulation With Teh Lina Knee,96092-00-00,Service,,65942,65942,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0051,Above Knee Prosthesis Knee Adjustable,96092-00-00,Service,,51954,51954,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0052,Above Knee Prosthesis Free Knee,96092-00-00,Service,,55948,55948,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0050,Above Knee Prosthesis With Teh Lina Knee,96092-00-00,Service,,59945,59945,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0053,Hip Exarticulation Prosthesis Free Knee,96092-00-00,Service,,59945,59945,Current Price
,,,,Physiotherapy,FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,96130-00-00,Service,,18872,18872,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0039,Forearm Prosthesis Electric (Myoelectric),96092-00-00,Service,,89919,89919,Current Price
,,,,Psychiatry ,FMPSYB0040,Social Skill Test,96032-00-00,Service,,213,213,Current Price
,,,,Psychiatry ,FMPSYA0060,Bender Gestalt Test,95550-10-00,Service,,213,213,Current Price
,,,,LABORATORY,FMLAB-2008,Bicarbonate,73050-06-40,Service,,234,234,Current Price
,,,,ENT,FMENTE6029,Promontory Stimulation Test,99999-99-92,Service,,765,765,Current Price
,,,,Dermatology ,FMDER-0036,Skin Tag Excision Per Unit,32142-00-00,Service,,1108,1108,Current Price
,,,,ENT,FMENTO0012,Cauterization Of Mouth Ulcer - Cryocautery,52034-00-00,Service,,1108,1108,Current Price
,,,,Orthopedics,FMORT-0331,Midtarsals Amputation,44364-00-01,PKG,2 Days,13200,13200,Current Price
,,,,Orthopedics,FMORT-0346,Revision Of Amputaiton Stump -(2Nd Close),44376-00-01,PKG,2 DAYS,13200,13200,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0129,Universal Knee Immobilize,96092-00-00,Service,,373,373,Current Price
,,,,LABORATORY,FMLAB-2072,Triglycerides,73050-36-20,Service,,172,172,Current Price
,,,,NEUROLOGY,FMNUM-0042,Muscle Biopsy Package Biopsy & Hist,30075-01-01,Service,,4443,4443,Current Price
,,,,Physiotherapy,FMPTD-0013,ELECTRIC. MASSAGE - TOTAL - OP,96162-00-00,Service,,277,277,Current Price
,,,,Physiotherapy,FMPTD-0014,ELECTRIC. MASSAGE - TOTAL - IP,96162-00-00,Service,,277,277,Current Price
,,,,Cardiology,fmcar-3098,Eecp 35 Sissions,99999-99-99,Service,,23475,23475,Current Price
,,,,Radiology ,FMXRAY1344,W.H. Mammography 2D,59303-00-00,Service,,550,550,Current Price
,,,,NEPHROLOGY,FMNEP-0007,Regular Peritoneal Dialysis,13100-07-00,Service,,1946,1946,Current Price
,,,,LABORATORY,FMLAB-5009,Toxoplasma Abs (Igg),73100-26-60,Service,,393,393,Current Price
,,,,Dermatology ,FMDER-0002,Prostatic Massage,92131-00-00,Service,,160,160,Current Price
,,,,Plastic Surgery,MTPSD-0019,Dessin Of Burns (Under G.A. Upto 5%),30010-00-10,Service,DAY CASE ,998,998,Current Price
,,,,Laboratory,FMLAB-7074,DEXAMESATHONE SUPPRESSION TEST,73000-02-20,Service,,674,674,Current Price
,,,,Plastic Surgery,MTPSD-0025,Excsn Biopsy 0F Mass From Breast/Under Axilla Sml,31500-00-01,Service,,2844,2844,Current Price
,,,,Psychiatry ,FMPSYB0029,Cognitive Therapy(4 Session),96101-00-00,Service,,1635,1635,Current Price
,,,,LABORATORY,FMLAB-3029,"Thyroid Profile (Tsh, Ft3, Ft4)",73050-35-50,Service,,1164,1164,Current Price
,,,,Psychiatry ,FMPSYB0062,Hypnotherapy Sessions 5,96103-00-00,Service,,3670,3670,Current Price
,,,,NEPHROLOGY,FMNEP-0008,Tinkoff Catheter Placement,13109-00-00,Service,,2329,2329,Current Price
,,,,urology,URO-0124,Diagnostic flexible ureteroscopy,36803-00-00,Service,Day Case,10560,10560,Current Price
,,,,LABORATORY,FMLAB-3005,Ca 125,73100-14-00,Service,,535,535,Current Price
,,,,ENT,FMENTE0010,Electrochochleography,11303-00-00,Service,,1533,1533,Current Price
,,,,Internal Medicine,FMENDA0001,Bronchoscopy,41889-05-01,Service,1 Day,2982,2982,Current Price
,,,,Dermatology ,FMDER-0243,Q Switch Laser For Pigmentation Large Area,99999-99-99,Service,,3299,3299,Current Price
,,,,Plastic Surgery,FMPSDA0027,Q-Switch For Pigmentation And Tattoo Large Area,90662-00-00,Service,,3299,3299,Current Price
,,,,Urology,EXURO-0016,POST-OP.REG.URETHRAL DLTN. FORURETHRAL STRUCTURE USING MTL G,37303-00-00,Service,,637,637,Current Price
,,,,Dermatology ,FMDER-0244,Q Switch Laser For Pigmentation Extra Large Area,99999-99-99,Service,,4162,4162,Current Price
,,,,Plastic Surgery,FMPSDA0028,Q-Switch For Pigmentation And Tattoo Extra Large Area,90662-00-00,Service,,4162,4162,Current Price
,,,,LABORATORY,FMLAB-3013,Ferritin,73050-13-10,Service,,429,429,Current Price
,,,,Vascular Surgery,VAS-0019,Carotid Body Tumour Excision,33827-00-01,PKG,4 Days,23760,23760,Current Price
,,,,Internal Medicine,FMENDA0002,Bronchoalveolar Lavage,41898-02-01,Service,,234,234,Current Price
,,,,Dental,FMDNTF0011,Children Tooth Filling Two Surfaces,97521-02-00,Service,,400,400,Current Price
,,,,Plastic Surgery,MTPSD-0020,Dressing Of Burns (G.A. 10%),30014-00-00,Service,,1579,1579,Current Price
,,,,Orthopedics,FMORT-0716,Shock Wave For Pseudoarthrosis Of Delayed Union Under G.A. (Day Care) P.D.,99999-99-99,Service,,5404,5404,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0044,Two Weeks 10 Fractions,83700-00-00,Service,,3622,3622,Current Price
,,,,LABORATORY,FMLABH0001,Factor Xiii,73100-03-50,Service,,768,768,Current Price
,,,,LABORATORY,FMLAB-6021,Throat Swab C/S,73050-40-90,Service,,350,350,Current Price
,,,,LABORATORY,FMLAB-6012,Nasal Swab C/S,41659-00-00,Service,,350,350,Current Price
,,,,LABORATORY,FMLAB-6023,Urethral Discharge C/S,73050-40-60,Service,,350,350,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0132,Silicon Heel,47594-00-11,Service,,269,269,Current Price
,,,,Laboratory,FMLAB-9104,OVARIAN ABS.,73100-14-00,Service,,513,513,Current Price
,,,,Orthopedics,FMORT-1022,Image Guided Intervention For Discogenic Pain,39118-00-00,Service,Day Case,6840,6840,Current Price
,,,,Orthopedics,FMORT-1017,Image Guided Selective Nerve Root Modulation,39013-00-00,Service,Day Case,6840,6840,Current Price
,,,,Psychiatry ,FMPSYB0039,Liebowitz Social Phobia Scale,96032-00-00,Service,,419,419,Current Price
,,,,ENT,FMENTE6034,Cochlear Function Monitoring,96009-00-00,Service,,419,419,Current Price
,,,,Laboratory,FMLAB-9412,CARDIAC MUSCLE ABS,73250-00-20,Service,,642,642,Current Price
,,,,Orthopedics,FMORT-0777,Ozon Injection,18360-01-01,Service,,578,578,Current Price
,,,,NEUROLOGY,FMNUM-0000,Neurology Consultation (In-Pt),83600-02-70,Service,,257,257,Current Price
,,,,Orthopedics,FMORT-0810,Removal Of Plate And Screw,47930-00-01,PKG,Day Case,10800,10800,Current Price
,,,,Orthopedics,FMORT-0296,Adductiontenotomy Of Hip,50375-01-00,PKG,2 days,9000,9000,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0062,One Fraction Half Body,15600-02-00,Service,,960,960,Current Price
,,,,Physiotherapy,FMPTD-0044,TILT TABLE - IP,96130-00-00,Service,,150,150,Current Price
,,,,Orthopedics,FMORT-1019,Image Guided Interlaminar Or Caudal Epidural,90019-00-00,Service,Day Case,6000,6000,Current Price
,,,,Orthopedics,FMORT-0474,Rad. Head Exc.After Fracture,48406-03-01,PKG,1 DAY,10800,10800,Current Price
,,,,Orthopedics,FMORT-0054,Remvl Of Int. Fixatn Device At Patella,47930-01-01,PKG,Day Case,10800,10800,Current Price
,,,,Endoscopy,ENT-0038,Functional Endoscopy Sinus Surgery Grade 2 (F.E.S.S.),41764-01-00,PKG,5 DAYS,8580,8580,Current Price
,,,,LABORATORY,FMLAB-6003,Blood C/S,73050-40-00,Service,,399,399,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0012,Forearm Slab W/O Cover,96092-00-00,Service,,618,618,Current Price
,,,,Ophthalmology,FMOPTE0017,REPAIR OF RUPTURED GLOBE,42554-00-00,Service,,6009,6009,Current Price
,,,,LABORATORY,FMLAB-9133,Transferrin,73050-36-10,Service,,614,614,Current Price
,,,,INTERNAL MEDICINE,FMINT-1006,Metabolic Therapeutic Care,96067-00-00,Service,,219,219,Current Price
,,,,OB & GYNE,FMOBG-0082,SALPINGO OOPHORECTOMY-UNILAT.,35713-11-00,Service,,4126,4126,Current Price
,,,,Laboratory,FMLAB-9321,ALPHA-GLUCOSIDASE,73050-01-50,Service,,301,301,Current Price
,,,,Urology,URO-0138,Partial Nephrectomy + Vascular clamping + Calyceal repair + DJ stent insertion,36522-01-00,PKG,5 Days,32880,32880,Current Price
,,,,NEPHROLOGY,FMNEP-0010,Contineous Artero-Veine Hemo- Dialysis,13100-00-00,Service,,3849,3849,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0133,Hinged Knee Support,96092-00-00,Service,,465,465,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0156,Above Knee Prosthesis,97823-00-00,Service,,42792,42792,Current Price
,,,,Psychiatry ,FMPSYB0025,Psychotherapy X 8,96185-00-00,Service,,4741,4741,Current Price
,,,,Surgery,SUR-0018,Removal of F.B from upper GIT,32123-00-00,PKG,Day Case,2577.3362999999995,2577.3362999999995,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0142,Shoes Special Ortho Dennis Brown,96092-00-00,Service,,652,652,Current Price
,,,,,FMNUR-0054,PORTA CATHETER NEEDEL INSERTION,34528-02-00,Service,,242,242,Current Price
,,,,Physiotherapy,FMPTD-0010,ELECTRIC STIM. MUSC/NRVE - IP,96155-00-00,Service,,147,147,Current Price
,,,,Physiotherapy,FMPTD-0028,OCCUPATIONAL THERAPY - IP,83620-00-40,Service,,147,147,Current Price
,,,,Physiotherapy,FMPTD-0030,TRACTION - IP,90531-00-00,Service,,147,147,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0050,One Week 5 Fractions,15600-01-00,Service,,1894,1894,Current Price
,,,,LABORATORY,FMLAB-2013,Ck (Cpk),73050-09-40,Service,,173,173,Current Price
,,,,NEPHROLOGY,FMNEP-0034,Follow-Up Neprology,83600-02-60,Service,,714,714,Current Price
,,,,,FMNUR-0014,SPECIAL CARE - IST TO 3RD WK,83700-00-00,Service,,1672,1672,Current Price
,,,,Dental,FMDNTS0121,OPEN REDUC. EXTRA-ORAL SEVERE,47774-00-01,Service,,13216,13216,Current Price
,,,,Vascular Surgery,FMVAS-0046,EXCISION OF SWELLING,31205-00-10,Service,,3224,3224,Current Price
,,,,ENT,FMENTS0016,TREPHINE OF THE FRONTAL SINUS,41743-00-00,Service,,3024,3024,Current Price
,,,,Vascular Surgery,FMVAS-0062,HARVESTING VEIN FOR BYPASS GRAFTING,90223-01-00,Service, ,4126,4126,Current Price
,,,,,FMENDE0080,USE OF WALL STENT,35309-06-00,Service, ,8257,8257,Current Price
,,,,Urology,URO-0050,Nephroureterectomy,36531-01-00,PKG,7 Days,14727.635999999999,14727.635999999999,Current Price
,,,,LABORATORY,FMLAB-2058,Occult Blood In Stool,73050-04-80,Service,,117,117,Current Price
,,,,Laboratory,FMLAB-9173,DENGUE FEVER VIRAL CULTURE,73100-27-20,Service, ,539,539,Current Price
,,,,Psychiatry ,FMPSYB0061,Hypnotherapy Session 1,96103-00-00,Service, ,803,803,Current Price
,,,,Physiotherapy,FMPTD-0001,Ultraviolet - Op,14050-01-00,Service,,165,165,Current Price
,,,,Plastic Surgery,MTPSD-0033,Removal Of Multiple Navi More Than 6 (L.A.),31205-01-00,Service,,1611,1611,Current Price
,,,,Psychiatry ,FMPSYA0047,Ybocs,96180-00-00,Service,,378,378,Current Price
,,,,Psychiatry ,FMPSYA0045,Hypomania,99999-99-99,Service,,378,378,Current Price
,,,,Psychiatry ,FMPSYA0044,Psychopathic Deviation,92204-00-00,Service,,378,378,Current Price
,,,,Psychiatry ,FMPSYA0046,Famininity & Masculinity,92204-00-00,Service,,378,378,Current Price
,,,,Psychiatry ,FMPSYA0043,Hysteria,96180-00-00,Service,,378,378,Current Price
,,,,Physiotherapy,FMPTD-0031,TOTAL PT - 3 MODAL. - OP,95550-03-00,Service,,435,435,Current Price
,,,,Psychiatry ,FMPSYB0010,Relaxation Therapy,96101-00-00,Service,,657,657,Current Price
,,,,Psychiatry ,FMPSYB0018,Ect Pckg Ip W/ Anaes. X 6 Ses.,14224-00-00,Service,,5735,5735,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0031,Radical Treatment Rest Payment,83700-00-00,Service,,5727,5727,Current Price
,,,,Physiotherapy,FMPTD-2066,PT SINGLE AREA (3 PROCS),95550-03-00,Service,,571,571,Current Price
,,,,Radiology ,FMXRAY1332,Doppler. Scrotal & Testicular,90911-00-00,Service,,660,660,Current Price
,,,,Cardiology,FMCAR-0010,Venous Duplex,90908-00-00,Service,,454,454,Current Price
,,,,Physiotherapy,FMPTD-2089,ICE / HOT PACK SMALL,22065-00-90,Service,,92,92,Current Price
,,,,Dermatology ,FMDER-0041,Intradermal Injection,96205-19-00,Service,,184,184,Current Price
,,,,LABORATORY,FMLAB-2076,Uric Acid Clearance,73050-37-70,Service,,206,206,Current Price
,,,,Laboratory,FMLAB-6052,RECTAL SWAB CULTURE & SENSITIVITY,73050-40-90,Service,,365,365,Current Price
,,,,Psychiatry ,FMPSYB0038,Wisconsin Card Sorting Test,96238-00-00,Service,,519,519,Current Price
,,,,Psychiatry ,FMPSYB0041,Roth Technique,11015-00-00,Service,,519,519,Current Price
,,,,ENT,FMENTE2007,EXCISION OF PRE-AURICULAR CYST,30104-00-01,Service,,7498,7498,Current Price
,,,,ENT,FMENTE4007,Removal Of Grommet-Unilateral,41644-00-02,Service,,256,256,Current Price
,,,,Psychiatry ,FMPSYB0027,Cognitive Therapy(Per Session) Development.Ther.For Ment.Ret.,96101-00-00,Service,,522,522,Current Price
,,,,ENT,FMENTE0026,Voice Disorder Session,95550-05-00,Service,,704,704,Current Price
,,,,Orthopedics,FMORT-0580,Repair Of Collateral Lateral Ligament,49539-01-01,PKG,1 DAY,18600,18600,Current Price
,,,,Orthopedics,FMORT-0151,Club Foot Release,50321-00-00,PKG,1 DAY,18600,18600,Current Price
,,,,Psychiatry ,FMPSYA0049,Children Depression Scale,96236-00-00,Service,,386,386,Current Price
,,,,Psychiatry ,FMPSYB0044,Childhood Autism Rating Scale (Cars),96180-00-20,Service,,262,262,Current Price
,,,,LABORATORY,FMLAB-6014,Semen Analysis,73400-03-30,Service,,282,282,Current Price
,,,,Radiology ,FMXRAY1342,W.H. Obstetric Us,55700-02-00,Service,,385,385,Current Price
,,,,Orthopedics,FMORT-1010,Removal Of Implant Femur,47927-01-01,PKG,Day Case,13200,13200,Current Price
,,,,Orthopedics,FMORT-0053,Remvl Of Int. Fixatn Device At Femur,47930-01-01,PKG,1 DAY,13200,13200,Current Price
,,,,Orthopedics,FMORT-0050,Remvl Of Int. Fixatn Device At Humerus,47930-00-01,PKG,1 DAY,13200,13200,Current Price
,,,,Physiotherapy,FMPTD-0034,TOTAL PT >3 MODALITIES - IP,95550-03-00,Service,,405,405,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0028,Cheneau Scoliosis Brace,96092-00-00,Service,,27975,27975,Current Price
,,,,ENT,FMENTE3020,Vestibular Assestment,96009-00-00,Service,,1591,1591,Current Price
,,,,Plastic Surgery,MTPSD-0031,Removal Of One Navi Under L.A.,48406-16-01,Service,,457,457,Current Price
,,,,Orthopedics,FMORT-0595,Cervical Rhizotomy Level Ii,40330-00-00,Service,,5755,5755,Current Price
,,,,Endoscopy,fmende0100,Use Of Endoclips,90296-00-00,Service,,1515,1515,Current Price
,,,,LABORATORY,FMLAB-9157,Erythropoietin,73050-11-80,Service,,1140,1140,Current Price
,,,,NEUROSURGERY,FMNEU-3334,Repair Of Compound Skull Fracture,39609-02-00,PKG,7 Days,31800,31800,Current Price
,,,,LABORATORY,FMLAB-2024,Creatinine Clearance,73050-10-00,Service,,255,255,Current Price
,,,,LABORATORY,FMLAB-5062,Herpes I Igm,73050-46-40,Service,,406,406,Current Price
,,,,Nursing,HCNUR-0001,Hhc Initial Visit Nursing Up To90 Min,83600-02-00,Service,,548,548,Current Price
,,,,LABORATORY,FMLAB-8015,Immunohistochemistry Panel,73200-08-40,Service,,2074,2074,Current Price
,,,,Orthopedics,FMORT-0657,Tendon Transfer At Shoulder,47966-00-01,PKG,1 DAY,24000,24000,Current Price
,,,,Orthopedics,FMORT-9927,Mpfl Reconstruction W/Out Allograft,49539-01-01,PKG,1 DAY,24000,24000,Current Price
,,,,Orthopedics,FMORT-0052,Remvl Of Int. Fixatn Device At Carpals & Metacarpals,47930-00-01,PKG,Day Case,9600,9600,Current Price
,,,,Orthopedics,FMORT-0533,Retro-Patellar Shaving Per Arthroscopy,49558-01-01,PKG,1 DAY,9600,9600,Current Price
,,,,Psychiatry ,FMPSYB0012,Sex Therapy,96179-00-00,Service,,462,462,Current Price
,,,,Physiotherapy,FMPTD-2108,CPM FOR ELBOW - IP,96130-00-00,Service,,131,131,Current Price
,,,,Physiotherapy,FMPTD-2106,CPM FOR SHOULDER - IP,96130-00-00,Service,,131,131,Current Price
,,,,Physiotherapy,FMPTD-2136,MCKENCZIE FOLLOW-UP TREATMENT,96130-00-00,Service,,131,131,Current Price
,,,,Dental,FMDNTX0006,Additional X-Ray,97022-00-10,Service,,142,142,Current Price
