PACKAGE CODE ,CATEGORY,SUB-CATEGORY,PACKAGES,Admission Days (LOS) ICU,Admission Days (LOS) WORD,NEW PRICE,3
2015001,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITH RESECTION,0,2,17600.0,243
2015002,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,0,2,13200.0,244
2015003,GENERAL SURG.,COLORECTAL SURG,ABDOMINOPERINEAL RESECTION OF RECTUM,0,2,40050.0,245
2015004,GENERAL SURG.,COLORECTAL SURG,ANAL FISTULOTOMY OR FISTULECTOMY / COMPLEX,0,1,8800.0,246
2015005,GENERAL SURG.,COLORECTAL SURG,ANAL SPHENCTER REPAIR / FEACAL INCONTINENCE,0,1,13200.0,247
2015006,GENERAL SURG.,COLORECTAL SURG,ANOPLASTY,0,1,4050.0,248
2015007,GENERAL SURG.,COLORECTAL SURG,ANORECTAL AGENESIS WITH OR WITHOUT FISTULA OR CLOACAL MALFORMATIONS,0,2,12100.0,249
2015008,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF BOWEL / RECTUM,0,4,50730.0,250
2015009,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF RECTUM WITH OR WITHOUT TEMPORARY STOMA,0,4,42275.0,251
2015010,GENERAL SURG.,COLORECTAL SURG,BOWEL RESCETION FOR COMLICATED DIVERTICULOSIS,0,4,32400.0,252
2015011,GENERAL SURG.,COLORECTAL SURG,CECECTOMY,0,2,10560.0,253
2015012,GENERAL SURG.,COLORECTAL SURG,CECOSTOMY,0,2,10560.0,254
2015013,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF LARGE INTESTINAL STOMA,0,2,13200.0,255
2015014,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF SMALL INTESTINAL STOMA,0,2,8800.0,256
2015015,GENERAL SURG.,COLORECTAL SURG,COLOSTOMY,0,1,10560.0,257
2015016,GENERAL SURG.,COLORECTAL SURG,COLOVAGINAL FISTULA REPAIR,0,2,21250.0,258
2015017,GENERAL SURG.,COLORECTAL SURG,DUODENAL OBSTRUCTION REPAIR / NEONATAL,1,2,21675.0,259
2015018,GENERAL SURG.,COLORECTAL SURG,EXCISION OF THROMBOTIC HAEMORRHOIDS,0,1,4275.0,260
2015019,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF POSITERIOR ANAL FISSURE WITH A FLAP ,0,1,6230.0,261
2015020,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,0,3,39160.0,262
2015021,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / SUBTOTAL-PARTIAL  / LAPAROSCOPIC / COMPLICATED,0,3,32400.0,263
2015022,GENERAL SURG.,COLORECTAL SURG,ILEO-CECAL RESECTION,0,2,17600.0,264
2015023,GENERAL SURG.,COLORECTAL SURG,ILEO-ANAL POUCH CREATION / LAPAROSCOPIC / COMPLICATED,0,3,39160.0,265
2015024,GENERAL SURG.,COLORECTAL SURG,ILEOSTOMY,0,1,8800.0,266
2015025,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS / HIGH - COMPLEX,0,1,6230.0,267
2015026,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS / LOW - SIMPLE,0,1,4275.0,268
2015027,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL EXPLORATION / LAPARASCOPIC ,0,1,8800.0,269
2015028,GENERAL SURG.,COLORECTAL SURG,COLOSTOMY / LAPARASCOPIC ,0,2,13200.0,270
2015029,GENERAL SURG.,COLORECTAL SURG,ILEO-CECAL RESECTION / LAPARASCOPIC ,0,2,21250.0,271
2015030,GENERAL SURG.,COLORECTAL SURG,ILEOSTOMY / LAPARASCOPIC ,0,2,13200.0,272
2015031,GENERAL SURG.,COLORECTAL SURG,LEFT HEMI COLECTOMY / LAPARASCOPIC ,0,2,25500.0,273
2015032,GENERAL SURG.,COLORECTAL SURG,SEGMENTAL RESECTION OF SMALL INTESTINE - MULITPLE  / LAPARASCOPIC ,0,2,21250.0,274
2015033,GENERAL SURG.,COLORECTAL SURG,PROCTOPEXY WITH RESECTION / LAPARASCOPIC ,0,2,21250.0,275
2015034,GENERAL SURG.,COLORECTAL SURG,PROCTOPEXY WITHOUT RESECTION LAPARASCOPIC ,0,2,17600.0,276
2015035,GENERAL SURG.,COLORECTAL SURG,RIGHT HEMI COLECTOMY / LAPARASCOPIC ,0,2,21250.0,277
2015036,GENERAL SURG.,COLORECTAL SURG,SIGMOID COLON RESECTION / LAPARASCOPIC ,0,2,21250.0,278
2015037,GENERAL SURG.,COLORECTAL SURG,SMALL TO SMALL INTESTINE ANASTOMOSIS / LAPARASCOPIC ,0,2,17600.0,279
2015038,GENERAL SURG.,COLORECTAL SURG,ANAL SPHINCTEROTOMY / LEFT LATERAL ,0,1,5400.0,280
2015039,GENERAL SURG.,COLORECTAL SURG,HEMORRHOID / LIGATION,0,0,1880.0,281
2015040,GENERAL SURG.,COLORECTAL SURG,SEGMENTAL RESECTION OF SMALL BOWEL - MULTIPLE ,0,2,17600.0,282
2015041,GENERAL SURG.,COLORECTAL SURG,NEONATAL ESOPHAGIAL ATRESIA/FISTULA,0,2,13640.0,283
2015042,GENERAL SURG.,COLORECTAL SURG,NEONATAL INTESTINAL OBSTRUCTION (INTESTINAL ATRESIA),0,2,21675.0,284
2015043,GENERAL SURG.,COLORECTAL SURG,OMENTECTOMY,0,2,13615.5,285
2015044,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR - MINOR ,0,2,13640.0,286
2015045,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR - MAJOR,0,3,31500.0,287
2015046,GENERAL SURG.,COLORECTAL SURG,PILONIDAL SINSUS EXCISION WITH CLOSURE,0,1,7120.0,288
2015047,GENERAL SURG.,COLORECTAL SURG,PROCTO COLECTOMY WITH ILEAL POUCH ANAL ANASTOMOSIS,0,4,44500.0,289
2015048,GENERAL SURG.,COLORECTAL SURG,PROCTOCOLECTOMY /  / LAPAROSCOPIC / COMPLICATED,0,4,32400.0,290
2015049,GENERAL SURG.,COLORECTAL SURG,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,0,4,41830.0,291
2015050,GENERAL SURG.,COLORECTAL SURG,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,0,2,13200.0,292
2015051,GENERAL SURG.,COLORECTAL SURG,ANAL SPHENECTER STENOSIS REPAIR WITH FLAP,0,2,13200.0,293
2015052,GENERAL SURG.,COLORECTAL SURG,PARASTOMAL HERNIAREPAIR,0,2,13200.0,294
2015053,GENERAL SURG.,COLORECTAL SURG,TRANSVERSE COLON RESECTION,0,3,21250.0,295
2015054,GENERAL SURG.,COLORECTAL SURG,RIGHT HEMI-COLECTOMY,0,2,17600.0,296
2015055,GENERAL SURG.,COLORECTAL SURG,SIGMOID COLON RESECTION,0,2,17600.0,297
2015056,GENERAL SURG.,COLORECTAL SURG,ANAL FISTULOTOMY / SIMPLE ,0,1,6230.0,298
2015057,GENERAL SURG.,COLORECTAL SURG,SMALL TO SMALL INTESTINE ANASTOMOSIS,0,2,13200.0,299
2015058,GENERAL SURG.,COLORECTAL SURG,TOTAL COLECTOMY,0,3,28749.999999999996,300
2015059,GENERAL SURG.,COLORECTAL SURG,TOTAL COLON RESECTION,0,3,36000.0,301
2015060,GENERAL SURG.,COLORECTAL SURG,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED,0,4,39160.0,302
2016001,GENERAL SURG.,BARIATRIC SURG,BARIATRIC OPERATION REVISION,0,1,3720.0,303
2016002,GENERAL SURG.,BARIATRIC SURG,BILIO-PANCREATIC DIVERSION (BPD) (SCOPINARO PROCEDURE ),0,3,37380.0,304
2016003,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,0,4,42720.0,305
2016004,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,0,4,42720.0,306
2016005,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,0,4,48060.0,307
2016006,GENERAL SURG.,BARIATRIC SURG,DIAGNOSTIC LAPAROSCOPY POST BARIATRIC SURGERY ,0,1,8800.0,308
2016007,GENERAL SURG.,BARIATRIC SURG,BAND REMOVAL / LAPAROSCOPIC,0,1,17600.0,309
2016008,GENERAL SURG.,BARIATRIC SURG,BAND REMOVAL WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,2,21250.0,310
2016009,GENERAL SURG.,BARIATRIC SURG,GASTRIC BANDING / LAPAROSCOPIC ,0,2,31500.0,311
2016010,GENERAL SURG.,BARIATRIC SURG,GASTRIC BANDING WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,36490.0,312
2016011,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS / LAPAROSCOPIC ,0,2,34200.0,313
2016012,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,39160.0,314
2016013,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,39160.0,315
2016014,GENERAL SURG.,BARIATRIC SURG,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,0,3,44500.0,316
2016015,GENERAL SURG.,BARIATRIC SURG,NISSEN FUDOPLICATION / LAPAROSCOPIC ,0,3,25500.0,317
2016016,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS / LAPAROSCOPIC ,0,3,34200.0,318
2016017,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,39160.0,319
2016018,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,39160.0,320
2016019,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL LAPAROSCOPIC ,0,4,44500.0,321
2016020,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY / LAPAROSCOPIC ,0,3,25000.0,322
2016021,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH BAND REMOVAL / LAPAROSCOPIC ,0,3,30000.0,323
2016022,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,0,3,39160.0,324
2016023,GENERAL SURG.,BARIATRIC SURG,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,0,3,44500.0,325
2016024,GENERAL SURG.,BARIATRIC SURG,BARIATRIC REVISION / MAJOR ,0,1,7120.0,326
2016025,GENERAL SURG.,BARIATRIC SURG,GASTRIC BYPASS POUCH RESIZING FOLLOWING REGAIN,0,3,34200.0,327
2016026,GENERAL SURG.,BARIATRIC SURG,GASTRIC BYPASS COMMON LIMB SHORTENING FOLLOWING REGAIN,0,3,34200.0,328
2016027,GENERAL SURG.,BARIATRIC SURG,ROUX-EN-Y GASTRIC BYPASS TOTAL REVERSAL,0,3,34200.0,329
3011001,OBS & GYN,MINOR SURG,CERVICAL CIRCLAGE / SHIRODKAR SUTURE,0,D/C,3060.0,330
3011002,OBS & GYN,MINOR SURG,CERVICAL POLYPECTOMY,0,D/C,2856.0,331
3011003,OBS & GYN,MINOR SURG,D WITH C WITH BIOPSY,0,1,3060.0,332
3011004,OBS & GYN,MINOR SURG,DOUGLAS POUCH ABSCESS DRAINAGE,0,1,4848.0,333
3011005,OBS & GYN,MINOR SURG,EXCISION OF BARTHOLIN'S CYST,0,1,3060.0,334
3011006,OBS & GYN,MINOR SURG,EXTERNAL CEPHALIC VERSION (ECV),0,D/C,2275.0,335
3011007,OBS & GYN,MINOR SURG,HYMENOTOMY / HYMENECTOMY,0,D/C,2525.0,336
3011008,OBS & GYN,MINOR SURG,DIAGNOSTIC LAPARASCOPY (NON-INFERTILITY) ,0,1,5656.0,337
3011009,OBS & GYN,MINOR SURG,POLYPECTOMY FRACTIONAL CURRETAGE,0,1,3162.0,338
3011010,OBS & GYN,MINOR SURG,POLYPECTOMY WITH D WITH C,0,1,4040.0,339
3011011,OBS & GYN,MINOR SURG,REMOVAL OF CIRCLAGE,0,0,1530.0,340
3011012,OBS & GYN,MINOR SURG,REMOVAL OF IUCD (U.G.A.),0,D/C,1530.0,341
3011013,OBS & GYN,MINOR SURG,SURGICAL EVACUATION OF UTERUS WITH BIOPSY,0,1,3787.5,342
3011014,OBS & GYN,MINOR SURG,VAGINAL PERINEAL REPAIR,0,1,3787.5,343
3012001,OBS & GYN,MEDIUM SURG,CERVICAL TEAR REPAIR,0,1,6060.0,344
3012002,OBS & GYN,MEDIUM SURG,DISSECTION OF SYNOECHEA-ASHERMAN'S SYNDROME / HYSTROSCOPIC  ,0,1,15756.0,345
3012003,OBS & GYN,MEDIUM SURG,ENDROETRIAL ABLATION / HYSTROSCOPIC ,0,1,14443.0,346
3012004,OBS & GYN,MEDIUM SURG,METROPLASTY-REPAIR OF SEPTATE UTERUS / HYSTROSCOPIC ,0,1,15756.0,347
3012005,OBS & GYN,MEDIUM SURG,POLYPECTOMY / HYSTROSCOPIC ,0,1,9191.0,348
3012006,OBS & GYN,MEDIUM SURG,REMOVAL OF ENDOMETRIAL FIBROID / HYSTROSCOPIC ,0,1,13130.0,349
3012007,OBS & GYN,MEDIUM SURG,POSTERIOR COLPOPERINEORRHAPHY,0,1,3825.0,350
3012008,OBS & GYN,MEDIUM SURG,SALPINGECTOMY / SALPINGOSTOMY,0,1,4393.5,351
3013001,OBS & GYN,MAJOR SURG,CERVIX AMPUTATION,0,1,6312.5,352
3013002,OBS & GYN,MAJOR SURG,ANTERIOR COLPOPERINEORRHAPHY,0,1,7575.0,353
3013003,OBS & GYN,MAJOR SURG,VAGINAL CLASSICAL REPAIR,0,1,10100.0,354
3013004,OBS & GYN,MAJOR SURG,OOPHRECTOMY,0,1,11362.5,355
3013005,OBS & GYN,MAJOR SURG,OVARIAN CYSTECTOMY,0,1,6936.0,356
3013006,OBS & GYN,MAJOR SURG,SIMPLE VULVECTOMY,0,1,7373.0,357
3014001,OBS & GYN,FINE MAJOR SURG,ECTOPIC PREGNANCY / LAPARASCOPIC,0,2,14645.0,358
3014002,OBS & GYN,FINE MAJOR SURG,ABDOMINAL COLPOPEXY,0,2,15660.0,359
3014003,OBS & GYN,FINE MAJOR SURG,ABDOMINAL TOTAL HYSTERECTOMY,0,2,14518.75,360
3014004,OBS & GYN,FINE MAJOR SURG,ABDOMINAL SLING FOR CONGENITAL PROLAPSE,0,2,14518.75,361
3014005,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH CANALIZATION OF TUBE,0,1,9342.5,362
3014006,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (BILATERAL),0,2,14645.0,363
3014007,OBS & GYN,FINE MAJOR SURG,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (UNILATERAL),0,2,14392.5,364
3014008,OBS & GYN,FINE MAJOR SURG,EXCISION OF TUBAL ECTOPIC PREGNANCY,0,2,9898.0,365
3014009,OBS & GYN,FINE MAJOR SURG,EXPLORATION WITH RECONSTRUCTION OF FALLOPIAN TUBES,0,2,11993.75,366
3014010,OBS & GYN,FINE MAJOR SURG,FOTHERGILLS OPERATION,0,2,10731.25,367
3014011,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY,0,2,11993.75,368
3014012,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC UILATERAL,0,2,13528.5,369
3014013,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC BILATERAL,0,2,18360.0,370
3014014,OBS & GYN,FINE MAJOR SURG,ADHESIOLYSIS WITH OVARIAN CYSTECTOMY WITH NEO-OSTIA OF FALLOPIAN TUBE / LAPAROTOMY,0,2,14645.0,371
3014015,OBS & GYN,FINE MAJOR SURG,CHECKING OF TUBAL PATENCY / LAPARASCOPIC ,0,2,7575.0,372
3014016,OBS & GYN,FINE MAJOR SURG,COAGULATION OF ENDOMETRIOSIS / LAPARASCOPIC ,0,2,14645.0,373
3014017,OBS & GYN,FINE MAJOR SURG,HYSTERECTOMY / LAPARASCOPIC ,0,2,15907.5,374
3014018,OBS & GYN,FINE MAJOR SURG,LASER MYOLISIS / LAPARASCOPIC ,0,2,15402.5,375
3014019,OBS & GYN,FINE MAJOR SURG,OVARIAN CYSTECTOMY WITH ADHESIOLYSIS / LAPARASCOPIC ,0,2,14998.5,376
3014020,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING (BILATERAL) / LAPARASCOPIC ,0,2,11615.0,377
3014021,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING (UNILATERAL) / LAPARASCOPIC ,0,2,9342.5,378
3014022,OBS & GYN,FINE MAJOR SURG,OVARIAN DRILLING WITH ADHESIOLYSIS / LAPARASCOPIC ,0,2,14998.5,379
3014023,OBS & GYN,FINE MAJOR SURG,REMOVAL OF MISSED IUCD / LAPARASCOPIC ,0,2,9342.5,380
3014024,OBS & GYN,FINE MAJOR SURG,SALPINGECTOMY WITH REMOVAL OF ECTOPIC PREGNANCY / LAPARASCOPIC ,0,2,14998.5,381
3014025,OBS & GYN,FINE MAJOR SURG,SALPINGO-OOPHORECTOMY (BILATERAL) / LAPARASCOPIC ,0,2,11867.5,382
3014026,OBS & GYN,FINE MAJOR SURG,SALPINGO-OOPHORECTOMY (UNILATERAL) / LAPARASCOPIC ,0,1,9342.5,383
3014027,OBS & GYN,FINE MAJOR SURG,TUBAL LIGATION ON CAUTERIZATION / LAPARASCOPIC ,0,1,7322.5,384
3014028,OBS & GYN,FINE MAJOR SURG,TUBAL LIGATION ON CAUTERIZATION BILATERAL / LAPARASCOPIC ,0,1,8332.5,385
3014029,OBS & GYN,FINE MAJOR SURG,OVARIAN CYSTECTOMY (BILATERAL) / LAPARASCOPIC ,0,2,14152.5,386
3014030,OBS & GYN,FINE MAJOR SURG,MYOMECTOMY,0,1,10100.0,387
3014031,OBS & GYN,FINE MAJOR SURG,RADICAL VULVECTOMY,0,2,14518.75,388
3014032,OBS & GYN,FINE MAJOR SURG,RECURRENT MYOMECTOMY   ,0,2,14518.75,389
3014033,OBS & GYN,FINE MAJOR SURG,RECURRENT OVARIAN TUMOUR   ,0,2,14518.75,390
3014034,OBS & GYN,FINE MAJOR SURG,REPAIR OF RECTO-VAGINAL FISTULA   ,0,2,15150.0,391
3014035,OBS & GYN,FINE MAJOR SURG,REPAIR OF VESICO-VAGINAL FISTULA   ,0,2,15150.0,392
3014036,OBS & GYN,FINE MAJOR SURG,VAGINAL COLPSUSPENSION (VSSF),0,2,15660.0,393
3014037,OBS & GYN,FINE MAJOR SURG,VAGINAL HYSTERECTOMY  ,0,1,12625.0,394
3014038,OBS & GYN,FINE MAJOR SURG,VAGINAL SACRO SPINOUS FIXATION,0,2,14790.0,395
3014039,OBS & GYN,FINE MAJOR SURG,VAGINAL SACROSPINOUS HYSTEROPEXY   ,0,2,14790.0,396
3014040,OBS & GYN,FINE MAJOR SURG,WEDGE RESECTION OF OVARY   ,0,1,4725.0,397
3014041,OBS & GYN,FINE MAJOR SURG,WEDGE RESECTION OF OVARY / LAPAROSCOPIC    ,0,1,6786.25,398
3014042,OBS & GYN,FINE MAJOR SURG,ANTERIOR/POSTERIOR COLPOPERINEORRHAPHY WITH MESH (IMPLANT NOT INCLUDED),0,2,11250.0,399
3014043,OBS & GYN,FINE MAJOR SURG,LABIOPLASTY ,0,1,6500.0,400
3015001,OBS & GYN,DELIVERY,DELIVERY BREECH WITH NORMAL BABY,0,1,5933.75,401
3015002,OBS & GYN,DELIVERY,DELIVERY CAESARIAN WITH NORMAL BABY,0,3,12240.0,402
3015003,OBS & GYN,DELIVERY,DELIVERY CAESARIAN FOR TRIPLETS,0,4,16412.5,403
3015004,OBS & GYN,DELIVERY,DELIVERY CAESARIAN FOR TWINS,0,3,14392.5,404
3015005,OBS & GYN,DELIVERY,DELIVERY CAESARIAN REPEATED (WITH NORMAL BABY),0,3,14794.749999999998,405
3015006,OBS & GYN,DELIVERY,L.S.C.S WITH BILATERAL TUB LIGITATION AND REMOVAL OF OVARY ,0,3,12750.0,406
3015007,OBS & GYN,FINE MAJOR SURG,L.S.C.S WITH ABDOMINAL HYSTERECTOMY,0,3,15660.0,407
3015008,OBS & GYN,DELIVERY,DELIVERY NORMAL (WITH NORMAL BABY),0,1,4972.5,408
3015009,OBS & GYN,DELIVERY,DELIVERY NORMAL FOR TWINS (UNCOMPLICATED),0,1,6553.5,409
3015010,OBS & GYN,DELIVERY,DELIVERY VACUUM  (WITH NORMAL BABY),0,1,5933.75,410
3021001,OBS & GYN,IVF ,ASSISTED HATCHING  ,0,1,2346.0,411
3021002,OBS & GYN,IVF ,DIGANOSTIC HYSTEROSCOPY  ,0,1,4500.0,412
3021003,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (3 YEARS)   ,0,0,6060.0,413
3021004,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (ONE YEAR)  ,0,0,2040.0,414
3021005,OBS & GYN,IVF ,EMBRYO CRYO STORAGE FEE (TWO YEARS)   ,0,0,4040.0,415
3021006,OBS & GYN,IVF ,EMRYO TRANSFER  ,0,0,2040.0,416
3021007,OBS & GYN,IVF ,ENDOMETRIAL ABLATION   ,0,1,12120.0,417
3021008,OBS & GYN,IVF ,FROZEN EMBRYO REPLACEMENT CYCLE  ,0,0,3636.0,418
3021009,OBS & GYN,IVF ,HYSTEROSALPINGOGRAPHY IN O.R. (U.G.A.)  ,0,D/C,2777.5,419
3021010,OBS & GYN,IVF ,ENDOMETRIAL BIOPSY / HYSTEROSCOPIC ,0,D/C,6060.0,420
3021011,OBS & GYN,IVF ,METROPLASTY / HYSTEROSCOPIC ,0,D/C,12120.0,421
3021012,OBS & GYN,IVF ,POLYPECTOMY / HYSTEROSCOPIC ,0,D/C,7070.0,422
3021013,OBS & GYN,IVF ,REMOVAL OF SYNECHIA / HYSTEROSCOPIC ,0,D/C,12120.0,423
3021014,OBS & GYN,IVF ,MYOMECTOMY / HYSTEROSCOPIC ,0,D/C,12120.0,424
3021015,OBS & GYN,IVF ,ICSI CYCLE FIRST ATTEMPT   ,0,D/C,18360.0,425
3021016,OBS & GYN,IVF ,ICSI CYCLE SECOND ATTEMPT   ,0,D/C,16160.0,426
3021017,OBS & GYN,IVF ,IUI INCLUDING 3 ULTRASOUND WITH URINE TEST   ,0,D/C,2040.0,427
3021018,OBS & GYN,IVF ,IVF CYCLE FIRST ATTEMPT   ,0,D/C,15300.0,428
3021019,OBS & GYN,IVF ,IVF CYCLE SECOND ATTEMPT   ,0,D/C,14280.0,429
3021020,OBS & GYN,IVF ,PRE IMPLANTATION GENETIC SCREEING (PGS) 4 EMBRYOS   ,0,D/C,5555.0,430
3021021,OBS & GYN,IVF ,TESTICULAR ASPIRATION   ,0,D/C,4545.0,431
4011001,C.V.T.,FINE MAJOR SURG,AORTIC VALVE / MECHANICAL                                                          ,1,3,55936.5,432
4011002,C.V.T.,FINE MAJOR SURG,AORTIC VALVE / TISSUE                                                                 ,1,3,53266.5,433
4011003,C.V.T.,FINE MAJOR SURG,ATRIAL FIBRILLATION BY CRYOTHERAPY ,1,4,85000.0,434
4011004,C.V.T.,FINE MAJOR SURG,AV FISTULA ANGIOPLASTY,0,1,15300.0,435
4011005,C.V.T.,FINE MAJOR SURG,"BIOPSY, PERICARDIAM",0,2,30300.0,436
4011006,C.V.T.,FINE MAJOR SURG,BIVENTRICULAR IMPLANTABLE CARDIAC DEFIBRILLATOR,1,4,71200.0,437
4011007,C.V.T.,FINE MAJOR SURG,BIVENTRICULAR PERMANENT PACEMAKER CRT-P,1,4,62300.0,438
4011008,C.V.T.,FINE MAJOR SURG,BLALOCK - TAUSSING SHUNT                                          ,0,2,16399.5,439
4011009,C.V.T.,FINE MAJOR SURG,"FEMORO-TIBIAL ARTERY BYPASS, IN-SITU, ",0,4,62166.5,440
4011010,C.V.T.,FINE MAJOR SURG,CABG WITH DOUBLE MECHANICAL VALVE                         ,1,4,88850.0,441
4011011,C.V.T.,FINE MAJOR SURG,CABG WITH DOUBLE TISSUE VALVE                                                                ,1,4,74626.5,442
4011012,C.V.T.,FINE MAJOR SURG,CABG WITH MECHANICAL AORTIC VALVE                                                   ,1,4,60386.5,443
4011013,C.V.T.,FINE MAJOR SURG,CABG WITH MECHANICAL MITRAL VALVE                                                                                     ,1,4,61276.5,444
4011014,C.V.T.,FINE MAJOR SURG,CABG WITH MITRAL VALVE REPAIR  (NO RING)                                                                                     ,1,4,53266.5,445
4011015,C.V.T.,FINE MAJOR SURG,CABG WITH MITRAL VALVE REPAIR  (WITH RING)                  ,1,4,55046.5,446
4011016,C.V.T.,FINE MAJOR SURG,CABG WITH TISSUE AORTIC VALVE REPLACEMENT                                             ,1,4,55046.5,447
4011017,C.V.T.,FINE MAJOR SURG,CABG WITH TISSUE MITRAL VALVE                                                                                                                                                            ,1,4,57716.5,448
4011018,C.V.T.,FINE MAJOR SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT-PROCRSEXC,1,4,26260.0,449
4011019,C.V.T.,FINE MAJOR SURG,CARDIAC PACEMAKER REVISION WITHOUT DEVICE REPLACEMENT,1,4,25250.0,450
4011020,C.V.T.,FINE MAJOR SURG,CORONARY BYPASS (CABG)        ,1,4,45900.0,451
4011021,C.V.T.,FINE MAJOR SURG,DIAGNOSTIC EP STUDY ,0,2,31500.0,452
4011022,C.V.T.,FINE MAJOR SURG,DOUBLE VALVE / MECHANICAL                                                                         ,1,4,76406.5,453
4011023,C.V.T.,FINE MAJOR SURG,DOUBLE VALVE / TISSUE,1,4,66616.5,454
4011024,C.V.T.,FINE MAJOR SURG,DUAL CHAMBER PERMANENT PACEMAKER,1,4,53400.0,455
4011025,C.V.T.,FINE MAJOR SURG,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT ,1,4,57850.0,456
4011026,C.V.T.,FINE MAJOR SURG,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,1,4,57850.0,457
4011027,C.V.T.,FINE MAJOR SURG,IMPLANTABLE CARDIORATOR DEFIBRILLATOR,1,4,62300.0,458
4011028,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF ICD DOUBLE ,1,4,66750.0,459
4011029,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF ICD SINGLE,1,4,62300.0,460
4011030,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF PERMANENT PACEMAKER (PPM),1,4,16720.0,461
4011031,C.V.T.,FINE MAJOR SURG,IMPLANTATION OR EXPLANTATION OF LOOP RECORDER (NOT INCLUDING THE PRICE OF THE IMPLANT),1,4,10560.0,462
4011032,C.V.T.,FINE MAJOR SURG,THORACOSTOMY TUBE INSERTION,0,1,3636.0,463
