TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,OP_PRICE,IP_PRICE
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7030,"AMENORRHEA ""SECONDARY""OVARIAN INSUFICIE",LABORATORY,1293.0,1293
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7031,RHEUMATOLOGY PROFILE IST EXAM.,LABORATORY,2048.0,2048
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7032,"SLE PROFILE (DNA, ANA, IgM, C3 & C4)",LABORATORY,1831.0,1831
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7033,MONTHLY RHEUMATOLOGY. FOLLOW UP,LABORATORY,3709.0,3709
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7034,TRIMESTER RHEUM. FOLLOW UP,LABORATORY,1744.0,1744
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7035,HYPERTENSION PROFILE,LABORATORY,1436.0,1436
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7036,METABOLIC BONE DISEASE RHEUM.  PROFILE,LABORATORY,989.0,989
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7037,IM LAB. CHECK-UP,LABORATORY,1284.0,1284
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7038,"NEPHLOMETER RHEUMATOLOGY (RF,CRP,ASO,URIC ACID)",LABORATORY,673.0,673
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7039,NEPHLOMETER RHEUMATOLOGY PROFILE 1ST EXAMINATION,LABORATORY,1950.0,1950
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7040,MARRIAGE CHECK-UP HB.ELECTROPHORESIS`,LABORATORY,1801.0,1801
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7041,BODY FLUID PROFILE,LABORATORY,803.0,803
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7042,DIABETIC PROFILE(1) (GLYCO` HB CREATI` U,LABORATORY,576.0,576
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7043,"DIABETIC PROFILE(II)(GLYCO, HB CREATI, U",LABORATORY,1064.0,1064
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7044,PAEDIATRIC OBESITY PROFILE     (CORTISOL,LABORATORY,1187.0,1187
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7045,GOSI OR PROFILE,LABORATORY,805.0,805
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7046,DIABETIC CHECK UP,LABORATORY,1589.0,1589
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7047,"FULL NATAL PROFILE (HEPATITIS B, C,TOXO, HIV, TPHA",LABORATORY,1409.0,1409
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7048,DIALYSIS PROFILE - I,LABORATORY,2202.0,2202
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7049,"MEDICAL TOWER O.R. PROFILE CBC,NA,K,",LABORATORY,462.0,462
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7051,CATH LAB. PROFILE (CREATININE  CBC`HIV`HBs-Ag`HCV),LABORATORY,1193.0,1193
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7052,DIALYSIS PROFILE - II,LABORATORY,2774.0,2774
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7053,"OPTHALMOLOGY PROFILE (I)(HBsAG, HCV ,HIV,RPR, HTLV",LABORATORY,2178.0,2178
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7054,OPTHALMOLOGY PROFILE (II)(RPR` HTLV`VHCV-PCP,LABORATORY,4230.0,4230
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7055,"MYELOMA PROFILE (Ca, LIVER, RENAL, IMMUNOEIECTROPH",LABORATORY,3692.0,3692
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7059,ER PROFILE I (CBC`URINE ANALYSIS),LABORATORY,216.0,216
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7060,ER PROFILE II (TOTAL BILI` SGOT`SGPT`ALK PHOSP.GGT,LABORATORY,878.0,878
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7061,"ER PROFILE III (CK. CK-MB,TROPONIN)",LABORATORY,855.0,855
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7062,"ER PROFILE IV (PT,PTT)",LABORATORY,179.0,179
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7063,SYNACTHEN TEST (ACTH STIMULATION),LABORATORY,2248.0,2248
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7073,ADRENAL PROFILE,LABORATORY,919.0,919
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7074,DEXAMETHOSOME SUPPRESSION TEST(ACTH & CORTISOL,LABORATORY,688.0,688
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7075,METABOLIC SYNDROME (PEDIATRIC SCREENING),LABORATORY,1460.0,1460
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7076,CANCER PROFILE (FEMALE),LABORATORY,1007.0,1007
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7077,EARLY DETECTION OF DIABETES,LABORATORY,1364.0,1364
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7079,NEEDLE STICK INJURY SCREEN,LABORATORY,1539.0,1539
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7080,OR PROFILE DENTAL TONSILLECTOMY,LABORATORY,466.0,466
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7081,PITUITARY PROFILE,LABORATORY,1096.0,1096
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7082,RHEUMATOLOGY FOLLOW UP,LABORATORY,524.0,524
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7083,SHORT STATURE PROFILE,LABORATORY,1015.0,1015
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7084,THYROID PROFILE 1,LABORATORY,499.0,499
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7085,THYROID PROFILE 2,LABORATORY,906.0,906
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7086,TORCH IgM PROFILE,LABORATORY,1219.0,1219
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7087,TORCH IgG PROFILE,LABORATORY,1583.0,1583
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7089,HEALTH CLUB CHECK UP,LABORATORY,716.0,716
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7091,RIYADH BANK CHECK UP,LABORATORY,306.0,306
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7093,SAUDI ARAMCO FIRE FIGHTER CHECK UP,LABORATORY,504.0,504
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7094,SAUDI SECURITY PROFILE,LABORATORY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-7095,HEPATITIS B CARRIER PROFILE,LABORATORY,880.0,880
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,LABORATORY,683.0,683
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8002,BODY FLUID CYTOLOGY,LABORATORY,248.0,248
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8005,EXTRA BLOCKS,LABORATORY,95.0,95
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8006,FROZEN SECTIONS,LABORATORY,809.0,809
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8007,GROSS DESCRIPTION ONLY,LABORATORY,68.0,68
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,LABORATORY,630.0,630
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,LABORATORY,1575.0,1575
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8011,SLIDE SCREENING REFERRAL,LABORATORY,578.0,578
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,LABORATORY,200.0,200
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8013,SPECIAL STAIN (EACH),LABORATORY,105.0,105
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8014,PANEL SPECIAL STAIN(4 OR MORE),LABORATORY,483.0,483
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8015,IMMUNOHISTOCHEMISTRY PANEL (3 MARKERS),LABORATORY,1263.0,1263
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8016,HISTOPATH 2 SMALL SPECIMEN,LABORATORY,945.0,945
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8028,FULL RENAL BIOPSY PROFILE,LABORATORY,6825.0,6825
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8051,IgG QUANTITATIVE (CSF),LABORATORY,289.0,289
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8052,IgA (CSF),LABORATORY,289.0,289
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8053,IgM (CSF),LABORATORY,289.0,289
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8054,OR PROFILE V,LABORATORY,1646.0,1646
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8055,ROUTINE PROCESSING SAMPLE (MUBARAK HOSPITAL),LABORATORY,58.0,58
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8056,EXTRA BLOCK (MUBARAK HOSPITAL),LABORATORY,26.0,26
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8061,CHLAMYDIA PNEUMONIA PCR,LABORATORY,546.0,546
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8065,MARKER FOR HTR2-NEU BREAST CANCER MARKER,LABORATORY,713.0,713
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8070,SLIDE REVIEW,LABORATORY,578.0,578
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8073,COMBINED ESTROGEN/PROGESTERONE RECEPTORS (ER/PR),LABORATORY,924.0,924
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8074,IMMUNE STATUS PANEL (RENAL BIOPSY),LABORATORY,924.0,924
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8077,ENVIRONMENTAL CULTURE,LABORATORY,315.0,315
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8079,PLATELET CONCENTRATE (4 UNITS),LABORATORY,2730.0,2730
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8080,TESTING BY TANDEM MASS SPECTROMETRY(MS/MS)+G6PD,LABORATORY,520.0,520
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8081,MOLECULAR GENETIC TESTING FOR FANCONI ANEMIA,LABORATORY,6930.0,6930
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8082,PREPARE YOURSELF FOR RAMADAN,LABORATORY,952.0,952
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8083,PRICKLE CELL DESMOSOMES ABS (PEMPHIGUS),LABORATORY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8084,IMMUNOHISTOCHEMISTRY FOR I MARKERS,LABORATORY,545.0,545
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8085,CSF REPORT,LABORATORY,242.0,242
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8087,BODY FLUID REPORT,LABORATORY,242.0,242
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8089,SYNOVIAL FLUID REPORT,LABORATORY,242.0,242
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8090,PROSTATIC ACID PHOSPHATASE (PAP IMMUNOASSAY),LABORATORY,420.0,420
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8091,PRE CATH CHECKUP,LABORATORY,1998.0,1998
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8092,PHOSPHOLIPASE - A 2 RECEPTOR ABS ( PLA2QN ),LABORATORY,720.0,720
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8093,ARYLSULPHATASE (B),LABORATORY,1080.0,1080
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8094,TREPONEMA PALLIDUM DNA BY PCR,LABORATORY,1560.0,1560
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8096,TRYPTASE,LABORATORY,720.0,720
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8097,DYSTROPHIN GENE (DUCHENNE BECKER MUSCLE),LABORATORY,6000.0,6000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8098,MONTHLY DIALYSIS PROFILE,LABORATORY,2400.0,2400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8101,VENESECTION (IN PATIENT),LABORATORY,2400.0,2400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8102,VENESECTION (OUT PATIENT),LABORATORY,360.0,360
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8103,EPILEPSY (PARTIAL) HEREDITARY PANEL,LABORATORY,9000.0,9000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8104,"INFLUENZA A, B AND H1N1 BY PCR",LABORATORY,960.0,960
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8105,"ENDOTOXIN, IN DIALYSIS WATER",LABORATORY,420.0,420
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8107,"BRCA1,BRCA2 PANEL",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8108,BREAST OVARIAN CANCER PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8109,CENTOBREAST PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8110,CENTOCANCER PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8111,CENTOCOLON EXTENDED PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8112,COLON CANCER NON-POLYPOSIS PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8113,COLON CANCER WITH POLYPS PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8114,"GASTRIC CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8115,MULTIPLE ENDOCRIN NEOPLASIAS/PARAGANGLIOMA/P,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8116,"OVARIAN CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8117,"PANCREATIC CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8118,"PGL/PCC/GSIT PANEL ,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8119,PROSTATE CANCER PANEL,LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8120,"RENAL CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8121,"SKIN CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8122,"THYROID CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8123,"UTERINE  CANCER PANEL,TARGETED",LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8124,MYELOID TUMOR PANEL(SOMATIC),LABORATORY,8000.0,8000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8125,SAUDI AIR FORCE EMPLOYEE CHECKUP,LABORATORY,1259.0,1259
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8126,CENTOGENE EXTENDED METABOLIC SCREENING,LABORATORY,1920.0,1920
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8127,HERPES VIRUS TYPE 8 (PCR),LABORATORY,2076.0,2076
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8128,GLUCOSE/GALACTOSE MALABSORPTION(SLC5A1) CENTOGENE,LABORATORY,3600.0,3600
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8129,BRCA 1 & 2 PANEL,LABORATORY,12000.0,12000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8130,ESCITALOPRAM (CIPRALEX),LABORATORY,400.0,400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8131,CALR TESTING,LABORATORY,2400.0,2400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8132,BACK TO SCHOOL (RCU),LABORATORY,795.0,795
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8133,CROSSMATCH WITH POSITIVE DIRECT COOMB'S TEST/POSIT,LABORATORY,400.0,400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8134,ANTIBODY TITRATION,LABORATORY,670.0,670
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8135,SINGLE GENE FOR CONGENITAL SURFACTANT DEFICIENCY,LABORATORY,4800.0,4800
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8136,COPEPTIN PRO AVP,LABORATORY,600.0,600
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8137,SKIN PRICK TEST(INHALANT ALLERGENS),LABORATORY,400.0,400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8138,COOMB'S TEST DIRECT MONOCLONAL TYPE,LABORATORY,200.0,200
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8139,OSTEOPOROSIS FOR ABOVE 50 YEARS OLD PATIENTS,LABORATORY,1440.0,1440
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8140,OSTEOMALACIA FOR ALL PATIENTS,LABORATORY,880.0,880
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8141,QUANTITATIVE MOLECULAR BCR-ABL1 ANALYSIS,LABORATORY,3000.0,3000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8142,BCR-ABL KINASE DOMAIN MUTATION,LABORATORY,4000.0,4000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8143,CONVENTIONALCHROMOSOMEANALYSISFORHEMATOLOGICALDISORDER.(WHOLEBLOOD),LABORATORY,5000.0,5000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8144,PNEUMOCYSTIS CARNII BY PCR,LABORATORY,2000.0,2000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8145,CENTOGENE WES (SOLO),LABORATORY,5000.0,5000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8146,CENTOGENE WES (TRIO),LABORATORY,10000.0,10000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8147,COLD AUTO ANTOBODIES,LABORATORY,300.0,300
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8148,ONCODEEP(CUSTOMIZED GENE PANEL)+IHC,LABORATORY,26000.0,26000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8149,ONCOSTRAT AND GO(EXTENDEDPANEL)+IHC+PANEL OF 40 GENES ON LIQUID BIOPSY,LABORATORY,38000.0,38000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8150,ONCOSELECT(PANELS BY LIQUID BIOPSY)SOLIDTUMORS(BREAST/NSCL/COLORECTAL),LABORATORY,14000.0,14000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8151,ONCOHEMATOLOGY MOLECULAR PANELS(ATTACHED),LABORATORY,14000.0,14000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8152,MI 2 ABS,LABORATORY,400.0,400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8155,GROWTH HORMONE STIMULATION TEST WITH CLONIDINE,LABORATORY,2500.0,2500
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8156,GROWTH HORMONE STIMULATION TEST WITH  GLUCAGON,LABORATORY,3600.0,3600
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8157,IGH MUTATION,LABORATORY,3000.0,3000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8158,FISH PANEL FOR CLL,LABORATORY,7000.0,7000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8159,MEMBRANEOUS NEPHROPATHY SCREENING ABS.,LABORATORY,800.0,800
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8160,COLD AGGLUTININS WITH TITRATION,LABORATORY,800.0,800
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8161,BONE MARROW SAMPLING AND EXAMINATION(PEDIATRIC),LABORATORY,10000.0,10000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8162,BONE MARROW SAMPLING AND EXAMINATION(ADULT)PROFILE,LABORATORY,10000.0,10000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8163,PNH(BIOS)PAROXYSMAL NOCTURAL HEMOGLOBINURIA,LABORATORY,5000.0,5000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8164,HIT(HEPARIN INDUCED THRONBOCYTOPENIA),LABORATORY,2200.0,2200
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8165,WHOLE GENOME SEQUENCING (CENTOGENE),LABORATORY,15000.0,15000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8166,RUBELLA PCR IN URINE,LABORATORY,2000.0,2000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8167,AUTOMATED BLOOD C/S 3X(AEROBIC AND ANAEROBIC,LABORATORY,1260.0,1260
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8168,VIGABATRIN LEVEL,LABORATORY,640.0,640
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8169,HYPERLIPIDEMIA TYPE 3(APOE),LABORATORY,2000.0,2000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8170,AMINO ACIDS IN CSF(QUANTITATIVE),LABORATORY,3000.0,3000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8174,NGS FOR NON-HODGKIN-LYMPHOMA,LABORATORY,16000.0,16000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8175,NGS FOR AML,LABORATORY,20000.0,20000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8176,NGS FOR MDS,LABORATORY,20000.0,20000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8177,NGS FOR MPN,LABORATORY,20000.0,20000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8178,NGS FOR ALL,LABORATORY,20000.0,20000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8179,NGS FOR CLL,LABORATORY,16000.0,16000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8180,NGS FOR MYELOMA,LABORATORY,16000.0,16000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8181,"HLH GENES SEQUENCING FOR PRF1,UNC13D,STX11 AND STXBP2",LABORATORY,24000.0,24000
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8182,MEASLES (RUBEOLA RNA PCR),LABORATORY,520.0,520
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-8185,CYSTIC FIBROSIS MLPA (DELETEION/DUPLICATION ANALYSIS),LABORATORY,4000.0,4000
