Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,Discount 3 years contract,2026 Price,2027 Price
FMLAB-3016,BETA HCG,Lab,73050-39-30,-,417.8328,0.25,460.0,510.0
FMLAB-9387,BETA MANNOSIDASE,Lab,73050-11-61,-,490.92,0.25,540.0,599.0
FMLABM0124,"Beta-2-Glycoprotein Abs (Igg, Igm)",Lab,73100-11-60,-,278.5552,0.25,306.0,340.0
FMLABM0102,BETA-GLUCOSIDASE,Lab,73050-16-30,-,287.375,0.25,316.0,351.0
FMLAB-9386,B-Hydroxy Butyrate,Lab,73050-39-70,-,308.275,0.25,339.0,376.0
FMLAB-9291,B-Hydroxylase Dopamine,Lab,73000-01-20,-,355.64,0.25,391.0,434.0
FMLAB-2008,Bicarbonate,Lab,73050-06-40,-,262.2,0.25,288.0,320.0
FMLAB-9389,BILE DUCT ABS (CANAL),Lab,73050-04-10,-,344.48,0.25,379.0,421.0
FMLAB-9390,BILE DUCT ABS (EPITHELIAL),Lab,73250-00-20,-,344.48,0.25,379.0,421.0
FMNBD-0050,BILI CHECK,Lab,73050-04-30,-,100,0.25,110.0,122.0
FMLAB-9172,Bilirubin (Amniotic Fluid),Lab,73050-02-90,-,125.4,0.25,138.0,153.0
FMLAB-2009,BILIRUBIN DIRECT & TOTAL,Lab,73050-04-30,-,117.04,0.25,129.0,143.0
FMLAB-2010,"Bilirubin, Direct",Lab,73050-04-40,-,64.5183,0.25,71.0,79.0
FMLAB-2011,"Bilirubin, Total",Lab,73050-04-30,-,64.5183,0.25,71.0,79.0
FMNEU-3632,Biopsy Of Muscle Or Nerve With General Anaethesia,Lab,73200-06-70,-,5549.36,0.25,6104.0,6776.0
fmlab-1325,BIOTIN (VITAMIN H),Lab,73050-38-70,-,308.2540999999999,0.25,339.0,376.0
FMLABM0090,BIOTINIDASE QUANT( SO ),Lab,73050-04-60,-,430.54,0.25,474.0,526.0
FMLAB-9392,BISMUTH (U),Lab,73300-03-70,-,1266.35,0.25,1393.0,1546.0
FMLAB-1094,BLD 1 UNIT UNT RH -VE & X MATCH,Lab,73250-00-60,-,1390.48,0.25,1530.0,1698.0
FMLAB-1016,Bleeding Time,Lab,73100-00-00,-,41.8,0.25,46.0,51.0
FMLAB-6003,Blood C/S,Lab,73050-40-00,-,130.625,0.25,144.0,159.0
fmlab-1303,Blood Culture,Lab,73050-40-00,-,152.5909,0.25,168.0,186.0
FMLAB-1017,Blood Film For Filaria,Lab,73050-43-50,-,67.925,0.25,75.0,83.0
FMLAB-1040,Blood Film For Leishmania,Lab,73100-24-40,-,86.735,0.25,95.0,106.0
FMLAB-1018,Blood Film For Malaria,Lab,73100-25-40,-,67.925,0.25,75.0,83.0
FMLAB-2012,Blood Gases & PH,Lab,73050-14-50,-,243.7358,0.25,268.0,298.0
FMLAB-1015,Blood Group & Rh Typing,Lab,73250-00-90,-,62.76,0.25,69.0,77.0
FMONC-0087,BLOOD IRRADIATION,Lab,73250-02-60,-,385.88,0.25,424.0,471.0
FMINT-0068,Blood Sugar Test,Lab,73050-15-60,-,64.5183,0.25,71.0,79.0
FMLAB-6004,Body Fluid C/S,Lab,73050-40-90,-,276.5069999999999,0.25,304.0,338.0
FMLAB-8002,Body Fluid Cytology,Lab,73200-00-00,-,416.955,0.25,459.0,509.0
FMLAB-9620,Bone Alkaline Phosphatase (BAP),Lab,73050-27-60,-,350.2422,0.25,385.0,428.0
FMLAB-1019,Bone Marrow Aspirate Examination,Lab,73200-06-70,-,974.9849999999999,0.25,1072.0,1190.0
FMLAB-1021,Bone Marrow Trephine Sampling,Lab,90280-00-00,-,447.69,0.25,492.0,547.0
FMLAB-9394,"Bordetella Pertussis Abs(Whooping Cough) IgA, IgG",Lab,73100-19-50,-,410.6641,0.25,452.0,501.0
FMLAB-9242,"Borrelia Abs (IgG, IgM)",Lab,73100-19-80,-,632.2249999999999,0.25,695.0,772.0
FMLAB-1224,"Bowel cancer by NGS panel, genes: APC, BMPR1A, EPCAM, MLH1, MSH2, MSH3, MSH6, MUTYH, NTHL1, PMS2, POLE, POLD1, PTEN, SMAD4, STK11, TGFBR2, TP53",Lab,73350-05-50,-,6270,0.25,6897.0,7656.0
FSLAB0011,BRAF V600E (melanoma) PCR ,Lab,73350-00-31,-,679.25,0.25,747.0,829.0
FMLAB-9850,BRAIN NATRIURETIC PEPTIDE,Lab,73050-25-30,-,819.28,0.25,901.0,1000.0
fmlab-1342,BRCA I & II (BREAST CANCER I & II),Lab,73350-00-50,-,19691.98,0.25,21661.0,24044.0
FMLAB-6862,BRCA I (BREAST CANCER),Lab,73350-00-80,-,11416.625,0.25,12558.0,13940.0
FMLAB-6863,BRCA II (BREAST CANCER II),Lab,73350-01-00,-,13898.5,0.25,15288.0,16970.0
FMLAB-9397,BROMAZEPAM,Lab,73300-06-70,-,647.12,0.25,712.0,790.0
FMLAB-9399,BROMIDE  QUANT.,Lab,73050-39-70,-,443.5,0.25,488.0,542.0
FMLAB-5068,"Brucella (IgG,IgM)",Lab,73100-19-90,-,66.56649999999999,0.25,73.0,81.0
FMLAB-9201,Brucella Abs,Lab,73100-19-90,-,454.66,0.25,500.0,555.0
FMLAB-5022,Brucella Abs.(Agglutination Titer),Lab,73100-19-90,-,145,0.25,160.0,177.0
FMLAB-8226,BRUCELLA BY P.C.R,Lab,73100-19-90,-,1703.35,0.25,1874.0,2080.0
FMDER-0028,Buccal Smear,Lab,73200-05-30,-,170.335,0.25,187.0,208.0
FMLAB-9024,Buccal Smear (J),Lab,73050-44-30,-,417,0.25,459.0,509.0
FMLABM0157,BUCCAL SWAB COLLECTION,Lab,73050-40-90,-,93.71,0.25,103.0,114.0
EXOBG-0016,C & S Skin,Lab,73050-41-30,-,133.133,0.25,146.0,163.0
fmlab-1343,C & S Umbilical,Lab,73050-40-90,-,135.85,0.25,149.0,166.0
FMLAB-5023,C Reactive Protein Test (CRP),Lab,73100-11-40,-,162.8319,0.25,179.0,199.0
FMLAB-2096,C.K. Isoenzymes,Lab,73050-09-50,-,271.96,0.25,299.0,332.0
FMLAB-2211,C.K.MB,Lab,73050-09-60,-,110,0.25,121.0,134.0
FMLABM0096,C3 NEPHRITIC FACTOR (C3NeF),Lab,83700-00-00,-,264.6,0.25,291.0,323.0
FMLAB-3005,CA 125,Lab,73100-14-00,-,463.9173,0.25,510.0,566.0
FMLAB-3006,CA 15-3,Lab,73100-13-80,-,400.4231,0.25,440.0,489.0
FMLAB-3007,CA 19-9,Lab,73100-13-90,-,434.2184,0.25,478.0,530.0
FMLAB-9403,CA 50,Lab,73100-14-00,-,360.525,0.25,397.0,440.0
FMLAB-9404,CA 549,Lab,73350-06-00,-,638.76,0.25,703.0,780.0
FMLAB-1319,CA 72.4,Lab,73100-14-00,-,408.595,0.25,449.0,499.0
FMLAB-9407,CADMIUM (B  U),Lab,73050-05-20,-,462.9349999999999,0.25,509.0,565.0
FMLAB-9408,CAFFEINE,Lab,73300-00-10,-,446.215,0.25,491.0,545.0
FMLAB-9027,Calcitonin,Lab,73000-01-50,-,489.0599999999999,0.25,538.0,597.0
FMLAB-2015,Calcium,Lab,73050-05-50,-,69.6388,0.25,77.0,85.0
FMLAB-2304,CALCIUM 24 HOURS URINE,Lab,73050-05-80,-,145.4222,0.25,160.0,178.0
FMLAB-2082,Calcium In Urine,Lab,73050-05-80,-,124.12,0.25,137.0,152.0
FMLAB-9914,Calprotectin Fecal,Lab,73050-27-10,-,655.424,0.25,721.0,800.0
FMLABM0147,Calr Gene Mutation,Lab,73200-09-50,-,1323,0.25,1455.0,1615.0
FMLAB-6854,CALRETININ,Lab,73200-09-30,-,481.7449999999999,0.25,530.0,588.0
FMLAB-5024,Campylobactor Abs,Lab,73100-20-00,-,662.46,0.25,729.0,809.0
FSLAB0003,CANCER COLON PANEL ( KRAS - NRAS - BRAF - MSI - PD-L1 - HER2/NEU ),Lab,73200-09-50,-,7314.999999999999,0.25,8047.0,8932.0
FMLAB-9409,CANDIDA (HIT),Lab,73100-18-10,-,3532.68,0.25,3886.0,4313.0
FMLAB-9028,Candida Albicans Titre,Lab,73100-20-10,-,892.58,0.25,982.0,1090.0
FMLAB-4006,Cannabinoid,Lab,73300-07-00,-,250.8,0.25,276.0,306.0
FMLAB-4007,Carbamazepin (Tegretol),Lab,73300-00-20,-,204.82,0.25,225.0,250.0
FMLAB-9410,CARBAMAZEPINE EPOXIDE,Lab,73300-00-30,-,418.4,0.25,460.0,511.0
FMLAB-9411,CARBIMAZOL,Lab,73300-03-70,-,1347.24,0.25,1482.0,1645.0
FMLAB-2016,Carbon Dioxide,Lab,73050-06-40,-,59.565,0.25,66.0,73.0
FMLAB-9197,Carboxy Haemoglobin,Lab,73400-00-20,-,362.61,0.25,399.0,443.0
FMLAB-3004,Carcinoembryonic Antigen CEA,Lab,73050-06-70,-,383.515,0.25,422.0,468.0
FMLAB-9412,CARDIAC MUSCLE ABS,Lab,73250-00-20,-,598.31,0.25,658.0,731.0
fmlab-1304,CARDIOLIPEN ANTIBODIES,Lab,73100-11-70,-,508.9777,0.25,560.0,621.0
FMLAB-9029,Cardiolipin Abs (Igg & Igm),Lab,73100-11-70,-,474.08,0.25,521.0,579.0
FMLAB-9030,Carnitine Total,Lab,73050-06-80,-,355.3,0.25,391.0,434.0
FMLAB-9031,Carotene,Lab,73050-06-90,-,413.82,0.25,455.0,505.0
FMLAB-1215,Carrier testing Specific Familial variant Per variant ,Lab,73200-05-40,-,6270,0.25,6897.0,7656.0
FMPTD-2203,Case Review 1,Lab,73200-07-10,-,377.95,0.25,416.0,461.0
FMLAB-9414,CAT SCRATCH FEVER,Lab,73050-50-50,-,1331.9,0.25,1465.0,1626.0
FMLAB-9032,Catecholamines In Urine,Lab,73050-07-00,-,706.42,0.25,777.0,863.0
FMLAB-9033,Catecholamines In Urine (Adrenalin & Noradrenalin),Lab,73050-07-00,-,1039.02,0.25,1143.0,1269.0
fmlab-1326,CATECHOLAMINES(BLOOD),Lab,73050-07-20,-,874.5813999999999,0.25,962.0,1068.0
FMLAB-9413,CATHERPSIN D,Lab,73050-07-30,-,817.27,0.25,899.0,998.0
FMLAB-6259,CATHETER TIPS/TUBING C/S,Lab,73050-40-40,-,317.98,0.25,350.0,388.0
FMLAB-1083,CBC Follow up (Within one week),Lab,73100-00-90,-,54.39,0.25,60.0,66.0
FMLAB-1023,CBC With automated Differential,Lab,73100-00-80,-,130,0.25,143.0,159.0
FMLAB-1022,CBC without automated Differential,Lab,73100-00-90,-,107.5305,0.25,118.0,131.0
FMLABM0109,CBFB/MYHII (INV16) (FISH),Lab,73200-05-50,-,1323,0.25,1455.0,1615.0
FMLAB-2324,CD10,Lab,73100-16-80,-,385.605,0.25,424.0,471.0
FMLAB-2317,CD138,Lab,73100-11-90,-,494.285,0.25,544.0,604.0
FMLAB-6855,CD20,Lab,73200-03-20,-,385.605,0.25,424.0,471.0
FMLAB-2320,CD23,Lab,73200-03-20,-,494.285,0.25,544.0,604.0
FMLAB-6856,CD3,Lab,73200-03-10,-,385.605,0.25,424.0,471.0
FMLAB-6857,CD30,Lab,73200-03-10,-,385.605,0.25,424.0,471.0
FMLAB-2312,CD4,Lab,73100-17-00,-,484.3993,0.25,533.0,591.0
FMLAB-9289,CD4 AND CD8 (T4&T8),Lab,73100-16-90,-,470.2499999999999,0.25,517.0,574.0
FMLAB-2321,CD5,Lab,73200-03-10,-,494.285,0.25,544.0,604.0
FMLAB-2313,CD56,Lab,73100-16-70,-,494.285,0.25,544.0,604.0
FMLAB-6858,CD8,Lab,73100-16-90,-,385.605,0.25,424.0,471.0
FMPSYC0024,CDT,Lab,73050-06-30,-,973.47,0.25,1071.0,1189.0
FMLAB-9995,CELIAC DISEASE SCREENING,Lab,73200-01-90,-,1950,0.25,2145.0,2381.0
FMLAB-1318,"CELL COUNT, BODY FLUID, CSF",Lab,73400-00-70,-,110.25,0.25,121.0,135.0
FMLAB-6047,Central venous catheter tips (CVP) Culture,Lab,73050-40-50,-,329.14,0.25,362.0,402.0
FMLAB-9283,Centromere Abs,Lab,73250-00-20,-,250.8,0.25,276.0,306.0
FMLAB-9034,Ceruloplasmin (S),Lab,73050-07-40,-,153.615,0.25,169.0,188.0
FMLAB-9418,CHAGAS ABS (TRYPANOSOMIASIS),Lab,73050-44-50,-,426.77,0.25,469.0,521.0
FMLAB-5069,Chlamydia Abs IgM,Lab,73100-20-30,-,441,0.25,485.0,538.0
FMLAB-6265,Chlamydia Antigen Detection Test,Lab,73050-61-60,-,245.784,0.25,270.0,300.0
FMLAB-5026,"Chlamydia Tr. Abs (IgG, IgA)",Lab,73100-20-30,-,324.96,0.25,357.0,397.0
FMLAB-5025,CHLAMYDIA TR. DIRECT SPECIMEN,Lab,73050-45-90,-,422.1799999999999,0.25,464.0,515.0
FMLAB-9419,Chlamydia Trachomatis Pcr,Lab,73050-45-90,-,573.7049999999999,0.25,631.0,700.0
FMLAB-9423,CHLORAL HYDRATE (AS TRICHLO-ETHANOL),Lab,73300-03-70,-,377.95,0.25,416.0,461.0
FMLAB-9420,CHLORAMPHENICOL (CSF  S),Lab,73050-07-60,-,605.28,0.25,666.0,739.0
FMLAB-9421,CHLORDIAZEPOXIDE,Lab,73300-06-70,-,483.95,0.25,532.0,591.0
FMLAB-2091,Chloride (Cl) In Urine,Lab,73050-07-80,-,64.5183,0.25,71.0,79.0
FMLAB-9422,Chloride (CSF),Lab,73050-07-90,-,189.67,0.25,209.0,232.0
FMLAB-2028,Chloride In Serum,Lab,73050-07-70,-,124.12,0.25,137.0,152.0
FMLAB-2323,CHLORIDE STOOL,Lab,73050-07-90,-,111.815,0.25,123.0,137.0
FMLAB-9424,CHLOROQUINE,Lab,73050-39-70,-,1110.15,0.25,1221.0,1355.0
FMLAB-9425,CHLORPROMAZINE,Lab,73300-06-30,-,638.76,0.25,703.0,780.0
FMLAB-2017,"Cholesterol, Total",Lab,73050-08-10,-,88.0726,0.25,97.0,108.0
FMLAB-9037,Cholinesterase In Erythrocytes,Lab,73050-08-30,-,239.88,0.25,264.0,293.0
FMLAB-2020,Cholinesterase Serum,Lab,73050-08-20,-,114.95,0.25,126.0,140.0
FMLAB-9426,CHROMIUM (B),Lab,73050-08-50,-,662.46,0.25,729.0,809.0
FMLAB-9313,CHROMIUM (S & U),Lab,73050-08-50,-,662.46,0.25,729.0,809.0
FMLAB-9999,CHROMOGRANIN A,Lab,73100-14-50,-,494.285,0.25,544.0,604.0
FMLAB-9198,Chromosomal Analysis (On Products Of Conception),Lab,73200-06-30,-,2492.26,0.25,2741.0,3043.0
FMLAB-9039,Chromosomal Analysis( Karyotyping),Lab,73200-05-00,-,2035.9108,0.25,2240.0,2486.0
FMLAB-8079,Chromosome Analysis Lymph Node Referal,Lab,73200-05-00,-,1098,0.25,1208.0,1341.0
FMLAB-9041,CHYMOTRYPSIN,Lab,73050-36-80,-,255.22,0.25,281.0,312.0
FMLAB-9166,CIRCULATING IMMUNE COMPLEXES,Lab,73100-15-40,-,1015.31,0.25,1117.0,1240.0
FMLAB-9042,Citrate,Lab,73050-08-60,-,233.035,0.25,256.0,285.0
FMLAB-2013,CK (CPK),Lab,73050-09-40,-,102.41,0.25,113.0,125.0
FSLAB0009,CLL BY FISH ,Lab,73200-05-30,-,3135,0.25,3449.0,3828.0
FMLAB-9428,CLOBAZAM /DESMETHYLCLOBAZAM,Lab,73300-03-70,-,751.3549999999999,0.25,826.0,917.0
FMLAB-9429,CLOMETHIAZOLE,Lab,73300-08-90,-,638.76,0.25,703.0,780.0
FMLAB-9430,CLOMIPRAMINE / DESMETHYCLOMIPRAMINE,Lab,73300-05-90,-,817.27,0.25,899.0,998.0
FMLAB-0870,CLONAZEPAM (RIVOTRIL),Lab,73300-06-00,-,367.84,0.25,405.0,449.0
FMLAB-9431,CLONIDINE (CATAPRESAN),Lab,73300-09-70,-,443.5,0.25,488.0,542.0
FMLAB-6033,Clostridium Difficile,Lab,73050-59-70,-,271.3865,0.25,299.0,331.0
FMLAB-9433,Clostridium Difficile Toxin,Lab,73050-59-70,-,245,0.25,270.0,299.0
FMLAB-1029,Clotting Factor X,Lab,73100-03-20,-,235.543,0.25,259.0,288.0
FMLAB-9434,CLOZAPINE,Lab,73300-00-50,-,605.28,0.25,666.0,739.0
FSLAB0006,C-myc by FISH ,Lab,73050-39-70,-,522.5,0.25,575.0,638.0
FMLAB-9312,COBALT,Lab,73050-17-90,-,662.46,0.25,729.0,809.0
FMLAB-4009,Cocaine,Lab,73300-07-40,-,248.71,0.25,274.0,304.0
FMLAB-1032,Cold Agglutinins Titre,Lab,73100-12-30,-,67.925,0.25,75.0,83.0
FMLAB-9438,COLLOID AG. 2 - ABS,Lab,73050-39-70,-,490.92,0.25,540.0,599.0
FMLAB-9439,COLON EPITHELIUM ABS,Lab,73250-00-20,-,490.92,0.25,540.0,599.0
FMLAB-0860,COMBINED ESTROGEN/PROGESTERONE,Lab,73050-32-00,-,1486.71,0.25,1635.0,1815.0
FSLAB0017,"COMPINED FOUNDATION ONE CDX , FOUNDATION  Liquid",Lab,73200-07-00,-,25080,0.25,27588.0,30623.0
FMLAB-3036,COMPLEMENT 3 PROACTIVATOR,Lab,73100-12-50,-,205.02,0.25,226.0,250.0
FMLAB-9043,Complement C2,Lab,73100-12-40,-,308.275,0.25,339.0,376.0
FMLAB-2021,Complement C3,Lab,73100-12-50,-,289.8203,0.25,319.0,354.0
FMLAB-2022,Complement C4,Lab,73100-12-50,-,289.8203,0.25,319.0,354.0
FMLAB-9400,COMPLEMENT COMPONENT (C1Q),Lab,73100-12-40,-,355.3,0.25,391.0,434.0
FMLAB-9035,COMPLEMENT TOTAL (CH100 /CH50),Lab,73100-12-60,-,299.915,0.25,330.0,366.0
FSLAB0018,COMPLETE  TUMOR  MOLECULAR   INTELLIGENCE TEST ,Lab,73200-06-00,-,34485,0.25,37934.0,42106.0
FMLAB-9044,COMPLIMENT-C 1 ESTERASE INHIBITOR OR DECAY,Lab,73050-08-20,-,377.2449999999999,0.25,415.0,461.0
FMLAB-1033,COOMB'S Test (Direct),Lab,73250-00-30,-,99.3377,0.25,109.0,121.0
FMLAB-8231,COPEPTIN PRO AVP,Lab,35503-00-00,-,566.39,0.25,623.0,692.0
FMLAB-9045,Copper (Serum),Lab,73050-08-80,-,174.097,0.25,192.0,213.0
FMLABM0143,COPPER (URINE),Lab,73050-08-80,-,130.625,0.25,144.0,159.0
FMLAB-9441,COPPER IN LIVER TISSUE,Lab,73050-08-80,-,1185.46,0.25,1304.0,1447.0
FMLAB-9443,Corticosterone,Lab,73050-08-90,-,677.81,0.25,746.0,828.0
FMLAB-3044,CORTISOL (P.M.),Lab,73050-09-10,-,407.93,0.25,449.0,498.0
FMLAB-2303,CORTISOL IN SALIVA,Lab,73050-39-70,-,316.4469,0.25,348.0,386.0
FMLAB-3009,Cortisol In Serum,Lab,73050-09-10,-,235.543,0.25,259.0,288.0
FMLAB-9241,Cortisol Urine 24 H,Lab,73050-09-00,-,235.543,0.25,259.0,288.0
FMERDA0114,COVID 19 RAPID ANTIGEN TEST,Lab,73100-15-10,-,150.48,0.25,166.0,184.0
FMLABM0301,COVID-19 PCR,Lab,73050-58-10,-,105,0.25,116.0,128.0
FMLAB-9445,Coxsackie B1-B6 & A9,Lab,73100-21-40,-,1019.92,0.25,1122.0,1245.0
FMLAB-9083,C-Peptide,Lab,73050-39-20,-,371.7483,0.25,409.0,454.0
FMLAB-9580,CREATINE,Lab,73050-09-20,-,158.84,0.25,175.0,194.0
FMLAB-2014,Creatine Kinase Isoenzyme (Ck-Mb),Lab,73050-09-60,-,159.7596,0.25,176.0,195.0
FMLAB-2023,Creatinine ( Serum ),Lab,73050-09-80,-,69.6388,0.25,77.0,85.0
FMLAB-8234,Creatinine ( URINE ),Lab,73050-09-90,-,59.3978,0.25,65.0,73.0
FMLAB-2307,CREATININE 24 HOURS URINE,Lab,73050-09-90,-,145.4222,0.25,160.0,178.0
FMLAB-2024,Creatinine Clearance,Lab,73050-10-00,-,194.579,0.25,214.0,238.0
FMLAB-1035,Cross Matching,Lab,73250-01-60,-,269.3382999999999,0.25,296.0,329.0
FMLAB-9273,Cryo Precipitate,Lab,73250-02-00,-,1045,0.25,1150.0,1276.0
FMLAB-9047,Cryoglobulin (Qualitative),Lab,73050-10-20,-,130.625,0.25,144.0,159.0
FMLAB-9448,Cryptococcus Ag,Lab,73050-48-00,-,490.92,0.25,540.0,599.0
FMLAB-9992,Cryptosporidiosis Screening And Identification In Stool,Lab,73050-45-50,-,149.435,0.25,164.0,182.0
FMLAB-9176,CRYTOCOCCAL ABS.,Lab,73250-00-20,-,292.88,0.25,322.0,358.0
FMLAB-6005,CSF C/S,Lab,73050-30-60,-,324.96,0.25,357.0,397.0
FMLAB-9809,CSF DIRECT AGGLUTINATION,Lab,73050-30-60,-,344.48,0.25,379.0,421.0
FMLABM0118,CV2-ABS/CRMP5-ABS (CSF),Lab,73250-00-20,-,264.6,0.25,291.0,323.0
FMLABM0117,CV2-ABS/CRMP5-ABS (SERUM),Lab,73250-00-20,-,264.6,0.25,291.0,323.0
FMLAB-9449,CYCLIC AMP (CAMP) (P.U.),Lab,73050-00-60,-,248.71,0.25,274.0,304.0
FMLAB-9450,CYCLINE ABS (PCNA),Lab,73050-27-00,-,377.95,0.25,416.0,461.0
FMLAB-9048,Cyclosporin,Lab,73300-00-40,-,487.4716,0.25,536.0,595.0
fmlab-1328,CYSTATIN C,Lab,73050-10-60,-,215.061,0.25,237.0,263.0
FMLAB-9451,CYSTEICERCOSIS ABS (TAENIA ABS),Lab,73050-39-70,-,387.695,0.25,426.0,473.0
FMLAB-9453,Cystine (U),Lab,73050-10-70,-,605.28,0.25,666.0,739.0
FMLAB-6849,CYTO.BF. CSF,Lab,73200-06-70,-,306.2059,0.25,337.0,374.0
FMLAB-6874,CYTO.BF. OVARIAN CYST FLUID ASPIRATION (ONE SIDE),Lab,73200-06-60,-,312.455,0.25,344.0,382.0
fmlab-1329,Cyto.Bf. Pelvic Fluid,Lab,73200-00-00,-,306.2059,0.25,337.0,374.0
fmlab-1330,Cyto.Bf. Peritoneal Fluid,Lab,73200-00-00,-,306.2059,0.25,337.0,374.0
FMLAB-6875,CYTO.BF. SYNOVIAL FLUID (ONE JOINT),Lab,73200-06-70,-,312.455,0.25,344.0,382.0
FMLAB-2309,CYTO.NGYN. URINE CYTOLOGY,Lab,73150-00-30,-,196.6272,0.25,216.0,240.0
FMLAB-9793,Cytogenetics Chorionic Villi (CVS),Lab,73200-05-80,-,4455.95,0.25,4902.0,5441.0
FMLAB-1503,Cytogenetics Leukemic Blood / Bone Marrow,Lab,73200-04-80,-,3705.45,0.25,4076.0,4524.0
FMLAB-9792,Cytogenetics Leukemic Blood / Bone Marrow(Karyotyping),Lab,73200-04-80,-,2198,0.25,2418.0,2684.0
FMLAB-8086,CYTOKERATIN,Lab,73200-08-40,-,366.795,0.25,403.0,448.0
FMLAB-6869,CYTOKERATIN 19,Lab,73350-06-00,-,494.285,0.25,544.0,604.0
FMLAB-6870,CYTOKERATIN 20,Lab,73350-06-00,-,385.605,0.25,424.0,471.0
FMLAB-6871,CYTOKERATIN 7,Lab,73350-06-00,-,385.605,0.25,424.0,471.0
FMLAB-6872,CYTOKERATIN HIGH MOLECULAR WEIGHT,Lab,73200-09-90,-,385.605,0.25,424.0,471.0
FMLAB-9454,Cytomegalo Virus Igg,Lab,73100-20-70,-,266.266,0.25,293.0,325.0
FMLAB-9455,Cytomegalovirus CMV (PCR),Lab,73050-52-10,-,1297.5347,0.25,1427.0,1584.0
FMLAB-9178,CYTOMEGALOVIRUS CULTURE (S  URINE RANDOM  ENDOCERVICAL SWAB),Lab,73050-52-10,-,954.0849999999999,0.25,1049.0,1165.0
FMLAB-9243,CYTOTOXIC ABS. (HLA ABS),Lab,73100-28-70,-,984.63,0.25,1083.0,1202.0
FMLAB-9456,Dala/Delta Amnolaevulinic Acid,Lab,73050-02-50,-,231.99,0.25,255.0,283.0
FMLAB-1084,D-Dimer,Lab,73100-05-70,-,214.0369,0.25,235.0,261.0
FMLAB-8506,DEHYDROEPIANDROSTERONE - SULFATE (U) DHEA (S,Lab,73050-10-90,-,350,0.25,385.0,427.0
FMLAB-9049,Dehydroepiandrosterone (DHEA),Lab,73050-10-80,-,417.8328,0.25,460.0,510.0
FMLAB-9369,DELTA 4 ANDROSTENEDIONE,Lab,73050-03-20,-,463.05,0.25,509.0,565.0
FMLAB-5079,Dengue Antibody IgG,Lab,73100-27-20,-,377.95,0.25,416.0,461.0
FMLAB-5080,DENGUE ANTOBODY IGM,Lab,73100-27-20,-,275,0.25,303.0,336.0
FMLAB-9173,DENGUE FEVER VIRAL CULTURE,Lab,73100-27-20,-,478.37,0.25,526.0,584.0
FMLAB-9174,Dengue Virus Abs Igg And Igm,Lab,73100-27-20,-,477.2306,0.25,525.0,583.0
FMLAB-9457,Desoxycorticosterone,Lab,73050-11-00,-,1486.71,0.25,1635.0,1815.0
FMLAB-7074,DEXAMESATHONE SUPPRESSION TEST,Lab,73000-02-20,-,628.43,0.25,691.0,767.0
FMLAB-9458,DEXAMETHASONE LEVEL,Lab,73000-02-20,-,377.95,0.25,416.0,461.0
FMLAB-7043,"Diabetic Panel (2) (Cr, HbA1C, Microalb, Urea, TSH, T4 )",Lab,73050-39-70,-,693.15,0.25,762.0,846.0
FMLAB-4011,DIAZEPAM (VALIUM),Lab,73300-06-70,-,386.32,0.25,425.0,472.0
FMLAB-9461,DIBENZAPINE,Lab,73300-00-30,-,598.31,0.25,658.0,731.0
FMLAB-9462,DIBUCAINE INHIBITION. OF PSEUDO-CHOLE,Lab,73050-11-20,-,247.665,0.25,272.0,302.0
FMLAB-9463,DICLOFENAC,Lab,73100-09-80,-,598.31,0.25,658.0,731.0
FMLAB-4012,Digoxin (Lanoxin),Lab,73300-00-60,-,209,0.25,230.0,255.0
FMLAB-1074,Dihydropyramidine Dehydrogenase Deficiency (Dpyd),Lab,73200-05-60,-,4151.91,0.25,4567.0,5069.0
FMLAB-9468,Dihydrotestosterone,Lab,73050-10-80,-,429.0979,0.25,472.0,524.0
FMLAB-9311,DIPTHERIA ABS.,Lab,73100-20-90,-,514.63,0.25,566.0,628.0
FMLAB-2319,DIRECT FUNGAL WET MOUNT,Lab,73050-44-70,-,66.56649999999999,0.25,73.0,81.0
FMLAB-9469,DISOPYRAMIDE,Lab,73300-03-70,-,638.76,0.25,703.0,780.0
FSLAB0001,DLBCL by FISH,Lab,73100-13-70,-,6270,0.25,6897.0,7656.0
FSLAB0005,DLBL FISH (BCL2 - BCL6 -MYC ),Lab,73350-06-20,-,3135,0.25,3449.0,3828.0
FMLABM0083,DNA OXIDATIVE DAMAGE,Lab,83700-00-00,-,441,0.25,485.0,538.0
FMLAB-9054,DNA POLYMERASE,Lab,73200-03-00,-,702.24,0.25,772.0,857.0
FMLAB-1599,Dna Testing Beta Thalassemia,Lab,73350-02-90,-,4790.28,0.25,5269.0,5849.0
FMLAB-1095,DONOR HEMOGLOBIN & BLOOD GROUP,Lab,73250-01-00,-,47.42,0.25,52.0,58.0
FMLAB-1037,DONOR SCREENING,Lab,73250-01-00,-,647.12,0.25,712.0,790.0
FMLAB-9471,DOXEPINE & DESMETHYLDOXEPINE,Lab,73300-05-90,-,598.31,0.25,658.0,731.0
FMLAB-9472,DOXYLAMINE,Lab,73300-08-90,-,1454.63,0.25,1600.0,1776.0
FMLAB-4010,"Drug Screen (Amph,Cann,Opi & Barbi)",Lab,73300-05-90,-,698.06,0.25,768.0,852.0
FMLAB-6006,EAR SWAB C/S,Lab,73050-40-34,-,133.133,0.25,146.0,163.0
