Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Orthopedics,FMORT-0412,Removal Of Malignant Bone Or Soft Tissue,PKG,30241-00-01,1 DAY,24000,24000,Current Price
Orthopedics,FMORT-0410,Removal Of Medium Bone Or Soft Tissue,PKG,30241-00-01,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0702,Removal Of Pdn & Reinsertion,PKG,48691-00-00,1 DAY,18000,18000,Current Price
Orthopedics,FMORT-0810,Removal Of Plate And Screw,PKG,47930-00-01,Day Case,12000,12000,Current Price
Orthopedics,ORT-0027,Removal Of Plates Or Nails + Sr 300 Any Extra Nail Or Plate,PKG,47930-00-01,Day Case,3025,3025,Current Price
Orthopedics,FMORT-0811,Removal Of Screws,PKG,47927-00-01,Day Case,8000,8000,Current Price
Orthopedics,FMORT-0409,Removal Of Simple Benign Bone Or Soft Tissue,PKG,30241-00-01,Day Case,8000,8000,Current Price
Orthopedics,FMORT-0316,Removal Of Skeletal Muscle - Stimulator,PKG,90566-00-01,Day Case,8000,8000,Current Price
Orthopedics,FMORT-0769,Removal Of Spinal Instrumentation,PKG,50616-01-00,1 DAY,16000,16000,Current Price
Orthopedics,FMORT-0659,Removal Of Tumour Of The Spine,PKG,40309-00-00,2 DAYS,60000,60000,Current Price
Orthopedics,FMORT-0449,Removl Of Implant & Small Bone,PKG,90606-01-00,Day Case,11000,11000,Current Price
Orthopedics,FMORT-0521,Remvl Of Accessory Bone -Foot,PKG,48400-01-01,Day Case,11000,11000,Current Price
Orthopedics,FMORT-0052,Remvl Of Int. Fixatn Device At Carpals & Metacarpals,PKG,47930-00-01,Day Case,10000,10000,Current Price
Orthopedics,FMORT-0053,Remvl Of Int. Fixatn Device At Femur,PKG,47930-01-01,1 DAY,14000,14000,Current Price
Orthopedics,FMORT-0050,Remvl Of Int. Fixatn Device At Humerus,PKG,47930-00-01,1 DAY,14000,14000,Current Price
Orthopedics,FMORT-0054,Remvl Of Int. Fixatn Device At Patella,PKG,47930-01-01,Day Case,12000,12000,Current Price
Orthopedics,FMORT-0049,"Remvl Of Int. Fixatn Device At Scapula,Clavicle,Thorax (R/S)",PKG,47930-00-01,1 DAY,18000,18000,Current Price
Orthopedics,FMORT-0055,Remvl Of Int. Fixatn Device At Tarsals & Metatarsals,PKG,47930-00-01,Day Case,11000,11000,Current Price
Orthopedics,ORT-0045,Repair- Amputed Finger G.A. + X-Ray,PKG,90604-00-00,Day Case,2904,2904,Current Price
Orthopedics,FMORT-0580,Repair Of Collateral Lateral Ligament,PKG,49539-01-01,1 DAY,20000,20000,Current Price
Orthopedics,ORT-0024,Repair Of Lacerated Wound Not Involving Tendon Or Nerve,PKG,99999-99-99,Day Case,3146,3146,Current Price
Orthopedics,ORT-0028,Repair Of Ligament,PKG,46432-00-01,4 DAYS,9147.6,9147.6,Current Price
Orthopedics,FMORT-0428,Repair Of Recurr Disloc Of Shoulder,PKG,47009-00-01,2 DAYS,24000,24000,Current Price
Orthopedics,ORT-0119,Repair Of Ruptured Superficial Ligament Knee Or Ankle,PKG,49539-01-01,3 DAYS,9680,9680,Current Price
Orthopedics,ORT-0044,Repair-Rsl Of Knee/ Ankle Ligament,PKG,39300-00-00,3 DAYS,9680,9680,Current Price
Orthopedics,FMORT-0768,Resection Of Spinal Cord Tomour,PKG,90011-01-00,2 DAYS,80000,80000,Current Price
Orthopedics,FMORT-0669,Retro Peritonial Anterior Spinal Fixation,PKG,48678-00-00,2 DAYS,80000,80000,Current Price
Orthopedics,FMORT-0533,Retro-Patellar Shaving Per Arthroscopy,PKG,49558-01-01,1 DAY,10000,10000,Current Price
Orthopedics,FMORT-0526,Rev.Of Lumb.Disc Prolapse 2 Level Ly/L5 / L5/S1,PKG,40303-01-00,2 DAYS,40000,40000,Current Price
Orthopedics,FMORT-0346,Revision Of Amputaiton Stump -(2Nd Close),PKG,44376-00-01,2 DAYS,15000,15000,Current Price
Orthopedics,FMORT-0347,Revision Of Amputation Stump - (Trimming),PKG,44376-00-01,2 DAYS,11000,11000,Current Price
Orthopedics,FMORT-0318,Revision Of Current Traumatic Amputation,PKG,44376-00-01,2 DAYS,16000,16000,Current Price
Orthopedics,FMORT-0663,Revision Of Dural Tear,PKG,39615-00-00,2 DAYS,40000,40000,Current Price
Orthopedics,FMORT-9005,Revision Of Hemiarthroplasty Hip,PKG,49346-00-00,2 DAYS,60000,60000,Current Price
Orthopedics,FMORT-9001,Revision Of Iln Femur,PKG,49563-00-01,2 DAYS,50000,50000,Current Price
Orthopedics,FMORT-9003,Revision Of Iln Humerus,PKG,47921-00-01,2 DAYS,45000,45000,Current Price
Orthopedics,FMORT-9002,Revision Of Iln Tibia,PKG,47921-00-01,2 DAYS,50000,50000,Current Price
Orthopedics,FMORT-9004,"Revision Of Orif Unspec, Site",PKG,47921-00-01,2 DAYS,30000,30000,Current Price
Orthopedics,FMORT-1052,Revision Of Spinal Fusion ( Multiple Level ),PKG,50620-00-00,2 DAYS,100000,100000,Current Price
Orthopedics,FMORT-0680,Revision Of Spinal Fusion ( One Level ),PKG,50620-00-00,2 DAYS,80000,80000,Current Price
Orthopedics,FMORT-0771,Revision Of Spinal Wounds,PKG,50620-00-00,2 DAYS,20000,20000,Current Price
Orthopedics,FMORT-0686,Revision Of Total Knee Replace Ment (Include Implant),PKG,49527-00-01,2 DAYS,100000,100000,Current Price
Orthopedics,FMORT-0345,Revisn Of Amputatn Stump - (Reamputation),PKG,44376-00-01,2 DAYS,18000,18000,Current Price
Orthopedics,FMORT-0046,Revisn Of Displ.Or Broken Fix. At Patella,PKG,47585-00-01,2 DAYS,21000,21000,Current Price
Orthopedics,FMORT-0041,"Revisn Of Displ.Or Broken Fix. Dev.At Scapula,Clavicle,Thorax",PKG,47921-00-01,2 DAYS,18000,18000,Current Price
Orthopedics,FMORT-0044,Revisn Of Displ.Or Broken Fix. Device At Carpals & Metacarpal,PKG,47921-00-01,2 DAYS,18000,18000,Current Price
Orthopedics,FMORT-0045,Revisn Of Displ.Or Broken Fix. Device At Femur,PKG,47927-01-01,2 DAYS,28000,28000,Current Price
Orthopedics,FMORT-0042,Revisn Of Displ.Or Broken Fix. Device At Humerus,PKG,47921-00-01,2 DAYS,28000,28000,Current Price
Orthopedics,FMORT-0043,Revisn Of Displ.Or Broken Fix. Device At Radius & Ulna,PKG,47921-00-01,2 DAYS,28000,28000,Current Price
Orthopedics,FMORT-0047,Revisn Of Displ.Or Broken Fix. Device At Tarsals & Metatarsal,PKG,47921-00-01,2 DAYS,22000,22000,Current Price
Orthopedics,FMORT-0040,Revisn Of Displ.Or Broken Fix. Devise Unspec. Site,PKG,47921-00-01,2 DAYS,28000,28000,Current Price
Orthopedics,FMORT-0224,Revisn Of Total Hip Replacemnt (Include Implant),PKG,49324-00-00,2 DAYS,120000,120000,Current Price
Orthopedics,FMORT-0724,Rhizotomy ( One Level ),service,40330-00-00,,963.6,963.6,Current Price
Orthopedics,FMORT-0757,Sacro-Iliac Joint Arthrodesis,PKG,49300-00-00,1 DAY,21600,21600,Current Price
Orthopedics,FMORT-1041,Sacroiliac Joint Denervation Rhizolysis,PKG,39323-00-00,Day Case,12000,12000,Current Price
Orthopedics,FMORT-0402,Salter Dv Osteotomy & Cast,PKG,48424-00-00,2 DAYS,20000,20000,Current Price
Orthopedics,FMORT-0505,Scapular Osteotomy/Excisn For Correction Of Deformity,PKG,48406-07-01,2 DAYS,25000,25000,Current Price
Orthopedics,FMORT-0610,Scientific Slides (Outside Dr),service,73200-07-60,,29.7,29.7,Current Price
Orthopedics,FMORT-0615,Scientific Slides (Sgh),service,99999-99-99,,7.7,7.7,Current Price
Orthopedics,FMORT-0404,Second Revisn Of Carpal Tunnel Syndrome,PKG,39331-01-01,Day Case,15000,15000,Current Price
Orthopedics,FMORT-1015,Selective Nerve Root Injection Block,PKG,39013-00-00,Day Case,6000,6000,Current Price
Orthopedics,FMORT-0221,Semitendinosus Advancement,PKG,47954-00-01,1 DAY,15000,15000,Current Price
Orthopedics,ORT-0042,Sequestractomy Of Small Bones,PKG,90573-00-01,Day Case,4719,4719,Current Price
Orthopedics,FMORT-0806,Sequestrectomy Small Bone,PKG,90573-00-01,1 DAY,16000,16000,Current Price
Orthopedics,FMORT-0502,Sequestromy Of Long Bones,PKG,90603-15-01,1 DAY,18000,18000,Current Price
Orthopedics,FMORT-0482,Sequestromy Of Small Short - Bones,PKG,90573-00-01,1 DAY,16000,16000,Current Price
Orthopedics,FMORT-0716,Shock Wave For Pseudoarthrosis Of Delayed Union Under G.A. (Day Care) P.D.,service,99999-99-99,,3606.9,3606.9,Current Price
Orthopedics,FMORT-0715,Shock Wave Per Soft Tissue,service,96155-00-00,,847,847,Current Price
Orthopedics,FMORT-1029,Shoulder Joint Denervation,PKG,50124-01-10,Day Case,10000,10000,Current Price
Orthopedics,FMORT-0527,Skeletal Tract.Fr.Frac.Adl/Cld,PKG,90531-00-00,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0790,Skin Flap Free,PKG,45200-00-00,1 DAY,26000,26000,Current Price
Orthopedics,FMORT-0789,Skin Flap Redicle,PKG,45530-02-01,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0255,Skin Graft Of Hand,PKG,45448-05-01,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0666,"Skin Graft, Free Any Area",PKG,45451-09-00,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0445,Skin Traction,service,90531-00-00,,181.5,181.5,Current Price
Orthopedics,FMORT-0395,Sling For Upper Limb,service,50130-00-01,,367.4,367.4,Current Price
Orthopedics,FMORT-1045,Spastic Muscle Injection,PKG,18360-01-01,Day Case,3350,3350,Current Price
Orthopedics,FMORT-0690,Spinal Fusion With Micomed Sys Tem,PKG,48660-00-00,2 DAYS,120000,120000,Current Price
Orthopedics,FMORT-0518,Spinal Osteotomy,PKG,90569-00-01,2 DAYS,55000,55000,Current Price
Orthopedics,FMORT-0660,Spondylisthesis Correction,PKG,90011-02-00,2 DAYS,45000,45000,Current Price
Orthopedics,FMORT-0788,Steam Cell,PKG,99999-99-99,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0300,Strip Of Ilio-Tibial Bond,PKG,90579-00-01,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0298,Strip Of Tendon,PKG,47954-00-01,1 DAY,10800,10800,Current Price
Orthopedics,FMORT-0202,Subtalar Fusion,PKG,50118-00-00,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0425,Sunction Irrigation Of Joint,PKG,50103-00-01,1 DAY,12000,12000,Current Price
Orthopedics,FMORT-0415,Supercial Cut Wound - Large (10-20 Stitches),PKG,30026-00-30,Day Case,8400,8400,Current Price
Orthopedics,FMORT-0414,Superficial Cut Wound-Medium (5-10 Stitches),PKG,30026-00-20,Day Case,7800,7800,Current Price
Orthopedics,FMORT-0413,Superficial Cut Wound-Small (3-5 Stitches),PKG,30026-00-10,Day Case,6600,6600,Current Price
Orthopedics,FMORT-0605,Supracondyle Osteotomy Femur,PKG,48424-01-00,2 DAYS,25000,25000,Current Price
Orthopedics,FMORT-1030,Suprascapular Nerve Block,PKG,92509-10-00,Day Case,10000,10000,Current Price
Orthopedics,FMORT-0532,Surgical Arthoscopy Plica Or Retinaculum Release/Arthrosco.,PKG,49560-02-01,1 DAY,13000,13000,Current Price
Orthopedics,FMORT-0826,Surgical Arthroscopy For Cartillage Repair,PKG,49561-01-01,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0243,Suture Of Capsule Of Ligament Of Ankle & Foot,PKG,90582-00-01,1 DAY,17000,17000,Current Price
Orthopedics,FMORT-0242,Suture Of Capsule Or Ligament Of Upper Extremity,PKG,90582-00-01,1 DAY,17000,17000,Current Price
Orthopedics,FMORT-0244,Suture Of Diagnostic Procedureon Jnt Structure-Lower Extr.,PKG,99999-99-99,Day Case,5000,5000,Current Price
Orthopedics,FMORT-0265,Suture Of Tendon Sheath Of Hand,PKG,47972-00-01,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0825,Suturing Of Tear Meniscus Using Suturing Device,PKG,49542-01-01,Day Case,22000,22000,Current Price
Orthopedics,FMORT-1023,Sympathetic Rhizotomy,PKG,40330-00-00,Day Case,12000,12000,Current Price
Orthopedics,FMORT-0480,Synevectomy Due To Loose Body,PKG,50104-00-01,1 DAY,14000,14000,Current Price
Orthopedics,FMORT-0463,Synovectomy Of Joint Reumohod,PKG,50104-00-01,1 DAY,16000,16000,Current Price
Orthopedics,FMORT-0204,Tarsometatarsal Fusion,PKG,49815-00-00,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0288,Tendesis Of Hand,PKG,47963-01-01,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0299,Tendon Release,PKG,46363-00-01,Day Case,12000,12000,Current Price
Orthopedics,ORT-0009,Tendon Release Of Finger/Wrist,PKG,46363-00-01,Day Case,3327.5,3327.5,Current Price
Orthopedics,ORT-0069,Tendon Repair/Tendon Transfer,PKG,47954-00-01,3 DAYS,7260,7260,Current Price
Orthopedics,ORT-0020,Tendon Shealth Splitting,PKG,47363-00-01,Day Case,3630,3630,Current Price
Orthopedics,FMORT-0694,Tendon Transfer At Elbows,PKG,50405-00-01,1 DAY,18000,18000,Current Price
Orthopedics,FMORT-0544,Tendon Transfer At Foot,PKG,49812-00-00,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0657,Tendon Transfer At Shoulder,PKG,47966-00-01,1 DAY,25000,25000,Current Price
Orthopedics,FMORT-0498,Tendon Transfer For Recurrent Disloc. Of Patella,PKG,49503-03-00,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0259,Tenosynovectomy Of Hand,PKG,47969-00-01,Day Case,18000,18000,Current Price
Orthopedics,FMORT-0250,Tenotomy Of Hand,PKG,46456-00-01,Day Case,15000,15000,Current Price
Orthopedics,FMORT-0664,Thoracotomy,PKG,38418-00-00,2 DAYS,37000,37000,Current Price
Orthopedics,FMORT-0380,Three Dimensional Osteotomy Of Hip (Schneider),PKG,48424-01-00,2 DAYS,30000,30000,Current Price
Orthopedics,FMORT-0618,Thumb & Finger Orthosis,service,96092-00-00,,298.1,298.1,Current Price
Orthopedics,FMORT-0340,Thumb Reattachement,PKG,46483-00-01,1 DAY,21000,21000,Current Price
Orthopedics,FMORT-0705,Total Elbow Replacement,PKG,49115-00-01,2 DAYS,37000,37000,Current Price
Orthopedics,FMORT-0511,Total Hip Replacement After O.A. Deg.,PKG,49318-00-00,2 DAYS,45000,45000,Current Price
Orthopedics,FMORT-0223,Total Hip Replacement W/Use Of Methyl Methacrylate,PKG,49318-00-00,2 DAYS,42000,42000,Current Price
Orthopedics,FMORT-0218,Total Knee Replacement,PKG,49518-00-00,5 DAYS,45000,45000,Current Price
Orthopedics,FMORT-0434,Total Knee Replacement (Unilaterall)/Hinged,PKG,49518-00-00,3 DAYS,57000,57000,Current Price
Orthopedics,ORT-0074,Tra Vera Band,PKG,83700-00-00,4 DAYS,14157,14157,Current Price
Orthopedics,FMORT-0687,Trans Abdominal Anterior Spinal Fusion,PKG,48660-00-00,2 DAYS,70000,70000,Current Price
Orthopedics,FMORT-0574,Trans.Of Tendon At Hand/Wrist,PKG,46417-00-01,1 DAY,18000,18000,Current Price
Orthopedics,FMORT-0284,Transfer Of Finger Excpt Thumb,PKG,46507-00-01,Day Case,20000,20000,Current Price
Orthopedics,FMORT-0549,Transfer Of Muscle At Thigh,PKG,47966-01-00,1 DAY,24000,24000,Current Price
Orthopedics,FMORT-0576,"Transped.Fix.,Laminec., Inter. And Spinal Fusion",PKG,48654-00-00,2 DAYS,50000,50000,Current Price
Orthopedics,FMORT-0685,Transpedicular Screw Fixation + Cerclage Wire W/ Fus. 1 Lev,PKG,47921-00-01,2 DAYS,44000,44000,Current Price
Orthopedics,FMORT-0010,Transplant Of Bone Graft To - Femur,PKG,48200-00-00,2 DAYS,24000,24000,Current Price
Orthopedics,FMORT-0007,Transplant Of Bone Graft To Humerus,PKG,48212-00-01,2 DAYS,24000,24000,Current Price
Orthopedics,FMORT-0011,Transplant Of Bone Graft To Patella,PKG,48239-00-00,1 DAY,24000,24000,Current Price
Orthopedics,FMORT-0008,Transplant Of Bone Graft To Radius & Ulna,PKG,48224-00-01,1 DAY,24000,24000,Current Price
Orthopedics,FMORT-0012,Transplant Of Bone Graft To Tibiaa & Fibula],PKG,48206-00-00,2 DAYS,24000,24000,Current Price
Orthopedics,FMORT-0014,Transplant Of Bone Graft To Vertebrae,PKG,48239-00-00,2 DAYS,28000,28000,Current Price
Orthopedics,FMORT-0270,Transplant Of Muscle & Tendon Of Hand,PKG,47966-01-00,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0005,Transplantation Of Bone To Unspec. Site,PKG,48239-00-00,1 DAY,22000,22000,Current Price
Orthopedics,FMORT-0678,"Tri.Malleolar Fracture, Ankle",PKG,47597-00-01,2 DAYS,23000,23000,Current Price
Orthopedics,FMORT-1034,Trigger Point Injection Multiple Muscle,PKG,18360-01-01,Day Case,6670,6670,Current Price
Orthopedics,FMORT-1033,Trigger Point Injection One Muscle,PKG,18360-01-01,Day Case,3350,3350,Current Price
Orthopedics,FMORT-0201,Triple Arthrodesis (Talus To Calcaneus To Caboid &Navicular,PKG,49815-00-00,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0495,Triple Fusion For Foot Deform.,PKG,49815-00-00,1 DAY,17000,17000,Current Price
Orthopedics,FMORT-0688,Tunnel Bone Grafting,PKG,48239-00-00,2 DAYS,20000,20000,Current Price
Orthopedics,FMORT-0599,Ulnaris Nerve Transposition,PKG,39321-00-00,1 DAY,15000,15000,Current Price
Orthopedics,FMORT-0718,Ultrasound Of Hip Follow Up,service,55816-00-01,,216.7,216.7,Current Price
Orthopedics,FMORT-0381,Valgus Osteotomy Of Hip,PKG,48424-00-00,2 DAYS,19000,19000,Current Price
Orthopedics,FMORT-0382,Varus Osteotomy Of Hip,PKG,99999-99-99,2 DAYS,19000,19000,Current Price
Orthopedics,FMORT-0785,Vascular Repair,PKG,90223-01-00,1 DAY,20000,20000,Current Price
Orthopedics,FMORT-0692,Vascularised Muscle Pedicle Transfer,PKG,47966-01-00,2 DAYS,55000,55000,Current Price
Orthopedics,FMORT-0655,Vasculrized Bone Grafting Iliac Crest,PKG,50393-00-00,2 DAYS,55000,55000,Current Price
Orthopedics,FMORT-0220,Vastus Medialis Advancement,PKG,47954-00-01,1 DAY,14000,14000,Current Price
Orthopedics,FMORT-0713,Vertebral Plasty,PKG,35400-00-00,2 DAYS,50000,50000,Current Price
Orthopedics,FMORT-0352,Vertebrotomy - Transthoracic,PKG,48639-00-00,2 DAYS,70000,70000,Current Price
Orthopedics,FMORT-0353,Vertebrotomy Retroperitoneal,PKG,48639-00-00,2 DAYS,70000,70000,Current Price
PAEDIATRICS/SUG,FMPDS-0007,Examination Under Anaesthesia,service,96037-00-00,,671,671,Current Price
PAEDIATRICS/SUG,FMPDS-0005,Intercostal Drain (Chest Drain),service,83700-00-00,,269.5,269.5,Current Price
PAEDIATRICS/SUG,FMPDS-0155,Intralesional Injection,service,30207-00-00,,77,77,Current Price
Pain Management,FMPN-0081,Botox Injection For Migraine,service,90660-00-00,,420,420,Current Price
Pain Management,FMPN-0064,Carpal Tunnel Injection,PKG,96205-03-00,Day Case,3350,3350,Current Price
Pain Management,FMPN-0082,Genicular Nerve Ablation By Rf,PKG,50124-01-10,Day Case,10000,10000,Current Price
Pain Management,FMPN-0016,Intramuscular Injections,service,96197-19-00,,90,90,Current Price
Pain Management,FMPN-0041,Transforaminal Steroid Injection,service,90028-00-00,,140.8,140.8,Current Price
Pain Management,FMPN-0013,Trigger Point Injection,service,93173-00-00,,245.3,245.3,Current Price
PEDIATRIC,FMPDT-0028,Heat Crib From 1 To 4 Hrs.,service,92178-00-90,,41.8,41.8,Current Price
Pediatrics,FMPDT-0203,9 Months (Rouvax Menectra Vaccine),service,92166-00-00,,52.8,52.8,Current Price
Pediatrics,FMPDT-0036,Bcg Vaccination And Consultation,service,99999-99-99,,68.2,68.2,Current Price
Pediatrics,FMPDT-0113,Burn Debridement (Small),service,90665-00-10,,100.1,100.1,Current Price
Pediatrics,FMPDT-0190,Central Line Insertion (Above 3Yrs),service,13815-00-00,,199.1,199.1,Current Price
Pediatrics,FMPDT-0123,Central Line Insertion (Up To 3Yrs),service,13815-00-00,,199.1,199.1,Current Price
Pediatrics,FMPDT-0122,Central Venous Pressure Over 2 Yrs Max-24Hrs,service,11600-02-00,,269.5,269.5,Current Price
Pediatrics,FMPDT-0121,Central Venous Pressure Up To 2 Yrs Max-24Hrs,service,11600-02-00,,199.1,199.1,Current Price
Pediatrics,FMPDTO0003,Cold Compress (Plain),service,22065-00-10,,70.4,70.4,Current Price
Pediatrics,FMPDTO0006,Cold Compress W/Tylenol 200Mg.,service,22065-00-90,,82.5,82.5,Current Price
Pediatrics,FMPDTO0004,Cold Compress With Voltaren,service,22065-00-10,,82.5,82.5,Current Price
Pediatrics,FMPDT-1000,Day Case Supervision,service,83700-00-00,,208,208,Current Price
Pediatrics,FMPDT-0175,Dexamethasone Injection,service,39013-01-00,,23.1,23.1,Current Price
Pediatrics,FMPDT-1006,Diabetes Self Management Education,service,95550-14-00,,70.4,70.4,Current Price
Pediatrics,FMPDT-0183,Diazepam Suppository,service,96164-00-00,,4809.2,4809.2,Current Price
Pediatrics,FMPDT-0138,Diet Plan Child 4Yrs & Over,service,96095-00-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0037,Dpt Vaccination Including Consultation & Vaccine,service,92149-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0022,Ear Piercing,service,90111-00-10,,158.4,158.4,Current Price
Pediatrics,FMPDTE0001,Ecg - Pediatrics,service,11700-00-00,,111.1,111.1,Current Price
Pediatrics,FMPDTC0005,Echo Full Study (Pediatric),service,55118-00-00,,963.6,963.6,Current Price
Pediatrics,FMPDT-0004,Endotracheal Intubation For Child,service,22007-00-00,,600.6,600.6,Current Price
Pediatrics,FMPDT-0057,Endotracheal Intubation For Newborn,service,22007-00-00,,671,671,Current Price
Pediatrics,FMPDT-0032,Endotracheal Mucous Suction,service,96157-00-00,,199.1,199.1,Current Price
Pediatrics,FMPDT-0098,Enema,service,92077-00-00,,47.3,47.3,Current Price
Pediatrics,FMPDT-0109,Gastric Lavage,service,14200-00-00,,111.1,111.1,Current Price
Pediatrics,FMPDT-0173,Glucostrip,service,96164-00-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0180,Glycerin Infant Suppository,service,96201-19-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0128,Hepatitis-B Vaccination And Consultation,service,92168-00-00,,239.8,239.8,Current Price
Pediatrics,FMPDT-0083,Im Injection (Above 5Yrs),service,96197-19-00,,18.7,18.7,Current Price
Pediatrics,FMPDT-0016,Im Injection (Up To 4 Yrs),service,96197-19-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0143,Incubator 5 To 24 Hrs,service,83610-03-00,,338.8,338.8,Current Price
Pediatrics,FMPDT-0048,Insertion Of Blood Products Iv Without Bio Test,service,92063-00-00,,70.4,70.4,Current Price
Pediatrics,FMPDT-0197,Insulin Pump,service,96199-06-00,,671,671,Current Price
Pediatrics,FMPDTO0009,Iv Infusion,service,96199-19-00,,135.8699951171875,135.8699951171875,Current Price
Pediatrics,FMPDT-0018,Iv Injection (Fr. 5Yrs To Pub ),service,96199-19-00,,35.2,35.2,Current Price
Pediatrics,FMPDT-0177,Jaundice Meter,service,30493-00-00,,47.3,47.3,Current Price
Pediatrics,FMPDT-0024,Jugular Vein Blood Sample Collection,service,73100-00-30,,41.8,41.8,Current Price
Pediatrics,FMPDT-0007,Lumbar Puncture,service,39000-00-00,,286,286,Current Price
Pediatrics,FMPDT-0040,M/M Vaccination Including Consultation And Vaccine,service,92153-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0038,Measles Vaccination Including Consultation,service,92153-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-9998,Medical Supervision,service,83600-02-10,,200,200,Current Price
Pediatrics,FMPDT-0178,Methyl Prednisolone Injecton,service,96199-03-00,,29.7,29.7,Current Price
Pediatrics,FMPDT-0039,Mmr Vaccination Including Vaccination And Consultation,service,92156-00-10,,134.2,134.2,Current Price
Pediatrics,FMPDT-0090,Nasogastric Tube Insertion Up To 3 Yrs Max. 34 Hrs,service,92036-00-00,,70.4,70.4,Current Price
Pediatrics,FMPDT-0026,Nebulization With Ultrasound For 24 Hrs,service,92043-00-00,,111.1,111.1,Current Price
Pediatrics,FMPDT00003,Nebulizer With Drug Adminstration,service,99999-99-99,,107.8,107.8,Current Price
Pediatrics,FMPDT-0006,Newborn Neurologic Examination,service,96238-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0002,Nicu Supervision,service,83600-03-00,,200,200,Current Price
Pediatrics,FMPDT-0050,Oral Polio Vaccine,service,92150-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0137,Oxygen From 1 Hr To 4 Hrs,service,92044-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0136,Oxygen Per 1 Hr,service,92044-00-00,,35.2,35.2,Current Price
Pediatrics,FMPDT-0014,Phototherapy 24 Hrs +Eye Pads,service,90677-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0174,Primperan Injection,service,96196-19-00,,8.8,8.8,Current Price
Pediatrics,FMPDT-0157,Pulse Oximeter 1 - 4 Hours,service,12203-01-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0159,Pulse Oximeter 12 - 24 Hours,service,11600-03-00,,455,455,Current Price
Pediatrics,FMPDT-0158,Pulse Oximeter 4 - 12 Hours,service,11600-03-00,,199.1,199.1,Current Price
Pediatrics,FMPDT-0093,Rectal Examination,service,32171-00-00,,47.3,47.3,Current Price
Pediatrics,FMPDT-0095,Removal Of Foreign Body Internal Auditory Canal,service,92201-00-00,,123.2,123.2,Current Price
Pediatrics,FMPDTC0003,Repeated Echo (Pediatrics),service,55113-00-00,,543.4,543.4,Current Price
Pediatrics,FMPDT-0179,Solu-Cortef 100 Mg Injection,service,96199-19-00,,29.7,29.7,Current Price
Pediatrics,FMPDT-0181,Spirometry,service,11500-00-00,,123.2,123.2,Current Price
Pediatrics,FMPDT-0185,Transport Incubator,service,83610-03-20,,70.4,70.4,Current Price
Pediatrics,FMPDT-0085,T-Vaccine(Tetanus)& T-Antitox,service,92149-00-00,,134.2,134.2,Current Price
Pediatrics,FMPDT-0169,Tyleno01 200Mg Suppository,service,96201-19-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0168,Tylenol 100Mg Suppository,service,90344-02-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0170,Tylenol 350Mg Suppository,service,96201-19-00,,7.7,7.7,Current Price
Pediatrics,FMPDT-0011,Umblical Cannula Insertion With Bandage,service,13300-02-00,,338.8,338.8,Current Price
Pediatrics,FMPDT-0012,Urinary Catheter Insertion(Foely),service,36800-00-00,,222.2,222.2,Current Price
Pediatrics,FMPDT-0013,Urine Bag,service,11900-00-00,,18.7,18.7,Current Price
Pediatrics,FMPDT-1011,"Vaccine At Birth (Bcg , Hepatitis B)",service,92168-00-00,,100.1,100.1,Current Price
Pediatrics,FMPDT-0171,Voltaren 12.5Mg Suppository,service,90344-02-00,,7.7,7.7,Current Price
Physiotherapy,FMPTD-0109,Acupunture For Obesity,service,93173-00-00,,181.5,181.5,Current Price
Physiotherapy,FMPTD-0093,ANTENATAL & POSTNATAL EXS.,service,96129-00-00,,93.5,93.5,Current Price
Physiotherapy,FMPTD-0096,Aroma Therapy One Session,service,95550-11-00,,245.3,245.3,Current Price
