Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,Discount 3 years contract,2026 Price,2027 Price
FMSUR-0425,CAROTID ARTERY STENTING (WITHOUT STENTS BALLOONS INTERMEDIATE CATHETERS MICRO CATHETERS MICRO WIRES),PKG,35307-00-00,3,14531.0,0.0,15984.0,17423.0
FMORT-0566,OPEN REDUCTION & INTERNAL FIXA TION (PINNIG)OF COLES FRACTURE  including implant,PKG,47366-02-01,2,14508.0,0.0,15959.0,17395.0
FMORT-0047,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT TARSALS & METATARSAL  including implant,PKG,47921-00-01,2,14508.0,0.0,15959.0,17395.0
FMORT-9921,BICEPS TENODESIS,PKG,47963-00-01,1,14500.0,0.0,15950.0,17386.0
FMORT-9930,HIP ARTHROSCOPY LABRAL REPAIR,PKG,96225-00-00,2,14500.0,0.0,15950.0,17386.0
FMSUR-3266,Sils Tapp (Hernioplasty),PKG,30403-01-00,2,14500.0,0.0,15950.0,17386.0
FMORT-1048,Chrondal Tissue Graft,PKG,49563-00-01,1,14475.0,0.0,15923.0,17356.0
FMCAT-0063,Additional Stent Des,PKG,38306-00-00,1 ward& 1 ICU,14469.0,0.0,15916.0,17348.0
FMXRAY1399,Ir. Additional Stent,PKG,35321-10-00,DAY CASE,14469.0,0.0,15916.0,17348.0
FMORT-0151,CLUB FOOT RELEASE,PKG,50321-00-00,1,14415.0,0.0,15857.0,17284.0
FMORT-0219,MEDIAL COLLATERAL LIGAMENT REPAIR,PKG,49539-01-01,day case,14415.0,0.0,15857.0,17284.0
FMURO-3106,Iliocystoplasty,PKG,37047-01-00,1,14273.0,0.0,15700.0,17113.0
FMURO-3108,Radical Cystectomy,PKG,37014-00-00,1,14273.0,0.0,15700.0,17113.0
FMURO-3102,Total Cystectomy,PKG,37014-00-00,2,14273.0,0.0,15700.0,17113.0
FMORT-0011,TRANSPLANT OF BONE GRAFT TO PATELLA,PKG,48239-00-00,1,14250.0,0.0,15675.0,17086.0
FMORT-0008,TRANSPLANT OF BONE GRAFT TO RADIUS & ULNA,PKG,48218-00-01,2,14250.0,0.0,15675.0,17086.0
FMSUR-0236,FEMORO-ANTERIOR (POSTERIOR OR PERONEAL) BYPASS SITU VEINGRAF,Service,32757-00-01,-,14247.87,0.15,15673.0,17083.0
FMSUR-7201,ENDOVENOUS ABLATION THERAPY OF INCOMPETENT VEIN (EVLT) EXTREMITY  PERCUTANEOUS LASER FIRST VEIN TREATED,PKG,32520-00-00,3,14212.0,0.0,15633.0,17040.0
FMSUR-3195,Laparascopic Proctopexy Without Resection,PKG,30390-00-00,1,14212.0,0.0,15633.0,17040.0
FMSUR-3189,Laparascopic Small To Small Intestinal Anastomosis,PKG,30515-04-00,1,14212.0,0.0,15633.0,17040.0
FMXRAY1452,Ir. Neuro. Vertebroplasty / Kyphoplasty,PKG,35400-00-00,3,14212.0,0.0,15633.0,17040.0
FMNEU-3626,Selective Peripheral Neurectomy (One Limb),PKG,39324-00-00,1,14212.0,0.0,15633.0,17040.0
DNT-0018,REDUCTION & FIXATION OF ALVEOLAR BONE FRACTURE,PKG,90530-00-00,2,14200.0,0.0,15620.0,17026.0
FMSUR-9154,EXCISION OF HAEMANGIOMA BIG,PKG,45033-00-00,4,14178.78,0.0,15597.0,17000.0
FMSUR-3242,Laparascopic Hysterectomy,PKG,35653-01-00,4,14178.78,0.0,15597.0,17000.0
NEU-0019,Lumbar Meningocele,PKG,40100-00-00,5,14178.78,0.0,15597.0,17000.0
FMENT-3159,TYMPANOPLASTY + MASTOIDECTOMY,PKG,41560-00-01,4,14175.0,0.0,15593.0,16996.0
SUR-0104,RECTOSIGMOIDECTOMY  BY ANTERIOR Resection ,PKG,32030-00-00,6,14175.0,0.0,15593.0,16996.0
881,Complete course of orthodontic treatment,Dental,97881-00-10,-,14175.0,0.15,15593.0,16996.0
FMSUR-3250,Laparascopic Cbd Exploration + Laparascopy Cholecystectomy,PKG,30449-00-00,2,14130.0,0.0,15543.0,16942.0
FMXRAY1371,Ir. Angioplasty Of Aortoiliac Artery,PKG,35303-06-00,3,14125.0,0.0,15538.0,16936.0
FMXRAY1378,Ir. Angioplasty Of Feomro-Popliteal Artery (Uni Lateral),PKG,32751-01-01,2,14125.0,0.0,15538.0,16936.0
FMNEU-3600,Vertebroplasty,PKG,35400-00-00,3,14125.0,0.0,15538.0,16936.0
FMPN-0047,Radiofrequency Ablation (Rfa),Service,30192-00-10,-,14125.0,0.15,15538.0,16936.0
FMURO-3020,Ureteral dilation,Service,36830-00-00,-,14125.0,0.15,15538.0,16936.0
FMNEU-3612,Release Of Cubital Tunnel Syndrome,PKG,39331-01-01,DAY CASE,14105.0,0.0,15516.0,16912.0
FMCAR-3086,Rigid Bronchoscopy + Procedure Pediatric (F.B Removal Or Biopsy),PKG,41889-05-01,1,14080.0,0.0,15488.0,16882.0
FMORT-0046,REVISN OF DISPL.OR BROKEN FIX. AT PATELLA  including implant,PKG,47921-00-01,2,14019.75,0.0,15422.0,16810.0
FMCAR-3028,Balloon Atrial Septostomy Consumable (Rashkined Or Z5 Balloon) 2000Sr,PKG,38270-00-00,2,14000.0,0.0,15400.0,16786.0
FMSUR-3373,Infra-colic omentectomy,PKG,96189-00-00,5,14000.0,0.0,15400.0,16786.0
FMXRAY1684,Intervention guided cholecystostomy,PKG,90908-00-11,2,14000.0,0.0,15400.0,16786.0
FMSUR-3379,Oesophagojeunostomy,PKG,30554-00-00,3,14000.0,0.0,15400.0,16786.0
FMOPT-4156,Parsplana Len+Vit+Iol,PKG,42725-00-02,1,14000.0,0.0,15400.0,16786.0
FMOPT-4155,Parsplanavitrectomy+Iofb+Retinal Detachment + Scleral Buckle,PKG,42725-00-02,2,14000.0,0.0,15400.0,16786.0
FMOPT-4167,Pplv+Iol,PKG,42725-00-01,1,14000.0,0.0,15400.0,16786.0
FMORT-0900,ACROMIOPLASTY  including implant,PKG,48903-00-01,2,14000.0,0.0,15400.0,16786.0
FMXRAY1723,IR ANGIOPLASTY OF AV (FISTULA),PKG,35303-06-00,2,14000.0,0.0,15400.0,16786.0
FMOPT-4139,Secondry Iol+Keratoplasty,PKG,42701-00-01,2,14000.0,0.0,15400.0,16786.0
FMNEU-3469,Removal Of Peripheral Nerve Stimulator (Pns) – Electrodes,PKG,39136-02-00,1,14000.0,0.0,15400.0,16786.0
FMSUR-3232,Laparascopic Ectopic Pregnancy,PKG,90435-00-00,1,14000.0,0.0,15400.0,16786.0
FMOBG-4023,subtotal hysterectomy with unilateral salpingo-oophrectomy.,PKG,35653-00-00,1,14000.0,0.0,15400.0,16786.0
ORT-0859,ORIF TIBIA PLATEAU GRADE 2,PKG,40333-00-00,2,13976.0,0.0,15374.0,16757.0
VAS-0017,Thoracic Outlet Syndrome,PKG,50402-00-01,4,13976.0,0.0,15374.0,16757.0
URO-0141,TURT ( Single 3 cm mass or less) ,PKG,37224-03-00,2,13976.0,0.0,15374.0,16757.0
FMURO-3103,Boari Flap,PKG,36579-02-00,1,13972.0,0.0,15369.0,16752.0
FMORT-0020,BONE SHORTENING AT FEMUR  including implant,PKG,48424-07-00,1,13950.0,0.0,15345.0,16726.0
FMSUR-3235,Laparascopic Hernia Repair Bilateral,PKG,30403-01-00,4,13950.0,0.0,15345.0,16726.0
FMNEU-3776,Intrathecal Baclofen Injection – Screening Procedure,PKG,90020-00-00,2,13913.0,0.0,15304.0,16682.0
FMOPT-4154,Parsplana Lensectomy+Vit,PKG,42725-00-01,1,13908.0,0.0,15299.0,16676.0
FMOPT-4152,Parsplana Vitrectomy+Retinal Detachment,PKG,42725-00-01,1,13908.0,0.0,15299.0,16676.0
FMOPT-4151,Parsplana Vitrectomy+Scleral Buckle,PKG,42725-00-01,1,13908.0,0.0,15299.0,16676.0
ORT-0096,Congenital Dislocation Of Hip (Chd),PKG,47048-00-01,1,13857.0,0.0,15243.0,16615.0
PKEND-0009,ENDOSCOPIC REPAIR OF CSF RHINORRHEA,PKG,2 days ,41764-00-00,15200.0,0.0,15200.0,
FMORT-0323,AMPUTATION THROUGH HUMERUS,PKG,44328-01-00,2,13810.5,0.0,15192.0,16559.0
FMORT-0385,OSTEOTOMY OF HUMERUS,PKG,48412-00-01,2,13810.5,0.0,15192.0,16559.0
FMORT-0383,OSTEOTOMY OF SHOULDER,PKG,90569-00-01,1,13810.5,0.0,15192.0,16559.0
FMORT-0206,OTHER FUSION OF FOOT  including implant,PKG,49845-00-00,1,13800.0,0.0,15180.0,16546.0
FMSUR3166,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,PKG,30532-05-00,4,13723.5,0.0,15096.0,16454.0
SUR-0105,Hartman procedure,PKG,32030-00-00,4,13723.5,0.0,15096.0,16454.0
SUR-0098,Lap vagotomy & gastrectomy,PKG,30518-01-00,4,13723.5,0.0,15096.0,16454.0
FMSUR-3257,Laprascopic Hiatus Hernia,PKG,30601-01-00,2,13723.5,0.0,15096.0,16454.0
ENT-0045,Operation on vocal cords e.g woodman,PKG,41867-00-00,4,13723.5,0.0,15096.0,16454.0
FMURO-3079,Pyeloplasty,PKG,36564-00-00,4,13723.5,0.0,15096.0,16454.0
FMENTN2051,SURGERY OF TUMOUR OF NASAL -  CAVITY - MALIGNANT,PKG,90141-01-10,3,13723.5,0.0,15096.0,16454.0
FMXRAY1700,Cava Filter Implementation,Radiology,35321-04-00,-,13606.3,0.15,14967.0,16314.0
DNT-0002,REMOVAL OF ARCH BARS & WIRES,PKG,45823-00-00,2,13534.29,0.0,14888.0,16228.0
FMSUR-3262,Laparascopic Resction Of Diverticulam,PKG,32030-01-00,1,13521.0,0.0,14873.0,16212.0
FMSUR-3169,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Biilateral)",PKG,32508-00-02,1,13521.0,0.0,14873.0,16212.0
FMORT-9935,ARTHROSCOPIC AC JOINT REPAIR,PKG,48951-00-01,1,13500.0,0.0,14850.0,16187.0
FMORT-0582,ELBOW ARTHROSCOPY OF ELBOW SURCAL,PKG,49118-00-01,day case,13500.0,0.0,14850.0,16187.0
FMORT-0284,TRANSFER OF FINGER EXCPT THUMB  including implant,PKG,46507-00-01,1,13500.0,0.0,14850.0,16187.0
FMSUR-3196,Abdominal Proctopexy With Resection,PKG,30075-14-00,1,13464.0,0.0,14810.0,16143.0
FMSUR-3177,Ileo Cecal Resection,PKG,30515-03-00,2,13464.0,0.0,14810.0,16143.0
FMSUR-3184,Sigmoid Colon Resection,PKG,32003-00-00,2,13464.0,0.0,14810.0,16143.0
FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND  including implant,PKG,47306-01-01,1,13412.5,0.0,14754.0,16082.0
FMSUR-3249,Laparascopic Repair Of Epigastric Hernia Bilateral,PKG,30617-01-00,1,13396.0,0.0,14736.0,16062.0
FMORW-0030,Spine Bace By Spondylitis,Service,96092-00-00,-,13324.0,0.15,14656.0,15975.0
FMORT-0609,OSTEOTOMY OF FEMUR,PKG,48424-06-01,day case,13322.25,0.0,14654.0,15973.0
FMXRAY1402,Ir. Veriscose Vein Ablation (Two Limbs),PKG,32520-00-00,1,13313.0,0.0,14644.0,15962.0
FMLAB-6863,BRCA II (BREAST CANCER II),Lab,73350-01-00,-,13300.0,0.15,14630.0,15947.0
URO-0135,TOT ( Excluding Tape price ),PKG,96092-00-00,2,13300.0,0.0,14630.0,15947.0
FMURO-3120,Memokath Ureter Without Stent,PKG,36821-01-00,1,13258.0,0.0,14584.0,15896.0
FMORT-0727,DISCOGRAPHY ( MULITPLE LEVELS ),PKG,59700-00-00,1,13252.5,0.0,14578.0,15890.0
FMORT-0012,TRANSPLANT OF BONE GRAFT TO TIBIAA & FIBULA],PKG,48206-00-00,2,13252.5,0.0,14578.0,15890.0
FMORW-0010,Orthosis IV,Service,96092-00-00,-,13229.0,0.15,14552.0,15862.0
FMSUR-0424,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,PKG,39006-00-00,2,13218.0,0.0,14540.0,15848.0
PKORT-0018,Patellar Tendon Repair,PKG,47582-00-01,1,13125.0,0.0,14438.0,15737.0
FMCAR-3022,Blalock - Taussing Shunt,PKG,38418-00-00,2,13120.0,0.0,14432.0,15731.0
FMORT-0612,Fracture At Medial Or Lateral Malleolus  including implant,PKG,47597-00-01,1,13050.69,0.0,14356.0,15648.0
FMORT-0314,QUADRICEPS PLASTY,PKG,49569-00-01,1,13020.0,0.0,14322.0,15611.0
FMORT-0776,ARTHROSCOPIC MNISCAL SUTURE,PKG,49557-00-01,1,13000.0,0.0,14300.0,15587.0
FMOPT-4054,Bilateral Myectomy Lower Lid,PKG,90090-00-02,1,13000.0,0.0,14300.0,15587.0
NEU-0879,BurrHOLE CRANIOTOMY ,PKG,39012-00-00,3,13000.0,0.0,14300.0,15587.0
FMNEU-3344,Ct Guided Aspiration Of Brain Abscess,PKG,90908-00-11,2,13000.0,0.0,14300.0,15587.0
FMORT-0833,ENDOSCOPIC CARPAL TUNNEL RELEASE,PKG,39331-00-01,1,13000.0,0.0,14300.0,15587.0
FMENT-3163,Labyrinthectomy,PKG,41572-00-01,1,13000.0,0.0,14300.0,15587.0
FMSUR-3243,Laparascopic Laser Myolisis,PKG,35649-01-00,1,13000.0,0.0,14300.0,15587.0
FMSUR-3277,Laparascopic Ovarian Cystectomy + Adhesiolysis,PKG,30393-00-00,1,13000.0,0.0,14300.0,15587.0
FMSUR-3278,Laparascopic Ovarian Drilling + Adhesiolysis,PKG,35637-08-02,1,13000.0,0.0,14300.0,15587.0
FMSUR-3240,Laparascopic Repair Of Incisional Hernia,PKG,30403-00-00,1,13000.0,0.0,14300.0,15587.0
FMOPT-0050,PPV + laser + Silicon oil,PKG,42725-00-01,DAY CASE,13000.0,0.0,14300.0,15587.0
FMOPT-4097,Keraoplasty+Secondary Iol,PKG,90064-00-01,1,13000.0,0.0,14300.0,15587.0
FMSUR-7208,STENTING- BILATERAL SUPERFICIAL FEMORAL ARTERY,PKG,35309-06-00,3,13000.0,0.0,14300.0,15587.0
FMORT-0826,SURGICAL ARTHROSCOPY FOR CARTILLAGE REPAIR,PKG,49561-01-01,4,13000.0,0.0,14300.0,15587.0
FMSUR-3276,Laparascopic Salpingectomy + Removal Of Ectopic Pregnancy,PKG,35678-01-00,2,13000.0,0.0,14300.0,15587.0
FMURO-3058,Partial cystectomy,PKG,37000-01-00,8,12997.68,0.0,14297.0,15584.0
FMOBG-3033,Abdominal Panhysterectomy,PKG,35653-01-00,4,12915.0,0.0,14207.0,15485.0
ORT-0052,Arthrodesis (Knee/Hip/Tb),PKG,49509-01-00,1,12915.0,0.0,14207.0,15485.0
ORT-0103,Excision of Cervical Rib,PKG,34139-00-01,1,12915.0,0.0,14207.0,15485.0
FMOBG-3024,Hysterectomy,PKG,35653-01-00,5,12915.0,0.0,14207.0,15485.0
FMOBG-3035,Recurrent Ovarian Tumour,PKG,35713-06-01,4,12915.0,0.0,14207.0,15485.0
NEU-0005,Ventriculo Venous Or Peritoneal Shunt,PKG,40003-02-00,3,12915.0,0.0,14207.0,15485.0
FMORT-0496,EXPLORATN LYSIS & NERVE SUTURE OF THE ULNAR,PKG,39300-00-00,2,12834.0,0.0,14117.0,15388.0
FMORT-0215,METACARPO PHALANGEAL FUSION  including implant,PKG,46300-01-01,day case,12834.0,0.0,14117.0,15388.0
FMORT-0214,METACARPO-CARPAL FUSION  including implant,PKG,46303-00-01,1,12834.0,0.0,14117.0,15388.0
FMORT-0203,MIDTARSAL FUSION  including implant,PKG,50109-00-01,day case,12834.0,0.0,14117.0,15388.0
FMORT-0133,OPEN REDUCT OF DISLOCATION AT FOOT & TOE,PKG,47072-00-01,1,12834.0,0.0,14117.0,15388.0
FMORT-0129,OPEN REDUCT OF DISLOCATION AT HAND & FINGER,PKG,47039-00-01,1,12834.0,0.0,14117.0,15388.0
FMORT-0388,OSTEOTOMY OF KNEE,PKG,90569-00-01,2,12834.0,0.0,14117.0,15388.0
FMORT-0204,TARSOMETATARSAL FUSION  including implant,PKG,49845-00-00,1,12834.0,0.0,14117.0,15388.0
FMORT-0345,REVISN OF AMPUTATN STUMP - (REAMPUTATION),PKG,44376-00-01,2,12750.0,0.0,14025.0,15287.0
FMENTE6026,Cochlear Implant Surgery,Service,41617-00-01,-,12726.0,0.15,13999.0,15258.0
FMORW-0058,Upper & Forearm Orthosis + Elbow Joint,Service,96092-00-00,-,12721.0,0.15,13993.0,15252.0
VAS-0010,FEMORAL ARTERY EMBOLECTOMY,PKG,33806-09-01,5,12705.0,0.0,13976.0,15233.0
VAS-0011,Thoracoscopic Sympathectomy (Bilateral),PKG,35003-01-00,2,12705.0,0.0,13976.0,15233.0
CAR-0015,THORACOSCOPY THERAPEUTIC,PKG,38436-00-00,4,12705.0,0.0,13976.0,15233.0
FMNEU-3764,Bilateral Carpal Tunnel Neurolysis,PKG,39312-00-00,1,12677.0,0.0,13945.0,15200.0
FMNEU-3308,Ventriculo-Peritoneal Shunt Insertion,PKG,40003-02-00,2,12645.0,0.0,13910.0,15161.0
ORT-0054,Open Of Recurrent Dislocation Shoulder,PKG,47012-00-01,1,12637.3275,0.0,13901.0,15152.0
FMENTN2038,Choanal atresia repair - Bilateral,PKG,45645-00-00,day case,12600.0,0.0,13860.0,15107.0
FMSUR-3238,Laprascopic Repair of Ventral Hernia,PKG,30405-04-00,4,12600.0,0.0,13860.0,15107.0
FMORT-0789,SKIN FLAP REDICLE,PKG,90669-00-00,1,12600.0,0.0,13860.0,15107.0
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION)  including implant,PKG,49712-00-00,day case,12555.0,0.0,13811.0,15053.0
FMORT-0021,BONE SHORTENING AT TIBIA AND FIBULA  including implant,PKG,48418-01-00,1,12555.0,0.0,13811.0,15053.0
FMORT-0105,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT FEMUR,PKG,47525-00-01,1,12555.0,0.0,13811.0,15053.0
FMORT-0516,Correction Of Hand & Finger Deformity  including implant,PKG,90604-00-00,1,12555.0,0.0,13811.0,15053.0
FMORT-0475,DISLOC.OR VALGUS DEFORM OF THE ELBOW  including implant,PKG,47018-00-01,1,12555.0,0.0,13811.0,15053.0
FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT  including implant,PKG,47672-03-01,1,12555.0,0.0,13811.0,15053.0
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS  including implant,PKG,47624-01-01,1,12555.0,0.0,13811.0,15053.0
FMORT-0525,OPEN REDUCT.OF FIX RADIUS HEAD OR EXCISION  including implant,PKG,47408-00-01,4,12555.0,0.0,13811.0,15053.0
FMORT-0702,REMOVAL OF PDN & REINSERTION  including implant,PKG,48691-02-00,1,12555.0,0.0,13811.0,15053.0
FMORT-0769,Removal Of Spinal Instrumentation,PKG,50616-01-00,1,12555.0,0.0,13811.0,15053.0
FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX  including implant",PKG,47921-00-01,2,12555.0,0.0,13811.0,15053.0
FMORT-0044,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT CARPALS & METACARPAL  including implant,PKG,47921-00-01,2,12555.0,0.0,13811.0,15053.0
FMSUR-7203,FRACTURE ACETABULUM & PELVIS,PKG,47501-00-01,3,12546.0,0.0,13801.0,15043.0
FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),PKG,16520-04-00,1,12518.0,0.0,13770.0,15009.0
FMCAR-3034,"PDA coil closure (patent ductus arteriosus) Consumable (sheath, wire, catheter and coil)",Service,38700-01-00,-,12500.25,0.15,13750.0,14988.0
FMSUR-3284,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Bilateral),PKG,90433-00-02,1,12500.0,0.0,13750.0,14988.0
FMURO-4027,HIGH ANAL FISTULA LASER CLOSURE - 1DAY,PKG,32162-00-00,1,12500.0,0.0,13750.0,14988.0
FMNEU-3623,NERVE TRANSPOSITION,PKG,39321-00-00,1,12500.0,0.0,13750.0,14988.0
FMOPT-4095,Lamellar Keratoplasty+Scleroplasty,PKG,90064-00-01,1,12500.0,0.0,13750.0,14988.0
FMOPT-4149,Total Retinal Detachment,PKG,90079-00-02,2,12500.0,0.0,13750.0,14988.0
FMOBG-3055,LAPAROSCOPIC MYOMECTOMY,Service,35649-01-00,-,12500.0,0.15,13750.0,14988.0
FMORT-0411,REMOVAL OF LARGE BENIGN BONE OR SOFT TISSUE,PKG,30241-00-01,1,12499.2,0.0,13749.0,14987.0
ENT-0046,Arytenoidectomy,PKG,41867-00-00,4,12403.0,0.0,13643.0,14871.0
FMOBG-3028,C.S. with abdominal hysterectomy,PKG,16520-02-00,4,12403.0,0.0,13643.0,14871.0
FMSUR-3280,Tuboplasty,PKG,35694-04-00,4,12403.0,0.0,13643.0,14871.0
FMORT-9091,ARTHROSCOPIC MENISCUS REPAIR ,PKG,49563-00-01,day case,12360.0,0.0,13596.0,14820.0
FMSUR-3069,Low imperforated anus,PKG,32123-00-00,4,12358.77,0.0,13595.0,14818.0
FMSUR-3261,Laparascopic Resection And Anastomosis,PKG,30515-04-00,2,12355.0,0.0,13591.0,14814.0
FMORT-0389,OSTEOTOMY OF ANKLE,PKG,90569-00-01,2,12276.0,0.0,13504.0,14719.0
FMORT-0386,OSTEOTOMY OF ELBOW,PKG,90569-00-01,2,12276.0,0.0,13504.0,14719.0
FMORT-0387,OSTEOTOMY OF HAND & FINGER,PKG,46396-01-01,2,12276.0,0.0,13504.0,14719.0
FMORT-0384,OSTEOTOMY OF WRIST,PKG,90569-00-01,1,12276.0,0.0,13504.0,14719.0
FMSUR-3138,Congenital Intestinal Stricture,PKG,30564-00-00,7,12269.25,0.0,13496.0,14711.0
ORT-0080,Core Tax Band For Crucial Ligament Reconstruction-Pt/Ip,PKG,50127-00-01,1,12269.25,0.0,13496.0,14711.0
URO-0050,Nephroureterectomy,PKG,36531-01-00,4,12269.25,0.0,13496.0,14711.0
ORT-0074,Tra Vera Band,PKG,83700-00-00,1,12269.25,0.0,13496.0,14711.0
FMSUR-9183,NEONATAL INGUINAL HERNIA REPAIR(OBSTRUCTION)- UNILATERAL,Service,30614-03-00,-,12269.25,0.15,13496.0,14711.0
FMORT-0242,SUTURE OF CAPSULE OR LIGAMENT OF UPPER EXTREMITY,PKG,90582-00-01,1,12225.0,0.0,13448.0,14658.0
SUR-0099,Lap.Diaphragmatic Hernia repair,PKG,30601-00-00,5,12205.0,0.0,13426.0,14634.0
DNT-0042,RECONSTRUCTION OF MAXILLARY CLEFT - BILATERAL,PKG,45701-00-00,2,12200.0,0.0,13420.0,14628.0
FMORT-3006,Articular Cartilage Repair For Major Joint (Without Implant And Blood),PKG,90595-00-00,1,12180.0,0.0,13398.0,14604.0
FMORT-0818,CLOSED REDUCTION OF INT. FIX. SUPRADONDYLE  including implant,PKG,47456-01-01,1,12150.0,0.0,13365.0,14568.0
FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,PKG,30075-00-00,1,12146.0,0.0,13361.0,14563.0
FMNEU-1011,Thromolytic Therpay For Acute Stroke - Medications Not Included,Service,90223-01-00,-,12125.0,0.15,13338.0,14538.0
FMORW-0029,Stagnara Scoliosis Brace,Service,96092-00-00,-,12111.0,0.15,13322.0,14521.0
FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-Ostia Of Fallopian Tube,PKG,35638-04-00,1,12110.0,0.0,13321.0,14520.0
FMSUR-3244,Laparascopic Coagulation Of Endometriosis,PKG,35637-02-00,1,12110.0,0.0,13321.0,14520.0
FMURO-3085,Retropubic Prostatectomy,PKG,37200-04-00,1,12110.0,0.0,13321.0,14520.0
FMURO-3052,Suprapubic Prostatectomy,PKG,37200-03-00,1,12110.0,0.0,13321.0,14520.0
FMOBG-3032,Radical Vulvectomy,PKG,35548-00-00,5,12106.5,0.0,13317.0,14516.0
FMOPTH-3944,Preserflo micros shunt with Mitomycin C (one eye) - Inclusive PKG,PKG,1,90075-00-01,13300.0,0.0,13300.0,
SUR-10024,Adhesive intestinal obstruction,PKG,2 days ,90331-00-00,13300.0,0.0,13300.0,
FMORT-0230,Other Repair Of Hand Finger  including implant,PKG,90548-00-01,1,12090.0,0.0,13299.0,14496.0
OBG-0036,Caesarian Delivery -  IUFD Delivery,PKG,16520-04-00,4,12070.0,0.0,13277.0,14472.0
ORT-2029,ARTHROSCOPY ANKLE SURGICAL EXCISION OSTEOCHONDRAL DEFECT TALUS/TIBIA W/ DRILLING,PKG,49703-01-01,day case,12000.0,0.0,13200.0,14388.0
FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,PKG,45623-05-02,1,12000.0,0.0,13200.0,14388.0
FMCAR-3040,Catheterization Right + Left Heart ( Day Case ),PKG,38200-00-00,DAY CASE,12000.0,0.0,13200.0,14388.0
FMCTS-0036,EXCISION OF CHEST WALL SINUS,PKG,30099-00-00,1,12000.0,0.0,13200.0,14388.0
FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,PKG,42509-00-00,1,12000.0,0.0,13200.0,14388.0
FMSUR-3191,LAPARASCOPIC COLOSTOMY,PKG,30515-01-00,4,12000.0,0.0,13200.0,14388.0
FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,PKG,30617-00-00,1,12000.0,0.0,13200.0,14388.0
SUR-0500,Laproscopic Excision of Abdominal Mass/cyst,PKG,30478-04-00,1,12000.0,0.0,13200.0,14388.0
FMORT-1012,MULTIPLE LEVEL FACET RHIZOTOMY,PKG,40330-00-00,day case,12000.0,0.0,13200.0,14388.0
FMORT-0100,OPEN REDUCT OF SEPARATED EPIPHYSIS AT RADIUS & ULNA  including implant,PKG,90541-00-01,1,12000.0,0.0,13200.0,14388.0
FMOPT-4150,Parsplana Vitrectomy,PKG,42725-00-01,1,12000.0,0.0,13200.0,14388.0
FMSUR-3127,Recurrent Laparoscopic Hernia Repair,PKG,30614-02-00,1,12000.0,0.0,13200.0,14388.0
FMNEU-3614,Release Of Ulnar Nerve Entrapment At Wrist,PKG,90016-01-00,DAY CASE,12000.0,0.0,13200.0,14388.0
FMSUR-3265,Sils Cholecystectomy,PKG,43900-00-00,2,12000.0,0.0,13200.0,14388.0
FMURO-3089,Turp,PKG,36840-02-00,1,12000.0,0.0,13200.0,14388.0
FMORT-0656,GROIN FLAP,PKG,90669-00-00,1,11997.0,0.0,13197.0,14384.0
FMOPT-4237,AHMED  VALVE IMPLANTATION ,PKG,90089-00-01,1,11982.0,0.0,13180.0,14366.0
FMOBG-3038,Abdominal Colpopexy,PKG,90160-00-00,1,11980.0,0.0,13178.0,14364.0
URO-0023,Open Prostatectomy,PKG,37200-05-00,5-7 Days,11972.205,0.0,13169.0,14355.0
FMORT-0132,OPEN REDUCT OF DISLOCATION AT ANKLE,PKG,47066-00-01,1,11972.205,0.0,13169.0,14355.0
FMORT-1011,FACET RHIZOTOMY ( COOLED ),PKG,40330-00-00,day case,11925.0,0.0,13118.0,14298.0
FMORT-0495,TRIPLE FUSION FOR FOOT DEFORM.  including implant,PKG,49815-00-00,2,11925.0,0.0,13118.0,14298.0
FMSUR-0272,LOBECTOMY AND BRONCHOPLASTY,Service,38438-00-00,-,11871.37,0.15,13059.0,14234.0
FMORT-0320,AMPUTATION THROUGH CARPALS,PKG,44325-00-01,1,11857.5,0.0,13043.0,14217.0
FMORT-0322,AMPUTATION THROUGH FOREARM,PKG,44328-00-01,2,11857.5,0.0,13043.0,14217.0
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,PKG,44364-01-01,1,11857.5,0.0,13043.0,14217.0
FMORT-0693,ARTHRODESIS OF FINGERS/fusion hand,PKG,46300-00-01,day case,11857.5,0.0,13043.0,14217.0
