Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
SURGERY,FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,3,PKG,30512-03-00,44000,39600
SURGERY,FMSUR-3300,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy And Band Removal,3,PKG,30445-00-00,50000,45000
SURGERY,FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,3,PKG,90942-01-00,44000,39600
SURGERY,FMSUR-3298,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy,3,PKG,30445-00-00,44000,39600
SURGERY,FMSUR-3297,Laparoscopic Sleeve Gastrectomy With Cholecystectomy,3,PKG,30511-09-00,35000,31500
SURGERY,FMSUR-3296,Laparoscopic Gastric Banding With Cholecystectomy,3,PKG,30511-13-00,41000,36900
SURGERY,FMSUR-3295,Laparoscopic Sleeve Gastrectomy With Band Removal,3,PKG,30511-09-00,32000,28800
SURGERY,FMSUR-3294,Biliopancreatic Diversion (Bpd) Scopinaro Procedure,2,PKG,30518-00-00,42000,37800
SURGERY,FMSUR-3293,Laparoscopic Sleeve Gastrectomy,2,PKG,30511-09-00,28000,25200
SURGERY,FMSUR-3292,Laparoscopic Gastric Banding,1,PKG,30511-13-00,6612.65,6011.5
SURGERY,FMSUR-3291,Laser Disintegration,1,PKG,99999-99-99,12500,11250
SURGERY,FMSUR-3290,E S W L Both Sides Second Session,DAY CASE,PKG,90957-00-00,3600,3240
SURGERY,FMSUR-3289,E S W L Both Sides First Session,DAY CASE,PKG,90957-00-00,14400,12960
SURGERY,FMSUR-3288,E S W L Third Session,DAY CASE,PKG,90957-00-00,2250,2025
SURGERY,FMSUR-3287,E S W L Second Session,DAY CASE,PKG,90957-00-00,2250,2025
SURGERY,FMSUR-3286,E S W L First Session,DAY CASE,PKG,90957-00-00,9250,8325
SURGERY,FMSUR-3285,Diagnostic Laparascopy + Canalization Of Tube,1,PKG,30390-00-00,11000,9900
SURGERY,FMSUR-3284,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Bilateral),1,PKG,90433-00-02,17400,15660
SURGERY,FMSUR-3283,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Unilateral),1,PKG,90434-00-01,17100,15390
SURGERY,FMSUR-3282,Laparascopic Salpingo-Oophorectomy (Bilateral),1,PKG,35638-03-00,14100,12690
SURGERY,FMSUR-3281,Laparascopic Salpingo-Oophorectomy (Unilateral),1,PKG,35638-02-00,11100,9990
SURGERY,FMSUR-3280,Laparascopic Checking Of Tubal Patency,1,PKG,35703-00-00,9000,8100
SURGERY,FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-Ostia Of Fallopian Tube,1,PKG,35638-04-00,17400,15660
SURGERY,FMSUR-3278,Laparascopic Ovarian Drilling + Adhesiolysis,1,PKG,35637-08-02,17820,16038
SURGERY,FMSUR-3277,Laparascopic Ovarian Cystectomy + Adhesiolysis,1,PKG,35638-04-00,17820,16038
SURGERY,FMSUR-3276,Laparascopic Salpingectomy + Removal Of Ectopic Pregnancy,1,PKG,35678-01-00,17820,16038
SURGERY,FMSUR-3275,Laparascopic Removal Of Missed Iucd,1,PKG,35506-02-00,11100,9990
SURGERY,FMSUR-3274,Laparascopic Ovarian Drilling (Bilateral),1,PKG,35637-08-02,4628.25,4207.5
SURGERY,FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),1,PKG,35637-08-01,4628.25,4207.5
SURGERY,FMSUR-3272,Laparoscopic Orchiectomy Of Intra-Abdomenal Or Intra Canalicular Testis,1,PKG,30641-00-00,35000,31500
SURGERY,FMSUR-3271,Laparoscopic Operating Fowler – Stephens (2Nd Stage),1,PKG,37604-09-00,12000,10800
SURGERY,FMSUR-3270,Laparoscopic Operating Fowler – Stephens (1St Stage),1,PKG,37604-09-00,12500,11250
SURGERY,FMSUR-3269,Laparoscopic Orchiopexy Or Ordiopexy,1,PKG,37604-10-00,12000,10800
SURGERY,FMSUR-3268,Laparascopic Adrenalectomy,1,PKG,36500-01-00,7658.09,6961.9
SURGERY,FMSUR-3267,Sils Varicocelectomy,1,PKG,32508-00-01,11000,9900
SURGERY,FMSUR-3266,Sils Tapp (Hernioplasty),2,PKG,30403-01-00,20000,18000
SURGERY,FMSUR-3265,Sils Cholecystectomy,2,PKG,43900-00-00,18000,16200
SURGERY,FMSUR-3264,Sils Appendectomy,2,PKG,30571-00-00,12000,10800
SURGERY,FMSUR-3263,Laparascopic Orchidectomy (Unilateral),1,PKG,30641-00-00,18900,17010
SURGERY,FMSUR-3262,Laparascopic Resction Of Diverticulam,1,PKG,32030-01-00,21000,18900
SURGERY,FMSUR-3261,Laparascopic Resection And Anastomosis,2,PKG,30515-04-00,21000,18900
SURGERY,FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,1,PKG,30075-00-00,18250,16425
SURGERY,FMSUR-3258,Laparascopic Nissen Fundoplication,1,PKG,30527-00-00,22000,19800
SURGERY,FMSUR-3257,Laprascopic Hiatus Hernia,2,PKG,30601-01-00,31200,28080
SURGERY,FMSUR-3256,Laparascopic End Colostomy,2,PKG,30515-01-00,15000,13500
SURGERY,FMSUR-3255,Laparascopic Subfascial Endoscopic Perforated Stapling,2,PKG,32507-01-01,13200,11880
SURGERY,FMSUR-3254,Laparascopic Splenectomy,2,PKG,31470-00-00,7477.8,6798
SURGERY,FMSUR-3253,Laparascopic Tubal Ligation On Cauterization Bilateral,1,PKG,35688-00-00,9900,8910
SURGERY,FMSUR-3252,Laprascopic Divisions Of Adhesions,1,PKG,30378-00-00,27000,24300
SURGERY,FMSUR-3251,Laparascopic Assisted Extended Hemicolectomy,2,PKG,32005-01-00,33100,29790
SURGERY,FMSUR-3250,Laparascopic Cbd Exploration + Laparascopy Cholecystectomy,2,PKG,30449-00-00,23100,20790
SURGERY,FMSUR-3249,Laparascopic Repair Of Epigastric Hernia Bilateral,1,PKG,30617-01-00,21900,19710
SURGERY,FMSUR-3248,Laparascopic Repair Of Epigastric Hernia,2,PKG,30617-01-00,15000,13500
SURGERY,FMSUR-3247,Laparascopic Hernia + Mesh,1,PKG,30393-00-00,21000,18900
SURGERY,FMSUR-3245,Laparascopiic Gastric By Pass,2,PKG,30512-03-00,6612.65,6011.5
SURGERY,FMSUR-3244,Laparascopic Coagulation Of Endometriosis,1,PKG,35637-02-00,17400,15660
SURGERY,FMSUR-3243,Laparascopic Laser Myolisis,1,PKG,35649-01-00,18300,16470
SURGERY,FMSUR-3242,Laparascopic Hysterectomy,2,PKG,35753-02-00,18900,17010
SURGERY,FMSUR-3241,Laprascopic Repair Of Perfurated Duodenal Ulcer,2,PKG,30509-00-00,24900,22410
SURGERY,FMSUR-3240,Laparascopic Repair Of Incisional Hernia,1,PKG,30403-00-00,5366.35,4878.5
SURGERY,FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,1,PKG,30617-00-00,24900,22410
SURGERY,FMSUR-3238,Laprascopic Repair Of Ventral Hernia,1,PKG,30403-01-00,4595.58,4177.8
SURGERY,FMSUR-3237,Laparascopic Varicocelectomy,1,PKG,30635-00-01,11100,9990
SURGERY,FMSUR-3236,Laparascopic Ovarian Cystectomy,1,PKG,35638-04-00,2779.37,2526.7
SURGERY,FMSUR-3235,Laparascopic Hernia Repair Bilateral,2,PKG,30405-03-00,27150,24435
SURGERY,FMSUR-3234,Laparascopic Hernia,1,PKG,30609-00-00,18900,17010
SURGERY,FMSUR-3233,Laparascopic Tubal Ligation On Cauterization,1,PKG,35688-00-00,8700,7830
SURGERY,FMSUR-3232,Laparascopic Ectopic Pregnancy,1,PKG,35677-00-00,17400,15660
SURGERY,FMSUR-3231,Laparascopic Cholecystectomy,2,PKG,30445-00-00,15000,
SURGERY,FMSUR-3230,Laparascopic Appendectomy,1,PKG,30572-00-00,10000,
SURGERY,FMSUR-3229,Laparascopy (Diagnostic) + Biopsy,1,PKG,30390-00-00,8651.5,7865
SURGERY,FMSUR-3228,Laparascopy (Diagnostic),1,PKG,30390-00-00,8651.5,7865
SURGERY,FMSUR-3227,Thoracoscopy,1,PKG,38436-00-00,9255.289999999999,8413.9
SURGERY,FMSUR-3226,Polysomnography (Overnight Diagnostic Test And Multiple Sleep Latency Test),1,PKG,12203-00-00,7000,6300
SURGERY,FMSUR-3225,Polysomnography (Titration Test Only By Cpap Or Bipap),1,PKG,12203-00-00,6500,5850
SURGERY,FMSUR-3224,Polysomnography (Diagnostic And Titration By Cpap Or Bipap) Split Night,1,PKG,12203-00-00,6000,5400
SURGERY,FMSUR3224,Colonoscopy; W/ Hemostatic Treatment By Clipping (Implant Not Included),1,PKG,90335-01-00,6000,5400
SURGERY,FMSUR-3223,Polysomnography (Overnight Diagnostic Test Only),1,PKG,12203-00-00,5000,4500
SURGERY,FMSUR3223,Colonoscopy; W/ Hemostatic Treatment (Injection/Electrocoagulation/Argon Plasma Coagulation),1,PKG,90335-01-00,6000,5400
SURGERY,FMSUR-3222,Pleural Biopsy (Abram’S Needle) Without Histopathology Test,DAY CASE,PKG,38418-01-01,2000,1800
SURGERY,FMSUR3222,Colonoscopy; W/ Metalic Stent Placement (Implant Not Included),1,PKG,32023-00-00,7000,6300
SURGERY,FMSUR-3221,Bronchoscopy With Transbronchial Needle Aspirate Of Peripheral Pulmonary Masses Guided By Floroscopy,1,PKG,41898-04-01,10000,9000
SURGERY,FMSUR3221,Colonoscopy; W/ Stricture Dilatation ,1,PKG,32094-00-00,500,450
SURGERY,FMSUR-3220,"Bronchoscopy With Conventional (Blind) Transbronchial Needle Aspiration (C-Tbna) Of Mediastinal Lymph Nodes, Hilar Lymph Nodes, And Tumors Around The Airways",1,PKG,41898-04-01,15000,13500
SURGERY,FMSUR3220,Colonoscopy; W/ Mucosal Resection (Emr),1,PKG,90297-01-00,5500,4950
SURGERY,FMSUR-3219,Therapeutic Bronchoscopy,1,PKG,41889-05-01,8000,7200
SURGERY,FMSUR3219,"Colonoscopy, W/ Polypectomy",1,PKG,32093-00-00,5500,4950
SURGERY,FMSUR-3218,Bronchoscopy With Transbronchial Lung Biopsy Under Fluoroscopy Without Histopathology Test,1,PKG,41898-04-01,8000,7200
Internal Medicine,FMSUR3218,Colonscopy With Biopsy ,1,PKG,32084-01-00,5500,4950
SURGERY,FMSUR-3217,Bronchoscopy With Bronchoalveolar Lavage And Brush,1,PKG,41898-02-01,6000,5400
SURGERY,FMSUR3217,"Colonoscopy, Diagnostic W/O Biopsy ",1,PKG,32084-00-00,5500,4950
SURGERY,FMSUR-3216,Bronchoscopy With Bronchial Biopsy – Excluded The Histopathology Test,1,PKG,41898-04-01,5500,4950
SURGERY,FMSUR-3215,Pilonidal Sinsus Excision With Closure,2,PKG,30676-01-00,8000,7200
SURGERY,FMSUR-3214,Rectal Mucosectomy For Rectal Prolapse,1,PKG,32111-00-00,15000,13500
SURGERY,FMSUR-3213,Repair Of Anal Sphenecter Stenosis With Flap,2,PKG,32126-00-00,15000,13500
SURGERY,FMSUR-3212,Anal Sphencter Repair For Fecal Incontinence,2,PKG,32126-00-00,15000,13500
SURGERY,FMSUR-3211,Laparascopic Abdominal Exploration,1,PKG,30390-00-00,10000,9000
SURGERY,FMSUR-3210,Flap Closure Of Positerior Anal Fissure,1,PKG,90315-01-00,7000,6300
SURGERY,FMSUR-3209,Left Lateral Anal Sphincterotomy,1,PKG,90338-00-00,797.39,724.9
SURGERY,FMSUR-3208,Hemorrhoidectomy,1,PKG,32138-01-00,1854.9299999999998,1686.3
SURGERY,FMSUR-3207,Anal Fistulotomy (Complex),1,PKG,32159-02-00,10000,9000
SURGERY,FMSUR-3206,Simple Anal Fistulotomy,1,PKG,90338-00-00,7000,6300
SURGERY,FMSUR-3205,Incision Of Perianal Abscess (Complicated & High),1,PKG,32174-01-00,7000,6300
SURGERY,FMSUR-3204,Incision Of Perianal Abscess (Low) Simple,DAY CASE,PKG,32174-01-00,6853,6167.7
SURGERY,FMSUR-3203,Repair Of Parastomal Hernia(Open),1,PKG,30563-02-00,15000,13500
SURGERY,FMSUR-3202,Ligation Of Hemorrhoid,DAY CASE,PKG,32135-00-00,2000,1800
SURGERY,FMSUR-3201,Excision Of Thrombotic Hemorrhoid,1,PKG,32138-00-00,4750,4275
SURGERY,FMSUR-3200,Closure Of Large Intestinal,2,PKG,30562-05-00,15000,13500
SURGERY,FMSUR-3199,Closure Of Small Intestinal Stoma,1,PKG,30562-04-00,10000,9000
SURGERY,FMSUR-3198,Colovaginal Fistula Repair,2,PKG,35596-00-00,25000,22500
SURGERY,FMSUR-3197,Laparascopic Proctopexy With Resection,2,PKG,32075-01-00,25000,22500
SURGERY,FMSUR-3196,Abdominal Proctopexy With Resection,1,PKG,30075-14-00,20000,18000
SURGERY,FMSUR-3195,Laparascopic Proctopexy Without Resection,1,PKG,30390-00-00,20000,18000
SURGERY,FMSUR-3194,Abdominal Proctopexy Without Resection,1,PKG,32117-00-00,15000,13500
SURGERY,FMSUR-3193,Laparascopic Ileostomy,2,PKG,30375-01-00,15000,13500
SURGERY,FMSUR-3192,Ileostomy,1,PKG,30375-01-00,3472.7,3157
SURGERY,FMSUR-3191,Laparascopic Colostomy,2,PKG,30375-04-00,15000,13500
SURGERY,FMSUR-3190,Colostomy,2,PKG,30375-04-00,3472.7,3157
SURGERY,FMSUR-3189,Laparascopic Small To Small Intestinal Anastomosis,1,PKG,30515-04-00,20000,18000
SURGERY,FMSUR-3188,Small To Small Intestinal Anastomosis,2,PKG,30515-03-00,15000,13500
SURGERY,FMSUR-3187,Procto Colectomy & Ileal Pouch Anal Anastomosis,3,PKG,32051-00-00,50000,45000
SURGERY,FMSUR-3186,Total Colon Resection,3,PKG,32012-00-00,45000,40500
SURGERY,FMSUR-3185,Laparascopic Sigmoid Colon Resection,2,PKG,32003-02-00,33000,29700
SURGERY,FMSUR-3184,Sigmoid Colon Resection,2,PKG,32003-00-00,20000,18000
SURGERY,FMSUR-3183,Laparascopic Left Hemi Colectomy,2,PKG,32006-02-00,33000,29700
SURGERY,FMSUR-3182,Left Hemi Colectomy,2,PKG,32006-00-00,25000,22500
SURGERY,FMSUR-3181,Resection Of Transverse Colon,2,PKG,32012-00-00,6123.81,5567.1
SURGERY,FMSUR-3180,Laparascopic Right Hemi Colectomy,2,PKG,32003-03-00,33000,29700
SURGERY,FMSUR-3179,Right Hemi Colectomy,2,PKG,32003-01-00,20000,18000
SURGERY,FMSUR-3178,Laparascopic Ileo Cecal Resection,2,PKG,30515-04-00,25000,22500
SURGERY,FMSUR-3177,Ileo Cecal Resection,2,PKG,30515-03-00,20000,18000
SURGERY,FMSUR-3176,Laparascopic Mulitple Segmental Resection Of Small Intestine,3,PKG,30566-00-00,6123.81,5567.1
SURGERY,FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,2,PKG,30566-00-00,20000,18000
SURGERY,FMSUR-3174,Anterior Resection Of The Rectum With / Wout Temporary Stoma,3,PKG,92208-00-00,47500,42750
SURGERY,FMSUR-3173,Abdominoperineal Resection Of The Rectum,3,PKG,32039-00-00,45000,40500
SURGERY,FMSUR-3172,Anterior Resection Of Rectum,3,PKG,99999-99-99,57000,51300
SURGERY,FMSUR-3171,Intragastric Ballon Deflats Services,DAY CASE,PKG,90950-02-00,3000,2700
SURGERY,FMSUR-3170,Intragastric Balloon,1,PKG,90950-02-00,18000,16200
General Surgery,FMSUR3170,Per Cutaneous Endoscopic Gastrostomy W/ Tube Placement (Peg),1,PKG,30481-00-00,8000,7200
SURGERY,FMSUR-3169,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Biilateral)",1,PKG,32508-00-02,21000,18900
Internal Medicine,FMSUR3169,Egd/Upper Gi Endoscopy; W/ Hemostatic Treatment By Clipping (Implant Not Included),1,PKG,90335-01-00,7000,6300
SURGERY,FMSUR-3168,Pilonidal Sinus And Reconstruction Flap,1,PKG,30676-01-00,14400,12960
Internal Medicine,FMSUR3168,Egd/Upper Gi Endoscopy; W/ Hemostatic Treatment (Injection / Electrocoagulation /Argon Plasma Coagulation),1,PKG,90335-01-00,8500,7650
SURGERY,FMSUR-3167,Left Hemicolectomy,2,PKG,32006-00-00,17303,15730
General Surgery,FMSUR3167,Egd/Upper Gi Endoscopy; W/ Gastric Balloon Placement  (Implant Not Included),1,PKG,41832-00-00,7500,6750
SURGERY,FMSUR-3166,Right Hemicolectomy,2,PKG,32003-01-00,17303,15730
General Surgery,FMSUR3166,Egd/Upper Gi Endoscopy; W/Closure Of Perforation,1,PKG,30532-05-00,10000,9000
SURGERY,FMSUR-3165,Lichtenstein Repair (Hernoplasty + Mesh),1,PKG,30405-04-00,14400,12960
Internal Medicine,FMSUR3165,Egd/Upper Gi Endoscopy; Dilatation For Achalasia ,1,PKG,30475-01-00,7000,6300
SURGERY,FMSUR-3164,Hiatus Hernia Surgical,2,PKG,30601-00-00,18000,16200
General Surgery,FMSUR3164,Egd/Upper Gi Endoscopy; Esophagus/Duodenum Stent Placement.  (Implant Not Included),1,PKG,30491-00-00,7000,6300
SURGERY,FMSUR-3163,Embolectomy,1,PKG,33806-10-01,21600,19440
Internal Medicine,FMSUR3163,"Egd/Upper Gi Endoscopy; Esophagus, Duodenum. Stricture  Dilatation By Balloon ",1,PKG,41832-00-00,7000,6300
SURGERY,FMSUR-3162,Parotidectomy,2,PKG,30247-00-00,12245.2,11132
SURGERY,FMSUR-3161,Total Pelvic Exacentration,3,PKG,90450-02-00,26620,24200
SURGERY,FMSUR-3160,Total/Partial Pancreatectomy,3,PKG,30593-00-00,19965,18150
SURGERY,FMSUR-3159,Surgery Of Intestinal Cancer,2,PKG,90959-00-00,23700,21330
SURGERY,FMSUR-3158,Radical Surgery For Oral Malignancy (Cancer Tongue/Lip),2,PKG,30275-00-00,60000,54000
Internal Medicine,FMSUR3158,Egd/Upper Gi Endoscopy; W/ Mucosal Resection,1,PKG,90297-01-00,8000,7200
SURGERY,FMSUR-3157,Branching Anal Fistula And High Anal Fistula,2,PKG,32162-00-00,9450,8505
SURGERY,FMSUR-3156,Strangulated Hernia W/O Resection Anastomosis,2,PKG,30615-00-00,15150,13635
General Surgery,FMSUR3156,"Egd/Upper Gi Endoscopy; W/Biopsy, Single/Multiple",1,PKG,30473-01-00,5500,4950
SURGERY,FMSUR-3155,Thyroidectomy (Total),2,PKG,30296-01-00,13310,12100
General Surgery,FMSUR3155,Egd/Upper Gi Endoscopy; Diagnostic W/O Biopsy,1,PKG,30473-05-00,5000,4500
SURGERY,FMSUR-3154,Strangulated Hernia + Resection Anastomosis Bowel,2,PKG,30615-00-00,17400,15660
SURGERY,FMSUR-3153,Bilateral Hernia Repair,2,PKG,30405-03-00,4595.58,4177.8
SURGERY,FMSUR-3152,Unilateral Hernia Repair,1,PKG,30405-03-00,7500,6750
SURGERY,FMSUR-3151,Peg Tube Insertion Or Exchange,1,PKG,30481-00-00,12000,10800
SURGERY,FMSUR-3150,Therapeutic Ercp + Lithotripsy With Stent,1,PKG,30484-00-00,10000,9000
SURGERY,FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,1,PKG,30484-00-00,9500,8550
SURGERY,FMSUR-3148,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Unilateral)",1,PKG,32508-00-01,28886,25997.4
SURGERY,FMSUR-3147,Creation Of A.V. Fistula,1,PKG,34512-00-00,5720,5200
SURGERY,FMSUR-3146,Lapartomy With/Without Procedure,2,PKG,30373-00-00,14000,12600
SURGERY,FMSUR-3145,Enucleation Of Thyroid Cyst,1,PKG,30310-00-00,14000,12600
SURGERY,FMSUR-3144,Radical Mastectomy With Removal Of Nodes,2,PKG,31518-00-00,12000,10800
SURGERY,FMSUR-3143,Splenectomy,2,PKG,30597-00-00,4525.4,4114
SURGERY,FMSUR-3142,Liver Abscess/Operative Drainage,2,PKG,30431-00-00,14000,12600
SURGERY,FMSUR-3141,Excision Of Hepatic Cyst,2,PKG,30414-00-00,11579.7,10527
SURGERY,FMSUR-3140,Cholecystectomy And Operation Of Billiary Passages,2,PKG,30454-01-00,18000,16200
SURGERY,FMSUR-3139,Congenital Pyloric Stenosis,1,PKG,43930-00-00,7320.5,6655
SURGERY,FMSUR-3138,Congenital Intestinal Stricture,2,PKG,99999-99-99,14000,12600
SURGERY,FMSUR-3137,Faecal Fistula,2,PKG,30382-02-00,14000,12600
SURGERY,FMSUR-3136,Repair Of The Bowel,2,PKG,43816-02-00,14000,12600
SURGERY,FMSUR-3135,Partial Gastrectomy,2,PKG,30518-01-00,14000,12600
SURGERY,FMSUR-3134,Intestinal Volvulous,2,PKG,30375-18-00,14000,12600
SURGERY,FMSUR-3133,Acute Peritonitis/Laparotomy,2,PKG,30373-00-00,15000,13500
SURGERY,FMSUR-3132,Vagotomy With/Without Gastroenterostomy,1,PKG,30496-02-00,14000,12600
SURGERY,FMSUR-3131,Repair Of Gastric / Intestinal Perforation,2,PKG,30560-00-00,14000,12600
SURGERY,FMSUR-3130,Bowel Anastomosis Resection,2,PKG,30566-00-00,16500,14850
SURGERY,FMSUR-3129,Diaphragmatic,1,PKG,43837-02-00,15000,13500
SURGERY,FMSUR-3128,Partial Thyroidectomy (Sub-Total),2,PKG,30310-00-00,5057.8,4598
SURGERY,FMSUR-3127,Recurrent Hernia,2,PKG,30614-02-00,14000,12600
SURGERY,FMSUR-3126,Complete Rectal Prolapse,1,PKG,32111-00-00,15500,13950
SURGERY,FMSUR-3125,Cholecystectomy,2,PKG,43900-00-00,4377.780000000001,3979.8
SURGERY,FMSUR-3124,Correction Of Buried Penis Or Concealed Penis,1,PKG,90405-01-00,30000,27000
SURGERY,FMSUR-3123,Pediatric Endoscopy,1,PKG,30511-07-00,7000,6300
SURGERY,FMSUR-3122,Pediatric Colonoscopy,1,PKG,32090-00-00,8000,7200
SURGERY,FMSUR-3121,Therapeutic Ercp,1,PKG,30484-00-00,4791.6,4356
SURGERY,FMSUR-3120,Diagonstic Ercp,1,PKG,30484-00-00,3993,3630
SURGERY,FMSUR-3119,Haemorrhoidectomy By Stappler,1,PKG,32138-02-00,10200,9180
SURGERY,FMSUR-3118,Removal Of Foreign Body Under G.A.,1,PKG,30061-00-00,5700,5130
SURGERY,FMSUR-3117,Epigastric Hernia Repair,1,PKG,30617-01-00,1534.28,1394.8
SURGERY,FMSUR-3116,Excision Of Big Or Multiple Lipoma Under G.A. + Histopathology,1,PKG,99999-99-99,6450,5805
SURGERY,FMSUR-3115,Excision Of Big Or Multiple Lipoma Under G.A.,1,PKG,99999-99-99,3327.5,3025
SURGERY,FMSUR-3114,Endoscopic Sphincterotomy & Drain Insertion,1,PKG,30485-00-00,7950,7155
SURGERY,FMSUR-3113,Endoscopic Sphincterotomy & Stone Crushing,1,PKG,30485-01-00,9900,8910
SURGERY,FMSUR-3112,Endoscopic Sphincterotomy & Stone Extraction,1,PKG,30485-00-00,7950,7155
SURGERY,FMSUR-3111,Endoscopic Sphincterotomy,1,PKG,30485-00-00,2484.13,2258.3
SURGERY,FMSUR-3110,Closure Of Colostomy With Anastomosis,2,PKG,30562-03-00,9450,8505
SURGERY,FMSUR-3109,Mastectomy In Males With Histopathology,1,PKG,31518-00-00,10000,9000
SURGERY,FMSUR-3108,Partial Mastectomy With Histopathology,2,PKG,31500-00-01,20000,18000
SURGERY,FMSUR-3107,Varicose Veins Stripping (Bilateral),1,PKG,32508-00-02,12900,11610
SURGERY,FMSUR-3106,Varicose Veins Stripping (Unilateral),1,PKG,32508-00-01,9450,8505
SURGERY,FMSUR-3105,Small Incisional Hernia Withor W/O Hernioplasty,1,PKG,30403-00-00,8700,7830
SURGERY,FMSUR-3104,Amputation In Case Of Limbs Gangrene,2,PKG,44367-02-00,13200,11880
SURGERY,FMSUR-3103,"Gastrostomy, Colostomy (Without Consumables)",2,PKG,30515-00-00,12150,10935
SURGERY,FMSUR-3102,Spermatocele,1,PKG,37604-00-00,8400,7560
SURGERY,FMSUR-3101,Post Haemorrhoidectomy Stricture Anus,1,PKG,32153-00-00,9000,8100
SURGERY,FMSUR-3100,Pilonidal Sinus,1,PKG,30676-01-00,4840,4400
SURGERY,FMSUR-3099,Excision Of Submandibular Gland,1,PKG,30256-00-00,10000,9000
SURGERY,FMSUR-3098,Thyroglossal Cyst Of Fistula,1,PKG,90559-00-00,12150,10935
SURGERY,FMSUR-3097,Appendectomy,1,PKG,30571-00-00,2914.8900000000003,2649.9
SURGERY,FMSUR-3096,Orchidectomy,1,PKG,30641-00-00,2914.8900000000003,2649.9
SURGERY,FMSUR-3095,Undescended Testis Within The Inguinal Canal,1,PKG,37604-10-00,12900,11610
SURGERY,FMSUR-3094,"Inguinal, Umbilical Or Femoral Hernia",1,PKG,30614-02-00,8700,7830
SURGERY,FMSUR-3093,Hydrocele,1,PKG,30631-00-01,7950,7155
SURGERY,FMSUR-3092,Varicoceles,1,PKG,30635-00-01,2761.22,2510.2
SURGERY,FMSUR-3091,Simple Low Anal Fistula,1,PKG,90315-01-00,1753.2900000000002,1593.9
SURGERY,FMSUR-3090,Anal Fissurectomy,1,PKG,90315-01-00,9519.22125,8567.299125000001
SURGERY,FMSUR-3089,Haemorrhoidectomy,1,PKG,32138-01-00,1854.9299999999998,1686.3
SURGERY,FMSUR-3088,Single Balloon Enteroscopy,1,PKG,30473-05-00,4500,4050
SURGERY,FMSUR-3087,Division Of Tongue Tie Under L.A.,DAY CASE,PKG,30278-02-00,3000,2700
SURGERY,FMSUR-3086,Thoracentesis,DAY CASE,PKG,38800-00-00,2087.25,1897.5
SURGERY,FMSUR-3085,Release Of Tongue Tie Under G.A.,1,PKG,30278-00-00,398.09,361.9
SURGERY,FMSUR-3084,Removal Of Foreign Body Under L.A.,DAY CASE,PKG,92201-00-00,3300,2970
SURGERY,FMSUR-3083,Excision Of Breast Lump Under G.A.,1,PKG,31500-00-01,4455,4009.5
SURGERY,FMSUR-3082,Dermoid Cyst Excision,1,PKG,31205-00-10,335.16999999999996,304.7
SURGERY,FMSUR-3081,Excision Of Simple Or Small Lipoma Under G.A.,1,PKG,31350-00-01,3480,3132
SURGERY,FMSUR-3080,Excision Of Simple Cyst Or Lipoma Under G.A. + Histopathology,1,PKG,31350-00-01,4650,4185
SURGERY,FMSUR-3079,Excision Of Simple Or Small Lipoma Under L.A.,DAY CASE,PKG,31205-00-10,2160,1944
SURGERY,FMSUR-3078,Suturing Large Wound Under G.A.,DAY CASE,PKG,30026-00-30,4200,3780
SURGERY,FMSUR-3077,I & D Large Or Deep Absess Under G.A.,DAY CASE,PKG,30223-01-00,4200,3780
SURGERY,FMSUR-3076,Ingrowing Toe Nail Under G.A.,DAY CASE,PKG,47916-00-01,4200,3780
SURGERY,FMSUR-3075,Irradiation ,DAY CASE,PKG,30653-00-40,1800,1620
SURGERY,FMSUR-3074,Circumcision (Adult) Under Ga,1,PKG,30653-00-00,3450,3105
SURGERY,FMSUR-3073,Percutaneous Liver Biopsy With Us,DAY CASE,PKG,30409-00-00,3450,3105
SURGERY,FMSUR-3072,Endoscopic Polypectomy,1,PKG,30478-13-00,699.38,635.8
SURGERY,FMSUR-3071,Sclerotherapy Oesophageal,DAY CASE,PKG,30476-04-00,4200,3780
SURGERY,FMSUR-3070,Excision Of Simple Tumours Or Chronic Breas Abscess,1,PKG,31500-00-01,4380,3942
SURGERY,FMSUR-3069,Low Imperforated Anus,2,PKG,32123-00-00,7200,6480
SURGERY,FMSUR-3068,Anal Dilatation (Under G.A.),1,PKG,32153-00-00,335.16999999999996,304.7
SURGERY,FMSUR-3067,Perianl Abscess (Under G.A.),1,PKG,32174-01-00,335.16999999999996,304.7
