S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
1472.0,MS-P-004060,PLATE STRAIGHT 8 HOLES #FST307M12A OSTEONIC  # FST307M12A,2888.0,61573,,
2356.0,MS-S-008564,SUTURE ANCHOR 4.75MM KNOTLESS CROSSFT. CODMAN # CFK-475S,2888.0,45062,,
1182.0,MS-P-000677,PIN GUIDE PCL LINVATEC #C8729,2885.0,47831,,
1303.0,MS-P-002602,PUSH LOCK 4.5x28MM ARTHREX #AR-1922PSM,2855.0,47554,,
2410.0,MS-S-008722,SUTURE ANCHOR PEEK PUSHLOCK 2.9X15.5MM  . ARTHREX # AR-1923PS,2855.0,65038,,
2092.0,MS-S-005445,SUTURE ANCHOR 15.5MMx2.9 BIOCMPOSITE PUSHLOCK ARTHREX #AR-1923BC,2849.0,45062,,
2492.0,MS-S-008994,SCREW POLAXIAL FENSTRED 6X35MM. JOH. & JOH. # 1797-26-635,2849.0,46651,,
1831.0,MS-S-003713,SCREW VERTEX 3.5X12MM MEDTRONIC #6958712,2830.0,32859,56642.0,
1834.0,MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,2830.0,46651,,
2162.0,MS-S-005793,"SCREW CERVICAL MULTI AXIAL 3.5MMX16MM,VERTEX SOFAMOR DANEK #6958716",2830.0,46651,,
2698.0,MS-S-009591,"SCREW MULTI AXIAL CANCELLOUS BONE, VERTEX SOFAMOR DANEK 3.5X16MM MEDTRONIC # 6958716",2830.0,46651,,
374.0,MS-C-003723,CARTRIDGE TRI 2.0 SIGC60MT 60 MED THK PURPLE. MEDTRONIC # SIGC60MT,2792.0,45771,,
2138.0,MS-S-005564,SESSION CRRT TREATMENT. (MULTIFILTRET KIT4 EACH 1 +  FILTRATE BAG 10 LTRS EACH 1 +  MULTIBIC SOLUTIO,2792.0,47084,,
2411.0,MS-S-008736,"SCREW CANCELLOUS 3.5MM ,L 16MM SYNAPSE. SYNTHES # 04.615.016",2789.0,56642,,
1266.0,MS-P-002505,PUSH LOCK 4.5x24MM ARTHREX #AR-1922PS,2772.0,47554,,
324.0,MS-C-003450,CAGE THORACIC & LUMBAR 23X9X7. IRENE # P06050723,2766.0,60762,,
325.0,MS-C-003451,CAGE THORACIC & LUMBAR 27X9X7. IRENE # P06050727,2766.0,60762,,
326.0,MS-C-003452,CAGE THORACIC & LUMBAR 23X9X8. IRENE # P06050823,2766.0,60762,,
327.0,MS-C-003453,CAGE THORACIC & LUMBAR 27X9X8. IRENE # P06050827,2766.0,60762,,
328.0,MS-C-003454,CAGE THORACIC & LUMBAR 27X9X9. IRENE # P06050927,2766.0,60762,,
329.0,MS-C-003455,CAGE THORACIC & LUMBAR 27X9X10. IRENE # P06051027,2766.0,60762,,
330.0,MS-C-003456,CAGE THORACIC & LUMBAR 27X9X11. IRENE # P06051127,2766.0,61230,61958.0,
292.0,MS-C-002035,CAGE THORACIC & LUMBAR 23 X 9 X 9 IRENE # P06050923,2765.0,61230,61958.0,
293.0,MS-C-002036,CAGE THORACIC & LUMBAR 23 X 9 X 11 IRENE # P06051123,2765.0,61230,61958.0,
294.0,MS-C-002037,CAGE THORACIC & LUMBAR 23 X 9 X 10 IRENE # P06051023,2765.0,58336,,
2142.0,MS-S-005592,SUTURE ANCHOR 3.0MM X 12.7MM KNOTLESS (BIOCOMPOSITE MATERIAL) ARTHREX# AR-1938BC,2717.0,45062,,
669.0,MS-H-000337,HOOK LAMINAR 4.5MM MEDTRONIC # 7756073,2715.0,33542,,
201.0,MS-C-000275,CATHETER EXPORT ASPIRATION 6FR,2707.0,37232,,
6.0,MS-A-000460,ADVANTAGE GLIDEWIRE DIFFERENT SIZES TERUMO # RA*FA14301CM,2695.0,46165,,
270.0,MS-C-001643,CANNULA ARTERIAL FEMORAL 21FR MEDTRONIC#96570-021,2695.0,64001,,
322.0,MS-C-003424,"CDH LEGACY 5.5X45 MM MAS, TI MEDTRONIC # 75445545",2695.0,46651,,
466.0,MS-D-000996,DESTINATION GUIDING SHE H DIFFERENT SIZES TERUMO # GS*F5ST1C45,2695.0,15943,,
637.0,MS-G-000745,GEL BARRIER ANTI ADHESION OXIPLEX 3ML. FZIOMED # FBC-09006,2695.0,41550,,
875.0,MS-N-000439,NEEDLE CURVED MENISCAL REPAIR DEVICE LINVATEC #MR004C,2695.0,47442,,
1350.0,MS-P-003294,PLATE 6 HOLE MATRIX OSTEONIC#A1H.06060,2695.0,61689,,
1787.0,MS-S-002613,SCREW CDH REDUCTION 6.5 X 45MM SOFAMOR #75496545,2695.0,44896,,
1896.0,MS-S-004666,SCREW LEGACY CDH 4.5X30MM DANEK # 75444530,2695.0,56642,,
1929.0,MS-S-004808,SUTURE ENDO GIA 45MM  ARTICULATING X-TRA THICK.RELOAD COVIDIEN #EGIA45AXT,2695.0,45025,,
2058.0,MS-S-005100,"STONE EXTRACTOR DORMIA 4WIRES,1.5FR 120CM  COLOPLAST # EXN934",2695.0,35808,,
2225.0,MS-S-005909,SUTURE ANCHOR W/ 2 HI-FI  SIZE 5.5 MM CONMED # CFBC-5502,2695.0,45062,,
2228.0,MS-S-007869,SUTURE TIGHTROPE WITH BTB SYSTEM . ARTHREX # AR-1588BTB,2695.0,65038,,
2454.0,MS-S-008834,SCREW LEGACY 5.0X40MM  MAS TI . MEDTRONIC # 75445040,2695.0,46651,,
2573.0,MS-S-009292,SCREW 5.0X35CM CDH LEGACY MAS. MEDTRONIC # 75445035,2695.0,46651,,
2688.0,MS-S-009568,SCREW CDH LEGACY 6.5X35MM MAS SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 75446535,2695.0,56642,,
2716.0,MS-S-009641,SCREW 5.5X45 85MM MAS CDHL MAS TITANUIM SOFAMOR-DANEK. MEDTRONIC # 75448545,2695.0,46651,,
2717.0,MS-S-009642,SCREW 7.5X50MM MAS TITANIUM CDH LEGACY SOFAMOR-DANEK. MEDTRONIC # 75447550,2695.0,56642,,
2797.0,MS-S-010326,"SCREW LEGACY CDH 7.5X40MM MAS,TITANIUM SOFAMOR DANEK. MEDTRONIC # 75447540",2695.0,37272,,
880.0,MS-N-000527,NAIL TIBIA TITANIUM 10 X 375MM TWX SANATMETAL #SAN-297210375,2660.0,38152,,
257.0,MS-C-001210,CUSTOM PACK PEDIATRIC ARTERIAL ¼ X 3/8 VENOUS,2647.0,44772,,
130.0,MS-B-001617,BALL 32 + 1GR ARTICUL/EZE JOH. & JOH. # 1365-21-000,2640.0,33175,,
668.0,MS-H-000334,HEAD FEMORAL 28MM +12 TAPER J&J # 1365-14-000,2640.0,33175,,
1822.0,MS-S-003512,SUTURE PROGLIDE PREICLOSE DEVISE,2638.0,13895,,
527.0,MS-E-000507,ECHELON FLEX. POWERED PLUS HANDLE 60MM ETHICON # PSEE60A,2636.0,35884,,
27.0,MS-B-000323,BUR OVAL REDUCED HOOD  4.0MM LINVATEC #H9101RH,2600.0,45553,,
26.0,MS-B-000311,BUTTON XO WITH 25MM CONTINUOUS LOOP LINVATEC #T5025,2599.0,65038,,
660.0,MS-H-000219,HOOK LAMINAR SMALL 6.0MM LEFT MEDTRONIC #7756074,2599.0,61325,,
662.0,MS-H-000263,HOOK LAMINAR SMALL 6.0MM OFFSET RIGHT MEDTRONIC #7756074R,2599.0,61325,,
1588.0,MS-R-000537,REFILL MEDICAL GAS NITRIC OXIDE + NITROGEN 10LTR CYLINDER,2599.0,58754,,
658.0,MS-H-000197,HEMAPATCH SILVER KNITTED ULTRATHIN SIZE 10X125MM MAQUET #HEK10/150UTS(1),2592.0,35273,,
1171.0,MS-P-000411,PLATE 3.5MM LCP PROXIMAL HUMERUS 6X136 IRINE #A70490613,2588.0,61573,,
1193.0,MS-P-000871,PLATE PROXIMAL HUMERUS 3.5 LCP 7HOLESX110 LENGTH A70490711,2588.0,46536,,
1194.0,MS-P-000872,PLATE PROXIMAL HUMERUS 3.5 LCP 8HOLESX122 LENGTH A70490812,2588.0,61573,,
1202.0,MS-P-000969,PLATE 3.5MM LCP PROXIMAL HUMERUS 5X120 IRINE #A70490512,2588.0,46536,,
2964.0,MS-T-001636,Tissue expander  smooth rectangle  550CC J&J MENTOR USA # JJ06050010,2585.0,45187,,
2965.0,MS-T-001637,Tissue expander  smooth rectangle  700CC  J&J MENTOR USA # JJ06050011,2585.0,59036,,
1510.0,MS-P-004671,PLATE STRAIGHT 2.0MMX7 HOLES  OSTEONIC #OST310M07,2579.0,61573,,
2255.0,MS-S-008294,SUTURE ANCHOR SHORT 2.9X12.5MM HIP PUSH LOCK  BIOCOMPOSITE. ARTHREX # AR-2923BCH,2555.0,45062,,
2557.0,MS-S-009216,SCREW GAMMA 10.5 X 95 JOIN SCREW 105 CHM # 3.5804.095,2528.0,56642,,
2816.0,MS-S-010445,SCREW NAIL TFNA PERFOSATED 95MM SYNTHES #04.038.195S,2527.0,56642,,
1214.0,MS-P-001536,PATCH CAROTID HEMAGARD KNITTED ULTRATHIN SIZE 25X100MM MAQUET #HGK25/100CPUT(1),2526.0,35273,,
1509.0,MS-P-004670,PLATE STRAIGHT 2.0MMX5 HOLES OSTEONIC #OST310M05,2524.0,61573,,
342.0,MS-C-003505,CAGE LUMBAR 8X10X28 . SANYO # 61480828,2520.0,61958,60762.0,
343.0,MS-C-003506,CAGE LUMBAR 8X10X30 . SANYO # 61480830,2520.0,61230,61958.0,
344.0,MS-C-003507,CAGE LUMBAR 10X10X28 . SANYO # 61481028,2520.0,61958,60762.0,
345.0,MS-C-003508,CAGE LUMBAR 10X10X30 . SANYO # 61481030,2520.0,61230,61958.0,
346.0,MS-C-003509,CAGE LUMBAR 12X10X28 . SANYO # 61481228,2520.0,61230,60762.0,
347.0,MS-C-003510,CAGE LUMBAR 12X10X30. SANYO # 61481230,2520.0,61958,,
348.0,MS-C-003511,CAGE LUMBAR 14X10X28 . SANYO # 61481428,2520.0,61230,61958.0,
349.0,MS-C-003512,CAGE LUMBAR 14X10X30 . SANYO # 61481430,2520.0,61230,61958.0,
177.0,MS-B-001794,"BALL HEAD PROSTHESIS ""B""28MM H/N 1,49.5MM . LINK # 128-747",2503.0,33175,,
178.0,MS-B-001795,BOTTLES SUCTION WITH COVER 1800 LTR FOR SUCTION MACHINE. OXYLITRE # ESS200,2503.0,42446,,
735.0,MS-H-000637,"HEAD BALL PROSTHESIS 32MM MEDIUM TAPER ,12/14.LINK #128-832/02",2503.0,33175,,
804.0,MS-K-000145,KIT FOR PLASMA EXCHANGE TPE CRRT MACHINE INFOMED # TU-304-26,2503.0,46997,,
811.0,MS-K-000221,"KNEE S. KII H14MM,MEDIUM,R3,RT LINK # 318-433/14",2503.0,41065,,
812.0,MS-K-000222,"KNEE S. KII H16MM,MEDIUM,R3,RT LINK # 318-433/16",2503.0,41065,,
1334.0,MS-P-002645,PLATES 6 FOOT STRAIGHT LOCKING OSTEONIC # C1A.16520,2503.0,61573,,
1354.0,MS-P-003299,PLATE STRAIGHT 1.5MMX 6 HOLE. OSTEONIC#A2A.10050,2503.0,61573,,
1663.0,MS-R-000813,ROD THREADED SOFAMOR DANEK 3.5X240MM MEDTRONIC # 7755240,2503.0,61325,,
2045.0,MS-S-004975,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 36CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-202,2503.0,64309,,
873.0,MS-N-000307,NAIL LEFT 11X370MM F1 SANATMETAL #254111370,2486.0,56643,,
874.0,MS-N-000320,NAIL RIGHT 11X355MM F1 SANATMETAL #SAN-254211355,2486.0,56643,,
1152.0,MS-N-001636,NAI-FI 10X370MM LEFT SIDE -SANATMETAL #254110370,2486.0,56643,,
2209.0,MS-S-005854,SUTURE ANCHOR MICRO CORKSCREW FT WITH 2-0 FIBERWIRE ARTHREX # AR-1318FT,2486.0,45062,,
2210.0,MS-S-005855,SUTURE ANCHOR MICRO CORKSCREW FT WITH 4-0 FIBERWIRE ARTHREX # AR-1318FT-40,2486.0,45062,,
365.0,MS-C-003677,CUP BIPOLAR 46MMX28 S.STEEL. HIPOKRAT # 166.0500,2475.0,56642,,
366.0,MS-C-003678,CUP BIPOLAR 42MM X 28 S.STEEL. HIPOKRAT # 166.0100,2475.0,56642,,
642.0,MS-H-000039,"HEAD HUMERAL 15°  DIAMETER:40MM,STAINLESS STEEL.",2475.0,48089,,
870.0,MS-N-000220,NAIL FEMORAL RETROGRADE 10X260MM SANATMETAL #SAN-255010260,2436.0,56643,,
871.0,MS-N-000221,NAIL FEMORAL RETROGRADE 10X300MM SANATMETAL #SAN-255010300,2436.0,56643,,
872.0,MS-N-000223,NAIL FEMORAL RETROGRADE 10X380MM SANATMETAL #SAN-255010380,2436.0,56643,,
1381.0,MS-P-003670,"POWER RASP,4.0MM X 13CM. ARTHREX # AR-8400PR",2416.0,35095,,
2139.0,MS-S-005578,SUTURE ANCHOR 3.0MM X 12.7MM KNOTLESS ARTHREX # AR-1938PS,2414.0,45062,,
141.0,MS-B-001680,"BALLON 18""SABER PTA,OPEN ALL SIZES,48002004X#CORDIS CORDIS # 48002004X",2407.0,47732,,
745.0,MS-I-000127,INSERT TIBIAL FIXED BEARING STABILIZED 2.5/8MM XLK SIGMA DEPUY J&J #1581-22-108,2407.0,36027,,
746.0,MS-I-000128,INSERT TIBIAL FIXED BEARING STABILIZED 2.5/10MM XLK SIGMA DEPUY J&J #1581-22-110,2407.0,48068,,
762.0,MS-I-000548,"INSERT TIBIAL FIXED BEARING STABILIZED 2.5/12.5MM,SIGMA #1581-22-112 SIGMA # 1581-22-112",2407.0,48068,,
763.0,MS-I-000549,INSERT TIBIAL FIXED STABILIZED 3/15MM XLK SIGMA DEPUY. JOH. & JOH. # 1581-23-115,2407.0,46585,,
764.0,MS-I-000552,INSERT TIBIA 10MM SZ 3 JOH. & JOH. # 1581-23-110,2407.0,48068,,
768.0,MS-I-000579,INSERT TIBIA 8MM SZ 3- JOH. & JOH. # 1581-23-108,2407.0,46585,,
770.0,MS-I-000584,INSERT TIBIA 12.5MM X 2 JOH. & JOH. # 1581-21-112,2407.0,46585,,
771.0,MS-I-000585,INSERT TIBIA 15MMX2.5 . JOH. & JOH. # 1581-22-115,2407.0,46585,,
772.0,MS-I-000586,INSERT TIBIA 10MM SZ 2. JOH. & JOH. # 1581-21-110,2407.0,46585,,
774.0,MS-I-000595,INSERT TIBIAL FIXED BEARING STABILIZED 3 .12.5MM JOH. & JOH. # 1581-23-112,2407.0,48068,,
785.0,MS-I-000638,"INSERT TIBIAL FIXED BEARING STABILIZED 2.5, 17.5MM. JOH. & JOH. # 1581-22-117",2407.0,46585,,
788.0,MS-I-000646,"INSERT TIBIAL FIXED BEARING STABILIZED 2,15MM P.F.C SIGMA.JOH. & JOH. #1581-21-115",2407.0,46585,,
1352.0,MS-P-003296,PLATE 5 HOLE STRAIGHT TITANIUM OSTEONIC#A2A.10050,2407.0,46649,,
2878.0,MS-T-000645,"TIBIAL INSERT FIXED 4,10MM DEPUY J&J #1581-24-110",2407.0,46585,,
2923.0,MS-T-000966,"TIBIAL INSERT FIXED 2, 8MM BEARING STABILIZED J&J # 1581-21-108",2407.0,46585,,
2930.0,MS-T-001354,"TIBIAL INSERT FIXED STABILIZED SZ 4, 10MM JOH. & JOH. # 1581-24-110",2407.0,46585,,
1191.0,MS-P-000869,PLATE PROXIMAL HUMERUS 3.5 LCP 8HOLESX158 LENGTH A70490815,2352.0,61573,,
1192.0,MS-P-000870,PLATE PROXIMAL HUMERUS 3.5 LCP 10HOLESX184 LENGTH A70491018,2352.0,46536,,
1197.0,MS-P-000918,PLATE PROXIMAL HUMERUS 3.5MM LCP 6 HOLES X 98 LENGTH A70490609 IRINE# A70490609,2352.0,46536,,
905.0,MS-N-000858,NEEDLE FOR DELIVERY SYSTEM (FAST FIX 360 CURVED NDL DELIVERY SYST) SMITH & NEPHEW # 72202468,2332.0,45062,,
105.0,MS-B-001043,BIOCOMPOSITE PUSH LOCK 4.5MMX28MM ARTHREX# AR-1922BCM,2327.0,45027,,
22.0,MS-B-000243,BLADE EVAC 70 XTRA PLASMA WAND F/COBLATOR II #EIC5872-01,2310.0,61817,,
35.0,MS-B-000448,BURR-2 ROSEN D5.0MM FOR HI-LINE XS AESCULAP #GE508R,2310.0,43555,,
38.0,MS-B-000451,BURR-2 DIAMOND D5.0MM FOR HI-LINE XS AESCULAP #GE518R,2310.0,43555,,
45.0,MS-B-000458,BURR-3 ROSEN D5.0MM FOR HI-LINE XS AESCULAP #GE608R,2310.0,43555,,
113.0,MS-B-001133,BALLOON MONO RX VIATRAC PLUS 6X40X135 ABBOTT#1008197-40,2310.0,47732,,
193.0,MS-B-001880,BLADE REFLAX ULTRA 45 WAND FRO TURBINECTOMY SMITH & NEPHEW #AIC 4845-01,2310.0,43665,,
417.0,MS-C-003985,CATHETER PICC PERIPHERAL VASCULAR INSERTED CENTRAL  SINGLE LUMEN 3FR BARD #3173108D,2310.0,36257,,
1808.0,MS-S-003083,SCREW LEGACY 6.5 X 40MM MAS TI MEDTRONIC # 75446540),2310.0,56642,,
2452.0,MS-S-008832,SCREW LEGACY 6.0X40MM  MAS TI . MEDTRONIC # 75446040,2310.0,46651,,
2455.0,MS-S-008835,SCREW LEGACY 5.0X35MM  MAS TI . MEDTRONIC # 75445035,2310.0,56642,,
2456.0,MS-S-008836,SCREW LEGACY 5.0X30MM  MAS TI . MEDTRONIC # 75445030,2310.0,46651,,
2457.0,MS-S-008837,SCREW LEGACY 5.5X35MM  MAS TI . MEDTRONIC # 75445535,2310.0,56642,,
2780.0,MS-S-010298,STEM BIPOLAR HIP CEMENTED ALL SIZES HIPOKRAT # 10.XXXX,2310.0,33695,,
3022.0,MS-W-000489,WIRE CERCLAGE-IC 8MM; TITANIUM FOR RECONSTRUCTION IMPLANTCAST # 00601008,2310.0,61690,,
1874.0,MS-S-004456,SCREW INTERFERANCE BIOCOMPOSITE 9X23MM #AR-1390C,2287.0,58776,,
2091.0,MS-S-005442,SUTURE ANCHOR 3.0MMX14.5MM BIOCOMPOSITE W/2 FIBERWIRE ARTHREX# AR-1934BCF,2280.0,45062,,
2044.0,MS-S-004974,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 46CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-204,2272.0,64309,,
444.0,MS-D-000370,DRILL CANNULATED 10MM #AR- 1214L,2245.0,63681,11332.0,
2944.0,MS-T-001432,TUBING SUCTION GYNE DISP. STORZ #031217-10,2241.0,16779,,
938.0,MS-N-001297,NAIL INTERLOCKING 9X320MM X L FEMORAL NAVIGATOR. IRENE # T40210932,2237.0,56643,,
939.0,MS-N-001298,NAIL INTERLOCKING 9X340MM X L FEMORAL NAVIGATOR. IRENE # T40210934,2237.0,56643,,
940.0,MS-N-001299,NAIL INTERLOCKING 9X360MM X L FEMORAL NAVIGATOR. IRENE # T40210936,2237.0,56643,,
941.0,MS-N-001300,NAIL INTERLOCKING 9X380MM X L FEMORAL NAVIGATOR. IRENE # T40210938,2237.0,56643,,
942.0,MS-N-001301,NAIL INTERLOCKING 9X400MM X L FEMORAL NAVIGATOR. IRENE # T40210940,2237.0,56643,,
943.0,MS-N-001302,NAIL INTERLOCKING 9X420MM X L FEMORAL NAVIGATOR. IRENE # T40210942,2237.0,56643,,
944.0,MS-N-001303,NAIL INTERLOCKING 10X320MM X L FEMORAL NAVIGATOR. IRENE # T40211032,2237.0,56643,,
945.0,MS-N-001304,NAIL INTERLOCKING 10X340MM X L FEMORAL NAVIGATOR. IRENE # T40211034,2237.0,56643,,
946.0,MS-N-001305,NAIL INTERLOCKING 10X360MM X L FEMORAL NAVIGATOR. IRENE # T40211036,2237.0,56643,,
947.0,MS-N-001306,NAIL INTERLOCKING 10X380MM X L FEMORAL NAVIGATOR. IRENE # T40211038,2237.0,56643,,
969.0,MS-N-001333,NAIL INTERLOCKING 10X400MMXL FEMORAL NAVIGATOR . IRENE # T40211040,2237.0,56643,,
970.0,MS-N-001334,NAIL INTERLOCKING 10X420MMXL FEMORAL NAVIGATOR . IRENE # T40211045,2237.0,56643,,
971.0,MS-N-001335,NAIL INTERLOCKING 11X320MMXL FEMORAL NAVIGATOR . IRENE # T40211132,2237.0,56643,,
972.0,MS-N-001336,NAIL INTERLOCKING 11X340MMXL FEMORAL NAVIGATOR . IRENE # T40211134,2237.0,56643,,
973.0,MS-N-001337,NAIL INTERLOCKING 11X360MMXL FEMORAL NAVIGATOR . IRENE # T40211136,2237.0,56643,,
974.0,MS-N-001338,NAIL INTERLOCKING 11X380MMXL FEMORAL NAVIGATOR . IRENE # T40211138,2237.0,56643,,
975.0,MS-N-001339,NAIL INTERLOCKING 11X400MMXL FEMORAL NAVIGATOR . IRENE # T40211140,2237.0,56643,,
976.0,MS-N-001340,NAIL INTERLOCKING 11X420MMXL FEMORAL NAVIGATOR . IRENE # T40211142,2237.0,56643,,
977.0,MS-N-001341,NAIL INTERLOCKING 12X320MMXL FEMORAL NAVIGATOR . IRENE # T40211232,2237.0,56643,,
978.0,MS-N-001342,NAIL INTERLOCKING 12X340MMXL FEMORAL NAVIGATOR . IRENE # T40211234,2237.0,56643,,
979.0,MS-N-001343,NAIL INTERLOCKING 12X360MM X L FEMORAL NAVIGATOR. IRENE # T40211236,2237.0,56643,,
980.0,MS-N-001344,NAIL INTERLOCKING 12X380MM X L FEMORAL NAVIGATOR. IRENE # T40211238,2237.0,56643,,
981.0,MS-N-001345,NAIL INTERLOCKING 12X400MM X L FEMORAL NAVIGATOR. IRENE # T40211240,2237.0,56643,,
982.0,MS-N-001346,NAIL INTERLOCKING 12X420MM X L FEMORAL NAVIGATOR. IRENE # T40211242,2237.0,56643,,
983.0,MS-N-001347,NAIL INTERLOCKING 9X320MM X R FEMORAL NAVIGATOR. IRENE # T40220932,2237.0,56643,,
984.0,MS-N-001348,NAIL INTERLOCKING 9X340MM X R FEMORAL NAVIGATOR. IRENE # T40220934,2237.0,56643,,
985.0,MS-N-001349,NAIL INTERLOCKING 9X360MM X R FEMORAL NAVIGATOR. IRENE # T40220936,2237.0,56643,,
986.0,MS-N-001350,NAIL INTERLOCKING 9X380MM X R FEMORAL NAVIGATOR. IRENE # T40220938,2237.0,56643,,
987.0,MS-N-001351,NAIL INTERLOCKING 9X4000MM X R FEMORAL NAVIGATOR. IRENE # T40220940,2237.0,56643,,
988.0,MS-N-001352,NAIL INTERLOCKING 9X420MM X R FEMORAL NAVIGATOR. IRENE # T40220942,2237.0,56643,,
989.0,MS-N-001353,NAIL INTERLOCKING 10X320MM X R FEMORAL NAVIGATOR. IRENE # T40221032,2237.0,56643,,
990.0,MS-N-001354,NAIL INTERLOCKING 10X340MM X R FEMORAL NAVIGATOR. IRENE # T40221034,2237.0,56643,,
991.0,MS-N-001355,NAIL INTERLOCKING 10X360MM X R FEMORAL NAVIGATOR. IRENE # T40221036,2237.0,56643,,
992.0,MS-N-001356,NAIL INTERLOCKING 10X380MM X R FEMORAL NAVIGATOR. IRENE # T40221038,2237.0,56643,,
993.0,MS-N-001357,NAIL INTERLOCKING 10X400MM X R FEMORAL NAVIGATOR. IRENE # T40221040,2237.0,56643,,
994.0,MS-N-001358,NAIL INTERLOCKING 10X420MM X R FEMORAL NAVIGATOR. IRENE # T40221042,2237.0,56643,,
995.0,MS-N-001359,NAIL INTERLOCKING 11X320MM X R FEMORAL NAVIGATOR. IRENE # T40221132,2237.0,56643,,
996.0,MS-N-001360,NAIL INTERLOCKING 11X340MM X R FEMORAL NAVIGATOR. IRENE # T40221134,2237.0,56643,,
997.0,MS-N-001361,NAIL INTERLOCKING 11X360MM X R FEMORAL NAVIGATOR. IRENE # T40221136,2237.0,56643,,
998.0,MS-N-001362,NAIL INTERLOCKING 11X380MM X R FEMORAL NAVIGATOR. IRENE # T40221138,2237.0,56643,,
999.0,MS-N-001363,NAIL INTERLOCKING 11X400MM X R FEMORAL NAVIGATOR. IRENE # T40221140,2237.0,56643,,
1000.0,MS-N-001364,NAIL INTERLOCKING 11X420MM X R FEMORAL NAVIGATOR. IRENE # T40221142,2237.0,56643,,
1001.0,MS-N-001365,NAIL INTERLOCKING 12X320MM X R FEMORAL NAVIGATOR. IRENE # T40221232,2237.0,56643,,
1002.0,MS-N-001366,NAIL INTERLOCKING 12X340MM X R FEMORAL NAVIGATOR. IRENE # T40221234,2237.0,56643,,
1003.0,MS-N-001367,NAIL INTERLOCKING 12X360MM X R FEMORAL NAVIGATOR. IRENE # T40221236,2237.0,56643,,
1028.0,MS-N-001450,NAIL INTERLOCKING 12X380MM X R FEMORAL NAVIGATOR. IRENE # T40221238,2237.0,56643,,
1029.0,MS-N-001451,NAIL INTERLOCKING 12X400MM X R FEMORAL NAVIGATOR. IRENE # T40221240,2237.0,56643,,
1030.0,MS-N-001452,NAIL INTERLOCKING 12X420MM X R FEMORAL NAVIGATOR. IRENE # T40221242,2237.0,56643,,
2889.0,MS-T-000783,"TEST LUNG DEVICE F/ VENTILATOR LATEX FREE 1,000ML AUTOCLAVABLE DRAGER #MP02400",2235.0,60335,,
744.0,MS-I-000105,IOL IMPLANT ORBITAL POROUS HYDROXY. 14MM CORONET #54-300-14,2228.0,47726,,
1113.0,MS-N-001540,NAIL RETROGRADE FEMORAL INTERLOCKING 9X180MM IRENE # T40030918,2205.0,56643,,
1114.0,MS-N-001541,NAIL RETROGRADE FEMORAL INTERLOCKING 9X200M IRENE # T40030920,2205.0,56643,,
1115.0,MS-N-001542,NAIL RETROGRADE FEMORAL INTERLOCKING 9X220 IRENE # T40030922,2205.0,56643,,
1116.0,MS-N-001543,NAIL RETROGRADE FEMORAL INTERLOCKING 9X240MM IRENE # T40030924,2205.0,56643,,
1117.0,MS-N-001544,NAIL RETROGRADE FEMORAL INTERLOCKING 9X260MM IRENE # T40030926,2205.0,56643,,
1118.0,MS-N-001545,NAIL RETROGRADE FEMORAL INTERLOCKING 9X280MM IRENE # T40030928,2205.0,56643,,
1119.0,MS-N-001546,NAIL RETROGRADE FEMORAL INTERLOCKING 9X300MM IRENE # T40030930,2205.0,56643,,
1120.0,MS-N-001547,NAIL RETROGRADE FEMORAL INTERLOCKING 10X180MM IRENE # T40031018,2205.0,56643,,
1121.0,MS-N-001548,NAIL RETROGRADE FEMORAL INTERLOCKING 10X200MM IRENE # T40031020,2205.0,56643,,
1122.0,MS-N-001549,NAIL RETROGRADE FEMORAL INTERLOCKING 10X220MM IRENE # T40031022,2205.0,56643,,
1123.0,MS-N-001550,NAIL RETROGRADE FEMORAL INTERLOCKING 10X240MM IRENE # T40031024,2205.0,56643,,
1124.0,MS-N-001551,NAIL RETROGRADE FEMORAL INTERLOCKING 10X260MM IRENE # T40031026,2205.0,56643,,
1125.0,MS-N-001552,NAIL RETROGRADE FEMORAL INTERLOCKING 10X280MM IRENE # T40031028,2205.0,56643,,
1126.0,MS-N-001553,NAIL RETROGRADE FEMORAL INTERLOCKING 10X300MM IRENE # T40031030,2205.0,56643,,
1127.0,MS-N-001554,NAIL RETROGRADE FEMORAL INTERLOCKING 11X180MM IRENE # T40031118,2205.0,56643,,
1128.0,MS-N-001555,NAIL RETROGRADE FEMORAL INTERLOCKING 11X200MM IRENE # T40031120,2205.0,56643,,
1129.0,MS-N-001556,NAIL RETROGRADE FEMORAL INTERLOCKING 11X220MM IRENE # T40031122,2205.0,56643,,
1130.0,MS-N-001557,NAIL RETROGRADE FEMORAL INTERLOCKING 11X240MM IRENE # T40031124,2205.0,56643,,
1131.0,MS-N-001558,NAIL RETROGRADE FEMORAL INTERLOCKING 11X260MM IRENE # T40031126,2205.0,56643,,
1132.0,MS-N-001559,NAIL RETROGRADE FEMORAL INTERLOCKING 11X280MM IRENE # T40031128,2205.0,56643,,
